Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Matěj Vydra,CZE,Viktoria Plzeň,UEFA Europa Conference League,AM,Forward,31,328,1,24,31,40,16,39,28
Maurits Kjærgaard,DEN,RB Salzburg,UEFA Champions League,LM,Midfielder,20,206,1,31,52,56,66,32,46
Mauro Arambarri,URU,Getafe,Spanish La Liga,CM,Midfielder,28,339,1,40,40,52,37,43,43
Mauro Icardi,ARG,Galatasaray,"UEFA Champions League, UEFA Europa League",AM,Forward,31,698,1,46,51,41,11,29,39
Mauro Júnior,BRA,PSV Eindhoven,UEFA Champions League,LM,Midfielder,24,183,1,51,62,46,65,47,53
Mauro Perkovic,CRO,Dinamo Zagreb,UEFA Europa Conference League,LB,Defender,20,542,1,27,45,46,55,68,54
Max Aarons,ENG,Bournemouth,English Premier League,RB,Defender,24,1237,1,39,78,41,46,49,47
Max Finkgräfe,GER,Köln,German Bundesliga,LB,Defender,20,1756,1,67,74,46,59,71,63
Max Johnston,SCO,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",RB,Defender,20,208,1,58,53,46,43,46,47
Max Kilman,ENG,Wolves,English Premier League,CB,Defender,26,3420,1,67,48,56,51,46,52
Max Lowe,ENG,Sheffield Utd,English Premier League,LB,Defender,27,503,1,19,47,28,28,55,39
Max Moerstedt,GER,Hoffenheim,German Bundesliga,CB,Defender,0,12,1,37,16,13,20,20,21
Max Svensson,ESP,Osasuna,Spanish La Liga,AM,Forward,0,3,1,30,28,14,38,20,27
Maxence Caqueret,FRA,Lyon,French Ligue 1,CM,Midfielder,24,3022,1,44,80,79,79,70,71
Maxence Lacroix,FRA,Wolfsburg,German Bundesliga,CB,Defender,24,2362,1,86,48,54,37,58,56
Maxi Gómez,URU,Cádiz,Spanish La Liga,AM,Forward,27,1163,1,23,30,30,19,37,26
Maxim De Cuyper,BEL,Club Brugge,UEFA Europa Conference League,LB,Defender,23,801,1,46,85,76,66,63,65
Maxim Leitsch,GER,Mainz 05,German Bundesliga,CB,Defender,25,379,1,37,19,23,14,50,34
Maxime Bernauer,FRA,Dinamo Zagreb,UEFA Europa Conference League,CB,Defender,25,385,1,37,23,42,33,31,34
Maxime Busi,BEL,Reims,French Ligue 1,AM,Defender,24,162,1,22,74,43,67,49,49
Maxime Colin,FRA,Metz,French Ligue 1,RB,Defender,32,1832,1,32,47,42,44,47,43
Maxime Estève,FRA,"Burnley, Montpellier","English Premier League, French Ligue 1",CB,Defender,21,2304,1,67,47,38,42,56,50
Maxime Gonalons,FRA,Clermont Foot,French Ligue 1,CM,Midfielder,35,1296,1,68,36,61,46,78,61
Maxime Lopez,FRA,"Fiorentina, Sassuolo","Italian Serie A, UEFA Europa Conference League",CM,Midfielder,26,1487,1,62,56,82,78,31,58
Maximilian Arnold,GER,Wolfsburg,German Bundesliga,CM,Midfielder,29,2506,1,74,54,73,45,52,58
Maximilian Bauer,GER,Augsburg,German Bundesliga,CB,Defender,24,810,1,42,26,44,43,57,48
Maximilian Beier,GER,Hoffenheim,German Bundesliga,AM,Forward,21,2420,1,87,61,29,39,40,58
Maximilian Breunig,GER,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,23,13,1,30,12,18,37,25,24
Maximilian Eggestein,GER,Freiburg,"German Bundesliga, UEFA Europa League",CM,Midfielder,27,3783,1,50,52,57,45,41,48
Maximilian Mittelstädt,GER,Stuttgart,German Bundesliga,LB,Defender,27,2103,1,85,92,80,89,81,84
Maximilian Philipp,GER,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,30,426,1,78,38,45,39,69,53
Maximilian Wittek,GER,Bochum,German Bundesliga,LW,Forward,28,1070,1,67,59,73,47,85,63
Maximilian Wöber,AUT,Gladbach,German Bundesliga,CB,Defender,26,2066,1,78,56,72,65,81,74
Maximiliano Caufriez,BEL,Clermont Foot,French Ligue 1,CB,Defender,27,1659,1,34,51,52,56,53,51
Maxwel Cornet,CIV,West Ham,"English Premier League, UEFA Europa League",LW,Forward,27,177,1,75,59,55,71,71,66
Mayckel Lahdo,SWE,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,20,127,1,30,54,53,62,40,47
Mbwana Samatta,TAN,PAOK,UEFA Europa Conference League,AM,Forward,31,408,1,50,33,35,18,45,36
Medon Berisha,ALB,Lecce,Italian Serie A,AM,Midfielder,20,205,1,22,45,56,37,21,35
Mehdi Bourabia,MAR,Frosinone,Italian Serie A,CM,Midfielder,32,200,1,28,35,36,34,63,43
Mehdi Taremi,IRN,Porto,UEFA Champions League,AM,Forward,31,545,1,61,67,53,33,62,56
Mehdi Zeffane,ALG,Clermont Foot,French Ligue 1,WB,Midfielder,31,1231,1,28,40,48,52,58,48
Melvin Bard,FRA,Nice,French Ligue 1,LB,Defender,23,2654,1,71,70,59,81,67,69
Memija Kerim,BIH,Zrinjski Mostar,UEFA Europa Conference League,LB,Defender,27,285,1,41,24,26,46,57,44
Memphis,NED,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,30,997,1,66,76,60,50,30,63
Mergim Berisha,GER,"Augsburg, Hoffenheim",German Bundesliga,AM,Forward,25,266,1,28,50,38,28,29,36
Merlin Röhl,GER,Freiburg,"German Bundesliga, UEFA Europa League",AM,Midfielder,21,1807,1,74,70,36,53,52,54
Mert Kömür,GER,Augsburg,German Bundesliga,AM,Midfielder,18,118,1,94,62,30,56,40,51
Mert Yandaş,TUR,Fenerbahçe,UEFA Europa Conference League,AM,Forward,29,158,1,22,38,68,72,42,45
Merveille Papela,GER,Mainz 05,German Bundesliga,WB,Midfielder,23,257,1,37,59,42,38,55,47
Meschak Elia,COD,Young Boys,"UEFA Champions League, UEFA Europa League",AM,Forward,26,594,1,64,50,38,34,36,48
Micah Hamilton,ENG,Manchester City,UEFA Champions League,LW,Forward,20,107,1,85,40,38,66,56,58
Michael Amir Murillo,PAN,Marseille,"French Ligue 1, UEFA Europa League",CB,Defender,28,1280,1,86,76,52,58,52,59
Michael Folorunsho,ITA,Hellas Verona,Italian Serie A,AM,Forward,26,2781,1,52,31,39,37,76,42
Michael Gregoritsch,AUT,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,30,2028,1,72,49,40,25,58,50
Michael Johnston,IRL,Celtic,UEFA Champions League,LW,Forward,24,97,1,46,43,67,82,76,57
Michael Kayode,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RB,Defender,19,2470,1,64,70,59,67,49,58
Michael Keane,ENG,Everton,English Premier League,CB,Defender,31,439,1,93,45,38,38,47,49
Michael Ndiweni,ENG,Newcastle Utd,English Premier League,AM,Forward,19,1,1,30,12,34,24,9,23
Michael Obafemi,IRL,Burnley,English Premier League,AM,Forward,23,20,1,23,66,22,38,26,38
Michael Olakigbe,ENG,Brentford,English Premier League,AM,Forward,19,59,1,28,61,65,98,73,59
Michael Olise,FRA,Crystal Palace,English Premier League,RW,Forward,22,1275,1,93,93,81,90,67,89
Michail Antonio,JAM,West Ham,"English Premier League, UEFA Europa League",AM,Forward,34,2017,1,58,48,27,28,41,43
Michal Tomič,SVK,Slavia Prague,UEFA Europa League,WB,Midfielder,24,175,1,48,42,43,77,60,56
Michal Ďuriš,SVK,Spartak Trnava,UEFA Europa Conference League,AM,Forward,35,454,1,40,21,17,7,47,25
Michał Skóraś,POL,Club Brugge,UEFA Europa Conference League,LW,Forward,24,640,1,50,75,54,54,61,59
Michel Aebischer,SUI,Bologna,Italian Serie A,DM,Midfielder,27,2230,1,33,40,65,54,33,45
Michel Ndary Adopo,FRA,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,23,198,1,28,52,72,63,81,52
Michel-Ange Balikwisha,BEL,Antwerp,UEFA Champions League,LW,Forward,22,384,1,55,40,58,56,64,52
Michy Batshuayi,BEL,Fenerbahçe,UEFA Europa Conference League,AM,Forward,30,579,1,86,32,31,14,37,45
Mick van Buren,NED,Slavia Prague,UEFA Europa League,AM,Forward,31,217,1,32,67,70,79,60,59
Micky van de Ven,NED,Tottenham,English Premier League,CB,Defender,23,2339,1,75,32,64,61,55,59
Miguel,ESP,Alavés,Spanish La Liga,AM,Midfielder,23,65,1,65,29,13,20,22,26
Miguel Almirón,PAR,Newcastle Utd,"English Premier League, UEFA Champions League",RW,Forward,30,2350,1,37,54,62,71,71,54
Miguel Chaiwa,ZAM,Young Boys,UEFA Champions League,CM,Midfielder,19,60,1,62,25,28,16,72,44
Miguel Gutiérrez,ESP,Girona,Spanish La Liga,LB,Defender,22,3032,1,57,90,67,73,30,54
Miguel Rodríguez,ESP,Celta Vigo,Spanish La Liga,RM,Midfielder,21,300,1,30,42,26,73,38,42
Miguel Ángel Rubio,ESP,Granada,Spanish La Liga,CB,Defender,26,1560,1,71,38,27,26,54,44
Miha Breznik,SVN,Spartak Trnava,UEFA Europa Conference League,LM,Midfielder,20,94,1,35,24,55,24,58,43
Miha Zajc,SVN,Fenerbahçe,UEFA Europa Conference League,LM,Midfielder,29,339,1,92,43,65,48,24,49
Mihailo Ristić,SRB,Celta Vigo,Spanish La Liga,LB,Defender,28,808,1,49,62,57,78,55,60
Mihajlo Cvetković,SRB,Čukarički,UEFA Europa Conference League,AM,Forward,16,287,1,23,27,34,19,36,26
Mihlali Mayambela,RSA,Aris Limassol FC,UEFA Europa League,RW,Forward,27,480,1,26,40,58,57,75,44
Mijat Gaćinović,SRB,AEK Athens,UEFA Europa League,LM,Midfielder,28,282,1,61,51,33,48,12,35
Mika Biereth,DEN,Sturm Graz,UEFA Europa Conference League,AM,Forward,21,242,1,96,39,28,9,31,48
Mika Godts,BEL,Ajax,UEFA Europa League,AM,Forward,18,31,1,30,37,45,76,19,42
Mika Mármol,ESP,Las Palmas,Spanish La Liga,CB,Defender,22,3178,1,30,45,63,64,59,56
Mike Trésor,BEL,Burnley,English Premier League,LM,Midfielder,24,420,1,23,49,36,62,46,45
Mikel Jauregizar,ESP,Athletic Club,Spanish La Liga,AM,Forward,20,151,1,32,43,67,54,37,46
Mikel Merino,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",CM,Midfielder,27,3112,1,81,69,63,56,69,67
Mikel Oyarzabal,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",AM,Forward,27,2741,1,53,36,37,21,49,39
Mikel Vesga,ESP,Athletic Club,Spanish La Liga,DM,Midfielder,30,1534,1,72,42,53,38,71,57
Mikey Moore,ENG,Tottenham,English Premier League,AM,Forward,16,4,1,30,12,52,99,15,40
Mikkel Damsgaard,DEN,Brentford,English Premier League,CM,Midfielder,23,842,1,34,77,64,61,76,65
Mikkel Desler,DEN,Toulouse,"French Ligue 1, UEFA Europa League",RB,Defender,29,2095,1,51,70,58,70,54,59
Mikkel Kaufmann,DEN,Union Berlin,German Bundesliga,AM,Forward,23,486,1,53,34,43,28,58,42
Mikkel Rygaard Jensen,DEN,Häcken,UEFA Europa League,RM,Midfielder,32,475,1,42,73,76,78,56,65
Milad Mohammadi,IRN,AEK Athens,UEFA Europa League,LB,Defender,30,90,1,26,58,31,65,43,44
Miladin Stevanović,SRB,Čukarički,UEFA Europa Conference League,RB,Defender,27,142,1,37,33,20,8,21,21
Milan Badelj,CRO,Genoa,Italian Serie A,CM,Midfielder,35,2535,1,46,52,61,37,57,52
Milan Radin,SRB,TSC,UEFA Europa League,CM,Midfielder,32,421,1,37,22,35,16,42,32
Milan Ristovski,MKD,Spartak Trnava,UEFA Europa Conference League,AM,Forward,25,36,1,22,17,15,5,57,18
Milan Rodić,SRB,Red Star,UEFA Champions League,CB,Defender,32,415,1,58,57,36,31,50,45
Milan Rundić,SRB,Raków,UEFA Europa League,CB,Defender,31,450,1,85,37,67,48,31,49
Milan Đurić,BIH,"Hellas Verona, Monza",Italian Serie A,AM,Forward,34,2461,1,62,26,28,11,35,35
Milan Škriniar,SVK,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,29,2167,1,63,24,64,58,49,54
Milos Kerkez,HUN,Bournemouth,English Premier League,LB,Defender,20,1970,1,39,70,33,50,51,47
Milot Rashica,KVX,Beşiktaş,UEFA Europa Conference League,LM,Forward,27,222,1,31,30,44,44,58,37
Miloš Cvetković,SRB,TSC,UEFA Europa League,RB,Defender,33,456,1,37,54,50,35,42,42
Miloš Degenek,AUS,Red Star,UEFA Champions League,AM,Forward,29,9,1,30,12,14,3,15,16
Miloš Pantović,SRB,TSC,UEFA Europa League,AM,Forward,21,73,1,83,13,53,31,54,46
Miloš Pantović,SRB,Union Berlin,German Bundesliga,CM,Midfielder,27,15,1,99,66,16,59,16,42
Miloš Veljković,SRB,Werder Bremen,German Bundesliga,CB,Defender,28,1920,1,69,53,59,53,40,51
Miloš Vulić,SRB,TSC,UEFA Europa League,CM,Midfielder,27,229,1,44,43,50,35,45,44
Milson,ANG,Maccabi Tel Aviv,UEFA Europa Conference League,LW,Forward,24,615,1,29,70,57,77,75,57
Milutin Osmajić,MNE,Cádiz,Spanish La Liga,LM,Midfielder,24,5,1,25,51,42,54,16,35
Mirko Ivanić,MNE,Red Star,UEFA Champions League,CM,Midfielder,30,373,1,34,68,47,40,52,48
Mirko Marić,CRO,Monza,Italian Serie A,AM,Forward,28,287,1,64,32,41,39,52,45
Miro Tenho,FIN,HJK,UEFA Europa Conference League,CB,Defender,28,356,1,60,34,42,40,37,41
Miroslav Stevanović,BIH,Servette FC,"UEFA Europa Conference League, UEFA Europa League",RM,Midfielder,33,853,1,40,82,47,65,43,53
Mitchel Bakker,NED,Atalanta,"Italian Serie A, UEFA Europa League",WB,Midfielder,23,534,1,73,39,42,77,49,55
Mitchel Frame,SCO,Celtic,UEFA Champions League,LW,Forward,17,16,1,30,12,16,77,46,31
Mitchell Weiser,GER,Werder Bremen,German Bundesliga,WB,Midfielder,30,2636,1,58,84,52,68,55,61
Modibo Sagnan,MLI,Montpellier,French Ligue 1,CB,Defender,25,1054,1,88,37,38,38,70,57
Mohamed Ali Ben Romdhane,TUN,Ferencváros,UEFA Europa Conference League,DM,Midfielder,24,219,1,33,77,52,59,58,56
Mohamed Ali Cho,FRA,"Nice, Real Sociedad","French Ligue 1, Spanish La Liga, UEFA Champions League",RW,Forward,20,1241,1,37,61,45,67,58,52
Mohamed Aly Camara,GUI,Young Boys,"UEFA Champions League, UEFA Europa League",CB,Defender,26,537,1,37,47,37,22,57,43
Mohamed Amoura,ALG,Union SG,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,23,697,1,44,75,42,54,49,55
Mohamed Bamba,CIV,Lorient,French Ligue 1,AM,Forward,22,1138,1,85,51,35,38,48,56
Mohamed Bechikh,FRA,Strasbourg,French Ligue 1,AM,Forward,18,14,1,30,12,30,38,9,25
Mohamed Bouchenna,FRA,Clermont Foot,French Ligue 1,CM,Forward,17,29,1,21,62,72,64,36,51
Mohamed Camara,MLI,Monaco,French Ligue 1,CM,Midfielder,24,1035,1,51,64,78,72,67,68
Mohamed Camara,GUI,Olympiacos,UEFA Europa League,DM,Midfielder,26,535,1,28,44,57,57,51,49
Mohamed Daramy,DEN,Reims,French Ligue 1,AM,Forward,22,1648,1,42,79,57,68,40,60
Mohamed Diomandé,CIV,"Nordsjælland, Rangers","UEFA Europa Conference League, UEFA Europa League",DM,Midfielder,22,419,1,48,65,53,53,51,53
Mohamed El Arouch,FRA,Lyon,French Ligue 1,RW,Forward,19,2,1,30,27,33,44,26,32
Mohamed Elneny,EGY,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,31,90,1,44,16,47,62,27,39
Mohamed Elyounoussi,NOR,FC Copenhagen,UEFA Champions League,RW,Forward,29,684,1,74,59,45,40,83,59
Mohamed Haj Mahmoud,TUN,Lugano,UEFA Europa Conference League,CM,Midfielder,23,225,1,36,46,36,47,34,39
Mohamed Kaba,FRA,Lecce,Italian Serie A,RM,Midfielder,22,1378,1,34,45,40,23,62,44
Mohamed Lamine Bayo,GUI,Le Havre,French Ligue 1,AM,Forward,25,1389,1,50,53,34,29,38,44
Mohamed Salah,EGY,Liverpool,"English Premier League, UEFA Europa League",RW,Forward,31,2934,1,68,85,74,75,31,73
Mohamed Simakan,FRA,RB Leipzig,"German Bundesliga, UEFA Champions League",CB,Defender,24,2736,1,58,78,66,66,63,65
Mohammad Abu Fani,ISR,Ferencváros,UEFA Europa Conference League,CM,Midfielder,25,669,1,53,88,76,68,61,68
Mohammed Fuseini,GHA,Sturm Graz,UEFA Europa League,CB,Defender,21,15,1,37,31,14,49,17,26
Mohammed Kudus,GHA,West Ham,"English Premier League, UEFA Europa League",RW,Forward,23,3249,1,71,72,55,71,77,69
Mohammed Salisu,GHA,Monaco,French Ligue 1,CB,Defender,25,1035,1,36,44,73,64,75,65
Moi Gómez,ESP,Osasuna,Spanish La Liga,LM,Midfielder,29,2006,1,73,46,69,59,31,52
Moise Kean,ITA,Juventus,Italian Serie A,AM,Forward,24,654,1,21,34,23,22,45,27
Moisés Caicedo,ECU,Chelsea,English Premier League,DM,Midfielder,22,2866,1,57,54,69,56,70,63
Mojmir Chytil,CZE,Slavia Prague,UEFA Europa League,AM,Forward,24,398,1,94,70,43,34,40,64
Momodou Sonko,SWE,"Gent, Häcken","UEFA Europa Conference League, UEFA Europa League",AM,Forward,19,439,1,62,72,56,65,52,64
Montassar Talbi,TUN,Lorient,French Ligue 1,CB,Defender,25,2204,1,33,35,52,43,56,48
Morato,BRA,Benfica,"UEFA Champions League, UEFA Europa League",CB,Defender,22,480,1,27,41,54,73,76,62
Morgan Brown,ENG,Aris Limassol FC,UEFA Europa League,CM,Midfielder,24,120,1,40,37,60,52,73,57
Morgan Gibbs-White,ENG,Nott'ham Forest,English Premier League,AM,Forward,24,3156,1,39,72,77,65,64,61
Morgan Guilavogui,GUI,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,26,683,1,63,60,76,68,77,66
Morgan Rogers,ENG,Aston Villa,"English Premier League, UEFA Europa Conference League",LM,Forward,21,976,1,62,63,62,39,54,58
Morgan Sanson,FRA,Nice,French Ligue 1,RM,Midfielder,29,1964,1,54,77,47,67,40,54
Moritz Broschinski,GER,Bochum,German Bundesliga,AM,Forward,23,1247,1,40,45,28,24,40,37
Moritz Jenz,GER,Wolfsburg,German Bundesliga,CB,Defender,25,1742,1,34,34,43,34,61,47
Moritz-Broni Kwarteng,GHA,Bochum,German Bundesliga,LW,Forward,25,281,1,34,63,48,67,46,52
Morten Frendrup,DEN,Genoa,Italian Serie A,CM,Midfielder,23,3145,1,60,41,30,25,75,49
Morten Hjulmand,DEN,Sporting CP,UEFA Europa League,CM,Midfielder,24,622,1,32,35,60,45,64,51
Morten Thorsby,NOR,Genoa,Italian Serie A,CM,Midfielder,28,1157,1,76,35,25,18,37,36
Moses Simon,NGA,Nantes,French Ligue 1,AM,Forward,28,1788,1,38,79,48,66,30,56
Moses Usor,NGA,LASK,UEFA Europa League,LW,Forward,21,392,1,46,51,40,61,80,51
Mostafa Mohamed,EGY,Nantes,French Ligue 1,AM,Forward,26,2002,1,70,46,32,22,57,47
Mouctar Diakhaby,GUI,Valencia,Spanish La Liga,CB,Defender,27,1073,1,80,30,35,36,56,49
Mounir Chouiar,FRA,Ludogorets,UEFA Europa Conference League,RW,Forward,24,88,1,32,87,85,85,59,68
Moussa Diaby,FRA,Aston Villa,"English Premier League, UEFA Europa Conference League",AM,Forward,24,2820,1,65,74,60,54,31,63
Moussa Diakité,MLI,Cádiz,Spanish La Liga,CM,Midfielder,20,1,1,35,11,13,44,22,25
Moussa Diarra,MLI,Toulouse,"French Ligue 1, UEFA Europa League",CB,Defender,23,1947,1,67,66,54,50,52,55
Moussa Koné,SEN,LASK,UEFA Europa League,AM,Forward,26,64,1,30,29,19,16,47,26
Moussa Niakhate,SEN,Nott'ham Forest,English Premier League,CB,Defender,28,1460,1,49,32,34,43,63,49
Moussa Sissoko,FRA,Nantes,French Ligue 1,CM,Midfielder,34,1821,1,26,39,36,36,36,35
Moustapha Cissé,GUI,Atalanta,UEFA Europa League,AM,Forward,20,1,1,30,52,52,63,9,45
Muhamed Bešić,BIH,Ferencváros,UEFA Europa Conference League,CM,Midfielder,31,67,1,35,26,41,31,44,37
Muhamed Tijani,NGA,Slavia Prague,UEFA Europa League,AM,Forward,23,90,1,77,29,38,26,45,45
Muhammed Cham,AUT,Clermont Foot,French Ligue 1,AM,Forward,23,2554,1,53,66,79,75,48,65
Muhammet Dursun,NAN,Fenerbahçe,UEFA Europa Conference League,LW,Forward,17,1,1,30,28,34,83,26,39
Mujaid Sadick,ESP,Genk,UEFA Europa Conference League,CB,Defender,23,360,1,37,21,27,26,58,40
Munashe Garan'anga,ZIM,Sheriff Tiraspol,UEFA Europa League,CB,Defender,22,399,1,40,28,21,24,74,46
Munir El Haddadi,MAR,Las Palmas,Spanish La Liga,RW,Forward,28,2449,1,35,43,51,36,61,42
Murillo,BRA,Nott'ham Forest,English Premier League,CB,Defender,21,2789,1,34,62,45,39,52,46
