Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Enrique,ESP,Betis,UEFA Europa League,CB,Defender,20,7,1,37,30,32,54,20,32
Enso Gonzalez,PAR,Wolves,English Premier League,AM,Forward,19,1,1,30,35,34,79,9,40
Enzo Barrenechea,ARG,Frosinone,Italian Serie A,CM,Midfielder,23,2811,1,37,29,66,36,68,52
Enzo Crivelli,FRA,Servette FC,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,29,525,1,35,19,32,18,27,26
Enzo Ebosse,CMR,Udinese,Italian Serie A,CB,Defender,24,8,1,37,39,71,46,77,62
Enzo Fernández,ARG,Chelsea,English Premier League,DM,Midfielder,23,2209,1,51,79,81,82,45,65
Enzo Le Fée,FRA,Rennes,"French Ligue 1, UEFA Europa League",CM,Midfielder,24,1849,1,27,81,81,86,70,71
Enzo Loiodice,FRA,Las Palmas,Spanish La Liga,CM,Midfielder,23,1790,1,41,60,64,63,64,60
Enzo Millot,FRA,Stuttgart,German Bundesliga,AM,Forward,21,2241,1,45,70,77,71,68,64
Enzo Mongo,FRA,Nantes,French Ligue 1,RB,Defender,18,10,1,37,16,13,4,65,35
Enzo Tchato,CMR,Montpellier,French Ligue 1,RB,Defender,21,1125,1,36,56,57,68,46,52
Eran Zahavi,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,AM,Forward,36,724,1,95,37,57,27,30,55
Eray Cömert,SUI,Nantes,French Ligue 1,CB,Defender,26,1995,1,76,36,42,34,60,52
Eren Dinkçi,GER,Heidenheim,German Bundesliga,RW,Forward,22,2650,1,69,58,56,50,61,60
Erhan Mašović,SRB,Bochum,German Bundesliga,CB,Defender,25,2219,1,36,44,25,23,64,43
Eric Bailly,CIV,"Beşiktaş, Villarreal","Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",CB,Defender,30,1178,1,27,31,31,25,33,30
Eric Boakye,GHA,Aris Limassol FC,UEFA Europa League,RB,Defender,23,194,1,37,30,29,30,74,48
Eric Curbelo,ESP,Las Palmas,Spanish La Liga,CB,Defender,30,102,1,37,24,38,28,83,53
Eric Dier,ENG,"Bayern Munich, Tottenham","English Premier League, German Bundesliga, UEFA Champions League",CB,Defender,30,1817,1,39,36,58,62,42,48
Eric García,ESP,"Barcelona, Girona",Spanish La Liga,CB,Defender,23,2694,1,84,56,77,75,54,67
Eric Kitolano,NOR,Molde,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,26,182,1,79,69,62,65,67,70
Eric Martel,GER,Köln,German Bundesliga,DM,Midfielder,22,2457,1,46,30,38,28,78,49
Eric Maxim Choupo-Moting,CMR,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Forward,35,761,1,48,84,63,61,81,65
Erik Botheim,NOR,Salernitana,Italian Serie A,AM,Forward,23,316,1,25,17,26,11,23,20
Erik Daniel,CZE,Spartak Trnava,UEFA Europa Conference League,LB,Forward,31,390,1,66,35,46,54,60,51
Erik Jirka,SVK,Viktoria Plzeň,UEFA Europa Conference League,AM,Forward,26,173,1,18,30,56,52,69,37
Erik Marxen,DEN,Nordsjælland,UEFA Europa Conference League,RB,Defender,33,3,1,37,16,13,29,4,16
Erik Shuranov,GER,Maccabi Haifa,UEFA Europa League,LM,Forward,21,55,1,30,13,23,9,38,21
Erling Haaland,NOR,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,23,3328,1,69,51,28,15,28,45
Ermedin Demirović,BIH,Augsburg,German Bundesliga,AM,Forward,26,2873,1,73,55,39,19,50,51
Ernest Muçi,ALB,Legia Warsaw,UEFA Europa Conference League,LW,Forward,22,423,1,81,55,31,47,40,56
Ernest Nuamah,GHA,Lyon,French Ligue 1,RW,Forward,20,1838,1,48,69,62,82,57,63
Ernest Poku,NED,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,19,112,1,32,46,52,86,60,51
Ester Sokler,SVN,Aberdeen,UEFA Europa Conference League,AM,Forward,24,98,1,96,51,30,31,36,56
Ethan Mbappé,FRA,Paris S-G,French Ligue 1,DM,Midfielder,17,48,1,43,46,52,90,10,44
Ethan Nwaneri,ENG,Arsenal,English Premier League,LW,Forward,16,14,1,30,50,88,99,25,58
Ethan Pinnock,JAM,Brentford,English Premier League,CB,Defender,30,2521,1,67,42,40,37,56,50
Ethan Wheatley,ENG,Manchester Utd,English Premier League,AM,Forward,18,16,1,30,12,14,18,81,23
Etienne Youte Kinkoue,FRA,Le Havre,French Ligue 1,CB,Defender,22,1941,1,32,27,30,30,37,33
Evan Ferguson,IRL,Brighton,"English Premier League, UEFA Europa League",AM,Forward,19,1577,1,72,28,28,18,40,40
Evanilson,BRA,Porto,UEFA Champions League,AM,Forward,24,488,1,86,64,41,31,57,60
Evann Guessand,CIV,Nice,French Ligue 1,AM,Forward,22,1553,1,52,54,35,43,52,48
Even Hovland,NOR,Häcken,UEFA Europa League,CB,Defender,34,450,1,51,25,80,59,37,51
Exequiel Palacios,ARG,Leverkusen,"German Bundesliga, UEFA Europa League",CM,Midfielder,25,2410,1,57,76,83,77,74,74
Eyal Golasa,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,CM,Midfielder,32,50,1,35,55,47,20,47,41
Eyþór Wöhler,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,21,4,1,30,12,44,24,9,25
Ezequiel Ponce,ARG,AEK Athens,UEFA Europa League,AM,Forward,26,181,1,55,44,43,15,37,42
Ezequiel Ávila,ARG,"Betis, Osasuna",Spanish La Liga,LW,Forward,30,1162,1,47,65,65,56,46,57
Ezri Konsa,ENG,Aston Villa,"English Premier League, UEFA Europa Conference League",CB,Defender,26,3974,1,43,53,62,62,31,46
Fabian Holland,GER,Darmstadt 98,German Bundesliga,CM,Midfielder,33,1835,1,35,48,54,31,54,46
Fabian Lustenberger,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",CB,Defender,35,180,1,25,30,43,22,39,34
Fabian Nürnberger,BUL,Darmstadt 98,German Bundesliga,WB,Midfielder,24,1513,1,62,71,62,68,51,61
Fabian Piasecki,POL,Raków,UEFA Europa League,AM,Forward,28,145,1,50,40,44,30,31,41
Fabian Rieder,SUI,Rennes,"French Ligue 1, UEFA Europa League",AM,Midfielder,22,518,1,92,74,73,69,66,73
Fabian Rüdlin,GER,Freiburg,German Bundesliga,CM,Midfielder,26,7,1,35,11,48,53,16,32
Fabian Schnellhardt,GER,Darmstadt 98,German Bundesliga,CM,Midfielder,30,235,1,41,38,64,73,48,54
Fabian Schär,SUI,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,32,3594,1,89,64,61,60,48,60
Fabiano Parisi,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",LB,Defender,23,1752,1,35,88,70,83,54,63
Fabien Centonze,FRA,"Hellas Verona, Nantes","French Ligue 1, Italian Serie A",RB,Defender,28,770,1,39,76,35,53,47,47
Fabien Ourega,FRA,Astana FK,UEFA Europa Conference League,AM,Forward,29,339,1,25,29,51,31,41,33
Fabio Carvalho,POR,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,21,288,1,37,49,61,77,72,54
Fabio Chiarodia,ITA,Gladbach,German Bundesliga,CB,Defender,18,152,1,37,35,46,32,75,53
Fabio González,ESP,Las Palmas,Spanish La Liga,CM,Midfielder,27,123,1,35,38,67,62,51,53
Fabio Miretti,ITA,Juventus,Italian Serie A,CM,Midfielder,20,1103,1,71,77,48,52,39,53
Fabio Torsiello,ITA,Darmstadt 98,German Bundesliga,AM,Forward,19,156,1,21,24,33,15,33,24
Fabio Vieira,POR,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,23,386,1,51,88,64,68,28,54
Fabián Ruiz Peña,ESP,Paris S-G,"French Ligue 1, UEFA Champions League",CM,Midfielder,28,1816,1,43,77,76,74,61,66
Fabrizio Angileri,ARG,Getafe,Spanish La Liga,LB,Defender,30,164,1,37,77,56,62,56,56
Facundo Buonanotte,ARG,Brighton,"English Premier League, UEFA Europa League",RW,Forward,19,1581,1,50,46,62,56,72,53
Facundo Medina,ARG,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",CB,Defender,24,3329,1,60,75,79,76,60,68
Facundo Pellistri,URU,"Granada, Manchester Utd","English Premier League, Spanish La Liga, UEFA Champions League",RM,Forward,22,1513,1,32,57,39,46,72,45
Faitout Maouassa,FRA,"Granada, Lens","French Ligue 1, Spanish La Liga",LB,Defender,25,305,1,45,80,36,56,53,51
Falaye Sacko,MLI,Montpellier,French Ligue 1,RB,Defender,28,1382,1,39,69,53,67,63,59
Fali,ESP,Cádiz,Spanish La Liga,CB,Defender,30,2547,1,34,37,36,20,46,37
Fali Candé,GNB,Metz,French Ligue 1,CB,Defender,26,1849,1,42,39,31,29,53,41
Famara Diedhiou,SEN,Granada,Spanish La Liga,AM,Forward,31,89,1,40,83,31,91,59,61
Fares Chaïbi,ALG,"Eint Frankfurt, Toulouse","French Ligue 1, German Bundesliga, UEFA Europa Conference League",AM,Forward,21,2506,1,53,72,75,67,52,65
Faride Alidou,GER,Köln,German Bundesliga,RW,Forward,22,1282,1,66,41,40,49,54,50
Faris Pemi Moumbagna,CMR,"Bodø/Glimt, Marseille","French Ligue 1, UEFA Europa Conference League, UEFA Europa League",AM,Forward,23,1272,1,79,41,31,21,37,47
Farés Ghedjemis,FRA,Frosinone,Italian Serie A,RW,Forward,21,182,1,45,43,38,54,48,45
Fedde Leysen,BEL,Union SG,UEFA Europa League,CB,Defender,20,90,1,26,20,55,47,68,52
Fede San Emeterio,ESP,Cádiz,Spanish La Liga,CM,Midfielder,26,152,1,86,27,28,6,49,38
Federico Baschirotto,ITA,Lecce,Italian Serie A,CB,Defender,27,3294,1,35,30,36,31,30,32
Federico Bonazzoli,ITA,Hellas Verona,Italian Serie A,AM,Forward,26,1016,1,68,43,49,34,32,49
Federico Chiesa,ITA,Juventus,Italian Serie A,AM,Forward,26,2197,1,78,78,62,68,33,71
Federico Di Francesco,ITA,Lecce,Italian Serie A,LM,Forward,29,15,1,100,49,67,78,37,72
Federico Dimarco,ITA,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,26,2441,1,91,74,61,74,30,59
Federico Fazio,ARG,Salernitana,Italian Serie A,CB,Defender,37,1355,1,75,34,27,14,45,38
Federico Gatti,ITA,Juventus,Italian Serie A,CB,Defender,25,2637,1,57,53,57,52,30,45
Federico Gattoni,ARG,Sevilla,Spanish La Liga,CB,Defender,24,10,1,37,16,31,29,59,42
Federico Valverde,URU,Real Madrid,"Spanish La Liga, UEFA Champions League",RM,Midfielder,25,3971,1,58,74,77,85,48,66
Felipe,BRA,Nott'ham Forest,English Premier League,CB,Defender,34,375,1,35,35,43,34,70,50
Felipe Anderson,BRA,Lazio,"Italian Serie A, UEFA Champions League",RW,Forward,31,3312,1,39,64,70,73,78,60
Felix Agu,NGA,Werder Bremen,German Bundesliga,WB,Midfielder,24,1614,1,24,39,24,39,58,40
Felix Luckeneder,AUT,LASK,UEFA Europa League,CB,Defender,29,169,1,37,27,22,8,77,44
Felix Nmecha,GER,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,23,1373,1,63,62,49,49,51,53
Felix Passlack,GER,Bochum,German Bundesliga,RB,Defender,25,960,1,92,86,41,37,51,54
Ferdi Kadioglu,TUR,Fenerbahçe,UEFA Europa Conference League,LB,Defender,24,520,1,88,87,82,93,68,80
Ferland Mendy,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,28,2592,1,44,53,66,63,26,46
Fermin López,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",RM,Midfielder,21,1724,1,90,70,59,64,45,61
Fernando,BRA,RB Salzburg,UEFA Champions League,AM,Forward,24,36,1,39,64,43,76,32,53
Fernando,BRA,Sevilla,"Spanish La Liga, UEFA Champions League",DM,Midfielder,36,787,1,37,36,47,31,74,50
Ferran Jutglà,ESP,Club Brugge,UEFA Europa Conference League,AM,Forward,25,690,1,42,50,47,49,45,47
Ferrán Torres,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,24,1589,1,82,68,68,57,40,69
Festy Ebosele,IRL,Udinese,Italian Serie A,WB,Midfielder,21,1700,1,36,65,25,50,42,42
Fikayo Tomori,ENG,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",CB,Defender,26,2840,1,66,29,49,56,54,53
Filip Bainović,SRB,Spartak Trnava,UEFA Europa Conference League,CM,Midfielder,27,282,1,52,37,38,9,20,28
Filip Bradarić,CRO,Zrinjski Mostar,UEFA Europa Conference League,RM,Midfielder,31,122,1,35,13,57,34,39,38
Filip Jagiełło,POL,Genoa,Italian Serie A,AM,Forward,26,33,1,30,21,49,77,45,40
Filip Kostić,SRB,Juventus,Italian Serie A,WB,Midfielder,31,1815,1,38,64,58,73,39,53
Filip Lichý,SVK,Slovan Bratislava,UEFA Europa Conference League,CB,Defender,23,5,1,37,31,31,21,15,23
Filip Mladenović,SRB,Panathinaikos,UEFA Europa League,LB,Defender,32,370,1,49,74,69,86,36,57
Filip Panák,CZE,Sparta Prague,UEFA Europa League,CB,Defender,28,405,1,28,23,24,10,42,29
Filip Rogić,SWE,HJK,UEFA Europa Conference League,CM,Midfielder,30,92,1,22,64,37,43,37,40
Filip Stojilković,SUI,Darmstadt 98,German Bundesliga,AM,Forward,23,154,1,30,27,28,24,28,28
Filip Stojković,MNE,LASK,UEFA Europa League,RM,Midfielder,30,274,1,31,70,40,28,45,42
Filip Ugrinic,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",LM,Midfielder,25,561,1,91,52,47,49,54,56
Filip Đuričić,SRB,Panathinaikos,UEFA Europa League,AM,Midfielder,31,187,1,38,76,50,84,25,50
Filippo Missori,ITA,Sassuolo,Italian Serie A,WB,Defender,20,266,1,42,46,39,40,52,45
Filippo Ranocchia,ITA,Empoli,Italian Serie A,CM,Midfielder,22,476,1,37,49,45,36,61,48
Filippo Terracciano,ITA,"Hellas Verona, Milan","Italian Serie A, UEFA Europa League",LB,Defender,21,1395,1,43,78,57,59,65,60
Finley Munroe,ENG,Aston Villa,"English Premier League, UEFA Europa Conference League",LB,Defender,19,9,1,37,39,30,51,38,39
Finn Ole Becker,GER,Hoffenheim,German Bundesliga,CM,Midfielder,23,606,1,35,55,52,64,51,52
Flavius Daniliuc,AUT,Salernitana,Italian Serie A,CB,Defender,22,744,1,28,45,63,45,67,55
Florent Mollet,FRA,Nantes,French Ligue 1,AM,Forward,32,2083,1,51,46,75,63,55,56
Florent Muslija,KVX,Freiburg,"German Bundesliga, UEFA Europa League",AM,Midfielder,25,159,1,46,85,78,80,62,70
Florent Ogier,FRA,Clermont Foot,French Ligue 1,CB,Defender,35,943,1,81,47,29,36,47,46
Florentino Luís,POR,Benfica,"UEFA Champions League, UEFA Europa League",DM,Midfielder,24,499,1,37,19,53,44,77,53
Florian Dietz,GER,Köln,German Bundesliga,AM,Forward,25,70,1,36,41,38,34,26,37
Florian Flecker,AUT,LASK,UEFA Europa League,RM,Midfielder,28,264,1,82,42,41,51,57,54
Florian Grillitsch,AUT,Hoffenheim,German Bundesliga,CB,Defender,28,2295,1,70,78,79,67,70,72
Florian Kainz,AUT,Köln,German Bundesliga,AM,Forward,31,2197,1,46,59,78,62,66,59
Florian Lejeune,FRA,Rayo Vallecano,Spanish La Liga,CB,Defender,33,3327,1,70,49,52,38,37,45
Florian Neuhaus,GER,Gladbach,German Bundesliga,CM,Midfielder,27,1224,1,72,81,64,53,36,56
Florian Pick,GER,Heidenheim,German Bundesliga,LM,Forward,28,327,1,34,73,67,81,72,62
Florian Sotoca,FRA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,33,3275,1,42,68,78,73,72,63
Florian Thauvin,FRA,Udinese,Italian Serie A,AM,Forward,31,1710,1,62,74,65,63,33,65
Florian Wirtz,GER,Leverkusen,"German Bundesliga, UEFA Europa League",AM,Forward,21,3074,1,79,95,86,95,58,87
Fodé Ballo-Touré,SEN,Fulham,English Premier League,LB,Defender,27,71,1,37,42,46,96,79,68
Folarin Balogun,USA,Monaco,French Ligue 1,AM,Forward,22,1692,1,53,66,42,41,31,51
Formose Mendy,SEN,Lorient,French Ligue 1,CB,Defender,23,1256,1,44,40,56,54,79,62
Fotis Ioannidis,GRE,Panathinaikos,UEFA Europa League,AM,Forward,23,434,1,83,68,34,48,28,61
Fran Beltrán,ESP,Celta Vigo,Spanish La Liga,CM,Midfielder,25,2428,1,33,38,60,48,49,47
Fran Garcia,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,24,1587,1,70,84,68,88,49,66
Fran Navarro,ESP,Porto,UEFA Champions League,AM,Forward,25,8,1,30,12,16,28,15,21
Fran Tudor,CRO,Raków,UEFA Europa League,CB,Defender,28,450,1,34,66,75,78,57,62
Francesco Acerbi,ITA,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,36,2811,1,79,44,54,56,35,49
Francesco Camarda,ITA,Milan,Italian Serie A,AM,Forward,15,14,1,30,12,14,5,25,17
Francesco Caputo,ITA,Empoli,Italian Serie A,AM,Forward,36,1268,1,44,29,28,9,21,29
Francesco D'Alessio,ITA,Roma,UEFA Europa League,CM,Midfielder,19,14,1,35,11,21,38,50,35
Francesco Gelli,ITA,Frosinone,Italian Serie A,CM,Midfielder,27,1561,1,33,59,49,57,34,45
Francis Coquelin,FRA,Villarreal,"Spanish La Liga, UEFA Europa League",CM,Midfielder,33,1095,1,31,33,47,26,59,43
Francisco Conceição,POR,Porto,UEFA Champions League,RM,Forward,21,241,1,73,73,61,62,41,67
Francisco Ortega,ARG,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",LB,Defender,25,1139,1,39,67,43,46,54,49
Francisco Perez,ESP,Valencia,Spanish La Liga,RM,Midfielder,21,2049,1,53,64,26,45,27,39
Francisco Trincão,POR,Sporting CP,UEFA Europa League,AM,Forward,24,529,1,23,52,65,63,59,48
Franck Honorat,FRA,Gladbach,German Bundesliga,RW,Forward,27,2345,1,48,74,70,75,58,65
Franco Cervi,ARG,Celta Vigo,Spanish La Liga,LM,Midfielder,29,546,1,32,56,56,68,85,65
Franco Russo,ARG,Ludogorets,UEFA Europa Conference League,CB,Defender,29,91,1,49,20,27,7,39,30
Frank Magri,CMR,Toulouse,"French Ligue 1, UEFA Europa League",AM,Forward,24,1638,1,74,48,39,38,69,54
Frank Onyeka,NGA,Brentford,English Premier League,CM,Midfielder,26,1161,1,52,66,32,37,72,54
Frank Ronstadt,GER,Darmstadt 98,German Bundesliga,CB,Defender,26,76,1,28,51,52,79,28,45
Franko Sabljić,BIH,Zrinjski Mostar,UEFA Europa Conference League,RW,Forward,20,55,1,26,14,20,3,60,19
Frans Krätzig,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",LB,Defender,20,61,1,43,61,87,90,38,60
Frantzdy Pierrot,HAI,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,28,677,1,70,34,22,17,37,40
Franz Brorsson,SWE,Aris Limassol FC,UEFA Europa League,CB,Defender,27,192,1,37,30,28,33,55,41
François Mughe,CMR,Marseille,"French Ligue 1, UEFA Europa League",RM,Midfielder,19,188,1,30,66,33,63,21,39
Fraser Hornby,SCO,Darmstadt 98,German Bundesliga,AM,Forward,24,217,1,34,50,34,44,34,40
Fred,BRA,Fenerbahçe,UEFA Europa Conference League,DM,Midfielder,31,499,1,43,83,82,77,66,71
Fred Onyedinma,ENG,Luton Town,English Premier League,WB,Midfielder,27,407,1,46,34,20,41,47,39
Frederic Guilbert,FRA,Strasbourg,French Ligue 1,LB,Defender,29,2490,1,80,62,61,66,74,70
Fredrik André Bjørkan,NOR,Bodø/Glimt,UEFA Europa Conference League,LB,Defender,25,719,1,44,67,53,81,38,52
Fredrik Aursnes,NOR,Benfica,"UEFA Champions League, UEFA Europa League",LB,Defender,28,1043,1,42,71,70,73,61,63
Fredrik Gulbrandsen,NOR,Molde,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,31,618,1,92,38,23,20,45,48
Fredrik Jensen,FIN,Augsburg,German Bundesliga,RM,Midfielder,26,1338,1,76,71,41,35,43,49
Fredrik Oppegard,NOR,PSV Eindhoven,UEFA Champions League,LW,Forward,21,1,1,30,12,14,62,62,29
Fredrik Sjøvold,NOR,Bodø/Glimt,UEFA Europa Conference League,RB,Defender,20,164,1,46,38,75,81,55,62
Frenkie de Jong,NED,Barcelona,"Spanish La Liga, UEFA Champions League",LM,Midfielder,26,2027,1,64,69,80,88,55,70
Fábio Cardoso,POR,Porto,UEFA Champions League,CB,Defender,29,269,1,37,16,35,16,26,27
Fábio Silva,POR,"Rangers, Wolves","English Premier League, UEFA Europa League",AM,Forward,21,443,1,25,56,53,48,75,46
Gabriel Gudmundsson,SWE,Lille,"French Ligue 1, UEFA Europa Conference League",LB,Defender,25,2025,1,57,67,43,66,42,51
Gabriel Jesus,BRA,Arsenal,"English Premier League, UEFA Champions League",AM,Forward,27,1884,1,66,84,57,65,69,70
Gabriel Magalhães,BRA,Arsenal,"English Premier League, UEFA Champions League",CB,Defender,26,3974,1,61,40,57,57,38,49
Gabriel Martinelli,BRA,Arsenal,"English Premier League, UEFA Champions League",LW,Forward,22,2500,1,56,79,61,85,60,69
Gabriel Osho,NGA,Luton Town,English Premier League,CB,Defender,25,1846,1,74,33,24,23,65,47
Gabriel Paulista,BRA,"Atlético Madrid, Valencia",Spanish La Liga,CB,Defender,33,1803,1,35,33,40,32,44,39
Gabriel Strefezza,BRA,Lecce,Italian Serie A,LW,Forward,26,1112,1,33,52,70,68,72,54
Gabriel Suazo,CHI,Toulouse,"French Ligue 1, UEFA Europa League",LB,Defender,26,2933,1,55,93,63,75,55,63
Gabriel Veiga,ESP,Celta Vigo,Spanish La Liga,AM,Forward,21,18,1,30,12,20,28,9,21
Gabriel Vidovic,CRO,Dinamo Zagreb,UEFA Europa Conference League,LW,Forward,20,490,1,64,54,65,62,46,60
Gabriele Zappa,ITA,Cagliari,Italian Serie A,RB,Defender,24,2561,1,58,76,54,51,39,49
Gabrijel Rukavina,CRO,Dinamo Zagreb,UEFA Europa Conference League,LW,Forward,19,18,1,22,48,30,96,9,43
Gaby Kiki,CMR,Sheriff Tiraspol,UEFA Europa League,CB,Defender,28,359,1,40,33,40,35,91,59
Gadi Kinda,ISR,Maccabi Haifa,UEFA Europa Conference League,CM,Forward,29,189,1,69,44,56,40,42,53
Gael Lafont,FRA,Marseille,UEFA Europa League,CM,Midfielder,17,11,1,35,11,14,10,26,20
Gaetano Castrovilli,ITA,Fiorentina,Italian Serie A,LW,Forward,27,367,1,60,44,57,53,54,53
Gaetano Oristanio,ITA,Cagliari,Italian Serie A,AM,Forward,21,1104,1,52,53,43,42,72,50
Galeno,BRA,Porto,UEFA Champions League,LM,Midfielder,26,649,1,96,81,28,55,33,51
Gastón Álvarez,URU,Getafe,Spanish La Liga,CB,Defender,24,2537,1,74,38,33,24,64,49
Gastón Ávila,ARG,Ajax,UEFA Europa League,CB,Defender,22,91,1,37,51,41,71,44,48
Gautier Lloris,FRA,Le Havre,French Ligue 1,CB,Defender,28,2778,1,63,39,42,37,55,49
Gavi,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LM,Midfielder,19,1170,1,78,65,61,75,62,67
Gavriel Kanichowsky,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,LM,Midfielder,26,630,1,70,77,71,70,31,58
Gaël Ondoua,CMR,Servette FC,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,28,792,1,36,26,57,42,39,41
Gaëtan Laborde,FRA,Nice,French Ligue 1,RW,Forward,30,1906,1,49,47,47,42,49,47
Gedeon Kalulu,COD,Lorient,French Ligue 1,WB,Midfielder,26,970,1,34,44,46,58,59,51
Gedson Fernandes,POR,Beşiktaş,UEFA Europa Conference League,DM,Midfielder,24,243,1,37,61,63,69,79,66
Gelabert,ESP,Toulouse,"French Ligue 1, UEFA Europa League",AM,Forward,23,951,1,44,66,75,65,70,61
Genki Haraguchi,JPN,Stuttgart,German Bundesliga,AM,Forward,33,27,1,30,14,69,48,66,37
Gennaro Borrelli,ITA,Frosinone,Italian Serie A,AM,Forward,23,24,1,30,12,14,19,9,19
Gentrit Halili,KVX,KF Ballkani Therandë,UEFA Europa Conference League,CB,Defender,22,324,1,24,27,58,51,52,48
Geny Catamo,MOZ,Sporting CP,UEFA Europa League,AM,Midfielder,23,335,1,44,78,46,73,16,45
Geoffrey Kondogbia,CTA,Marseille,"French Ligue 1, UEFA Europa League",CM,Midfielder,31,2560,1,46,43,63,50,77,60
George Baldock,GRE,Sheffield Utd,English Premier League,CB,Defender,31,969,1,39,66,38,30,41,40
George Bello,USA,LASK,UEFA Europa League,LM,Midfielder,21,359,1,45,55,48,63,67,58
George Earthy,ENG,West Ham,"English Premier League, UEFA Europa League",LW,Forward,19,39,1,92,32,41,68,40,58
George Ilenikhena,NGA,Antwerp,UEFA Champions League,AM,Forward,17,157,1,66,25,35,7,22,35
George Pușcaș,ROU,Genoa,Italian Serie A,AM,Forward,27,191,1,39,39,37,60,33,42
Georges Mikautadze,GEO,"Ajax, Metz","French Ligue 1, UEFA Europa League",AM,Defender,23,1765,1,98,90,39,52,12,42
Georgi Terziev,BUL,Ludogorets,UEFA Europa Conference League,RB,Defender,31,5,1,37,16,14,19,20,21
Georgios Vagiannidis,GRE,Panathinaikos,UEFA Europa League,RB,Defender,22,350,1,37,76,84,88,29,56
Gerard Gumbau,ESP,Granada,Spanish La Liga,CM,Midfielder,29,2674,1,39,59,62,36,42,47
Gerard Moreno,ESP,Villarreal,"Spanish La Liga, UEFA Europa League",AM,Forward,32,2532,1,55,80,80,66,55,69
Gerardo Arteaga,MEX,Genk,UEFA Europa Conference League,LB,Defender,25,360,1,30,60,34,47,26,35
Gerardo Fusco,ITA,Salernitana,Italian Serie A,AM,Forward,19,15,1,30,43,48,32,9,36
Gerasimos Mitoglou,GRE,AEK Athens,UEFA Europa League,CB,Defender,23,90,1,37,20,13,4,55,32
Germán Pezzella,ARG,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",CB,Defender,32,3390,1,51,38,33,28,49,41
Gernot Trauner,AUT,Feyenoord,UEFA Champions League,CB,Defender,31,280,1,25,46,70,57,42,49
Gerrit Holtmann,PHI,Darmstadt 98,German Bundesliga,RW,Forward,29,392,1,39,52,66,68,80,55
Gerson Rodrigues,LUX,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,28,180,1,67,46,51,45,32,52
Gerzino Nyamsi,FRA,Strasbourg,French Ligue 1,CB,Defender,26,1092,1,37,32,40,35,58,45
Giacomo Bonaventura,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,34,2705,1,62,68,79,73,56,68
Giacomo Corona,ITA,Empoli,Italian Serie A,AM,Forward,19,5,1,30,12,31,17,9,21
Giacomo Raspadori,ITA,Napoli,"Italian Serie A, UEFA Champions League",AM,Forward,24,1837,1,64,69,71,59,43,65
Gian Marco Ferrari,ITA,Sassuolo,Italian Serie A,CB,Defender,32,2272,1,55,45,66,48,30,45
Giangiacomo Magnani,ITA,Hellas Verona,Italian Serie A,CB,Defender,28,2444,1,36,38,39,23,54,41
Gianluca Caprari,ITA,Monza,Italian Serie A,AM,Forward,30,285,1,20,59,79,75,37,53
Gianluca Gaetano,ITA,"Cagliari, Napoli","Italian Serie A, UEFA Champions League",AM,Forward,24,928,1,79,60,74,52,58,67
Gianluca Lapadula,PER,Cagliari,Italian Serie A,AM,Forward,34,1205,1,42,38,29,9,29,32
Gianluca Mancini,ITA,Roma,"Italian Serie A, UEFA Europa League",CB,Defender,28,3971,1,86,54,67,65,33,55
