Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
El Hadji Diouf,SEN,West Ham,English Premier League,WB,Midfielder,20,270,0.0,0.67,1.0,0.0,0.07,0.07,0.0,0.0,1.67,0.67,1.33,1.0,1.33,0.67,3.0,0.07,0.17,29.33,38.33,2.0,0.33,0.0,0.67,0.0,31.67,6.67,0.0,19.33,21.67,8.0,10.67,1.33,4.0,423.0,141.0,21.67,1.33,96.67,43.33,1.67,0.33,2.0,0.33,1.67,0.33,0.33,0.33,0.0,0.0,0.33,0.67,0.33,0.0,0.67,0.33,4.67,0.33,2.67,1.33,1.0,2.33,29.0,5.67,49.67,3.67,17.67,15.0,17.0,1.33,49.67,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.33,1.0,2.33,9.0,2.33,3.67,0.67,-0.07,1,0.0,57.08,0.0,89.2,74.98,33.25,66.0,16.5
El Hadji Malick Diouf,SEN,West Ham,English Premier League,LB,Defender,20,585,0.0,0.15,0.62,0.15,0.0,0.0,0.0,0.0,1.54,0.31,0.46,2.62,0.77,0.31,4.46,0.08,0.03,35.23,48.15,3.38,0.15,0.15,1.54,0.15,38.31,9.69,0.46,18.77,21.38,12.0,15.69,3.54,8.31,578.46,214.92,26.31,1.38,141.38,74.92,1.38,0.15,1.85,1.08,0.77,2.15,0.77,1.23,0.77,0.15,0.62,1.08,0.46,0.77,1.08,0.46,3.85,0.0,4.31,1.85,0.62,2.46,33.08,3.69,60.46,3.69,18.31,26.77,15.85,0.62,60.46,0.15,0.0,0.0,1.23,0.77,0.0,0.15,0.0,0.0,1.23,1.54,2.77,8.46,1.85,1.85,1.38,0.0,1,0.0,44.4,0.0,87.79,76.48,42.6,43.03,58.38
Elad Madmon,ISR,Maccabi Tel Aviv,UEFA Europa League,LW,Forward,21,82,0.0,0.0,2.2,1.1,0.11,0.11,0.0,0.0,4.39,0.0,2.2,1.1,0.0,0.0,0.0,0.0,0.11,15.37,17.56,1.1,0.0,0.0,0.0,0.0,15.37,2.2,0.0,9.88,10.98,4.39,5.49,1.1,1.1,228.29,25.24,19.76,1.1,68.05,17.56,1.1,1.1,4.39,1.1,3.29,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,0.0,0.0,6.59,1.1,7.68,26.34,3.29,40.61,3.29,6.59,15.37,18.66,4.39,40.61,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,6.59,7.68,5.49,4.39,5.49,0.0,-0.11,1,0.0,14.32,0.0,89.98,79.96,100.0,0.0,25.06
Eli Junior Kroupi,FRA,Bournemouth,English Premier League,AM,Forward,19,226,1.59,0.0,3.98,2.39,0.64,0.64,0.0,0.0,2.39,0.4,0.8,0.4,0.0,0.0,0.0,0.08,0.04,13.94,21.5,0.4,0.0,0.0,1.59,0.0,20.71,0.8,0.0,7.96,10.35,4.38,6.37,0.8,1.19,196.73,25.49,17.92,0.8,66.11,19.91,0.4,0.4,0.8,0.4,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.59,0.0,3.19,1.59,1.99,3.58,21.9,3.58,32.65,1.99,5.18,13.94,14.34,5.58,32.65,0.4,0.0,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.4,1.59,1.99,4.78,2.79,5.97,0.0,0.96,1,1.59,20.1,0.0,76.91,68.76,67.23,0.0,50.0
Elias Achouri,TUN,FC Copenhagen,UEFA Champions League,LM,Midfielder,26,180,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,1.0,1.5,1.5,0.5,4.0,0.15,0.35,25.0,36.5,3.0,0.0,1.0,3.0,0.0,34.5,2.0,0.0,11.5,15.5,11.0,13.5,2.5,5.0,447.0,104.0,28.0,4.0,224.5,110.0,1.5,1.0,2.0,0.5,1.5,1.5,0.5,1.0,0.5,0.0,1.0,1.5,0.5,0.0,1.5,0.0,0.0,0.0,8.0,1.5,1.5,3.0,33.0,6.5,44.5,0.0,8.0,19.5,18.0,2.5,44.5,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,13.5,5.0,5.5,1.5,0.0,1,0.0,50.0,0.0,74.19,81.48,50.0,50.0,25.0
Elias Saad,TUN,Augsburg,German Bundesliga,AM,Forward,25,460,0.0,0.0,1.17,0.39,0.1,0.1,0.0,0.0,3.91,0.39,2.35,1.17,0.39,0.0,1.76,0.08,0.16,22.3,30.33,1.96,0.0,0.2,1.96,0.39,28.17,1.76,0.2,15.26,18.39,6.65,8.22,0.2,1.17,286.43,51.46,24.46,2.74,164.54,83.15,1.37,1.37,6.85,2.93,3.52,2.54,1.76,0.0,2.15,0.39,1.17,2.54,1.37,0.0,2.15,0.2,0.39,0.0,4.7,5.48,1.96,7.43,31.7,7.24,48.91,0.2,5.48,18.59,26.61,3.91,48.91,0.2,0.0,0.0,1.37,1.96,0.78,0.0,0.0,0.0,1.17,1.37,2.54,11.93,4.3,5.67,2.93,-0.1,1,0.0,46.06,0.0,82.98,80.9,17.09,57.68,42.77
Eliesse Ben Seghir,MAR,"Leverkusen, Monaco","French Ligue 1, German Bundesliga, UEFA Champions League",AM,Forward,20,310,0.0,0.0,2.03,0.29,0.06,0.06,0.0,0.0,3.19,0.0,1.45,2.9,1.16,0.29,1.45,0.26,0.26,37.74,46.16,3.77,0.58,0.29,1.16,0.0,44.71,1.45,0.29,22.94,26.42,11.32,13.94,1.74,3.19,518.52,112.35,38.9,3.19,226.16,103.06,3.77,1.16,4.35,2.32,1.16,1.16,0.29,0.58,0.29,0.29,0.29,0.58,0.29,0.58,0.58,0.0,0.29,0.29,4.06,2.61,1.45,4.06,47.03,9.29,58.06,0.58,5.81,28.16,24.68,3.19,58.06,0.58,0.0,0.0,0.87,2.03,0.29,0.0,0.0,0.0,0.58,0.58,1.16,16.26,3.19,5.81,0.58,-0.06,1,0.0,50.0,0.0,86.83,81.21,54.55,33.33,53.33
Eliezer Mayenda,ESP,Sunderland,English Premier League,AM,Forward,20,260,0.35,0.0,1.38,0.69,0.17,0.17,0.0,0.0,1.38,0.0,0.69,0.0,0.35,0.0,0.0,0.03,0.17,4.15,5.88,1.04,0.0,0.0,0.35,0.0,5.88,0.0,0.0,3.12,4.15,1.04,1.04,0.0,0.0,54.69,20.42,8.65,1.04,62.31,30.46,1.04,0.69,2.42,1.04,1.38,0.35,0.0,0.35,0.0,0.0,0.35,0.69,0.35,0.0,1.04,0.35,0.35,0.0,1.38,1.73,2.77,4.5,11.08,2.77,16.62,0.69,3.12,7.27,7.62,2.77,16.62,0.0,0.0,0.0,1.04,1.04,0.35,0.0,0.0,0.0,1.73,3.81,5.54,4.85,1.38,3.81,0.35,0.17,1,0.35,31.23,0.0,75.18,100.0,0.0,33.65,42.98
Elif Elmas,MKD,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,26,279,0.0,0.0,2.26,0.65,0.23,0.23,0.0,0.0,2.9,0.0,0.97,2.9,0.97,0.0,1.61,0.1,0.06,30.65,37.1,4.52,0.32,0.0,1.29,0.0,34.19,2.9,0.65,16.45,18.06,11.94,14.52,1.94,1.94,494.19,134.19,27.1,2.58,144.52,91.94,3.55,0.0,1.61,0.97,0.65,1.94,0.65,0.0,0.97,0.97,0.65,1.29,0.65,0.97,0.65,0.0,1.29,0.0,3.87,0.97,1.29,2.26,32.58,6.13,46.45,1.61,4.84,22.58,19.68,3.87,46.45,0.32,0.0,0.0,0.97,0.32,0.0,0.0,0.0,0.0,0.32,0.0,0.32,13.23,2.9,4.84,1.29,-0.23,1,0.0,100.0,0.0,91.09,82.23,100.0,40.25,60.25
Elijah Dijkstra,NED,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95,28.42,0.0,0.0,0.0,0.0,0.0,23.68,4.74,0.0,9.47,9.47,0.0,9.47,0.0,0.0,151.58,75.79,18.95,0.0,71.05,28.42,4.74,0.0,4.74,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,18.95,4.74,42.63,0.0,14.21,18.95,9.47,0.0,42.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Elisha Owusu,GHA,Auxerre,French Ligue 1,CM,Midfielder,27,828,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.43,2.93,0.43,0.0,0.11,0.01,0.03,26.85,33.37,3.7,0.0,0.22,0.76,0.0,32.93,0.43,0.22,12.07,13.7,11.52,13.8,1.96,3.15,440.33,132.93,19.13,0.43,70.33,26.96,0.11,0.0,0.65,0.43,0.22,3.04,1.96,1.63,1.2,0.22,1.09,1.74,0.65,0.87,1.74,0.43,1.85,0.0,5.76,1.2,0.87,2.07,21.52,0.43,43.15,2.61,11.85,25.33,6.63,0.0,43.15,0.33,0.0,0.0,1.52,0.54,0.0,0.0,0.0,0.0,0.33,1.2,1.52,4.57,0.87,0.43,3.04,0.0,1,0.0,21.71,0.0,88.1,83.48,62.22,63.81,66.15
Elliot Anderson,ENG,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,22,1169,0.0,0.08,1.31,0.23,0.06,0.06,0.0,0.0,5.08,0.38,2.0,8.31,1.31,0.31,4.39,0.14,0.19,63.9,76.6,8.55,0.23,0.62,0.85,0.23,70.52,5.85,1.92,29.41,32.1,28.1,31.1,5.39,10.62,1097.01,336.52,55.66,1.92,287.78,140.27,2.0,0.69,3.0,1.85,1.0,2.46,1.39,0.92,0.92,0.62,1.0,2.23,1.23,0.69,1.31,0.08,0.85,0.08,8.01,1.85,1.23,3.08,63.28,2.23,88.23,2.0,16.86,49.12,23.33,2.69,88.23,0.15,0.0,0.0,1.69,3.08,0.15,0.08,0.08,0.0,0.92,1.23,2.16,12.7,5.47,5.0,2.39,-0.06,1,0.0,42.59,0.0,91.62,90.35,50.75,50.96,61.67
Ellyes Skhiri,TUN,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,30,456,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.0,1.38,0.2,0.39,4.93,0.99,0.0,0.0,0.04,0.02,55.66,63.55,4.14,0.0,0.2,0.59,0.0,62.17,1.38,1.38,28.42,30.59,22.7,25.46,3.55,4.93,891.12,250.46,33.75,0.2,143.68,63.75,0.99,0.0,0.2,0.2,0.0,0.79,0.2,0.2,0.59,0.0,0.2,0.99,0.79,1.97,1.18,0.2,1.38,0.0,5.92,0.79,0.2,0.99,47.76,0.59,72.04,4.54,22.11,39.87,10.07,0.79,72.04,0.0,0.0,0.0,0.39,1.18,0.0,0.0,0.0,0.0,1.78,0.79,2.57,4.93,1.58,1.78,0.39,-0.02,1,0.0,69.26,0.0,92.91,89.16,72.01,22.47,100.0
Elseid Hysaj,ALB,Lazio,Italian Serie A,RB,Defender,31,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,3.53,1.18,0.59,1.18,0.0,0.0,38.24,48.82,4.71,0.0,0.59,1.76,0.0,39.41,9.41,1.18,15.29,17.06,18.24,22.35,4.71,6.47,698.82,271.76,27.65,0.59,92.94,41.18,0.0,0.59,0.59,0.0,0.59,1.18,0.0,0.0,1.18,0.0,0.59,1.18,0.59,1.18,2.35,0.0,4.12,0.0,1.76,0.0,0.0,0.0,31.18,2.35,59.41,1.76,20.0,32.35,7.06,0.59,59.41,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.18,0.59,1.76,7.65,1.18,2.94,0.59,0.0,1,0.0,67.05,0.0,89.62,81.61,72.8,25.0,0.0
Elvin Cəfərquliyev,AZE,Qarabağ,UEFA Champions League,LB,Defender,24,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.35,1.76,0.0,0.0,1.06,0.04,0.11,36.35,48.35,1.76,0.0,0.35,1.76,0.0,39.88,8.47,0.0,21.18,24.35,12.35,17.65,2.12,4.59,571.06,262.24,30.71,1.06,153.18,84.71,1.76,0.35,1.76,0.71,1.06,2.47,1.06,1.76,0.71,0.0,2.12,3.88,1.76,1.41,0.35,0.0,3.88,0.0,3.88,2.12,1.06,3.18,30.71,3.18,59.29,3.18,26.82,19.41,14.47,1.41,59.29,0.0,0.0,0.0,0.35,1.06,0.0,0.0,0.0,0.0,0.71,1.06,1.76,6.0,1.06,1.76,3.18,0.0,1,0.0,40.34,0.0,86.98,69.97,46.19,50.08,40.34
Elvis Rexhbeçaj,KVX,Augsburg,German Bundesliga,CM,Midfielder,27,420,0.0,0.0,0.86,0.0,0.04,0.04,0.0,0.0,2.14,0.21,0.64,3.0,0.43,0.0,1.29,0.0,0.02,31.71,42.64,4.07,0.0,0.0,1.29,0.21,36.86,5.57,0.86,16.5,19.29,11.14,14.14,3.0,6.21,508.93,169.07,22.5,0.86,100.07,49.93,0.43,0.21,1.07,0.64,0.21,1.71,1.07,0.64,0.21,0.86,1.07,2.14,1.07,0.64,1.5,0.0,1.29,0.0,4.5,2.36,1.71,4.07,32.36,2.14,53.14,0.64,14.57,26.79,12.64,1.5,53.14,0.64,0.0,0.0,1.29,1.71,0.0,0.0,0.0,0.0,1.29,0.86,2.14,7.07,2.36,2.14,2.14,-0.04,1,0.0,60.28,0.0,85.54,78.78,48.31,55.58,59.81
Elye Wahi,FRA,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,22,317,0.0,0.57,0.85,0.28,0.06,0.06,0.0,0.0,2.56,0.85,1.42,1.99,0.85,0.0,1.7,0.03,0.23,17.32,21.86,2.84,0.0,0.0,0.28,0.0,19.31,2.56,0.0,9.94,11.92,7.1,8.23,0.0,0.85,245.02,52.81,18.17,1.14,68.99,23.0,0.57,0.28,1.7,0.28,1.42,0.85,0.57,0.0,0.28,0.57,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.42,3.97,1.7,5.68,23.85,5.39,31.23,0.0,0.85,15.33,15.05,3.41,31.23,0.28,0.0,0.0,0.57,1.14,0.57,0.0,0.0,0.0,0.85,2.84,3.69,9.37,3.41,4.54,0.57,-0.06,1,0.0,23.04,0.0,83.39,86.27,0.0,67.06,16.47
Emannuel Uchenna,NGA,Sparta Prague,UEFA Europa Conference League,CB,Defender,21,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,2.81,5.62,2.81,0.0,0.0,0.0,0.0,87.19,87.19,5.62,0.0,0.0,0.0,0.0,75.94,11.25,5.62,28.12,28.12,47.81,47.81,11.25,11.25,1816.88,351.56,61.88,0.0,244.69,118.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.81,0.0,5.62,0.0,8.44,0.0,0.0,0.0,70.31,0.0,98.44,11.25,64.69,30.94,2.81,0.0,98.44,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,2.81,2.81,0.0,0.0,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0
Emanuel Aiwum,AUT,Sturm Graz,UEFA Europa League,CB,Defender,24,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.33,30.33,0.67,0.0,0.33,0.33,0.33,27.0,3.0,2.33,7.33,8.67,15.33,16.0,1.67,4.67,450.67,117.33,19.67,0.0,97.67,49.67,0.0,0.0,0.33,0.0,0.33,1.0,1.0,0.67,0.33,0.0,0.33,1.0,0.67,1.0,1.0,1.0,6.0,0.0,6.33,0.0,0.0,0.0,20.33,0.0,40.33,7.0,26.0,15.0,0.0,0.0,40.33,0.33,0.0,0.0,1.67,2.0,0.0,0.0,0.0,0.0,1.33,1.0,2.33,0.67,0.67,0.0,1.33,0.0,1,0.0,57.08,0.0,84.54,95.81,35.76,66.5,0.0
Emanuel Emegha,NED,Strasbourg,French Ligue 1,AM,Forward,22,228,0.79,0.79,3.95,1.58,0.91,0.91,0.0,0.0,1.18,0.79,0.79,0.79,0.0,0.0,0.0,0.04,0.47,6.32,7.5,0.39,0.0,0.0,0.39,0.0,7.11,0.39,0.0,3.55,3.95,0.79,0.79,0.39,0.39,73.03,9.87,7.89,1.18,56.05,44.21,0.39,1.18,0.39,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,1.58,0.79,0.39,1.18,9.87,1.97,15.39,1.58,1.97,5.92,7.5,4.74,15.39,0.79,0.0,0.0,2.37,1.97,0.79,0.0,0.0,0.0,0.79,0.0,0.79,3.55,1.97,5.92,0.0,-0.12,1,0.79,100.0,0.0,89.87,100.0,100.0,0.0,0.0
Emanuele Valeri,ITA,Parma,Italian Serie A,WB,Midfielder,26,475,0.0,0.19,0.76,0.0,0.02,0.02,0.0,0.0,3.41,0.19,2.46,2.46,1.33,0.95,9.28,0.21,0.19,21.98,39.03,2.46,0.0,0.0,1.14,0.19,25.39,13.45,2.46,8.91,11.37,8.72,14.4,3.79,10.8,442.42,216.57,20.65,2.46,106.86,51.54,1.33,0.19,1.14,0.38,0.38,2.27,1.89,1.33,0.76,0.19,1.33,2.46,1.14,0.38,0.57,0.0,1.89,0.0,2.65,1.71,0.95,2.65,21.41,3.6,50.02,1.71,11.75,17.24,21.41,1.14,50.02,0.0,0.0,0.0,0.38,0.57,0.0,0.0,0.0,0.0,0.38,0.76,1.14,8.53,3.6,3.6,3.22,-0.02,1,0.0,33.33,0.0,78.36,60.56,35.09,68.08,33.33
Emerson Palmieri,ITA,Marseille,"French Ligue 1, UEFA Champions League",LB,Defender,31,787,0.0,0.11,0.57,0.11,0.02,0.02,0.0,0.0,2.29,0.11,1.37,4.35,0.57,0.0,3.77,0.08,0.08,57.41,66.21,4.92,0.23,0.0,0.69,0.11,58.09,8.01,1.94,31.45,33.05,21.27,24.59,2.17,4.92,821.21,258.34,48.03,2.06,204.82,103.38,1.14,0.0,1.03,0.34,0.69,2.4,1.49,1.26,0.69,0.46,2.17,2.52,0.34,1.49,1.03,0.34,2.74,0.11,2.63,1.26,0.57,1.83,53.98,2.4,76.96,3.43,19.1,38.2,20.01,0.8,76.96,0.34,0.11,0.11,1.03,0.46,0.34,0.0,0.0,0.0,1.03,0.69,1.72,9.38,2.4,1.37,3.66,-0.02,1,0.0,59.88,0.0,95.16,86.5,44.11,74.39,33.01
Emersonn,BRA,Toulouse,French Ligue 1,AM,Forward,21,385,0.47,0.23,4.68,0.94,0.54,0.54,0.0,0.0,1.87,0.23,0.94,0.7,0.23,0.0,0.47,0.0,0.02,9.12,12.62,1.87,0.0,0.0,0.94,0.0,12.39,0.23,0.0,5.14,6.78,3.04,3.51,0.0,0.0,111.97,23.14,11.45,0.94,55.4,21.51,0.94,0.23,2.81,1.17,1.64,0.7,0.47,0.23,0.23,0.23,0.47,0.94,0.47,0.47,0.47,0.0,0.7,0.0,1.17,3.97,0.23,4.21,18.0,5.14,26.42,0.47,1.64,8.88,16.6,7.01,26.42,0.47,0.0,0.0,3.04,0.47,0.0,0.0,0.0,0.0,3.27,5.14,8.42,7.95,2.1,7.48,0.94,-0.07,1,0.47,38.84,0.0,75.81,86.61,0.0,57.32,41.64
Emi Buendía,ARG,Aston Villa,"English Premier League, UEFA Europa League",LW,Forward,28,574,0.47,0.31,2.35,0.63,0.27,0.14,0.0,0.16,3.61,0.31,1.88,3.45,2.35,0.31,2.67,0.19,0.16,29.79,38.1,6.43,0.47,0.16,0.63,0.31,33.71,4.08,0.63,16.93,19.29,9.56,11.45,2.04,4.39,459.25,179.22,24.93,3.45,142.68,89.69,2.2,1.25,2.51,0.63,1.88,2.67,2.2,0.94,1.41,0.31,1.1,2.67,1.57,0.31,1.72,0.31,1.72,0.0,4.39,1.41,2.35,3.76,31.05,4.08,52.06,2.51,8.47,21.32,23.05,4.7,51.9,0.31,0.0,0.0,2.2,1.57,0.0,0.0,0.0,0.0,0.94,1.72,2.67,13.95,3.92,8.62,3.29,0.2,1,0.47,35.21,0.0,87.77,83.49,46.47,61.8,25.1
Emil Holm,SWE,Bologna,"Italian Serie A, UEFA Europa League",RB,Defender,25,477,0.19,0.57,0.57,0.38,0.08,0.08,0.0,0.0,1.13,0.57,0.75,3.58,1.13,0.75,3.02,0.21,0.19,36.98,48.87,5.47,0.0,0.19,0.75,1.13,36.42,11.32,0.75,13.96,16.42,18.68,22.45,3.77,7.17,683.02,216.98,25.66,2.08,113.21,61.51,0.57,0.57,1.13,0.57,0.57,2.26,2.08,0.94,1.32,0.0,1.32,1.51,0.19,0.57,0.94,0.38,3.96,0.0,4.53,1.7,0.57,2.26,28.68,3.58,60.57,1.89,19.62,27.55,14.34,2.45,60.57,0.57,0.19,0.19,1.89,2.26,0.38,0.0,0.0,0.0,1.32,1.51,2.83,11.13,1.7,4.91,3.4,0.11,1,0.19,46.64,0.0,85.02,83.21,52.58,90.19,50.44
Emil Kornvig,DEN,Brann,UEFA Europa League,RM,Midfielder,25,266,0.34,0.0,1.69,0.34,0.41,0.41,0.0,0.0,2.37,0.0,1.02,2.37,0.68,0.34,1.35,0.1,0.17,23.01,33.5,3.72,0.0,0.0,1.02,0.0,32.14,1.35,1.02,13.2,17.59,6.09,8.46,1.69,2.71,311.28,88.98,28.08,0.68,133.31,52.44,0.68,0.0,2.37,1.02,1.35,2.37,1.69,1.02,0.68,0.68,1.02,1.35,0.34,0.68,0.68,0.0,1.69,0.0,3.38,2.71,2.37,5.08,29.77,6.09,47.37,2.03,8.46,23.01,16.24,1.69,47.37,0.0,0.0,0.0,2.03,1.02,0.0,0.0,0.0,0.0,1.35,1.35,2.71,10.49,2.37,2.71,2.71,-0.07,1,0.34,49.82,0.0,75.04,71.99,62.36,72.85,43.04
Emil Krafth,SWE,Newcastle Utd,English Premier League,RB,Defender,31,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,44.0,56.0,4.0,0.0,0.0,2.0,0.0,40.0,16.0,0.0,14.0,16.0,28.0,36.0,2.0,2.0,726.0,330.0,34.0,0.0,58.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,38.0,10.0,64.0,0.0,18.0,26.0,20.0,0.0,64.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,87.5,77.78,100.0,0.0,0.0
Emile Smith Rowe,ENG,Fulham,English Premier League,AM,Forward,25,221,0.41,0.0,2.04,0.81,0.49,0.49,0.0,0.0,2.85,0.41,1.22,3.26,1.22,0.0,0.81,0.0,0.0,50.5,58.24,5.29,0.0,0.0,0.41,0.0,56.61,1.63,0.81,27.29,31.36,18.73,20.77,2.04,2.44,750.95,126.65,38.69,2.04,170.63,93.67,2.04,0.81,2.85,0.41,2.44,0.41,0.0,0.41,0.0,0.0,0.41,0.41,0.0,0.41,0.81,0.41,0.81,0.0,2.44,1.63,0.0,1.63,50.09,4.89,69.64,1.22,9.37,28.51,31.76,3.67,69.64,0.0,0.0,0.0,0.81,1.22,0.41,0.0,0.0,0.0,0.0,1.22,1.22,12.22,3.26,5.7,0.41,-0.08,1,0.41,0.0,0.0,87.02,90.18,83.61,50.0,14.39
Emir Karic,AUT,Sturm Graz,UEFA Europa League,LB,Defender,28,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,1.0,1.33,2.0,0.33,2.33,0.1,0.1,46.0,59.67,5.33,0.0,0.0,1.0,0.33,39.33,20.0,0.67,28.33,31.0,13.67,18.33,2.0,6.33,648.0,360.67,24.33,0.67,69.33,44.33,0.0,0.0,1.33,0.67,0.67,3.67,3.0,3.0,0.67,0.0,2.67,3.67,1.0,1.67,2.0,0.33,3.67,0.0,3.33,1.0,0.33,1.33,31.0,2.33,73.0,3.67,28.0,30.0,15.0,0.33,73.0,0.33,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.33,1.0,1.33,8.33,2.33,2.67,5.67,0.0,1,0.0,24.81,0.0,91.39,74.58,31.6,77.25,50.38
Emir Sahiti,KVX,Hamburger SV,German Bundesliga,RW,Forward,26,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.75,1.5,0.75,0.0,0.75,0.0,0.0,17.25,24.75,0.75,0.0,0.0,1.5,0.0,24.0,0.75,0.0,6.0,8.25,10.5,14.25,0.0,0.0,274.5,28.5,17.25,3.75,163.5,84.0,0.75,0.75,4.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.75,0.0,3.75,0.75,1.5,2.25,16.5,2.25,30.75,0.75,7.5,16.5,8.25,0.75,30.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,6.75,1.5,2.25,0.0,0.0,1,0.0,0.0,0.0,72.73,73.68,0.0,0.0,66.67
