Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Johnny Russell,SCO,Real Salt Lake,Forward,35.0,1990,7,3,247,0.73,0.29,2.91,1.82,0.0,0.0,3.64,0.36,26.96,35.71,13.85,15.3,10.2,13.12,1.82,4.01,0.0,0.04,1.82,3.64,1.09,0.0,5.83,3.64,6.56,1.46,1.09,0.73,0.36,0.36,0.36,1.82,1.46,1.46,0.73,0.73,0.0,47.73,1.09,4.74,26.96,16.76,5.1,47.73,2.91,1.09,30.24,0.36,1.82,0.73,0.73,36.44,0.36,0.0,0.0,1.82,0.73,0.0,0.0,0.0,0.0,1.82,0.73,0.73,1.46,16.03,0.0,2.91,1.09,0.73,0.36,1.52,0.0,75.5,90.52,77.74,45.39,74.66,37.46
Johnny Selemani,CAN,Vancouver W'caps,Midfielder,17.0,2008,1,0,27,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,13.33,13.33,3.33,3.33,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,23.33,0.0,0.0,10.0,13.33,6.67,23.33,3.33,3.33,20.0,0.0,3.33,3.33,3.33,20.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.67,6.67,0.0,3.33,0.0,0.0,3.33,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
Jon Bell,JAM,Seattle Sounders,Defender,27.0,1997,17,11,1066,0.0,0.02,0.17,0.0,0.0,0.0,0.68,0.17,51.92,59.18,19.33,20.35,27.61,29.47,4.14,7.6,0.0,0.03,0.0,3.97,0.17,0.0,2.87,0.17,0.34,1.18,0.84,0.68,0.42,0.08,0.42,0.68,0.25,1.01,1.18,4.81,0.25,69.74,7.18,30.56,36.3,2.95,0.34,69.74,0.42,0.34,42.3,0.17,0.0,0.93,0.34,50.49,0.08,0.08,0.0,0.93,0.34,0.0,0.0,0.08,0.0,3.88,1.69,1.44,1.27,3.38,0.0,0.17,0.84,0.0,0.08,-1.0,0.0,87.73,94.99,93.69,54.47,71.19,80.95
Jon Gallagher,IRL,Austin,Midfielder,29.0,1996,23,18,1672,0.05,0.05,0.59,0.16,0.0,0.0,1.88,0.0,31.81,41.66,13.03,14.48,14.59,18.95,3.28,6.19,0.0,0.1,0.81,2.21,1.13,0.75,3.18,2.37,6.35,1.02,0.65,0.65,0.27,0.11,0.54,0.92,0.38,0.97,0.38,3.61,0.05,51.35,3.61,14.0,21.37,16.42,1.61,51.35,0.81,0.48,27.29,1.35,0.43,1.24,0.32,31.0,0.16,0.0,0.0,0.75,1.08,0.16,0.0,0.0,0.0,2.48,0.54,0.81,1.56,11.9,0.0,2.31,0.65,0.05,0.05,0.0,0.0,76.36,89.99,76.99,52.99,63.73,59.26
Jonatan Goitía,ARG,Deportivo Riestra,Midfielder,30.0,1994,17,14,1315,0.0,0.01,0.55,0.07,0.0,0.0,0.75,0.07,10.88,20.19,5.2,7.53,4.17,7.19,1.03,3.9,0.07,0.04,0.34,1.92,0.41,0.14,2.33,0.14,0.55,2.26,1.23,0.96,1.1,0.21,1.44,2.33,0.89,0.96,1.37,2.74,0.0,30.73,2.33,8.08,16.08,6.84,0.07,30.73,0.34,0.07,6.91,0.07,0.0,0.96,0.62,7.39,0.21,0.0,0.0,1.71,0.55,0.07,0.0,0.07,0.0,3.15,0.89,0.96,1.57,3.01,0.0,0.55,1.23,0.0,0.07,-1.0,0.0,53.89,69.06,58.0,26.41,54.42,20.59
Jonathan,BRA,Cruzeiro,Defender,21.0,2004,6,4,286,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,29.27,33.04,12.27,13.53,13.85,14.79,2.83,3.78,0.31,0.0,0.63,2.2,0.31,0.31,1.57,0.0,0.94,1.26,0.94,1.26,0.0,0.0,0.94,2.83,1.89,0.94,1.26,5.98,0.0,44.06,6.29,22.66,17.94,4.41,0.63,44.06,0.31,0.0,22.97,0.0,0.0,0.94,0.0,24.23,0.0,0.31,0.0,1.89,0.31,0.0,0.0,0.0,0.0,3.15,0.31,0.31,0.94,2.52,0.0,0.63,0.94,0.0,0.31,0.0,0.0,88.59,90.69,93.64,74.87,74.6,0.0
Jonathan Bamba,CIV,Chicago Fire,Forward,29.0,1996,24,23,1745,0.15,0.22,2.06,0.77,0.0,0.0,3.92,0.52,28.37,35.9,15.27,17.33,10.47,13.15,1.55,2.58,0.21,0.2,1.81,2.42,2.17,0.26,4.49,4.38,7.53,0.88,0.52,0.52,0.26,0.1,0.57,1.39,0.83,0.93,0.72,0.77,0.05,48.28,0.88,7.32,21.09,20.79,4.23,48.28,3.2,1.13,32.39,2.42,1.5,2.53,1.91,36.72,0.1,0.0,0.0,0.83,1.7,0.36,0.0,0.0,0.0,4.74,0.52,0.46,4.44,16.4,0.0,3.92,0.52,0.15,0.05,-0.32,0.0,79.03,88.11,79.62,60.08,59.09,35.31
Jonathan Bay,ARG,Platense,Defender,32.0,1993,6,6,481,0.0,0.02,0.56,0.0,0.0,0.0,1.31,0.0,19.09,33.12,6.92,9.54,8.98,14.22,2.81,8.05,0.0,0.06,0.94,1.68,0.75,0.75,1.5,0.94,0.94,2.06,1.31,1.12,0.56,0.37,0.94,2.25,1.31,0.94,0.94,5.8,0.0,46.59,2.81,19.09,19.27,9.54,0.56,46.59,1.12,0.94,14.97,0.37,0.0,1.12,0.75,13.85,0.19,0.0,0.0,0.37,0.19,0.0,0.0,0.0,0.0,4.68,2.43,1.5,1.87,3.37,0.0,1.5,1.31,0.0,0.19,-1.0,0.0,57.64,72.54,63.15,34.91,63.59,83.93
Jonathan Bond,ENG,Houston Dynamo,Goalkeeper,32.0,1993,16,16,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.19,30.56,6.62,6.62,10.81,11.12,5.62,12.62,0.0,0.0,0.0,0.38,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.06,33.19,25.81,32.88,0.38,0.0,0.0,33.19,0.06,0.06,19.75,0.0,0.0,0.12,0.0,16.62,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.75,0.31,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,75.88,100.0,97.21,44.53,0.0,100.0
Jonathan Calleri,ARG,São Paulo,Forward,31.0,3986,5,4,301,0.0,0.39,1.79,0.6,0.0,0.3,2.09,0.0,11.66,15.55,7.48,9.57,2.99,3.89,0.3,0.3,0.0,0.06,0.9,0.6,0.6,0.0,1.5,0.9,4.19,0.9,0.6,0.0,0.6,0.3,0.0,0.0,0.0,0.6,0.0,0.3,0.0,25.12,0.3,0.6,12.86,11.96,4.19,24.82,1.79,1.2,11.96,0.6,0.0,2.09,2.39,19.14,0.0,0.3,0.0,2.69,1.5,0.3,0.0,0.0,0.0,1.5,2.69,3.59,4.49,6.58,0.0,0.6,0.6,0.0,0.6,-1.0,0.0,74.98,78.16,76.86,100.0,66.67,67.04
Jonathan David Gómez,ARG,Rosario Central,Midfielder,35.0,3978,6,1,121,0.0,0.07,0.74,0.0,0.0,0.0,2.98,0.0,43.88,55.04,20.83,24.55,19.34,23.06,3.72,6.69,0.0,0.0,1.49,4.46,0.0,0.0,7.44,1.49,2.23,1.49,0.74,0.0,1.49,0.0,0.74,2.23,1.49,0.74,1.49,1.49,0.0,65.45,0.0,7.44,48.35,9.67,0.74,65.45,1.49,0.74,27.52,0.0,0.0,2.23,0.0,40.17,2.23,0.0,0.0,3.72,1.49,0.0,0.0,0.0,0.0,6.69,0.0,1.49,2.23,11.16,0.0,0.0,0.74,0.0,1.49,-1.0,0.0,79.72,84.85,83.87,55.61,49.66,49.66
Jonathan De Irastorza,ARG,Independiente,Defender,19.0,2005,1,1,86,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,37.67,55.47,14.65,15.7,20.93,30.35,2.09,8.37,0.0,0.1,1.05,3.14,2.09,1.05,4.19,0.0,3.14,1.05,0.0,0.0,1.05,0.0,1.05,1.05,0.0,2.09,0.0,2.09,0.0,61.74,1.05,8.37,37.67,15.7,0.0,61.74,1.05,1.05,20.93,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,1.05,0.0,7.33,0.0,3.14,0.0,0.0,1.05,0.0,0.0,67.91,93.31,68.96,24.97,0.0,100.0
Jonathan Dean,USA,Chicago Fire,Defender,28.0,1997,19,13,1105,0.0,0.02,0.24,0.08,0.0,0.0,1.63,0.33,34.86,44.8,16.7,18.81,16.13,20.12,1.63,3.34,0.24,0.09,0.9,2.2,0.57,0.16,3.01,1.38,4.97,1.63,0.49,0.65,0.57,0.41,0.57,0.81,0.24,1.3,2.04,3.91,0.0,56.52,3.99,20.61,22.48,13.6,1.38,56.52,0.73,0.41,25.09,1.06,0.16,0.65,0.33,30.62,0.16,0.0,0.0,1.38,0.73,0.0,0.0,0.0,0.0,2.04,1.22,1.63,0.98,9.37,0.0,0.9,0.49,0.0,0.08,-1.0,0.0,77.81,88.78,80.17,48.8,30.06,56.16
Jonathan Dellarossa,ARG,Instituto,Forward,25.0,2000,8,1,169,0.0,0.27,2.66,1.07,0.0,0.0,3.2,2.13,13.31,21.83,6.39,8.52,4.79,7.99,1.07,1.07,0.53,0.27,1.6,0.0,0.0,0.0,0.0,1.07,5.86,0.53,0.0,0.0,0.0,0.53,0.0,1.07,1.07,0.53,0.0,0.53,0.0,31.95,0.53,1.07,12.78,18.11,5.86,31.95,1.07,0.53,21.83,1.6,0.53,3.73,2.13,25.56,0.0,0.0,0.0,1.6,1.07,0.0,0.0,0.0,0.0,2.13,2.66,8.52,5.86,6.92,0.0,0.53,0.0,0.0,0.53,-1.0,0.0,60.97,75.0,59.95,100.0,0.0,49.53
Jonathan Galván,ARG,Cen. Córdoba–SdE,Midfielder,33.0,3984,20,20,1621,0.06,0.04,0.61,0.06,0.0,0.0,1.28,0.06,40.97,50.52,12.33,13.77,21.26,23.43,6.83,11.6,0.06,0.03,0.44,3.28,0.39,0.17,3.0,0.67,0.44,1.61,1.05,0.78,0.72,0.11,1.17,1.39,0.22,0.94,1.5,4.33,0.06,61.18,5.33,24.21,33.76,3.72,1.0,61.18,0.22,0.11,31.15,0.22,0.0,0.5,0.17,35.42,0.33,0.11,0.0,1.05,0.28,0.0,0.0,0.11,0.0,4.77,3.55,1.94,0.67,4.11,0.0,0.56,1.05,0.06,0.11,0.5,0.0,81.1,89.54,90.74,58.88,65.22,50.0
Jonathan Herrera,ARG,Deportivo Riestra,Forward,33.0,1991,17,17,1414,0.38,0.32,1.85,0.64,0.06,0.13,1.59,0.19,9.48,14.64,5.03,7.51,3.25,4.52,0.51,0.64,0.06,0.13,0.95,0.51,0.76,0.19,1.21,0.7,5.92,0.38,0.19,0.13,0.13,0.13,0.13,0.38,0.25,0.38,0.25,0.76,0.0,24.7,1.08,1.91,8.4,14.89,4.33,24.57,1.78,0.7,12.79,0.32,0.51,2.8,1.21,16.74,0.06,0.0,0.0,1.02,0.83,0.51,0.0,0.0,0.0,2.29,1.46,3.5,4.01,7.83,0.0,1.46,0.19,0.38,0.06,0.19,0.0,64.75,66.98,71.9,79.69,50.0,39.33
Jonathan Osorio,CAN,Toronto FC,Midfielder,33.0,1992,15,12,1148,0.16,0.13,0.78,0.39,0.0,0.0,1.8,0.08,37.16,43.82,21.4,23.21,12.54,14.27,1.57,3.29,0.0,0.07,0.71,3.68,0.47,0.0,4.39,0.94,2.43,2.27,0.94,0.63,1.25,0.39,1.02,1.8,0.78,0.71,0.71,1.33,0.0,53.55,2.2,10.03,28.38,15.52,1.33,53.55,0.63,0.24,31.59,1.1,0.24,1.57,0.94,36.61,0.08,0.0,0.0,0.94,1.96,0.08,0.0,0.0,0.0,4.94,0.55,0.78,2.51,7.76,0.0,0.71,0.94,0.16,0.08,0.23,0.0,84.8,92.2,87.88,47.72,41.41,38.1
Jonathan Perez,MEX,Nashville SC,Forward,22.0,2003,17,7,653,0.14,0.18,2.07,0.69,0.0,0.0,2.76,0.28,24.12,29.22,12.54,14.47,8.96,10.06,1.93,2.76,0.28,0.19,1.24,2.34,1.52,0.41,3.86,2.89,6.48,1.38,0.96,0.14,0.96,0.28,0.41,1.1,0.69,1.52,0.69,0.69,0.0,42.59,1.1,6.2,20.67,16.54,2.34,42.59,4.27,2.07,25.91,1.24,0.83,3.03,1.52,29.63,0.69,0.14,0.0,1.38,0.96,0.14,0.0,0.0,0.0,5.38,0.28,1.24,4.55,13.23,0.0,2.76,0.96,0.14,0.14,-0.22,0.0,82.55,86.66,89.07,69.93,69.57,48.48
Jonathan Rodríguez,URU,Portland Timbers,Forward,32.0,1993,6,0,154,0.58,0.64,3.51,1.17,0.58,0.58,6.43,1.17,24.55,33.31,16.95,19.29,5.84,8.77,1.17,2.34,0.58,0.12,1.17,1.75,1.75,0.0,4.68,2.34,7.01,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,1.17,0.0,45.0,0.58,5.26,22.21,18.12,6.43,44.42,0.58,0.0,21.04,1.17,0.58,2.34,0.58,33.9,1.17,0.0,0.0,1.75,2.92,1.17,0.58,0.0,0.0,4.09,5.26,0.58,2.92,14.03,0.0,2.34,0.0,0.58,0.58,-0.09,0.0,73.7,87.87,66.59,50.0,0.0,0.0
Jonathan Shore,USA,NYCFC,Midfielder,18.0,2007,23,14,1273,0.07,0.05,0.99,0.21,0.0,0.0,1.91,0.0,36.69,42.91,19.51,22.48,14.0,15.62,2.12,2.97,0.0,0.04,0.57,3.32,0.64,0.07,5.3,0.92,2.19,3.18,1.56,1.13,1.77,0.28,1.41,2.83,1.41,1.2,0.92,1.48,0.07,54.01,1.7,11.52,28.99,14.0,1.98,54.01,1.06,0.35,27.86,0.92,0.42,0.85,0.78,34.22,0.07,0.0,0.0,0.99,0.28,0.0,0.0,0.0,0.0,4.95,0.42,0.57,1.63,8.41,0.0,1.13,1.56,0.07,0.07,0.4,0.0,85.5,86.79,89.63,71.38,49.06,33.02
Jonathan Sirois,CAN,CF Montréal,Goalkeeper,24.0,2001,22,22,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,30.86,39.36,6.86,6.86,17.82,18.45,6.18,13.82,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.59,0.27,41.73,32.59,41.59,0.14,0.0,0.0,41.73,0.05,0.05,27.23,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.86,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,78.4,100.0,96.59,44.72,0.0,100.0
Jonathan Torres,ARG,py Cerro Porteño,Forward,28.0,1996,5,5,422,0.64,0.3,2.56,0.85,0.0,0.0,2.56,0.21,12.8,21.33,6.18,10.88,5.33,7.04,1.07,1.07,0.0,0.06,1.07,1.49,1.28,0.43,1.92,0.21,4.48,0.64,0.0,0.0,0.64,0.0,0.21,0.64,0.43,0.85,0.0,1.07,0.0,29.64,1.28,1.92,14.5,13.65,3.41,29.64,0.64,0.0,13.44,0.21,0.21,1.28,0.21,21.75,0.21,0.21,0.0,1.92,0.64,0.43,0.0,0.0,0.0,2.35,4.48,4.27,1.49,6.61,0.0,1.92,0.0,0.64,0.21,1.13,0.0,60.01,56.8,75.71,100.0,0.0,0.0
Jonathan Villagra,CHI,cl Colo-Colo,Midfielder,24.0,2001,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,135.0,45.0,90.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,270.0,0.0,90.0,180.0,0.0,0.0,270.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,66.67,50.0,100.0,0.0,0.0,0.0
Jony,ARG,San Martín de San Juan,Forward,31.0,1994,8,1,193,0.0,0.05,1.4,0.0,0.0,0.0,2.8,0.0,22.85,34.51,9.79,13.99,6.53,9.33,1.87,4.2,0.0,0.09,1.87,1.87,1.87,1.4,2.8,3.26,11.19,0.93,0.47,0.0,0.93,0.0,0.0,0.93,0.93,2.33,0.47,0.0,0.0,48.5,0.0,2.33,20.98,26.11,3.26,48.5,4.66,0.93,29.38,2.33,0.47,1.87,3.26,34.51,0.47,0.0,0.0,2.33,3.73,0.93,0.0,0.0,0.0,5.6,0.0,0.47,5.13,17.25,0.0,3.73,0.47,0.0,0.47,-1.0,0.0,66.21,69.98,69.99,44.52,50.54,19.96
Jonás Acevedo,ARG,Instituto,Forward,28.0,1997,13,8,751,0.12,0.14,1.56,0.6,0.0,0.0,3.72,0.12,24.09,35.35,12.46,14.62,8.75,12.22,2.04,5.15,0.0,0.13,0.96,3.24,1.44,0.24,4.19,1.44,5.75,2.04,1.68,0.84,1.08,0.12,0.72,1.32,0.6,0.72,0.72,0.6,0.0,44.94,0.6,5.87,20.13,19.65,1.32,44.94,3.0,1.2,23.73,1.2,0.12,1.08,1.8,28.76,0.24,0.0,0.0,1.2,1.08,0.6,0.0,0.0,0.0,4.19,0.72,1.56,2.88,11.38,0.0,1.8,1.68,0.12,0.12,-0.14,0.0,68.15,85.23,71.6,39.61,82.35,40.0
Joran Gerbet,FRA,Orlando City,Midfielder,24.0,2001,15,10,907,0.0,0.0,0.1,0.0,0.0,0.0,1.29,0.2,38.0,42.17,20.24,21.63,14.79,16.37,2.18,3.08,0.1,0.04,0.4,4.76,0.1,0.0,3.47,0.1,0.5,1.98,1.39,0.69,1.09,0.2,0.69,1.19,0.5,1.49,1.29,2.08,0.0,52.29,3.18,15.98,31.06,5.36,0.1,52.29,0.69,0.5,24.81,0.5,0.0,0.89,0.3,32.55,0.2,0.0,0.0,1.19,2.08,0.0,0.1,0.0,0.0,3.57,1.49,0.99,1.19,4.07,0.0,0.1,1.39,0.0,0.1,0.0,0.0,90.11,93.57,90.35,70.78,70.2,72.46
Jordan Barrera,COL,Botafogo (RJ),Forward,19.0,2006,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,67.5,0.0,67.5,0.0,0.0,0.0,67.5,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,22.5,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0
Jordan Morris,USA,Seattle Sounders,Forward,30.0,1994,10,4,409,0.88,0.64,2.42,1.32,0.0,0.0,2.2,0.22,16.72,23.33,9.02,11.66,6.38,7.48,0.88,1.1,0.0,0.07,1.1,0.66,1.54,0.0,3.08,1.98,6.6,0.66,0.22,0.22,0.22,0.22,0.22,0.44,0.22,0.66,0.22,0.66,0.0,31.69,0.88,1.98,10.56,19.36,5.5,31.69,0.66,0.22,18.04,1.54,1.1,1.98,0.66,22.67,0.0,0.0,0.0,0.22,0.44,0.88,0.0,0.0,0.0,1.76,2.2,1.98,2.64,11.66,0.0,2.64,0.22,0.88,0.22,0.38,0.0,71.67,77.36,85.29,80.0,33.33,33.33
Jordi Alba,ESP,Inter Miami,Defender,36.0,1989,19,18,1579,0.06,0.05,0.63,0.17,0.0,0.0,2.68,0.46,59.05,73.98,28.39,32.32,23.77,28.61,5.36,8.78,0.28,0.19,1.48,3.65,1.48,0.4,5.7,1.54,9.4,0.74,0.57,0.23,0.51,0.0,0.34,0.8,0.46,0.97,0.51,1.77,0.11,81.11,2.91,22.0,34.14,25.31,2.45,81.11,0.68,0.46,48.68,1.48,0.46,0.74,0.34,59.73,0.23,0.0,0.0,0.74,0.97,0.06,0.0,0.0,0.0,5.3,0.17,0.11,1.08,16.64,0.0,2.34,0.57,0.06,0.06,0.2,0.0,79.82,87.84,83.08,61.05,77.03,67.65
Jordy Alcivar,ECU,ec Independiente,Midfielder,25.0,1999,6,5,480,0.19,0.06,2.06,0.75,0.0,0.0,2.06,0.19,46.88,53.25,18.75,20.62,22.69,24.0,4.88,7.12,0.19,0.04,1.12,3.94,0.19,0.0,3.38,0.56,0.56,1.5,0.75,0.94,0.56,0.0,0.56,1.12,0.56,0.38,1.5,1.88,0.0,63.75,3.38,19.12,39.94,5.62,0.0,63.75,0.94,0.75,34.5,1.12,0.0,1.5,0.38,40.88,0.0,0.0,0.0,0.56,0.94,0.0,0.0,0.0,0.0,9.0,0.38,0.56,1.88,4.5,0.0,0.19,0.75,0.19,0.19,2.17,0.0,88.04,90.93,94.54,68.54,50.0,79.79
Jorge Broun,ARG,Rosario Central,Goalkeeper,39.0,1986,17,17,1530,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,20.94,27.82,2.59,2.59,10.29,10.71,8.0,14.35,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,29.12,25.53,29.06,0.06,0.0,0.0,29.12,0.0,0.0,12.76,0.0,0.0,0.0,0.0,8.82,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,75.27,100.0,96.08,55.75,0.0,0.0
Jorge Carranza,ARG,Aldosivi,Goalkeeper,44.0,1981,15,15,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,18.13,26.4,2.73,2.73,7.87,8.2,7.47,15.4,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.8,0.07,28.93,24.67,28.93,0.0,0.0,0.0,28.93,0.0,0.0,14.73,0.0,0.0,0.07,0.0,9.67,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.07,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.0,68.67,100.0,95.98,48.51,100.0,0.0
Jorge Figal,ARG,Boca Juniors,Defender,31.0,1994,1,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.5,1.25,2.5,12.5,15.0,5.0,13.75,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,37.5,5.0,22.5,16.25,0.0,0.0,37.5,1.25,1.25,15.0,0.0,0.0,2.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.25,1.25,2.5,1.25,0.0,0.0,2.5,0.0,1.25,0.0,0.0,61.54,50.0,83.33,36.36,100.0,100.0
Jorge Morel,PAR,py Cerro Porteño,Midfielder,27.0,1998,5,4,324,0.28,0.11,1.67,0.56,0.0,0.0,2.5,0.0,28.06,34.72,6.94,8.89,15.56,16.94,4.44,7.78,0.0,0.0,0.56,1.39,0.28,0.0,3.06,0.56,0.56,2.22,1.67,1.11,1.11,0.0,1.67,2.78,1.11,1.67,0.56,4.44,0.0,46.39,7.78,21.39,21.67,3.89,0.83,46.39,0.83,0.56,21.11,0.83,0.28,0.56,0.28,23.06,0.28,0.0,0.0,0.83,0.56,0.0,0.0,0.0,0.0,4.44,1.94,0.56,0.83,4.17,0.0,0.56,1.67,0.28,0.28,1.55,0.0,80.82,78.07,91.85,57.07,75.23,67.47
Jorge Murrugarra,PER,pe Universitario,Midfielder,28.0,1997,6,1,204,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,25.59,37.5,12.79,14.56,10.59,16.32,1.76,3.09,0.0,0.0,0.0,3.97,0.0,0.0,1.76,0.0,0.88,3.97,1.32,0.88,2.65,0.44,0.88,2.21,1.32,1.76,2.65,1.32,0.0,50.74,2.21,14.12,33.97,2.65,0.0,50.74,0.88,0.44,17.65,0.0,0.0,0.44,0.44,22.94,0.44,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,5.29,1.32,1.76,0.88,2.65,0.0,0.0,1.32,0.0,0.44,0.0,0.0,68.24,87.84,64.89,56.96,33.25,50.0
Jorge de Asís,ARG,Gimnasia–LP,Forward,19.0,2006,2,0,25,0.0,0.0,3.6,0.0,0.0,0.0,3.6,0.0,10.8,25.2,7.2,21.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,7.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0.0,0.0,7.2,25.2,0.0,32.4,0.0,0.0,21.6,3.6,0.0,3.6,0.0,28.8,3.6,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,14.4,0.0,3.6,0.0,0.0,3.6,0.0,0.0,42.86,33.33,100.0,0.0,0.0,0.0
Jorginho,ITA,Flamengo,Midfielder,33.0,1991,5,5,442,0.0,0.04,0.61,0.2,0.0,0.0,3.05,0.0,79.0,87.96,37.06,40.52,37.67,40.32,3.87,6.31,0.0,0.14,1.43,11.81,2.04,0.2,9.98,0.61,0.61,1.83,1.63,0.61,0.81,0.41,1.43,2.24,0.81,0.61,1.83,0.2,0.0,94.68,2.04,15.48,60.68,19.34,0.61,94.68,0.81,0.41,53.55,1.22,0.0,1.43,0.81,76.36,0.41,0.0,0.0,1.43,0.41,0.0,0.0,0.0,0.0,7.13,0.61,0.81,2.24,11.2,0.0,2.24,1.63,0.0,0.2,-1.0,0.0,89.81,91.46,93.43,61.33,89.07,50.62
