Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Logi Tómasson,Samsunspor,UEFA Europa Conference League,LB,Defender,ISL,25,18.2,334,4,4.55
Lohann Doucet,Paris FC,French Ligue 1,CM,Midfielder,FRA,23,15.0,121,5,3.0
Lorenz Assignon,Stuttgart,"German Bundesliga, UEFA Europa League",RB,Defender,TOG,25,54.3,953,14,3.88
Lorenzo Bernasconi,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,21,28.8,481,7,4.11
Lorenzo Colombo,Genoa,Italian Serie A,AM,Forward,ITA,23,44.2,708,13,3.4
Lorenzo De Silvestri,Bologna,Italian Serie A,RB,Defender,ITA,37,20.8,253,6,3.47
Lorenzo Lucca,Napoli,"Italian Serie A, UEFA Champions League",AM,Forward,ITA,25,38.9,473,15,2.59
Lorenzo Pellegrini,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,ITA,29,76.2,809,14,5.44
Lorenzo Pirola,Olympiacos,UEFA Champions League,CB,Defender,ITA,23,20.1,405,5,4.02
Lorenzo Scipioni,Olympiacos,UEFA Champions League,DM,Midfielder,ARG,20,4.9,24,2,2.45
Lorenzo Venturino,Genoa,Italian Serie A,LB,Defender,ITA,19,10.6,39,2,5.3
Loris Benito,Young Boys,UEFA Europa League,CB,Defender,SUI,33,24.0,360,4,6.0
Lorran,Pisa,Italian Serie A,CM,Midfielder,BRA,19,6.0,22,2,3.0
Louis Buffon,Pisa,Italian Serie A,AM,Forward,CZE,17,1.4,15,2,0.7
Louis Leroux,Nantes,French Ligue 1,LB,Defender,FRA,19,48.1,926,12,4.01
Louis Mouton,Angers,French Ligue 1,AM,Forward,FRA,23,52.8,895,14,3.77
Louis Oppie,St. Pauli,German Bundesliga,WB,Midfielder,GER,23,53.7,1103,13,4.13
Louis Patris,Union SG,UEFA Champions League,WB,Midfielder,BEL,24,8.3,35,3,2.77
Louis Schaub,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,30,14.3,89,4,3.58
Louka Prip,Jagiellonia,UEFA Europa Conference League,RW,Forward,DEN,28,13.4,99,4,3.35
Loum Tchaouna,Burnley,English Premier League,AM,Forward,FRA,22,43.4,635,13,3.34
Lovro Majer,Wolfsburg,German Bundesliga,AM,Forward,CRO,27,53.9,609,10,5.39
Loïc Bade,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,25,90.3,1362,17,5.31
Loïc Nego,Le Havre,French Ligue 1,RB,Defender,HUN,34,69.2,1164,14,4.94
Loïs Openda,"Juventus, RB Leipzig","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,BEL,25,59.0,531,16,3.69
Luca Jaquez,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,SUI,22,40.9,675,9,4.54
Luca Kerber,Heidenheim,German Bundesliga,CM,Midfielder,GER,23,19.1,330,8,2.39
Luca Koleosho,Espanyol,Spanish La Liga,LM,Midfielder,ITA,21,12.9,63,3,4.3
Luca Lipani,Sassuolo,Italian Serie A,RM,Midfielder,ITA,20,11.1,113,3,3.7
Luca Marianucci,Napoli,Italian Serie A,CB,Defender,ITA,21,4.4,90,1,4.4
Luca Mazzitelli,Cagliari,Italian Serie A,CM,Midfielder,ITA,29,10.0,59,5,2.0
Luca Meirelles,Shakhtar,UEFA Europa Conference League,AM,Forward,BRA,18,12.1,181,4,3.02
Luca Moro,Sassuolo,Italian Serie A,AM,Forward,ITA,24,10.0,45,4,2.5
Luca Netz,Gladbach,German Bundesliga,LB,Defender,GER,22,34.9,508,9,3.88
Luca Pellegrini,Lazio,Italian Serie A,LB,Defender,ITA,26,48.7,456,10,4.87
Luca Ranieri,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,ITA,26,64.8,1301,16,4.05
Luca Waldschmidt,Köln,German Bundesliga,AM,Forward,GER,29,36.4,326,9,4.04
Luca-Constantin Basceanu,CS U Craiova,UEFA Europa Conference League,AM,Forward,ROU,19,1.1,1,1,1.1
Lucas,Burnley,English Premier League,LB,Defender,BRA,24,8.5,52,2,4.25
Lucas Ahijado,Oviedo,Spanish La Liga,RB,Defender,ESP,30,25.6,371,5,5.12
Lucas Beltrán,Valencia,Spanish La Liga,AM,Forward,ARG,24,41.5,438,12,3.46
Lucas Beraldo,Paris S-G,French Ligue 1,CB,Defender,BRA,21,45.9,643,8,5.74
Lucas Bergvall,Tottenham,"English Premier League, UEFA Champions League",AM,Forward,SWE,19,58.8,848,15,3.92
Lucas Boyé,Alavés,Spanish La Liga,AM,Forward,ARG,29,52.3,822,11,4.75
Lucas Da Cunha,Como,Italian Serie A,DM,Midfielder,FRA,24,57.4,874,12,4.78
Lucas Digne,Aston Villa,"English Premier League, UEFA Europa League",LB,Defender,FRA,32,67.3,1004,16,4.21
Lucas Ferreira,Shakhtar,UEFA Europa Conference League,RM,Midfielder,BRA,19,16.7,276,4,4.18
Lucas Gourna-Douath,RB Salzburg,UEFA Europa League,DM,Midfielder,FRA,22,1.0,1,1,1.0
Lucas Hernández,Paris S-G,"French Ligue 1, UEFA Champions League",LB,Defender,FRA,29,66.8,882,13,5.14
Lucas Höler,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,GER,31,45.3,906,14,3.24
Lucas Høgsberg,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,DEN,19,65.8,1106,14,4.7
Lucas Michal,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,FRA,20,6.7,85,3,2.23
Lucas Oliveira Rosa,Ajax,UEFA Champions League,RB,Defender,BRA,25,9.9,173,2,4.95
Lucas Paquetá,West Ham,English Premier League,AM,Forward,BRA,28,67.8,1123,13,5.22
Lucas Rosier,Rennes,French Ligue 1,AM,Forward,FRA,18,0.3,2,2,0.15
Lucas Torreira,Galatasaray,UEFA Champions League,DM,Midfielder,URU,29,21.5,445,5,4.3
Lucas Torró,Osasuna,Spanish La Liga,CM,Midfielder,ESP,31,46.7,975,13,3.59
Lucas Tousart,Brest,French Ligue 1,DM,Midfielder,FRA,28,22.5,275,8,2.81
Lucas Vázquez,Leverkusen,"German Bundesliga, UEFA Champions League",WB,Midfielder,ESP,34,18.8,321,5,3.76
Luciano Valente,Feyenoord,UEFA Europa League,DM,Midfielder,NED,22,29.2,376,5,5.84
Lucien Agoume,Sevilla,Spanish La Liga,DM,Midfielder,FRA,23,58.9,878,12,4.91
Luck Zogbé,Brest,French Ligue 1,RW,Forward,CIV,20,0.1,3,3,0.03
Ludovic Ajorque,Brest,French Ligue 1,AM,Forward,FRA,31,63.0,1313,15,4.2
Ludovic Blas,Rennes,French Ligue 1,CM,Midfielder,FRA,27,59.0,641,13,4.54
Luis Díaz,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,COL,28,125.4,1332,17,7.38
Luis Enrique Palma,Lech Poznań,UEFA Europa Conference League,AM,Forward,HON,25,23.2,295,4,5.8
Luis Guilherme,West Ham,English Premier League,LW,Forward,BRA,19,10.7,124,5,2.14
Luis Henrique,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,BRA,23,46.6,383,11,4.24
Luis Javier Suárez,Sporting CP,UEFA Champions League,AM,Forward,COL,27,25.4,299,5,5.08
Luis Milla,Getafe,Spanish La Liga,CM,Midfielder,ESP,31,78.6,1304,15,5.24
Luis Rioja,Valencia,Spanish La Liga,RM,Forward,ESP,32,70.8,1009,15,4.72
Luiz Felipe,Rayo Vallecano,Spanish La Liga,CB,Defender,ITA,28,17.9,227,5,3.58
Luka Ilić,Oviedo,Spanish La Liga,AM,Forward,SRB,26,30.3,538,12,2.52
Luka Ivanušec,PAOK,UEFA Europa League,AM,Forward,CRO,27,13.2,107,3,4.4
Luka Jović,AEK Athens,UEFA Europa Conference League,AM,Forward,SRB,27,18.6,292,4,4.65
Luka Menalo,Rijeka,UEFA Europa Conference League,CM,Midfielder,BIH,29,4.6,87,2,2.3
Luka Modrić,Milan,Italian Serie A,CM,Midfielder,CRO,40,77.2,1143,13,5.94
Luka Stojkovic,Dinamo Zagreb,UEFA Europa League,AM,Forward,CRO,22,19.9,117,5,3.98
Luka Sučić,Real Sociedad,Spanish La Liga,CM,Midfielder,CRO,23,19.3,133,5,3.86
Luka Vušković,Hamburger SV,German Bundesliga,CB,Defender,CRO,18,54.1,990,11,4.92
Luka Zarić,Red Star,UEFA Europa League,LW,Forward,SRB,16,2.5,10,1,2.5
Lukas Grgic,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,AUT,30,7.9,124,2,3.95
Lukas Klostermann,RB Leipzig,German Bundesliga,RB,Defender,GER,29,10.4,6,4,2.6
Lukas Kübler,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,GER,33,65.6,972,13,5.05
Lukas Lerager,FC Copenhagen,UEFA Champions League,CM,Midfielder,DEN,32,20.3,450,5,4.06
Lukas Nmecha,Leeds United,English Premier League,AM,Forward,GER,26,34.4,495,13,2.65
Lukas Ullrich,Gladbach,German Bundesliga,LB,Defender,GER,21,44.8,624,10,4.48
Luke McCowan,Celtic,UEFA Europa League,RW,Forward,SCO,27,4.5,62,1,4.5
Luke O'Nien,Sunderland,English Premier League,LB,Defender,ENG,31,4.3,3,2,2.15
Luke Shaw,Manchester Utd,English Premier League,CB,Defender,ENG,30,67.7,1192,14,4.84
Lukáš Haraslín,Sparta Prague,UEFA Europa Conference League,LW,Forward,SVK,29,20.9,160,3,6.97
Lukáš Provod,Slavia Prague,UEFA Champions League,AM,Forward,CZE,29,29.6,430,5,5.92
Lukáš Sadílek,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,CZE,29,7.1,90,1,7.1
Lukáš Červ,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,CZE,24,21.1,447,5,4.22
Lutsharel Geertruida,Sunderland,English Premier League,CB,Defender,NED,25,38.1,539,12,3.18
Luuk de Jong,Porto,UEFA Europa League,AM,Forward,NED,35,1.3,18,1,1.3
Luís Gustavo Ledes,AÉK Lárnaka,UEFA Europa Conference League,CM,Midfielder,POR,33,16.1,360,4,4.03
Luís Mata,Qaırat Almaty,UEFA Champions League,LB,Defender,POR,28,19.2,349,4,4.8
Lyes Houri,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,FRA,29,11.5,46,3,3.83
Lyle Foster,Burnley,English Premier League,AM,Forward,RSA,25,41.5,808,12,3.46
Lynnt Audoor,Club Brugge,UEFA Champions League,CM,Midfielder,BEL,22,7.4,78,3,2.47
Léo Leroy,Basel,UEFA Europa League,DM,Midfielder,FRA,25,26.0,390,5,5.2
Léo Pétrot,Elche,Spanish La Liga,CB,Defender,FRA,28,50.0,474,14,3.57
Léo Scienza,Heidenheim,German Bundesliga,AM,Forward,BRA,26,10.9,180,2,5.45
M'Bala Nzola,Pisa,Italian Serie A,AM,Forward,ANG,29,62.8,854,13,4.83
Mads Bech Sørensen,Midtjylland,UEFA Europa League,CB,Defender,DEN,26,20.8,450,5,4.16
Mads Bidstrup,RB Salzburg,UEFA Europa League,CM,Midfielder,DEN,24,11.4,179,2,5.7
Mads Emil Madsen,FC Copenhagen,UEFA Champions League,CM,Midfielder,DEN,27,9.0,81,4,2.25
Mads Hansen,Brann,UEFA Europa League,AM,Forward,DEN,23,4.2,43,2,2.1
Mads Pedersen,Augsburg,German Bundesliga,WB,Midfielder,DEN,29,3.6,34,1,3.6
Mads Sande,Brann,UEFA Europa League,RM,Midfielder,NOR,27,1.4,17,2,0.7
Maghnes Akliouche,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,23,116.3,1547,19,6.12
Magnus Riisnæs,Bodø/Glimt,UEFA Champions League,RB,Defender,NOR,20,7.5,26,1,7.5
Magomed Ozdoyev,PAOK,UEFA Europa League,DM,Midfielder,RUS,33,15.6,210,4,3.9
Mahamadou Nagida,Rennes,French Ligue 1,RB,Defender,CMR,20,16.9,85,5,3.38
Mahdi Camara,Rennes,French Ligue 1,CM,Midfielder,FRA,27,56.5,980,13,4.35
Mahmoud Dahoud,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,GER,29,23.6,303,7,3.37
Mahmudu Bajo,Red Star,UEFA Europa League,DM,Midfielder,GAM,21,5.8,11,2,2.9
Maho Dorgelès,Braga,UEFA Europa League,WB,Midfielder,CIV,21,5.1,35,1,5.1
Malang Sarr,Lens,French Ligue 1,CB,Defender,FRA,26,68.1,1260,14,4.86
Malcolm Edjouma,FCSB,UEFA Europa League,DM,Midfielder,FRA,29,8.4,102,3,2.8
Malcolm Jeng,Feyenoord,UEFA Europa League,CB,Defender,SWE,20,4.7,61,1,4.7
Malick Fofana,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,BEL,20,73.9,880,12,6.16
Malick Mbaye,Metz,French Ligue 1,RW,Forward,SEN,21,4.9,38,2,2.45
Malick Thiaw,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,GER,24,76.9,1381,17,4.52
Malik Tillman,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,USA,23,67.7,890,13,5.21
Malo Gusto,Chelsea,"English Premier League, UEFA Champions League",RB,Defender,FRA,22,80.9,1015,16,5.06
Malthe Hojholt,Pisa,Italian Serie A,CM,Midfielder,DEN,24,7.4,106,3,2.47
Mama Samba Baldé,Brest,French Ligue 1,LW,Forward,GNB,30,48.1,552,11,4.37
Mamadou Coulibaly,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,FRA,21,73.8,995,16,4.61
Mamadou Diakhon,Club Brugge,UEFA Champions League,AM,Forward,FRA,20,9.5,71,4,2.38
Mamadou Sangare,Lens,French Ligue 1,CM,Midfielder,MLI,23,82.6,1137,14,5.9
Mamadou Sarr,Strasbourg,French Ligue 1,CB,Defender,FRA,19,9.4,180,2,4.7
Mamadou Sarr,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,SEN,20,45.6,990,11,4.15
Mamadou Soumahoro,KF Drita,UEFA Europa Conference League,AM,Forward,CIV,20,10.9,194,4,2.72
Mamadou Thiam,FCSB,UEFA Europa League,LW,Forward,SEN,30,14.7,182,5,2.94
Mamady Diambou,RB Salzburg,UEFA Europa League,CM,Midfielder,MLI,22,2.6,57,1,2.6
Mamoudou Cissokho,Auxerre,French Ligue 1,LW,Forward,FRA,17,0.0,1,1,0.0
Mandela Keita,Parma,Italian Serie A,CM,Midfielder,BEL,23,47.0,938,12,3.92
Mandi,Red Imps,UEFA Europa Conference League,CM,Midfielder,ESP,36,20.4,351,4,5.1
Manolis Saliakas,St. Pauli,German Bundesliga,RB,Defender,GRE,29,39.3,452,8,4.91
Manor Solomon,Villarreal,"Spanish La Liga, UEFA Champions League",LM,Midfielder,ISR,26,26.2,186,7,3.74
Manu Bueno,Sevilla,Spanish La Liga,AM,Forward,ESP,21,4.5,18,2,2.25
Manu Fernández,Celta Vigo,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,24,40.6,736,10,4.06
Manu Koné,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,FRA,24,88.4,1447,19,4.65
Manu Morlanes,Mallorca,Spanish La Liga,DM,Midfielder,ESP,26,52.7,711,12,4.39
Manu Sánchez,Levante,Spanish La Liga,LB,Defender,ESP,25,61.4,1121,13,4.72
Manuel Akanji,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,SUI,30,73.9,1339,17,4.35
Manuel De Luca,Cremonese,Italian Serie A,AM,Forward,ITA,27,5.9,16,2,2.95
Manuel Lazzari,Lazio,Italian Serie A,RB,Defender,ITA,32,39.4,353,9,4.38
Manuel Locatelli,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,27,103.6,1327,18,5.76
Manuel Manu,Benfica,UEFA Champions League,CM,Midfielder,POR,24,2.0,1,1,2.0
Manuel Ugarte,Manchester Utd,English Premier League,CM,Midfielder,URU,24,30.8,272,8,3.85
Manuel Ugarte Ribeiro,Manchester Utd,English Premier League,CM,Midfielder,URU,24,6.7,48,2,3.35
Marash Kumbulla,Mallorca,Spanish La Liga,CB,Defender,ALB,25,18.7,215,4,4.68
Marc Aguado,Elche,Spanish La Liga,CM,Midfielder,ESP,25,52.3,905,14,3.74
Marc Bartra,Betis,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,34,64.5,1004,12,5.38
Marc Bernal,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,18,17.8,125,8,2.22
Marc Casado,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,22,56.1,700,14,4.01
Marc Cucurella,Chelsea,"English Premier League, UEFA Champions League",LB,Defender,ESP,27,100.6,1616,19,5.29
Marc Domenech,Mallorca,Spanish La Liga,RM,Forward,ESP,19,19.4,215,7,2.77
Marc Giger,Union SG,UEFA Champions League,AM,Forward,SUI,21,16.8,116,4,4.2
Marc Guiu,"Chelsea, Sunderland","English Premier League, UEFA Champions League",AM,Forward,ESP,19,30.8,299,10,3.08
Marc Guéhi,Crystal Palace,"English Premier League, UEFA Europa Conference League",CB,Defender,ENG,25,83.2,1575,18,4.62
Marc Pubill,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,22,23.9,249,6,3.98
Marc Roca,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,ESP,29,55.0,781,13,4.23
Marc-Oliver Kempf,Como,Italian Serie A,CB,Defender,GER,30,46.8,624,12,3.9
Marcel Sabitzer,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,AUT,31,58.3,1060,16,3.64
Marcelina Emerson,Ħamrun Spartans FC,UEFA Europa Conference League,CB,Defender,BRA,34,14.1,270,3,4.7
Marcelo Saracchi,Celtic,UEFA Europa League,LB,Defender,URU,27,8.4,54,2,4.2
Marco Asensio,Fenerbahçe,UEFA Europa League,CM,Midfielder,ESP,29,24.0,324,5,4.8
Marco Brescianini,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,25,35.2,177,9,3.91
Marco Burch,Legia Warsaw,UEFA Europa Conference League,RB,Defender,SUI,24,5.9,90,1,5.9
Marco Esteban,Oviedo,Spanish La Liga,CB,Defender,ESP,19,1.3,45,1,1.3
Marco Friedl,Werder Bremen,German Bundesliga,LB,Defender,AUT,27,62.5,1072,12,5.21
Marco Grüll,Werder Bremen,German Bundesliga,AM,Forward,AUT,27,70.6,962,13,5.43
Marco Palestra,Cagliari,Italian Serie A,WB,Midfielder,ITA,20,55.1,1082,13,4.24
Marco Tilio,Rapid Wien,UEFA Europa Conference League,LW,Forward,AUS,24,4.9,45,1,4.9
Marcos Alonso,Celta Vigo,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,34,82.7,1254,15,5.51
Marcos Llorente,Atlético Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,ESP,30,86.3,1366,17,5.08
Marcos López,FC Copenhagen,UEFA Champions League,LB,Defender,PER,26,27.0,388,5,5.4
Marcos Senesi,Bournemouth,English Premier League,CB,Defender,ARG,28,81.1,1218,14,5.79
Marcus Edwards,Burnley,English Premier League,AM,Forward,ENG,27,15.9,58,5,3.18
Marcus Pedersen,Torino,Italian Serie A,WB,Midfielder,NOR,25,35.3,757,10,3.53
Marcus Rashford,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,ENG,28,134.1,1334,20,6.71
Marcus Rohdén,AÉK Lárnaka,UEFA Europa Conference League,RM,Forward,SWE,34,13.1,180,2,6.55
Marcus Tavernier,Bournemouth,English Premier League,AM,Forward,ENG,26,84.9,1155,15,5.66
Marcus Thuram,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,FRA,28,77.5,822,13,5.96
Marcão,Sevilla,Spanish La Liga,CB,Defender,BRA,29,43.1,871,12,3.59
Mariano,Alavés,Spanish La Liga,AM,Forward,DOM,32,17.1,280,9,1.9
Mariano Troilo,Parma,Italian Serie A,CB,Defender,ARG,22,13.1,202,4,3.28
Marijan Ćavar,Zrinjski Mostar,UEFA Europa Conference League,DM,Midfielder,BIH,27,3.2,53,3,1.07
Marin Jakoliš,FC Noah,UEFA Europa Conference League,AM,Forward,CRO,28,7.1,94,2,3.55
Marin Pongračić,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,CRO,28,64.9,1344,15,4.33
Marin Šotiček,Basel,UEFA Europa League,LW,Forward,CRO,21,14.6,155,4,3.65
Mario Dorgeless,Braga,UEFA Europa League,AM,Forward,CIV,21,4.4,25,1,4.4
Mario Gila,Lazio,Italian Serie A,CB,Defender,ESP,25,66.5,1207,14,4.75
Mario Götze,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,GER,33,52.0,613,14,3.71
Mario Hermoso,Roma,"Italian Serie A, UEFA Europa League",CB,Defender,ESP,30,63.3,1082,15,4.22
Mario Kvesić,NK Celje,UEFA Europa Conference League,LM,Midfielder,BIH,33,22.1,319,4,5.52
Mario Lemina,Galatasaray,UEFA Champions League,DM,Midfielder,GAB,32,17.2,293,4,4.3
Mario Martín,Getafe,Spanish La Liga,CM,Midfielder,ESP,21,50.6,915,14,3.61
Mario Pašalić,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,CRO,30,77.5,1220,17,4.56
Mario Sauer,Toulouse,French Ligue 1,CM,Midfielder,SVK,21,38.2,470,12,3.18
Mario Čuže,Zrinjski Mostar,UEFA Europa Conference League,LW,Forward,CRO,26,16.6,209,3,5.53
Marius Broholm,Lille,"French Ligue 1, UEFA Europa League",RW,Forward,NOR,20,30.9,242,7,4.41
Marius Bülter,Köln,German Bundesliga,AM,Forward,GER,32,56.2,662,11,5.11
Marius Courcoul,Angers,French Ligue 1,DM,Midfielder,FRA,18,27.5,151,11,2.5
Marius Lode,Häcken,UEFA Europa Conference League,CB,Defender,NOR,32,9.0,95,2,4.5
Marius Louer,Angers,French Ligue 1,RB,Defender,FRA,18,4.5,11,1,4.5
Marius Marin,Pisa,Italian Serie A,CM,Midfielder,ROU,27,32.4,647,10,3.24
Marius Mouandilmadji,Samsunspor,UEFA Europa Conference League,AM,Forward,CHA,28,16.1,360,4,4.03
Marius Wolf,Augsburg,German Bundesliga,WB,Midfielder,GER,30,28.3,346,9,3.14
Mark Coyle,Shelbourne FC,UEFA Europa Conference League,CB,Defender,IRL,28,16.9,341,5,3.38
Mark McKenzie,Toulouse,French Ligue 1,CB,Defender,USA,26,53.1,1177,14,3.79
Marko Arnautović,Red Star,UEFA Europa League,AM,Forward,AUT,36,25.6,361,5,5.12
Marko Bulat,Raków,UEFA Europa Conference League,LW,Forward,CRO,24,17.3,197,4,4.32
Marko Grujić,AEK Athens,UEFA Europa Conference League,CM,Midfielder,SRB,29,13.6,86,3,4.53
Marko Janković,Qarabağ,UEFA Champions League,DM,Midfielder,MNE,30,20.0,291,4,5.0
Marko Lazetić,Aberdeen,UEFA Europa Conference League,AM,Forward,SRB,21,14.5,276,4,3.62
Marko Soldo,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,CRO,21,0.2,1,1,0.2
Marko Tolić,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,CRO,29,9.4,102,2,4.7
Marko Vranjković,Zrinjski Mostar,UEFA Europa Conference League,RB,Defender,CRO,26,16.3,270,3,5.43
Markus Haaland,Brann,UEFA Europa League,AM,Forward,NOR,20,13.0,116,3,4.33
Marlon Gomes,Shakhtar,UEFA Europa Conference League,CM,Midfielder,BRA,21,11.7,165,2,5.85
Marnon Busch,Heidenheim,German Bundesliga,RB,Defender,GER,30,59.0,690,13,4.54
Maroan Sannadi,Athletic Club,"Spanish La Liga, UEFA Champions League",AM,Forward,MAR,24,26.4,337,9,2.93
Marquinhos,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,BRA,31,47.3,761,10,4.73
Marshall Munetsi,Wolves,English Premier League,CM,Midfielder,ZIM,29,44.7,874,13,3.44
Marten de Roon,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,NED,34,62.5,1219,16,3.91
Martial Godo,Strasbourg,"French Ligue 1, UEFA Europa Conference League",LM,Midfielder,ENG,22,44.8,524,13,3.45
Martijn Kaars,St. Pauli,German Bundesliga,AM,Forward,NED,26,36.1,513,11,3.28
Martim Fernandes,Porto,UEFA Europa League,RB,Defender,POR,19,21.2,183,4,5.3
Martim Neto,Elche,Spanish La Liga,CM,Midfielder,POR,22,48.4,542,11,4.4
Martin Atemengue,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,CMR,22,10.4,107,3,3.47
Martin Baturina,Como,Italian Serie A,DM,Forward,CRO,22,22.4,170,7,3.2
Martin Erlic,Midtjylland,UEFA Europa League,CB,Defender,CRO,27,16.7,354,4,4.18
Martin Frese,Hellas Verona,Italian Serie A,CB,Defender,DEN,27,49.0,997,13,3.77
Martin Satriano,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,URU,24,58.9,1041,14,4.21
Martin Suchomel,Sparta Prague,UEFA Europa Conference League,LM,Midfielder,CZE,23,4.8,90,1,4.8
Martin Terrier,Leverkusen,German Bundesliga,AM,Forward,FRA,28,23.2,181,6,3.87
Martin Valjent,Mallorca,Spanish La Liga,CB,Defender,SVK,29,57.3,1350,15,3.82
Martin Vitík,Bologna,"Italian Serie A, UEFA Europa League",CB,Defender,CZE,22,33.9,607,9,3.77
Martin Ødegaard,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,NOR,26,55.7,516,11,5.06
Martín Payero,Cremonese,Italian Serie A,CM,Midfielder,ARG,27,42.1,714,11,3.83
Martín Zubimendi,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,ESP,26,90.2,1606,19,4.75
Marvin Friedrich,Gladbach,German Bundesliga,CB,Defender,GER,29,12.3,127,4,3.08
Marvin Pieringer,Heidenheim,German Bundesliga,AM,Forward,GER,26,20.5,332,7,2.93
Marvin Senaya,Auxerre,French Ligue 1,CB,Defender,TOG,24,54.5,1037,12,4.54
Maryan Shved,Shakhtar,UEFA Europa Conference League,CM,Midfielder,UKR,28,6.7,74,2,3.35
Mason Greenwood,Marseille,"French Ligue 1, UEFA Champions League",RW,Forward,ENG,24,136.1,1533,19,7.16
Mason Mount,Manchester Utd,English Premier League,AM,Forward,ENG,26,49.1,499,11,4.46
Matej Poplatnik,NK Celje,UEFA Europa Conference League,AM,Forward,SVN,33,0.2,15,2,0.1
Matej Sakota,Zrinjski Mostar,UEFA Europa Conference League,RW,Forward,BIH,21,15.8,169,3,5.27
Matej Sin,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,CZE,21,9.5,59,3,3.17
Matej Valenta,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,CZE,25,13.3,207,3,4.43
Mateo Chávez,AZ Alkmaar,UEFA Europa Conference League,LB,Defender,MEX,21,14.2,180,3,4.73
Mateo Joseph,Mallorca,Spanish La Liga,AM,Forward,ESP,22,52.1,898,14,3.72
Mateo Kovačić,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,CRO,31,8.0,39,2,4.0
Mateo Lisica,Dinamo Zagreb,UEFA Europa League,RM,Forward,CRO,22,22.0,399,5,4.4
Mateo Maric,AC Omonia,UEFA Europa Conference League,DM,Midfielder,BIH,27,14.5,217,3,4.83
Mateo Pellegrino,Parma,Italian Serie A,AM,Forward,ARG,24,45.7,1101,13,3.52
Mateu Morey,Mallorca,Spanish La Liga,RB,Defender,ESP,25,36.8,436,9,4.09
Mateus Fernandes,West Ham,English Premier League,CM,Midfielder,POR,21,62.7,977,13,4.82
Mateus Lusuardi,Pisa,Italian Serie A,CB,Defender,BRA,21,12.0,198,3,4.0
Mateus Mane,Wolves,English Premier League,AM,Midfielder,POR,18,7.5,45,3,2.5
Mateusz Skrzypczak,Lech Poznań,UEFA Europa Conference League,CB,Defender,POL,25,16.0,293,4,4.0
