Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Tiago Cardoso,LUX,Gladbach,German Bundesliga,GK,Goalkeeper,19,379,73,93,93,18,90,94,74,64,81,84,62,78,81,96,99,14,13,1,97,63,98,10
Timo Horn,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1170,37,33,25,47,23,50,97,97,61,7,92,81,91,55,23,75,70,1,22,74,21,30
Timon Weiner,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,26,2250,77,11,63,76,10,28,89,82,65,67,70,84,85,92,78,35,35,1,19,66,46,22
Timon Wellenreuther,GER,Feyenoord,UEFA Champions League,GK,Goalkeeper,29,955,83,13,79,86,33,29,39,45,89,48,83,8,13,38,48,36,43,1,34,29,54,76
Tobias Sippel,GER,Gladbach,German Bundesliga,GK,Goalkeeper,36,59,88,0,8,74,0,13,98,98,75,16,91,98,100,93,5,5,5,1,1,78,5,1
Tom King,WAL,Wolves,English Premier League,GK,Goalkeeper,30,1,1,98,1,1,52,99,1,0,99,100,87,0,0,100,5,5,5,1,0,0,5,0
Tommaso Martinelli,ITA,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,18,90,10,98,52,34,99,96,24,8,2,14,2,37,17,4,5,55,43,1,99,95,5,100
Unai Marrero,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,23,450,46,85,62,34,84,45,12,11,9,44,5,49,33,17,21,69,62,1,76,36,25,46
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,27,1980,8,94,16,5,67,89,62,51,27,56,32,45,74,25,63,75,73,1,88,64,77,25
Vanja Milinković-Savić,SRB,Torino,Italian Serie A,GK,Goalkeeper,28,3330,54,76,72,42,79,60,82,86,86,83,94,78,83,73,72,71,63,1,82,34,60,57
Veljko Ilic,SRB,TSC,UEFA Europa Conference League,GK,Goalkeeper,21,720,74,13,64,87,38,13,74,75,93,55,92,14,19,12,20,83,87,1,21,39,27,84
Vicente Guaita,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,38,3060,21,53,19,22,25,53,7,11,12,91,6,70,51,41,49,72,69,1,30,26,53,24
Vid Belec,SVN,APOEL,UEFA Europa Conference League,GK,Goalkeeper,34,720,56,76,74,34,75,31,27,40,6,51,10,44,50,26,48,5,5,1,79,20,61,29
Vitezslav Jaros,CZE,Liverpool,English Premier League,GK,Goalkeeper,23,12,96,98,99,1,52,98,99,99,97,99,98,80,89,66,5,5,5,1,99,99,5,0
Vitus Eicher,GER,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,34,90,85,6,52,54,1,13,65,45,87,44,78,2,2,77,72,5,5,1,10,82,58,4
Vladan Kovačević,BIH,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,27,180,93,24,94,91,91,13,9,3,6,27,3,4,4,3,91,5,5,1,70,87,100,87
Walter Benítez,ARG,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,32,990,72,28,72,67,29,29,81,55,86,62,75,48,53,47,83,55,50,1,38,87,84,35
Warleson,BRA,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,28,121,2,98,6,2,73,95,70,66,2,13,13,26,64,3,5,92,95,1,99,54,5,3
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,3420,57,42,66,46,36,53,78,78,38,17,64,29,50,70,49,23,25,1,59,46,37,33
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,2070,14,66,15,29,56,85,6,7,53,56,20,16,17,14,38,97,98,1,33,29,65,82
Yahia Fofana,CIV,Angers,French Ligue 1,GK,Goalkeeper,24,2970,78,42,87,77,88,47,55,53,16,87,26,83,78,78,89,28,27,1,75,41,84,86
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,4230,25,81,44,13,58,85,29,19,88,52,59,23,15,33,31,17,20,1,81,79,33,28
Yehvann Diouf,SEN,Reims,French Ligue 1,GK,Goalkeeper,25,3060,70,56,81,73,91,47,58,61,53,64,52,64,65,79,63,71,66,1,79,36,48,89
Yuri Lodygin,RUS,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,34,270,7,94,12,8,78,93,13,6,15,11,8,15,5,7,18,55,59,1,83,80,26,89
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,22,3314,34,51,37,43,43,42,75,84,79,78,89,57,74,82,94,60,51,1,46,28,90,66
Ádám Varga,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,25,148,74,5,24,83,4,13,97,91,38,3,58,94,91,11,35,5,5,1,5,93,64,8
Álex Domínguez,ESP,Toulouse,French Ligue 1,GK,Goalkeeper,26,19,1,98,1,1,52,97,96,95,89,70,76,97,99,99,5,5,5,1,0,77,5,0
Álex Remiro,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,4050,21,63,22,15,27,72,65,55,54,19,51,61,73,37,54,66,60,1,37,63,62,15
Álvaro Fernández,ESP,Sevilla,Spanish La Liga,GK,Goalkeeper,27,747,44,27,23,37,8,78,56,77,74,38,77,47,61,38,57,86,84,1,15,14,63,8
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,34,2673,22,62,25,26,42,53,45,67,47,37,64,49,56,50,40,49,52,1,41,15,36,49
Đorđe Petrović,SRB,Strasbourg,French Ligue 1,GK,Goalkeeper,25,2790,56,70,76,51,78,69,42,43,97,50,87,12,24,74,86,81,78,1,83,37,81,72
İrfan Can Eğribayat,TUR,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,26,540,81,74,92,82,98,89,77,72,43,64,63,75,67,77,96,80,68,1,95,52,95,97
Łukasz Fabiański,POL,West Ham,English Premier League,GK,Goalkeeper,40,1160,75,36,81,70,65,34,80,80,59,56,69,82,79,84,50,47,55,1,64,47,32,60
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,34,2994,15,70,15,24,47,67,50,42,85,62,74,14,23,8,48,49,51,1,32,60,83,67
