Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Ederson,BRA,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,31,3040,20,57,21,42,57,72,17,10,64,52,35,9,9,7,27,88,89,1,36,85,56,79
Elia Caprile,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,23,1945,16,80,21,22,70,79,87,73,52,70,65,86,80,50,65,69,71,1,59,77,69,79
Elías Rafn Ólafsson,ISL,Midtjylland,UEFA Europa League,GK,Goalkeeper,24,520,69,71,83,30,63,77,54,74,40,90,61,88,87,20,59,91,93,1,90,14,79,16
Emil Audero,IDN,Como,Italian Serie A,GK,Goalkeeper,27,720,40,16,12,57,6,13,11,11,51,34,28,5,4,31,36,55,47,1,6,29,41,8
Emiliano Martínez,ARG,Aston Villa,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,4274,40,72,55,34,66,60,57,41,79,30,64,26,43,42,89,46,54,1,69,75,92,51
Enrico Del Prato,ITA,Parma,Italian Serie A,GK,Goalkeeper,24,13,100,0,1,82,0,13,1,99,98,98,99,99,99,99,100,5,5,1,0,0,95,0
Ersin Destanoğlu,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,23,270,78,34,85,58,38,72,13,43,37,97,39,89,64,44,86,16,16,1,66,4,89,22
Fabian Bredlow,GER,Stuttgart,UEFA Champions League,GK,Goalkeeper,29,90,85,1,12,99,6,13,46,60,61,78,81,2,1,5,5,90,92,1,2,21,5,12
Fabiano,BRA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,36,630,55,63,66,61,86,64,32,30,0,25,2,87,81,74,58,12,12,1,61,56,44,78
Fabijan Buntić,CRO,Qarabağ,UEFA Europa League,GK,Goalkeeper,27,180,64,10,27,85,19,13,2,2,1,27,1,8,10,8,27,55,53,1,10,2,52,53
Fabrice Ondoa,CMR,FK Rīgas FS,UEFA Europa League,GK,Goalkeeper,29,720,64,37,69,41,24,31,48,57,22,34,48,40,49,78,48,23,23,1,54,25,33,13
Federico Ravaglia,ITA,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,25,1146,5,74,4,10,27,81,49,46,87,47,78,17,21,6,58,34,34,1,7,49,90,32
Fernando Muslera,URU,Galatasaray,UEFA Europa League,GK,Goalkeeper,38,540,59,14,27,88,47,13,49,32,45,52,38,22,24,18,56,55,77,1,13,79,77,86
Filip Jørgensen,DEN,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,23,1620,41,85,66,32,83,72,4,3,73,83,17,8,3,9,62,39,40,1,90,13,89,71
Filip Manojlović,SRB,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,28,810,44,85,63,54,93,86,56,29,8,93,8,76,75,63,62,39,49,1,82,91,55,91
Filip Stankovic,SRB,Venezia,Italian Serie A,GK,Goalkeeper,22,1367,73,43,82,64,73,13,27,35,49,23,40,32,27,80,51,43,37,1,75,25,36,57
Finn Dahmen,GER,Augsburg,German Bundesliga,GK,Goalkeeper,27,1710,43,85,70,29,82,87,89,83,68,11,74,81,87,87,23,75,69,1,93,68,17,73
Florian Müller,GER,Freiburg,German Bundesliga,GK,Goalkeeper,27,753,19,28,10,42,10,53,84,88,66,22,82,71,86,36,45,63,53,1,8,38,51,20
Fran,ESP,Real Madrid,Spanish La Liga,GK,Goalkeeper,19,90,3,24,1,8,3,13,3,1,1,14,0,20,2,2,72,55,36,1,0,95,99,0
Fran Vieites,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",GK,Goalkeeper,26,1080,5,85,5,5,21,56,34,57,25,18,42,61,73,55,64,36,35,1,14,12,63,9
Francis Uzoho,NGA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,26,90,30,85,52,54,93,13,99,97,6,2,40,98,97,88,72,5,5,1,85,97,47,96
Franco Israel,URU,Sporting CP,UEFA Champions League,GK,Goalkeeper,24,720,60,46,74,62,70,56,13,14,28,34,9,79,60,13,20,18,18,1,71,36,26,77
Frank Feller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,21,301,38,72,49,55,86,92,86,91,97,82,98,72,82,78,17,91,85,1,70,30,14,92
Fraser Forster,ENG,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,36,990,85,28,87,84,79,40,4,4,22,73,8,83,18,52,54,41,40,1,55,35,53,83
Frederik Rønnow,DEN,Union Berlin,German Bundesliga,GK,Goalkeeper,32,2520,27,61,29,43,65,64,68,61,33,73,40,52,73,85,89,71,70,1,36,59,80,65
Fyodor Lapoukhov,BLR,Dinamo Minsk,UEFA Europa Conference League,GK,Goalkeeper,21,540,64,18,35,77,24,37,88,69,78,83,71,65,80,23,56,92,89,1,13,84,71,31
Gabriel Kobylak,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,80,68,91,48,76,89,9,7,3,21,2,56,32,29,27,14,14,1,92,52,29,24
Gauthier Gallon,FRA,Rennes,French Ligue 1,GK,Goalkeeper,31,45,1,98,1,1,52,97,1,8,56,44,14,85,43,1,5,90,94,1,0,0,5,0
Gautier Larsonneur,FRA,Saint-Étienne,French Ligue 1,GK,Goalkeeper,28,2970,88,14,82,87,36,31,45,65,54,60,62,60,55,70,46,55,56,1,31,17,35,61
Gerónimo Rulli,ARG,Marseille,French Ligue 1,GK,Goalkeeper,32,3060,28,56,30,42,56,34,19,8,67,39,23,9,8,10,54,86,88,1,38,90,84,64
Gianluigi Donnarumma,ITA,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,3441,13,81,16,9,42,58,8,9,18,38,7,29,20,13,37,43,45,1,58,38,64,35
Giorgi Mamardashvili,GEO,Valencia,Spanish La Liga,GK,Goalkeeper,24,3060,30,53,32,38,43,53,49,54,28,40,36,63,75,53,65,66,67,1,43,32,67,56
Giuseppe Ciocci,ITA,Cagliari,Italian Serie A,GK,Goalkeeper,23,9,1,98,1,1,52,98,1,0,0,1,0,0,0,0,5,100,100,1,0,0,0,0
Gregor Kobel,SUI,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,27,4050,36,50,37,47,48,53,31,32,77,51,50,16,23,32,36,78,80,1,41,46,39,65
Grégoire Coudert,FRA,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,270,95,1,77,95,2,13,54,54,54,85,53,43,57,39,72,85,83,1,11,37,76,20
Guglielmo Vicario,ITA,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,28,2970,30,65,41,37,63,53,5,5,64,68,18,12,9,46,85,66,59,1,65,32,88,76
Guillaume Restes,FRA,Toulouse,French Ligue 1,GK,Goalkeeper,20,2543,13,65,14,10,18,62,21,32,21,12,15,31,42,40,12,69,72,1,32,19,12,18
Günay Güvenç,NAN,Galatasaray,UEFA Europa League,GK,Goalkeeper,33,360,89,24,88,90,90,13,34,10,67,34,32,24,10,10,27,80,73,1,55,98,47,93
Hendrik Bonmann,GER,Ludogorets,UEFA Europa League,GK,Goalkeeper,31,360,85,85,94,64,96,89,89,88,94,78,95,86,87,92,95,36,33,1,96,48,86,74
Heorhiy Bushchan,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,30,450,98,8,97,97,67,13,65,68,75,90,83,17,39,55,34,40,38,1,45,39,29,51
Hervé Koffi,BFA,Lens,French Ligue 1,GK,Goalkeeper,28,450,70,38,77,85,95,13,20,21,17,61,18,17,18,19,52,19,15,1,60,44,73,98
Hákon Rafn Valdimarsson,ISL,Brentford,English Premier League,GK,Goalkeeper,23,145,5,69,10,3,4,93,95,95,75,59,80,92,95,15,84,5,5,1,85,76,94,2
Ingvar Jónsson,ISL,KV,UEFA Europa Conference League,GK,Goalkeeper,35,720,56,56,69,66,87,56,68,63,83,30,82,33,38,71,60,93,90,1,68,54,49,90
Ionuț Radu,ROU,Venezia,Italian Serie A,GK,Goalkeeper,27,1350,44,72,59,30,65,60,56,84,63,49,87,32,59,58,59,13,13,1,74,10,56,45
Isak Pettersson,SWE,Elfsborg,UEFA Europa League,GK,Goalkeeper,27,720,80,31,88,68,49,80,62,94,36,44,75,88,92,96,81,29,32,1,81,6,39,61
Ivan Guteša,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,22,270,64,85,85,63,95,72,88,78,9,44,25,93,92,39,18,16,16,1,94,73,17,92
Ivan Nevistić,CRO,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,26,450,92,6,80,97,48,45,69,70,34,10,47,71,61,66,13,5,5,1,16,44,11,84
Ivan Provedel,ITA,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,31,2880,14,56,12,15,22,42,68,54,80,24,80,16,31,43,65,60,61,1,25,71,72,25
Ivica Ivušić,CRO,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,30,810,7,77,8,17,49,72,26,27,27,51,24,20,14,15,30,65,61,1,20,40,50,80
Iván Villar,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,27,360,50,16,27,81,27,13,2,6,8,34,2,89,49,79,15,71,81,1,15,1,12,89
Iñaki Peña,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,26,1846,9,76,10,12,36,76,4,4,76,66,29,34,21,11,14,99,99,1,30,17,17,42
Jack Butland,ENG,Rangers,UEFA Europa League,GK,Goalkeeper,32,900,20,62,27,21,35,45,86,79,33,29,56,85,88,81,43,19,20,1,54,66,29,48
Jacob Karlstrom,NOR,Molde,UEFA Europa Conference League,GK,Goalkeeper,28,360,30,68,39,57,84,56,19,41,98,78,97,52,40,94,91,95,93,1,58,9,70,94
Jacob Rinne,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,735,17,58,24,14,23,53,36,48,40,25,36,69,64,57,66,64,62,1,59,22,66,40
Jacopo Seghetti,ITA,Empoli,Italian Serie A,GK,Goalkeeper,19,90,85,6,52,76,3,13,24,24,1,78,4,37,37,1,5,55,77,1,10,44,5,6
Jakub Stolarczyk,POL,Leicester City,English Premier League,GK,Goalkeeper,24,900,46,38,40,56,43,45,77,87,71,29,73,53,66,83,72,40,56,1,35,23,53,59
Jan Oblak,SVN,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,32,4140,16,89,30,7,40,79,22,16,4,81,5,75,59,43,63,35,42,1,80,73,68,13
Janis Blaswich,GER,RB Salzburg,UEFA Champions League,GK,Goalkeeper,33,381,82,4,31,88,3,13,30,33,26,16,17,62,53,24,14,77,70,1,4,34,15,9
Jason Steele,ENG,Brighton,English Premier League,GK,Goalkeeper,34,180,3,95,7,3,19,89,34,18,97,27,94,1,2,22,72,80,71,1,85,85,86,1
Jasper Cillessen,NED,Las Palmas,Spanish La Liga,GK,Goalkeeper,35,2335,61,37,66,65,63,31,61,70,62,88,68,72,69,75,27,38,46,1,47,28,19,68
Jay Gorter,NED,Ajax,UEFA Europa League,GK,Goalkeeper,24,67,33,9,6,37,2,13,48,19,85,47,53,6,13,5,5,5,5,1,1,95,5,3
Jean Butez,FRA,Como,Italian Serie A,GK,Goalkeeper,29,1666,19,79,31,14,49,60,62,49,90,75,85,3,8,17,83,96,95,1,66,69,93,32
Jeroen Zoet,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,33,90,64,85,85,94,100,13,65,93,27,78,51,93,93,98,96,5,5,1,94,7,78,99
Jesse Joronen,FIN,Venezia,Italian Serie A,GK,Goalkeeper,31,703,68,27,72,61,18,58,16,37,74,93,63,42,32,77,50,29,21,1,54,9,36,43
Jesús Owono,EQG,Alavés,Spanish La Liga,GK,Goalkeeper,24,487,6,63,5,11,19,13,94,87,18,7,57,67,90,33,80,18,15,1,8,86,87,19
Joakim Persson,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,17,90,64,24,52,23,5,13,46,60,21,95,25,37,59,55,72,5,5,1,24,21,69,5
Joan García,ESP,Espanyol,Spanish La Liga,GK,Goalkeeper,24,3420,67,58,78,55,75,47,68,59,42,84,49,51,62,86,94,46,44,1,78,61,87,52
