Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Alex McCarthy,ENG,Southampton,English Premier League,GK,Goalkeeper,35,450,7.4,2.6,4.8,2.52,-0.08,0.0,4.8,10.4,26.4,5.8,778.02,4.6,141.52,14.8,1.6,0.0,0.0,1,64.86,46.15,10.81,22.09
Alex Meret,ITA,Napoli,Italian Serie A,GK,Goalkeeper,28,3005,2.52,0.75,1.77,0.75,0.01,0.48,2.64,6.41,31.18,3.5,864.6,5.42,189.31,11.32,0.63,1.41,27.18,1,70.24,41.19,5.57,20.9
Alex Padilla,ESP,Athletic Club,Spanish La Liga,GK,Goalkeeper,21,321,4.77,1.68,3.36,1.35,-0.34,0.28,7.57,21.87,27.48,4.21,1141.54,6.17,398.05,15.98,0.56,0.84,13.4,1,70.44,34.61,3.5,19.94
Alex Palmer,ENG,Ipswich Town,English Premier League,GK,Goalkeeper,28,1170,5.46,2.31,3.31,1.94,-0.37,0.0,5.46,14.31,25.31,4.23,858.91,7.23,367.27,19.15,1.54,1.0,13.99,1,60.62,38.16,8.04,21.54
Alexander Meyer,GER,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,33,270,4.0,1.33,2.67,1.37,0.03,0.33,3.67,14.0,40.33,2.67,1272.93,3.67,210.0,11.0,1.0,1.0,14.87,1,66.75,26.21,9.09,22.86
Alexander Nübel,GER,Stuttgart,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,28,3690,3.95,1.61,2.34,1.28,-0.33,0.2,4.49,11.71,35.29,3.95,1065.71,3.39,130.6,11.59,0.63,1.46,31.86,1,59.24,38.34,5.44,19.2
Alexander Schlager,AUT,RB Salzburg,UEFA Champions League,GK,Goalkeeper,28,335,8.33,3.49,4.84,2.82,-0.67,0.0,3.76,13.16,25.52,3.76,983.2,5.91,199.91,15.31,1.07,2.96,63.19,1,58.1,28.57,6.99,19.67
Alexander Schwolow,GER,Union Berlin,German Bundesliga,GK,Goalkeeper,32,540,4.67,2.17,2.5,1.63,-0.53,0.0,4.67,12.17,27.67,4.33,856.95,6.67,283.65,14.17,0.0,0.67,13.83,1,53.53,38.37,0.0,18.69
Aleš Mandous,CZE,Slavia Prague,UEFA Europa League,GK,Goalkeeper,32,180,7.0,2.0,4.5,2.4,0.4,0.0,3.5,9.0,36.0,5.5,955.5,3.5,166.55,9.5,0.5,1.0,16.15,1,64.29,38.89,5.26,22.04
Alisson,BRA,Liverpool,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,3048,3.75,0.94,2.86,1.1,0.12,0.35,3.01,8.56,32.45,4.52,902.16,2.98,105.13,9.39,0.44,1.65,30.12,1,76.27,35.16,4.69,22.37
Alphonse Areola,FRA,West Ham,English Premier League,GK,Goalkeeper,32,2260,4.58,1.63,3.07,1.41,-0.22,0.2,5.38,15.29,31.38,4.74,1008.64,7.81,335.23,15.69,0.6,1.19,22.62,1,67.03,35.19,3.82,20.64
Altay Bayındır,TUR,Manchester Utd,"English Premier League, UEFA Europa League",GK,Goalkeeper,27,540,4.5,1.83,2.83,2.0,0.17,0.33,2.17,12.0,30.0,3.17,946.65,5.17,245.67,11.67,0.67,1.5,23.95,1,62.89,18.08,5.74,27.95
Amir Saipi,KVX,Lugano,UEFA Europa Conference League,GK,Goalkeeper,24,720,4.75,1.5,3.25,1.59,0.09,0.38,6.62,15.12,45.75,3.75,1413.5,5.62,233.21,13.25,0.62,0.12,1.72,1,68.42,43.78,4.68,22.9
Anatolii Trubin,UKR,Benfica,UEFA Champions League,GK,Goalkeeper,23,1080,5.0,1.58,3.42,1.17,-0.42,0.33,1.75,7.83,22.58,5.58,698.26,5.42,188.42,14.42,0.67,0.67,10.28,1,68.4,22.35,4.65,16.01
Andrea Mazza,ITA,Monza,Italian Serie A,GK,Goalkeeper,21,8,0.0,0.0,0.0,0.0,0.0,11.25,11.25,22.5,56.25,11.25,1350.0,22.5,900.0,11.25,0.0,0.0,0.0,1,,50.0,0.0,
Andriy Lunin,UKR,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,26,810,3.56,1.22,2.33,1.26,0.03,0.44,2.56,5.11,20.67,4.44,544.68,5.33,160.81,8.67,0.67,1.67,32.51,1,65.45,50.1,7.73,23.16
André Ferreira,POR,Valladolid,Spanish La Liga,GK,Goalkeeper,28,540,6.5,3.33,3.17,2.53,-0.8,0.0,5.0,13.83,23.0,4.33,777.35,9.33,389.5,15.33,0.67,0.5,6.23,1,48.77,36.15,4.37,18.98
André Onana,CMR,Manchester Utd,"English Premier League, UEFA Europa League",GK,Goalkeeper,29,4230,3.83,1.32,2.51,1.29,-0.03,0.23,3.7,12.57,32.7,3.81,1003.06,4.21,200.85,11.66,0.64,0.77,15.26,1,65.54,29.44,5.49,22.07
Anthony Lopes,POR,Nantes,French Ligue 1,GK,Goalkeeper,34,1563,4.09,1.5,2.65,1.46,-0.03,0.17,5.12,14.8,25.97,3.22,929.81,5.53,273.32,17.74,0.92,0.46,7.42,1,64.79,34.59,5.19,23.13
Anthony Moris,LUX,Union SG,UEFA Europa League,GK,Goalkeeper,34,900,3.7,1.1,2.7,1.26,0.16,0.2,7.6,17.6,31.1,2.6,1228.87,3.4,137.85,11.4,0.8,0.5,10.84,1,72.97,43.18,7.02,24.85
Antonio Sivera,ESP,Alavés,Spanish La Liga,GK,Goalkeeper,28,2810,3.59,1.25,2.4,1.25,-0.03,0.26,9.51,23.19,23.54,2.24,1121.72,7.33,439.81,14.51,0.96,0.93,17.47,1,66.85,41.01,6.62,23.28
Antonín Kinský,CZE,"Slavia Prague, Tottenham","English Premier League, UEFA Europa League",GK,Goalkeeper,22,1080,4.0,1.5,2.67,1.35,-0.15,0.17,3.92,10.08,34.08,4.75,1031.72,4.17,125.66,12.92,1.0,1.5,28.89,1,66.75,38.89,7.74,22.53
Arijanet Muric,KVX,Ipswich Town,English Premier League,GK,Goalkeeper,26,1620,5.56,1.83,3.72,1.75,-0.08,0.06,4.22,12.72,29.67,5.22,900.06,5.22,285.35,13.83,2.17,1.11,19.64,1,66.91,33.18,15.69,21.06
Arnau Rafús,ESP,Valladolid,Spanish La Liga,GK,Goalkeeper,21,90,2.0,2.0,0.0,0.5,-1.5,0.0,7.0,15.0,38.0,5.0,1326.2,5.0,195.0,14.0,1.0,1.0,11.4,1,0.0,46.67,7.14,0.0
Arnau Tenas,ESP,Paris S-G,French Ligue 1,GK,Goalkeeper,23,90,4.0,1.0,3.0,1.5,0.5,0.0,3.0,4.0,30.0,4.0,762.0,2.0,43.0,5.0,1.0,1.0,15.6,1,75.0,75.0,20.0,28.12
Arthur Desmas,FRA,Le Havre,French Ligue 1,GK,Goalkeeper,30,1620,5.17,2.11,3.0,2.15,0.04,0.17,3.11,8.39,22.44,4.0,692.96,6.5,192.7,15.39,0.67,0.39,7.37,1,58.03,37.07,4.35,24.13
Augusto Batalla,ARG,Rayo Vallecano,Spanish La Liga,GK,Goalkeeper,29,2880,4.16,1.22,2.91,1.26,0.04,0.25,5.53,16.69,30.91,4.03,1182.08,5.75,293.58,14.16,1.09,1.19,22.84,1,69.95,33.13,7.7,21.19
Bart Verbruggen,NED,Brighton,English Premier League,GK,Goalkeeper,22,3240,3.97,1.61,2.42,1.41,-0.2,0.19,3.39,10.72,34.06,3.39,1011.26,2.31,111.87,11.5,0.75,1.31,24.51,1,60.96,31.62,6.52,21.65
Bartłomiej Drągowski,POL,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,27,630,5.57,1.71,3.86,1.8,0.09,0.29,1.57,7.43,27.43,4.29,769.17,4.14,128.04,10.43,0.86,1.57,25.39,1,69.3,21.13,8.25,22.39
Ben Alexander Voll,GER,St. Pauli,German Bundesliga,GK,Goalkeeper,24,91,4.95,1.98,2.97,2.37,0.4,0.99,6.92,27.69,36.59,4.95,1634.04,12.86,510.43,14.84,0.0,0.0,0.0,1,60.0,24.99,0.0,28.73
Benjamin Lecomte,FRA,Montpellier,French Ligue 1,GK,Goalkeeper,34,2610,5.76,2.28,3.55,1.99,-0.29,0.03,6.1,15.48,28.07,3.97,1017.28,6.34,269.24,14.07,0.69,0.9,16.82,1,61.63,39.41,4.9,21.29
Benjamin Siegrist,SUI,Genoa,Italian Serie A,GK,Goalkeeper,33,152,7.11,1.18,5.92,1.42,0.0,0.0,3.55,17.76,31.97,5.33,1146.26,11.25,525.97,15.39,0.59,0.59,4.74,1,83.26,19.99,3.83,16.63
Bernd Leno,GER,Fulham,English Premier League,GK,Goalkeeper,33,3420,4.18,1.42,2.79,1.28,-0.14,0.13,3.71,9.66,32.39,4.39,934.8,4.53,189.52,13.34,0.61,0.87,14.23,1,66.75,38.41,4.57,20.44
Brandon Austin,ENG,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,26,270,3.0,1.33,1.67,1.7,0.37,0.33,2.67,6.33,23.33,5.0,600.87,4.33,164.07,17.67,2.67,1.33,21.47,1,55.67,42.18,15.11,31.54
Brice Samba,FRA,"Lens, Rennes",French Ligue 1,GK,Goalkeeper,31,2879,4.41,1.28,3.06,1.47,0.19,0.38,4.38,10.66,31.39,3.91,942.16,5.56,191.82,11.79,1.03,1.16,21.81,1,69.39,41.09,8.74,23.13
Bruno Varela,CPV,Vitória,UEFA Europa Conference League,GK,Goalkeeper,30,720,4.0,1.5,2.5,1.4,-0.1,0.0,2.62,7.38,25.38,2.12,770.82,4.12,158.24,8.12,0.38,0.38,4.8,1,62.5,35.5,4.68,21.88
Caoimhín Kelleher,IRL,Liverpool,"English Premier League, UEFA Champions League",GK,Goalkeeper,26,1260,3.86,1.07,2.64,1.25,0.18,0.5,2.86,10.57,35.57,4.36,1012.68,2.57,96.3,11.0,0.57,1.14,23.81,1,68.39,27.06,5.18,22.15
Christian Walton,ENG,Ipswich Town,English Premier League,GK,Goalkeeper,29,630,5.57,2.71,2.86,2.41,-0.3,0.14,6.0,16.57,29.14,5.0,999.44,7.29,323.9,15.86,1.71,0.29,3.93,1,51.35,36.21,10.78,22.22
Christos Mandas,GRE,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,23,1620,3.39,0.83,2.56,1.09,0.26,0.33,5.22,13.61,33.17,3.94,1175.09,3.28,141.82,11.5,1.56,1.89,41.04,1,75.52,38.35,13.57,24.28
Colin Coosemans,BEL,Anderlecht,UEFA Europa League,GK,Goalkeeper,32,810,4.11,1.44,2.67,1.16,-0.29,0.11,5.22,17.22,45.22,4.22,1554.62,3.67,149.59,15.56,0.78,1.22,25.69,1,64.96,30.31,5.01,18.34
Connor Roberts,WAL,The New Saints,UEFA Europa Conference League,GK,Goalkeeper,32,540,6.83,1.67,5.17,2.37,0.7,0.17,5.33,15.5,33.17,2.0,1106.88,7.17,310.5,16.33,0.83,0.17,1.67,1,75.7,34.39,5.08,26.27
Craig Gordon,SCO,Hearts,UEFA Europa Conference League,GK,Goalkeeper,41,540,3.83,1.5,2.33,1.42,-0.08,0.17,3.67,14.17,21.17,4.5,776.77,7.5,349.83,10.5,0.33,0.5,9.25,1,60.84,25.9,3.14,22.56
Damjan Šiškovski,MKD,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,29,90,2.0,1.0,1.0,1.0,0.0,0.0,5.0,13.0,23.0,6.0,685.4,7.0,378.7,11.0,1.0,1.0,11.3,1,50.0,38.46,9.09,25.0
Dani Cárdenas,ESP,Rayo Vallecano,Spanish La Liga,GK,Goalkeeper,28,540,3.33,1.0,2.33,0.95,-0.05,0.33,4.33,17.67,22.0,3.5,973.87,7.67,398.28,13.17,0.33,0.17,2.17,1,69.97,24.5,2.51,19.96
Daniel Bentley,ENG,Wolves,English Premier League,GK,Goalkeeper,31,180,6.0,2.0,4.0,1.95,-0.05,0.5,3.5,10.5,26.0,3.0,731.4,6.5,301.55,12.5,0.0,1.5,32.4,1,66.67,33.33,0.0,21.67
Daniel Peretz,ISR,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,360,2.75,1.5,1.25,1.3,-0.2,0.0,2.25,8.0,30.5,1.25,880.7,3.0,83.0,5.25,0.0,2.0,43.02,1,45.45,28.12,0.0,21.49
Daniel Schmidt,JPN,Gent,UEFA Europa Conference League,GK,Goalkeeper,32,90,3.0,2.0,1.0,1.8,-0.2,0.0,4.0,9.0,17.0,5.0,581.4,3.0,108.0,7.0,1.0,1.0,15.0,1,33.33,44.44,14.29,20.0
Daniele Padelli,ITA,Udinese,Italian Serie A,GK,Goalkeeper,39,90,3.0,0.0,3.0,0.8,0.8,1.0,3.0,7.0,18.0,2.0,549.0,2.0,64.0,11.0,1.0,0.0,0.0,1,100.0,42.86,9.09,26.67
Daniele Sommariva,ITA,Genoa,Italian Serie A,GK,Goalkeeper,27,28,9.64,3.21,6.43,2.89,-0.32,0.0,3.21,32.14,28.93,0.0,1223.68,19.29,916.07,61.07,0.0,0.0,0.0,1,66.7,9.99,0.0,20.0
Daniil Khudiakov,RUS,Sturm Graz,UEFA Champions League,GK,Goalkeeper,20,180,5.0,1.5,3.5,1.35,-0.15,0.5,4.5,19.5,30.5,4.5,1131.4,5.5,347.5,16.0,2.0,0.5,6.2,1,70.0,23.08,12.5,18.9
Danijel Zagorac,CRO,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,37,270,4.0,1.33,2.67,1.47,0.13,0.33,6.0,17.33,23.33,2.0,834.73,11.0,545.57,18.67,0.67,1.0,12.93,1,66.75,34.62,3.59,24.53
Danny Ward,WAL,Leicester City,English Premier League,GK,Goalkeeper,31,135,6.67,4.0,2.67,1.87,-2.13,0.0,6.67,14.67,30.67,6.0,981.2,4.67,242.67,7.33,0.0,1.33,29.0,1,40.03,45.47,0.0,11.22
David Raya,ESP,Arsenal,"English Premier League, UEFA Champions League",GK,Goalkeeper,29,4590,3.12,0.84,2.24,0.96,0.12,0.37,4.29,12.96,32.27,4.47,1001.79,4.04,191.17,10.55,1.31,1.65,33.53,1,71.79,33.1,12.42,22.09
David Soria,ESP,Getafe,Spanish La Liga,GK,Goalkeeper,32,3420,3.32,1.03,2.26,1.1,0.07,0.24,7.89,21.03,18.92,1.79,922.57,8.0,491.69,12.61,0.66,1.03,19.43,1,68.07,37.52,5.23,22.55
David de Gea,ESP,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,3600,4.0,1.15,2.82,1.16,0.02,0.28,6.05,13.6,25.0,3.68,886.91,6.82,299.96,13.65,0.35,0.98,19.17,1,70.5,44.49,2.56,20.44
David von Ballmoos,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,29,360,7.25,3.75,3.25,2.38,-1.38,0.0,5.75,16.75,31.75,2.25,1155.2,5.75,266.35,14.75,0.25,1.0,25.6,1,44.83,34.33,1.69,14.72
Davy Roef,BEL,Gent,UEFA Europa Conference League,GK,Goalkeeper,31,630,5.29,1.29,4.0,1.19,-0.1,0.43,2.71,7.14,24.86,5.0,772.84,5.71,148.57,12.14,0.0,0.29,6.21,1,75.61,37.96,0.0,17.01
Dean Henderson,ENG,Crystal Palace,English Premier League,GK,Goalkeeper,28,3420,3.95,1.34,2.66,1.34,-0.01,0.29,4.13,15.79,24.79,3.03,954.69,7.18,322.24,14.71,0.79,1.05,20.41,1,67.34,26.16,5.37,22.85
Deniz Dilmen,NAN,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,19,180,6.5,3.5,3.0,3.2,-0.3,0.0,2.0,5.5,28.0,2.5,705.6,5.5,156.5,8.5,0.0,4.0,102.55,1,46.15,36.36,0.0,22.72
Devis Vásquez,COL,Empoli,Italian Serie A,GK,Goalkeeper,27,2880,3.91,1.41,2.47,1.26,-0.15,0.19,5.03,17.5,29.78,3.25,1162.1,4.69,243.76,15.31,1.12,0.47,8.71,1,63.17,28.74,7.32,20.36
Diant Ramaj,GER,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,23,360,5.0,1.5,3.5,1.88,0.38,0.0,3.75,17.0,42.25,5.25,1440.8,3.5,158.55,10.0,1.25,1.0,24.85,1,70.0,22.06,12.5,26.32
Diego Conde,ESP,Villarreal,Spanish La Liga,GK,Goalkeeper,26,1962,4.31,1.51,2.84,1.21,-0.31,0.09,2.8,7.39,24.4,5.09,688.39,4.91,178.34,14.82,0.83,0.73,12.83,1,65.89,37.89,5.6,18.5
Dimitry Bertaud,COD,Montpellier,French Ligue 1,GK,Goalkeeper,26,360,5.25,2.75,2.5,2.2,-0.55,0.0,5.0,11.75,21.5,4.75,741.92,6.75,294.23,13.75,2.0,0.75,12.72,1,47.62,42.55,14.55,19.95
Dinko Horkaš,CRO,Las Palmas,Spanish La Liga,GK,Goalkeeper,26,1085,4.48,1.58,2.9,1.61,0.03,0.08,5.72,14.52,39.4,4.4,1280.43,3.9,167.64,12.28,0.75,1.33,27.98,1,64.73,39.39,6.11,23.26
Diogo Costa,POR,Porto,UEFA Europa League,GK,Goalkeeper,25,900,3.8,1.5,2.3,1.23,-0.27,0.3,5.0,12.8,37.4,3.9,1156.14,5.1,197.57,14.6,0.9,1.3,26.82,1,60.53,39.06,6.16,19.59
Dmytro Riznyk,UKR,Shakhtar,UEFA Champions League,GK,Goalkeeper,25,720,6.5,2.0,4.5,2.14,0.14,0.25,5.75,16.38,38.88,4.25,1304.74,6.75,274.18,17.62,2.0,0.5,5.2,1,69.23,35.1,11.35,22.79
Dominik Greif,SVK,Mallorca,Spanish La Liga,GK,Goalkeeper,28,2790,3.74,1.1,2.68,1.09,-0.01,0.23,6.16,15.32,27.32,4.06,995.04,6.23,301.04,16.48,0.48,0.68,12.12,1,71.66,40.21,2.91,20.88
Dominik Kotarski,CRO,PAOK,UEFA Europa League,GK,Goalkeeper,25,900,4.5,1.4,3.2,1.69,0.29,0.3,3.8,13.2,34.9,3.4,1164.98,4.2,195.81,13.5,0.3,0.8,16.47,1,71.11,28.79,2.22,26.71
Dominik Livaković,CRO,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,29,540,5.67,1.5,4.0,1.67,0.17,0.0,5.83,17.83,37.5,5.33,1276.07,4.33,215.82,12.17,0.5,1.0,22.15,1,70.55,32.7,4.11,20.78
Dominik Takáč,SVK,Slovan Bratislava,UEFA Champions League,GK,Goalkeeper,26,720,8.0,3.38,4.5,2.95,-0.42,0.0,4.25,12.62,19.62,4.88,699.16,10.0,376.15,20.38,1.38,0.0,0.0,1,56.25,33.68,6.77,20.74
Donovan Léon,GUF,Auxerre,French Ligue 1,GK,Goalkeeper,32,2880,5.12,1.5,3.69,1.75,0.25,0.28,6.66,20.28,29.22,5.41,1226.93,6.09,343.45,16.19,0.88,1.22,22.32,1,72.07,32.84,5.44,24.63
Dávid Gróf,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,35,180,4.5,1.5,3.0,1.2,-0.3,0.5,5.0,16.0,23.5,2.0,933.8,3.5,198.1,16.5,1.0,0.5,10.0,1,66.67,31.25,6.06,17.78
Dénes Dibusz,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,34,572,4.88,1.57,3.3,1.75,0.11,0.31,4.25,9.28,26.28,3.78,794.63,4.56,169.1,12.43,0.16,1.1,34.91,1,67.62,45.8,1.29,24.25
Ed McGinty,IRL,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,25,180,2.5,0.5,2.0,0.35,-0.15,0.5,3.0,8.0,24.0,8.0,689.85,5.0,179.95,9.0,1.0,4.0,79.2,1,80.0,37.5,11.11,11.2
Ederson,BRA,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,31,3040,3.7,1.36,2.37,1.39,0.02,0.33,2.66,6.13,31.5,4.17,870.76,3.14,101.6,8.26,0.5,1.95,40.97,1,64.05,43.39,6.05,24.06
Elia Caprile,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,23,1945,3.42,1.06,2.36,1.19,0.12,0.37,6.62,16.52,29.06,4.72,1050.58,8.05,354.15,13.74,0.97,1.2,23.71,1,69.01,40.07,7.06,24.01
Elías Rafn Ólafsson,ISL,Midtjylland,UEFA Europa League,GK,Goalkeeper,24,520,5.19,1.21,3.98,1.28,0.07,0.35,4.33,16.62,27.0,5.54,1019.56,8.48,402.66,10.73,0.87,2.08,49.79,1,76.69,26.05,8.11,18.91
Emil Audero,IDN,Como,Italian Serie A,GK,Goalkeeper,27,720,4.25,2.25,2.0,1.55,-0.7,0.0,2.12,6.88,29.0,3.75,830.45,2.62,72.3,11.88,0.62,1.0,15.32,1,47.06,30.81,5.22,17.16
Emiliano Martínez,ARG,Aston Villa,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,4274,4.25,1.2,3.03,1.3,0.09,0.27,4.51,11.5,34.41,3.64,1040.07,4.49,207.87,12.89,1.45,0.91,17.44,1,71.29,39.22,11.25,21.81
Enrico Del Prato,ITA,Parma,Italian Serie A,GK,Goalkeeper,24,13,13.85,13.85,0.0,2.08,-11.77,0.0,0.0,83.08,83.08,6.92,3796.62,20.77,1038.46,55.38,6.92,0.0,0.0,1,0.0,0.0,12.5,0.0
Ersin Destanoğlu,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,23,270,5.67,1.67,4.0,1.57,-0.1,0.33,2.33,11.67,26.67,6.67,896.77,8.67,283.4,13.0,1.33,0.33,5.1,1,70.55,19.97,10.23,19.53
Fabian Bredlow,GER,Stuttgart,UEFA Champions League,GK,Goalkeeper,29,90,6.0,4.0,2.0,3.3,-0.7,0.0,4.0,14.0,31.0,5.0,1181.1,2.0,25.0,8.0,0.0,2.0,47.4,1,33.33,28.57,0.0,18.33
Fabiano,BRA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,36,630,4.71,1.29,3.29,1.61,0.33,0.29,3.43,9.71,15.0,3.43,491.06,8.29,366.77,15.86,0.86,0.14,1.83,1,69.85,35.32,5.42,23.88
Fabijan Buntić,CRO,Qarabağ,UEFA Europa League,GK,Goalkeeper,27,180,5.0,2.5,2.5,2.2,-0.3,0.0,0.5,3.0,15.5,3.5,408.95,3.0,106.5,8.5,0.5,1.0,17.25,1,50.0,16.67,5.88,22.0
Fabrice Ondoa,CMR,FK Rīgas FS,UEFA Europa League,GK,Goalkeeper,29,720,5.0,1.62,3.38,1.38,-0.25,0.12,4.12,13.75,24.25,3.75,945.76,5.12,233.39,16.12,0.75,0.5,7.82,1,67.6,29.96,4.65,18.66
Federico Ravaglia,ITA,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,25,1146,2.28,1.18,1.1,0.97,-0.2,0.39,4.16,12.09,36.99,4.01,1146.76,3.85,152.8,8.17,0.86,0.71,11.37,1,48.25,34.41,10.53,20.53
Fernando Muslera,URU,Galatasaray,UEFA Europa League,GK,Goalkeeper,38,540,4.83,2.33,2.5,2.3,-0.03,0.0,4.17,10.17,28.0,4.17,884.38,4.17,157.02,10.5,0.83,1.0,26.05,1,51.76,41.0,7.9,24.65
Filip Jørgensen,DEN,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,23,1620,4.28,1.0,3.28,1.29,0.29,0.33,1.11,4.28,33.28,5.17,747.49,3.0,69.61,8.56,0.89,0.78,13.47,1,76.64,25.93,10.4,23.1
Filip Manojlović,SRB,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,28,810,4.33,1.0,3.22,1.5,0.5,0.44,4.44,9.67,20.11,5.89,615.77,7.22,321.5,14.78,0.89,0.78,16.03,1,74.36,45.92,6.02,25.76
Filip Stankovic,SRB,Venezia,Italian Serie A,GK,Goalkeeper,22,1367,5.46,1.51,3.95,1.67,0.15,0.0,3.16,10.6,28.51,3.36,899.51,4.81,164.84,16.39,0.79,0.86,12.54,1,72.34,29.81,4.82,22.13
Finn Dahmen,GER,Augsburg,German Bundesliga,GK,Goalkeeper,27,1710,4.32,1.0,3.42,1.27,0.27,0.47,6.79,17.95,32.32,2.68,1127.91,7.63,405.98,17.74,0.47,1.37,22.75,1,79.17,37.83,2.65,23.27
Florian Müller,GER,Freiburg,German Bundesliga,GK,Goalkeeper,27,753,3.59,1.91,1.79,1.39,-0.53,0.24,6.45,19.84,31.91,3.35,1184.57,6.81,393.43,12.43,0.72,1.08,17.0,1,49.86,32.51,5.79,19.31
