Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Marcin Bułka,POL,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,25,3600,4.92,1.38,3.58,1.37,-0.0,0.2,3.22,7.85,28.05,5.08,796.72,4.85,155.36,13.4,1.15,1.25,22.4,1,72.76,41.02,8.58,20.26
Marco Bizot,NED,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,34,3690,4.17,1.66,2.54,1.46,-0.2,0.29,7.27,16.98,27.66,4.07,1043.1,6.2,308.9,13.9,1.07,1.68,33.49,1,60.91,42.82,7.7,21.33
Marco Carnesecchi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,24,3870,3.53,1.0,2.58,1.01,0.01,0.42,3.74,11.35,25.21,4.63,825.28,5.88,291.29,8.81,0.53,1.4,24.99,1,73.09,32.95,6.02,20.91
Marco Silvestri,ITA,Empoli,Italian Serie A,GK,Goalkeeper,34,450,5.4,2.2,3.4,1.6,-0.6,0.0,7.0,17.0,27.0,3.2,1129.32,2.6,65.6,12.4,0.2,0.8,10.2,1,62.96,41.18,1.61,18.66
Marco Sportiello,ITA,Milan,Italian Serie A,GK,Goalkeeper,32,126,4.29,1.43,2.86,1.5,0.07,0.71,3.57,9.29,32.86,5.71,912.21,10.0,306.57,10.71,0.71,2.14,70.07,1,66.67,38.43,6.63,23.31
Marius Müller,GER,Wolfsburg,German Bundesliga,GK,Goalkeeper,31,475,4.36,0.95,3.41,1.44,0.49,0.19,7.01,18.38,34.86,5.49,1276.84,6.44,330.71,18.76,1.71,0.57,8.26,1,78.21,38.14,9.12,25.83
Mark Flekken,NED,Brentford,English Premier League,GK,Goalkeeper,31,3275,5.58,1.51,4.12,1.45,-0.09,0.19,6.84,18.11,41.17,3.35,1418.09,5.83,319.6,15.97,1.26,0.93,13.82,1,73.84,37.77,7.89,19.19
Mark Travers,IRL,Bournemouth,English Premier League,GK,Goalkeeper,25,450,5.0,1.0,4.0,1.88,0.88,0.2,6.6,14.6,20.6,5.8,747.32,7.8,435.42,12.6,0.2,1.0,14.82,1,80.0,45.21,1.59,30.08
Marko Dmitrović,SRB,Leganés,Spanish La Liga,GK,Goalkeeper,33,2880,4.69,1.53,3.22,1.57,0.03,0.31,6.28,23.91,23.22,3.5,1095.32,9.47,626.67,18.09,1.53,1.66,28.33,1,68.66,26.27,8.46,22.98
Marko Ilić,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,26,180,8.5,5.0,3.5,4.35,-0.65,0.0,6.0,22.5,18.5,3.0,849.75,12.5,665.2,14.5,1.0,0.0,0.0,1,41.18,26.67,6.9,21.07
Martin Dúbravka,SVK,Newcastle Utd,English Premier League,GK,Goalkeeper,36,900,4.1,1.2,2.9,1.28,0.08,0.5,1.8,8.0,27.3,5.4,689.27,5.9,267.64,12.7,1.0,1.1,22.3,1,70.73,22.5,7.87,22.08
Martin Jedlička,CZE,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,27,1080,4.92,1.33,3.5,1.7,0.37,0.25,5.92,16.92,24.33,2.67,1003.22,5.67,303.24,14.67,0.83,1.08,24.71,1,71.14,34.99,5.66,24.58
Marvin Keller,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,22,360,6.0,2.25,4.0,1.92,-0.32,0.0,3.0,13.25,41.25,4.75,1298.6,2.75,119.5,19.0,0.0,0.5,7.65,1,66.67,22.64,0.0,21.33
Matej Kovar,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,990,2.64,1.0,1.73,0.81,-0.19,0.55,3.82,8.36,26.73,3.36,780.89,4.0,152.42,9.91,0.64,0.82,16.13,1,65.53,45.69,6.46,20.11
Mateusz Kochalski,POL,Qarabağ,UEFA Europa League,GK,Goalkeeper,24,540,7.17,2.5,4.67,2.82,0.32,0.0,3.67,13.83,31.83,3.5,1066.52,5.0,231.17,11.17,0.5,1.0,17.68,1,65.13,26.54,4.48,25.62
Matevž Vidovšek,SVN,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,25,720,4.25,0.88,3.12,1.48,0.6,0.62,4.25,10.0,24.75,4.25,821.54,6.38,231.38,17.12,1.12,0.75,15.81,1,73.41,42.5,6.54,25.56
Matheus,BRA,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,32,517,5.57,2.09,3.48,1.74,-0.35,0.17,2.79,8.36,36.21,3.66,1055.58,6.09,165.64,14.8,0.7,2.61,61.0,1,62.48,33.37,4.73,19.52
Mathew Ryan,AUS,Lens,French Ligue 1,GK,Goalkeeper,33,1260,4.43,1.21,3.14,1.39,0.18,0.43,3.29,9.64,24.43,5.64,789.32,4.71,166.16,12.57,1.43,0.71,12.56,1,70.88,34.13,11.38,22.24
Mathieu Gorgelin,FRA,Le Havre,French Ligue 1,GK,Goalkeeper,34,1440,5.12,2.06,3.12,2.14,0.08,0.06,4.94,11.44,27.19,4.69,880.11,6.19,214.26,16.81,1.31,0.5,8.36,1,60.94,43.18,7.79,25.47
Matjaž Rozman,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,37,360,5.0,2.0,3.0,1.72,-0.28,0.0,3.75,8.75,24.5,5.0,741.52,8.0,249.1,13.25,0.25,0.0,0.0,1,60.0,42.86,1.89,20.64
Matouš Trmal,CZE,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,26,540,6.5,1.67,5.0,1.77,0.1,0.17,3.17,13.83,32.67,5.5,1014.55,7.33,372.17,14.67,1.17,1.0,16.62,1,76.92,22.92,7.98,20.95
Mattia Perin,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,32,660,5.05,0.95,3.95,1.46,0.5,0.41,2.59,8.59,33.14,6.41,964.27,3.14,127.85,12.41,0.68,0.55,11.93,1,78.22,30.15,5.48,22.61
Matvei Safonov,RUS,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,1059,2.8,0.85,2.04,0.78,-0.07,0.34,3.48,9.43,26.52,4.33,792.02,4.93,158.72,9.26,0.59,1.53,31.24,1,72.86,36.9,6.37,20.3
Matz Sels,BEL,Nott'ham Forest,English Premier League,GK,Goalkeeper,33,3420,4.34,1.21,3.13,1.29,0.08,0.34,6.42,18.37,18.82,2.18,840.44,7.11,385.72,18.68,0.5,0.32,5.15,1,72.12,34.95,2.68,21.44
Maxime Delanghe,BEL,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,23,599,4.36,1.5,2.85,1.56,0.06,0.3,7.51,24.34,21.94,1.2,1100.43,6.46,413.17,12.32,0.75,0.9,21.88,1,65.37,30.85,6.09,23.39
Maxime Dupé,FRA,Nice,UEFA Europa League,GK,Goalkeeper,31,180,4.0,1.0,3.0,1.1,0.1,0.0,2.0,3.5,26.0,6.0,622.15,6.5,160.4,9.5,0.5,0.5,9.5,1,75.0,57.14,5.26,20.62
Melvin Zinga,FRA,Angers,French Ligue 1,GK,Goalkeeper,23,90,4.0,2.0,2.0,2.4,0.4,0.0,2.0,11.0,22.0,4.0,858.0,11.0,281.6,20.0,1.0,2.0,33.6,1,50.0,18.18,5.0,30.0
Mert Günok,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,35,450,6.4,2.0,4.4,2.64,0.64,0.0,3.6,12.2,26.2,5.4,899.92,6.8,251.44,14.0,0.6,0.2,2.8,1,68.75,29.51,4.29,28.36
Michael Zetterer,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,29,3060,4.59,1.68,3.0,1.56,-0.11,0.29,3.94,10.88,35.41,5.53,1128.2,3.15,115.72,13.65,1.03,1.0,18.93,1,65.36,36.21,7.55,22.21
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,27,3658,3.2,0.96,2.24,0.91,-0.05,0.42,3.91,10.41,26.25,4.11,826.51,4.55,206.93,13.8,0.86,0.84,17.0,1,70.0,37.56,6.23,19.91
Mike Maignan,FRA,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,29,4154,4.01,1.15,2.9,1.03,-0.12,0.28,3.12,8.17,36.05,4.57,992.4,5.16,201.09,11.76,0.71,1.84,42.18,1,72.32,38.19,6.04,18.58
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,25,4500,3.8,0.96,2.88,1.13,0.17,0.38,3.56,11.06,32.64,4.48,993.02,5.6,251.82,13.24,0.88,0.92,15.64,1,75.79,32.19,6.65,22.54
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,27,1639,5.05,1.37,3.79,1.64,0.26,0.22,5.22,10.93,40.31,4.83,1137.95,3.29,131.19,17.52,0.99,0.77,16.19,1,75.05,47.76,5.65,24.37
Muhammed Şengezer,TUR,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,27,360,5.75,1.25,4.5,1.72,0.48,0.0,6.25,21.5,35.5,3.0,1468.55,4.0,195.48,14.5,1.5,0.75,13.88,1,78.26,29.07,10.34,23.41
Mukhammedzhan Seysen,KAZ,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,25,180,12.5,2.0,10.5,3.25,1.25,0.0,3.5,19.0,26.5,6.0,901.05,12.5,656.5,23.5,1.5,1.5,28.2,1,84.0,18.42,6.38,21.84
Nathan Trott,ENG,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,26,450,4.2,1.6,2.6,1.38,-0.22,0.2,2.4,7.6,28.4,2.4,752.36,3.4,89.08,8.4,0.2,0.2,1.86,1,61.9,31.58,2.38,20.34
Nediljko Labrović,CRO,Augsburg,German Bundesliga,GK,Goalkeeper,25,1350,4.93,2.13,2.8,1.71,-0.42,0.13,5.53,14.67,26.47,4.8,930.34,7.0,332.07,14.47,0.8,1.2,20.52,1,56.8,37.7,5.53,19.7
Neofytos Michael,CYP,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,31,90,5.0,2.0,3.0,1.9,-0.1,0.0,1.0,2.0,21.0,5.0,441.0,6.0,109.2,4.0,0.0,0.0,0.0,1,60.0,50.0,0.0,22.8
Neto,BRA,"Arsenal, Bournemouth","English Premier League, UEFA Champions League",GK,Goalkeeper,35,270,5.33,1.0,4.33,1.57,0.57,0.0,4.33,13.0,27.33,4.67,943.43,5.67,220.63,12.67,1.33,2.67,44.77,1,81.24,33.31,10.5,23.93
Nick Pope,ENG,Newcastle Utd,English Premier League,GK,Goalkeeper,33,2520,4.29,1.25,3.07,1.25,-0.0,0.29,2.57,9.18,21.25,6.86,651.98,6.68,291.55,12.82,1.39,2.29,44.16,1,71.56,28.0,10.84,20.85
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,2610,3.83,1.07,2.83,1.18,0.11,0.34,5.17,13.48,24.9,3.86,844.4,7.38,303.18,13.45,0.72,0.48,8.52,1,73.89,38.35,5.35,22.77
Nikita Haikin,RUS,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,29,1440,5.44,1.56,3.88,1.83,0.27,0.19,4.94,14.0,39.88,4.75,1270.22,5.38,216.41,18.38,0.88,1.44,25.75,1,71.32,35.29,4.79,23.99
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,900,4.3,1.1,3.2,1.23,0.13,0.4,2.7,8.5,27.7,4.2,778.25,4.9,217.5,13.0,0.6,1.9,44.48,1,74.42,31.76,4.62,21.29
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,29,2969,4.09,1.18,2.82,1.43,0.25,0.27,4.97,14.94,38.41,3.24,1255.93,4.06,154.42,12.46,0.73,0.82,13.37,1,68.95,33.27,5.86,24.11
Noah Atubolu,GER,Freiburg,German Bundesliga,GK,Goalkeeper,22,2307,4.68,1.44,3.16,1.45,0.0,0.39,6.2,16.15,39.48,4.29,1308.15,4.92,253.05,14.71,1.33,1.09,17.41,1,67.52,38.39,9.04,20.92
Ognjen Čančarević,ARM,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,35,270,10.33,3.0,7.33,2.87,-0.13,0.33,3.67,10.0,30.33,5.33,971.9,7.67,210.5,12.0,0.0,1.0,19.2,1,70.96,36.7,0.0,19.71
Oliver Baumann,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,3150,4.77,1.83,2.91,1.78,-0.05,0.17,5.63,15.91,32.4,4.09,1152.4,4.63,223.61,13.89,0.63,1.03,18.04,1,61.01,35.39,4.54,22.77
Omri Glazer,ISR,Red Star,UEFA Champions League,GK,Goalkeeper,28,270,5.0,3.0,2.0,1.73,-1.27,0.0,3.67,7.33,23.33,3.0,713.53,6.67,172.87,11.67,0.33,0.0,0.0,1,40.0,50.07,2.83,13.84
Oscar Jansson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,33,180,2.0,1.5,0.5,0.75,-0.75,0.0,2.5,6.0,18.5,2.0,500.85,5.0,218.9,13.0,0.0,3.0,66.6,1,25.0,41.67,0.0,9.38
Panagiotis Retsos,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,26,1,0.0,0.0,0.0,0.0,0.0,90.0,180.0,180.0,270.0,0.0,11610.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,100.0,,
Patrick Drewes,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1889,4.72,2.19,2.43,2.02,-0.18,0.1,10.39,23.06,32.45,3.1,1220.02,8.43,443.4,13.58,0.57,1.57,30.06,1,51.48,45.06,4.2,22.03
Patrik Carlgren,SWE,Nantes,French Ligue 1,GK,Goalkeeper,33,417,6.04,1.51,4.53,1.81,0.3,0.22,4.75,13.6,21.37,5.83,734.35,7.99,388.62,17.27,0.22,0.22,3.3,1,75.0,34.93,1.27,22.48
Pau López,ESP,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,30,135,6.0,2.67,2.67,2.2,-0.47,0.0,4.0,10.67,37.33,4.67,1177.93,5.33,193.27,26.0,3.33,0.67,6.53,1,44.5,37.49,12.81,16.32
Paulo Gazzaniga,ARG,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3825,4.26,1.46,2.82,1.35,-0.12,0.21,2.66,8.56,28.54,3.79,838.67,5.27,213.98,11.6,0.92,0.82,14.67,1,66.2,31.07,7.93,20.98
Pepe Reina,ESP,Como,Italian Serie A,GK,Goalkeeper,42,1034,3.57,1.22,2.35,1.05,-0.17,0.17,3.74,10.01,28.72,3.57,917.32,2.96,83.92,12.88,0.17,0.52,8.29,1,65.83,37.36,1.32,19.36
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Champions League,GK,Goalkeeper,26,720,7.62,2.62,5.12,2.12,-0.5,0.12,5.25,18.5,30.38,4.75,1152.18,6.5,358.71,15.0,0.88,0.88,13.16,1,67.19,28.38,5.87,18.69
Philipp Hofmann,GER,Bochum,German Bundesliga,GK,Goalkeeper,31,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,270.0,0.0,3240.0,90.0,900.0,0.0,0.0,0.0,0.0,1,,,,
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,1890,3.19,1.05,2.14,0.89,-0.16,0.38,2.52,7.86,22.71,3.71,679.27,5.1,190.52,11.52,0.81,1.05,22.17,1,67.08,32.06,7.03,18.72
Pierluigi Gollini,ITA,Genoa,Italian Serie A,GK,Goalkeeper,29,630,4.57,2.14,2.29,1.76,-0.39,0.14,4.71,10.71,28.29,3.0,859.64,7.43,329.8,13.14,0.29,0.29,6.29,1,50.11,43.98,2.21,19.3
Pietro Terracciano,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,810,3.78,1.44,2.33,1.27,-0.18,0.22,3.22,7.22,26.0,2.89,739.81,4.44,113.29,8.22,0.22,0.56,9.93,1,61.64,44.6,2.68,20.71
Przemysław Tytoń,POL,Twente,UEFA Europa League,GK,Goalkeeper,37,167,4.85,2.16,2.69,2.43,0.27,0.0,11.32,24.79,36.65,3.77,1369.29,6.47,306.11,16.71,0.54,1.08,25.33,1,55.46,45.66,3.23,27.79
Péter Gulácsi,HUN,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,3171,4.8,1.48,3.32,1.5,0.03,0.4,2.53,6.98,25.43,4.85,708.99,7.12,228.71,14.82,0.79,0.96,18.65,1,69.17,36.25,5.33,21.61
Radosław Majecki,POL,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,25,2070,4.78,1.57,3.22,1.66,0.1,0.22,1.83,8.3,22.39,5.65,683.65,6.43,249.14,10.52,0.87,0.83,13.11,1,67.36,22.05,8.27,23.39
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,22,1080,4.25,1.33,3.08,1.2,-0.13,0.33,3.67,12.33,28.08,2.17,904.05,4.58,217.92,16.83,0.33,1.08,21.18,1,72.47,29.76,1.96,20.46
Remko Pasveer,NED,Ajax,UEFA Europa League,GK,Goalkeeper,41,923,4.58,0.98,3.61,1.37,0.35,0.39,5.85,17.65,37.54,3.71,1315.76,3.9,171.27,16.67,1.46,0.68,13.14,1,78.82,33.14,8.76,23.58
Ricardo,BRA,Malmö,UEFA Europa League,GK,Goalkeeper,31,405,4.67,2.44,2.22,1.78,-0.67,0.22,1.78,11.56,22.0,3.11,702.24,5.78,292.96,16.22,0.89,0.44,7.51,1,47.54,15.4,5.49,18.12
Ricardo Manuel Silva,POR,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,25,540,4.5,1.83,2.67,1.45,-0.38,0.33,4.67,11.83,27.5,5.0,876.77,5.83,248.07,14.33,1.0,1.5,27.8,1,59.33,39.48,6.98,19.12
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,27,2970,3.91,1.06,2.82,1.09,0.03,0.3,3.0,13.0,36.12,5.85,1197.03,2.55,101.21,11.48,1.45,1.73,30.92,1,72.12,23.08,12.63,20.11
Robin Olsen,SWE,Aston Villa,English Premier League,GK,Goalkeeper,35,226,5.58,2.39,3.19,2.51,0.12,0.4,7.57,21.5,29.87,0.4,1072.55,10.35,620.92,15.93,1.19,0.0,0.0,1,57.17,35.21,7.47,25.72
Robin Zentner,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,30,2880,4.44,1.28,3.12,1.41,0.12,0.28,5.47,17.72,30.53,4.12,1181.72,5.59,291.59,16.38,1.41,1.81,32.47,1,70.27,30.87,8.61,22.32
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,32,630,6.0,2.29,3.43,2.64,0.36,0.0,4.29,13.0,33.43,5.43,1029.71,4.43,168.03,13.57,0.43,0.57,9.6,1,57.17,33.0,3.17,25.15
Rohan Ferguson,SCO,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,27,540,5.67,2.0,3.83,1.85,-0.15,0.17,8.83,23.83,29.17,3.67,1258.58,9.17,436.47,23.17,1.0,1.0,14.8,1,67.55,37.05,4.32,22.04
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,20,990,4.18,1.64,2.45,1.27,-0.36,0.18,4.0,14.64,24.45,3.45,911.29,5.55,301.94,12.91,1.36,0.64,11.01,1,58.61,27.32,10.53,17.81
Rui Patrício,POR,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,37,360,4.5,1.25,3.25,1.3,0.05,0.25,3.5,7.25,29.0,4.5,830.32,6.75,210.08,9.25,0.0,2.5,59.08,1,72.22,48.28,0.0,20.86
Rui Silva,POR,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,31,1530,3.88,1.24,2.65,1.35,0.12,0.29,2.82,9.29,30.0,4.76,896.04,5.06,186.62,13.76,0.82,2.0,41.54,1,68.3,30.36,5.96,23.76
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,23,270,4.67,1.33,3.33,1.6,0.27,0.33,2.33,11.33,32.33,5.0,1070.23,6.67,255.3,20.0,0.0,1.0,20.43,1,71.31,20.56,0.0,24.43
Rémy Descamps,FRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,28,180,8.5,2.0,6.5,1.75,-0.25,0.0,2.5,9.0,32.5,3.5,993.65,3.0,98.6,14.0,0.0,1.0,27.0,1,76.47,27.78,0.0,15.74
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,31,630,5.57,2.43,3.29,1.84,-0.59,0.0,7.43,18.43,36.0,4.0,1317.54,3.57,154.46,14.86,1.14,1.57,21.69,1,59.07,40.31,7.67,19.51
Semuel Pizzignacco,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,736,4.65,2.08,2.69,1.52,-0.56,0.24,4.77,13.82,33.38,3.67,1048.38,5.99,230.09,14.55,0.49,0.86,16.69,1,57.85,34.52,3.37,18.91
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,31,3330,4.92,1.41,3.54,1.52,0.11,0.22,7.49,16.59,26.11,3.76,980.77,7.46,378.26,14.16,0.86,2.3,51.69,1,71.95,45.15,6.07,22.23
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,34,360,6.75,1.75,5.0,2.28,0.52,0.0,5.25,17.75,30.75,3.0,1048.95,8.5,372.1,18.0,0.5,1.0,15.28,1,74.07,29.58,2.78,25.02
Silviu Șmalenea,MDA,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,22,540,5.67,2.17,3.5,1.92,-0.25,0.0,3.33,13.83,26.5,5.5,946.37,7.0,278.12,17.5,1.67,0.5,9.27,1,61.73,24.08,9.54,20.9
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,37,1080,4.42,1.58,2.92,1.49,-0.09,0.25,4.83,10.75,33.83,3.25,1068.32,4.17,141.38,12.33,1.0,0.67,10.52,1,66.06,44.93,8.11,22.27
Simon Sluga,CRO,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.0,0.0,0.0,4.0,7.0,42.0,3.0,995.4,5.0,104.0,11.0,0.0,0.0,0.0,1,66.67,57.14,0.0,22.22
Simone Perilli,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,30,180,5.5,1.0,4.5,1.5,0.5,0.0,3.5,20.5,17.0,1.0,941.8,7.0,443.8,23.0,1.0,1.5,33.45,1,81.82,17.07,4.35,22.31
Simone Scuffet,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,28,1260,4.29,1.71,2.57,1.58,-0.14,0.07,5.29,13.79,24.29,3.93,847.05,7.71,319.85,15.57,0.5,0.5,7.66,1,59.91,38.36,3.21,22.06
Stefan Ortega,GER,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,1280,3.59,1.27,2.39,1.16,-0.11,0.42,2.81,7.52,31.64,4.08,835.9,3.8,106.8,9.98,0.49,0.98,21.2,1,66.57,37.37,4.91,21.51
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,24,990,4.0,1.18,2.91,1.15,-0.03,0.45,5.45,14.73,22.91,2.91,844.44,8.82,379.45,15.82,1.0,0.55,7.99,1,72.75,37.0,6.32,20.92
Stefano Turati,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,2676,4.88,1.75,3.13,1.6,-0.15,0.07,5.95,14.87,31.68,4.24,1066.35,4.41,206.59,13.92,0.74,0.87,18.29,1,64.14,40.01,5.32,21.03
Steve Mandanda,FRA,Rennes,French Ligue 1,GK,Goalkeeper,40,1486,3.09,1.39,1.76,1.02,-0.37,0.42,3.69,10.9,25.8,4.0,844.37,4.42,184.11,10.6,0.42,1.27,23.57,1,56.96,33.85,3.96,18.8
Stole Dimitrievski,MKD,Valencia,Spanish La Liga,GK,Goalkeeper,31,360,3.0,1.5,1.5,1.1,-0.4,0.0,3.75,18.0,28.25,6.25,1144.55,5.0,267.8,12.75,0.75,4.0,102.62,1,50.0,20.83,5.88,18.33
Sven Ulreich,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,36,135,2.0,1.33,0.67,0.53,-0.8,0.67,2.0,5.33,28.67,3.33,702.93,0.67,6.0,5.33,0.67,2.0,40.6,1,33.5,37.52,12.57,8.88
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,20,1080,3.83,1.0,2.92,1.23,0.23,0.33,1.83,7.25,23.75,3.5,708.01,5.17,157.79,15.33,1.0,0.83,15.63,1,76.24,25.24,6.52,24.48
Theo Sander,DEN,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,19,90,4.0,1.0,3.0,1.3,0.3,0.0,3.0,9.0,35.0,4.0,1060.5,4.0,78.0,12.0,1.0,1.0,15.8,1,75.0,33.33,8.33,24.38
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3780,4.14,1.12,3.02,1.18,0.06,0.29,1.95,7.81,29.79,5.52,861.3,4.71,173.07,11.55,0.79,0.36,6.13,1,72.95,24.97,6.84,20.79
Thijmen Nijhuis,NED,HJK,UEFA Europa Conference League,GK,Goalkeeper,26,540,5.5,1.5,4.17,1.8,0.3,0.17,2.17,7.83,29.0,4.67,819.58,6.0,199.9,15.67,0.5,0.17,4.83,1,75.82,27.71,3.19,24.81
Thomas Dähne,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,31,810,6.11,2.11,4.0,2.04,-0.07,0.0,5.22,14.78,33.78,6.11,1024.67,10.11,461.68,19.67,1.67,0.56,6.26,1,65.47,35.32,8.49,21.86
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,23,180,4.5,1.5,2.5,1.75,0.25,0.5,4.0,15.5,23.0,2.5,927.4,6.0,332.1,19.0,1.5,1.5,22.5,1,55.56,25.81,7.89,21.6
Tiago Cardoso,LUX,Gladbach,German Bundesliga,GK,Goalkeeper,19,379,5.46,0.71,4.75,1.12,0.4,0.71,5.46,14.72,35.15,5.22,1027.61,7.36,359.93,22.8,3.32,0.24,2.61,1,87.0,37.09,14.56,17.85
Timo Horn,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1170,4.15,1.69,2.46,1.43,-0.26,0.23,9.92,25.54,30.77,2.23,1341.86,7.54,466.17,14.0,0.46,1.38,23.68,1,59.28,38.84,3.29,20.43
Timon Weiner,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,26,2250,5.6,2.44,3.24,1.89,-0.55,0.08,6.68,17.76,31.56,4.64,1088.66,7.92,383.4,19.64,1.08,0.72,11.49,1,57.86,37.61,5.5,19.53
Timon Wellenreuther,GER,Feyenoord,UEFA Champions League,GK,Goalkeeper,29,955,5.94,2.36,3.77,2.21,-0.14,0.09,3.68,11.97,37.51,4.05,1209.26,3.02,120.02,12.63,0.75,0.75,14.09,1,63.47,30.74,5.94,23.61
Tobias Sippel,GER,Gladbach,German Bundesliga,GK,Goalkeeper,36,59,6.1,4.58,1.53,1.83,-2.75,0.0,13.73,33.56,33.56,3.05,1315.53,18.31,1266.71,19.83,0.0,0.0,0.0,1,25.08,40.91,0.0,7.52
