Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Mads Hermansen,J1,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,6.0,1.0,5.0,1.9,0.9,0,3.0,15.0,23.0,5.0,979.8,4.0,249.2,23.0,0.0,0.0,0.0
Guglielmo Vicario,J1,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,3.0,1.0,2.0,1.3,0.3,0,0.0,1.0,43.0,6.0,791.2,2.0,24.0,12.0,1.0,8.0,226.4
Jason Steele,J2,Brighton,English Premier League,ENG,GK,Goalkeeper,34,90,3.0,1.0,2.0,0.4,-0.6,0,6.0,10.0,50.0,6.0,1410.0,0.0,0.0,9.0,2.0,2.0,33.4
André Onana,J2,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,4.0,2.0,2.0,2.5,0.5,0,9.0,13.0,57.0,9.0,1493.4,1.0,10.0,9.0,0.0,1.0,14.6
Ederson,J2,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,1.0,1.0,0.0,0.3,-0.7,0,1.0,1.0,24.0,1.0,578.4,0.0,0.0,5.0,0.0,1.0,19.5
Arijanet Muric,J2,Ipswich Town,English Premier League,KVX,GK,Goalkeeper,25,90,5.0,4.0,1.0,3.5,-0.5,0,3.0,10.0,30.0,4.0,846.0,6.0,264.0,15.0,0.0,3.0,60.0
Alex McCarthy,J2,Southampton,English Premier League,ENG,GK,Goalkeeper,34,90,8.0,1.0,7.0,1.6,0.6,0,1.0,3.0,29.0,8.0,611.9,2.0,53.0,14.0,1.0,0.0,0.0
Matz Sels,J2,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,32,90,1.0,0.0,1.0,0.0,0.0,1,4.0,14.0,16.0,0.0,804.8,2.0,127.0,10.0,2.0,0.0,0.0
Guglielmo Vicario,J2,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,1.0,0.0,1.0,0.1,0.1,1,0.0,0.0,43.0,10.0,700.9,2.0,31.0,9.0,1.0,0.0,0.0
Jordan Pickford,J2,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,7.0,4.0,3.0,2.6,-1.4,0,10.0,20.0,27.0,2.0,1152.9,6.0,289.2,14.0,0.0,2.0,29.6
Bernd Leno,J2,Fulham,English Premier League,GER,GK,Goalkeeper,32,90,4.0,1.0,3.0,1.7,0.7,0,5.0,12.0,37.0,2.0,1195.1,1.0,89.0,11.0,2.0,2.0,25.6
Mads Hermansen,J2,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,6.0,2.0,4.0,1.9,-0.1,0,1.0,8.0,38.0,8.0,1037.4,9.0,246.6,19.0,2.0,0.0,0.0
Dean Henderson,J2,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,3.0,2.0,1.0,0.9,-1.1,0,1.0,12.0,22.0,4.0,869.0,10.0,216.0,8.0,0.0,0.0,0.0
Alphonse Areola,J2,West Ham,English Premier League,FRA,GK,Goalkeeper,31,90,2.0,0.0,2.0,0.3,0.3,1,8.0,22.0,32.0,3.0,1081.6,13.0,687.7,15.0,1.0,1.0,16.8
Emiliano Martínez,J2,Aston Villa,English Premier League,ARG,GK,Goalkeeper,31,90,4.0,2.0,2.0,0.9,-1.1,0,4.0,10.0,33.0,5.0,933.9,7.0,209.3,8.0,1.0,0.0,0.0
David Raya,J2,Arsenal,English Premier League,ESP,GK,Goalkeeper,28,90,3.0,0.0,3.0,1.0,1.0,1,3.0,7.0,26.0,4.0,657.8,3.0,135.9,6.0,0.0,1.0,9.7
Maduka Okoye,J11,Udinese,Italian Serie A,NGA,GK,Goalkeeper,25,90,5.0,2.0,4.0,2.4,0.4,0,7.0,10.0,33.0,4.0,983.4,1.0,55.0,8.0,2.0,0.0,0.0
Michele Di Gregorio,J11,Juventus,Italian Serie A,ITA,GK,Goalkeeper,27,90,2.0,0.0,2.0,0.4,0.4,1,2.0,13.0,31.0,3.0,1109.8,3.0,186.9,21.0,3.0,0.0,0.0
José Sá,J2,Wolves,English Premier League,POR,GK,Goalkeeper,31,90,8.0,6.0,2.0,3.0,-3.0,0,6.0,14.0,28.0,2.0,1058.4,2.0,61.0,8.0,0.0,3.0,63.6
Robert Sánchez,J2,Chelsea,English Premier League,ESP,GK,Goalkeeper,26,90,4.0,2.0,2.0,0.8,-1.2,0,3.0,10.0,41.0,5.0,1041.4,7.0,301.7,8.0,2.0,2.0,31.4
Neto,J2,Bournemouth,English Premier League,BRA,GK,Goalkeeper,35,90,5.0,1.0,4.0,2.6,1.6,0,9.0,19.0,19.0,1.0,834.1,9.0,504.9,19.0,2.0,0.0,0.0
Nick Pope,J2,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,4.0,1.0,3.0,1.1,0.1,0,5.0,11.0,27.0,6.0,731.7,9.0,444.6,14.0,1.0,6.0,115.2
Alisson,J2,Liverpool,English Premier League,BRA,GK,Goalkeeper,31,90,2.0,0.0,2.0,0.8,0.8,1,5.0,12.0,34.0,2.0,1071.0,3.0,135.0,6.0,0.0,0.0,0.0
Mark Flekken,J2,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,8.0,2.0,6.0,2.8,0.8,0,8.0,18.0,50.0,3.0,1745.0,4.0,244.0,14.0,0.0,2.0,35.0
David Raya,J3,Arsenal,English Premier League,ESP,GK,Goalkeeper,28,90,4.0,1.0,3.0,0.6,-0.4,0,9.0,30.0,30.0,3.0,1308.0,10.0,609.0,18.0,5.0,0.0,0.0
Bart Verbruggen,J3,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,7.0,1.0,6.0,2.4,1.4,0,5.0,10.0,32.0,6.0,988.8,2.0,59.0,6.0,0.0,2.0,50.0
Arijanet Muric,J3,Ipswich Town,English Premier League,KVX,GK,Goalkeeper,25,90,4.0,1.0,3.0,1.1,0.1,0,2.0,9.0,36.0,6.0,889.2,4.0,235.2,21.0,1.0,1.0,13.5
Bernd Leno,J3,Fulham,English Premier League,GER,GK,Goalkeeper,32,90,4.0,1.0,3.0,0.4,-0.6,0,2.0,10.0,40.0,2.0,1008.0,5.0,297.0,12.0,1.0,1.0,12.3
Matz Sels,J3,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.6,-0.4,0,4.0,15.0,19.0,1.0,931.0,2.0,26.0,6.0,0.0,0.0,0.0
Sam Johnstone,J3,Wolves,English Premier League,ENG,GK,Goalkeeper,31,90,5.0,1.0,4.0,1.7,0.7,0,5.0,19.0,31.0,0.0,1286.5,1.0,20.0,17.0,1.0,1.0,11.0
Mark Flekken,J3,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,6.0,1.0,5.0,0.7,-0.3,0,7.0,12.0,35.0,4.0,1092.0,2.0,109.0,14.0,0.0,1.0,17.0
Aaron Ramsdale,J3,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,7.0,3.0,4.0,3.2,0.2,0,2.0,13.0,39.0,8.0,1220.7,2.0,33.0,8.0,1.0,0.0,0.0
Mads Hermansen,J3,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,5.0,2.0,3.0,2.3,0.3,0,2.0,2.0,26.0,5.0,592.8,2.0,30.0,9.0,0.0,5.0,100.0
Emiliano Martínez,J3,Aston Villa,English Premier League,ARG,GK,Goalkeeper,31,90,3.0,1.0,2.0,0.4,-0.6,0,11.0,17.0,30.0,2.0,1005.0,8.0,452.0,13.0,2.0,2.0,25.8
Jordan Pickford,J3,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,7.0,3.0,4.0,2.5,-0.5,0,11.0,32.0,31.0,1.0,1757.7,6.0,354.0,20.0,0.0,4.0,89.2
Kepa Arrizabalaga,J3,Bournemouth,English Premier League,ESP,GK,Goalkeeper,29,90,8.0,2.0,6.0,1.5,-0.5,0,2.0,6.0,18.0,4.0,435.6,14.0,432.6,18.0,0.0,0.0,0.0
Alphonse Areola,J3,West Ham,English Premier League,FRA,GK,Goalkeeper,31,45,5.0,2.0,3.0,1.7,-0.3,0,4.0,7.0,13.0,3.0,456.3,6.0,190.8,9.0,1.0,0.0,0.0
Łukasz Fabiański,J3,West Ham,English Premier League,POL,GK,Goalkeeper,39,45,3.0,1.0,2.0,1.2,0.2,0,1.0,4.0,6.0,3.0,225.0,2.0,153.0,6.0,0.0,0.0,0.0
Ederson,J3,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,2.0,1.0,2.0,0.2,-0.8,0,3.0,7.0,33.0,2.0,904.2,5.0,124.0,10.0,0.0,2.0,48.0
Stefano Turati,J11,Monza,Italian Serie A,ITA,GK,Goalkeeper,23,90,7.0,1.0,6.0,2.1,1.1,0,6.0,11.0,22.0,8.0,715.0,6.0,217.2,15.0,0.0,0.0,0.0
Mike Maignan,J11,Milan,Italian Serie A,FRA,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.2,0.2,1,4.0,12.0,50.0,4.0,1250.0,6.0,267.0,14.0,1.0,0.0,0.0
Nick Pope,J3,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,6.0,1.0,6.0,1.5,0.5,0,4.0,21.0,22.0,5.0,1049.4,9.0,480.6,22.0,1.0,2.0,31.4
Guglielmo Vicario,J3,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,3.0,2.0,1.0,2.1,0.1,0,0.0,5.0,22.0,6.0,638.0,1.0,13.0,10.0,1.0,0.0,0.0
Robert Sánchez,J3,Chelsea,English Premier League,ESP,GK,Goalkeeper,26,90,3.0,1.0,2.0,1.1,0.1,0,3.0,6.0,34.0,5.0,799.0,2.0,77.0,6.0,1.0,7.0,137.2
Dean Henderson,J3,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,7.0,1.0,6.0,2.7,1.7,0,5.0,16.0,21.0,5.0,825.3,11.0,401.5,15.0,2.0,0.0,0.0
André Onana,J3,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,3.0,3.0,0.0,2.4,-0.6,0,3.0,11.0,52.0,4.0,1274.0,3.0,138.0,6.0,0.0,3.0,81.9
Alisson,J3,Liverpool,English Premier League,BRA,GK,Goalkeeper,31,90,3.0,0.0,3.0,0.6,0.6,1,1.0,4.0,35.0,3.0,700.0,1.0,18.0,14.0,1.0,5.0,88.5
Aaron Ramsdale,J4,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,10.0,3.0,7.0,3.6,0.6,0,3.0,9.0,36.0,7.0,972.0,1.0,7.0,7.0,2.0,2.0,31.0
André Onana,J4,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,3.0,0.0,2.0,1.0,1.0,1,2.0,7.0,35.0,3.0,952.0,0.0,0.0,6.0,0.0,0.0,0.0
Ederson,J4,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,5.0,1.0,4.0,2.1,1.1,0,6.0,15.0,41.0,2.0,1299.7,3.0,203.1,9.0,0.0,6.0,97.8
Mark Flekken,J4,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,7.0,2.0,5.0,2.0,0.0,0,11.0,18.0,65.0,2.0,2021.5,2.0,34.0,9.0,2.0,3.0,58.2
Alisson,J4,Liverpool,English Premier League,BRA,GK,Goalkeeper,31,90,3.0,1.0,2.0,0.7,-0.3,0,0.0,2.0,18.0,1.0,354.6,2.0,36.0,5.0,0.0,1.0,21.3
Matz Sels,J4,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,32,90,5.0,0.0,5.0,0.6,0.6,1,9.0,29.0,21.0,0.0,1173.9,9.0,626.4,16.0,1.0,1.0,12.0
Dean Henderson,J4,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,4.0,2.0,2.0,2.2,0.2,0,2.0,5.0,26.0,10.0,676.0,5.0,139.0,7.0,0.0,2.0,35.0
Mads Hermansen,J4,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,4.0,2.0,2.0,1.8,-0.2,0,7.0,26.0,30.0,8.0,1503.0,6.0,367.8,21.0,1.0,0.0,0.0
Bernd Leno,J4,Fulham,English Premier League,GER,GK,Goalkeeper,32,90,3.0,1.0,2.0,0.9,-0.1,0,3.0,8.0,31.0,3.0,812.2,4.0,209.2,12.0,0.0,1.0,12.7
Alphonse Areola,J4,West Ham,English Premier League,FRA,GK,Goalkeeper,31,90,5.0,1.0,4.0,0.8,-0.2,0,2.0,13.0,20.0,2.0,696.0,12.0,420.0,16.0,0.0,0.0,0.0
Bart Verbruggen,J4,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,1.0,0.0,1.0,0.1,0.1,1,2.0,3.0,36.0,3.0,738.0,2.0,53.0,3.0,1.0,0.0,0.0
Arijanet Muric,J4,Ipswich Town,English Premier League,KVX,GK,Goalkeeper,25,90,6.0,0.0,6.0,2.1,2.1,1,6.0,22.0,38.0,8.0,1314.8,8.0,431.2,21.0,4.0,0.0,0.0
Emiliano Martínez,J4,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,2.0,2.0,0.0,1.1,-0.9,0,4.0,5.0,20.0,4.0,618.0,1.0,17.0,10.0,2.0,2.0,34.4
Jordan Pickford,J4,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,7.0,3.0,4.0,2.4,-0.6,0,11.0,18.0,25.0,4.0,1137.5,10.0,322.0,15.0,0.0,2.0,39.6
Alex Meret,J11,Napoli,Italian Serie A,ITA,GK,Goalkeeper,27,90,3.0,3.0,0.0,1.0,-2.0,0,1.0,2.0,28.0,3.0,716.8,9.0,234.9,5.0,0.0,1.0,25.0
Marco Carnesecchi,J11,Atalanta,Italian Serie A,ITA,GK,Goalkeeper,24,90,3.0,0.0,3.0,0.6,0.6,1,2.0,14.0,33.0,5.0,1227.6,5.0,287.0,12.0,1.0,2.0,32.6
Mark Travers,J4,Bournemouth,English Premier League,IRL,GK,Goalkeeper,25,90,3.0,1.0,2.0,1.2,0.2,0,6.0,12.0,16.0,3.0,644.8,2.0,136.0,6.0,0.0,2.0,32.0
Robert Sánchez,J4,Chelsea,English Premier League,ESP,GK,Goalkeeper,26,90,7.0,0.0,6.0,2.5,2.5,1,3.0,14.0,51.0,6.0,1509.6,2.0,86.0,14.0,2.0,2.0,30.0
Guglielmo Vicario,J4,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,4.0,1.0,3.0,1.4,0.4,0,1.0,3.0,25.0,4.0,580.0,1.0,12.0,9.0,0.0,1.0,13.0
David Raya,J4,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,5.0,0.0,5.0,0.3,0.3,1,8.0,20.0,31.0,6.0,1081.9,7.0,364.7,25.0,2.0,2.0,24.8
Sam Johnstone,J4,Wolves,English Premier League,ENG,GK,Goalkeeper,31,90,6.0,2.0,4.0,1.7,-0.3,0,15.0,24.0,42.0,5.0,1507.8,5.0,237.0,10.0,1.0,1.0,10.0
Nick Pope,J4,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,5.0,1.0,4.0,1.3,0.3,0,1.0,9.0,28.0,3.0,1036.0,6.0,115.2,13.0,1.0,2.0,34.0
Alphonse Areola,J5,West Ham,English Premier League,FRA,GK,Goalkeeper,31,90,5.0,3.0,2.0,2.7,-0.3,0,3.0,5.0,29.0,4.0,667.0,4.0,59.2,6.0,0.0,0.0,0.0
Robert Sánchez,J5,Chelsea,English Premier League,ESP,GK,Goalkeeper,26,90,7.0,0.0,7.0,0.8,0.8,1,6.0,13.0,42.0,8.0,1339.8,1.0,73.0,21.0,3.0,2.0,24.2
Guglielmo Vicario,J5,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,6.0,1.0,5.0,1.5,0.5,0,1.0,5.0,34.0,9.0,880.6,1.0,6.0,12.0,4.0,4.0,58.8
Mark Flekken,J5,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,9.0,3.0,6.0,1.9,-1.1,0,13.0,30.0,66.0,4.0,2461.8,3.0,161.1,16.0,1.0,1.0,11.0
Emiliano Martínez,J5,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,4.0,1.0,3.0,1.1,0.1,0,1.0,4.0,29.0,4.0,727.9,1.0,19.0,10.0,0.0,2.0,32.6
Sam Johnstone,J5,Wolves,English Premier League,ENG,GK,Goalkeeper,31,90,3.0,3.0,0.0,1.8,-1.2,0,4.0,12.0,31.0,6.0,1023.0,5.0,218.0,12.0,0.0,1.0,19.5
Bernd Leno,J5,Fulham,English Premier League,GER,GK,Goalkeeper,32,90,5.0,1.0,4.0,1.0,0.0,0,5.0,19.0,27.0,3.0,1204.2,4.0,294.0,11.0,1.0,0.0,0.0
Nick Pope,J5,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,11.0,3.0,8.0,3.0,0.0,0,0.0,3.0,18.0,8.0,430.2,10.0,244.0,13.0,0.0,0.0,0.0
Aaron Ramsdale,J5,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,6.0,1.0,5.0,2.4,1.4,0,3.0,17.0,36.0,3.0,1296.0,1.0,71.0,17.0,1.0,4.0,85.6
Arijanet Muric,J5,Ipswich Town,English Premier League,KVX,GK,Goalkeeper,25,90,3.0,1.0,2.0,1.2,0.2,0,0.0,1.0,25.0,5.0,512.5,0.0,0.0,8.0,2.0,0.0,0.0
Mads Hermansen,J5,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,5.0,1.0,4.0,1.5,0.5,0,5.0,8.0,27.0,6.0,774.9,6.0,111.0,9.0,1.0,0.0,0.0
Jordan Pickford,J5,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,2.0,1.0,1.0,1.0,0.0,0,11.0,21.0,23.0,2.0,991.3,11.0,620.4,24.0,2.0,1.0,13.2
Caoimhín Kelleher,J5,Liverpool,English Premier League,IRL,GK,Goalkeeper,25,90,6.0,0.0,6.0,1.5,1.5,1,3.0,6.0,44.0,8.0,932.8,0.0,0.0,17.0,1.0,0.0,0.0
Kepa Arrizabalaga,J5,Bournemouth,English Premier League,ESP,GK,Goalkeeper,29,90,12.0,3.0,9.0,3.8,0.8,0,3.0,8.0,32.0,7.0,982.4,2.0,108.0,6.0,1.0,2.0,21.0
Vanja Milinković-Savić,J11,Torino,Italian Serie A,SRB,GK,Goalkeeper,27,90,3.0,1.0,2.0,0.3,-0.7,0,3.0,8.0,32.0,9.0,953.6,5.0,132.0,10.0,3.0,1.0,9.3
David de Gea,J11,Fiorentina,Italian Serie A,ESP,GK,Goalkeeper,33,90,1.0,0.0,1.0,0.1,0.1,1,9.0,21.0,31.0,4.0,1308.2,8.0,328.0,8.0,1.0,0.0,0.0
Dean Henderson,J5,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,6.0,0.0,6.0,1.8,1.8,1,5.0,22.0,31.0,5.0,1153.2,11.0,577.5,17.0,3.0,4.0,71.6
André Onana,J5,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,4.0,0.0,4.0,0.5,0.5,1,1.0,7.0,42.0,5.0,945.0,4.0,73.2,11.0,0.0,1.0,14.0
Bart Verbruggen,J5,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,3.0,2.0,1.0,1.7,-0.3,0,2.0,4.0,35.0,9.0,735.0,1.0,8.0,3.0,1.0,6.0,135.0
Matz Sels,J5,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,32,90,3.0,2.0,1.0,1.1,-0.9,0,5.0,23.0,17.0,1.0,899.3,10.0,628.0,34.0,0.0,0.0,0.0
Ederson,J5,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,3.0,2.0,1.0,1.5,-0.5,0,2.0,6.0,26.0,0.0,746.2,1.0,35.0,7.0,0.0,2.0,46.6
David Raya,J5,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,11.0,2.0,9.0,2.2,0.2,0,9.0,31.0,28.0,0.0,1341.2,12.0,832.8,18.0,3.0,0.0,0.0
Nick Pope,J6,Newcastle Utd,English Premier League,ENG,GK,Goalkeeper,32,90,6.0,1.0,5.0,1.4,0.4,0,1.0,8.0,18.0,6.0,631.8,8.0,243.2,16.0,1.0,1.0,14.0
Ederson,J6,Manchester City,English Premier League,BRA,GK,Goalkeeper,31,90,4.0,1.0,3.0,1.1,0.1,0,6.0,15.0,47.0,7.0,1391.2,2.0,83.0,13.0,0.0,0.0,0.0
Mark Flekken,J6,Brentford,English Premier League,NED,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.3,0.3,0,5.0,15.0,47.0,3.0,1579.2,4.0,184.0,14.0,1.0,1.0,13.7
Alphonse Areola,J6,West Ham,English Premier League,FRA,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.3,0.3,0,10.0,18.0,30.0,4.0,993.0,6.0,390.0,22.0,0.0,2.0,40.0
Jordan Pickford,J6,Everton,English Premier League,ENG,GK,Goalkeeper,30,90,4.0,1.0,3.0,0.7,-0.3,0,14.0,27.0,35.0,5.0,1452.5,8.0,436.8,17.0,3.0,2.0,29.6
Dean Henderson,J6,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,2.0,2.0,0.0,0.6,-1.4,0,0.0,3.0,16.0,5.0,358.4,4.0,133.2,20.0,0.0,1.0,12.7
David Raya,J6,Arsenal,English Premier League,ESP,GK,Goalkeeper,29,90,3.0,2.0,1.0,0.2,-1.8,0,2.0,8.0,22.0,2.0,750.2,3.0,60.9,2.0,0.0,0.0,0.0
Mads Hermansen,J6,Leicester City,English Premier League,DEN,GK,Goalkeeper,24,90,16.0,4.0,13.0,5.2,1.2,0,9.0,22.0,29.0,4.0,991.8,10.0,547.0,36.0,2.0,2.0,22.4
Robert Sánchez,J6,Chelsea,English Premier League,ESP,GK,Goalkeeper,26,90,5.0,2.0,3.0,1.4,-0.6,0,4.0,18.0,56.0,10.0,1685.6,5.0,234.0,9.0,0.0,5.0,113.0
Bart Verbruggen,J6,Brighton,English Premier League,NED,GK,Goalkeeper,22,90,6.0,4.0,2.0,3.1,-0.9,0,5.0,10.0,46.0,2.0,1278.8,1.0,32.0,10.0,0.0,2.0,32.4
Matz Sels,J6,Nott'ham Forest,English Premier League,BEL,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.8,-0.2,0,1.0,11.0,16.0,1.0,617.6,4.0,148.0,14.0,0.0,0.0,0.0
Bernd Leno,J6,Fulham,English Premier League,GER,GK,Goalkeeper,32,90,1.0,0.0,1.0,0.0,0.0,1,3.0,6.0,31.0,2.0,756.4,5.0,168.0,20.0,1.0,0.0,0.0
Sam Johnstone,J6,Wolves,English Premier League,ENG,GK,Goalkeeper,31,90,6.0,2.0,4.0,1.5,-0.5,0,5.0,10.0,38.0,8.0,1056.4,4.0,170.0,16.0,2.0,2.0,24.6
Alisson,J6,Liverpool,English Premier League,BRA,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.1,0.1,0,1.0,5.0,30.0,3.0,801.0,2.0,28.0,13.0,1.0,2.0,29.2
Lorenzo Montipò,J11,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,28,90,3.0,2.0,1.0,1.2,-0.8,0,9.0,35.0,26.0,1.0,1461.2,11.0,740.3,9.0,0.0,2.0,32.0
Mile Svilar,J11,Roma,Italian Serie A,SRB,GK,Goalkeeper,25,90,3.0,3.0,0.0,1.6,-1.4,0,2.0,4.0,18.0,3.0,489.6,6.0,228.0,3.0,1.0,5.0,97.0
Arijanet Muric,J6,Ipswich Town,English Premier League,KVX,GK,Goalkeeper,25,90,3.0,2.0,1.0,1.2,-0.8,0,3.0,7.0,23.0,2.0,570.4,4.0,227.2,2.0,0.0,1.0,20.8
Emiliano Martínez,J6,Aston Villa,English Premier League,ARG,GK,Goalkeeper,32,90,5.0,2.0,3.0,2.4,0.4,0,4.0,11.0,29.0,2.0,904.8,9.0,438.3,14.0,2.0,0.0,0.0
André Onana,J6,Manchester Utd,English Premier League,CMR,GK,Goalkeeper,28,90,10.0,3.0,7.0,3.4,0.4,0,5.0,15.0,29.0,9.0,870.0,6.0,400.2,10.0,1.0,0.0,0.0
Guglielmo Vicario,J6,Tottenham,English Premier League,ITA,GK,Goalkeeper,27,90,2.0,0.0,2.0,0.3,0.3,1,1.0,2.0,45.0,7.0,877.5,6.0,109.2,15.0,1.0,2.0,33.6
Kepa Arrizabalaga,J6,Bournemouth,English Premier League,ESP,GK,Goalkeeper,29,90,3.0,1.0,2.0,1.3,0.3,0,6.0,8.0,22.0,3.0,741.4,2.0,66.0,11.0,1.0,1.0,12.3
Aaron Ramsdale,J6,Southampton,English Premier League,ENG,GK,Goalkeeper,26,90,6.0,3.0,3.0,1.6,-1.4,0,6.0,17.0,54.0,5.0,1728.0,1.0,9.0,16.0,1.0,2.0,38.0
Dean Henderson,J7,Crystal Palace,English Premier League,ENG,GK,Goalkeeper,27,90,4.0,1.0,3.0,0.5,-0.5,0,1.0,18.0,23.0,5.0,915.4,10.0,505.0,11.0,0.0,3.0,52.5
