Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Martin Jedlička,J11,Viktoria Plzeň,UEFA Europa League,CZE,GK,Goalkeeper,27,90,4.0,2.0,2.0,2.7,0.7,0,9.0,16.0,32.0,7.0,1152.0,3.0,156.9,8.0,0.0,2.0,67.0
Ivan Provedel,J11,Lazio,UEFA Europa League,ITA,GK,Goalkeeper,30,90,5.0,1.0,4.0,2.1,1.1,0,7.0,22.0,41.0,6.0,1566.2,5.0,325.0,19.0,1.0,0.0,0.0
Remko Pasveer,J11,Ajax,UEFA Europa League,NED,GK,Goalkeeper,41,23,2.0,0.0,2.0,0.5,0.0,0,3.0,6.0,11.0,0.0,412.5,1.0,68.0,3.0,0.0,2.0,47.0
Jay Gorter,J11,Ajax,UEFA Europa League,NED,GK,Goalkeeper,24,67,3.0,2.0,1.0,1.0,-1.0,0,3.0,6.0,27.0,3.0,726.3,2.0,89.0,6.0,0.0,0.0,0.0
Kevin Trapp,J11,Eint Frankfurt,UEFA Europa League,GER,GK,Goalkeeper,34,90,3.0,1.0,2.0,1.4,0.4,0,4.0,17.0,26.0,2.0,886.6,6.0,388.8,20.0,2.0,0.0,0.0
Alex Meret,J22,Napoli,Italian Serie A,ITA,GK,Goalkeeper,27,90,2.0,1.0,1.0,1.1,0.1,0,5.0,8.0,41.0,3.0,1123.4,2.0,62.0,5.0,0.0,0.0,0.0
Michele Di Gregorio,J22,Juventus,Italian Serie A,ITA,GK,Goalkeeper,27,90,3.0,2.0,1.0,2.0,0.0,0,5.0,16.0,35.0,0.0,1249.5,2.0,120.0,17.0,1.0,0.0,0.0
Julen Agirrezabala,J12,Athletic Club,UEFA Europa League,ESP,GK,Goalkeeper,24,90,2.0,1.0,1.0,1.2,0.2,0,1.0,4.0,12.0,1.0,370.8,5.0,170.0,4.0,0.0,1.0,27.0
Mile Svilar,J12,Roma,UEFA Europa League,SRB,GK,Goalkeeper,25,90,8.0,3.0,5.0,2.3,-0.7,0,7.0,21.0,22.0,5.0,785.4,15.0,759.0,31.0,4.0,0.0,0.0
Ivan Provedel,J12,Lazio,UEFA Europa League,ITA,GK,Goalkeeper,30,90,3.0,1.0,2.0,0.3,-0.7,0,7.0,19.0,32.0,4.0,1318.4,6.0,300.0,12.0,1.0,1.0,11.0
Martin Jedlička,J12,Viktoria Plzeň,UEFA Europa League,CZE,GK,Goalkeeper,27,90,5.0,1.0,4.0,2.1,1.1,0,6.0,17.0,28.0,4.0,1117.2,6.0,255.0,23.0,0.0,1.0,11.5
Kauã Santos,J12,Eint Frankfurt,UEFA Europa League,BRA,GK,Goalkeeper,21,90,5.0,1.0,4.0,0.8,-0.2,0,4.0,19.0,39.0,3.0,1407.9,3.0,159.0,13.0,2.0,1.0,10.6
Matheus,J12,Ajax,UEFA Europa League,BRA,GK,Goalkeeper,32,90,9.0,4.0,5.0,4.4,0.4,0,2.0,7.0,43.0,5.0,1130.9,3.0,80.1,15.0,0.0,2.0,48.8
Panagiotis Retsos,J12,Olympiacos,UEFA Europa League,GRE,GK,Goalkeeper,26,1,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,3.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Tzolakis,J12,Olympiacos,UEFA Europa League,GRE,GK,Goalkeeper,22,87,1.0,1.0,0.0,0.7,-0.3,0,5.0,8.0,13.0,2.0,577.2,1.0,29.0,1.0,1.0,4.0,123.2
Nikita Haikin,J12,Bodø/Glimt,UEFA Europa League,RUS,GK,Goalkeeper,29,90,8.0,2.0,5.0,3.2,1.2,0,6.0,29.0,31.0,2.0,1553.1,9.0,586.8,41.0,0.0,0.0,0.0
Guglielmo Vicario,J12,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,2.0,1.0,1.0,1.0,0.0,0,4.0,11.0,36.0,5.0,1022.4,7.0,279.3,10.0,2.0,2.0,34.4
Rome-Jayden Owusu-Oduro,J12,AZ Alkmaar,UEFA Europa League,NED,GK,Goalkeeper,20,90,4.0,3.0,1.0,2.3,-0.7,0,5.0,16.0,15.0,3.0,640.5,10.0,512.0,15.0,1.0,0.0,0.0
Jack Butland,J12,Rangers,UEFA Europa League,ENG,GK,Goalkeeper,32,90,3.0,2.0,1.0,1.9,-0.1,0,11.0,30.0,26.0,5.0,1224.6,14.0,810.6,24.0,1.0,0.0,0.0
İrfan Can Eğribayat,J12,Fenerbahçe,UEFA Europa League,TUR,GK,Goalkeeper,26,90,9.0,0.0,9.0,1.0,1.0,1,2.0,7.0,25.0,6.0,815.0,11.0,276.1,14.0,0.0,3.0,52.8
André Onana,J12,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,28,90,3.0,1.0,2.0,0.9,-0.1,0,3.0,14.0,36.0,3.0,1213.2,3.0,93.9,5.0,1.0,2.0,36.0
Álex Remiro,J12,Real Sociedad,UEFA Europa League,ESP,GK,Goalkeeper,29,90,10.0,4.0,6.0,3.3,-0.7,0,4.0,22.0,25.0,3.0,940.0,10.0,641.0,16.0,0.0,2.0,30.6
Lucas Perri,J12,Lyon,UEFA Europa League,BRA,GK,Goalkeeper,27,90,2.0,0.0,2.0,0.1,0.1,1,2.0,3.0,41.0,6.0,930.7,2.0,50.0,8.0,2.0,0.0,0.0
Lukáš Zima,J12,FCSB,UEFA Europa League,CZE,GK,Goalkeeper,31,90,6.0,4.0,2.0,3.2,-0.8,0,2.0,6.0,19.0,5.0,547.2,6.0,166.2,10.0,0.0,0.0,0.0
Nikita Haikin,J13,Bodø/Glimt,UEFA Europa League,RUS,GK,Goalkeeper,29,90,1.0,0.0,1.0,0.3,0.3,1,0.0,3.0,20.0,2.0,518.0,3.0,45.9,9.0,0.0,2.0,59.0
Christos Mandas,J13,Lazio,UEFA Europa League,GRE,GK,Goalkeeper,23,90,6.0,2.0,4.0,2.0,0.0,0,10.0,23.0,35.0,3.0,1263.5,9.0,465.3,4.0,0.0,0.0,0.0
Liam Kelly,J13,Rangers,UEFA Europa League,SCO,GK,Goalkeeper,29,90,3.0,0.0,2.0,1.6,1.6,1,6.0,26.0,27.0,2.0,1225.8,10.0,558.0,29.0,3.0,2.0,26.4
Julen Agirrezabala,J13,Athletic Club,UEFA Europa League,ESP,GK,Goalkeeper,24,90,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,11.0,2.0,247.5,4.0,180.0,6.0,0.0,2.0,40.0
Devis Vásquez,J22,Empoli,Italian Serie A,COL,GK,Goalkeeper,26,90,8.0,1.0,7.0,1.5,0.5,0,6.0,21.0,29.0,5.0,1278.9,4.0,224.0,16.0,0.0,1.0,18.3
Łukasz Skorupski,J22,Bologna,Italian Serie A,POL,GK,Goalkeeper,33,90,1.0,1.0,0.0,0.5,-0.5,0,6.0,14.0,46.0,11.0,1439.8,3.0,144.0,10.0,0.0,0.0,0.0
Guglielmo Vicario,J13,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,2.0,1.0,1.0,0.5,-0.5,0,0.0,1.0,16.0,2.0,329.6,3.0,63.9,8.0,1.0,0.0,0.0
Kauã Santos,J13,Eint Frankfurt,UEFA Europa League,BRA,GK,Goalkeeper,21,90,6.0,1.0,5.0,1.8,0.8,0,4.0,20.0,35.0,5.0,1260.0,6.0,256.2,19.0,5.0,0.0,0.0
Lucas Perri,J13,Lyon,UEFA Europa League,BRA,GK,Goalkeeper,27,90,5.0,2.0,3.0,1.5,-0.5,0,1.0,4.0,26.0,2.0,728.0,3.0,32.1,17.0,0.0,0.0,0.0
André Onana,J13,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,29,90,5.0,2.0,3.0,1.2,-0.8,0,2.0,7.0,28.0,3.0,826.0,4.0,137.2,10.0,0.0,2.0,35.4
André Onana,J14,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,29,90,9.0,4.0,5.0,3.5,-0.5,0,5.0,14.0,27.0,3.0,872.1,5.0,322.0,18.0,1.0,0.0,0.0
Lucas Perri,J14,Lyon,UEFA Europa League,BRA,GK,Goalkeeper,27,90,8.0,5.0,3.0,4.8,-0.2,0,3.0,14.0,37.0,4.0,1213.6,6.0,255.0,12.0,2.0,1.0,11.0
Julen Agirrezabala,J14,Athletic Club,UEFA Europa League,ESP,GK,Goalkeeper,24,90,2.0,0.0,2.0,0.8,0.8,1,7.0,9.0,16.0,4.0,499.2,4.0,216.0,9.0,0.0,0.0,0.0
Liam Kelly,J14,Rangers,UEFA Europa League,SCO,GK,Goalkeeper,29,90,3.0,2.0,1.0,1.5,-0.5,0,5.0,16.0,26.0,6.0,975.0,9.0,530.1,20.0,1.0,2.0,41.0
Christos Mandas,J14,Lazio,UEFA Europa League,GRE,GK,Goalkeeper,23,90,8.0,1.0,7.0,1.6,0.6,0,9.0,16.0,28.0,3.0,1173.2,1.0,65.0,8.0,1.0,5.0,104.0
Nikita Haikin,J14,Bodø/Glimt,UEFA Europa League,RUS,GK,Goalkeeper,29,90,11.0,3.0,8.0,4.4,1.4,0,4.0,19.0,49.0,11.0,1901.2,5.0,171.0,41.0,3.0,2.0,20.8
Kauã Santos,J14,Eint Frankfurt,UEFA Europa League,BRA,GK,Goalkeeper,22,90,3.0,1.0,2.0,0.9,-0.1,0,4.0,9.0,25.0,3.0,710.0,5.0,188.0,12.0,0.0,1.0,16.8
Guglielmo Vicario,J14,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,5.0,0.0,5.0,0.5,0.5,1,7.0,19.0,32.0,3.0,1209.6,6.0,334.2,27.0,1.0,0.0,0.0
Guglielmo Vicario,J15,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,1.0,1.0,0.0,0.6,-0.4,0,0.0,3.0,20.0,3.0,556.0,1.0,52.0,4.0,2.0,0.0,0.0
Nikita Haikin,J15,Bodø/Glimt,UEFA Europa League,RUS,GK,Goalkeeper,29,90,7.0,3.0,4.0,2.9,-0.1,0,3.0,15.0,52.0,6.0,1580.8,6.0,262.2,21.0,2.0,1.0,14.5
Julen Agirrezabala,J15,Athletic Club,UEFA Europa League,ESP,GK,Goalkeeper,24,90,7.0,3.0,4.0,3.4,0.4,0,10.0,18.0,19.0,1.0,860.7,5.0,331.0,13.0,2.0,0.0,0.0
André Onana,J15,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.6,0.6,1,8.0,13.0,22.0,5.0,770.0,5.0,315.0,13.0,0.0,0.0,0.0
André Onana,J16,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,29,90,1.0,1.0,0.0,0.1,-0.9,0,5.0,19.0,23.0,3.0,876.3,9.0,570.6,18.0,1.0,0.0,0.0
Julen Agirrezabala,J16,Athletic Club,UEFA Europa League,ESP,GK,Goalkeeper,24,90,5.0,4.0,1.0,2.1,-1.9,0,2.0,8.0,19.0,4.0,621.3,3.0,90.9,4.0,0.0,2.0,51.6
Nikita Haikin,J16,Bodø/Glimt,UEFA Europa League,RUS,GK,Goalkeeper,29,90,3.0,2.0,1.0,0.9,-1.1,0,7.0,14.0,40.0,1.0,1320.0,4.0,128.0,14.0,0.0,0.0,0.0
Guglielmo Vicario,J16,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,2.0,0.0,2.0,0.2,0.2,1,5.0,19.0,20.0,1.0,844.0,7.0,382.9,10.0,0.0,0.0,0.0
Mike Maignan,J22,Milan,Italian Serie A,FRA,GK,Goalkeeper,29,90,5.0,2.0,3.0,1.9,-0.1,0,1.0,1.0,17.0,3.0,329.8,6.0,147.0,9.0,0.0,2.0,38.0
Zion Suzuki,J22,Parma,Italian Serie A,JPN,GK,Goalkeeper,22,90,5.0,3.0,2.0,2.8,-0.2,0,9.0,18.0,43.0,6.0,1393.2,4.0,286.0,19.0,5.0,0.0,0.0
Guglielmo Vicario,J17,Tottenham,UEFA Europa League,ITA,GK,Goalkeeper,28,90,5.0,0.0,5.0,0.6,0.6,1,9.0,21.0,20.0,2.0,872.0,8.0,451.2,20.0,3.0,0.0,0.0
André Onana,J17,Manchester Utd,UEFA Europa League,CMR,GK,Goalkeeper,29,90,1.0,1.0,0.0,1.0,0.0,0,1.0,10.0,21.0,1.0,777.0,3.0,153.9,11.0,0.0,0.0,0.0
Bruno Varela,J1,Vitória,UEFA Europa Conference League,CPV,GK,Goalkeeper,29,90,2.0,1.0,1.0,0.7,-0.3,0,5.0,7.0,31.0,2.0,874.2,4.0,84.0,8.0,0.0,0.0,0.0
Matjaž Rozman,J1,NK Celje,UEFA Europa Conference League,SVN,GK,Goalkeeper,37,90,9.0,3.0,6.0,3.7,0.7,0,8.0,12.0,37.0,8.0,1161.8,8.0,252.0,10.0,1.0,0.0,0.0
Deniz Dilmen,J1,Başakşehir,UEFA Europa Conference League,NAN,GK,Goalkeeper,19,90,5.0,2.0,3.0,2.1,0.1,0,3.0,7.0,32.0,3.0,873.6,3.0,105.0,10.0,0.0,1.0,14.0
Niklas Hedl,J1,Rapid Wien,UEFA Europa Conference League,AUT,GK,Goalkeeper,23,90,4.0,1.0,3.0,1.1,0.1,0,2.0,12.0,27.0,2.0,864.0,4.0,213.2,17.0,1.0,4.0,95.6
Albert Posiadala,J1,Molde,UEFA Europa Conference League,POL,GK,Goalkeeper,21,90,1.0,0.0,1.0,0.2,0.2,1,1.0,1.0,18.0,1.0,361.8,3.0,69.0,3.0,0.0,2.0,40.8
Rohan Ferguson,J1,Larne FC,UEFA Europa Conference League,SCO,GK,Goalkeeper,26,90,7.0,3.0,4.0,1.8,-1.2,0,15.0,32.0,51.0,8.0,2045.1,7.0,389.9,13.0,0.0,0.0,0.0
Kevin Müller,J1,Heidenheim,UEFA Europa Conference League,GER,GK,Goalkeeper,33,90,3.0,1.0,2.0,1.2,0.2,0,6.0,12.0,29.0,5.0,1044.0,4.0,164.0,12.0,1.0,0.0,0.0
Matevž Vidovšek,J1,Olimpija,UEFA Europa Conference League,SVN,GK,Goalkeeper,24,90,8.0,2.0,5.0,2.0,0.0,0,5.0,12.0,17.0,4.0,678.3,6.0,292.8,19.0,1.0,0.0,0.0
Kacper Tobiasz,J1,Legia Warsaw,UEFA Europa Conference League,POL,GK,Goalkeeper,21,90,3.0,0.0,3.0,0.8,0.8,1,6.0,17.0,27.0,5.0,999.0,10.0,354.0,23.0,1.0,0.0,0.0
Adrián,J1,Betis,UEFA Europa Conference League,ESP,GK,Goalkeeper,37,90,2.0,1.0,1.0,1.3,0.3,0,1.0,5.0,33.0,4.0,920.7,5.0,129.0,15.0,0.0,2.0,40.6
Warleson,J1,Cercle Brugge,UEFA Europa Conference League,BRA,GK,Goalkeeper,28,31,0.0,0.0,0.0,0.0,0.0,0,3.0,7.0,4.0,0.0,189.2,3.0,182.1,4.0,0.0,2.0,57.0
Maxime Delanghe,J1,Cercle Brugge,UEFA Europa Conference League,BEL,GK,Goalkeeper,23,59,4.0,2.0,2.0,1.3,-0.7,0,10.0,18.0,14.0,0.0,751.8,4.0,243.2,9.0,0.0,0.0,0.0
Lawrence Ati-Zigi,J1,St. Gallen,UEFA Europa Conference League,GHA,GK,Goalkeeper,27,90,10.0,6.0,4.0,4.9,-1.1,0,10.0,15.0,36.0,7.0,1137.6,5.0,256.0,14.0,2.0,0.0,0.0
Fyodor Lapoukhov,J1,Dinamo Minsk,UEFA Europa Conference League,BLR,GK,Goalkeeper,21,90,4.0,2.0,3.0,1.9,-0.1,0,9.0,18.0,39.0,6.0,1275.3,7.0,263.2,15.0,1.0,4.0,77.2
Craig Gordon,J1,Hearts,UEFA Europa Conference League,SCO,GK,Goalkeeper,41,90,4.0,1.0,3.0,0.9,-0.1,0,3.0,10.0,26.0,8.0,782.6,5.0,231.0,12.0,1.0,0.0,0.0
Fabiano,J1,AC Omonia,UEFA Europa Conference League,BRA,GK,Goalkeeper,36,90,4.0,0.0,4.0,1.4,1.4,1,2.0,6.0,21.0,4.0,585.9,6.0,166.2,8.0,0.0,0.0,0.0
Ingvar Jónsson,J1,KV,UEFA Europa Conference League,ISL,GK,Goalkeeper,34,90,6.0,4.0,2.0,3.8,-0.2,0,4.0,10.0,31.0,7.0,923.8,6.0,201.0,18.0,1.0,2.0,26.0
Léon-Maurice Pöhls,J1,Shamrock Rov,UEFA Europa Conference League,GER,GK,Goalkeeper,27,90,2.0,1.0,1.0,0.9,-0.1,0,4.0,14.0,17.0,2.0,761.6,6.0,268.2,26.0,0.0,2.0,23.0
Vid Belec,J1,APOEL,UEFA Europa Conference League,SVN,GK,Goalkeeper,34,90,3.0,1.0,2.0,0.7,-0.3,0,0.0,4.0,13.0,3.0,387.4,4.0,111.2,7.0,0.0,0.0,0.0
Razvan Sava,J22,Udinese,Italian Serie A,ROU,GK,Goalkeeper,22,90,9.0,2.0,7.0,3.4,1.4,0,1.0,8.0,28.0,5.0,828.8,3.0,42.9,13.0,1.0,0.0,0.0
Mile Svilar,J22,Roma,Italian Serie A,SRB,GK,Goalkeeper,25,90,3.0,1.0,2.0,0.9,-0.1,0,0.0,3.0,37.0,8.0,947.2,2.0,69.0,16.0,2.0,2.0,31.6
Filip Jørgensen,J1,Chelsea,UEFA Europa Conference League,DEN,GK,Goalkeeper,22,90,3.0,2.0,1.0,1.9,-0.1,0,0.0,2.0,23.0,3.0,437.0,2.0,77.0,10.0,1.0,0.0,0.0
Davy Roef,J1,Gent,UEFA Europa Conference League,BEL,GK,Goalkeeper,30,90,6.0,4.0,2.0,0.9,-3.1,0,3.0,6.0,17.0,7.0,564.4,12.0,249.6,12.0,0.0,0.0,0.0
Ognjen Čančarević,J1,FC Noah,UEFA Europa Conference League,ARM,GK,Goalkeeper,35,90,6.0,0.0,6.0,0.8,0.8,1,3.0,12.0,32.0,5.0,1100.8,5.0,150.0,9.0,0.0,0.0,0.0
Matouš Trmal,J1,Mladá Boleslav,UEFA Europa Conference League,CZE,GK,Goalkeeper,26,90,8.0,2.0,6.0,2.3,0.3,0,5.0,9.0,35.0,6.0,1011.5,7.0,247.8,15.0,0.0,2.0,42.6
Jörg Siebenhandl,J1,LASK,UEFA Europa Conference League,AUT,GK,Goalkeeper,34,90,5.0,2.0,3.0,1.6,-0.4,0,1.0,4.0,21.0,4.0,539.7,6.0,96.0,17.0,0.0,4.0,86.8
Oscar Jansson,J1,Djurgården,UEFA Europa Conference League,SWE,GK,Goalkeeper,33,90,3.0,2.0,1.0,1.2,-0.8,0,4.0,6.0,20.0,3.0,592.0,4.0,166.0,16.0,0.0,4.0,95.2
Damjan Šiškovski,J1,Borac Banja Luka,UEFA Europa Conference League,MKD,GK,Goalkeeper,29,90,2.0,1.0,1.0,1.0,0.0,0,5.0,13.0,23.0,6.0,685.4,7.0,378.7,11.0,1.0,1.0,11.3
Bartłomiej Drągowski,J1,Panathinaikos,UEFA Europa Conference League,POL,GK,Goalkeeper,27,90,5.0,1.0,4.0,0.6,-0.4,0,1.0,3.0,26.0,4.0,496.6,6.0,165.0,12.0,1.0,2.0,32.6
Pietro Terracciano,J1,Fiorentina,UEFA Europa Conference League,ITA,GK,Goalkeeper,34,90,1.0,0.0,1.0,0.3,0.3,1,0.0,1.0,19.0,1.0,372.4,3.0,33.9,1.0,0.0,1.0,21.8
Connor Roberts,J1,The New Saints,UEFA Europa Conference League,WAL,GK,Goalkeeper,31,90,10.0,2.0,8.0,3.6,1.6,0,5.0,23.0,26.0,0.0,1170.0,5.0,225.0,21.0,0.0,0.0,0.0
Nathan Trott,J1,FC Copenhagen,UEFA Europa Conference League,ENG,GK,Goalkeeper,25,90,3.0,2.0,1.0,0.7,-1.3,0,3.0,8.0,28.0,3.0,800.8,1.0,62.0,5.0,0.0,0.0,0.0
Sławomir Abramowicz,J1,Jagiellonia,UEFA Europa Conference League,POL,GK,Goalkeeper,20,90,5.0,1.0,4.0,0.6,-0.4,0,7.0,19.0,19.0,4.0,723.9,12.0,578.4,16.0,2.0,0.0,0.0
Amir Saipi,J1,Lugano,UEFA Europa Conference League,KVX,GK,Goalkeeper,24,90,4.0,0.0,4.0,0.6,0.6,1,5.0,12.0,51.0,7.0,1377.0,5.0,197.0,8.0,0.0,0.0,0.0
Thijmen Nijhuis,J1,HJK,UEFA Europa Conference League,NED,GK,Goalkeeper,26,90,7.0,3.0,4.0,3.2,0.2,0,5.0,13.0,32.0,7.0,953.6,8.0,296.8,12.0,0.0,0.0,0.0
Silviu Șmalenea,J1,Petrocub,UEFA Europa Conference League,MDA,GK,Goalkeeper,21,90,9.0,4.0,5.0,2.6,-1.4,0,1.0,11.0,23.0,8.0,800.4,6.0,232.8,5.0,0.0,1.0,20.0
Ivica Ivušić,J1,Pafos FC,UEFA Europa Conference League,CRO,GK,Goalkeeper,29,90,1.0,1.0,0.0,0.9,-0.1,0,3.0,11.0,38.0,2.0,1204.6,7.0,174.3,17.0,1.0,5.0,111.5
Josip Condric,J1,Astana FK,UEFA Europa Conference League,CRO,GK,Goalkeeper,31,90,5.0,0.0,5.0,0.3,0.3,1,9.0,24.0,29.0,6.0,1075.9,14.0,793.8,9.0,0.0,0.0,0.0
Veljko Ilic,J1,TSC,UEFA Europa Conference League,SRB,GK,Goalkeeper,21,90,4.0,1.0,3.0,0.4,-0.6,0,2.0,4.0,38.0,3.0,839.8,4.0,58.0,3.0,0.0,2.0,33.0
Ingvar Jónsson,J2,KV,UEFA Europa Conference League,ISL,GK,Goalkeeper,35,90,3.0,1.0,2.0,1.3,0.3,0,5.0,15.0,53.0,5.0,1680.1,5.0,119.0,14.0,3.0,0.0,0.0
Maxime Delanghe,J2,Cercle Brugge,UEFA Europa Conference League,BEL,GK,Goalkeeper,23,90,5.0,3.0,2.0,2.8,-0.2,0,5.0,26.0,25.0,2.0,1210.0,5.0,297.0,8.0,0.0,3.0,96.9
Wladimiro Falcone,J22,Lecce,Italian Serie A,ITA,GK,Goalkeeper,29,90,5.0,4.0,1.0,3.3,-0.7,0,3.0,7.0,29.0,4.0,771.4,0.0,0.0,3.0,0.0,0.0,0.0
Yann Sommer,J22,Inter,Italian Serie A,SUI,GK,Goalkeeper,36,90,4.0,0.0,4.0,1.2,1.2,1,1.0,3.0,42.0,7.0,903.0,9.0,143.1,24.0,1.0,1.0,16.8
Rohan Ferguson,J2,Larne FC,UEFA Europa Conference League,SCO,GK,Goalkeeper,26,90,6.0,4.0,3.0,2.5,-1.5,0,0.0,2.0,21.0,6.0,659.4,4.0,92.0,16.0,1.0,2.0,36.8
Léon-Maurice Pöhls,J2,Shamrock Rov,UEFA Europa Conference League,GER,GK,Goalkeeper,27,90,3.0,1.0,2.0,1.1,0.1,0,1.0,5.0,19.0,4.0,543.4,4.0,53.2,15.0,0.0,1.0,20.0
Craig Gordon,J2,Hearts,UEFA Europa Conference League,SCO,GK,Goalkeeper,41,90,1.0,0.0,1.0,0.0,0.0,1,8.0,24.0,27.0,3.0,1231.2,10.0,457.0,11.0,0.0,3.0,55.5
Fabiano,J2,AC Omonia,UEFA Europa Conference League,BRA,GK,Goalkeeper,36,90,3.0,2.0,1.0,1.4,-0.6,0,1.0,5.0,8.0,4.0,191.2,6.0,306.0,11.0,1.0,0.0,0.0
Davy Roef,J2,Gent,UEFA Europa Conference League,BEL,GK,Goalkeeper,30,90,3.0,1.0,2.0,1.2,0.2,0,2.0,11.0,37.0,3.0,1317.2,1.0,29.0,12.0,0.0,1.0,21.5
Albert Posiadala,J2,Molde,UEFA Europa Conference League,POL,GK,Goalkeeper,21,90,4.0,2.0,2.0,1.2,-0.8,0,8.0,17.0,26.0,2.0,1027.0,4.0,256.0,16.0,1.0,0.0,0.0
Niklas Hedl,J2,Rapid Wien,UEFA Europa Conference League,AUT,GK,Goalkeeper,23,90,2.0,0.0,2.0,0.7,0.7,1,3.0,3.0,33.0,3.0,785.4,2.0,82.0,6.0,0.0,0.0,0.0
Ognjen Čančarević,J2,FC Noah,UEFA Europa Conference League,ARM,GK,Goalkeeper,35,90,7.0,1.0,6.0,1.8,0.8,0,6.0,12.0,31.0,8.0,988.9,11.0,359.7,18.0,0.0,1.0,13.0
Jacob Rinne,J2,Djurgården,UEFA Europa Conference League,SWE,GK,Goalkeeper,31,90,3.0,2.0,1.0,1.4,-0.6,0,1.0,7.0,18.0,3.0,563.4,5.0,191.0,10.0,1.0,1.0,14.3
Bruno Varela,J2,Vitória,UEFA Europa Conference League,CPV,GK,Goalkeeper,29,90,3.0,1.0,2.0,1.1,0.1,0,5.0,11.0,13.0,0.0,535.6,8.0,370.4,8.0,0.0,0.0,0.0
Matjaž Rozman,J2,NK Celje,UEFA Europa Conference League,SVN,GK,Goalkeeper,37,90,5.0,1.0,4.0,1.7,0.7,0,4.0,14.0,15.0,4.0,546.0,11.0,497.2,21.0,0.0,0.0,0.0
Deniz Dilmen,J2,Başakşehir,UEFA Europa Conference League,NAN,GK,Goalkeeper,19,90,8.0,5.0,3.0,4.3,-0.7,0,1.0,4.0,24.0,2.0,537.6,8.0,208.0,7.0,0.0,7.0,191.1
Lawrence Ati-Zigi,J2,St. Gallen,UEFA Europa Conference League,GHA,GK,Goalkeeper,27,90,15.0,4.0,11.0,3.4,-0.6,0,6.0,12.0,40.0,5.0,1044.0,8.0,339.2,19.0,1.0,0.0,0.0
Pietro Terracciano,J2,Fiorentina,UEFA Europa Conference League,ITA,GK,Goalkeeper,34,90,4.0,2.0,2.0,0.5,-1.5,0,5.0,9.0,28.0,1.0,952.0,3.0,57.0,6.0,0.0,0.0,0.0
Sławomir Abramowicz,J2,Jagiellonia,UEFA Europa Conference League,POL,GK,Goalkeeper,20,90,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,12.0,3.0,286.8,2.0,49.0,10.0,1.0,1.0,12.0
Silviu Șmalenea,J2,Petrocub,UEFA Europa Conference League,MDA,GK,Goalkeeper,21,90,6.0,2.0,4.0,1.8,-0.2,0,1.0,10.0,25.0,5.0,877.5,9.0,350.1,16.0,2.0,0.0,0.0
Bartłomiej Drągowski,J2,Panathinaikos,UEFA Europa Conference League,POL,GK,Goalkeeper,27,90,9.0,4.0,5.0,3.9,-0.1,0,2.0,10.0,32.0,3.0,944.0,3.0,57.9,13.0,0.0,0.0,0.0
Filip Jørgensen,J2,Chelsea,UEFA Europa Conference League,DEN,GK,Goalkeeper,22,90,3.0,1.0,2.0,2.0,1.0,0,0.0,2.0,44.0,5.0,946.0,1.0,14.0,11.0,0.0,1.0,14.5
Vid Belec,J2,APOEL,UEFA Europa Conference League,SVN,GK,Goalkeeper,34,90,2.0,1.0,1.0,0.6,-0.4,0,0.0,2.0,12.0,5.0,307.2,2.0,27.0,7.0,0.0,0.0,0.0
Filip Manojlović,J2,Borac Banja Luka,UEFA Europa Conference League,SRB,GK,Goalkeeper,28,90,3.0,0.0,3.0,0.6,0.6,1,6.0,20.0,14.0,3.0,490.0,14.0,799.4,23.0,0.0,1.0,17.7
Ivan Provedel,J22,Lazio,Italian Serie A,ITA,GK,Goalkeeper,30,90,3.0,2.0,1.0,1.2,-0.8,0,2.0,2.0,21.0,2.0,594.3,3.0,78.9,9.0,0.0,5.0,194.0
David de Gea,J22,Fiorentina,Italian Serie A,ESP,GK,Goalkeeper,34,90,3.0,1.0,2.0,1.0,0.0,0,12.0,20.0,29.0,1.0,1049.8,8.0,490.4,29.0,0.0,0.0,0.0
