Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Line Index,Passes Index
Joe Willis,USA,Goalkeeper,Nashville SC,0.0,1988,30,29,2626,41,63
Joel Drommel,NED,Goalkeeper,PSV Eindhoven,0.0,1996,1,1,90,79,70
John,BRA,Goalkeeper,br Botafogo (RJ),0.0,1996,44,44,3990,72,38
John McCarthy,USA,Goalkeeper,LA Galaxy,0.0,1992,32,32,2880,64,28
John Pulskamp,USA,Goalkeeper,Sporting KC,0.0,2001,6,6,540,10,16
John Ruddy,ENG,Goalkeeper,Birmingham City,0.0,1986,44,44,3960,50,76
Jonathan Sirois,CAN,Goalkeeper,CF Montréal,0.0,2001,33,33,2970,45,41
Jorge Broun,ARG,Goalkeeper,ar Rosario Central,0.0,1986,30,30,2700,47,45
Josh Cohen,USA,Goalkeeper,Atlanta Utd,0.0,1992,3,2,209,10,88
Josue Reinatti,ARG,Goalkeeper,Newell's OB,0.0,2003,3,3,270,40,36
José Antonio Rodríguez,MEX,Goalkeeper,Tijuana,0.0,1992,28,28,2475,50,57
José Corona,MEX,Goalkeeper,Tijuana,0.0,1981,7,6,585,42,62
José Eulogio,MEX,Goalkeeper,Pachuca,0.0,2004,2,2,180,15,21
José Rangel Aguilar,MEX,Goalkeeper,Guadalajara,0.0,2000,19,19,1635,68,42
João Gonçalves,POR,Goalkeeper,Boavista,0.0,2000,34,34,3060,36,38
João Ricardo Riedi,BRA,Goalkeeper,Fortaleza,0.0,1988,38,38,3420,82,49
João Valido,POR,Goalkeeper,Arouca,0.0,2000,1,1,90,67,64
Juan Cozzani,ARG,Goalkeeper,Platense,0.0,1998,26,26,2339,75,50
Juan Espínola,PAR,Goalkeeper,Belgrano,0.0,1994,15,15,1324,70,46
Julio José González,MEX,Goalkeeper,UNAM,0.0,1991,34,34,3060,57,67
Justin Bijlow,NED,Goalkeeper,Feyenoord,0.0,1998,17,17,1462,51,54
Karl Darlow,WAL,Goalkeeper,Leeds United,0.0,1990,2,1,126,6,59
Kasper Schmeichel,DEN,Goalkeeper,Anderlecht,0.0,1986,23,23,2070,79,70
Kayne van Oevelen,NED,Goalkeeper,Volendam,0.0,2003,1,1,89,82,75
Kevin Mier,COL,Goalkeeper,Cruz Azul,0.0,2000,17,17,1530,52,51
Kewin,BRA,Goalkeeper,Moreirense,0.0,1995,30,30,2686,52,73
Kosuke Nakamura,JPN,Goalkeeper,Portimonense,0.0,1995,20,20,1800,47,45
Kristijan Kahlina,CRO,Goalkeeper,Charlotte,0.0,1992,34,34,3060,82,52
Kristoffer Klaesson,NOR,Goalkeeper,Leeds United,0.0,2000,1,1,90,56,26
Lars Unnerstall,GER,Goalkeeper,Twente,0.0,1990,32,32,2880,71,50
Laurent Henkinet,BEL,Goalkeeper,Standard Liège,0.0,1992,1,1,90,11,35
Lautaro Bursich,ARG,Goalkeeper,Cen. Córdoba–SdE,0.0,2002,1,1,90,7,47
Lautaro Garzón,ARG,Goalkeeper,Vélez Sarsfield,0.0,2003,1,0,39,14,14
Lautaro Morales,ARG,Goalkeeper,Talleres,0.0,1999,1,1,90,12,12
Leandro Brey,ARG,Goalkeeper,Boca Juniors,0.0,2002,12,11,999,85,24
Leandro Chichizola,ARG,Goalkeeper,Parma,0.0,1990,37,36,3252,60,74
Leandro Requena,ARG,Goalkeeper,cl Cobresal,0.0,1987,5,5,450,64,63
Lee Nicholls,ENG,Goalkeeper,Huddersfield,0.0,1992,37,37,3305,30,64
Leonardo Linck,BRA,Goalkeeper,Ath Paranaense,0.0,2001,14,14,1223,35,51
Leonardo Loria,ITA,Goalkeeper,Pisa,0.0,1999,7,7,630,26,43
Leonardo Marson,ITA,Goalkeeper,Cosenza,0.0,1998,2,1,124,85,30
Leopold Wahlstedt,SWE,Goalkeeper,Blackburn,0.0,1999,21,20,1829,37,38
Lorenzo Andrenacci,ITA,Goalkeeper,Brescia,0.0,1995,9,9,765,32,47
Luca Lezzerini,ITA,Goalkeeper,Brescia,0.0,1995,25,25,2250,51,52
Luca Maniero,ITA,Goalkeeper,Cittadella,0.0,1995,3,3,270,74,55
Lucas Acosta,ARG,Goalkeeper,Sarmiento,0.0,1995,23,23,2070,75,40
Lucas Arcanjo,BRA,Goalkeeper,Vitória,0.0,1998,37,37,3330,37,28
Lucas Hoyos,ARG,Goalkeeper,Newell's OB,0.0,1989,11,11,976,73,56
Lucas Paes,BRA,Goalkeeper,Casa Pia,0.0,1997,4,3,273,30,58
Lucas Pirard,BEL,Goalkeeper,Kortrijk,0.0,1995,9,9,810,80,70
Lucão,BRA,Goalkeeper,RB Bragantino,0.0,2001,8,6,631,44,21
Luis Barraza,USA,Goalkeeper,NYCFC,0.0,1996,1,0,79,10,51
Luis Cárdenas,MEX,Goalkeeper,Monterrey,0.0,1993,2,2,180,83,74
Luis Ingolotti,ARG,Goalkeeper,Cen. Córdoba–SdE,0.0,2000,26,26,2340,48,36
Luis Mejía,PAN,Goalkeeper,uy Nacional,0.0,1991,8,8,720,42,26
Luis Ángel Malagón,MEX,Goalkeeper,América,0.0,1997,29,29,2565,72,37
Luiz Lúcio Reis Júnior,BRA,Goalkeeper,Famalicão,0.0,2001,33,33,2970,78,73
Luka Gavran,CAN,Goalkeeper,Toronto FC,0.0,2000,9,9,810,33,50
Luuk Koopmans,NED,Goalkeeper,Fortuna Sittard,0.0,1993,5,5,450,69,44
Léo Jardim,BRA,Goalkeeper,Vasco da Gama,0.0,1995,38,38,3420,65,51
Maarten Paes,IDN,Goalkeeper,FC Dallas,0.0,1998,30,30,2700,45,49
Maarten Vandevoordt,BEL,Goalkeeper,Genk,0.0,2002,30,30,2700,69,61
Mads Hermansen,DEN,Goalkeeper,Leicester City,0.0,2000,44,44,3960,68,46
Magrão,BRA,Goalkeeper,Rio Ave,0.0,2000,7,7,630,37,43
Manaf Nurudeen,GHA,Goalkeeper,Eupen,0.0,1999,2,2,180,73,57
Manuel Roffo,ARG,Goalkeeper,Instituto,0.0,2000,27,27,2430,46,50
Marcelo Barovero,ARG,Goalkeeper,Banfield,0.0,1984,2,2,118,31,33
Marcelo Carné,BRA,Goalkeeper,Estoril,0.0,1990,22,22,1979,72,37
Marcelo Lomba,BRA,Goalkeeper,br Palmeiras,0.0,1986,2,2,180,22,25
Marcelo Miño,ARG,Goalkeeper,Barracas Central,0.0,1997,10,10,900,69,74
Marco Pissardo,ITA,Goalkeeper,Bari,0.0,1998,6,5,481,22,37
Marcos Felipe,BRA,Goalkeeper,Bahia,0.0,1996,34,34,2996,57,69
Marcos Ignacio Ledesma,ARG,Goalkeeper,Gimnasia–LP,0.0,1996,18,18,1620,74,57
Mark Spenkelink,NED,Goalkeeper,RKC Waalwijk,0.0,1997,1,1,90,84,76
Mark Travers,IRL,Goalkeeper,Stoke City,0.0,1999,13,13,1170,53,73
Martin Delavallée,BEL,Goalkeeper,Charleroi,0.0,2004,1,0,1,34,80
Martín Parra,CHI,Goalkeeper,cl Huachipato,0.0,2000,6,6,540,46,47
Mason Stajduhar,USA,Goalkeeper,Orlando City,0.0,1997,5,5,388,75,38
Mateo Clemente,ARG,Goalkeeper,San Lorenzo,0.0,2002,1,1,90,15,2
Mateus Claus,BRA,Goalkeeper,Juventude,0.0,1994,5,4,406,34,41
Mateus Pasinato,BRA,Goalkeeper,Cuiabá,0.0,1992,2,2,180,38,48
Matheus,BRA,Goalkeeper,Braga,0.0,1992,34,34,3060,36,59
Matheus Cunha,BRA,Goalkeeper,Flamengo,0.0,2001,3,3,270,39,67
Matheus Donelli,BRA,Goalkeeper,Corinthians,0.0,2002,7,7,630,31,28
Matheus Mendes,BRA,Goalkeeper,Atlético Mineiro,0.0,1999,13,12,1087,66,39
Mathew Ryan,AUS,Goalkeeper,AZ Alkmaar,0.0,1992,29,29,2610,71,84
Matija Šarkić,MNE,Goalkeeper,Millwall,0.0,1997,32,32,2880,58,44
Matt Freese,USA,Goalkeeper,NYCFC,0.0,1998,34,34,2981,70,42
Matt Ingram,ENG,Goalkeeper,Hull City,0.0,1993,10,9,819,19,38
Mattijs Branderhorst,NED,Goalkeeper,Utrecht,0.0,1993,5,5,450,56,57
Matías Mansilla,ARG,Goalkeeper,ar Estudiantes–LP,0.0,1996,32,32,2880,46,34
Mauro Vigorito,ITA,Goalkeeper,Como,0.0,1990,1,0,22,91,23
Max O'Leary,IRL,Goalkeeper,Bristol City,0.0,1996,46,46,4140,56,64
Maxence Prevot,FRA,Goalkeeper,OH Leuven,0.0,1997,11,11,990,30,75
Maxime Crépeau,CAN,Goalkeeper,Portland Timbers,0.0,1994,20,20,1757,30,81
