Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Filipe Soares,pt POR,Midfielder,Famalicão,24,1999,8,0,173,41,81,52,23
Filippo Bandinelli,it ITA,Midfielder,Spezia,28,1995,33,23,1957,49,76,81,36
Filippo Damian,it ITA,Midfielder,Ternana,27,1996,1,1,45,30,11,7,39
Filippo Distefano,it ITA,Forward,Ternana,19,2003,31,12,1310,78,57,59,51
Filippo Faggi,it ITA,Midfielder,Bari,20,2003,1,0,17,28,10,7,24
Filippo Melegoni,it ITA,Forward,Reggiana,24,1999,28,16,1360,41,72,60,61
Filippo Nardi,it ITA,Midfielder,Reggiana,25,1998,13,4,473,35,47,58,37
Filippo Pittarello,it ITA,Forward,Cittadella,26,1996,35,30,2443,54,41,54,35
Filippo Ranocchia,it ITA,Midfielder,Palermo,22,2001,12,9,763,91,76,77,52
Filippo Romagna,it ITA,Defender,Reggiana,26,1997,13,11,1039,35,46,16,36
Filippo Scaglia,it ITA,Defender,Südtirol,31,1992,15,15,1343,23,33,21,41
Filippo Sgarbi,it ITA,Defender,Cosenza,25,1997,17,12,1170,67,34,46,39
Filippo Vandelli,it ITA,Goalkeeper,Modena,22,2000,1,0,6,42,40,44,33
Finley Welch,eng ENG,Forward,Norwich City,18,2004,1,0,4,22,12,5,8
Finn Azaz,ie IRL,Forward,Plymouth Argyle,22,2000,46,36,3122,75,90,73,54
Finn Stam,nl NED,Defender,AZ Alkmaar,20,2003,1,0,35,51,20,62,4
Finn Stokkers,nl NED,Forward,Go Ahead Eag,27,1996,14,2,374,46,42,46,63
Finn Surman,nz NZL,Defender,Portland Timbers,20,2003,1,1,90,29,23,16,20
Flabián Londoño,co COL,Forward,Tigre,23,2000,3,0,73,24,11,16,34
Flavio Junior Bianchi,it ITA,Forward,Brescia,23,2000,38,24,2228,51,41,54,43
Flip Klomp,nl NED,Midfielder,Volendam,21,2001,2,0,36,28,16,55,52
Florent da Silva,fr FRA,Midfielder,RWDM,20,2003,13,6,503,83,67,52,60
Florentino Luís,pt POR,Midfielder,Benfica,23,1999,30,17,1680,31,55,40,74
Florian Danho Seke,fr FRA,Forward,Famalicão,23,2000,10,2,239,68,22,36,70
Florian Le Joncour,fr FRA,Defender,RWDM,28,1995,11,10,871,36,49,44,60
Florian Miguel,fr FRA,Defender,OH Leuven,26,1996,21,20,1663,58,50,51,48
Florián Monzón,ar ARG,Forward,Tigre,23,2001,15,12,967,77,52,50,63
Flynn Downes,eng ENG,Midfielder,Southampton,24,1999,33,31,2550,65,59,59,59
Flávio Nazinho,pt POR,Forward,Cercle Brugge,20,2003,20,14,1130,49,60,42,72
Fodé Fofana,nl NED,Forward,Vitesse,20,2002,3,2,97,42,73,37,8
Forster Ajago,gh GHA,Forward,Nashville SC,22,2001,12,3,379,28,34,33,71
Fran Delgado,es ESP,Defender,Farense,22,2001,9,6,492,39,56,52,26
Fran Navarro,es ESP,Forward,Porto,25,1998,6,1,174,37,55,14,38
Francesco Amatucci,it ITA,Midfielder,Cittadella,22,2001,28,22,1900,59,36,56,71
Francesco Bardi,it ITA,Goalkeeper,Reggiana,31,1992,30,30,2624,47,46,44,45
Francesco Cassata,it ITA,Midfielder,Spezia,26,1997,31,21,1819,42,55,74,46
Francesco Conti,it ITA,Midfielder,Sampdoria,18,2004,1,0,11,28,11,7,6
Francesco Di Mariano,it ITA,Forward,Palermo,27,1996,27,20,1580,31,76,48,47
Francesco Di Tacchio,it ITA,Midfielder,Ascoli,33,1990,33,31,2683,35,46,25,65
Francesco Donati,it ITA,Defender,Calcio Lecco 1912,22,2001,1,0,15,29,12,29,53
Francesco Esposito,it ITA,Forward,Spezia,18,2005,38,17,1786,47,39,27,42
Francesco Forte,it ITA,Forward,Cosenza,30,1993,32,18,1702,54,27,18,58
Francesco Lo Celso,ar ARG,Forward,Rosario Central,23,2000,10,4,352,64,77,41,53
Francesco Ruberto,ch SUI,Goalkeeper,Vizela,30,1993,7,7,564,42,50,70,46
Francesco Vicari,it ITA,Defender,Bari,28,1994,37,37,3323,48,40,29,57
Francesco Zampano,it ITA,Defender,Venezia,29,1993,35,28,2508,68,78,85,28
Francis Abu,gh GHA,Midfielder,Cercle Brugge,22,2001,8,5,409,40,59,45,84
Francis Amuzu,be BEL,Forward,Anderlecht,23,1999,12,5,569,78,58,87,46
Francis Mac Allister,ar ARG,Midfielder,Arg Juniors,28,1995,17,15,1179,29,51,26,73
Francisco Alarcón,cl CHI,Defender,cl Cobresal,33,1990,5,5,450,23,16,15,56
Francisco Antonio Figueroa,mx MEX,Forward,Pachuca,24,1999,6,2,209,36,78,83,41
Francisco Bonfiglio,es ESP,Forward,Atlé Tucumán,22,2002,8,0,139,37,44,24,58
Francisco Bregante,uy URU,Forward,uy Liverpool,19,2004,2,0,34,22,18,21,64
Francisco Calvo,cr CRC,Defender,FC Juárez,31,1992,14,14,1260,64,57,49,71
Francisco Conceição,pt POR,Forward,Porto,20,2002,27,21,1888,69,86,91,51
Francisco Contreras,mx MEX,Defender,Tijuana,24,1999,28,24,2080,44,70,68,44
Francisco Eduardo Venegas,mx MEX,Defender,Querétaro,25,1998,22,15,1326,87,53,64,64
Francisco Facello,ar ARG,Defender,Belgrano,21,2003,7,5,431,37,40,45,54
Francisco Flores,ar ARG,Defender,Atlé Tucumán,22,2002,6,5,457,22,33,28,53
Francisco Fydriszewski,ar ARG,Forward,San Lorenzo,30,1993,9,4,494,46,23,29,54
Francisco Gerometta,ar ARG,Defender,Unión,24,1999,8,2,334,36,68,65,53
Francisco González,ar ARG,Midfielder,Belgrano,26,1997,25,23,1964,49,72,62,53
Francisco González,ar ARG,Forward,Newell's OB,22,2001,18,11,990,57,70,50,53
Francisco Kiki,pt POR,Midfielder,Casa Pia,25,1998,1,0,5,28,27,38,6
Francisco La Mantía,ve VEN,Defender,ve Caracas,27,1996,6,6,540,32,13,14,57
Francisco Marco,ar ARG,Defender,Defensa y Just,20,2003,1,0,79,29,13,9,11
Francisco Montes,cl CHI,Midfielder,cl Palestino,19,2004,1,0,22,28,19,71,49
Francisco Montoro,ar ARG,Forward,Vélez Sarsfield,19,2004,1,0,7,22,12,5,8
Francisco Nevarez,mx MEX,Midfielder,FC Juárez,22,2000,2,0,67,47,38,52,28
Francisco Perruzzi,ar ARG,Forward,San Lorenzo,22,2001,10,5,384,16,24,26,81
Francisco Petrasso,ar ARG,Defender,Ind. Rivadavia,21,2002,6,5,432,81,42,48,69
Francisco Pizzini,ar ARG,Forward,Vélez Sarsfield,30,1993,27,27,2165,55,73,79,57
Francisco Reyes,do DOM,Defender,Volendam,17,2006,1,0,21,29,32,35,21
Francisco Sebastián Córdova,mx MEX,Forward,UANL,26,1997,28,19,1482,72,66,58,52
Francisco Sierralta,cl CHI,Midfielder,Watford,26,1997,27,23,1968,24,30,16,47
Francisco Silva,pt POR,Goalkeeper,Sporting CP,17,2005,1,0,9,42,42,44,30
Francisco Trincão,pt POR,Forward,Sporting CP,23,1999,31,18,1701,83,89,75,48
Francisco da Costa,br BRA,Forward,bo Bolívar,28,1995,6,6,540,88,34,34,47
Francisco Álvarez,ar ARG,Defender,Arg Juniors,23,2000,25,24,2086,75,61,57,71
Franck Boli,ci CIV,Forward,Atlético,29,1993,12,8,693,76,35,41,39
Franck Surdez,ch SUI,Forward,Gent,21,2002,3,0,55,45,65,77,54
Franco Alfonso,ar ARG,Forward,Huracán,21,2002,13,0,264,35,74,72,36
Franco Aragón,ar ARG,Midfielder,Cen. Córdoba–SdE,29,1994,2,1,93,36,37,19,22
Franco Armani,ar ARG,Goalkeeper,River Plate,37,1986,34,34,3060,46,42,44,69
Franco Baldassarra,ar ARG,Forward,Platense,25,1998,13,1,312,27,59,34,92
Franco Bechtholdt,ar ARG,Defender,cl Cobresal,30,1993,6,6,485,24,21,29,68
Franco Carboni,it ITA,Forward,Ternana,20,2003,19,18,1410,38,35,39,83
Franco Cristaldo,ar ARG,Forward,Grêmio,27,1996,42,31,2650,70,83,48,58
Franco Díaz,ar ARG,Midfielder,Newell's OB,23,2000,8,3,312,41,64,73,63
Franco Escobar,ar ARG,Defender,Houston Dynamo,28,1995,24,21,1818,80,75,76,64
Franco Fagúndez,uy URU,Forward,Santos,23,2000,11,6,508,48,57,54,66
Franco Fragapane,ar ARG,Forward,Minnesota Utd,30,1993,24,6,830,54,83,61,41
Franco García,ar ARG,Forward,cl Cobresal,26,1997,6,6,420,17,37,70,39
Franco Gastón Romero,uy URU,Defender,uy Nacional,28,1995,6,5,451,65,34,36,55
Franco González,uy URU,Forward,uy Peñarol,19,2004,2,0,74,37,77,86,73
Franco Ibarra,ar ARG,Midfielder,Rosario Central,22,2001,24,21,1918,26,36,31,83
Franco Israel,uy URU,Goalkeeper,Sporting CP,23,2000,10,10,900,48,42,44,47
Franco Jara,ar ARG,Forward,Belgrano,35,1988,21,18,1605,78,58,53,41
Franco Lepore,it ITA,Forward,Calcio Lecco 1912,37,1985,33,32,2763,50,86,31,67
Franco Lobos,cl CHI,Forward,cl Cobresal,24,1999,6,1,175,19,30,34,52
Franco Mastantuono,ar ARG,Forward,River Plate,16,2007,31,9,1179,63,87,86,53
Franco Minerva,ar ARG,Forward,Platense,17,2006,13,12,774,51,44,25,67
Franco Moyano,ar ARG,Midfielder,Talleres,26,1997,8,6,481,32,24,30,50
Franco Negri,ar ARG,Defender,Inter Miami,28,1995,11,9,790,49,79,76,65
Franco Nicola,uy URU,Forward,Atlé Tucumán,21,2002,20,8,871,55,26,40,68
Franco Pardo,ar ARG,Defender,Unión,26,1997,26,26,2340,71,52,49,81
Franco Paredes,ar ARG,Defender,Sarmiento,24,1999,22,21,1845,60,40,39,58
Franco Petroli,ar ARG,Goalkeeper,Godoy Cruz,25,1998,26,26,2340,54,44,44,46
Franco Rami,ar ARG,Midfielder,Belgrano,20,2003,1,0,10,52,43,65,34
Franco Romero,ar ARG,Midfielder,Ind. Rivadavia,23,2000,27,27,2420,47,28,32,54
Franco Russo,ar ARG,Defender,OH Leuven,28,1994,2,1,53,29,24,14,68
Franco Saravia,pe PER,Goalkeeper,pe Alianza Lima,24,1999,2,1,95,58,44,44,30
Franco Troyansky,ar ARG,Forward,Gimnasia–LP,26,1997,8,1,192,71,31,21,39
Franco Vázquez,ar ARG,Forward,Cremonese,34,1989,35,31,2501,57,87,70,68
Franco Watson,ar ARG,Forward,Huracán,24,2000,8,2,164,24,50,79,28
Franco Zanelatto,pe PER,Forward,pe Alianza Lima,23,2000,6,3,323,16,32,36,78
Franco Zapiola,ar ARG,Midfielder,Platense,22,2001,9,2,228,28,20,58,41
Frank Fabra,co COL,Midfielder,Boca Juniors,32,1991,7,3,255,32,45,59,51
Frank Tsadjout,it ITA,Forward,Cremonese,24,1999,22,6,797,57,54,45,58
Frankarlos Benítez,ve VEN,Goalkeeper,ve Caracas,19,2004,2,1,168,57,40,44,32
Frankie Amaya,us USA,Midfielder,NY Red Bulls,23,2000,20,18,1608,66,58,54,51
Fred Onyedinma,eng ENG,Forward,Rotherham Utd,26,1996,16,15,1243,45,35,47,69
Freddie Ladapo,eng ENG,Forward,Ipswich Town,30,1993,17,2,350,60,21,30,33
Freddie Woodman,eng ENG,Goalkeeper,Preston,26,1997,44,44,3960,49,49,52,44
Frederic Ananou,tg TOG,Midfielder,Sint-Truiden,25,1997,13,6,543,33,50,70,54
Frederic Soelle Soelle,be BEL,Forward,Mechelen,17,2005,5,0,87,32,38,15,10
Frederick Issaka,wls WAL,Forward,Plymouth Argyle,17,2006,5,0,39,40,34,8,53
Frederik Sørensen,dk DEN,Defender,Ternana,31,1992,16,8,875,82,45,42,60
Frederik Winther,dk DEN,Defender,Estoril,22,2001,2,1,116,30,28,26,9
Fredrik Aursnes,no NOR,Defender,Benfica,27,1995,33,31,2791,71,93,91,39
Fredrik Oppegard,no NOR,Defender,Heracles Almelo,20,2002,15,15,1349,45,61,84,36
Fábio,br BRA,Goalkeeper,Fluminense,43,1980,47,47,4260,45,42,44,83
Fábio,br BRA,Defender,Grêmio,33,1990,14,10,857,39,64,66,35
Fábio,br BRA,Midfielder,bo Bolívar,26,1997,2,2,156,38,70,76,26
Fábio Cardoso,pt POR,Defender,Porto,29,1994,18,14,1205,68,75,60,25
Fábio Conceição,pt POR,Forward,Rio Ave,22,2001,34,30,2536,33,59,62,65
Fábio Soares,br BRA,Midfielder,Vitória,19,2004,3,0,90,46,53,46,72
Félix Correia,pt POR,Forward,Gil Vicente FC,22,2001,30,26,2167,54,69,65,61
Félix Lemaréchal,fr FRA,Forward,Cercle Brugge,19,2003,21,18,1562,34,84,62,80
Félix Torres Caicedo,ec ECU,Defender,Santos,26,1997,38,35,3072,74,38,35,56
Gabe Segal,us USA,Forward,Houston Dynamo,22,2001,13,2,202,76,34,13,57
Gabriel,br BRA,Midfielder,Ath Paranaense,31,1992,54,50,4445,49,27,17,29
Gabriel,br BRA,Midfielder,Fluminense,30,1993,5,3,237,35,52,55,86
Gabriel,br BRA,Defender,Bahia,22,2001,35,35,3150,37,40,41,78
Gabriel Aguayo,py PAR,Forward,py Cerro Porteño,18,2005,4,0,97,41,59,90,37
Gabriel Alanís,ar ARG,Forward,Defensa y Just,29,1994,18,11,856,58,72,61,70
Gabriel Aranda,ar ARG,Defender,Banfield,22,2001,9,5,478,41,35,37,35
Gabriel Arias,cl CHI,Goalkeeper,Racing Club,36,1987,21,21,1845,60,61,44,33
Gabriel Baralhas,br BRA,Midfielder,Atl Goianiense,25,1998,33,31,2452,64,59,46,51
Gabriel Barbosa,br BRA,Forward,Flamengo,27,1996,23,7,884,53,53,44,24
Gabriel Barros,br BRA,Forward,Atl Goianiense,22,2001,2,1,79,24,40,35,57
Gabriel Báez,ar ARG,Defender,uy Nacional,28,1995,8,8,720,41,85,68,27
Gabriel Carabajal,ar ARG,Forward,Puebla,31,1991,26,6,761,34,88,60,67
Gabriel Carvalho,br BRA,Forward,Internacional,16,2007,24,15,1301,49,81,80,54
Gabriel Charpentier,cg CGO,Forward,Parma,24,1999,24,2,647,81,43,56,70
Gabriel Chaves,br BRA,Forward,LA Galaxy,22,2001,33,30,2727,85,85,90,49
Gabriel Compagnucci,ar ARG,Midfielder,Belgrano,32,1991,18,16,1406,40,70,61,56
Gabriel Cortez,ec ECU,Forward,ec Barcelona,28,1995,2,0,45,46,87,63,8
Gabriel Costa,pe PER,Midfielder,pe Alianza Lima,33,1990,1,0,45,43,21,32,53
Gabriel Delfim,br BRA,Goalkeeper,Atlético Mineiro,21,2002,1,1,90,42,42,44,30
Gabriel Díaz,ar ARG,Defender,Sarmiento,23,2000,21,11,1027,34,49,63,54
Gabriel Fernández,uy URU,Forward,Cruz Azul,29,1994,22,20,1535,73,45,49,54
Gabriel Fuentes,co COL,Defender,Fluminense,26,1997,14,10,935,69,71,79,52
Gabriel Gudiño,ar ARG,Forward,Sarmiento,31,1992,17,12,949,34,25,31,62
Gabriel Hachen,ar ARG,Forward,Platense,33,1990,8,3,224,29,58,51,58
Gabriel Hauche,ar ARG,Forward,Sarmiento,37,1986,16,3,432,25,63,34,64
Gabriel Inocêncio,br BRA,Defender,Juventude,29,1994,17,7,883,41,58,74,56
Gabriel Knesowitsch,br BRA,Defender,Cuiabá,20,2003,5,3,288,40,23,26,61
Gabriel Lunetta,it ITA,Forward,Südtirol,26,1996,23,6,671,33,33,58,70
Gabriel Menino,br BRA,Forward,Palmeiras,23,2000,32,13,1279,46,74,54,75
Gabriel Mercado,ar ARG,Defender,Internacional,36,1987,17,13,1186,69,33,31,26
Gabriel Moscardo,br BRA,Midfielder,Corinthians,18,2005,2,1,81,37,31,19,77
Gabriel Neves,uy URU,Forward,Independiente,26,1997,19,13,994,21,44,27,68
Gabriel Pereira,br BRA,Defender,Gil Vicente FC,23,2000,31,31,2777,76,36,32,50
Gabriel Pirani,br BRA,Forward,D.C. United,21,2002,33,13,1338,79,64,64,41
Gabriel Rojas,ar ARG,Midfielder,Racing Club,26,1997,19,18,1518,68,62,80,53
Gabriel Sara,br BRA,Forward,Norwich City,24,1999,46,46,4101,71,90,45,65
Gabriel Sotomayor,bo BOL,Forward,bo The Strongest,24,1999,3,1,95,14,10,17,62
Gabriel Souza,br BRA,Forward,Vasco da Gama,19,2005,2,1,91,76,13,57,69
Gabriel Strefezza,br BRA,Forward,Como,26,1997,15,15,1172,78,88,72,52
Gabriel Taliari,br BRA,Forward,Juventude,26,1997,21,8,914,47,41,24,50
Gabriel Veron,br BRA,Forward,Cruzeiro,21,2002,27,21,1611,59,45,39,59
Gabriel Villamíl,bo BOL,Midfielder,ec LDU de Quito,22,2001,4,2,273,25,13,17,43
Gabriel Ávalos,py PAR,Forward,Independiente,33,1990,27,25,2113,71,36,35,51
Gabriele Alesi,it ITA,Midfielder,Sampdoria,19,2004,1,0,2,28,10,7,6
Gabriele Boloca,ro ROU,Defender,Ternana,22,2001,7,4,296,24,54,29,80
Gabriele Corbo,it ITA,Defender,CF Montréal,24,2000,28,18,1725,30,53,39,26
Gabriele Ferrarini,it ITA,Defender,FeralpiSalò,23,2000,3,2,167,44,36,62,26
Gabriele Moncini,it ITA,Forward,Brescia,27,1996,34,21,1938,62,29,29,38
Gabriele Piccinini,it ITA,Forward,Pisa,22,2001,22,10,1083,36,56,42,57
Gaddi Aguirre,mx MEX,Defender,Atlas,27,1996,20,16,1461,35,44,39,56
Gael García,mx MEX,Forward,Guadalajara,15,2008,2,0,19,38,9,51,58
Gaetano Letizia,it ITA,Forward,FeralpiSalò,33,1990,23,15,1471,33,83,60,80
Gaetano Masucci,it ITA,Forward,Pisa,38,1984,13,0,140,80,56,30,73
Gaga Slonina,us USA,Goalkeeper,Eupen,19,2004,28,28,2520,47,48,53,65
Gaius Makouta,cg CGO,Midfielder,Boavista,26,1997,30,27,2328,59,48,62,54
Galeno,br BRA,Forward,Porto,25,1997,31,24,2238,70,76,81,60
Galván Vittar,ar ARG,Forward,Cen. Córdoba–SdE,19,2004,1,0,27,22,13,7,10
Ganso,br BRA,Midfielder,Fluminense,34,1989,41,37,2970,75,83,56,32
Garang Kuol,au AUS,Forward,Volendam,18,2004,15,8,680,41,42,47,47
García,br BRA,Forward,Palmeiras,22,2002,3,1,100,27,45,66,70
Garrison Tubbs,us USA,Defender,D.C. United,21,2002,15,7,551,37,27,19,54
Gary Gardner,eng ENG,Midfielder,Birmingham City,31,1992,16,1,207,85,59,60,71
Gary Magnée,be BEL,Midfielder,Eupen,23,1999,24,24,1958,66,73,69,52
Gary Medel,cl CHI,Defender,Vasco da Gama,36,1987,11,8,669,34,20,12,31
Gaspar Duarte,ar ARG,Forward,Rosario Central,21,2003,9,5,451,40,58,78,30
Gaston Gonzalez,ar ARG,Forward,uy Nacional,22,2001,5,3,214,36,76,71,40
Gastón Benavídez,ar ARG,Defender,Talleres,28,1995,32,30,2689,67,87,79,58
Gastón Benedetti,ar ARG,Defender,Estudiantes–LP,22,2001,25,20,1736,68,67,81,43
Gastón Brugman,uy URU,Midfielder,LA Galaxy,31,1992,22,12,1186,48,78,56,64
Gastón Campi,ar ARG,Defender,San Lorenzo,32,1991,33,31,2840,63,47,39,59
Gastón Emanuel Moreyra,ar ARG,Midfielder,Godoy Cruz,24,1999,13,1,379,39,77,62,53
Gastón Gil Romero,ar ARG,Midfielder,Ind. Rivadavia,30,1993,4,0,76,77,13,31,75
Gastón Giménez,py PAR,Midfielder,Chicago Fire,32,1991,29,18,1690,59,63,48,76
Gastón Guruceaga,uy URU,Goalkeeper,uy Liverpool,28,1995,3,3,270,56,40,44,52
Gastón Gómez,ar ARG,Goalkeeper,San Lorenzo,27,1996,19,18,1679,45,70,44,68
Gastón Lezcano,ar ARG,Forward,cl Cobresal,37,1986,5,1,163,29,74,41,8
Gastón Lodico,ar ARG,Midfielder,Instituto,25,1998,27,26,2164,57,84,55,40
Gastón Martirena,uy URU,Midfielder,Racing Club,24,2000,23,22,1951,80,77,77,60
Gastón Pereiro,uy URU,Forward,Ternana,28,1995,18,18,1376,76,75,65,31
Gastón Ramírez,uy URU,Midfielder,uy Peñarol,33,1990,10,5,382,48,55,61,79
Gastón Sauro,ar ARG,Defender,Sarmiento,33,1990,8,8,630,35,14,30,47
Gastón Silva,uy URU,Defender,Puebla,29,1994,29,28,2510,54,42,38,45
Gastón Suso,ar ARG,Defender,Platense,32,1991,27,27,2430,28,25,27,60
Gastón Verón,ar ARG,Forward,Arg Juniors,22,2001,17,12,901,33,44,54,53
Gastón Ávila,ar ARG,Defender,Ajax,21,2001,7,6,534,48,86,55,51
Gatito Fernández,py PAR,Goalkeeper,Botafogo (RJ),35,1988,7,7,630,42,41,58,51
Gavin Bazunu,ie IRL,Goalkeeper,Southampton,21,2002,41,41,3690,55,57,56,76
Gavin Beavers,us USA,Goalkeeper,Real Salt Lake,18,2005,11,11,990,55,63,55,44
Gaëtan Coucke,be BEL,Goalkeeper,Mechelen,24,1998,30,30,2700,52,51,67,43
Gennaro Acampora,it ITA,Midfielder,Bari,29,1994,20,14,1174,41,67,62,54
Gennaro Borrelli,it ITA,Forward,Brescia,23,2000,28,16,1450,73,28,30,52
Gennaro Tutino,it ITA,Forward,Cosenza,26,1996,35,33,2790,79,53,54,32
Geny Catamo,mz MOZ,Midfielder,Sporting CP,22,2001,27,17,1684,85,67,87,34
Geoffry Hairemans,be BEL,Forward,Mechelen,31,1991,30,24,2081,60,86,63,70
George Byers,sct SCO,Midfielder,Sheffield Weds,27,1996,22,17,1378,51,46,35,53
George Campbell,us USA,Defender,CF Montréal,22,2001,28,25,2197,31,63,64,63
George Cox,eng ENG,Midfielder,Volendam,25,1998,23,23,1913,26,52,60,63
George Edmundson,eng ENG,Defender,Ipswich Town,25,1997,10,10,888,31,56,39,46
George Evans,eng ENG,Midfielder,Millwall,28,1994,2,0,15,28,31,36,9
George Hall,eng ENG,Forward,Birmingham City,19,2004,8,0,139,27,12,18,58
George Hirst,sct SCO,Forward,Ipswich Town,24,1999,26,24,1762,60,44,32,35
George Honeyman,eng ENG,Midfielder,Millwall,28,1994,31,26,2081,36,62,49,52
George Ilenikhena,ng NGA,Forward,Antwerp,16,2006,28,7,976,79,22,37,29
George Long,eng ENG,Goalkeeper,Norwich City,29,1993,7,6,600,50,41,44,45
George Pușcaș,ro ROU,Forward,Bari,27,1996,15,10,866,59,19,36,35
George Saville,nir NIR,Midfielder,Millwall,30,1993,40,28,2656,67,65,41,74
George Tanner,eng ENG,Defender,Bristol City,23,1999,37,35,3033,35,60,55,53
Georges Mikautadze,ge GEO,Forward,Ajax,22,2000,6,2,236,24,29,51,18
Georgi Minoungou,ci CIV,Forward,Seattle Sounders,21,2002,10,3,371,69,59,93,62
Georgie Kelly,ie IRL,Forward,Rotherham Utd,26,1996,18,1,318,66,34,16,64
Georginio Rutter,fr FRA,Forward,Leeds United,21,2002,45,44,3736,59,85,73,66
Georgios Koutsias,gr GRE,Forward,Chicago Fire,19,2004,30,5,810,54,24,39,55
Gerard Buabo,0,Forward,Ipswich Town,0,0,1,0,4,41,9,35,8
Gerard Yepes,es ESP,Midfielder,Sampdoria,20,2002,34,32,2765,31,48,34,67
Gerardo Arteaga,mx MEX,Defender,Monterrey,24,1998,26,24,2050,86,74,91,46
Gerardo Valenzuela,us USA,Forward,FC Cincinnati,19,2004,30,11,962,41,73,57,67
Germán Berterame,mx MEX,Forward,Monterrey,24,1998,25,20,1778,67,44,45,47
Germán Cano,ar ARG,Forward,Fluminense,35,1988,34,25,2074,46,29,14,29
Germán Conti,ar ARG,Midfielder,Racing Club,29,1994,5,2,197,32,21,8,81
Germán Pezzella,ar ARG,Defender,River Plate,32,1991,16,15,1345,74,40,29,59
Gernot Trauner,at AUT,Defender,Feyenoord,31,1992,19,16,1362,78,77,61,75
Geronimo Rivera,ar ARG,Forward,Banfield,20,2003,15,9,795,46,58,41,57
Gerrit Nauber,de GER,Defender,Go Ahead Eag,31,1992,25,19,1754,67,46,32,26
Gerson,br BRA,Forward,Flamengo,26,1997,40,35,3157,58,83,70,66
Gerónimo Heredia,ar ARG,Midfielder,Belgrano,18,2005,23,5,673,67,26,50,61
Gerónimo Montivero,ar ARG,Defender,Godoy Cruz,18,2005,1,0,15,29,14,9,23
Gerónimo Rulli,ar ARG,Goalkeeper,Ajax,31,1992,7,7,571,50,53,70,54
Giacint Rafele,it ITA,Midfielder,Catanzaro,18,2005,1,0,3,42,20,57,37
Giacomo Beretta,it ITA,Forward,Calcio Lecco 1912,31,1992,2,0,34,15,23,36,30
Giacomo Calò,it ITA,Midfielder,Cosenza,26,1997,32,24,2337,63,78,37,35
Giacomo Drago,it ITA,Goalkeeper,Südtirol,22,2001,1,1,90,42,41,44,33
Giacomo Faticanti,it ITA,Midfielder,Ternana,19,2004,9,5,420,23,54,18,55
Giacomo Manzari,it ITA,Forward,Ascoli,22,2000,25,10,982,46,69,35,46
Giacomo Olzer,it ITA,Forward,Brescia,22,2001,27,8,897,37,48,66,81
Giacomo Poluzzi,it ITA,Goalkeeper,Südtirol,35,1988,37,37,3330,55,58,53,60
Giacomo Quagliata,it ITA,Defender,Cremonese,23,2000,30,9,1154,53,88,85,28
Giacomo Ricci,it ITA,Defender,Bari,26,1996,32,29,2574,71,83,84,61
Giacomo Satalino,it ITA,Goalkeeper,Reggiana,24,1999,9,8,796,48,42,44,48
Giacomo Vrioni,al ALB,Forward,NE Revolution,25,1998,31,26,2236,56,21,25,49
Gian Nardelli,ar ARG,Defender,Tigre,23,2000,12,8,714,33,45,41,60
Gianluca Busio,us USA,Midfielder,Venezia,21,2002,37,36,2936,79,72,74,48
Gianluca Di Chiara,it ITA,Defender,Parma,29,1993,25,18,1634,52,87,76,49
Gianluca Ferrari,ar ARG,Defender,Atlé Tucumán,26,1997,18,10,1027,77,46,35,79
Gianluca Frabotta,it ITA,Defender,Bari,24,1999,22,17,1575,87,80,77,48
Gianluca Prestianni,ar ARG,Midfielder,Benfica,17,2006,1,0,4,52,10,52,6
Gianluca Saro,it ITA,Goalkeeper,Cremonese,23,2000,8,8,720,49,44,44,52
Gibran Lajud,mx MEX,Goalkeeper,Santos,29,1993,9,9,810,53,41,44,76
Gift Orban,ng NGA,Forward,Gent,21,2002,17,9,830,65,39,65,49
Gijs Besselink,nl NED,Forward,Twente,19,2004,8,0,57,34,35,41,60
Gijs Smal,nl NED,Defender,Twente,25,1997,26,24,2050,49,93,87,32
Gilberto,br BRA,Forward,Juventude,34,1989,24,15,1110,53,28,32,41
Gilberto,br BRA,Defender,Bahia,30,1993,19,16,1367,74,86,92,58
Gilberto Batista,gw GNB,Defender,Moreirense,19,2003,4,2,227,38,33,33,30
Gilberto Sepúlveda,mx MEX,Defender,Guadalajara,24,1999,25,24,2146,57,32,38,57
Gilles Dewaele,be BEL,Midfielder,Standard Liège,27,1996,21,5,673,33,47,61,69
Gino Peruzzi,ar ARG,Defender,Atlé Tucumán,31,1992,7,1,225,91,76,52,27
Giorgi Chakvetadze,ge GEO,Forward,Watford,23,1999,34,14,1602,51,82,85,55
Giorgian De Arrascaeta,uy URU,Midfielder,Flamengo,29,1994,22,18,1599,92,90,85,26
Giorgio Altare,it ITA,Defender,Venezia,24,1998,32,25,2257,84,59,55,77
Giorgio Galli,it ITA,Midfielder,Calcio Lecco 1912,26,1996,27,14,1317,29,32,35,66
Giorgos Giakoumakis,gr GRE,Forward,Atlanta Utd,29,1994,11,8,721,74,30,21,67
Giovane,br BRA,Forward,Corinthians,20,2003,11,1,274,66,42,48,30
Giovani Chiaverano,ar ARG,Forward,Newell's OB,18,2005,12,2,243,37,42,55,59
Giovanni Bogado,py PAR,Forward,Rosario Central,22,2001,1,0,38,22,28,37,50
