Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Athletic Club,26.8,21,21.99,50.3,62.65,42.77,62.05,44.58,51.81,22.89,36.75,38.55,36.14,41.57,42.17,45.78,37.95,52.41,57.23,65.66,66.57,76.51,75.9,58.73,75.9,58.13,78.92,7.23,91.57,90.96,59.04,78.92,20.48,53.31,53.61,38.55,28.31,46.39,3.01,4.22,59.64,72.89,66.87,46.39,80.12,61.45,36.75,74.7,53.61,2.41,20.18,37.35,63.25,29.52,66.57,19.88,57.23,84.04,68.07,88.55,28.92,86.14,55.72,27.71,55.12,43.07,46.99,38.86,12.05,17.17,33.13,44.88,37.05,48.19,72.89,53.61,62.95,8.43,16.27,80.42,96.69,65.06,3.61,74.1,45.18,65.66,72.89,29.82,46.39,9.94,31.93,29.82,18.98,30.72,28.31,64.76,21.69,26.81,52.41,15.06,89.76
Atlético Madrid,27.9,21,84.34,87.95,69.88,92.77,62.05,52.41,75.9,81.33,86.75,88.55,86.75,86.14,79.52,80.72,93.37,79.52,73.8,84.34,93.37,73.49,86.14,84.94,86.75,43.07,50.0,64.16,18.67,66.87,61.45,86.75,8.13,32.23,38.25,17.47,45.48,87.35,46.39,64.46,80.72,87.95,89.16,87.35,74.1,59.64,85.54,87.35,85.54,89.76,58.43,86.75,76.51,40.96,29.22,70.48,21.08,29.22,55.72,67.47,66.87,50.6,65.66,46.99,65.06,16.27,15.96,38.86,33.13,36.14,33.13,90.96,20.18,68.07,31.93,29.52,53.61,75.3,43.98,66.27,33.73,61.14,85.54,84.94,77.11,90.96,58.73,63.55,77.11,61.45,63.25,81.93,88.55,66.87,89.76,22.29,32.53,24.4,33.13,95.18,69.28
Augsburg,26.0,13,56.93,35.24,54.22,56.02,48.19,35.54,50.6,54.22,33.13,36.75,37.95,42.77,36.14,35.54,31.33,70.78,54.82,49.4,38.55,79.52,48.19,25.6,49.4,36.75,48.8,37.35,42.17,56.93,56.02,56.93,46.99,95.78,84.64,82.23,37.05,46.99,53.61,37.35,46.99,55.42,39.76,46.99,52.71,49.1,21.08,32.53,38.55,4.82,40.96,33.73,4.52,44.88,15.06,28.92,40.36,10.84,50.9,30.72,15.06,69.28,78.31,10.84,10.84,65.96,37.05,77.11,69.88,63.86,83.13,44.88,78.01,83.73,91.57,90.36,21.69,88.25,45.78,62.35,92.77,86.75,6.02,43.98,50.0,40.36,53.01,78.92,28.31,76.51,27.71,21.69,21.69,41.57,13.86,70.48,37.35,14.46,9.64,37.35,62.95
Auxerre,25.3,15,9.64,29.52,27.71,31.02,57.83,86.45,26.51,10.54,30.12,24.7,30.72,30.72,21.69,19.28,60.54,69.58,28.01,46.99,12.95,30.12,26.51,26.81,27.11,76.51,77.11,70.48,66.87,62.35,40.36,31.93,64.46,30.12,86.45,16.87,54.52,20.48,9.04,13.25,27.71,41.57,13.86,20.48,67.47,63.86,31.93,26.81,25.9,32.23,19.28,30.72,41.27,5.72,10.54,25.9,87.65,64.76,64.76,61.45,10.54,39.76,42.77,42.47,50.9,62.35,71.69,67.47,39.16,41.87,78.01,44.88,52.71,74.4,86.14,39.16,39.16,30.12,31.33,32.53,62.35,50.6,23.8,24.7,21.99,12.35,60.54,73.49,23.49,8.13,25.9,40.96,46.39,50.6,37.35,65.66,44.58,56.33,66.27,35.54,37.35
AÉK Lárnaka,31.5,4,52.11,15.66,32.23,41.57,18.07,12.35,34.04,50.0,57.83,59.64,53.01,54.22,63.25,60.24,86.45,93.98,63.86,87.05,78.01,61.75,93.07,62.05,93.37,29.52,28.31,88.55,7.23,2.71,87.95,83.43,32.23,24.4,38.25,55.12,92.47,59.04,56.63,25.3,45.78,86.14,33.43,59.04,13.25,4.52,54.82,85.54,43.98,66.87,48.49,57.23,4.52,81.33,66.57,43.67,63.25,88.55,18.07,88.55,66.87,44.28,19.88,52.71,100.0,1.2,11.45,0.6,12.05,17.17,33.13,44.88,0.6,44.88,37.05,1.81,47.89,61.45,86.75,93.98,74.7,29.22,63.25,90.96,37.95,47.59,61.75,29.82,65.66,93.37,10.84,53.01,31.33,72.89,62.65,55.42,4.82,100.0,100.0,62.65,84.94
Barcelona,25.5,21,99.4,98.19,97.59,98.19,71.69,89.76,98.8,99.4,98.8,98.8,98.19,98.19,98.19,98.19,27.11,2.41,97.29,97.59,96.39,21.08,94.58,95.18,94.58,62.05,57.83,25.9,77.11,86.75,43.37,37.35,60.84,32.23,15.66,4.82,75.6,98.19,25.3,53.01,97.59,96.99,98.19,98.19,98.19,98.8,96.39,92.77,97.59,81.33,32.83,98.8,59.34,33.13,9.04,90.36,56.63,35.24,74.7,28.92,28.92,35.54,28.31,98.19,47.59,35.54,30.72,74.7,71.69,71.08,69.58,44.88,64.16,3.61,1.81,65.66,98.19,3.61,5.42,36.75,100.0,8.43,69.28,95.78,98.8,98.19,47.59,63.55,98.8,88.25,99.4,98.8,96.39,96.39,95.18,46.69,82.53,65.36,28.92,58.43,53.61
Basel,26.4,5,64.16,78.31,89.16,66.87,79.22,60.54,88.55,39.46,57.23,61.45,52.41,59.34,59.64,63.86,81.93,48.19,62.35,85.24,98.19,69.88,91.57,82.53,91.57,79.22,66.27,35.54,77.71,95.18,93.98,96.39,8.13,91.27,75.0,64.46,31.93,68.07,58.13,38.25,47.59,92.77,91.57,68.07,73.49,18.98,49.4,84.94,72.89,4.22,36.14,57.83,65.96,81.33,66.57,17.47,46.08,94.58,18.07,42.17,66.87,95.78,79.22,60.54,50.9,93.07,94.88,67.47,58.43,17.17,93.67,44.88,81.93,43.07,19.88,12.05,47.89,65.36,30.72,84.64,41.57,62.05,5.42,89.46,83.43,93.98,84.94,90.96,56.02,43.98,93.37,46.99,15.06,40.96,92.17,32.53,1.81,86.75,79.82,92.77,88.55
Bayern Munich,28.5,18,100.0,99.4,98.19,100.0,96.99,92.47,97.59,100.0,99.4,99.4,99.4,99.4,97.59,97.59,96.39,64.46,98.19,98.8,98.8,14.46,97.59,93.98,97.59,2.41,6.63,13.86,7.23,43.98,4.82,13.25,54.82,18.07,42.17,3.92,11.45,99.4,20.48,47.29,98.8,99.4,99.4,99.4,81.33,82.53,99.4,96.39,99.4,95.18,79.52,99.4,33.43,56.33,66.57,80.72,5.42,19.58,74.1,74.1,66.87,74.7,7.83,90.96,88.55,6.63,8.43,15.36,26.51,17.17,33.13,92.77,6.33,54.52,33.73,91.57,56.02,9.04,6.63,10.84,98.8,7.23,92.17,97.59,100.0,99.4,1.81,68.67,98.19,89.16,46.99,99.4,99.4,98.8,97.59,19.88,61.45,36.14,54.82,84.34,31.02
Benfica,26.3,5,17.77,24.4,57.83,31.02,18.07,12.35,63.25,18.37,59.04,55.42,75.0,72.89,39.76,36.75,20.48,9.64,76.81,54.82,72.29,9.04,74.7,87.35,73.49,64.76,82.53,35.54,72.59,82.53,18.98,63.25,9.94,27.71,89.46,13.25,54.52,54.82,38.25,32.53,58.43,65.96,83.13,54.82,90.36,87.35,69.88,95.78,94.28,27.11,10.84,60.84,65.96,81.33,66.57,93.07,53.01,94.58,18.07,88.55,4.82,85.54,43.67,77.71,32.23,70.48,74.7,67.47,12.05,17.17,33.13,44.88,67.77,6.63,18.98,13.25,39.16,16.27,33.13,73.49,9.34,30.72,15.06,77.11,54.52,84.64,56.02,29.82,41.57,22.59,74.1,74.7,78.31,69.28,57.23,33.73,47.59,50.9,65.06,8.43,81.02
Betis,28.0,20,73.19,54.52,83.73,71.08,37.35,25.9,84.04,77.11,75.3,72.29,84.34,84.34,56.63,54.82,57.23,36.45,89.16,56.93,64.46,33.43,65.66,74.7,64.46,79.22,66.27,65.66,57.53,84.04,69.28,94.58,3.61,19.88,67.17,75.3,74.4,76.51,25.9,60.84,74.7,78.92,65.66,76.51,61.45,58.43,80.12,81.93,80.12,38.25,23.49,75.9,31.02,59.94,66.57,68.37,72.29,51.2,37.35,67.47,28.92,82.83,48.8,57.23,72.29,22.89,27.71,30.12,33.13,36.14,69.58,44.88,11.75,19.58,23.49,34.34,30.72,45.48,47.59,27.11,65.66,46.39,30.12,69.88,84.64,66.27,69.28,63.55,59.94,78.31,55.42,81.33,90.36,65.06,63.86,6.63,45.78,19.28,59.04,22.29,28.92
Bodø/Glimt,26.9,5,64.16,96.39,81.93,73.8,79.22,99.4,84.04,57.23,93.37,93.98,94.58,94.58,80.12,77.11,17.47,12.65,84.64,89.16,89.16,30.12,92.17,89.76,92.17,32.83,12.95,46.39,12.05,82.53,55.42,81.02,13.25,78.31,38.25,42.17,1.2,95.18,81.02,83.73,82.53,95.18,88.55,94.58,95.18,96.39,95.18,86.75,94.28,85.24,3.01,93.37,95.18,22.89,66.57,87.35,66.57,94.58,99.7,88.55,4.82,70.18,13.55,77.11,9.34,99.4,100.0,93.67,12.05,17.17,33.13,44.88,99.4,43.07,47.89,77.71,78.31,16.27,88.55,90.36,19.58,17.77,29.22,93.37,81.33,89.46,34.64,29.82,87.95,18.67,21.69,86.45,92.17,87.35,42.17,4.22,84.04,86.75,82.53,41.57,82.53
Bologna,27.2,19,74.1,75.0,90.06,77.71,69.58,70.78,90.36,75.0,55.42,56.02,20.78,19.28,73.49,74.1,100.0,100.0,88.55,78.01,75.9,93.37,61.45,66.27,59.64,39.16,40.96,23.49,68.07,61.14,23.49,14.46,86.14,7.83,13.55,24.7,35.54,53.01,14.46,24.7,63.25,62.65,71.08,53.01,64.46,70.18,56.02,42.17,75.6,71.08,31.33,54.82,52.11,38.55,29.22,13.25,92.77,4.82,37.35,34.04,66.87,29.52,70.48,37.95,87.35,20.48,33.73,27.71,66.57,68.37,69.58,44.88,22.59,37.95,36.14,92.77,50.6,7.83,16.87,44.28,36.75,68.07,56.02,62.05,90.36,78.92,31.33,63.55,84.94,61.45,57.23,47.59,35.54,55.42,93.98,56.63,70.48,84.64,77.71,48.8,53.01
Bournemouth,25.7,15,64.16,60.24,66.27,73.8,57.83,60.54,66.87,61.75,52.41,56.63,54.22,53.31,50.0,49.4,35.54,75.6,46.39,81.33,73.8,69.88,69.58,82.53,67.47,73.49,60.54,52.11,63.86,85.84,80.12,79.52,30.42,72.89,65.66,84.04,80.72,61.45,39.76,40.36,54.22,81.33,82.23,61.45,88.86,74.1,61.14,89.76,74.1,35.24,38.86,52.41,14.16,51.2,66.57,30.72,28.31,12.05,43.98,61.45,66.87,80.42,71.69,9.64,32.23,61.14,51.51,32.83,39.16,55.72,33.13,44.88,48.19,29.22,30.72,22.89,85.24,51.2,35.54,81.63,78.92,84.94,34.64,73.49,67.77,83.13,69.88,29.82,72.89,58.43,18.67,37.05,47.59,44.58,14.46,36.75,28.92,18.07,34.34,32.53,85.54
Braga,26.0,5,86.14,71.08,51.81,73.8,18.07,12.35,50.6,80.12,71.69,75.3,88.55,88.55,62.65,62.05,4.22,10.84,53.61,54.82,80.42,58.43,59.04,17.47,61.14,92.47,85.84,42.17,94.58,92.47,86.75,92.47,9.94,67.17,16.57,46.69,31.93,72.89,22.89,43.98,68.67,89.16,45.78,72.89,19.88,22.89,53.01,24.7,22.59,71.99,28.01,71.69,83.43,22.89,66.57,62.95,78.31,78.92,18.07,42.17,66.87,52.41,43.67,81.33,79.52,46.99,64.46,3.31,58.43,76.51,33.13,44.88,20.18,19.58,32.83,72.89,64.46,2.41,39.46,15.96,88.86,28.31,55.12,54.82,54.52,53.01,86.45,29.82,61.75,80.72,80.72,63.25,90.96,56.02,10.84,39.76,50.0,62.05,85.84,7.83,15.66
Brann,26.4,5,47.59,40.96,27.71,18.98,18.07,60.54,22.89,57.23,37.95,43.98,50.9,53.31,21.69,23.49,22.89,30.12,24.4,19.88,20.48,4.82,39.46,49.1,39.76,79.22,56.33,78.31,52.41,77.11,59.94,42.77,74.4,36.14,4.52,98.19,80.72,53.61,93.37,91.87,40.96,31.63,50.6,53.61,59.64,77.71,54.22,30.42,63.25,6.33,60.84,36.75,83.43,81.33,66.57,44.88,7.53,55.42,79.82,88.55,66.87,73.49,90.96,8.13,94.58,17.47,45.78,3.31,12.05,17.17,33.13,44.88,15.36,85.24,86.75,98.8,13.25,74.1,95.18,59.04,78.92,92.17,11.75,40.36,25.9,37.35,60.54,29.82,50.0,51.2,40.96,22.89,16.87,15.06,23.49,45.78,86.75,96.39,95.48,57.83,36.75
Breiðablik,28.4,4,7.23,42.47,36.14,4.82,18.07,80.72,42.17,5.72,15.06,14.46,18.98,29.82,14.46,13.55,46.39,11.45,40.96,13.25,81.93,61.75,45.18,53.92,43.37,77.41,73.8,83.13,86.14,7.83,57.53,46.39,66.27,76.81,47.29,92.17,0.6,18.67,90.96,76.51,5.12,30.72,74.4,18.67,48.19,71.08,31.33,53.61,78.92,25.0,9.64,14.46,99.7,81.33,66.57,100.0,20.18,97.89,18.07,88.55,66.87,90.96,10.84,98.8,24.4,75.0,69.28,50.0,12.05,17.17,33.13,44.88,35.54,34.64,7.53,47.59,97.29,61.45,50.3,27.11,13.25,1.81,12.95,45.78,33.13,82.23,67.17,29.82,4.22,3.61,98.19,18.07,3.61,9.64,86.14,69.88,87.35,3.01,37.95,99.4,28.31
Brentford,25.6,15,64.16,65.06,16.57,31.02,96.99,96.69,15.06,59.04,11.45,13.25,13.86,15.66,15.06,16.27,33.13,71.69,15.66,15.36,28.31,36.75,11.45,15.36,10.84,54.52,53.61,30.12,72.59,75.3,40.36,29.22,71.08,80.12,50.6,83.13,60.84,16.87,70.48,54.82,12.65,19.28,59.64,16.57,78.31,50.9,10.24,9.64,42.77,50.0,36.14,11.45,52.11,81.33,66.57,77.11,4.82,59.94,98.19,42.17,10.54,58.43,96.08,15.06,32.23,39.46,29.52,81.02,58.43,55.72,78.01,44.88,40.96,74.4,68.67,57.23,85.24,43.67,63.55,59.04,69.28,92.77,42.17,9.04,18.67,48.19,44.58,73.49,16.87,51.2,71.69,10.24,10.84,13.86,15.66,57.23,15.06,12.65,20.48,71.08,52.41
Brest,27.2,15,54.52,78.31,41.87,31.02,96.99,96.69,45.48,55.12,30.72,30.72,12.05,12.05,39.16,39.76,98.8,99.4,31.02,30.12,34.34,65.36,18.98,9.04,18.07,83.73,89.46,47.89,72.59,96.99,86.14,90.96,11.45,42.77,54.22,31.63,71.08,25.3,47.29,43.37,28.92,22.29,29.52,25.3,21.08,25.3,37.35,21.08,22.59,19.88,92.17,30.12,77.71,22.89,66.57,32.83,28.31,84.94,94.88,61.45,19.28,46.99,81.93,40.36,32.23,56.02,51.51,43.07,39.16,55.72,33.13,44.88,49.1,89.46,77.71,48.8,65.96,54.22,78.31,73.49,26.51,74.1,48.49,16.57,45.78,30.12,86.45,29.82,25.3,28.61,77.71,27.71,19.88,36.14,72.89,59.04,50.6,21.39,41.87,87.95,61.75
Brighton,25.9,15,76.51,76.81,74.1,69.58,57.83,60.54,65.66,69.88,63.25,62.65,69.28,66.87,60.24,59.04,39.16,27.11,63.25,64.46,47.29,65.36,56.63,86.14,56.63,96.08,94.28,55.42,90.36,98.8,90.36,97.59,2.71,41.57,31.93,40.96,54.52,63.86,68.67,74.7,57.83,65.06,80.72,63.86,82.83,87.35,75.9,61.14,86.14,27.11,4.82,63.25,18.98,81.33,66.57,51.2,25.3,30.12,43.98,42.17,10.54,68.67,50.6,43.98,50.9,36.45,35.24,67.47,58.43,55.72,78.01,44.88,59.04,6.63,26.2,84.94,47.89,74.1,45.18,32.53,52.41,54.82,9.04,63.25,67.77,78.31,93.67,73.49,66.27,61.45,36.75,64.16,73.49,63.86,51.81,30.72,75.9,64.16,43.98,3.01,33.73
Burnley,27.7,15,38.86,7.23,3.01,16.27,57.83,41.57,4.22,39.46,14.46,16.57,34.94,32.53,9.04,9.04,6.63,43.67,3.61,17.77,16.27,36.75,4.22,4.22,4.22,64.76,47.59,58.43,69.28,38.25,38.86,45.18,46.08,85.54,86.45,95.18,43.98,17.47,81.02,45.78,19.28,16.87,17.47,17.47,1.81,0.6,16.87,5.42,10.24,94.58,53.61,15.06,83.43,35.84,19.88,84.94,8.43,62.35,43.98,12.65,4.82,1.51,77.41,4.82,13.25,85.54,84.94,81.02,87.95,96.08,33.13,44.88,88.55,87.35,97.59,41.57,65.96,97.59,98.19,47.89,7.83,89.76,86.14,3.61,6.63,13.86,42.47,29.82,7.23,92.17,15.06,14.46,50.0,16.27,4.22,21.69,3.01,47.89,49.4,22.89,23.19
