Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
João Gomes,BRA,Wolves,English Premier League,CM,Midfielder,24,678,1,39,60,56,76
João Moutinho,POR,Lech Poznań,UEFA Europa Conference League,LB,Defender,27,90,1,58,85,56,55
João Moutinho,POR,Braga,UEFA Europa League,CM,Midfielder,39,164,1,40,52,44,37
João Mário Lopes,POR,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,25,330,1,54,69,81,62
João Neves,POR,Paris S-G,"French Ligue 1, UEFA Champions League",RM,Midfielder,20,232,1,84,62,52,42
João Palhinha,POR,Tottenham,"English Premier League, UEFA Champions League",DM,Midfielder,30,737,1,72,42,24,77
João Pedro,BRA,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,24,792,1,56,58,56,66
João Pedro Araújo Correia,CPV,Pafos FC,UEFA Champions League,RB,Defender,29,79,1,49,23,44,47
João Simões,POR,Sporting CP,UEFA Champions League,DM,Midfielder,18,140,1,44,30,47,40
Joël Piroe,NED,Leeds United,English Premier League,AM,Forward,26,164,1,36,24,24,36
Joël Schmied,SUI,Köln,German Bundesliga,CB,Defender,27,580,1,40,29,34,55
Joël Veltman,NED,Brighton,English Premier League,RB,Defender,33,325,1,45,37,48,68
Joško Gvardiol,CRO,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,23,599,1,52,82,71,53
Juan Cruz Armada,ESP,Osasuna,Spanish La Liga,CB,Defender,33,476,1,32,50,47,28
Juan Cuadrado,COL,Pisa,Italian Serie A,WB,Midfielder,37,164,1,57,49,73,67
Juan David Cabal,COL,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,24,46,1,83,33,25,60
Juan Foyth,ARG,Villarreal,"Spanish La Liga, UEFA Champions League",CB,Defender,27,540,1,33,37,49,51
Juan Jesus,BRA,Napoli,"Italian Serie A, UEFA Champions League",CB,Defender,34,569,1,44,45,44,53
Juan Miranda,ESP,Bologna,"Italian Serie A, UEFA Europa League",LB,Defender,25,392,1,55,65,80,67
Juanje,ESP,Red Imps,UEFA Europa Conference League,LM,Midfielder,30,26,1,37,22,69,57
Juanjo Nieto,ESP,NK Celje,UEFA Europa Conference League,CB,Defender,31,180,1,61,78,87,44
Juanlu Sánchez,ESP,Sevilla,Spanish La Liga,RB,Midfielder,22,470,1,48,63,77,65
Juanmi,ESP,Getafe,Spanish La Liga,AM,Forward,32,16,1,28,24,18,18
Jude Bellingham,ENG,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,22,305,1,65,70,62,84
Juergen Elitim,COL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,26,111,1,36,52,40,61
Jug Stanojev,SRB,Qaırat Almaty,UEFA Champions League,RB,Defender,26,47,1,36,23,61,69
Jules Koundé,FRA,Barcelona,"Spanish La Liga, UEFA Champions League",RB,Defender,26,832,1,84,71,76,52
Julian Brandt,GER,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,29,376,1,84,86,64,53
Julian Chabot,GER,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,27,621,1,53,61,64,61
Julian Niehues,GER,Heidenheim,German Bundesliga,CM,Midfielder,24,199,1,38,30,29,58
Julian Ryerson,NOR,Dortmund,"German Bundesliga, UEFA Champions League",WB,Midfielder,27,528,1,54,89,78,65
Julien Le Cardinal,FRA,Brest,French Ligue 1,CB,Defender,28,283,1,85,50,26,63
Julien López,ALG,Paris FC,French Ligue 1,AM,Forward,33,29,1,38,31,31,30
Julio Enciso,PAR,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,21,101,1,50,70,80,32
Julio Soler,ARG,Bournemouth,English Premier League,LW,Forward,20,1,1,28,20,10,18
Julius Beck,DEN,Sturm Graz,UEFA Europa League,DM,Midfielder,20,7,1,34,19,12,39
Julius Lindberg,SWE,Häcken,UEFA Europa Conference League,RB,Defender,26,179,1,92,84,85,47
Julián Malatini,ARG,Werder Bremen,German Bundesliga,RB,Defender,24,90,1,41,23,57,46
Julián Vignolo,ARG,Toulouse,French Ligue 1,LW,Forward,18,8,1,28,20,30,18
Julián Álvarez,ARG,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,25,884,1,84,87,60,40
Juma Bah,SLE,Nice,French Ligue 1,CB,Defender,19,180,1,52,54,41,50
Junior Adamu,AUT,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,24,521,1,46,45,42,77
Junior Ajayi,CIV,Hellas Verona,Italian Serie A,AM,Forward,20,1,1,34,20,10,43
Junior Diaz,CIV,Brest,French Ligue 1,CB,Defender,22,469,1,32,34,33,55
Junior Dina Ebimbe,FRA,Brest,French Ligue 1,RW,Forward,24,190,1,60,22,18,62
Junior Firpo,DOM,Betis,"Spanish La Liga, UEFA Europa League",LB,Defender,29,509,1,43,75,75,65
Junior Messias,BRA,Genoa,Italian Serie A,RM,Forward,34,65,1,38,40,50,64
Junior Mwanga,FRA,"Nantes, Strasbourg",French Ligue 1,CB,Defender,22,616,1,84,72,68,51
Junnosuke Suzuki,JPN,FC Copenhagen,UEFA Champions League,CB,Defender,22,135,1,45,85,74,67
Junya Ito,JPN,Genk,UEFA Europa League,LW,Forward,32,64,1,50,53,60,50
Juraj Badelj,CRO,CS U Craiova,UEFA Europa Conference League,CB,Defender,22,90,1,36,24,16,25
Jurgen Ekkelenkamp,NED,Udinese,Italian Serie A,RM,Midfielder,25,163,1,48,45,54,51
Juri Cisotti,ITA,FCSB,UEFA Europa League,LW,Forward,32,180,1,46,30,51,69
Jurriën Timber,NED,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,24,817,1,93,85,84,54
Jusef Erabi,SWE,Genk,UEFA Europa League,AM,Forward,22,30,1,29,20,31,22
Justas Lasickas,LTU,Rijeka,UEFA Europa Conference League,LB,Defender,27,84,1,36,31,65,34
Justin Bourgault,FRA,Brest,French Ligue 1,RM,Midfielder,19,16,1,51,23,57,45
Justin Devenny,NIR,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,21,170,1,47,50,63,62
Justin Kluivert,NED,Bournemouth,English Premier League,AM,Forward,26,240,1,71,66,71,43
Justin Njinmah,GER,Werder Bremen,German Bundesliga,RW,Forward,24,389,1,65,23,58,69
Justin-Noël Kalumba,FRA,Angers,French Ligue 1,LW,Forward,20,224,1,43,75,71,64
Jusuf Gazibegović,BIH,Köln,German Bundesliga,LB,Defender,25,23,1,59,38,36,10
Jáchym Šíp,CZE,Sigma Olomouc,UEFA Europa Conference League,LW,Forward,22,43,1,28,20,52,55
Jáder Durán,COL,Fenerbahçe,UEFA Europa League,AM,Forward,21,4,1,28,20,68,18
Jérémie Gnali,CGO,AÉK Lárnaka,UEFA Europa Conference League,LB,Defender,23,180,1,53,59,76,34
Jérémy Jacquet,FRA,Rennes,French Ligue 1,CB,Defender,20,720,1,36,36,41,56
Jørgen Strand Larsen,NOR,Wolves,English Premier League,AM,Forward,25,452,1,33,34,29,54
Júnior Brumado,BRA,Midtjylland,UEFA Europa League,AM,Forward,26,156,1,31,34,39,57
Kaan Ayhan,TUR,Galatasaray,UEFA Champions League,AM,Forward,30,31,1,37,35,48,30
Kacper Chodyna,POL,Legia Warsaw,UEFA Europa Conference League,RM,Forward,26,165,1,34,67,65,36
Kacper Potulski,POL,Mainz 05,UEFA Europa Conference League,CB,Defender,18,153,1,37,32,22,64
Kacper Urbanski,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,21,69,1,39,40,64,24
Kady Borges,BRA,Qarabağ,UEFA Champions League,DM,Midfielder,29,270,1,53,66,50,65
Kai Havertz,GER,Arsenal,English Premier League,AM,Forward,26,31,1,49,31,74,42
Kaishu Sano,JPN,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,24,785,1,73,72,66,63
Kamaldeen Sulemana,GHA,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,23,465,1,69,80,80,53
Kamer Qaka,ALB,Shkëndija 79,UEFA Europa Conference League,DM,Midfielder,30,66,1,34,28,24,61
Kameron Ledwidge,IRL,Shelbourne FC,UEFA Europa Conference League,CB,Defender,24,135,1,36,24,16,8
Kamiel Van De Perre,BEL,Union SG,UEFA Champions League,AM,Forward,21,172,1,36,53,16,68
Kamil Piątkowski,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,25,90,1,38,25,40,58
Kamory Doumbia,MLI,Brest,French Ligue 1,AM,Forward,22,624,1,64,62,49,73
Kaoru Mitoma,JPN,Brighton,English Premier League,LW,Forward,28,509,1,57,56,62,51
Karel Spáčil,CZE,Viktoria Plzeň,UEFA Europa League,CB,Defender,22,170,1,87,64,59,56
Karim Adeyemi,GER,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,23,552,1,77,71,75,49
Karim Onisiwo,AUT,RB Salzburg,UEFA Europa League,AM,Forward,33,65,1,47,41,24,31
Karim Sow,SUI,Lausanne-Sport,UEFA Europa Conference League,CB,Defender,22,90,1,44,39,56,64
Karl Etta,CMR,"Levante, Villarreal",Spanish La Liga,AM,Forward,21,461,1,76,51,26,60
Karl Etta Eyong,CMR,Levante,Spanish La Liga,AM,Forward,22,73,1,37,23,31,39
Karlo Abramović,CRO,Zrinjski Mostar,UEFA Europa Conference League,RW,Forward,25,76,1,46,45,69,57
Karol Angielski,POL,AÉK Lárnaka,UEFA Europa Conference League,AM,Forward,29,11,1,28,20,10,20
Karol Mets,EST,St. Pauli,German Bundesliga,CB,Defender,32,16,1,36,42,50,30
Karol Struski,POL,Raków,UEFA Europa Conference League,CM,Midfielder,24,85,1,48,43,22,39
Karol Świderski,POL,Panathinaikos,UEFA Europa League,AM,Forward,28,225,1,87,40,27,43
Kasper Dolberg,DEN,Ajax,UEFA Champions League,AM,Forward,27,28,1,34,23,20,80
Kasper Waarst Høgh,DEN,Bodø/Glimt,UEFA Champions League,AM,Forward,24,220,1,17,32,14,56
Kassoum Ouattara,FRA,Monaco,"French Ligue 1, UEFA Champions League",LB,Defender,21,435,1,55,68,78,58
Kauã Elias,BRA,Shakhtar,UEFA Europa Conference League,AM,Forward,19,74,1,31,24,38,46
Keane Lewis-Potter,ENG,Brentford,English Premier League,LB,Defender,24,413,1,39,55,66,43
Kees Smit,NED,AZ Alkmaar,UEFA Europa Conference League,LM,Midfielder,19,89,1,43,61,63,60
Keigo Tsunemoto,JPN,Basel,UEFA Europa League,RB,Defender,26,57,1,36,34,53,33
Keinan Davis,ENG,Udinese,Italian Serie A,AM,Forward,27,456,1,61,61,52,54
Keke Maximilian Topp,GER,Werder Bremen,German Bundesliga,AM,Forward,21,51,1,51,44,65,32
Kelechi Iheanacho,NGA,Celtic,UEFA Europa League,AM,Forward,29,138,1,67,23,26,20
Kelvin Amian,FRA,Nantes,French Ligue 1,RB,Defender,27,720,1,39,54,57,58
Ken Nkuba,BEL,Genk,UEFA Europa League,RB,Defender,23,113,1,62,29,74,76
Ken Sema,SWE,Pafos FC,UEFA Champions League,LB,Midfielder,32,38,1,34,19,33,52
Kenan Bajrić,SVN,Slovan Bratislava,UEFA Europa Conference League,CB,Defender,30,180,1,44,42,32,71
Kenan Busuladžić,SWE,Malmö,UEFA Europa League,CM,Midfielder,18,104,1,34,23,57,26
Kenan Yıldız,TUR,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,20,843,1,72,81,78,52
Kendry Páez,ECU,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,18,423,1,62,72,66,48
Kenneth Taylor,NED,Ajax,UEFA Champions League,LM,Midfielder,23,168,1,44,65,64,48
Kenny Lala,MAD,Brest,French Ligue 1,RB,Defender,34,707,1,52,85,66,31
Kenny Tete,NED,Fulham,English Premier League,RB,Defender,29,450,1,35,67,65,67
Kenzo Goudmijn,NED,Go Ahead Eag,UEFA Europa League,CM,Forward,23,113,1,33,36,19,80
Kerem Aktürkoğlu,TUR,Fenerbahçe,UEFA Europa League,LW,Forward,27,249,1,86,63,62,44
Kerim Alajbegović,BIH,RB Salzburg,UEFA Europa League,AM,Forward,18,187,1,52,39,87,27
Kerr McInroy,SCO,Shelbourne FC,UEFA Europa Conference League,CM,Midfielder,25,171,1,40,39,36,26
Kervin Andrade,VEN,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,20,240,1,29,44,51,49
Kervin Arriaga,HON,Levante,Spanish La Liga,CM,Midfielder,27,293,1,41,47,42,74
Keven Schlotterbeck,GER,Augsburg,German Bundesliga,CB,Defender,28,315,1,34,44,51,62
Kevin,BRA,Fulham,English Premier League,LW,Forward,22,116,1,56,64,88,59
Kevin Akpoguma,NGA,Hoffenheim,German Bundesliga,CB,Defender,30,25,1,36,26,16,69
Kevin Carlos,ESP,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,24,451,1,47,28,23,46
Kevin Danso,AUT,Tottenham,"English Premier League, UEFA Champions League",CB,Defender,27,289,1,37,62,37,46
Kevin De Bruyne,BEL,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,34,719,1,84,88,78,32
Kevin Diks,IDN,Gladbach,German Bundesliga,CB,Defender,29,523,1,48,65,65,52
Kevin Kampl,SVN,RB Leipzig,German Bundesliga,AM,Forward,34,2,1,28,20,10,18
Kevin Mac Allister,ARG,Union SG,UEFA Champions League,CB,Defender,27,246,1,66,29,18,71
Kevin Mbabu,SUI,Midtjylland,UEFA Europa League,RB,Midfielder,30,161,1,42,69,69,77
Kevin Medina,COL,Qarabağ,UEFA Champions League,CB,Defender,32,270,1,44,27,33,55
Kevin Mouanga,CGO,Lausanne-Sport,UEFA Europa Conference League,CB,Defender,25,180,1,53,78,79,46
Kevin Nisbet,SCO,Aberdeen,UEFA Europa Conference League,AM,Forward,28,5,1,28,20,10,18
Kevin Rodríguez,ECU,Union SG,UEFA Champions League,AM,Forward,25,189,1,47,42,64,66
Kevin Rüegg,SUI,Basel,UEFA Europa League,RB,Defender,27,53,1,36,30,32,76
Kevin Schade,GER,Brentford,English Premier League,LW,Forward,23,662,1,46,44,43,70
Kevin Stöger,AUT,Gladbach,German Bundesliga,AM,Forward,32,313,1,37,77,53,56
Kevin Wimmer,AUT,Slovan Bratislava,UEFA Europa Conference League,LB,Defender,32,27,1,41,50,28,8
Khalis Merah,FRA,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,18,406,1,37,58,57,46
Khvicha Kvaratskhelia,GEO,Paris S-G,"French Ligue 1, UEFA Champions League",LW,Forward,24,371,1,83,77,81,63
Khéphren Thuram,FRA,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,24,647,1,79,58,65,57
Ki-Jana Hoever,NED,Wolves,English Premier League,RM,Midfielder,23,130,1,59,64,44,53
Kialonda,ANG,Lecce,Italian Serie A,CB,Defender,28,630,1,33,36,32,38
Kian Fitz-Jim,NED,Ajax,UEFA Champions League,CM,Midfielder,22,7,1,34,33,46,25
Kieran Tierney,SCO,Celtic,UEFA Europa League,LB,Defender,28,251,1,54,87,89,47
Kieran Trippier,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",RB,Defender,35,765,1,57,82,74,44
Kiernan Dewsbury-Hall,ENG,Everton,English Premier League,AM,Forward,27,625,1,62,83,56,59
Kike Barja,ESP,Osasuna,Spanish La Liga,AM,Midfielder,28,46,1,36,27,66,11
Kike Gómez,PHI,Red Imps,UEFA Europa Conference League,AM,Forward,31,77,1,72,49,42,72
Kike Salas,ESP,Sevilla,Spanish La Liga,CB,Defender,23,360,1,37,58,41,84
Kiko Femenía,ESP,Getafe,Spanish La Liga,RB,Defender,34,456,1,46,44,61,47
Kiké,ESP,Espanyol,Spanish La Liga,AM,Forward,35,354,1,63,66,53,62
Kilian Fischer,GER,Wolfsburg,German Bundesliga,RB,Defender,25,604,1,47,55,58,61
Kim Min-jae,KOR,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,28,237,1,50,51,31,51
Kingsley Ehizibue,NED,Udinese,Italian Serie A,WB,Midfielder,30,372,1,33,31,54,44
Kiril Despodov,BUL,PAOK,UEFA Europa League,RW,Forward,28,174,1,36,62,41,42
Klisman Cake,ALB,Shkëndija 79,UEFA Europa Conference League,CB,Defender,26,180,1,47,26,35,76
Ko Itakura,JPN,Ajax,UEFA Champions League,CB,Defender,28,263,1,36,32,25,47
Koba Koindredi,FRA,Basel,UEFA Europa League,CM,Midfielder,23,115,1,34,20,12,39
Kobbie Mainoo,ENG,Manchester Utd,English Premier League,CM,Midfielder,20,122,1,42,65,64,44
Koffi Kouao,CIV,Metz,French Ligue 1,RB,Defender,27,712,1,50,63,80,50
Kojo Peprah Oppong,GHA,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,21,851,1,78,58,66,57
Koke,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,33,638,1,46,73,54,44
Koki Machida,JPN,Hoffenheim,German Bundesliga,CB,Defender,27,44,1,59,42,19,41
Konan N'dri,CIV,Lecce,Italian Serie A,RM,Forward,24,77,1,94,29,86,66
Koni De Winter,BEL,Milan,Italian Serie A,CB,Defender,23,79,1,39,30,29,79
Konrad Laimer,AUT,Bayern Munich,"German Bundesliga, UEFA Champions League",LB,Defender,28,850,1,77,88,84,38
Konstantinos Karetsas,GRE,Genk,UEFA Europa League,CM,Midfielder,17,109,1,49,41,56,28
Konstantinos Koulierakis,GRE,Wolfsburg,German Bundesliga,CB,Defender,21,630,1,44,54,50,47
Konstantinos Mavropanos,GRE,West Ham,English Premier League,CB,Defender,27,495,1,35,37,28,46
Kornel Lisman,POL,Lech Poznań,UEFA Europa Conference League,LW,Forward,19,75,1,45,67,70,41
Kosta Nedeljković,SRB,RB Leipzig,German Bundesliga,RB,Defender,19,12,1,36,23,16,8
Kostas Pileas,CYP,Pafos FC,UEFA Champions League,LB,Defender,26,201,1,36,25,21,35
Kostas Tsimikas,GRE,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,29,242,1,46,66,50,50
Kostiantyn Vivcharenko,UKR,Dynamo Kyiv,UEFA Europa Conference League,LB,Defender,23,66,1,47,33,62,49
Kouakou Gadou,FRA,RB Salzburg,UEFA Europa League,CB,Defender,18,270,1,36,32,45,56
Kristal Abazaj,ALB,KF Drita,UEFA Europa Conference League,AM,Forward,29,7,1,50,20,33,30
Kristian Bilovar,UKR,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,24,90,1,36,25,34,48
Kristian Thorstvedt,NOR,Sassuolo,Italian Serie A,LM,Midfielder,26,187,1,32,41,43,44
Kristijan Belic,SRB,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,24,180,1,27,54,47,68
Kristijan Jakić,CRO,Augsburg,German Bundesliga,CM,Midfielder,28,539,1,69,50,34,68
Kristinn Jónsson,ISL,Breiðablik,UEFA Europa Conference League,LB,Defender,35,174,1,59,84,84,46
Kristinn Steindórsson,ISL,Breiðablik,UEFA Europa Conference League,LM,Midfielder,35,109,1,54,77,62,29
Kristjan Asllani,ALB,Torino,Italian Serie A,CM,Midfielder,23,493,1,50,55,36,39
Kristoffer Ajer,NOR,Brentford,English Premier League,CB,Defender,27,210,1,49,79,47,78
Kristoffer Lund,USA,Köln,German Bundesliga,WB,Midfielder,23,383,1,34,35,50,54
Kristoffer Zachariassen,NOR,Ferencváros,UEFA Europa League,CM,Midfielder,30,96,1,95,63,65,46
Kristófer Kristinsson,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,26,64,1,39,20,61,77
Krépin Diatta,SEN,Monaco,"French Ligue 1, UEFA Champions League",RB,Defender,26,429,1,49,92,91,53
Kusini Yengi,AUS,Aberdeen,UEFA Europa Conference League,AM,Forward,26,25,1,43,27,10,42
Kwasi Sibo,GHA,Oviedo,Spanish La Liga,DM,Midfielder,27,294,1,37,22,30,64
Kwon Hyeokkyu,KOR,Nantes,French Ligue 1,DM,Midfielder,24,310,1,32,20,13,37
Kyle Clinton,GIB,Red Imps,UEFA Europa Conference League,CM,Midfielder,21,10,1,52,32,23,25
Kyle Walker,ENG,Burnley,English Premier League,RB,Defender,35,720,1,43,55,61,54
Kyle Walker-Peters,ENG,West Ham,English Premier League,RB,Defender,28,438,1,51,43,72,41
Kylian Mbappé,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,26,1046,1,93,85,87,30
Kyriakos Savvidis,GRE,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,30,146,1,36,28,30,76
Kyriani Sabbe,BEL,Club Brugge,UEFA Champions League,RB,Defender,20,222,1,55,68,56,26
Kévin Danois,FRA,Auxerre,French Ligue 1,CM,Midfielder,21,681,1,44,60,61,45
Kévin Théophile-Catherine,FRA,Dinamo Zagreb,UEFA Europa League,CB,Defender,35,90,1,36,24,16,28
Ladislav Krejčí,CZE,"Girona, Wolves","English Premier League, Spanish La Liga",CB,Defender,26,630,1,84,64,38,42
Lamare Bogarde,NED,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,21,381,1,43,44,35,38
Lameck Banda,ZAM,Lecce,Italian Serie A,LW,Forward,24,111,1,36,58,67,45
Lamine Camara,SEN,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,21,422,1,42,80,52,54
Lamine Sy,MTN,Auxerre,French Ligue 1,CB,Defender,23,25,1,59,88,63,47
Lamine Yamal,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,18,529,1,83,90,91,59
Lancinet Kourouma,GUI,Girona,Spanish La Liga,CM,Midfielder,21,25,1,34,22,12,27
Lander Pinillos,ESP,Alavés,Spanish La Liga,CM,Midfielder,21,2,1,34,19,42,11
Landry Dimata,BEL,Pafos FC,UEFA Champions League,AM,Forward,28,76,1,28,21,35,28
Lanroy Machine,FRA,Angers,French Ligue 1,AM,Forward,20,117,1,38,28,41,50
Largie Ramazani,BEL,Valencia,Spanish La Liga,RM,Forward,24,90,1,50,80,85,51
Lars Remmem,NOR,Brann,UEFA Europa League,RW,Forward,19,6,1,28,20,10,56
Lars Ritzka,GER,St. Pauli,German Bundesliga,CB,Defender,27,246,1,40,36,23,72
Lassana Coulibaly,MLI,Lecce,Italian Serie A,RM,Midfielder,29,579,1,68,44,44,36
Lasse Berg Johnsen,NOR,Malmö,UEFA Europa League,CM,Midfielder,26,68,1,78,32,26,37
Lassine Sinayoko,MLI,Auxerre,French Ligue 1,AM,Forward,25,657,1,67,54,54,59
Lasso Coulibaly,CIV,Auxerre,French Ligue 1,RM,Midfielder,23,120,1,37,35,70,85
Laurent Abergel,FRA,Lorient,French Ligue 1,CM,Midfielder,32,720,1,42,50,41,52
Lautaro Martínez,ARG,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,28,605,1,84,73,48,72
Lautaro Valenti,ARG,Parma,Italian Serie A,CB,Defender,26,228,1,44,32,36,54
Lazar Jovanović,SRB,Stuttgart,"German Bundesliga, UEFA Europa League",RW,Forward,18,48,1,49,79,79,78
Lazar Samardzic,SRB,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,23,326,1,75,87,71,55
Leander Dendoncker,BEL,Oviedo,Spanish La Liga,CM,Midfielder,30,709,1,64,42,42,69
Leandro Andrade,CPV,Qarabağ,UEFA Champions League,AM,Forward,26,197,1,76,45,41,36
Leandro Barreiro Martins,LUX,Benfica,UEFA Champions League,DM,Midfielder,25,26,1,51,36,53,70
Leandro Cabrera,URU,Espanyol,Spanish La Liga,CB,Defender,34,720,1,77,40,28,47
Leandro Trossard,BEL,Arsenal,"English Premier League, UEFA Champions League",LW,Forward,30,473,1,67,73,74,71
Leart Paqarada,KVX,Heidenheim,German Bundesliga,LB,Defender,30,6,1,36,23,16,8
Lee Grace,IRL,Shamrock Rovers,UEFA Europa Conference League,CB,Defender,32,33,1,28,33,34,67
Lee Hanbeom,KOR,Midtjylland,UEFA Europa League,CB,Defender,23,121,1,46,45,29,43
Lee Jae-sung,KOR,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,33,394,1,50,47,39,75
Lee Kang-in,KOR,Paris S-G,"French Ligue 1, UEFA Champions League",RM,Midfielder,24,488,1,55,83,77,31
Leighton Clarkson,ENG,Aberdeen,UEFA Europa Conference League,CM,Forward,24,93,1,24,28,10,54
Lennard Maloney,USA,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,26,137,1,35,60,37,72
Lennart Karl,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",RW,Forward,17,211,1,84,76,85,68
Lennon Miller,SCO,Udinese,Italian Serie A,CM,Midfielder,19,60,1,56,34,23,46
Lenny Joseph,FRA,Ferencváros,UEFA Europa League,AM,Forward,25,114,1,43,37,66,74
Leny Yoro,FRA,Manchester Utd,English Premier League,CB,Defender,19,456,1,39,41,42,62
Leo Bengtsson,SWE,Lech Poznań,UEFA Europa Conference League,LW,Forward,27,60,1,84,42,57,64
Leo Mikić,CRO,Zrinjski Mostar,UEFA Europa Conference League,AM,Forward,28,41,1,75,20,15,18
Leo Sauer,SVK,Feyenoord,UEFA Europa League,LW,Forward,19,96,1,36,37,75,54
Leo Skiri Østigård,NOR,Genoa,Italian Serie A,CB,Defender,25,405,1,33,34,24,43
Leon Avdullahu,SUI,Hoffenheim,German Bundesliga,CM,Midfielder,21,577,1,39,58,45,71
Leon Bailey,JAM,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,28,42,1,49,84,91,38
Leon Flach,USA,Jagiellonia,UEFA Europa Conference League,DM,Midfielder,24,136,1,37,47,23,62
Leon Goretzka,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,30,383,1,47,63,64,60
Leon Grgic,CRO,Sturm Graz,UEFA Europa League,AM,Forward,19,63,1,34,25,32,44
Leonardo Balerdi,ARG,Marseille,"French Ligue 1, UEFA Champions League",CB,Defender,26,747,1,44,39,42,65
Leonardo Bittencourt,GER,Werder Bremen,German Bundesliga,DM,Midfielder,31,178,1,48,64,44,47
Leonardo Lelo,POR,Braga,UEFA Europa League,WB,Midfielder,25,270,1,42,76,71,68
Leonardo Pavoletti,ITA,Cagliari,Italian Serie A,AM,Forward,36,8,1,28,20,10,56
Leonardo Spinazzola,ITA,Napoli,"Italian Serie A, UEFA Champions League",LB,Defender,32,607,1,92,82,86,30
Leopold Querfeld,AUT,Union Berlin,German Bundesliga,CB,Defender,21,630,1,49,59,21,53
Lequincio Zeefuik,NED,AZ Alkmaar,UEFA Europa Conference League,AM,Forward,20,27,1,28,28,37,55
Leroy Sané,GER,Galatasaray,UEFA Champions League,RM,Forward,29,156,1,51,89,82,52
Lesley Ugochukwu,FRA,Burnley,English Premier League,CM,Midfielder,21,369,1,71,28,38,54
Lev Kurgin,KAZ,Qaırat Almaty,UEFA Champions League,LB,Defender,23,11,1,36,23,52,35
Lewis Cook,ENG,Bournemouth,English Premier League,CM,Midfielder,28,6,1,34,19,12,56
Lewis Dunk,ENG,Brighton,English Premier League,CB,Defender,33,720,1,33,34,38,59
Lewis Ferguson,SCO,Bologna,"Italian Serie A, UEFA Europa League",DM,Midfielder,26,482,1,43,51,40,48
Lewis Hall,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LB,Defender,21,153,1,53,71,53,58
Lewis Miley,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",CM,Midfielder,19,336,1,33,59,43,64
Liam Delap,ENG,Chelsea,English Premier League,AM,Forward,22,92,1,39,38,32,35
Liam Scales,IRL,Celtic,UEFA Europa League,CB,Defender,27,270,1,87,78,42,47
Lilian Brassier,FRA,Rennes,French Ligue 1,CB,Defender,25,217,1,50,62,70,31
Lilian Raolisoa,FRA,Angers,French Ligue 1,RW,Forward,25,477,1,39,71,60,77
Linton Maina,GER,Köln,German Bundesliga,WB,Midfielder,26,115,1,48,82,88,13
