Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Aimé Steven Nsimba Labe,FRA,CS U Craiova,UEFA Europa Conference League,AM,Forward,29,26,1,22,20,49,22
Ainsley Maitland-Niles,ENG,Lyon,"French Ligue 1, UEFA Europa League",RB,Defender,28,840,1,49,81,78,62
Aitor Paredes,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",CB,Defender,25,820,1,56,54,54,57
Aitor Ruibal,ESP,Betis,"Spanish La Liga, UEFA Europa League",RW,Forward,29,427,1,51,66,50,71
Akor Adams,NGA,Sevilla,Spanish La Liga,AM,Forward,25,357,1,60,46,46,54
Alaa Ghram,TUN,Shakhtar,UEFA Europa Conference League,CB,Defender,24,91,1,54,53,81,27
Aladji Bamba,FRA,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,19,176,1,40,55,34,82
Alan Varela,ARG,Porto,UEFA Europa League,CM,Midfielder,24,122,1,55,22,34,66
Alasana Yirajang,GAM,Slovan Bratislava,UEFA Europa Conference League,RB,Defender,20,80,1,49,23,80,10
Alban Ajdini,KVX,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,26,36,1,44,55,49,53
Albert Dabiqaj,KVX,KF Drita,UEFA Europa Conference League,CM,Midfielder,29,180,1,84,46,36,69
Albert Grønbaek,DEN,Genoa,Italian Serie A,LW,Forward,24,59,1,46,71,61,40
Albert Guðmundsson,ISL,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,28,326,1,65,59,43,31
Albert Sambi Lokonga,BEL,Hamburger SV,German Bundesliga,CM,Midfielder,25,167,1,96,76,51,73
Alberto Grassi,ITA,Cremonese,Italian Serie A,CM,Midfielder,30,366,1,40,25,37,54
Alberto Moleiro,ESP,Villarreal,"Spanish La Liga, UEFA Champions League",LM,Midfielder,22,502,1,86,65,82,28
Alberto Moreno,ESP,Como,Italian Serie A,LB,Defender,33,67,1,54,31,64,10
Alberto Reina,ESP,Oviedo,Spanish La Liga,DM,Midfielder,28,427,1,68,51,46,39
Alberto costa,POR,Porto,UEFA Europa League,RB,Defender,22,120,1,58,64,88,67
Albian Ajeti,SUI,Basel,UEFA Europa League,AM,Forward,28,231,1,54,21,25,53
Albian Hajdari,SUI,Hoffenheim,German Bundesliga,CB,Defender,22,360,1,41,40,36,74
Albion Rrahmani,KVX,Sparta Prague,UEFA Europa Conference League,LW,Forward,25,58,1,33,70,49,52
Aleix Febas,ESP,Elche,Spanish La Liga,CM,Midfielder,29,810,1,44,65,84,48
Aleix García,ESP,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,28,806,1,73,66,47,34
Alejandro Balde,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LB,Defender,22,432,1,52,82,89,39
Alejandro Francés,ESP,Girona,Spanish La Liga,CB,Defender,23,259,1,65,70,55,58
Alejandro Garnacho,ARG,Chelsea,"English Premier League, UEFA Champions League",LW,Forward,21,214,1,38,34,86,69
Alejandro Jiménez,ESP,Milan,Italian Serie A,LB,Defender,20,45,1,60,81,78,10
Alejandro Pozo Pozo,ESP,Jagiellonia,UEFA Europa Conference League,RW,Forward,26,165,1,31,39,31,69
Alejandro Rego,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",DM,Midfielder,22,250,1,79,68,50,71
Aleksa Terzić,SRB,RB Salzburg,UEFA Europa League,LB,Defender,26,171,1,43,32,63,56
Aleksandar Katai,SRB,Red Star,UEFA Europa League,AM,Forward,34,16,1,34,35,36,18
Aleksandar Pavlovic,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,21,600,1,78,66,46,37
Aleksandar Pešić,SRB,Ferencváros,UEFA Europa League,CM,Midfielder,33,7,1,81,19,38,28
Aleksandar Stanković,SRB,Club Brugge,UEFA Champions League,DM,Midfielder,20,270,1,42,45,30,59
Aleksandr Golovin,RUS,Monaco,"French Ligue 1, UEFA Champions League",LW,Forward,29,279,1,35,58,65,61
Aleksandër Trumci,ALB,Shkëndija 79,UEFA Europa Conference League,RB,Defender,24,180,1,47,35,52,54
Alen Grgić,CRO,FC Noah,UEFA Europa Conference League,LM,Midfielder,31,72,1,32,39,69,38
Alen Mustafić,BIH,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,26,7,1,34,19,12,13
Alessandro Bastoni,ITA,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,26,743,1,84,91,60,66
Alessandro Bianco,ITA,PAOK,UEFA Europa League,DM,Midfielder,23,135,1,34,25,14,66
Alessandro Buongiorno,ITA,Napoli,"Italian Serie A, UEFA Champions League",CB,Defender,26,401,1,39,64,52,65
Alessandro Circati,AUS,Parma,Italian Serie A,CB,Defender,22,630,1,43,50,20,57
Alessandro Deiola,ITA,Cagliari,Italian Serie A,CM,Midfielder,30,434,1,39,37,36,54
Alessandro Di Pardo,ITA,Cagliari,Italian Serie A,WB,Midfielder,26,53,1,22,25,14,44
Alessandro Marcandalli,ITA,Genoa,Italian Serie A,CB,Defender,22,180,1,36,23,16,22
Alessandro Vogliacco,ITA,PAOK,UEFA Europa League,CB,Defender,27,73,1,36,28,20,23
Alessandro Zanoli,ITA,Udinese,Italian Serie A,WB,Midfielder,25,269,1,49,57,74,46
Alessio Castro-Montes,BEL,Köln,German Bundesliga,LB,Defender,28,27,1,54,38,43,42
Alessio Romagnoli,ITA,Lazio,Italian Serie A,CB,Defender,30,450,1,42,39,17,50
Alessio Zerbin,ITA,Cremonese,Italian Serie A,WB,Midfielder,26,436,1,43,53,68,49
Alex Baena,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Midfielder,24,173,1,52,80,43,41
Alex Douglas,SWE,Lech Poznań,UEFA Europa Conference League,CB,Defender,24,90,1,36,26,43,33
Alex Iwobi,NGA,Fulham,English Premier League,LW,Forward,29,632,1,61,83,66,45
Alex Král,CZE,Union Berlin,German Bundesliga,CM,Midfielder,27,125,1,48,36,49,69
Alex Scott,ENG,Bournemouth,English Premier League,DM,Midfielder,22,514,1,73,42,61,71
Alex Sola,ESP,Getafe,Spanish La Liga,AM,Forward,26,13,1,28,20,21,18
Alex Tóth,HUN,Ferencváros,UEFA Europa League,CM,Midfielder,19,173,1,48,43,29,70
Alexander Isak,SWE,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,26,383,1,33,61,33,51
Alexander Jensen,DEN,Aberdeen,UEFA Europa Conference League,WB,Midfielder,24,90,1,41,19,46,27
Alexander Prass,AUT,Hoffenheim,German Bundesliga,LW,Forward,24,199,1,41,58,58,71
Alexander Røssing-Lelesiit,NOR,Hamburger SV,German Bundesliga,LW,Forward,18,194,1,36,38,50,43
Alexander Sørloth,NOR,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,29,435,1,66,39,49,42
Alexandr Mrynskiy,KAZ,Qaırat Almaty,UEFA Champions League,RB,Defender,21,260,1,44,58,81,37
Alexandre Alemão,BRA,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",AM,Forward,27,363,1,28,24,30,46
Alexandre Penetra,POR,AZ Alkmaar,UEFA Europa Conference League,CB,Defender,24,1,1,36,23,16,8
Alexandru Cicâldău,ROU,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,28,137,1,37,42,56,63
Alexandru Crețu,ROU,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,33,59,1,41,25,16,89
Alexandru Pantea,ROU,FCSB,UEFA Europa League,LB,Defender,22,180,1,31,61,25,42
Alexis Claude-Maurice,FRA,Augsburg,German Bundesliga,AM,Forward,27,216,1,43,62,65,42
Alexis Mac Allister,ARG,Liverpool,"English Premier League, UEFA Champions League",DM,Midfielder,26,520,1,48,57,51,54
Alexis Saelemaekers,BEL,Milan,Italian Serie A,WB,Midfielder,26,594,1,80,66,82,52
Alexis Sánchez,CHI,Sevilla,Spanish La Liga,AM,Forward,36,342,1,69,76,43,61
Alexis Vossah,FRA,Toulouse,French Ligue 1,CM,Midfielder,17,72,1,85,63,40,53
Alexsandro Ribeiro,BRA,Lille,French Ligue 1,CB,Defender,26,314,1,51,28,38,78
Alfie Dorrington,ENG,Aberdeen,UEFA Europa Conference League,CB,Defender,20,149,1,36,25,36,70
Alfon,ESP,Sevilla,Spanish La Liga,AM,Forward,26,163,1,83,50,60,48
Alfonso Espino,URU,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",LB,Defender,33,302,1,93,83,85,56
Alfonso Pedraza,ESP,Villarreal,"Spanish La Liga, UEFA Champions League",LB,Defender,29,407,1,58,68,91,47
Ali Abdi,TUN,Nice,"French Ligue 1, UEFA Europa League",WB,Midfielder,31,180,1,44,30,57,46
Ali Coote,SCO,Shelbourne FC,UEFA Europa Conference League,AM,Forward,27,67,1,38,72,52,49
Ali Dembélé,FRA,Torino,Italian Serie A,WB,Midfielder,21,13,1,25,23,28,39
Ali Houary,MAR,Elche,Spanish La Liga,CM,Midfielder,20,123,1,25,36,44,40
Alidu Seidu,GHA,Rennes,French Ligue 1,CB,Defender,25,378,1,53,84,77,66
Alieu Fadera,GAM,Sassuolo,Italian Serie A,LW,Forward,23,154,1,78,68,86,73
Alieu Njie,SWE,Torino,Italian Serie A,AM,Forward,20,3,1,34,20,49,18
Alimami Gory,MLI,Paris FC,French Ligue 1,LW,Forward,29,104,1,71,22,41,39
Alimani Gory,MLI,Paris FC,French Ligue 1,AM,Forward,28,57,1,32,24,42,49
Aliou Thiaré,SEN,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,21,180,1,44,40,52,77
Alisson Santos,BRA,Sporting CP,UEFA Champions League,LW,Forward,23,65,1,90,43,93,63
Alistair Johnston,CAN,Celtic,UEFA Europa League,RB,Defender,27,25,1,41,53,70,8
Aljoscha Kemlein,GER,Union Berlin,German Bundesliga,CM,Midfielder,21,163,1,41,54,58,83
Allan Nyom,CMR,Getafe,Spanish La Liga,AM,Defender,37,14,1,36,27,16,37
Almir Ajzeraj,KVX,KF Drita,UEFA Europa Conference League,AM,Forward,28,114,1,36,58,35,46
Almoatasem Al Musrati,LBY,Hellas Verona,Italian Serie A,CM,Midfielder,29,56,1,41,70,25,49
Alonzo Engwanda,BEL,Utrecht,UEFA Europa League,CM,Midfielder,22,239,1,37,23,14,54
Alpha Amadou Touré,SEN,Metz,French Ligue 1,LB,Defender,19,82,1,50,59,84,68
Alpha Diounkou,SEN,AC Omonia,UEFA Europa Conference League,RB,Defender,23,12,1,36,42,72,50
Alpha Touré,SEN,Metz,French Ligue 1,CM,Midfielder,19,211,1,36,23,49,63
Alyaksandr Martynovich,BLR,Qaırat Almaty,UEFA Champions League,CB,Defender,38,270,1,52,76,60,67
Amad Diallo,CIV,Manchester Utd,English Premier League,WB,Midfielder,23,505,1,55,69,88,41
Amadou Onana,BEL,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,24,300,1,43,47,45,78
Amady Camara,MLI,Nantes,French Ligue 1,RW,Forward,20,119,1,34,37,73,70
Amar Dedić,BIH,Benfica,UEFA Champions League,RB,Defender,23,242,1,46,44,87,58
Amar Memić,BIH,Viktoria Plzeň,UEFA Europa League,RM,Midfielder,24,259,1,47,75,50,51
Ameen Al-Dakhil,BEL,Stuttgart,German Bundesliga,CB,Defender,23,39,1,54,43,34,36
Amin Sarr,SWE,Hellas Verona,Italian Serie A,AM,Forward,24,236,1,37,48,40,65
Amine Adli,MAR,Bournemouth,English Premier League,RW,Forward,25,168,1,50,51,66,83
Amine El Ouazzani,MAR,Braga,UEFA Europa League,AM,Forward,24,142,1,23,25,19,57
Amine Gouiri,ALG,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,25,392,1,58,64,54,49
Amir Rrahmani,KVX,Napoli,Italian Serie A,CB,Defender,31,180,1,38,58,57,71
Amor Layouni,TUN,Häcken,UEFA Europa Conference League,LW,Forward,33,14,1,28,20,10,20
Amos Pieper,GER,Werder Bremen,German Bundesliga,CB,Defender,27,90,1,36,35,23,73
Anan Khalaili,ISR,Union SG,UEFA Champions League,WB,Midfielder,21,257,1,36,61,56,85
Anass Salah-Eddine,NED,PSV Eindhoven,UEFA Champions League,LB,Defender,23,218,1,47,71,62,35
Anass Zaroury,MAR,Panathinaikos,UEFA Europa League,LW,Forward,24,181,1,88,77,79,21
Anastasios Bakasetas,GRE,Panathinaikos,UEFA Europa League,AM,Forward,32,150,1,49,52,46,81
Anastasios Chatzigiovannis,GRE,AC Omonia,UEFA Europa Conference League,RM,Forward,28,43,1,27,74,47,20
Anastasios Douvikas,GRE,Como,Italian Serie A,AM,Forward,26,315,1,60,54,49,79
Ander Barrenetxea,ESP,Real Sociedad,Spanish La Liga,LM,Midfielder,23,725,1,72,84,91,33
Ander Guevara,ESP,Alavés,Spanish La Liga,CM,Midfielder,28,176,1,72,36,42,47
Anders Christiansen,DEN,Malmö,UEFA Europa League,AM,Forward,35,85,1,36,36,27,42
Anders Klynge,DEN,Bodø/Glimt,UEFA Champions League,CB,Defender,25,4,1,36,37,46,8
Anderson,BRA,Pafos FC,UEFA Champions League,AM,Forward,27,63,1,24,20,35,34
Andoni Gorosabel,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",RB,Defender,29,313,1,52,64,61,29
Andraž Šporar,SVN,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,31,83,1,36,20,21,64
Andre-Frank Zambo Anguissa,CMR,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,29,823,1,74,62,58,58
Andrea Belotti,ITA,Cagliari,Italian Serie A,AM,Forward,31,189,1,73,32,44,44
Andrea Cambiaso,ITA,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,25,689,1,48,61,74,44
Andrea Ghion,ITA,Sassuolo,Italian Serie A,LW,Forward,25,10,1,28,20,10,56
Andrea Pinamonti,ITA,Sassuolo,Italian Serie A,AM,Forward,26,581,1,62,35,21,49
Andreas Christensen,DEN,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,29,343,1,41,40,47,46
Andreas Hanche-Olsen,NOR,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,28,567,1,44,47,28,58
Andreas Helmersen,NOR,Bodø/Glimt,UEFA Champions League,AM,Forward,27,50,1,86,74,48,77
Andreas Hountondji,BEN,St. Pauli,German Bundesliga,AM,Forward,23,337,1,76,37,55,36
Andreas Schjelderup,NOR,Benfica,UEFA Champions League,LW,Forward,21,83,1,51,72,85,38
Andreas Skov Olsen,DEN,Wolfsburg,German Bundesliga,RW,Forward,25,334,1,66,67,59,55
Andrei Ratiu,ROU,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",RB,Defender,27,820,1,70,75,86,44
Andrej Bačanin,SRB,Basel,UEFA Europa League,DM,Midfielder,18,20,1,34,27,15,64
Andrej Ilic,SRB,Union Berlin,German Bundesliga,AM,Forward,25,630,1,34,60,31,48
Andrej Kotnik,SVN,NK Celje,UEFA Europa Conference League,AM,Forward,30,12,1,33,48,50,30
Andrej Kramarić,CRO,Hoffenheim,German Bundesliga,AM,Forward,34,407,1,75,76,63,40
Andrej Đurić,MNE,Malmö,UEFA Europa League,CB,Defender,22,76,1,50,49,41,62
Andres Dumitrescu,ROU,Sigma Olomouc,UEFA Europa Conference League,LB,Defender,24,9,1,36,23,16,10
Andrew Omobamidele,IRL,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,23,272,1,32,25,21,41
Andrew Robertson,SCO,Liverpool,"English Premier League, UEFA Champions League",LB,Defender,31,295,1,96,92,84,50
Andrey Santos,BRA,Chelsea,"English Premier League, UEFA Champions League",AM,Midfielder,21,288,1,42,58,52,62
Andrija Bulatović,MNE,Lens,French Ligue 1,AM,Forward,18,2,1,28,20,54,37
Andrija Maksimović,SRB,RB Leipzig,German Bundesliga,RW,Forward,18,2,1,28,20,10,18
Andrija Radulović,MNE,Rapid Wien,UEFA Europa Conference League,RW,Forward,23,90,1,72,32,16,53
Andrija Živković,SRB,PAOK,UEFA Europa League,RW,Forward,29,201,1,78,76,50,44
Andriy Yarmolenko,UKR,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,35,66,1,31,27,10,56
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,26,185,1,26,22,35,62
André,BRA,Wolves,English Premier League,CM,Midfielder,24,533,1,37,32,36,48
André Gomes,POR,Lille,French Ligue 1,AM,Forward,32,1,1,28,20,10,18
André Silva,POR,Elche,Spanish La Liga,AM,Forward,29,455,1,76,53,60,35
Andy Diouf,FRA,"Inter, Lens","French Ligue 1, Italian Serie A",AM,Forward,22,118,1,34,43,63,36
Andy Irving,SCO,West Ham,English Premier League,DM,Midfielder,25,86,1,43,59,46,51
Anel Ahmedhodžić,BIH,Feyenoord,UEFA Europa League,CB,Defender,26,270,1,40,36,59,58
Anel Husic,SUI,Rijeka,UEFA Europa Conference League,CB,Defender,24,90,1,38,28,42,40
Ange Ahoussou,CIV,Rapid Wien,UEFA Europa Conference League,CB,Defender,21,180,1,44,35,50,58
Ange-Yoan Bonny,FRA,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,21,263,1,89,82,66,52
Angel Gomes,ENG,Marseille,"French Ligue 1, UEFA Champions League",AM,Midfielder,25,625,1,77,63,60,36
Angeliño,ESP,Roma,Italian Serie A,WB,Midfielder,28,388,1,44,68,59,60
Angelo Stiller,GER,Stuttgart,"German Bundesliga, UEFA Europa League",DM,Midfielder,24,838,1,65,90,69,51
Angelos Neophytou,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,20,42,1,41,40,26,18
Anis Hadj Moussa,ALG,Feyenoord,UEFA Europa League,RW,Forward,23,190,1,85,71,78,43
Anouar Ait El Hadj,BEL,Union SG,UEFA Champions League,AM,Forward,23,224,1,76,58,66,62
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",LW,Forward,23,478,1,77,62,72,65
Ansu Fati,ESP,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,22,389,1,82,73,51,56
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,34,726,1,44,36,21,59
Ante Jurič,CRO,Rijeka,UEFA Europa Conference League,AM,Forward,22,6,1,28,20,10,43
Ante Orec,CRO,Rijeka,UEFA Europa Conference League,RB,Defender,24,90,1,41,26,44,32
Ante Palaversa,CRO,Aberdeen,UEFA Europa Conference League,CM,Midfielder,25,108,1,37,32,30,54
Ante Ćorić,CRO,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,28,180,1,43,67,43,40
Anthony Bermont,FRA,Lens,French Ligue 1,WB,Midfielder,20,41,1,45,52,98,34
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,28,310,1,45,76,84,50
Anthony Elanga,SWE,Newcastle Utd,"English Premier League, UEFA Champions League",RW,Forward,23,513,1,39,59,71,47
