Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Daniil Khudiakov,Sturm Graz,UEFA Champions League,GK,Goalkeeper,RUS,20,13.8,180,2,6.9
Danijel Zagorac,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,CRO,37,21.31,270,3,7.1
Danny Ward,Leicester City,English Premier League,GK,Goalkeeper,WAL,31,11.84,135,2,5.92
David Raya,Arsenal,"English Premier League, UEFA Champions League",GK,Goalkeeper,ESP,29,346.55,4590,51,6.8
David Soria,Getafe,Spanish La Liga,GK,Goalkeeper,ESP,32,254.63,3420,38,6.7
David de Gea,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,ESP,34,258.48,3600,40,6.46
David von Ballmoos,Young Boys,UEFA Champions League,GK,Goalkeeper,SUI,29,25.77,360,4,6.44
Davy Roef,Gent,UEFA Europa Conference League,GK,Goalkeeper,BEL,31,44.03,630,7,6.29
Dean Henderson,Crystal Palace,English Premier League,GK,Goalkeeper,ENG,28,249.75,3420,38,6.57
Deniz Dilmen,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,NAN,19,11.92,180,2,5.96
Devis Vásquez,Empoli,Italian Serie A,GK,Goalkeeper,COL,27,204.16,2880,32,6.38
Diant Ramaj,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,GER,23,25.17,360,4,6.29
Diego Conde,Villarreal,Spanish La Liga,GK,Goalkeeper,ESP,26,139.66,1962,22,6.35
Dimitry Bertaud,Montpellier,French Ligue 1,GK,Goalkeeper,COD,26,24.04,360,4,6.01
Dinko Horkaš,Las Palmas,Spanish La Liga,GK,Goalkeeper,CRO,26,85.29,1085,13,6.56
Diogo Costa,Porto,UEFA Europa League,GK,Goalkeeper,POR,25,63.77,900,10,6.38
Dmytro Riznyk,Shakhtar,UEFA Champions League,GK,Goalkeeper,UKR,25,55.72,720,8,6.96
Dominik Greif,Mallorca,Spanish La Liga,GK,Goalkeeper,SVK,28,204.58,2790,31,6.6
Dominik Kotarski,PAOK,UEFA Europa League,GK,Goalkeeper,CRO,25,65.41,900,10,6.54
Dominik Livaković,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,CRO,29,39.07,540,6,6.51
Dominik Takáč,Slovan Bratislava,UEFA Champions League,GK,Goalkeeper,SVK,26,50.83,720,8,6.35
Donovan Léon,Auxerre,French Ligue 1,GK,Goalkeeper,GUF,32,212.59,2880,32,6.64
Dávid Gróf,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,35,12.84,180,2,6.42
Dénes Dibusz,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,34,45.56,572,7,6.51
Ed McGinty,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,IRL,25,12.77,180,2,6.38
Ederson,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,BRA,31,223.41,3040,34,6.57
Elia Caprile,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,ITA,23,144.45,1945,22,6.57
Elías Rafn Ólafsson,Midtjylland,UEFA Europa League,GK,Goalkeeper,ISL,24,39.57,520,6,6.6
Emil Audero,Como,Italian Serie A,GK,Goalkeeper,IDN,27,47.43,720,8,5.93
Emiliano Martínez,Aston Villa,"English Premier League, UEFA Champions League",GK,Goalkeeper,ARG,32,330.34,4274,49,6.74
Enrico Del Prato,Parma,Italian Serie A,GK,Goalkeeper,ITA,24,4.76,13,1,4.76
Ersin Destanoğlu,Beşiktaş,UEFA Europa League,GK,Goalkeeper,TUR,23,18.65,270,3,6.22
Fabian Bredlow,Stuttgart,UEFA Champions League,GK,Goalkeeper,GER,29,6.15,90,1,6.15
Fabiano,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,BRA,36,44.13,630,7,6.3
Fabijan Buntić,Qarabağ,UEFA Europa League,GK,Goalkeeper,CRO,27,11.95,180,2,5.98
Fabrice Ondoa,FK Rīgas FS,UEFA Europa League,GK,Goalkeeper,CMR,29,51.01,720,8,6.38
Federico Ravaglia,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,25,82.35,1146,13,6.33
Fernando Muslera,Galatasaray,UEFA Europa League,GK,Goalkeeper,URU,38,37.38,540,6,6.23
Filip Jørgensen,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,DEN,23,115.63,1620,18,6.42
Filip Manojlović,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,SRB,28,58.85,810,9,6.54
Filip Stankovic,Venezia,Italian Serie A,GK,Goalkeeper,SRB,22,102.53,1367,16,6.41
Finn Dahmen,Augsburg,German Bundesliga,GK,Goalkeeper,GER,27,128.05,1710,19,6.74
Florian Müller,Freiburg,German Bundesliga,GK,Goalkeeper,GER,27,56.07,753,9,6.23
Fran,Real Madrid,Spanish La Liga,GK,Goalkeeper,ESP,19,5.6,90,1,5.6
Fran Vieites,Betis,"Spanish La Liga, UEFA Europa Conference League",GK,Goalkeeper,ESP,26,74.16,1080,12,6.18
Francis Uzoho,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,NGA,26,6.64,90,1,6.64
Franco Israel,Sporting CP,UEFA Champions League,GK,Goalkeeper,URU,24,54.47,720,8,6.81
Frank Feller,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,21,26.66,301,4,6.66
Fraser Forster,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,ENG,36,72.09,990,11,6.55
Frederik Rønnow,Union Berlin,German Bundesliga,GK,Goalkeeper,DEN,32,182.55,2520,28,6.52
Fyodor Lapoukhov,Dinamo Minsk,UEFA Europa Conference League,GK,Goalkeeper,BLR,21,37.66,540,6,6.28
Gabriel Kobylak,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,22,25.36,360,4,6.34
Gauthier Gallon,Rennes,French Ligue 1,GK,Goalkeeper,FRA,31,6.44,45,1,6.44
Gautier Larsonneur,Saint-Étienne,French Ligue 1,GK,Goalkeeper,FRA,28,209.89,2970,33,6.36
Gerónimo Rulli,Marseille,French Ligue 1,GK,Goalkeeper,ARG,32,215.75,3060,34,6.35
Gianluigi Donnarumma,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,ITA,26,253.96,3441,39,6.51
Giorgi Mamardashvili,Valencia,Spanish La Liga,GK,Goalkeeper,GEO,24,222.16,3060,34,6.53
Giuseppe Ciocci,Cagliari,Italian Serie A,GK,Goalkeeper,ITA,23,6.45,9,1,6.45
Gregor Kobel,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,SUI,27,292.28,4050,45,6.5
Grégoire Coudert,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,FRA,26,18.34,270,3,6.11
Guglielmo Vicario,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,ITA,28,214.69,2970,33,6.51
Guillaume Restes,Toulouse,French Ligue 1,GK,Goalkeeper,FRA,20,180.74,2543,29,6.23
Günay Güvenç,Galatasaray,UEFA Europa League,GK,Goalkeeper,NAN,33,25.68,360,4,6.42
Hendrik Bonmann,Ludogorets,UEFA Europa League,GK,Goalkeeper,GER,31,27.9,360,4,6.98
Heorhiy Bushchan,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,UKR,30,32.13,450,5,6.43
Hervé Koffi,Lens,French Ligue 1,GK,Goalkeeper,BFA,28,32.61,450,5,6.52
Hákon Rafn Valdimarsson,Brentford,English Premier League,GK,Goalkeeper,ISL,23,13.07,145,2,6.54
Ingvar Jónsson,KV,UEFA Europa Conference League,GK,Goalkeeper,ISL,35,52.11,720,8,6.51
Ionuț Radu,Venezia,Italian Serie A,GK,Goalkeeper,ROU,27,96.79,1350,15,6.45
Isak Pettersson,Elfsborg,UEFA Europa League,GK,Goalkeeper,SWE,27,52.26,720,8,6.53
Ivan Guteša,Red Star,UEFA Champions League,GK,Goalkeeper,SRB,22,22.12,270,3,7.37
Ivan Nevistić,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,CRO,26,33.91,450,5,6.78
Ivan Provedel,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,ITA,31,202.46,2880,32,6.33
Ivica Ivušić,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,CRO,30,55.98,810,9,6.22
Iván Villar,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,27,24.56,360,4,6.14
Iñaki Peña,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,26,136.02,1846,21,6.48
Jack Butland,Rangers,UEFA Europa League,GK,Goalkeeper,ENG,32,63.79,900,10,6.38
Jacob Karlstrom,Molde,UEFA Europa Conference League,GK,Goalkeeper,NOR,28,25.65,360,4,6.41
Jacob Rinne,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,31,56.45,735,9,6.27
Jacopo Seghetti,Empoli,Italian Serie A,GK,Goalkeeper,ITA,19,5.78,90,1,5.78
Jakub Stolarczyk,Leicester City,English Premier League,GK,Goalkeeper,POL,24,65.47,900,10,6.55
Jan Oblak,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,SVN,32,303.13,4140,46,6.59
Janis Blaswich,RB Salzburg,UEFA Champions League,GK,Goalkeeper,GER,33,30.89,381,5,6.18
Jason Steele,Brighton,English Premier League,GK,Goalkeeper,ENG,34,13.04,180,2,6.52
Jasper Cillessen,Las Palmas,Spanish La Liga,GK,Goalkeeper,NED,35,176.78,2335,27,6.55
Jay Gorter,Ajax,UEFA Europa League,GK,Goalkeeper,NED,24,5.44,67,1,5.44
Jean Butez,Como,Italian Serie A,GK,Goalkeeper,FRA,29,123.92,1666,19,6.52
Jeroen Zoet,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,NED,33,6.95,90,1,6.95
Jesse Joronen,Venezia,Italian Serie A,GK,Goalkeeper,FIN,31,49.34,703,8,6.17
Jesús Owono,Alavés,Spanish La Liga,GK,Goalkeeper,EQG,24,38.26,487,6,6.38
Joakim Persson,Malmö,UEFA Europa League,GK,Goalkeeper,SWE,17,6.05,90,1,6.05
Joan García,Espanyol,Spanish La Liga,GK,Goalkeeper,ESP,24,255.5,3420,38,6.72
Joe Lumley,Southampton,English Premier League,GK,Goalkeeper,ENG,29,20.13,270,3,6.71
Joel Drommel,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,NED,27,6.83,90,1,6.83
Johan Dahlin,Malmö,UEFA Europa League,GK,Goalkeeper,SWE,38,17.93,225,3,5.98
Jonas Lössl,Midtjylland,UEFA Europa League,GK,Goalkeeper,DEN,36,32.96,380,5,6.59
Jonas Omlin,Gladbach,German Bundesliga,GK,Goalkeeper,SUI,31,75.66,979,12,6.3
Jonas Urbig,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,21,78.01,1023,12,6.5
Jordan Pickford,Everton,English Premier League,GK,Goalkeeper,ENG,31,257.84,3420,38,6.79
Josep Martinez,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ESP,26,40.84,540,6,6.81
Josip Condric,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,CRO,31,19.94,270,3,6.65
José Sá,Wolves,English Premier League,GK,Goalkeeper,POR,32,188.19,2609,29,6.49
Juan Musso,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,ARG,31,20.33,270,3,6.78
Juan Soriano,Leganés,Spanish La Liga,GK,Goalkeeper,ESP,27,40.62,540,6,6.77
Julen Agirrezabala,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,24,178.12,2376,27,6.6
Justin Bijlow,Feyenoord,UEFA Champions League,GK,Goalkeeper,NED,27,14.29,125,2,7.14
Jörg Siebenhandl,LASK,UEFA Europa Conference League,GK,Goalkeeper,AUT,34,25.04,276,4,6.26
Kacper Tobiasz,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,22,27.08,360,4,6.77
Kamil Grabara,Wolfsburg,German Bundesliga,GK,Goalkeeper,POL,26,186.43,2585,29,6.43
Karl Jakob Hein,Valladolid,Spanish La Liga,GK,Goalkeeper,EST,23,200.52,2790,31,6.47
Karl-Johan Johnsson,Strasbourg,French Ligue 1,GK,Goalkeeper,SWE,34,19.3,270,3,6.43
Kasper Schmeichel,Celtic,UEFA Champions League,GK,Goalkeeper,DEN,38,68.05,900,10,6.8
Kauã Santos,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,BRA,22,91.02,1215,14,6.5
Kepa Arrizabalaga,Bournemouth,English Premier League,GK,Goalkeeper,ESP,30,205.85,2790,31,6.64
Kevin Müller,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,34,242.27,3389,38,6.38
Kevin Trapp,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,34,212.8,2925,33,6.45
Kjell Scherpen,Sturm Graz,UEFA Champions League,GK,Goalkeeper,NED,25,42.34,540,6,7.06
Kjetil Haug,Toulouse,French Ligue 1,GK,Goalkeeper,NOR,26,37.86,498,6,6.31
Kostas Tzolakis,Olympiacos,UEFA Europa League,GK,Goalkeeper,GRE,22,67.84,897,10,6.78
Krapyvtsov Vladyslav,Girona,Spanish La Liga,GK,Goalkeeper,UKR,19,12.63,180,2,6.32
Lars Unnerstall,Twente,UEFA Europa League,GK,Goalkeeper,GER,34,57.83,730,9,6.43
Lasse Rieß,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,23,13.26,180,2,6.63
Lawrence Ati-Zigi,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,GHA,28,36.63,540,6,6.1
Leandro Chichizola,Parma,Italian Serie A,GK,Goalkeeper,ARG,34,6.11,90,1,6.11
Leo Román,Mallorca,Spanish La Liga,GK,Goalkeeper,ESP,24,48.57,630,7,6.94
Liam Kelly,Rangers,UEFA Europa League,GK,Goalkeeper,SCO,29,13.39,180,2,6.7
Lorenzo Montipò,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,29,227.39,3240,36,6.32
Lorenzo Torriani,Milan,UEFA Champions League,GK,Goalkeeper,ITA,19,6.85,40,1,6.85
Lovro Štubljar,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,SVN,20,12.12,180,2,6.06
Luca Philipp,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,24,43.06,630,7,6.15
Lucas Chevalier,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,FRA,23,290.33,3960,44,6.6
Lucas Perri,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,BRA,27,286.39,3960,44,6.51
Luiz Lúcio Reis Júnior,Villarreal,Spanish La Liga,GK,Goalkeeper,BRA,24,112.17,1458,17,6.6
Lukas Jungwirth,LASK,UEFA Europa Conference League,GK,Goalkeeper,AUT,20,17.84,262,3,5.95
Lukáš Horníček,Braga,UEFA Europa League,GK,Goalkeeper,CZE,22,26.23,290,4,6.56
Lukáš Hrádecký,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,FIN,35,213.54,2970,33,6.47
Lukáš Zima,FCSB,UEFA Europa League,GK,Goalkeeper,CZE,31,5.53,90,1,5.53
Léon-Maurice Pöhls,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,GER,27,36.89,540,6,6.15
Maarten Vandevoordt,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,BEL,23,51.87,609,8,6.48
Mads Hermansen,Leicester City,English Premier League,GK,Goalkeeper,DEN,24,174.19,2385,27,6.45
Mads Kikkenborg,Anderlecht,UEFA Europa League,GK,Goalkeeper,DEN,25,5.69,90,1,5.69
Maduka Okoye,Udinese,Italian Serie A,GK,Goalkeeper,NGA,25,158.61,2250,25,6.34
Malkolm Nilsson,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,31,12.78,165,2,6.39
Manolis Saliakas,St. Pauli,German Bundesliga,GK,Goalkeeper,GRE,28,6.37,1,1,6.37
Manuel Neuer,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,39,208.77,2802,32,6.52
Marc-André ter Stegen,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,GER,33,57.21,764,9,6.36
Marcin Bułka,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,POL,25,257.31,3600,40,6.43
Marco Bizot,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,NED,34,265.45,3690,41,6.47
Marco Carnesecchi,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,24,282.03,3870,43,6.56
Marco Silvestri,Empoli,Italian Serie A,GK,Goalkeeper,ITA,34,31.12,450,5,6.22
Marco Sportiello,Milan,Italian Serie A,GK,Goalkeeper,ITA,32,13.13,126,2,6.56
Marius Müller,Wolfsburg,German Bundesliga,GK,Goalkeeper,GER,31,40.12,475,6,6.69
Mark Flekken,Brentford,English Premier League,GK,Goalkeeper,NED,31,246.47,3275,37,6.66
Mark Travers,Bournemouth,English Premier League,GK,Goalkeeper,IRL,25,34.66,450,5,6.93
Marko Dmitrović,Leganés,Spanish La Liga,GK,Goalkeeper,SRB,33,215.44,2880,32,6.73
Marko Ilić,Red Star,UEFA Champions League,GK,Goalkeeper,SRB,26,12.64,180,2,6.32
Martin Dúbravka,Newcastle Utd,English Premier League,GK,Goalkeeper,SVK,36,66.0,900,10,6.6
Martin Jedlička,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,CZE,27,80.36,1080,12,6.7
Marvin Keller,Young Boys,UEFA Champions League,GK,Goalkeeper,SUI,22,26.5,360,4,6.62
Matej Kovar,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,CZE,24,72.41,990,11,6.58
Mateusz Kochalski,Qarabağ,UEFA Europa League,GK,Goalkeeper,POL,24,38.6,540,6,6.43
Matevž Vidovšek,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,SVN,25,53.12,720,8,6.64
Matheus,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,BRA,32,37.83,517,6,6.3
Mathew Ryan,Lens,French Ligue 1,GK,Goalkeeper,AUS,33,91.68,1260,14,6.55
Mathieu Gorgelin,Le Havre,French Ligue 1,GK,Goalkeeper,FRA,34,101.8,1440,16,6.36
Matjaž Rozman,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,SVN,37,23.68,360,4,5.92
Matouš Trmal,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,CZE,26,38.33,540,6,6.39
Mattia Perin,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,32,54.71,660,8,6.84
Matvei Safonov,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,RUS,26,78.34,1059,12,6.53
Matz Sels,Nott'ham Forest,English Premier League,GK,Goalkeeper,BEL,33,254.16,3420,38,6.69
Maxime Delanghe,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,BEL,23,44.55,599,7,6.36
Maxime Dupé,Nice,UEFA Europa League,GK,Goalkeeper,FRA,31,12.67,180,2,6.34
Melvin Zinga,Angers,French Ligue 1,GK,Goalkeeper,FRA,23,6.47,90,1,6.47
Mert Günok,Beşiktaş,UEFA Europa League,GK,Goalkeeper,TUR,35,32.58,450,5,6.52
Michael Zetterer,Werder Bremen,German Bundesliga,GK,Goalkeeper,GER,29,216.4,3060,34,6.36
Michele Di Gregorio,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,27,268.02,3658,41,6.54
Mike Maignan,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,FRA,29,304.23,4154,47,6.47
Mile Svilar,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,SRB,25,326.15,4500,50,6.52
Moritz Nicolas,Gladbach,German Bundesliga,GK,Goalkeeper,GER,27,123.65,1639,19,6.51
Muhammed Şengezer,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,TUR,27,26.27,360,4,6.57
Mukhammedzhan Seysen,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,KAZ,25,12.95,180,2,6.48
Nathan Trott,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,ENG,26,30.37,450,5,6.07
Nediljko Labrović,Augsburg,German Bundesliga,GK,Goalkeeper,CRO,25,93.29,1350,15,6.22
Neofytos Michael,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,CYP,31,5.97,90,1,5.97
Neto,"Arsenal, Bournemouth","English Premier League, UEFA Champions League",GK,Goalkeeper,BRA,35,20.66,270,3,6.89
Nick Pope,Newcastle Utd,English Premier League,GK,Goalkeeper,ENG,33,185.77,2520,28,6.63
Nicola Leali,Genoa,Italian Serie A,GK,Goalkeeper,ITA,32,189.14,2610,29,6.52
Nikita Haikin,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,RUS,29,105.37,1440,16,6.59
Niklas Hedl,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,AUT,24,64.23,900,10,6.42
Nikola Vasilj,St. Pauli,German Bundesliga,GK,Goalkeeper,BIH,29,216.25,2969,33,6.55
