Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Defensive Actions Outside Penalty Area,Penalties Winner,Efficiency,Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Ronaldo,BRA,Goalkeeper,Bahia,29,1996,22,22,1908,56,52,63,77,58,46,90,46,54,17,25,59,39,45,58,57,83,87,56,32,65,50,57,50
Ruan Carneiro,BRA,Goalkeeper,Juventude,35,1990,3,3,270,50,41,39,68,87,90,39,46,27,36,49,47,43,64,22,47,6,37,50,76,42,50,47,50
Rubén Cordano,BOL,Goalkeeper,Bolívar,27,1998,2,2,180,15,90,87,12,18,21,39,46,49,21,32,96,96,39,8,29,6,37,15,84,38,50,29,50
Rui Silva,POR,Goalkeeper,Sporting CP,31,1994,7,7,630,92,8,21,92,58,67,39,46,6,3,2,48,77,4,4,35,84,37,92,55,88,50,35,50
Ryan Allsop,ENG,Goalkeeper,Birmingham City,33,1992,8,8,720,55,3,2,52,53,64,39,46,16,38,69,93,3,30,10,5,85,37,55,50,8,50,5,50
Samuel Soares,POR,Goalkeeper,Benfica,23,2002,2,2,180,94,83,95,88,18,21,39,46,68,14,11,22,89,10,68,75,28,37,94,84,97,50,75,50
Santiago Mele,URU,Goalkeeper,Monterrey,28,1997,13,13,1170,36,41,28,63,43,53,39,46,36,10,6,59,16,10,38,40,68,37,36,27,21,50,40,50
Sean Johnson,USA,Goalkeeper,Toronto FC,36,1989,31,31,2790,52,69,76,48,62,65,81,46,74,34,36,37,46,66,37,26,40,77,52,3,67,50,26,50
Sebastian Breza,CAN,Goalkeeper,CF Montréal,27,1998,3,3,270,3,94,80,12,18,21,39,46,97,21,20,61,66,4,11,97,38,37,3,76,10,50,97,50
Sebastiano Desplanches,ITA,Goalkeeper,Pescara,22,2003,9,9,810,18,86,82,29,92,93,39,46,93,24,34,78,94,5,75,59,83,37,18,43,38,50,59,50
Sebastián Britos,URU,Goalkeeper,Universitario,37,1988,8,8,720,73,58,75,77,53,64,39,46,43,80,72,3,19,90,79,29,70,37,73,50,83,50,29,50
Sebastián Jurado,MEX,Goalkeeper,FC Juárez,28,1997,15,15,1350,30,38,26,32,41,49,39,46,34,18,10,42,15,9,32,23,25,37,30,20,20,50,23,50
Sebastián Meza,ARG,Goalkeeper,Huracán,25,2000,4,4,360,25,65,58,52,79,85,39,46,58,38,36,22,63,19,26,75,28,37,25,69,25,50,75,50
Senne Lammens,BEL,Goalkeeper,Antwerp,23,2002,4,4,360,73,33,31,12,79,21,99,46,49,92,97,97,89,35,79,99,56,98,73,69,38,50,99,50
Sergio Rochet,URU,Goalkeeper,Internacional,32,1993,13,13,1125,41,68,73,34,18,21,39,46,55,47,40,31,83,37,50,42,16,37,41,58,59,50,42,50
Sergio Romero,ARG,Goalkeeper,Arg Juniors,38,1987,1,1,90,73,12,12,12,18,21,39,46,30,44,36,22,81,3,1,5,6,37,73,94,38,50,5,50
Simon Mignolet,BEL,Goalkeeper,Club Brugge,37,1988,1,1,90,73,98,98,12,18,21,39,46,49,44,20,96,23,23,26,5,6,37,73,94,96,50,5,50
Simone Colombi,ITA,Goalkeeper,Virtus Entella,34,1991,8,8,720,55,33,31,31,89,91,39,46,33,31,21,28,6,51,85,68,50,37,55,50,38,50,68,50
Simone Ghidotti,ITA,Goalkeeper,Sampdoria,25,2000,7,7,630,34,41,27,33,58,67,39,46,62,72,70,44,18,47,26,17,33,37,34,55,19,50,17,50
Simão Bertelli,BRA,Goalkeeper,AVS Futebol,32,1993,8,8,720,7,68,25,12,79,85,39,46,89,69,58,54,37,81,54,29,74,37,7,50,5,50,29,50
Solomon Brynn,ENG,Goalkeeper,Middlesbrough,24,2000,12,12,1080,89,3,3,82,43,21,88,46,8,10,38,30,76,34,50,94,38,85,89,27,32,50,94,50
Stefan Frei,SUI,Goalkeeper,Seattle Sounders,39,1986,26,26,2340,60,41,52,63,53,64,39,46,33,32,28,39,55,50,24,40,36,37,60,11,69,50,40,50
Steven Benda,GER,Goalkeeper,Millwall,27,1998,9,9,810,50,15,7,68,18,21,39,46,34,71,72,25,23,74,52,34,76,37,50,43,13,50,34,50
Stijn van Gassel,NED,Goalkeeper,Excelsior,29,1996,8,8,659,56,91,95,57,58,67,39,46,63,98,98,93,44,92,80,51,85,37,56,55,87,50,51,50
Taishi Nozawa,JPN,Goalkeeper,Antwerp,22,2002,3,3,270,73,21,23,12,18,21,39,46,14,78,67,69,55,10,11,88,56,37,73,76,56,50,88,50
Thiago,BRA,Goalkeeper,Vitória,26,1999,1,0,65,47,94,97,12,18,21,39,46,90,0,8,15,59,1,79,5,6,37,47,98,88,50,5,50
Thiago Cardozo,URU,Goalkeeper,Belgrano,29,1996,27,27,2426,79,28,36,68,61,49,84,94,31,56,53,22,50,57,62,55,16,83,79,20,70,50,55,50
Thomas Gillier,CHI,Goalkeeper,CF Montréal,21,2004,8,8,720,38,65,68,12,18,21,39,46,71,4,6,81,55,1,21,57,67,37,38,50,49,50,57,50
Thomas Hasal,CAN,Goalkeeper,LAFC,26,1999,2,1,135,1,94,71,95,18,21,39,46,90,1,33,53,99,52,14,97,6,37,1,90,6,50,97,50
Thomas Kaminski,BEL,Goalkeeper,Charlton Ath,33,1992,12,12,1080,83,10,14,82,18,21,39,46,13,84,87,49,34,90,77,47,80,37,83,27,62,50,47,50
Tiago Volpi,BRA,Goalkeeper,Grêmio,34,1990,25,25,2250,56,55,65,34,84,83,39,97,73,79,59,32,9,51,71,34,24,85,56,11,65,50,34,50
Tijmen Holla,0,Goalkeeper,Excelsior,0,0,1,0,61,0,99,92,12,99,99,39,46,100,100,99,100,69,37,11,92,95,37,0,98,3,50,92,50
Timo Jansink,NED,Goalkeeper,Heracles Almelo,22,2003,2,2,180,0,98,93,12,18,21,39,46,99,98,93,82,6,6,81,29,6,37,0,84,4,50,29,50
Timon Wellenreuther,GER,Goalkeeper,Feyenoord,29,1995,10,10,900,82,4,4,93,47,58,39,46,8,74,73,91,47,7,9,53,71,37,82,35,28,50,53,50
Tobe Leysen,BEL,Goalkeeper,OH Leuven,23,2002,12,12,1080,25,67,63,37,79,85,39,46,65,65,75,87,57,12,56,70,67,37,25,27,27,50,70,50
Tobias Lawal,AUT,Goalkeeper,Genk,25,2000,7,7,630,42,56,58,12,83,88,39,46,47,44,18,88,40,12,19,67,91,37,42,55,46,50,67,50
Tom de Graaff,NED,Goalkeeper,Zwolle,20,2004,8,8,720,19,92,93,52,18,21,39,46,85,65,70,63,89,89,87,68,14,37,19,50,59,50,68,50
Tomas Romero,SLV,Goalkeeper,NYCFC,24,2000,4,3,294,92,22,63,63,18,21,39,46,23,7,5,48,43,61,65,70,16,37,92,72,97,50,70,50
Tomás Durso,ARG,Goalkeeper,Atlé Tucumán,26,1999,11,11,990,36,48,36,41,81,56,90,98,69,78,75,36,61,75,21,55,73,97,36,32,25,50,55,50
Tomás Marchiori,ARG,Goalkeeper,Vélez Sarsfield,30,1995,37,37,3268,82,22,35,81,50,53,39,93,15,33,34,12,52,72,29,41,18,77,82,18,79,50,41,50
Vasilios Barkas,GRE,Goalkeeper,Utrecht,31,1994,9,9,765,44,56,53,49,53,21,95,46,71,53,46,83,62,42,10,63,58,93,44,50,34,50,63,50
Vic Chambaere,BEL,Goalkeeper,Union SG,22,2003,3,3,270,73,21,23,68,18,21,39,46,35,21,36,32,11,4,36,5,6,37,73,76,56,50,5,50
Viktor Johansson,SWE,Goalkeeper,Stoke City,27,1998,12,12,1080,89,30,58,82,18,21,39,46,24,78,80,89,79,12,68,57,80,37,89,27,91,50,57,50
Vinicius Silvestre,BRA,Goalkeeper,Fortaleza,31,1994,2,2,180,3,97,97,12,18,21,39,46,96,89,74,49,55,39,96,5,6,37,3,84,31,50,5,50
Vitezslav Jaros,CZE,Goalkeeper,Ajax,24,2001,9,9,810,50,49,49,47,87,90,39,46,57,57,37,92,87,8,40,25,38,37,50,43,49,50,25,50
Vladan Kovačević,BIH,Goalkeeper,Norwich City,27,1998,12,12,1080,38,50,39,26,43,21,88,46,71,36,39,79,76,31,83,80,77,85,38,27,24,50,80,50
Walter,BRA,Goalkeeper,Mirassol,37,1987,23,23,2070,81,62,78,75,55,45,90,46,51,12,7,51,35,14,92,65,16,87,81,11,85,50,65,50
Warleson,BRA,Goalkeeper,Cercle Brugge,29,1996,2,1,108,30,98,99,12,18,21,39,46,99,6,46,67,60,23,55,5,99,37,30,91,92,50,5,50
Wessel Speel,NED,Goalkeeper,Minnesota Utd,24,2001,3,3,199,5,60,8,12,92,93,39,46,96,63,85,53,1,87,53,25,6,37,5,81,2,50,25,50
Williams Barlasina,ARG,Goalkeeper,Newell's OB,27,1998,8,8,720,32,58,49,12,18,21,39,46,64,79,64,6,45,85,86,75,13,37,32,69,28,50,75,50
Wéverton,BRA,Goalkeeper,Palmeiras,37,1987,35,35,3150,85,17,28,80,50,56,81,46,12,30,56,41,41,41,26,54,36,77,85,18,79,50,54,50
Yannick Thoelen,BEL,Goalkeeper,Antwerp,35,1990,5,5,450,45,85,90,43,18,21,39,46,54,80,81,67,91,59,60,23,56,37,45,65,76,50,23,50
Yohei Takaoka,JPN,Goalkeeper,Vancouver W'caps,29,1996,34,34,3060,63,27,27,77,61,64,81,46,28,25,24,76,39,30,29,54,83,77,63,3,47,50,54,50
Young,BRA,Goalkeeper,São Paulo,23,2002,2,2,180,38,58,58,12,18,21,39,46,53,5,9,4,37,67,73,29,6,37,38,84,38,50,29,50
Zack Steffen,USA,Goalkeeper,Colorado Rapids,30,1995,23,23,2070,27,86,87,37,18,21,39,46,84,54,58,44,79,67,71,42,65,37,27,11,60,50,42,50
Álvaro David Montero,COL,Goalkeeper,Vélez Sarsfield,30,1995,2,1,152,92,26,54,92,18,21,39,46,7,86,89,3,20,97,99,85,6,37,92,89,93,50,85,50
Éverson,BRA,Goalkeeper,Atlético Mineiro,35,1990,27,27,2430,64,41,52,68,50,61,39,46,43,67,58,81,42,17,35,36,78,37,64,11,71,50,36,50
Óscar Ustari,ARG,Goalkeeper,Inter Miami,39,1986,25,25,2082,23,73,69,32,39,45,39,46,68,40,10,86,87,19,16,23,91,37,23,11,34,50,23,50
