Game Week,Player,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Save Percentage,Post-Shot Expected Goals (PSxG),Passes Completed (Launched),Passes Attempted (Launched),Pass Completion % (Launched),Passes Attempted (GK),Throws Attempted,Launch % (Passes),Average Pass Length,Goal Kicks Attempted,Launch % (Goal Kicks),Average Goal Kick Length,Crosses Faced,Crosses Stopped,Cross Stop %,Def. Actions Outside Penalty Area,Average Distance of Def. Actions
J6,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-253,90,15.0,8.0,7.0,46.7,6.8,3.0,17.0,17.6,28.0,4.0,46.4,36.4,6.0,66.7,50.3,13.0,0.0,0.0,0.0,2.0
J6,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-158,90,1.0,0.0,1.0,100.0,0.2,4.0,6.0,66.7,21.0,6.0,19.0,27.1,6.0,33.3,34.2,5.0,0.0,0.0,4.0,23.2
J7,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-028,90,3.0,1.0,2.0,66.7,1.1,6.0,25.0,24.0,33.0,0.0,57.6,43.0,8.0,75.0,48.6,10.0,0.0,0.0,0.0,
J7,Jason Steele,Brighton,English Premier League,eng ENG,33-043,90,9.0,6.0,4.0,33.3,3.1,1.0,1.0,100.0,29.0,4.0,3.4,24.1,0.0,,,3.0,1.0,33.3,0.0,12.0
J7,André Onana,Manchester Utd,English Premier League,cm CMR,27-181,90,2.0,1.0,1.0,50.0,0.4,2.0,3.0,66.7,30.0,3.0,10.0,20.6,6.0,0.0,17.7,9.0,0.0,0.0,3.0,33.3
J7,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-189,90,3.0,0.0,3.0,100.0,0.3,6.0,20.0,30.0,13.0,0.0,76.9,49.4,11.0,90.9,60.5,24.0,2.0,8.3,0.0,7.0
J7,José Sá,Wolves,English Premier League,pt POR,30-256,90,8.0,1.0,7.0,87.5,1.4,8.0,20.0,40.0,23.0,2.0,60.9,45.3,9.0,66.7,50.3,18.0,3.0,16.7,2.0,14.5
J7,Ederson,Manchester City,English Premier League,br BRA,30-044,90,1.0,2.0,0.0,-100.0,0.8,0.0,1.0,0.0,15.0,2.0,6.7,21.3,3.0,0.0,22.3,5.0,0.0,0.0,0.0,9.0
J7,Alphonse Areola,West Ham,English Premier League,fr FRA,30-215,90,2.0,0.0,2.0,100.0,0.8,6.0,17.0,35.3,26.0,1.0,46.2,38.8,11.0,45.5,42.9,12.0,0.0,0.0,0.0,15.0
J7,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-259,90,8.0,2.0,6.0,75.0,2.4,7.0,14.0,50.0,26.0,9.0,42.3,31.4,8.0,37.5,32.6,15.0,0.0,0.0,0.0,6.0
J7,Neto,Bournemouth,English Premier League,br BRA,34-073,90,8.0,4.0,4.0,75.0,4.7,2.0,8.0,25.0,23.0,3.0,30.4,33.3,4.0,25.0,31.5,4.0,1.0,25.0,1.0,12.0
J7,David Raya,Arsenal,English Premier League,es ESP,28-015,90,1.0,0.0,1.0,100.0,0.2,5.0,10.0,50.0,51.0,3.0,15.7,23.0,4.0,50.0,39.8,12.0,3.0,25.0,1.0,15.3
J7,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-164,90,2.0,0.0,2.0,100.0,0.4,1.0,3.0,33.3,24.0,5.0,8.3,25.2,2.0,50.0,36.5,5.0,0.0,0.0,0.0,19.0
J7,James Trafford,Burnley,English Premier League,eng ENG,20-355,90,7.0,2.0,5.0,85.7,2.1,5.0,27.0,18.5,57.0,9.0,36.8,30.1,9.0,66.7,44.3,17.0,1.0,5.9,0.0,7.0
J7,Jordan Pickford,Everton,English Premier League,eng ENG,29-207,90,2.0,2.0,0.0,0.0,1.4,3.0,18.0,16.7,39.0,2.0,28.2,33.8,8.0,87.5,59.6,10.0,1.0,10.0,2.0,21.7
J7,Thomas Kaminski,Luton Town,English Premier League,be BEL,30-342,90,4.0,1.0,3.0,75.0,1.3,13.0,33.0,39.4,23.0,5.0,73.9,50.2,18.0,88.9,59.2,28.0,2.0,7.1,1.0,13.7
J7,Guglielmo Vicario,Tottenham,English Premier League,it ITA,26-358,90,4.0,1.0,3.0,75.0,0.3,1.0,3.0,33.3,18.0,4.0,16.7,22.4,4.0,0.0,15.0,9.0,1.0,11.1,1.0,18.3
J7,Alisson,Liverpool,English Premier League,br BRA,30-363,90,8.0,2.0,7.0,75.0,2.2,8.0,21.0,38.1,48.0,7.0,39.6,33.4,6.0,33.3,32.5,21.0,1.0,4.8,0.0,11.3
J11,Simone Scuffet,Cagliari,Italian Serie A,it ITA,27-158,90,2.0,1.0,1.0,50.0,0.7,5.0,16.0,31.3,22.0,3.0,31.8,35.5,9.0,100.0,59.1,17.0,2.0,11.8,2.0,17.6
J11,Josep Martinez,Genoa,Italian Serie A,es ESP,25-162,90,4.0,2.0,2.0,50.0,1.2,3.0,12.0,25.0,33.0,2.0,33.3,33.8,7.0,14.3,31.0,11.0,0.0,0.0,2.0,23.3
J7,Matt Turner,Nott'ham Forest,English Premier League,us USA,29-099,90,3.0,1.0,2.0,66.7,0.7,8.0,21.0,38.1,29.0,3.0,37.9,31.6,11.0,90.9,58.0,24.0,3.0,12.5,5.0,22.3
J7,Mark Flekken,Brentford,English Premier League,nl NED,30-110,90,1.0,1.0,0.0,0.0,0.1,1.0,2.0,50.0,32.0,4.0,6.3,23.6,5.0,0.0,16.4,8.0,0.0,0.0,1.0,41.0
J7,Bernd Leno,Fulham,English Premier League,de GER,31-212,90,4.0,2.0,2.0,50.0,0.8,5.0,5.0,100.0,57.0,11.0,7.0,20.6,4.0,25.0,26.0,4.0,1.0,25.0,1.0,16.8
J7,Robert Sánchez,Chelsea,English Premier League,es ESP,25-318,90,3.0,0.0,3.0,100.0,1.0,8.0,13.0,61.5,43.0,6.0,27.9,30.4,2.0,50.0,49.0,19.0,1.0,5.3,0.0,3.0
J2,Thomas Kaminski,Luton Town,English Premier League,be BEL,30-345,90,4.0,2.0,2.0,50.0,1.7,11.0,33.0,33.3,31.0,4.0,77.4,50.0,10.0,90.0,56.7,8.0,0.0,0.0,3.0,30.0
J2,James Trafford,Burnley,English Premier League,eng ENG,20-358,90,2.0,1.0,1.0,50.0,0.3,8.0,31.0,25.8,35.0,4.0,54.3,43.4,12.0,100.0,70.3,25.0,1.0,4.0,2.0,15.7
J8,Thomas Kaminski,Luton Town,English Premier League,be BEL,30-349,90,4.0,1.0,3.0,75.0,1.1,13.0,26.0,50.0,24.0,3.0,70.8,47.1,10.0,90.0,60.2,10.0,0.0,0.0,0.0,9.0
J8,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-000,90,2.0,0.0,2.0,100.0,0.1,2.0,13.0,15.4,45.0,3.0,24.4,28.1,9.0,22.2,26.9,18.0,1.0,5.6,1.0,16.0
J8,James Trafford,Burnley,English Premier League,eng ENG,20-362,90,5.0,4.0,2.0,40.0,2.8,9.0,18.0,50.0,63.0,9.0,22.2,24.7,5.0,80.0,58.2,10.0,2.0,20.0,0.0,5.0
J8,Robert Sánchez,Chelsea,English Premier League,es ESP,25-323,90,3.0,1.0,2.0,66.7,0.4,0.0,1.0,0.0,38.0,1.0,2.6,21.2,1.0,0.0,10.0,8.0,1.0,12.5,1.0,14.0
J8,André Onana,Manchester Utd,English Premier League,cm CMR,27-188,90,3.0,1.0,2.0,66.7,0.3,7.0,15.0,46.7,28.0,3.0,50.0,39.4,2.0,50.0,48.0,6.0,0.0,0.0,1.0,42.0
J8,Thomas Strakosha,Brentford,English Premier League,al ALB,28-202,90,8.0,2.0,6.0,75.0,1.5,7.0,22.0,31.8,39.0,3.0,48.7,38.4,10.0,30.0,34.3,28.0,1.0,3.6,1.0,11.7
J8,Jordan Pickford,Everton,English Premier League,eng ENG,29-214,90,3.0,0.0,3.0,100.0,0.4,17.0,26.0,65.4,34.0,7.0,55.9,43.3,8.0,87.5,64.5,15.0,1.0,6.7,4.0,20.6
J8,Neto,Bournemouth,English Premier League,br BRA,34-080,90,8.0,3.0,5.0,62.5,1.6,3.0,14.0,21.4,37.0,12.0,29.7,32.9,11.0,27.3,32.9,17.0,0.0,0.0,3.0,14.3
J8,Bernd Leno,Fulham,English Premier League,de GER,31-217,90,2.0,1.0,2.0,50.0,0.2,3.0,4.0,75.0,29.0,4.0,13.8,29.3,1.0,0.0,33.0,12.0,0.0,0.0,1.0,17.3
J8,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-266,90,6.0,3.0,4.0,50.0,1.8,5.0,19.0,26.3,28.0,8.0,46.4,40.3,10.0,60.0,48.4,23.0,1.0,4.3,2.0,15.6
J8,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-196,90,5.0,0.0,5.0,100.0,0.8,4.0,9.0,44.4,39.0,8.0,23.1,27.6,5.0,0.0,17.2,15.0,2.0,13.3,0.0,7.2
J8,Matt Turner,Nott'ham Forest,English Premier League,us USA,29-105,90,2.0,0.0,2.0,100.0,0.1,4.0,7.0,57.1,27.0,6.0,18.5,26.5,6.0,33.3,26.8,11.0,1.0,9.1,0.0,5.8
J8,Alphonse Areola,West Ham,English Premier League,fr FRA,30-223,90,3.0,2.0,1.0,33.3,1.5,9.0,18.0,50.0,22.0,6.0,50.0,37.2,9.0,77.8,51.6,11.0,0.0,0.0,0.0,9.3
J8,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-172,90,3.0,2.0,1.0,33.3,1.3,2.0,8.0,25.0,28.0,10.0,21.4,28.0,4.0,50.0,40.3,11.0,3.0,27.3,0.0,8.8
J11,Rui Patrício,Roma,Italian Serie A,pt POR,35-263,90,4.0,1.0,3.0,75.0,1.2,2.0,6.0,33.3,25.0,11.0,20.0,27.4,7.0,14.3,22.0,9.0,1.0,11.1,0.0,3.0
J11,Wladimiro Falcone,Lecce,Italian Serie A,it ITA,28-207,90,5.0,2.0,2.0,60.0,3.3,5.0,15.0,33.3,17.0,3.0,64.7,43.8,4.0,100.0,61.3,15.0,1.0,6.7,0.0,3.7
J8,José Sá,Wolves,English Premier League,pt POR,30-264,90,4.0,1.0,3.0,75.0,1.0,4.0,8.0,50.0,12.0,3.0,41.7,42.3,7.0,42.9,35.4,27.0,2.0,7.4,1.0,15.0
J8,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-036,90,3.0,1.0,2.0,66.7,1.8,1.0,3.0,33.3,28.0,4.0,10.7,25.3,5.0,0.0,14.2,6.0,1.0,16.7,3.0,22.0
J8,Bart Verbruggen,Brighton,English Premier League,nl NED,21-051,90,4.0,2.0,2.0,75.0,2.0,2.0,6.0,33.3,48.0,3.0,12.5,23.1,5.0,0.0,8.2,6.0,0.0,0.0,3.0,19.0
J8,Alisson,Liverpool,English Premier League,br BRA,31-006,90,3.0,2.0,1.0,33.3,1.3,2.0,8.0,25.0,54.0,5.0,11.1,24.5,2.0,100.0,63.5,11.0,0.0,0.0,2.0,25.0
J8,David Raya,Arsenal,English Premier League,es ESP,28-023,90,0.0,0.0,0.0,,0.0,10.0,22.0,45.5,45.0,5.0,42.2,35.2,3.0,100.0,63.0,9.0,1.0,11.1,0.0,3.5
J8,Ederson,Manchester City,English Premier League,br BRA,30-052,90,2.0,1.0,1.0,50.0,0.2,5.0,12.0,41.7,48.0,5.0,20.8,33.3,5.0,40.0,35.8,10.0,1.0,10.0,0.0,8.3
J9,Alisson,Liverpool,English Premier League,br BRA,31-019,90,1.0,0.0,1.0,100.0,0.0,1.0,1.0,100.0,35.0,5.0,2.9,20.5,5.0,0.0,18.0,6.0,2.0,33.3,2.0,21.8
J9,Jordan Pickford,Everton,English Premier League,eng ENG,29-228,90,6.0,2.0,4.0,83.3,1.8,8.0,31.0,25.8,25.0,6.0,68.0,50.3,14.0,100.0,67.1,20.0,2.0,10.0,2.0,12.4
J9,Mark Flekken,Brentford,English Premier League,nl NED,30-130,90,1.0,0.0,1.0,100.0,0.4,6.0,14.0,42.9,32.0,2.0,40.6,36.0,7.0,14.3,21.4,13.0,0.0,0.0,1.0,13.0
J9,James Trafford,Burnley,English Premier League,eng ENG,21-011,90,9.0,3.0,6.0,66.7,3.0,6.0,24.0,25.0,59.0,17.0,32.2,33.6,9.0,55.6,45.1,15.0,1.0,6.7,2.0,14.7
J9,Matt Turner,Nott'ham Forest,English Premier League,us USA,29-119,90,4.0,2.0,2.0,50.0,1.2,4.0,12.0,33.3,37.0,9.0,16.2,25.6,7.0,85.7,54.3,19.0,3.0,15.8,2.0,17.8
J9,Thomas Kaminski,Luton Town,English Premier League,be BEL,30-363,90,8.0,2.0,6.0,75.0,2.9,10.0,30.0,33.3,34.0,3.0,67.6,44.9,8.0,87.5,57.1,15.0,0.0,0.0,8.0,24.9
J9,Neto,Bournemouth,English Premier League,br BRA,34-094,90,7.0,2.0,5.0,71.4,1.3,6.0,15.0,40.0,22.0,6.0,36.4,33.7,12.0,58.3,39.3,21.0,2.0,9.5,5.0,19.0
J9,José Sá,Wolves,English Premier League,pt POR,30-277,90,4.0,1.0,3.0,75.0,1.2,2.0,9.0,22.2,24.0,9.0,25.0,28.2,4.0,75.0,49.8,11.0,1.0,9.1,0.0,2.0
J9,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-185,90,3.0,0.0,3.0,100.0,1.0,2.0,2.0,100.0,17.0,6.0,11.8,26.4,10.0,0.0,15.5,12.0,0.0,0.0,3.0,22.0
J9,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-210,90,7.0,4.0,3.0,42.9,3.0,2.0,10.0,20.0,12.0,2.0,41.7,37.5,5.0,100.0,58.6,14.0,1.0,7.1,0.0,7.0
J9,Stefan Ortega,Manchester City,English Premier League,de GER,30-349,90,3.0,1.0,2.0,66.7,1.0,5.0,19.0,26.3,57.0,2.0,31.6,30.9,1.0,100.0,63.0,7.0,1.0,14.3,1.0,11.3
J9,Jason Steele,Brighton,English Premier League,eng ENG,33-064,90,5.0,2.0,3.0,60.0,1.0,1.0,9.0,11.1,48.0,5.0,18.8,24.1,0.0,,,8.0,0.0,0.0,2.0,24.0
J9,Robert Sánchez,Chelsea,English Premier League,es ESP,25-337,90,3.0,2.0,1.0,33.3,0.8,3.0,15.0,20.0,31.0,4.0,41.9,38.4,4.0,50.0,40.3,12.0,0.0,0.0,2.0,15.0
J9,David Raya,Arsenal,English Premier League,es ESP,28-036,90,5.0,2.0,3.0,80.0,1.9,4.0,13.0,30.8,49.0,10.0,22.4,29.3,3.0,66.7,41.3,7.0,1.0,14.3,4.0,23.6
J11,Pietro Terracciano,Fiorentina,Italian Serie A,it ITA,33-242,90,3.0,1.0,2.0,66.7,1.2,1.0,2.0,50.0,16.0,2.0,12.5,28.4,1.0,0.0,18.0,6.0,0.0,0.0,1.0,30.0
J11,Wojciech Szczęsny,Juventus,Italian Serie A,pl POL,33-201,90,4.0,0.0,4.0,100.0,0.5,9.0,20.0,45.0,21.0,3.0,47.6,42.6,10.0,100.0,68.9,39.0,1.0,2.6,0.0,6.5
J9,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-280,90,5.0,2.0,3.0,60.0,2.4,7.0,23.0,30.4,22.0,2.0,59.1,41.5,10.0,100.0,67.0,15.0,1.0,6.7,2.0,16.2
J9,André Onana,Manchester Utd,English Premier League,cm CMR,27-202,90,6.0,1.0,5.0,100.0,2.0,4.0,10.0,40.0,31.0,5.0,29.0,29.7,2.0,50.0,37.5,13.0,2.0,15.4,1.0,17.3
J9,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-050,90,4.0,1.0,3.0,75.0,1.1,1.0,2.0,50.0,33.0,8.0,6.1,23.8,5.0,0.0,23.2,16.0,2.0,12.5,0.0,9.0
J9,Alphonse Areola,West Ham,English Premier League,fr FRA,30-237,90,7.0,4.0,3.0,57.1,3.1,2.0,3.0,66.7,12.0,8.0,0.0,28.3,5.0,60.0,46.4,16.0,0.0,0.0,1.0,19.0
J9,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-016,90,3.0,0.0,3.0,100.0,0.9,0.0,3.0,0.0,28.0,4.0,10.7,21.9,4.0,0.0,12.5,15.0,1.0,6.7,5.0,21.8
J9,Bernd Leno,Fulham,English Premier League,de GER,31-233,90,5.0,2.0,3.0,60.0,1.3,6.0,16.0,37.5,34.0,3.0,38.2,33.9,8.0,37.5,42.9,8.0,0.0,0.0,0.0,
J10,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-216,90,1.0,2.0,0.0,-100.0,0.8,9.0,22.0,40.9,20.0,2.0,85.0,51.2,5.0,100.0,69.8,10.0,2.0,20.0,0.0,4.5
J10,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-020,90,3.0,1.0,2.0,66.7,0.3,0.0,1.0,0.0,47.0,4.0,2.1,20.3,8.0,0.0,18.3,20.0,1.0,5.0,0.0,11.0
J10,Robert Sánchez,Chelsea,English Premier League,es ESP,25-344,90,5.0,2.0,3.0,60.0,1.4,2.0,13.0,15.4,25.0,5.0,44.0,37.0,3.0,66.7,49.0,5.0,1.0,20.0,3.0,21.6
J10,Mark Flekken,Brentford,English Premier League,nl NED,30-137,90,2.0,0.0,2.0,100.0,0.8,7.0,20.0,35.0,35.0,5.0,40.0,35.6,13.0,46.2,41.1,20.0,0.0,0.0,1.0,22.0
J10,David Raya,Arsenal,English Premier League,es ESP,28-043,90,0.0,0.0,0.0,,0.0,4.0,7.0,57.1,23.0,2.0,26.1,28.4,3.0,33.3,30.0,5.0,3.0,60.0,1.0,12.8
J10,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-287,90,7.0,5.0,2.0,42.9,4.0,7.0,16.0,43.8,30.0,4.0,43.3,35.2,8.0,37.5,35.9,10.0,0.0,0.0,1.0,10.0
J10,Ionuț Radu,Bournemouth,English Premier League,ro ROU,26-153,90,3.0,1.0,2.0,66.7,0.3,4.0,9.0,44.4,21.0,3.0,33.3,34.8,2.0,100.0,57.0,7.0,1.0,14.3,0.0,11.0
J10,James Trafford,Burnley,English Premier League,eng ENG,21-018,90,6.0,2.0,4.0,66.7,1.4,5.0,23.0,21.7,49.0,13.0,28.6,29.2,11.0,81.8,52.3,19.0,1.0,5.3,2.0,12.8
J10,José Sá,Wolves,English Premier League,pt POR,30-284,90,4.0,2.0,2.0,75.0,1.9,4.0,11.0,36.4,18.0,3.0,38.9,32.4,6.0,66.7,44.8,14.0,1.0,7.1,0.0,10.6
J10,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-192,90,6.0,2.0,4.0,66.7,1.3,1.0,5.0,20.0,19.0,9.0,15.8,25.3,3.0,66.7,48.3,14.0,0.0,0.0,1.0,21.0
J10,Alphonse Areola,West Ham,English Premier League,fr FRA,30-244,90,4.0,1.0,3.0,75.0,0.8,3.0,4.0,75.0,35.0,4.0,11.4,25.2,4.0,0.0,21.5,11.0,0.0,0.0,1.0,32.0
J10,Jordan Pickford,Everton,English Premier League,eng ENG,29-236,90,2.0,0.0,2.0,100.0,0.3,8.0,19.0,42.1,30.0,4.0,50.0,40.0,8.0,50.0,47.1,16.0,0.0,0.0,0.0,9.0
J10,Jason Steele,Brighton,English Premier League,eng ENG,33-072,90,5.0,1.0,4.0,80.0,0.9,2.0,8.0,25.0,42.0,5.0,19.0,22.7,4.0,0.0,5.8,8.0,0.0,0.0,3.0,26.0
J10,Bernd Leno,Fulham,English Premier League,de GER,31-239,90,6.0,1.0,5.0,83.3,1.2,6.0,18.0,33.3,27.0,1.0,51.9,38.4,6.0,66.7,54.0,9.0,0.0,0.0,2.0,24.0
J11,Stefano Turati,Frosinone,Italian Serie A,it ITA,22-062,90,2.0,1.0,1.0,50.0,1.5,1.0,5.0,20.0,23.0,1.0,13.0,25.2,3.0,66.7,41.7,7.0,0.0,0.0,1.0,36.0
J11,Etrit Berisha,Empoli,Italian Serie A,al ALB,34-241,90,5.0,2.0,3.0,60.0,0.9,6.0,13.0,46.2,33.0,7.0,27.3,28.8,10.0,40.0,34.5,24.0,1.0,4.2,1.0,15.0
J10,Alisson,Liverpool,English Premier League,br BRA,31-027,90,1.0,0.0,1.0,100.0,0.0,4.0,4.0,100.0,38.0,6.0,5.3,21.7,4.0,50.0,34.8,8.0,1.0,12.5,4.0,25.4
J10,Matt Turner,Nott'ham Forest,English Premier League,us USA,29-127,90,8.0,3.0,5.0,62.5,2.2,8.0,18.0,44.4,22.0,9.0,31.8,35.3,13.0,84.6,57.5,20.0,2.0,10.0,3.0,19.2
J10,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-057,90,1.0,1.0,1.0,0.0,0.1,1.0,5.0,20.0,24.0,9.0,12.5,24.1,4.0,50.0,38.8,13.0,3.0,23.1,1.0,11.0
J10,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-006,90,6.0,3.0,4.0,50.0,3.5,8.0,18.0,44.4,19.0,7.0,42.1,36.5,10.0,100.0,59.5,12.0,1.0,8.3,0.0,6.7
J10,André Onana,Manchester Utd,English Premier League,cm CMR,27-210,90,10.0,3.0,7.0,80.0,3.9,3.0,10.0,30.0,42.0,2.0,23.8,30.4,2.0,0.0,8.0,17.0,0.0,0.0,2.0,17.7
J10,Ederson,Manchester City,English Premier League,br BRA,30-073,90,3.0,0.0,3.0,100.0,0.2,6.0,14.0,42.9,38.0,3.0,31.6,31.3,4.0,50.0,42.0,12.0,0.0,0.0,0.0,12.5
J11,Bernd Leno,Fulham,English Premier League,de GER,31-245,90,5.0,1.0,4.0,80.0,1.3,5.0,18.0,27.8,39.0,2.0,30.8,32.3,7.0,85.7,64.4,10.0,0.0,0.0,0.0,11.8
J11,André Onana,Manchester Utd,English Premier League,cm CMR,27-216,90,2.0,0.0,2.0,100.0,0.3,3.0,14.0,21.4,28.0,2.0,28.6,30.4,10.0,60.0,57.2,16.0,0.0,0.0,2.0,23.5
J11,Mark Flekken,Brentford,English Premier League,nl NED,30-144,45,2.0,2.0,,0.0,1.2,1.0,4.0,25.0,18.0,1.0,,33.2,4.0,,18.0,9.0,,,,
J11,Thomas Strakosha,Brentford,English Premier League,al ALB,28-230,45,0.0,0.0,0.0,,0.0,5.0,8.0,62.5,17.0,2.0,23.5,29.7,5.0,80.0,51.0,9.0,1.0,11.1,0.0,5.0
J11,Alphonse Areola,West Ham,English Premier League,fr FRA,30-250,90,4.0,3.0,2.0,25.0,1.7,6.0,18.0,33.3,14.0,3.0,71.4,47.2,10.0,80.0,52.3,16.0,0.0,0.0,0.0,
J11,James Trafford,Burnley,English Premier League,eng ENG,21-025,90,3.0,2.0,1.0,33.3,1.8,1.0,4.0,25.0,35.0,2.0,11.4,19.7,0.0,,,2.0,0.0,0.0,2.0,26.5
J11,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-224,90,5.0,0.0,5.0,100.0,0.5,15.0,29.0,51.7,22.0,1.0,77.3,48.7,13.0,92.3,59.5,22.0,0.0,0.0,0.0,
J11,Ederson,Manchester City,English Premier League,br BRA,30-079,90,1.0,1.0,0.0,0.0,0.5,1.0,5.0,20.0,46.0,1.0,10.9,25.1,3.0,0.0,13.7,4.0,0.0,0.0,0.0,
J11,Ionuț Radu,Bournemouth,English Premier League,ro ROU,26-160,90,8.0,6.0,2.0,25.0,2.6,1.0,6.0,16.7,36.0,7.0,11.1,22.4,9.0,22.2,23.0,12.0,1.0,8.3,0.0,8.7
J11,Jordan Pickford,Everton,English Premier League,eng ENG,29-242,90,2.0,1.0,2.0,50.0,0.3,16.0,31.0,51.6,30.0,3.0,80.0,49.4,8.0,87.5,60.8,9.0,2.0,22.2,0.0,6.7
J11,Bart Verbruggen,Brighton,English Premier League,nl NED,21-078,90,4.0,1.0,3.0,75.0,0.6,2.0,2.0,100.0,38.0,6.0,5.3,18.8,3.0,0.0,12.7,9.0,0.0,0.0,0.0,
J11,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,32-294,90,3.0,1.0,2.0,66.7,1.4,4.0,20.0,20.0,24.0,2.0,58.3,43.4,6.0,100.0,61.3,8.0,1.0,12.5,1.0,17.0
J11,José Sá,Wolves,English Premier League,pt POR,30-291,90,2.0,2.0,0.0,50.0,1.2,2.0,11.0,18.2,32.0,5.0,21.9,28.8,8.0,50.0,42.1,13.0,2.0,15.4,1.0,14.0
J11,Nick Pope,Newcastle Utd,English Premier League,eng ENG,31-199,90,1.0,0.0,1.0,100.0,0.1,4.0,17.0,23.5,16.0,3.0,43.8,37.8,10.0,100.0,65.2,20.0,0.0,0.0,0.0,8.0
J11,David Raya,Arsenal,English Premier League,es ESP,28-050,90,1.0,1.0,0.0,0.0,0.9,5.0,14.0,35.7,27.0,4.0,37.0,36.1,4.0,100.0,69.3,7.0,0.0,0.0,1.0,14.3
J2,Michele Cerofolini,Frosinone,Italian Serie A,it ITA,24-234,90,6.0,1.0,5.0,83.3,1.0,2.0,18.0,11.1,27.0,2.0,55.6,38.3,5.0,60.0,45.8,18.0,0.0,0.0,0.0,
J2,Juan Musso,Atalanta,Italian Serie A,ar ARG,29-112,90,5.0,2.0,3.0,60.0,0.9,4.0,13.0,30.8,27.0,5.0,29.6,30.1,8.0,62.5,45.8,8.0,0.0,0.0,3.0,27.5
J11,Vanja Milinković-Savić,Torino,Italian Serie A,rs SRB,26-259,90,2.0,1.0,1.0,50.0,0.5,4.0,17.0,23.5,41.0,4.0,39.0,36.2,3.0,33.3,38.7,9.0,1.0,11.1,2.0,20.3
J11,Andrea Consigli,Sassuolo,Italian Serie A,it ITA,36-283,90,9.0,2.0,7.0,77.8,2.2,5.0,9.0,55.6,36.0,10.0,19.4,32.1,9.0,22.2,29.4,23.0,1.0,4.3,2.0,14.4
J11,Odysseas Vlachodimos,Nott'ham Forest,English Premier League,gr GRE,29-193,90,3.0,0.0,3.0,100.0,0.7,6.0,15.0,40.0,16.0,6.0,37.5,33.3,14.0,64.3,48.9,24.0,1.0,4.2,1.0,8.5
J11,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-064,90,3.0,2.0,1.0,33.3,0.7,0.0,1.0,0.0,25.0,2.0,4.0,20.2,3.0,0.0,13.0,2.0,0.0,0.0,5.0,19.4
J11,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-013,90,6.0,1.0,5.0,83.3,2.4,9.0,31.0,29.0,17.0,1.0,88.2,52.6,16.0,100.0,65.8,30.0,1.0,3.3,0.0,11.0
J11,Alisson,Liverpool,English Premier League,br BRA,31-034,90,5.0,1.0,4.0,80.0,1.2,1.0,2.0,50.0,36.0,3.0,5.6,19.9,0.0,,,14.0,0.0,0.0,3.0,19.3
J11,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-030,90,7.0,4.0,3.0,57.1,4.5,3.0,14.0,21.4,33.0,4.0,33.3,31.8,10.0,30.0,29.6,12.0,1.0,8.3,12.0,22.5
J11,Robert Sánchez,Chelsea,English Premier League,es ESP,25-353,90,5.0,1.0,4.0,80.0,0.5,5.0,9.0,55.6,26.0,4.0,30.8,33.7,3.0,33.3,24.0,6.0,0.0,0.0,0.0,
J12,José Sá,Wolves,English Premier League,pt POR,30-298,90,2.0,1.0,1.0,50.0,1.4,3.0,6.0,50.0,20.0,3.0,30.0,36.7,4.0,0.0,11.8,6.0,1.0,16.7,1.0,17.3
J12,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-035,90,4.0,2.0,2.0,50.0,2.6,1.0,3.0,33.3,40.0,8.0,5.0,21.3,6.0,16.7,21.7,24.0,2.0,8.3,1.0,10.7
J12,André Onana,Manchester Utd,English Premier League,cm CMR,27-223,90,4.0,0.0,4.0,100.0,0.7,3.0,9.0,33.3,21.0,3.0,33.3,29.4,4.0,50.0,38.8,10.0,0.0,0.0,3.0,25.8
