Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession
AEK Athens,30.1,6,6,8.7,96,28,0,0,157,11,1996,2558,776,910,890,1054,279,464,67,163,51,20,210,94,208,93,52,45,35,13,45,94,49,64,61,86,4,3218,410,1134,1319,796,158,3218,100,49,1850,67,29,106,40,1978,24,2,1,82,69,19,0,6,0,316,48,74,12,37,25,0,6,6,0,0,16.6,28,58,167,31,47,61,1,17,122,146,512,168,258,97,0,46.79999999999999
AZ Alkmaar,24.7,6,7,5.6,60,21,1,1,112,13,2696,3266,1151,1265,1180,1340,257,456,49,213,59,11,255,101,253,74,51,36,27,11,35,72,37,61,54,86,2,3816,368,1186,1686,974,147,3815,104,43,2342,66,41,68,52,2671,6,2,0,73,48,26,1,0,0,284,72,80,12,22,10,2,0,0,0,0,8.0,34,82,199,29,24,70,4,8,152,120,609,125,258,86,0,55.0
Aberdeen,26.0,6,10,6.1,52,19,0,0,88,17,1238,1887,480,594,553,727,185,481,36,101,27,7,130,48,129,95,49,50,37,8,57,114,57,60,75,142,0,2574,395,994,1039,572,91,2574,80,33,1168,40,12,78,44,1231,6,0,0,61,67,12,0,2,0,314,78,91,10,29,19,1,2,2,0,0,11.0,45,146,161,12,52,104,3,5,169,122,307,105,137,106,0,33.5
Ajax,22.8,10,14,14.5,85,38,2,2,162,27,4336,5193,1843,2006,1969,2186,403,734,68,279,83,15,357,132,355,152,84,81,53,18,65,143,78,88,92,161,11,6143,930,2400,2659,1117,184,6141,125,57,3958,116,31,132,78,4279,22,5,3,121,89,18,2,2,0,423,98,65,20,59,39,1,2,2,0,0,19.5,46,148,428,42,104,123,9,10,163,210,844,189,313,149,0,50.0
Alavés,25.6,38,33,46.2,458,136,3,7,817,60,10091,14116,4443,5283,4011,5052,1375,2889,341,937,273,105,1260,550,1252,578,347,284,227,67,290,629,339,363,279,810,5,18179,2162,6122,7564,4706,764,18172,625,310,8574,364,138,572,299,9972,84,1,0,481,449,69,7,8,2,1807,574,625,46,147,103,11,8,8,0,0,44.8,315,778,886,125,335,530,29,37,1199,871,3062,877,1280,637,0,41.8
Almería,25.6,38,42,48.7,478,163,2,2,823,70,12774,16540,5654,6480,5476,6405,1322,2747,349,870,212,86,1097,590,1082,633,372,354,222,57,280,582,302,430,313,856,19,20902,2654,7711,9323,4094,614,20900,667,299,11128,424,132,550,269,12660,93,6,4,478,493,75,2,9,0,1716,557,587,75,202,126,6,9,6,1,2,70.3,181,615,1115,180,330,629,29,47,1144,819,2769,893,1044,652,3,46.4
Antwerp,24.5,6,6,6.2,55,21,0,1,99,8,2106,2623,860,960,923,1049,267,464,37,145,39,8,188,79,186,99,56,49,38,12,53,118,65,82,46,111,5,3278,494,1266,1360,681,97,3277,105,56,2083,66,18,92,59,2081,15,2,1,58,43,12,0,1,1,283,47,72,17,36,20,0,1,1,0,0,12.4,40,111,230,30,42,68,9,3,119,151,453,107,162,109,0,43.20000000000001
Aris Limassol FC,27.4,6,7,7.0,62,16,1,1,110,12,1780,2454,775,897,795,995,171,407,42,126,28,3,183,79,180,151,104,89,48,14,93,171,78,78,78,129,3,3173,439,1315,1307,594,80,3172,113,59,1701,60,23,82,47,1768,16,0,0,74,66,9,1,1,0,375,70,91,13,41,27,0,1,0,1,0,14.1,20,102,197,45,40,87,7,7,161,129,442,122,134,197,1,42.2
Arsenal,25.2,48,105,89.5,767,251,11,11,1402,185,23947,28246,12181,13335,9759,10922,1468,2694,612,1897,631,77,2555,1017,2530,752,425,291,319,142,338,693,355,512,361,642,19,33208,2494,8439,14763,10251,1749,33197,876,378,20763,718,391,697,474,23717,77,2,1,521,503,102,9,4,1,2187,623,595,37,111,74,22,4,3,1,0,31.3,200,550,1331,236,258,474,62,75,1218,1171,6102,1587,2848,763,1,57.84583333333333
Astana FK,29.9,6,4,4.5,48,10,0,1,86,8,1704,2258,718,812,740,890,196,427,41,129,32,11,168,77,165,96,57,46,42,8,50,109,59,68,57,110,1,2930,395,1121,1273,580,74,2929,111,50,1545,49,20,105,45,1698,20,1,1,95,65,8,1,2,0,291,61,87,13,36,23,1,2,2,0,0,9.3,16,97,139,31,56,84,8,5,148,150,410,94,137,107,0,39.0
Aston Villa,26.7,50,93,77.7,665,248,4,5,1189,161,21671,25860,9485,10460,9982,11163,1809,3162,517,1582,463,82,1945,1005,1928,679,382,336,255,88,318,646,328,461,288,726,17,30572,3524,10622,12931,7293,1299,30567,970,444,19270,655,282,641,505,21216,125,3,1,537,613,53,5,3,4,2048,447,470,77,211,137,11,3,2,1,0,76.2,187,490,1851,232,319,516,60,93,917,1146,4878,1350,2126,700,1,54.42
Atalanta,26.3,51,97,80.8,707,264,6,6,1268,168,20969,26344,9299,10716,9191,10659,2008,3620,572,1629,496,145,2340,972,2316,848,508,366,358,124,415,835,420,638,483,841,10,32032,2965,9791,14245,8298,1225,32026,842,392,18513,732,245,860,489,20790,104,1,1,689,496,99,4,12,1,2809,846,648,50,177,126,21,12,9,2,1,51.5,237,663,1330,279,359,575,45,78,1494,1349,5628,1436,2111,923,3,50.13333333333334
Athletic Club,27.3,38,59,52.7,458,163,3,5,817,103,14509,18724,6598,7600,6186,7288,1393,2832,355,1205,343,113,1610,735,1596,581,362,217,264,100,305,635,330,419,278,631,4,22845,1965,6376,10617,6083,901,22839,743,338,12487,528,193,571,366,14367,80,5,3,511,428,78,4,5,4,2010,541,525,37,134,98,18,5,1,3,1,40.4,238,728,1050,164,272,491,33,49,1066,937,3941,920,1550,667,4,49.8
Atlético Madrid,29.4,48,88,79.1,611,249,5,7,1103,149,22170,26800,11216,12316,8402,9685,1879,3291,466,1581,482,90,2010,929,1992,796,497,391,302,103,407,846,439,614,341,1003,12,31936,3053,10244,14629,7304,1226,31929,713,364,18459,683,237,660,355,22010,114,6,4,553,532,137,5,2,1,2396,508,510,56,193,138,15,2,1,0,1,51.599999999999994,148,435,932,226,369,719,47,25,1018,1015,4931,1252,2035,904,1,50.445833333333326
Augsburg,26.0,34,49,46.1,429,123,5,7,726,78,10545,14262,4147,4989,4851,5902,1272,2491,299,919,284,89,1137,462,1122,528,319,234,222,72,237,492,255,439,295,727,9,18130,2132,6226,7678,4413,795,18123,531,235,9496,313,91,533,236,10394,71,3,1,454,338,81,5,10,2,1669,587,602,60,183,123,3,10,7,2,1,56.0,185,490,1172,98,264,520,30,52,1189,769,2721,804,1259,556,3,43.9
Barcelona,26.5,48,95,94.5,746,274,6,7,1336,170,26328,30447,12676,13786,10919,12066,2200,3329,574,2107,494,96,2401,1192,2383,732,473,332,291,109,319,679,360,481,333,741,22,35478,2833,9209,17329,9217,1367,35471,1067,503,22111,896,336,748,395,26076,117,4,2,516,584,110,6,3,0,2253,573,496,58,182,124,19,3,3,0,0,55.2,154,305,1378,197,317,559,20,50,1069,1143,5976,1506,2293,792,0,62.19583333333333
Bayern Munich,27.6,46,114,104.2,799,277,8,8,1460,203,26180,30089,11855,12927,11867,12942,2037,3073,640,2019,563,98,2500,1237,2479,715,454,327,262,126,337,722,385,522,395,657,21,34984,2906,9914,16138,9283,1519,34976,1158,628,21487,906,353,635,462,25992,62,3,1,426,427,80,4,7,0,2338,520,424,58,164,105,15,7,6,1,0,57.1,146,349,1474,218,297,454,18,61,944,1097,6216,1663,2533,791,1,59.5
Benfica,26.3,12,13,19.0,162,47,3,3,281,22,5241,6536,2408,2732,2118,2499,524,903,115,420,100,13,502,253,499,257,161,140,94,23,144,273,129,156,102,257,5,8075,875,2671,3535,1960,292,8071,262,116,5028,224,49,186,118,5207,19,2,0,104,148,17,1,4,0,675,145,164,16,57,41,2,4,2,0,2,21.0,43,118,283,55,106,173,6,9,309,304,1254,303,454,305,2,51.35
Betis,26.1,46,56,54.7,603,189,2,4,1060,94,18933,23415,9167,10195,7268,8444,1713,3155,448,1335,393,69,1792,814,1773,815,510,367,347,101,419,816,397,516,412,893,10,28593,2696,8792,13147,6928,1078,28589,983,482,16015,605,237,755,502,18779,108,3,1,520,597,82,2,9,3,2327,559,592,54,180,128,14,9,8,1,0,55.900000000000006,210,591,1212,190,339,613,45,55,1151,1257,4379,1154,1777,929,1,51.55217391304348
Beşiktaş,28.0,6,6,5.1,66,24,0,0,120,6,2499,3036,1058,1174,1087,1230,298,495,50,193,45,17,235,105,233,114,74,71,31,12,58,118,60,77,68,105,2,3695,426,1230,1757,754,94,3695,103,51,2329,75,22,97,37,2471,15,3,2,75,62,10,0,0,1,338,49,57,14,41,28,1,0,0,0,0,13.2,36,87,157,28,46,71,2,7,106,134,573,126,178,132,0,50.20000000000001
Bochum,29.1,34,41,44.5,524,145,4,4,884,72,9786,14203,4234,5278,3854,5032,1393,2934,371,902,265,85,1151,400,1140,603,366,272,253,78,294,574,280,460,308,768,9,18361,2175,5905,8082,4546,787,18357,436,186,8480,292,91,494,280,9653,97,2,0,446,409,83,4,11,4,1808,815,816,74,189,117,4,11,9,2,0,62.3,450,1084,1497,91,258,523,35,104,1631,774,2691,956,1228,660,2,46.6
Bodø/Glimt,26.2,8,14,13.6,103,41,1,1,183,26,3669,4361,1522,1675,1708,1911,323,539,83,249,79,11,362,193,360,108,66,47,39,22,53,112,59,80,62,129,2,5219,556,1762,2241,1269,222,5218,169,83,3414,123,51,152,62,3631,18,2,1,69,96,10,1,1,1,413,51,59,12,31,20,1,1,1,0,0,7.6,28,77,259,34,62,122,8,12,110,214,915,209,363,119,0,49.3
Bologna,25.2,38,52,47.9,472,159,4,5,823,78,19125,22504,9408,10260,7744,8573,1415,2441,356,1267,256,55,1453,660,1441,633,385,299,267,67,303,579,276,426,258,677,17,26520,2581,8683,12696,5367,718,26515,673,293,15952,485,149,542,311,18969,85,2,2,458,456,55,3,7,1,1769,416,413,32,125,91,17,7,3,2,2,32.1,118,348,941,159,285,505,13,19,829,853,3554,901,1178,688,4,58.1
Bournemouth,25.7,38,52,55.9,539,175,2,3,952,83,11899,15920,4976,5868,5270,6214,1393,2964,414,1074,352,88,1314,709,1296,693,410,301,281,111,325,688,363,504,357,817,16,20700,2486,6820,8469,5686,1033,20697,872,382,11015,513,240,637,386,11771,79,3,0,507,376,56,3,7,1,2013,582,671,67,194,127,9,7,6,1,0,63.2,199,581,976,177,266,492,31,37,1253,1023,3319,1035,1713,735,1,44.4
Braga,27.7,8,11,12.5,127,36,2,3,235,20,3832,4603,1688,1857,1657,1849,398,663,98,347,90,34,415,162,411,152,85,71,60,21,76,155,79,89,56,129,1,5496,481,1473,2650,1412,219,5493,140,68,3344,121,31,114,72,3813,16,1,0,96,95,8,3,1,2,392,98,119,18,43,27,0,1,1,0,0,16.2,29,76,230,36,47,102,1,16,217,186,988,255,374,161,0,54.525000000000006
Breiðablik,28.0,6,5,8.7,71,20,0,1,128,8,2053,2670,896,1038,898,1083,203,390,54,183,54,11,268,119,265,77,40,40,30,7,40,102,62,68,68,97,2,3311,456,1160,1383,805,128,3310,95,48,1907,56,30,105,35,2018,12,1,1,64,52,11,1,1,1,308,55,72,18,35,18,0,1,1,0,0,10.8,23,57,213,52,48,73,2,7,127,140,652,136,223,80,0,48.5
Brentford,26.6,38,54,58.2,470,159,3,3,804,81,12551,16818,5616,6628,5236,6432,1382,2776,332,965,333,106,1283,505,1276,677,399,349,250,78,317,697,380,474,378,903,18,21227,2878,7944,8253,5210,982,21224,577,243,10970,363,156,556,271,12416,89,2,0,385,419,70,3,2,0,1892,632,607,65,184,119,7,2,2,0,0,57.0,254,677,1330,136,318,605,46,38,1239,827,3064,885,1577,716,0,45.2
Brest,27.0,34,51,48.3,481,165,4,4,837,85,14111,17733,5352,6275,6263,7237,2059,3359,357,1155,269,105,1402,590,1385,679,427,295,299,85,306,715,409,386,321,644,13,21735,2170,6704,10200,5105,723,21731,690,326,15224,532,105,569,265,13983,84,5,2,414,422,34,2,3,0,1910,598,509,34,133,98,15,3,2,1,0,36.5,244,518,978,144,198,406,18,43,1107,834,3377,922,1202,733,1,53.6
Brighton,25.9,46,61,69.1,654,231,9,10,1193,109,26010,29848,13690,14759,9904,10940,1571,2610,498,1802,466,94,2139,1029,2123,735,424,323,290,122,356,761,405,515,332,703,25,34695,3679,10968,15784,8177,1295,34685,852,351,23177,721,315,714,413,25728,111,3,0,501,543,91,10,6,2,2088,475,411,71,192,123,11,6,6,0,0,59.400000000000006,121,320,1504,216,304,490,27,89,886,1127,5291,1302,2170,780,0,59.573913043478264
Burnley,24.5,38,40,40.6,430,137,3,3,757,74,13937,17959,6311,7267,6017,7042,1324,2755,326,976,216,54,1181,727,1162,607,342,282,247,78,284,584,300,477,280,837,22,22181,2907,8021,9196,5155,819,22178,699,300,12244,460,240,517,296,13779,77,7,3,429,353,76,3,7,3,1727,561,696,78,244,168,2,7,6,1,0,75.8,215,825,1826,216,284,562,50,74,1257,813,3070,831,1329,626,1,47.4
Cagliari,26.1,38,41,42.9,442,127,4,6,785,70,10731,14709,4427,5206,4662,5786,1441,2966,330,863,260,125,1109,529,1097,540,315,272,203,65,264,525,261,373,265,816,12,18599,2190,6532,7916,4352,669,18593,516,237,9242,339,111,545,338,10604,77,4,2,464,418,64,3,5,3,1774,571,613,68,157,92,5,5,4,0,1,56.2,202,544,838,137,312,583,28,24,1184,883,2735,855,1165,579,1,42.1
Celta Vigo,26.7,38,45,50.7,467,151,3,5,855,81,13890,17776,6703,7631,5538,6545,1223,2495,367,1129,293,71,1345,660,1332,627,382,302,243,82,308,662,354,434,297,832,9,22062,2314,7084,9675,5538,818,22057,646,295,12540,489,162,600,336,13773,66,5,2,463,485,63,4,8,3,1908,522,548,57,164,109,6,8,6,1,1,56.0,176,494,811,182,312,556,28,36,1070,936,3337,936,1344,690,2,46.1
Celtic,26.3,6,5,4.9,45,21,1,1,82,10,2872,3405,1308,1447,1325,1478,197,344,37,159,34,5,225,72,220,86,49,45,31,10,50,107,57,82,45,124,0,4078,524,1633,1776,695,74,4077,117,45,2438,62,10,113,53,2851,16,3,1,51,71,10,1,2,0,269,63,47,15,38,21,0,2,0,2,0,13.3,11,30,192,36,52,84,1,1,110,166,517,92,123,99,2,47.20000000000001
Chelsea,24.2,38,76,74.5,537,194,11,12,980,133,20039,23364,10006,10877,8176,9060,1365,2328,419,1351,352,51,1615,873,1600,663,376,325,235,103,323,630,307,448,298,785,24,27725,3035,9367,12068,6558,1039,27713,869,398,16624,543,291,604,370,19899,109,4,2,446,451,85,11,5,3,1846,440,402,63,186,125,8,5,3,1,1,52.5,128,361,1129,184,282,514,39,47,842,974,4088,1113,1733,699,2,58.6
Clermont Foot,26.8,34,26,36.0,382,120,6,8,672,50,13390,16784,5792,6628,5654,6606,1435,2665,282,989,208,57,1247,537,1238,581,358,279,242,60,312,633,321,382,347,667,19,20572,2425,6911,9932,3924,578,20564,575,252,14537,470,113,498,269,13270,60,7,1,396,429,51,7,9,1,1695,393,414,60,212,152,5,9,7,1,1,64.9,226,613,1138,157,275,514,46,49,807,767,3022,722,956,670,2,48.9
Club Brugge,25.4,12,25,21.6,149,54,3,5,261,43,4826,5934,1893,2173,2225,2521,577,946,116,370,102,21,487,221,483,164,105,63,69,32,78,169,91,139,101,236,3,7174,828,2519,3074,1642,292,7169,193,96,4816,154,72,174,88,4775,32,2,2,159,115,23,3,2,0,568,149,137,9,35,26,6,2,2,0,0,9.4,67,149,406,47,81,144,9,13,286,262,1191,304,487,183,0,50.6
Crystal Palace,26.7,38,56,48.6,452,162,4,4,794,103,12915,16754,6040,6920,5338,6287,1204,2608,353,995,273,60,1176,506,1161,788,464,373,301,114,337,609,272,456,323,927,6,21367,2349,7237,9279,5077,797,21363,737,341,10943,383,170,606,426,12811,73,2,2,457,427,72,4,3,2,1909,553,555,58,154,98,10,3,3,0,0,47.5,176,605,826,115,255,586,30,29,1108,1032,2843,897,1300,801,0,42.3
Cádiz,28.5,38,25,36.0,395,120,3,3,698,40,10763,14990,4837,5694,4144,5163,1455,3198,292,899,219,106,1017,456,996,671,398,338,264,69,341,728,387,443,298,786,13,19166,2242,6375,8425,4551,570,19163,537,230,9664,422,76,571,343,10662,107,7,0,576,498,90,2,2,1,1831,632,673,55,175,121,10,2,2,0,0,51.7,364,910,991,123,342,617,60,45,1305,914,2469,738,971,739,0,43.3
Darmstadt 98,27.1,34,28,32.3,404,110,3,3,723,50,11807,15336,4830,5582,5247,6139,1494,2813,302,873,226,65,1083,437,1073,560,323,303,197,60,285,583,298,400,317,707,19,19009,2407,7114,8147,3897,566,19006,440,192,9943,310,99,470,230,11700,83,4,0,429,351,57,2,2,2,1502,510,569,86,215,130,3,2,1,1,0,74.3,278,690,1333,195,310,504,27,60,1079,700,2593,773,956,608,1,45.7
Dinamo Zagreb,25.7,10,15,13.4,123,42,4,4,229,26,4241,5258,1631,1881,1924,2191,537,855,89,301,83,25,387,215,383,161,88,88,58,15,81,159,78,103,89,170,3,6380,648,2043,2955,1447,218,6376,191,88,3570,168,64,171,86,4207,20,0,0,114,136,13,3,4,1,502,134,118,11,26,15,4,4,3,1,0,12.4,51,130,334,38,77,129,15,12,252,257,985,255,390,169,1,54.5
Dortmund,27.2,47,85,80.7,676,245,7,7,1211,152,22081,26525,9932,11127,9389,10526,2138,3413,523,1519,386,62,1905,1015,1885,818,512,457,294,67,447,831,384,608,367,923,17,31984,3555,10849,14417,7030,1186,31977,956,434,19407,722,292,739,438,21839,82,4,2,448,508,65,6,9,3,2432,532,545,54,204,151,16,9,7,2,0,61.6,203,503,1659,178,389,674,23,25,1077,1177,4805,1363,1926,959,2,54.39787234042553
Eint Frankfurt,25.1,42,62,59.7,527,187,4,5,902,105,18951,23615,8243,9363,8772,10066,1529,3008,384,1306,352,76,1688,737,1674,733,445,351,279,103,352,668,316,499,396,820,16,28464,2924,9498,13424,5805,1068,28459,782,346,16482,494,228,650,343,18800,86,7,5,447,378,66,3,11,0,2222,603,625,61,175,112,9,11,9,2,0,59.900000000000006,117,448,1164,177,327,567,23,39,1228,993,4099,1007,1724,797,2,53.814285714285724
Empoli,26.0,38,26,36.2,413,112,5,5,718,46,11571,15348,4961,5759,5094,6059,1240,2680,297,827,206,74,1056,524,1049,618,378,311,227,80,300,564,264,462,263,840,9,19512,2513,7254,8232,4226,643,19507,578,226,10392,356,142,543,304,11485,88,1,1,524,514,82,4,8,1,1623,509,628,54,185,130,9,8,6,2,0,48.9,162,542,1031,220,309,645,42,31,1137,847,2629,764,1065,678,2,44.0
Everton,27.1,38,40,54.0,504,152,2,3,854,60,11349,15514,5198,6091,4386,5405,1469,3057,339,958,284,77,1129,495,1119,743,442,371,261,111,347,701,354,479,358,882,12,20053,2568,6792,8180,5283,809,20050,564,250,9770,389,127,560,320,11254,82,1,1,457,361,89,2,8,3,1970,676,577,51,165,117,13,8,8,0,0,52.4,360,901,1296,141,274,570,30,54,1253,880,2743,914,1297,789,0,40.8
