Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Athletic Club,27.3,38,1.55,1.39,12.05,4.29,0.08,0.13,21.5,2.71,381.82,492.74,173.63,200.0,162.79,191.79,36.66,74.53,9.34,31.71,9.03,2.97,42.37,19.34,42.0,15.29,9.53,5.71,6.95,2.63,8.03,16.71,8.68,11.03,7.32,16.61,0.11,601.18,51.71,167.79,279.39,160.08,23.71,601.03,19.55,8.89,328.61,13.89,5.08,15.03,9.63,378.08,2.11,0.13,0.08,13.45,11.26,2.05,0.11,0.13,0.11,52.89,14.24,13.82,0.97,3.53,2.58,0.47,0.13,0.03,0.08,0.03,1.06,6.26,19.16,27.63,4.32,7.16,12.92,0.87,1.29,28.05,24.66,103.71,24.21,40.79,17.55,0.11,49.8,0.12,50.77,77.49,86.82,84.88,49.19,54.87,45.47,0.08,73.09,32.67,6.73
Atlético Madrid,29.4,48,1.83,1.65,12.73,5.19,0.1,0.15,22.98,3.1,461.88,558.33,233.67,256.58,175.04,201.77,39.15,68.56,9.71,32.94,10.04,1.88,41.88,19.35,41.5,16.58,10.35,8.15,6.29,2.15,8.48,17.62,9.15,12.79,7.1,20.9,0.25,665.33,63.6,213.42,304.77,152.17,25.54,665.19,14.85,7.58,384.56,14.23,4.94,13.75,7.4,458.54,2.38,0.12,0.08,11.52,11.08,2.85,0.1,0.04,0.02,49.92,10.58,10.62,1.17,4.02,2.88,0.31,0.04,0.02,0.0,0.02,1.08,3.08,9.06,19.42,4.71,7.69,14.98,0.98,0.52,21.21,21.15,102.73,26.08,42.4,18.83,0.02,50.45,0.11,49.88,82.73,91.07,86.75,57.1,55.06,51.04,-0.08,71.64,34.0,6.54
Augsburg,26.0,34,1.44,1.36,12.62,3.62,0.15,0.21,21.35,2.29,310.15,419.47,121.97,146.74,142.68,173.59,37.41,73.26,8.79,27.03,8.35,2.62,33.44,13.59,33.0,15.53,9.38,6.88,6.53,2.12,6.97,14.47,7.5,12.91,8.68,21.38,0.26,533.24,62.71,183.12,225.82,129.79,23.38,533.03,15.62,6.91,279.29,9.21,2.68,15.68,6.94,305.71,2.09,0.09,0.03,13.35,9.94,2.38,0.15,0.29,0.06,49.09,17.26,17.71,1.76,5.38,3.62,0.09,0.29,0.21,0.06,0.03,1.65,5.44,14.41,34.47,2.88,7.76,15.29,0.88,1.53,34.97,22.62,80.03,23.65,37.03,16.35,0.09,43.9,0.06,49.36,73.94,83.12,82.19,51.06,54.5,44.24,-0.07,67.29,37.75,5.76
Barcelona,26.5,48,1.98,1.97,15.54,5.71,0.12,0.15,27.83,3.54,548.5,634.31,264.08,287.21,227.48,251.38,45.83,69.35,11.96,43.9,10.29,2.0,50.02,24.83,49.65,15.25,9.85,6.92,6.06,2.27,6.65,14.15,7.5,10.02,6.94,15.44,0.46,739.12,59.02,191.85,361.02,192.02,28.48,738.98,22.23,10.48,460.65,18.67,7.0,15.58,8.23,543.25,2.44,0.08,0.04,10.75,12.17,2.29,0.12,0.06,0.0,46.94,11.94,10.33,1.21,3.79,2.58,0.4,0.06,0.06,0.0,0.0,1.15,3.21,6.35,28.71,4.1,6.6,11.65,0.42,1.04,22.27,23.81,124.5,31.38,47.77,16.5,0.0,62.2,0.01,53.61,86.47,91.95,90.49,66.09,56.12,47.14,-0.05,68.07,50.55,3.61
Bayern Munich,27.6,46,2.48,2.27,17.37,6.02,0.17,0.17,31.74,4.41,569.13,654.11,257.72,281.02,257.98,281.35,44.28,66.8,13.91,43.89,12.24,2.13,54.35,26.89,53.89,15.54,9.87,7.11,5.7,2.74,7.33,15.7,8.37,11.35,8.59,14.28,0.46,760.52,63.17,215.52,350.83,201.8,33.02,760.35,25.17,13.65,467.11,19.7,7.67,13.8,10.04,565.04,1.35,0.07,0.02,9.26,9.28,1.74,0.09,0.15,0.0,50.83,11.3,9.22,1.26,3.57,2.28,0.33,0.15,0.13,0.02,0.0,1.24,3.17,7.59,32.04,4.74,6.46,9.87,0.39,1.33,20.52,23.85,135.13,36.15,55.07,17.2,0.02,59.5,0.09,55.07,87.01,91.71,91.69,66.29,55.06,54.23,-0.02,63.87,41.77,3.95
Benfica,26.3,12,1.08,1.58,13.5,3.92,0.25,0.25,23.42,1.83,436.75,544.67,200.67,227.67,176.5,208.25,43.67,75.25,9.58,35.0,8.33,1.08,41.83,21.08,41.58,21.42,13.42,11.67,7.83,1.92,12.0,22.75,10.75,13.0,8.5,21.42,0.42,672.92,72.92,222.58,294.58,163.33,24.33,672.58,21.83,9.67,419.0,18.67,4.08,15.5,9.83,433.92,1.58,0.17,0.0,8.67,12.33,1.42,0.08,0.33,0.0,56.25,12.08,13.67,1.33,4.75,3.42,0.17,0.33,0.17,0.0,0.17,1.75,3.58,9.83,23.58,4.58,8.83,14.42,0.5,0.75,25.75,25.33,104.5,25.25,37.83,25.42,0.17,51.35,-0.32,46.91,80.19,88.14,84.75,58.03,57.55,44.3,0.24,72.0,36.42,3.47
Betis,26.1,46,1.22,1.19,13.11,4.11,0.04,0.09,23.04,2.04,411.59,509.02,199.28,221.63,158.0,183.57,37.24,68.59,9.74,29.02,8.54,1.5,38.96,17.7,38.54,17.72,11.09,7.98,7.54,2.2,9.11,17.74,8.63,11.22,8.96,19.41,0.22,621.59,58.61,191.13,285.8,150.61,23.43,621.5,21.37,10.48,348.15,13.15,5.15,16.41,10.91,408.24,2.35,0.07,0.02,11.3,12.98,1.78,0.04,0.2,0.07,50.59,12.15,12.87,1.17,3.91,2.78,0.3,0.2,0.17,0.02,0.0,1.22,4.57,12.85,26.35,4.13,7.37,13.33,0.98,1.2,25.02,27.33,95.2,25.09,38.63,20.2,0.02,51.55,0.03,48.56,80.86,89.92,86.07,54.29,56.97,49.04,0.04,71.1,35.56,7.35
Beşiktaş,28.0,6,1.0,0.85,11.0,4.0,0.0,0.0,20.0,1.0,416.5,506.0,176.33,195.67,181.17,205.0,49.67,82.5,8.33,32.17,7.5,2.83,39.17,17.5,38.83,19.0,12.33,11.83,5.17,2.0,9.67,19.67,10.0,12.83,11.33,17.5,0.33,615.83,71.0,205.0,292.83,125.67,15.67,615.83,17.17,8.5,388.17,12.5,3.67,16.17,6.17,411.83,2.5,0.5,0.33,12.5,10.33,1.67,0.0,0.0,0.17,56.33,8.17,9.5,2.33,6.83,4.67,0.17,0.0,0.0,0.0,0.0,2.2,6.0,14.5,26.17,4.67,7.67,11.83,0.33,1.17,17.67,22.33,95.5,21.0,29.67,22.0,0.0,50.2,0.18,46.24,82.31,90.12,88.38,60.21,56.89,49.5,-0.06,68.37,41.38,2.79
Bochum,29.1,34,1.21,1.31,15.41,4.26,0.12,0.12,26.0,2.12,287.82,417.74,124.53,155.24,113.35,148.0,40.97,86.29,10.91,26.53,7.79,2.5,33.85,11.76,33.53,17.74,10.76,8.0,7.44,2.29,8.65,16.88,8.24,13.53,9.06,22.59,0.26,540.03,63.97,173.68,237.71,133.71,23.15,539.91,12.82,5.47,249.41,8.59,2.68,14.53,8.24,283.91,2.85,0.06,0.0,13.12,12.03,2.44,0.12,0.32,0.12,53.18,23.97,24.0,2.18,5.56,3.44,0.12,0.32,0.26,0.06,0.0,1.83,13.24,31.88,44.03,2.68,7.59,15.38,1.03,3.06,47.97,22.76,79.15,28.12,36.12,19.41,0.06,46.6,-0.08,49.97,68.9,80.22,76.59,47.48,56.07,42.67,-0.19,61.87,41.53,6.7
Bodø/Glimt,26.2,8,1.75,1.7,12.88,5.12,0.12,0.12,22.88,3.25,458.62,545.12,190.25,209.38,213.5,238.88,40.38,67.38,10.38,31.12,9.88,1.38,45.25,24.12,45.0,13.5,8.25,5.88,4.88,2.75,6.62,14.0,7.38,10.0,7.75,16.12,0.25,652.38,69.5,220.25,280.12,158.62,27.75,652.25,21.12,10.38,426.75,15.38,6.38,19.0,7.75,453.88,2.25,0.25,0.12,8.62,12.0,1.25,0.12,0.12,0.12,51.62,6.38,7.38,1.5,3.88,2.5,0.12,0.12,0.12,0.0,0.0,0.95,3.5,9.62,32.38,4.25,7.75,15.25,1.0,1.5,13.75,26.75,114.38,26.12,45.38,14.88,0.0,49.3,0.03,46.4,84.13,90.86,89.38,59.93,54.07,49.15,-0.58,64.43,36.38,6.56
Bologna,25.2,38,1.37,1.26,12.42,4.18,0.11,0.13,21.66,2.05,503.29,592.21,247.58,270.0,203.79,225.61,37.24,64.24,9.37,33.34,6.74,1.45,38.24,17.37,37.92,16.66,10.13,7.87,7.03,1.76,7.97,15.24,7.26,11.21,6.79,17.82,0.45,697.89,67.92,228.5,334.11,141.24,18.89,697.76,17.71,7.71,419.79,12.76,3.92,14.26,8.18,499.18,2.24,0.05,0.05,12.05,12.0,1.45,0.08,0.18,0.03,46.55,10.95,10.87,0.84,3.29,2.39,0.45,0.18,0.08,0.05,0.05,0.84,3.11,9.16,24.76,4.18,7.5,13.29,0.34,0.5,21.82,22.45,93.53,23.71,31.0,18.11,0.11,58.1,0.09,50.18,84.99,91.7,90.33,57.97,56.74,43.53,0.0,72.64,33.95,2.56
Bournemouth,25.7,38,1.37,1.47,14.18,4.61,0.05,0.08,25.05,2.18,313.13,418.95,130.95,154.42,138.68,163.53,36.66,78.0,10.89,28.26,9.26,2.32,34.58,18.66,34.11,18.24,10.79,7.92,7.39,2.92,8.55,18.11,9.55,13.26,9.39,21.5,0.42,544.74,65.42,179.47,222.87,149.63,27.18,544.66,22.95,10.05,289.87,13.5,6.32,16.76,10.16,309.76,2.08,0.08,0.0,13.34,9.89,1.47,0.08,0.18,0.03,52.97,15.32,17.66,1.76,5.11,3.34,0.24,0.18,0.16,0.03,0.0,1.66,5.24,15.29,25.68,4.66,7.0,12.95,0.82,0.97,32.97,26.92,87.34,27.24,45.08,19.34,0.03,44.4,-0.07,46.47,74.74,84.8,84.8,47.0,53.2,43.79,-0.06,65.36,34.27,6.33
Braga,27.7,8,1.38,1.56,15.88,4.5,0.25,0.38,29.38,2.5,479.0,575.38,211.0,232.12,207.12,231.12,49.75,82.88,12.25,43.38,11.25,4.25,51.88,20.25,51.38,19.0,10.62,8.88,7.5,2.62,9.5,19.38,9.88,11.12,7.0,16.12,0.12,687.0,60.12,184.12,331.25,176.5,27.38,686.62,17.5,8.5,418.0,15.12,3.88,14.25,9.0,476.62,2.0,0.12,0.0,12.0,11.88,1.0,0.38,0.12,0.25,49.0,12.25,14.88,2.25,5.38,3.38,0.0,0.12,0.12,0.0,0.0,2.02,3.62,9.5,28.75,4.5,5.88,12.75,0.12,2.0,27.12,23.25,123.5,31.88,46.75,20.12,0.0,54.53,-0.12,45.17,83.25,90.9,89.62,60.03,52.42,48.57,-0.11,62.83,38.11,0.94
Breiðablik,28.0,6,0.83,1.45,11.83,3.33,0.0,0.17,21.33,1.33,342.17,445.0,149.33,173.0,149.67,180.5,33.83,65.0,9.0,30.5,9.0,1.83,44.67,19.83,44.17,12.83,6.67,6.67,5.0,1.17,6.67,17.0,10.33,11.33,11.33,16.17,0.33,551.83,76.0,193.33,230.5,134.17,21.33,551.67,15.83,8.0,317.83,9.33,5.0,17.5,5.83,336.33,2.0,0.17,0.17,10.67,8.67,1.83,0.17,0.17,0.17,51.33,9.17,12.0,3.0,5.83,3.0,0.0,0.17,0.17,0.0,0.0,1.8,3.83,9.5,35.5,8.67,8.0,12.17,0.33,1.17,21.17,23.33,108.67,22.67,37.17,13.33,0.0,48.5,-0.43,43.32,76.89,86.32,82.92,52.05,44.72,50.54,-0.67,51.46,40.32,2.71
Brentford,26.6,38,1.42,1.53,12.37,4.18,0.08,0.08,21.16,2.13,330.29,442.58,147.79,174.42,137.79,169.26,36.37,73.05,8.74,25.39,8.76,2.79,33.76,13.29,33.58,17.82,10.5,9.18,6.58,2.05,8.34,18.34,10.0,12.47,9.95,23.76,0.47,558.61,75.74,209.05,217.18,137.11,25.84,558.53,15.18,6.39,288.68,9.55,4.11,14.63,7.13,326.74,2.34,0.05,0.0,10.13,11.03,1.84,0.08,0.05,0.0,49.79,16.63,15.97,1.71,4.84,3.13,0.18,0.05,0.05,0.0,0.0,1.5,6.68,17.82,35.0,3.58,8.37,15.92,1.21,1.0,32.61,21.76,80.63,23.29,41.5,18.84,0.0,45.2,-0.07,51.0,74.63,84.73,81.41,49.79,52.1,42.09,-0.14,64.67,37.49,7.6
Brest,27.0,34,1.5,1.42,14.15,4.85,0.12,0.12,24.62,2.5,415.03,521.56,157.41,184.56,184.21,212.85,60.56,98.79,10.5,33.97,7.91,3.09,41.24,17.35,40.74,19.97,12.56,8.68,8.79,2.5,9.0,21.03,12.03,11.35,9.44,18.94,0.38,639.26,63.82,197.18,300.0,150.15,21.26,639.15,20.29,9.59,447.76,15.65,3.09,16.74,7.79,411.26,2.47,0.15,0.06,12.18,12.41,1.0,0.06,0.09,0.0,56.18,17.59,14.97,1.0,3.91,2.88,0.44,0.09,0.06,0.03,0.0,1.07,7.18,15.24,28.76,4.24,5.82,11.94,0.53,1.26,32.56,24.53,99.32,27.12,35.35,21.56,0.03,53.6,0.06,54.02,79.57,85.29,86.54,61.3,52.59,47.26,0.07,73.66,47.11,4.44
Brighton,25.9,46,1.33,1.5,14.22,5.02,0.2,0.22,25.93,2.37,565.43,648.87,297.61,320.85,215.3,237.83,34.15,56.74,10.83,39.17,10.13,2.04,46.5,22.37,46.15,15.98,9.22,7.02,6.3,2.65,7.74,16.54,8.8,11.2,7.22,15.28,0.54,754.24,79.98,238.43,343.13,177.76,28.15,754.02,18.52,7.63,503.85,15.67,6.85,15.52,8.98,559.3,2.41,0.07,0.0,10.89,11.8,1.98,0.22,0.13,0.04,45.39,10.33,8.93,1.54,4.17,2.67,0.24,0.13,0.13,0.0,0.0,1.29,2.63,6.96,32.7,4.7,6.61,10.65,0.59,1.93,19.26,24.5,115.02,28.3,47.17,16.96,0.0,59.57,-0.11,53.63,87.14,92.76,90.53,60.19,52.15,41.2,-0.19,64.03,37.79,5.54
