Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Tyler Miller,us USA,Goalkeeper,D.C. United,30,1993,5,5,450,3.0,5.8,2.8,0.0,0.4,0.4,0.0,0.0,2.14,11.6,33.2,31.8,1.8,8.6,13.0,0.8,3.0,0.0,-0.86,48.28,34.94,6.15
Umberto Saracco,it ITA,Goalkeeper,Calcio Lecco 1912,29,1994,13,12,1125,1.68,4.32,2.64,0.32,0.16,0.08,0.0,0.08,1.09,6.96,16.16,25.28,5.44,10.8,16.08,0.8,0.48,0.08,-0.59,61.11,43.07,4.98
Valentin Cojocaru,ro ROU,Goalkeeper,OH Leuven,27,1995,3,3,270,2.67,5.0,2.33,0.0,1.33,1.33,0.0,0.0,2.73,4.67,6.33,26.67,6.0,6.33,10.33,0.67,0.67,0.0,0.07,46.6,73.78,6.49
Vasilios Barkas,gr GRE,Goalkeeper,Utrecht,29,1994,29,29,2610,1.45,5.03,3.59,0.17,0.17,0.14,0.03,0.0,1.5,5.34,14.69,27.31,4.72,7.97,13.52,1.24,1.0,0.03,0.06,71.37,36.35,9.17
Viktor Johansson,se SWE,Goalkeeper,Rotherham Utd,24,1998,45,44,3961,1.93,5.93,4.02,0.11,0.11,0.09,0.0,0.02,1.96,12.43,31.86,30.24,2.36,8.7,17.54,1.36,1.61,0.02,0.02,67.79,39.01,7.75
Vinicius Dias,br BRA,Goalkeeper,Gil Vicente FC,26,1997,2,2,180,3.0,5.5,2.5,0.0,0.0,0.0,0.0,0.0,1.9,2.5,8.0,17.0,4.0,8.5,17.5,0.5,0.0,0.0,-1.1,45.45,31.25,2.86
Vinicius Silvestre,br BRA,Goalkeeper,Portimonense,29,1994,14,14,1260,2.43,5.64,3.43,0.07,0.21,0.21,0.0,0.0,2.01,6.57,16.36,22.71,3.93,10.14,19.29,1.14,0.43,0.0,-0.41,60.82,40.16,5.91
Vitor Eudes,br BRA,Goalkeeper,Fluminense,25,1998,1,1,90,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6,4.0,15.0,27.0,5.0,11.0,14.0,0.0,3.0,0.0,-0.4,60.0,26.67,0.0
Václav Hladký,cz CZE,Goalkeeper,Ipswich Town,32,1990,46,46,4139,1.24,3.59,2.48,0.3,0.07,0.04,0.0,0.02,1.13,3.37,7.91,36.57,3.78,3.31,13.02,0.72,2.28,0.02,-0.11,69.08,42.6,5.53
Walter,br BRA,Goalkeeper,Cuiabá,36,1987,36,36,3240,1.31,4.83,3.5,0.25,0.19,0.17,0.03,0.0,1.45,5.67,12.64,20.33,3.94,9.0,18.39,0.83,0.31,0.03,0.14,72.46,44.86,4.51
Walter Benítez,ar ARG,Goalkeeper,PSV Eindhoven,30,1993,33,33,2964,0.61,2.19,1.64,0.55,0.09,0.09,0.0,0.0,0.71,3.7,7.56,26.66,3.01,4.55,9.14,0.7,1.34,0.0,0.11,74.89,48.94,7.66
Warleson,br BRA,Goalkeeper,Cercle Brugge,26,1996,30,30,2700,1.13,4.1,3.0,0.37,0.03,0.0,0.03,0.0,1.31,8.6,23.7,22.1,1.23,6.0,12.17,0.37,1.8,0.03,0.18,73.17,36.29,3.04
Washington Aguerre,uy URU,Goalkeeper,uy Peñarol,30,1993,8,8,674,0.93,4.41,3.47,0.53,0.13,0.13,0.0,0.0,1.05,4.67,17.36,13.62,1.34,9.61,18.29,1.2,1.07,0.0,0.12,78.68,26.9,6.56
William Yarbrough,us USA,Goalkeeper,SJ Earthquakes,34,1989,19,19,1710,2.37,5.26,2.95,0.05,0.37,0.37,0.0,0.0,1.9,5.68,12.05,21.95,4.84,7.42,16.0,1.11,0.58,0.0,-0.47,56.08,47.14,6.94
Wuilker Faríñez,ve VEN,Goalkeeper,ve Caracas,25,1998,5,5,369,3.41,6.34,2.93,0.0,0.0,0.0,0.0,0.0,2.15,3.9,10.73,15.12,3.9,10.73,20.73,0.24,0.49,0.0,-1.27,46.21,36.35,1.16
Wéverton,br BRA,Goalkeeper,br Palmeiras,36,1987,44,44,3960,0.89,3.91,3.05,0.41,0.05,0.02,0.0,0.02,1.05,3.98,12.8,23.82,4.64,6.61,11.34,0.95,0.82,0.02,0.17,78.01,31.09,8.38
Yohei Takaoka,jp JPN,Goalkeeper,Vancouver W'caps,27,1996,33,33,2970,1.42,4.0,2.58,0.21,0.18,0.15,0.03,0.0,1.48,4.0,11.24,23.55,2.97,5.97,13.64,0.64,0.55,0.03,0.05,64.5,35.59,4.69
Zac MacMath,us USA,Goalkeeper,Real Salt Lake,32,1991,23,23,2070,1.22,4.3,3.13,0.26,0.09,0.04,0.0,0.04,1.11,5.0,12.39,34.74,5.26,6.48,10.96,0.87,1.39,0.04,-0.11,72.79,40.36,7.94
Zack Steffen,us USA,Goalkeeper,Colorado Rapids,28,1995,33,33,2970,1.73,4.79,3.12,0.18,0.09,0.06,0.0,0.03,1.39,4.21,12.67,24.27,4.55,7.64,12.21,0.45,2.27,0.03,-0.34,65.14,33.23,3.69
Zion Suzuki,jp JPN,Goalkeeper,Sint-Truiden,20,2002,22,22,1980,1.59,4.55,2.95,0.23,0.23,0.23,0.0,0.0,1.53,4.86,13.14,40.91,5.91,4.59,14.5,1.73,0.77,0.0,-0.06,64.84,36.99,11.93
Álvaro David Montero,co COL,Goalkeeper,co Millonarios,28,1995,6,6,540,2.0,4.83,3.0,0.0,0.17,0.17,0.0,0.0,1.97,4.0,12.17,16.33,2.67,8.17,8.0,0.67,0.17,0.0,-0.03,62.11,32.87,8.38
Ángelo Campos,pe PER,Goalkeeper,pe Alianza Lima,30,1993,5,5,445,0.81,2.83,2.02,0.2,0.0,0.0,0.0,0.0,0.77,5.26,14.56,19.82,3.64,6.88,15.37,0.4,0.61,0.0,-0.04,71.38,36.13,2.6
Éverson,br BRA,Goalkeeper,br Atlético Mineiro,33,1990,38,38,3412,1.11,3.4,2.29,0.37,0.16,0.13,0.03,0.0,1.13,3.77,9.28,25.22,3.85,6.73,12.37,0.55,1.19,0.03,0.02,67.35,40.62,4.45
Óscar Ustari,ar ARG,Goalkeeper,Inter Miami,37,1986,4,4,360,1.5,4.75,3.25,0.25,0.0,0.0,0.0,0.0,1.65,6.0,13.75,24.0,5.5,9.5,14.25,0.5,2.25,0.0,0.15,68.42,43.64,3.51
