Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Andrey Lunyov,Qarabağ,UEFA Europa League,GK,Goalkeeper,RUS,32,64.79,894,10,6.48
Andriy Lunin,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,UKR,25,195.51,2610,29,6.74
André Ferreira,Granada,Spanish La Liga,GK,Goalkeeper,POR,27,96.63,1340,15,6.44
André Onana,Manchester Utd,"English Premier League, UEFA Champions League",GK,Goalkeeper,CMR,28,290.93,3960,44,6.61
Anthony Lopes,Lyon,French Ligue 1,GK,Goalkeeper,POR,33,200.21,2790,31,6.46
Anthony Moris,Union SG,"UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,LUX,33,51.55,720,8,6.44
Anthony Racioppi,Young Boys,UEFA Champions League,GK,Goalkeeper,SUI,24,35.45,450,5,7.09
Anton Ari Einarsson,Breiðablik,UEFA Europa Conference League,GK,Goalkeeper,ISL,29,34.79,540,6,5.8
Anton Zhylkin,Zorya Luhansk,UEFA Europa Conference League,GK,Goalkeeper,UKR,20,6.27,1,1,6.27
Antonio Adán,Sporting CP,UEFA Europa League,GK,Goalkeeper,ESP,36,37.78,540,6,6.3
Antonio Mirante,Milan,Italian Serie A,GK,Goalkeeper,ITA,40,12.64,177,2,6.32
Antonio Sivera,Alavés,Spanish La Liga,GK,Goalkeeper,ESP,27,227.42,3060,34,6.69
Arijanet Muric,Burnley,English Premier League,GK,Goalkeeper,KVX,25,68.81,900,10,6.88
Arnau Tenas,Paris S-G,French Ligue 1,GK,Goalkeeper,ESP,22,37.89,529,6,6.32
Arthur Desmas,Le Havre,French Ligue 1,GK,Goalkeeper,FRA,30,215.36,2970,33,6.53
Augusto Batalla,Granada,Spanish La Liga,GK,Goalkeeper,ARG,28,112.47,1530,17,6.62
Bart Verbruggen,Brighton,"English Premier League, UEFA Europa League",GK,Goalkeeper,NED,21,157.11,2160,24,6.55
Benjamin Lecomte,Montpellier,French Ligue 1,GK,Goalkeeper,FRA,33,196.01,2700,30,6.53
Benoît Costil,Salernitana,Italian Serie A,GK,Goalkeeper,FRA,36,80.82,1170,13,6.22
Bernd Leno,Fulham,English Premier League,GK,Goalkeeper,GER,32,247.84,3420,38,6.52
Boris Radunović,Cagliari,Italian Serie A,GK,Goalkeeper,SRB,27,44.47,630,7,6.35
Brice Samba,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",GK,Goalkeeper,FRA,30,274.47,3690,41,6.69
Caoimhín Kelleher,Liverpool,"English Premier League, UEFA Europa League",GK,Goalkeeper,IRL,25,116.53,1620,18,6.47
Carljohan Eriksson,Nordsjælland,UEFA Europa Conference League,GK,Goalkeeper,FIN,28,6.14,90,1,6.14
Carlo Pinsoglio,Juventus,Italian Serie A,GK,Goalkeeper,ITA,34,7.16,45,1,7.16
Christos Mandas,Lazio,Italian Serie A,GK,Goalkeeper,GRE,22,59.39,721,9,6.6
Cican Stankovic,AEK Athens,UEFA Europa League,GK,Goalkeeper,AUT,31,26.72,326,4,6.68
Claudio Bravo,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,CHI,40,60.35,810,9,6.71
Cristian,Valencia,Spanish La Liga,GK,Goalkeeper,ESP,26,6.05,57,1,6.05
Dani Cárdenas,Rayo Vallecano,Spanish La Liga,GK,Goalkeeper,ESP,27,6.26,90,1,6.26
Daniel Batz,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,32,25.94,360,4,6.48
Daniel Bentley,Wolves,English Premier League,GK,Goalkeeper,ENG,30,31.79,383,5,6.36
Daniel Fuzato,Getafe,Spanish La Liga,GK,Goalkeeper,BRA,26,5.75,7,1,5.75
Daniel Peretz,Bayern Munich,German Bundesliga,GK,Goalkeeper,ISR,23,6.38,17,1,6.38
Daniele Sommariva,Genoa,Italian Serie A,GK,Goalkeeper,ITA,26,6.45,5,1,6.45
Danijel Zagorac,Dinamo Zagreb,UEFA Europa Conference League,GK,Goalkeeper,CRO,36,20.15,270,3,6.72
David Gil,Cádiz,Spanish La Liga,GK,Goalkeeper,ESP,30,33.7,372,5,6.74
David Raya,Arsenal,"English Premier League, UEFA Champions League",GK,Goalkeeper,ESP,28,273.99,3690,41,6.68
David Soria,Getafe,Spanish La Liga,GK,Goalkeeper,ESP,31,255.09,3413,38,6.71
David von Ballmoos,Young Boys,"UEFA Champions League, UEFA Europa League",GK,Goalkeeper,SUI,29,19.39,270,3,6.46
Davy Roef,Gent,UEFA Europa Conference League,GK,Goalkeeper,BEL,30,43.96,561,7,6.28
Dean Henderson,Crystal Palace,English Premier League,GK,Goalkeeper,ENG,27,116.21,1620,18,6.46
Denis Petrić,Nantes,French Ligue 1,GK,Goalkeeper,SRB,35,5.14,24,1,5.14
Denis Pintol,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,SVN,23,24.08,360,4,6.02
Diant Ramaj,Ajax,"UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,GER,22,49.58,720,8,6.2
Diego Mariño,Almería,Spanish La Liga,GK,Goalkeeper,ESP,33,6.36,90,1,6.36
Dimitry Bertaud,Montpellier,French Ligue 1,GK,Goalkeeper,COD,25,25.85,360,4,6.46
Diogo Costa,Porto,UEFA Champions League,GK,Goalkeeper,POR,24,53.65,720,8,6.71
Dmytro Riznyk,Shakhtar,"UEFA Champions League, UEFA Europa League",GK,Goalkeeper,UKR,25,52.76,720,8,6.6
Dominik Greif,Mallorca,Spanish La Liga,GK,Goalkeeper,SVK,26,7.52,90,1,7.52
Dominik Hładun,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,28,13.19,180,2,6.6
Dominik Kotarski,PAOK,UEFA Europa Conference League,GK,Goalkeeper,CRO,24,61.45,900,10,6.14
Dominik Livaković,Fenerbahçe,UEFA Europa Conference League,GK,Goalkeeper,CRO,29,36.69,540,6,6.11
Dominik Takáč,Spartak Trnava,UEFA Europa Conference League,GK,Goalkeeper,SVK,24,37.83,540,6,6.3
Dénes Dibusz,Ferencváros,UEFA Europa Conference League,GK,Goalkeeper,HUN,33,50.88,720,8,6.36
Ederson,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,BRA,30,263.47,3415,40,6.59
Elia Caprile,Empoli,Italian Serie A,GK,Goalkeeper,ITA,22,150.3,2070,23,6.53
Emil Audero,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,IDN,27,31.82,427,5,6.36
Emiliano Martínez,Aston Villa,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,ARG,31,281.8,3825,43,6.55
Enea Koliçi,KF Ballkani Therandë,UEFA Europa Conference League,GK,Goalkeeper,ALB,37,37.25,540,6,6.21
Ersin Destanoğlu,Beşiktaş,UEFA Europa Conference League,GK,Goalkeeper,TUR,22,18.71,270,3,6.24
Etrit Berisha,Empoli,Italian Serie A,GK,Goalkeeper,ALB,34,89.22,1260,14,6.37
Fabian Bredlow,Stuttgart,German Bundesliga,GK,Goalkeeper,GER,29,27.06,360,4,6.76
Federico Ravaglia,Bologna,Italian Serie A,GK,Goalkeeper,ITA,24,38.9,535,6,6.48
Fernando,Almería,Spanish La Liga,GK,Goalkeeper,ESP,33,25.77,360,4,6.44
Fernando Muslera,Galatasaray,"UEFA Champions League, UEFA Europa League",GK,Goalkeeper,URU,37,52.63,720,8,6.58
Filip Jørgensen,Villarreal,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,DEN,22,241.65,3330,37,6.53
Filip Marshall,Aston Villa,UEFA Europa Conference League,GK,Goalkeeper,ENG,20,5.89,90,1,5.89
Filip Samurović,Čukarički,UEFA Europa Conference League,GK,Goalkeeper,SRB,20,5.82,90,1,5.82
Finn Dahmen,Augsburg,German Bundesliga,GK,Goalkeeper,GER,26,199.04,2790,31,6.42
Fran Vieites,Betis,Spanish La Liga,GK,Goalkeeper,ESP,25,27.16,315,4,6.79
Francesco Rossi,Atalanta,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,ITA,33,13.68,12,2,6.84
Franco Israel,Sporting CP,UEFA Europa League,GK,Goalkeeper,URU,23,26.06,360,4,6.52
Frederik Rønnow,Union Berlin,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,DEN,31,254.5,3510,39,6.53
Gauthier Gallon,Rennes,UEFA Europa League,GK,Goalkeeper,FRA,30,6.4,90,1,6.4
Gianluigi Donnarumma,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,ITA,25,246.24,3249,37,6.66
Giorgi Mamardashvili,Valencia,Spanish La Liga,GK,Goalkeeper,GEO,23,250.24,3284,37,6.76
Giorgos Athanasiadis,AEK Athens,UEFA Europa League,GK,Goalkeeper,GRE,30,19.64,212,3,6.55
Gregor Kobel,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,SUI,26,262.04,3445,39,6.72
Grégoire Coudert,Brest,French Ligue 1,GK,Goalkeeper,FRA,24,19.95,181,3,6.65
Guglielmo Vicario,Tottenham,English Premier League,GK,Goalkeeper,ITA,27,244.83,3420,38,6.44
Guillaume Dietsch,Metz,French Ligue 1,GK,Goalkeeper,FRA,22,6.27,73,1,6.27
Guillaume Restes,Toulouse,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,FRA,19,266.9,3780,42,6.35
Guillermo Ochoa,Salernitana,Italian Serie A,GK,Goalkeeper,MEX,38,130.1,1890,21,6.2
Heinz Lindner,Union SG,UEFA Europa Conference League,GK,Goalkeeper,AUT,33,12.81,180,2,6.4
Hendrik Van Crombrugge,Genk,UEFA Europa Conference League,GK,Goalkeeper,BEL,30,13.35,180,2,6.68
Ionuț Radu,Bournemouth,English Premier League,GK,Goalkeeper,ROU,26,11.63,180,2,5.82
Itamar Nitzan,Maccabi Haifa,UEFA Europa League,GK,Goalkeeper,ISR,36,6.33,90,1,6.33
Ivan Nevistić,Dinamo Zagreb,UEFA Europa Conference League,GK,Goalkeeper,CRO,25,44.23,630,7,6.32
Ivan Provedel,Lazio,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,30,247.55,3419,38,6.51
Ivo Grbić,Sheffield Utd,English Premier League,GK,Goalkeeper,CRO,28,56.15,771,9,6.24
Iván Cuéllar,Mallorca,Spanish La Liga,GK,Goalkeeper,ESP,39,6.65,90,1,6.65
Iván Villar,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,26,76.22,1014,12,6.35
Iñaki Peña,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,24,76.41,1080,12,6.37
Jack Butland,Rangers,UEFA Europa League,GK,Goalkeeper,ENG,31,52.15,720,8,6.52
Jacob Karlstrom,Molde,UEFA Europa League,GK,Goalkeeper,NOR,26,12.18,130,2,6.09
James Shea,Luton Town,English Premier League,GK,Goalkeeper,ENG,32,7.42,15,1,7.42
James Trafford,Burnley,English Premier League,GK,Goalkeeper,ENG,21,180.04,2520,28,6.43
Jan Oblak,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,SVN,31,317.55,4320,48,6.62
Janis Blaswich,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,33,165.99,2340,26,6.38
Jason Steele,Brighton,"English Premier League, UEFA Europa League",GK,Goalkeeper,ENG,33,138.15,1980,22,6.28
Jaume Doménech,Valencia,Spanish La Liga,GK,Goalkeeper,ESP,33,12.57,79,2,6.28
Jay Gorter,Ajax,UEFA Europa League,GK,Goalkeeper,NED,23,13.34,180,2,6.67
Jean Butez,Antwerp,UEFA Champions League,GK,Goalkeeper,FRA,28,32.63,450,5,6.53
Jean-Louis Leca,Lens,French Ligue 1,GK,Goalkeeper,FRA,38,5.36,90,1,5.36
Jens Grahl,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,35,24.82,315,4,6.2
Jeremías Ledesma,Cádiz,Spanish La Liga,GK,Goalkeeper,ARG,31,229.06,3048,34,6.74
Jesse Öst,HJK,UEFA Europa Conference League,GK,Goalkeeper,FIN,33,18.33,258,3,6.11
Jesús Owono,Alavés,Spanish La Liga,GK,Goalkeeper,EQG,23,26.67,360,4,6.67
Jindřich Staněk,"Slavia Prague, Viktoria Plzeň","UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,CZE,27,31.5,450,5,6.3
Jiří Pavlenka,Werder Bremen,German Bundesliga,GK,Goalkeeper,CZE,31,43.15,630,7,6.16
Joe Hart,Celtic,UEFA Champions League,GK,Goalkeeper,ENG,36,38.87,540,6,6.48
Jonas Omlin,Gladbach,German Bundesliga,GK,Goalkeeper,SUI,30,43.37,630,7,6.2
Jordan Pickford,Everton,English Premier League,GK,Goalkeeper,ENG,30,256.33,3420,38,6.75
Josep Martinez,Genoa,Italian Serie A,GK,Goalkeeper,ESP,25,233.52,3239,36,6.49
Josip Condric,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,CRO,30,36.0,540,6,6.0
José Sá,Wolves,English Premier League,GK,Goalkeeper,POR,31,229.49,3037,35,6.56
Juan Musso,Atalanta,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,ARG,30,150.59,2070,23,6.55
Julen Agirrezabala,Athletic Club,Spanish La Liga,GK,Goalkeeper,ESP,23,26.85,238,4,6.71
Julian Faye-Lund,Bodø/Glimt,UEFA Europa Conference League,GK,Goalkeeper,NOR,24,11.15,180,2,5.57
Justin Bijlow,Feyenoord,UEFA Champions League,GK,Goalkeeper,NED,25,26.63,360,4,6.66
Jérémy Frick,Servette FC,"UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,SUI,31,65.02,900,10,6.5
Kacper Tobiasz,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,21,36.81,540,6,6.14
Kamil Grabara,FC Copenhagen,UEFA Champions League,GK,Goalkeeper,POL,25,54.95,720,8,6.87
Kelle Roos,Aberdeen,UEFA Europa Conference League,GK,Goalkeeper,NED,31,38.64,540,6,6.44
Kepa Arrizabalaga,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,29,119.42,1558,18,6.63
Kevin Müller,Heidenheim,German Bundesliga,GK,Goalkeeper,GER,33,220.89,3060,34,6.5
Kevin Trapp,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,33,245.82,3464,39,6.3
Keylor Navas,Paris S-G,French Ligue 1,GK,Goalkeeper,CRC,37,24.06,360,4,6.02
Kjell Scherpen,Sturm Graz,UEFA Europa League,GK,Goalkeeper,NED,23,39.62,540,6,6.6
Kjetil Haug,Bodø/Glimt,UEFA Europa Conference League,GK,Goalkeeper,NOR,25,11.72,180,2,5.86
Koen Casteels,Wolfsburg,German Bundesliga,GK,Goalkeeper,BEL,31,161.78,2250,25,6.47
Kostas Tzolakis,Olympiacos,UEFA Europa Conference League,GK,Goalkeeper,GRE,21,39.84,540,6,6.64
Lapo Nava,Milan,Italian Serie A,GK,Goalkeeper,ITA,20,5.99,3,1,5.99
Lorenzo Montipò,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,28,239.32,3330,37,6.47
Loris Karius,Newcastle Utd,English Premier League,GK,Goalkeeper,GER,30,5.98,90,1,5.98
Luca Gemello,Torino,Italian Serie A,GK,Goalkeeper,ITA,23,12.3,180,2,6.15
Lucas Chevalier,Lille,"French Ligue 1, UEFA Europa Conference League",GK,Goalkeeper,FRA,22,259.83,3599,40,6.5
Luka Gugeshashvili,Qarabağ,UEFA Europa League,GK,Goalkeeper,GEO,24,5.71,6,1,5.71
Lukáš Hrádecký,Leverkusen,German Bundesliga,GK,Goalkeeper,FIN,34,214.05,2970,33,6.49
Luís Maximiano,Almería,Spanish La Liga,GK,Goalkeeper,POR,25,214.88,2970,33,6.51
Maarten Vandevoordt,Genk,UEFA Europa Conference League,GK,Goalkeeper,BEL,21,26.08,360,4,6.52
Maduka Okoye,Udinese,Italian Serie A,GK,Goalkeeper,NGA,24,134.82,1890,21,6.42
Maksym Koval,Sheriff Tiraspol,UEFA Europa League,GK,Goalkeeper,UKR,31,38.25,540,6,6.38
Manuel Neuer,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,38,210.14,2863,32,6.57
Manuel Riemann,Bochum,German Bundesliga,GK,Goalkeeper,GER,35,214.05,2970,33,6.49
Marc Martínez,Granada,Spanish La Liga,GK,Goalkeeper,ESP,34,19.61,270,3,6.54
Marc-André ter Stegen,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,GER,32,241.03,3240,36,6.7
Marcel Schuhen,Darmstadt 98,German Bundesliga,GK,Goalkeeper,GER,31,199.8,2790,31,6.45
Marcin Bułka,Nice,French Ligue 1,GK,Goalkeeper,POL,24,219.18,3060,34,6.45
Marco Bizot,Brest,French Ligue 1,GK,Goalkeeper,NED,33,212.44,2877,32,6.64
Marco Carnesecchi,Atalanta,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,ITA,23,182.43,2508,28,6.52
Marco Silvestri,Udinese,Italian Serie A,GK,Goalkeeper,ITA,32,106.49,1530,17,6.26
Marco Sportiello,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",GK,Goalkeeper,ITA,32,57.44,710,9,6.38
Mark Flekken,Brentford,English Premier League,GK,Goalkeeper,NED,30,240.24,3285,37,6.49
Mark Travers,Bournemouth,English Premier League,GK,Goalkeeper,IRL,24,26.9,360,4,6.72
Marko Dmitrović,Sevilla,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,SRB,31,111.25,1530,17,6.54
Marko Marić,Zrinjski Mostar,UEFA Europa Conference League,GK,Goalkeeper,CRO,27,36.64,540,6,6.11
Martin Dúbravka,Newcastle Utd,"English Premier League, UEFA Champions League",GK,Goalkeeper,SVK,35,155.55,2075,24,6.48
Martin Jedlička,Viktoria Plzeň,UEFA Europa Conference League,GK,Goalkeeper,CZE,26,27.76,360,4,6.94
Martin Trnovský,Slovan Bratislava,UEFA Europa Conference League,GK,Goalkeeper,SVK,23,12.39,124,2,6.2
Marvin Schwäbe,Köln,German Bundesliga,GK,Goalkeeper,GER,29,217.2,3060,34,6.39
Massamba Ndiaye,Clermont Foot,French Ligue 1,GK,Goalkeeper,SEN,22,26.33,360,4,6.58
Matej Kovar,Leverkusen,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,CZE,24,86.11,1170,13,6.62
Matevž Vidovšek,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,SVN,23,12.99,180,2,6.5
Matheus,Braga,"UEFA Champions League, UEFA Europa League",GK,Goalkeeper,BRA,31,51.84,720,8,6.48
Mathew Ryan,AZ Alkmaar,UEFA Europa Conference League,GK,Goalkeeper,AUS,31,29.86,450,5,5.97
Mathieu Gorgelin,Le Havre,French Ligue 1,GK,Goalkeeper,FRA,33,6.62,90,1,6.62
Matt Turner,Nott'ham Forest,English Premier League,GK,Goalkeeper,USA,29,111.3,1530,17,6.55
Mattia Perin,Juventus,Italian Serie A,GK,Goalkeeper,ITA,31,19.4,225,3,6.47
Matz Sels,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1",GK,Goalkeeper,BEL,32,219.61,3150,35,6.27
Mert Günok,Beşiktaş,UEFA Europa Conference League,GK,Goalkeeper,TUR,34,19.0,270,3,6.33
Michael Zetterer,Werder Bremen,German Bundesliga,GK,Goalkeeper,GER,28,179.14,2430,27,6.63
Michele Cerofolini,Frosinone,Italian Serie A,GK,Goalkeeper,ITA,25,49.53,675,8,6.19
Michele Di Gregorio,Monza,Italian Serie A,GK,Goalkeeper,ITA,26,220.53,2872,33,6.68
Mike Maignan,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",GK,Goalkeeper,FRA,28,266.15,3609,41,6.49
Milan Borjan,Slovan Bratislava,UEFA Europa Conference League,GK,Goalkeeper,CAN,36,44.94,593,7,6.42
Mile Svilar,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,SRB,24,189.34,2610,29,6.53
Moritz Nicolas,Gladbach,German Bundesliga,GK,Goalkeeper,GER,26,172.64,2430,27,6.39
Mory Diaw,Clermont Foot,French Ligue 1,GK,Goalkeeper,SEN,30,199.15,2700,30,6.64
Mykyta Turbaievskyi,Zorya Luhansk,UEFA Europa Conference League,GK,Goalkeeper,UKR,21,30.19,450,5,6.04
Nemanja Belić,Čukarički,UEFA Europa Conference League,GK,Goalkeeper,SRB,36,18.65,241,3,6.22
Nenad Filipović,Čukarički,UEFA Europa Conference League,GK,Goalkeeper,SRB,36,19.19,209,3,6.4
Neto,Bournemouth,English Premier League,GK,Goalkeeper,BRA,34,211.95,2880,32,6.62
Nick Pope,Newcastle Utd,"English Premier League, UEFA Champions League",GK,Goalkeeper,ENG,32,135.15,1795,20,6.76
Nicola Bagnolini,Bologna,Italian Serie A,GK,Goalkeeper,ITA,20,6.96,5,1,6.96
Nicola Leali,Genoa,Italian Serie A,GK,Goalkeeper,ITA,31,19.77,176,3,6.59
Niki Mäenpää,HJK,UEFA Europa Conference League,GK,Goalkeeper,FIN,38,24.83,282,4,6.21
Nikita Contini Baranovsky,Napoli,Italian Serie A,GK,Goalkeeper,ITA,27,6.45,17,1,6.45
Nikita Haikin,Bodø/Glimt,UEFA Europa Conference League,GK,Goalkeeper,RUS,28,25.36,360,4,6.34
Niklas Lomb,Leverkusen,UEFA Europa League,GK,Goalkeeper,GER,30,6.15,90,1,6.15
Nikola Simić,TSC,UEFA Europa League,GK,Goalkeeper,SRB,26,6.25,90,1,6.25
Nils Jonatan Johansson,KÍ,UEFA Europa Conference League,GK,Goalkeeper,SWE,32,38.86,540,6,6.48
Noah Atubolu,Freiburg,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,21,283.01,3960,44,6.43
Nordin Jackers,Club Brugge,UEFA Europa Conference League,GK,Goalkeeper,BEL,26,25.18,360,4,6.3
Odysseas Vlachodimos,Nott'ham Forest,English Premier League,GK,Goalkeeper,GRE,29,31.16,450,5,6.23
Oleksandr Saputin,Zorya Luhansk,UEFA Europa Conference League,GK,Goalkeeper,UKR,20,6.39,89,1,6.39
Oliver Baumann,Hoffenheim,German Bundesliga,GK,Goalkeeper,GER,33,220.65,3060,34,6.49
Oliver Christensen,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,DEN,25,49.41,720,8,6.18
Oliver Petersen,Molde,"UEFA Europa Conference League, UEFA Europa League",GK,Goalkeeper,NOR,22,56.41,770,9,6.27
Olivier Giroud,Milan,Italian Serie A,GK,Goalkeeper,FRA,37,6.65,1,1,6.65
Omri Glazer,Red Star,UEFA Champions League,GK,Goalkeeper,ISR,27,40.33,540,6,6.72
Orlando Mosquera,Maccabi Tel Aviv,UEFA Europa Conference League,GK,Goalkeeper,PAN,28,25.75,360,4,6.44
Pau López,Marseille,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,ESP,29,291.58,4108,46,6.34
Paul Nardi,Gent,UEFA Europa Conference League,GK,Goalkeeper,FRA,29,12.27,159,2,6.14
Paulo Gazzaniga,Girona,Spanish La Liga,GK,Goalkeeper,ARG,32,253.36,3420,38,6.67
Pavao Pervan,Wolfsburg,German Bundesliga,GK,Goalkeeper,AUT,36,54.8,810,9,6.09
Pepe Reina,Villarreal,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,41,57.06,810,9,6.34
Peter Abrahamsson,Häcken,UEFA Europa League,GK,Goalkeeper,SWE,35,36.14,540,6,6.02
Peter Vindahl Jensen,Sparta Prague,UEFA Europa League,GK,Goalkeeper,DEN,26,63.19,900,10,6.32
Philipp Köhn,Monaco,French Ligue 1,GK,Goalkeeper,SUI,25,140.54,1980,22,6.39
Pierluigi Gollini,Napoli,Italian Serie A,GK,Goalkeeper,ITA,28,45.0,630,7,6.43
Pietro Terracciano,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,ITA,34,270.48,3780,42,6.44
Predrag Rajković,Mallorca,Spanish La Liga,GK,Goalkeeper,SRB,28,240.13,3240,36,6.67
Péter Gulácsi,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,HUN,34,103.52,1440,16,6.47
Radosław Majecki,Monaco,French Ligue 1,GK,Goalkeeper,POL,24,80.65,1080,12,6.72
Raffaele Di Gennaro,Inter,Italian Serie A,GK,Goalkeeper,ITA,30,7.19,23,1,7.19
Raúl Fernández,Granada,Spanish La Liga,GK,Goalkeeper,ESP,35,24.66,280,4,6.16
Remi Matthews,Crystal Palace,English Premier League,GK,Goalkeeper,ENG,29,5.07,4,1,5.07
Robert Sánchez,Chelsea,English Premier League,GK,Goalkeeper,ESP,26,104.87,1433,16,6.55
Robin Olsen,Aston Villa,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,SWE,34,42.7,585,7,6.1
Robin Zentner,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,29,194.99,2700,30,6.5
Roei Mashpati,Maccabi Tel Aviv,UEFA Europa Conference League,GK,Goalkeeper,ISR,31,23.78,360,4,5.94
