Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Rúben Dias,J2,CB,Defender,Manchester City,English Premier League,90.0,6.65,26,POR
Manuel Akanji,J2,CB,Defender,Manchester City,English Premier League,90.0,6.58,28,SUI
Kyle Walker,J2,RB,Defender,Manchester City,English Premier League,90.0,6.3,33,ENG
Dan Burn,J2,LB,Defender,Newcastle Utd,English Premier League,90.0,6.79,31,ENG
Sven Botman,J2,CB,Defender,Newcastle Utd,English Premier League,90.0,6.89,23,NED
Fabian Schär,J2,CB,Defender,Newcastle Utd,English Premier League,90.0,6.85,31,SUI
Kieran Trippier,J2,RB,Defender,Newcastle Utd,English Premier League,90.0,7.28,32,ENG
Diego Carlos,J2,CB,Defender,Aston Villa,English Premier League,27.0,7.29,30,BRA
Lucas Digne,J2,LB,Defender,Aston Villa,English Premier League,90.0,7.15,30,FRA
Pau Torres,J2,CB,Defender,Aston Villa,English Premier League,90.0,6.63,26,ESP
Ezri Konsa,J2,CB,Defender,Aston Villa,English Premier League,90.0,6.37,25,ENG
Matty Cash,J2,RB,Defender,Aston Villa,English Premier League,90.0,6.73,26,POL
Ashley Young,J2,LB,Defender,Everton,English Premier League,90.0,6.71,38,ENG
James Tarkowski,J2,CB,Defender,Everton,English Premier League,90.0,6.03,30,ENG
Michael Keane,J2,CB,Defender,Everton,English Premier League,90.0,6.33,30,ENG
Nathan Patterson,J2,RB,Defender,Everton,English Premier League,90.0,6.45,21,SCO
Charalampos Lykogiannis,J11,LB,Defender,Bologna,Italian Serie A,79.0,6.58,30,GRE
Riccardo Calafiori,J11,CB,Defender,Bologna,Italian Serie A,90.0,6.87,21,ITA
Sam Beukema,J11,CB,Defender,Bologna,Italian Serie A,90.0,6.57,24,NED
Stefan Posch,J11,RB,Defender,Bologna,Italian Serie A,90.0,6.2,26,AUT
Adam Marušić,J11,LB,Defender,Lazio,Italian Serie A,47.0,5.78,31,MNE
Luca Pellegrini,J11,LB,Defender,Lazio,Italian Serie A,43.0,6.49,24,ITA
Alessio Romagnoli,J11,CB,Defender,Lazio,Italian Serie A,90.0,6.86,28,ITA
Patric,J11,CB,Defender,Lazio,Italian Serie A,90.0,5.82,30,ESP
Manuel Lazzari,J11,RB,Defender,Lazio,Italian Serie A,90.0,6.35,29,ITA
Angelo Ogbonna,J2,CB,Defender,West Ham,English Premier League,22.0,5.25,35,ITA
Emerson Palmieri,J2,LB,Defender,West Ham,English Premier League,90.0,7.07,29,ITA
Nayef Aguerd,J2,CB,Defender,West Ham,English Premier League,66.0,6.37,27,MAR
Kurt Zouma,J2,CB,Defender,West Ham,English Premier League,90.0,5.84,28,FRA
Vladimír Coufal,J2,RB,Defender,West Ham,English Premier League,90.0,6.54,30,CZE
Levi Colwill,J2,CB,Defender,Chelsea,English Premier League,90.0,6.21,20,ENG
Thiago Silva,J2,CB,Defender,Chelsea,English Premier League,90.0,7.15,38,BRA
Axel Disasi,J2,CB,Defender,Chelsea,English Premier League,90.0,7.12,25,FRA
Tyrick Mitchell,J2,LB,Defender,Crystal Palace,English Premier League,90.0,6.9,23,ENG
Marc Guéhi,J2,CB,Defender,Crystal Palace,English Premier League,90.0,7.02,23,ENG
Joachim Andersen,J2,CB,Defender,Crystal Palace,English Premier League,90.0,7.0,27,DEN
Joel Ward,J2,RB,Defender,Crystal Palace,English Premier League,82.0,6.35,33,ENG
Gabriel Magalhães,J2,CB,Defender,Arsenal,English Premier League,21.0,6.03,25,BRA
Takehiro Tomiyasu,J2,LB,Defender,Arsenal,English Premier League,66.0,6.27,24,JPN
William Saliba,J2,CB,Defender,Arsenal,English Premier League,90.0,7.0,22,FRA
Ben White,J2,CB,Defender,Arsenal,English Premier League,90.0,6.51,25,ENG
Thomas Partey,J2,RB,Defender,Arsenal,English Premier League,90.0,7.07,30,GHA
Malo Gusto,J3,RB,Defender,Chelsea,English Premier League,90.0,7.32,20,FRA
Levi Colwill,J3,LB,Defender,Chelsea,English Premier League,90.0,7.22,20,ENG
Thiago Silva,J3,CB,Defender,Chelsea,English Premier League,90.0,7.17,38,BRA
Axel Disasi,J3,CB,Defender,Chelsea,English Premier League,90.0,7.22,25,FRA
Ryan Giles,J3,LB,Defender,Luton Town,English Premier League,90.0,5.99,23,ENG
Amari'i Bell,J3,CB,Defender,Luton Town,English Premier League,90.0,6.68,29,JAM
Tom Lockyer,J3,CB,Defender,Luton Town,English Premier League,90.0,6.37,28,WAL
Reece Burke,J3,CB,Defender,Luton Town,English Premier League,76.0,5.87,26,ENG
Issa Kaboré,J3,RB,Defender,Luton Town,English Premier League,69.0,5.69,22,BFA
Milos Kerkez,J3,LB,Defender,Bournemouth,English Premier League,90.0,6.78,19,HUN
Lloyd Kelly,J3,CB,Defender,Bournemouth,English Premier League,90.0,6.38,24,ENG
Illia Zabarnyi,J3,CB,Defender,Bournemouth,English Premier League,90.0,7.25,20,UKR
Max Aarons,J3,RB,Defender,Bournemouth,English Premier League,90.0,6.66,23,ENG
Destiny Udogie,J3,LB,Defender,Tottenham,English Premier League,81.0,6.9,20,ITA
Micky van de Ven,J3,CB,Defender,Tottenham,English Premier League,90.0,7.01,22,NED
Cristian Romero,J3,CB,Defender,Tottenham,English Premier League,90.0,6.74,25,ARG
Pedro Porro,J3,RB,Defender,Tottenham,English Premier League,90.0,7.14,23,ESP
Ashley Young,J3,LB,Defender,Everton,English Premier League,90.0,6.49,38,ENG
Jarrad Branthwaite,J3,CB,Defender,Everton,English Premier League,90.0,7.02,21,ENG
James Tarkowski,J3,CB,Defender,Everton,English Premier League,90.0,7.07,30,ENG
Nathan Patterson,J3,RB,Defender,Everton,English Premier League,90.0,6.92,21,SCO
Hugo Bueno,J3,LB,Defender,Wolves,English Premier League,84.0,6.77,20,ESP
Max Kilman,J3,CB,Defender,Wolves,English Premier League,90.0,7.04,26,ENG
Craig Dawson,J3,CB,Defender,Wolves,English Premier League,90.0,6.84,33,ENG
Nélson Semedo,J3,RB,Defender,Wolves,English Premier League,90.0,7.34,29,POR
Diogo Dalot,J3,LB,Defender,Manchester Utd,English Premier League,90.0,7.33,24,POR
Lisandro Martínez,J3,CB,Defender,Manchester Utd,English Premier League,90.0,6.46,25,ARG
Raphaël Varane,J3,CB,Defender,Manchester Utd,English Premier League,45.0,6.58,30,FRA
Victor Lindelöf,J3,CB,Defender,Manchester Utd,English Premier League,45.0,6.36,29,SWE
Aaron Wan-Bissaka,J3,RB,Defender,Manchester Utd,English Premier League,90.0,7.54,25,ENG
Scott McKenna,J3,CB,Defender,Nott'ham Forest,English Premier League,56.0,6.8,26,SCO
Moussa Niakhate,J3,CB,Defender,Nott'ham Forest,English Premier League,34.0,5.88,27,SEN
Joe Worrall,J3,CB,Defender,Nott'ham Forest,English Premier League,66.0,5.52,26,ENG
Willy Boly,J3,CB,Defender,Nott'ham Forest,English Premier League,90.0,7.01,32,CIV
Rico Henry,J3,LB,Defender,Brentford,English Premier League,90.0,6.96,26,ENG
Ethan Pinnock,J3,CB,Defender,Brentford,English Premier League,90.0,6.95,30,JAM
Nathan Collins,J3,CB,Defender,Brentford,English Premier League,90.0,6.7,22,IRL
Aaron Hickey,J3,RB,Defender,Brentford,English Premier League,90.0,6.98,21,SCO
Tyrick Mitchell,J3,LB,Defender,Crystal Palace,English Premier League,90.0,6.1,23,ENG
Marc Guéhi,J3,CB,Defender,Crystal Palace,English Premier League,90.0,6.51,23,ENG
Joachim Andersen,J3,CB,Defender,Crystal Palace,English Premier League,90.0,7.46,27,DEN
Joel Ward,J3,RB,Defender,Crystal Palace,English Premier League,90.0,6.78,33,ENG
Jakub Kiwior,J3,LB,Defender,Arsenal,English Premier League,90.0,6.83,23,POL
William Saliba,J3,CB,Defender,Arsenal,English Premier League,90.0,6.82,22,FRA
Ben White,J3,CB,Defender,Arsenal,English Premier League,90.0,6.56,25,ENG
Thomas Partey,J3,RB,Defender,Arsenal,English Premier League,55.0,6.99,30,GHA
Oleksandr Zinchenko,J3,LB,Defender,Arsenal,English Premier League,35.0,6.71,26,UKR
Antonee Robinson,J3,LB,Defender,Fulham,English Premier League,90.0,7.04,26,USA
Calvin Bassey,J3,CB,Defender,Fulham,English Premier League,82.0,6.05,23,NGA
Issa Diop,J3,CB,Defender,Fulham,English Premier League,90.0,6.3,26,FRA
Kenny Tete,J3,RB,Defender,Fulham,English Premier League,90.0,6.54,27,NED
Pervis Estupiñán,J3,LB,Defender,Brighton,English Premier League,90.0,6.82,25,ECU
Lewis Dunk,J3,CB,Defender,Brighton,English Premier League,90.0,7.13,31,ENG
Adam Webster,J3,CB,Defender,Brighton,English Premier League,90.0,7.01,28,ENG
James Milner,J3,RB,Defender,Brighton,English Premier League,71.0,6.94,37,ENG
Emerson Palmieri,J3,LB,Defender,West Ham,English Premier League,90.0,6.4,29,ITA
Angelo Ogbonna,J3,CB,Defender,West Ham,English Premier League,90.0,6.2,35,ITA
Kurt Zouma,J3,CB,Defender,West Ham,English Premier League,90.0,6.64,28,FRA
Vladimír Coufal,J3,RB,Defender,West Ham,English Premier League,90.0,6.69,31,CZE
Jack Robinson,J3,CB,Defender,Sheffield Utd,English Premier League,90.0,5.9,29,ENG
John Egan,J3,CB,Defender,Sheffield Utd,English Premier League,90.0,5.67,30,IRL
Anel Ahmedhodžić,J3,CB,Defender,Sheffield Utd,English Premier League,90.0,5.83,24,BIH
Joško Gvardiol,J3,LB,Defender,Manchester City,English Premier League,90.0,6.94,21,CRO
Nathan Aké,J3,CB,Defender,Manchester City,English Premier League,90.0,6.82,28,NED
Rúben Dias,J3,CB,Defender,Manchester City,English Premier League,90.0,6.85,26,POR
Kyle Walker,J3,RB,Defender,Manchester City,English Premier League,90.0,7.0,33,ENG
Domagoj Bradarić,J11,LB,Defender,Salernitana,Italian Serie A,90.0,6.61,23,CRO
Lorenzo Pirola,J11,CB,Defender,Salernitana,Italian Serie A,90.0,6.49,21,ITA
Federico Fazio,J11,CB,Defender,Salernitana,Italian Serie A,68.0,6.29,36,ARG
Flavius Daniliuc,J11,CB,Defender,Salernitana,Italian Serie A,22.0,5.68,22,AUT
Pasquale Mazzocchi,J11,RB,Defender,Salernitana,Italian Serie A,80.0,6.43,28,ITA
Mathías Olivera,J11,LB,Defender,Napoli,Italian Serie A,90.0,7.37,26,URU
Leo Skiri Østigård,J11,CB,Defender,Napoli,Italian Serie A,90.0,6.35,23,NOR
Amir Rrahmani,J11,CB,Defender,Napoli,Italian Serie A,90.0,6.64,29,KVX
Giovanni Di Lorenzo,J11,RB,Defender,Napoli,Italian Serie A,90.0,6.65,30,ITA
Hannes Delcroix,J3,CB,Defender,Burnley,English Premier League,90.0,6.51,24,BEL
Dara O'Shea,J3,CB,Defender,Burnley,English Premier League,90.0,7.22,24,IRL
Ameen Al-Dakhil,J3,CB,Defender,Burnley,English Premier League,90.0,6.17,21,BEL
Connor Roberts,J3,RB,Defender,Burnley,English Premier League,90.0,7.02,27,WAL
Pau Torres,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.58,26,ESP
Diego Carlos,J3,CB,Defender,Aston Villa,English Premier League,90.0,7.04,30,BRA
Ezri Konsa,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.39,25,ENG
Dan Burn,J3,LB,Defender,Newcastle Utd,English Premier League,90.0,7.15,31,ENG
Sven Botman,J3,CB,Defender,Newcastle Utd,English Premier League,86.0,7.17,23,NED
Fabian Schär,J3,CB,Defender,Newcastle Utd,English Premier League,90.0,6.43,31,SUI
Kieran Trippier,J3,RB,Defender,Newcastle Utd,English Premier League,90.0,7.16,32,ENG
Joe Gomez,J3,CB,Defender,Liverpool,English Premier League,58.0,6.48,26,ENG
Andrew Robertson,J3,LB,Defender,Liverpool,English Premier League,90.0,6.76,29,SCO
Virgil van Dijk,J3,CB,Defender,Liverpool,English Premier League,27.0,6.25,32,NED
Joël Matip,J3,CB,Defender,Liverpool,English Premier League,76.0,6.35,32,CMR
Trent Alexander-Arnold,J3,RB,Defender,Liverpool,English Premier League,90.0,6.79,24,ENG
Ryan Giles,J4,LB,Defender,Luton Town,English Premier League,70.0,6.22,23,ENG
Issa Kaboré,J4,RB,Defender,Luton Town,English Premier League,20.0,6.03,22,BFA
Amari'i Bell,J4,CB,Defender,Luton Town,English Premier League,90.0,6.48,29,JAM
Mads Juel Andersen,J4,CB,Defender,Luton Town,English Premier League,90.0,6.74,25,DEN
Reece Burke,J4,CB,Defender,Luton Town,English Premier League,90.0,6.31,26,ENG
Alfie Doughty,J4,RB,Defender,Luton Town,English Premier League,77.0,6.69,23,ENG
Emerson Palmieri,J4,LB,Defender,West Ham,English Premier League,90.0,6.88,29,ITA
Nayef Aguerd,J4,CB,Defender,West Ham,English Premier League,90.0,7.04,27,MAR
Kurt Zouma,J4,CB,Defender,West Ham,English Premier League,90.0,7.46,28,FRA
Vladimír Coufal,J4,RB,Defender,West Ham,English Premier League,90.0,7.54,31,CZE
Jack Robinson,J4,CB,Defender,Sheffield Utd,English Premier League,90.0,6.94,30,ENG
John Egan,J4,CB,Defender,Sheffield Utd,English Premier League,67.0,7.07,30,IRL
Chris Basham,J4,CB,Defender,Sheffield Utd,English Premier League,23.0,6.59,35,ENG
Anel Ahmedhodžić,J4,CB,Defender,Sheffield Utd,English Premier League,90.0,7.07,24,BIH
Ashley Young,J4,LB,Defender,Everton,English Premier League,90.0,7.42,38,ENG
Jarrad Branthwaite,J4,CB,Defender,Everton,English Premier League,90.0,6.81,21,ENG
James Tarkowski,J4,CB,Defender,Everton,English Premier League,89.0,6.82,30,ENG
Nathan Patterson,J4,RB,Defender,Everton,English Premier League,90.0,7.41,21,SCO
Rico Henry,J4,LB,Defender,Brentford,English Premier League,90.0,6.68,26,ENG
Ben Mee,J4,CB,Defender,Brentford,English Premier League,80.0,6.85,33,ENG
Ethan Pinnock,J4,CB,Defender,Brentford,English Premier League,90.0,7.15,30,JAM
Aaron Hickey,J4,RB,Defender,Brentford,English Premier League,81.0,7.08,21,SCO
Milos Kerkez,J4,LB,Defender,Bournemouth,English Premier League,90.0,6.43,19,HUN
Marcos Senesi,J4,CB,Defender,Bournemouth,English Premier League,90.0,6.11,26,ARG
Illia Zabarnyi,J4,CB,Defender,Bournemouth,English Premier League,90.0,6.5,21,UKR
Max Aarons,J4,RB,Defender,Bournemouth,English Premier League,90.0,6.62,23,ENG
Nathan Aké,J4,LB,Defender,Manchester City,English Premier League,90.0,7.32,28,NED
Manuel Akanji,J4,CB,Defender,Manchester City,English Premier League,90.0,6.8,28,SUI
Rúben Dias,J4,CB,Defender,Manchester City,English Premier League,90.0,7.08,26,POR
Kyle Walker,J4,RB,Defender,Manchester City,English Premier League,90.0,7.2,33,ENG
Antonee Robinson,J4,LB,Defender,Fulham,English Premier League,90.0,6.58,26,USA
Tim Ream,J4,CB,Defender,Fulham,English Premier League,90.0,6.98,35,USA
Issa Diop,J4,CB,Defender,Fulham,English Premier League,90.0,6.38,26,FRA
Kenny Tete,J4,RB,Defender,Fulham,English Premier League,72.0,6.28,27,NED
Levi Colwill,J4,CB,Defender,Chelsea,English Premier League,90.0,6.33,20,ENG
Thiago Silva,J4,CB,Defender,Chelsea,English Premier League,90.0,7.21,38,BRA
Axel Disasi,J4,CB,Defender,Chelsea,English Premier League,90.0,6.8,25,FRA
Scott McKenna,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,5.95,26,SCO
Joe Worrall,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.29,26,ENG
Willy Boly,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,7.05,32,CIV
Hannes Delcroix,J4,CB,Defender,Burnley,English Premier League,45.0,6.44,24,BEL
Connor Roberts,J4,LB,Defender,Burnley,English Premier League,90.0,6.87,27,WAL
Jordan Beyer,J4,CB,Defender,Burnley,English Premier League,73.0,6.66,23,GER
Dara O'Shea,J4,CB,Defender,Burnley,English Premier League,90.0,7.02,24,IRL
Ameen Al-Dakhil,J4,RB,Defender,Burnley,English Premier League,90.0,6.69,21,BEL
Destiny Udogie,J4,LB,Defender,Tottenham,English Premier League,90.0,7.49,20,ITA
Micky van de Ven,J4,CB,Defender,Tottenham,English Premier League,90.0,6.81,22,NED
Cristian Romero,J4,CB,Defender,Tottenham,English Premier League,90.0,7.6,25,ARG
Pedro Porro,J4,RB,Defender,Tottenham,English Premier League,90.0,7.36,23,ESP
Pervis Estupiñán,J4,LB,Defender,Brighton,English Premier League,90.0,7.06,25,ECU
Lewis Dunk,J4,CB,Defender,Brighton,English Premier League,90.0,6.87,31,ENG
Jan Paul van Hecke,J4,CB,Defender,Brighton,English Premier League,90.0,7.18,23,NED
Joël Veltman,J4,RB,Defender,Brighton,English Premier League,90.0,5.97,31,NED
Matt Targett,J4,LB,Defender,Newcastle Utd,English Premier League,73.0,6.57,27,ENG
Dan Burn,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,6.08,31,ENG
Fabian Schär,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,7.04,31,SUI
Kieran Trippier,J4,RB,Defender,Newcastle Utd,English Premier League,90.0,7.13,32,ENG
Tyrick Mitchell,J4,LB,Defender,Crystal Palace,English Premier League,90.0,6.45,24,ENG
Marc Guéhi,J4,CB,Defender,Crystal Palace,English Premier League,90.0,6.44,23,ENG
Joachim Andersen,J4,CB,Defender,Crystal Palace,English Premier League,90.0,7.06,27,DEN
Joel Ward,J4,RB,Defender,Crystal Palace,English Premier League,90.0,6.75,33,ENG
Rayan Aït-Nouri,J4,LB,Defender,Wolves,English Premier League,81.0,6.84,22,ALG
Max Kilman,J4,CB,Defender,Wolves,English Premier League,90.0,6.78,26,ENG
Craig Dawson,J4,CB,Defender,Wolves,English Premier League,90.0,7.03,33,ENG
Nélson Semedo,J4,RB,Defender,Wolves,English Premier League,90.0,7.31,29,POR
Sead Kolašinac,J11,CB,Defender,Atalanta,Italian Serie A,54.0,5.34,30,BIH
Mario Pašalić,J11,CB,Defender,Atalanta,Italian Serie A,36.0,6.06,28,CRO
Berat Djimsiti,J11,CB,Defender,Atalanta,Italian Serie A,90.0,6.38,30,ALB
Giorgio Scalvini,J11,CB,Defender,Atalanta,Italian Serie A,61.0,6.23,19,ITA
Rafael Tolói,J11,CB,Defender,Atalanta,Italian Serie A,28.0,5.6,33,ITA
Francesco Acerbi,J11,CB,Defender,Inter,Italian Serie A,90.0,6.02,35,ITA
Stefan de Vrij,J11,CB,Defender,Inter,Italian Serie A,90.0,5.82,31,NED
Benjamin Pavard,J11,CB,Defender,Inter,Italian Serie A,32.0,6.18,27,FRA
Matteo Darmian,J11,CB,Defender,Inter,Italian Serie A,58.0,5.89,33,ITA
Andrew Robertson,J4,LB,Defender,Liverpool,English Premier League,90.0,7.24,29,SCO
Joe Gomez,J4,CB,Defender,Liverpool,English Premier League,90.0,7.11,26,ENG
Joël Matip,J4,CB,Defender,Liverpool,English Premier League,90.0,6.99,32,CMR
Trent Alexander-Arnold,J4,RB,Defender,Liverpool,English Premier League,70.0,7.08,24,ENG
Jarell Quansah,J4,CB,Defender,Liverpool,English Premier League,20.0,6.46,20,ENG
Matty Cash,J4,RB,Defender,Aston Villa,English Premier League,90.0,6.45,26,POL
Lucas Digne,J4,LB,Defender,Aston Villa,English Premier League,90.0,6.9,30,FRA
Pau Torres,J4,CB,Defender,Aston Villa,English Premier League,90.0,6.3,26,ESP
