Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Abdón Prats,Mallorca,Spanish La Liga,AM,Forward,ESP,31,215.54,1270,34,6.34
Abdülkerim Bardakcı,Galatasaray,"UEFA Champions League, UEFA Europa League",CB,Defender,TUR,29,58.19,666,8,7.27
Abel Ruiz,Braga,"UEFA Champions League, UEFA Europa League",AM,Forward,ESP,24,54.5,423,8,6.81
Ablie Jallow,Metz,French Ligue 1,AM,Forward,GAM,25,108.31,918,17,6.37
Abner,Betis,"Spanish La Liga, UEFA Europa League",LB,Defender,BRA,23,185.46,1798,28,6.62
Abou Lô,Metz,French Ligue 1,CB,Defender,SEN,24,35.29,197,6,5.88
Aboubacar Ali,Strasbourg,French Ligue 1,AM,Forward,COM,18,50.86,130,9,5.65
Abzal Beisebekov,Astana FK,UEFA Europa Conference League,CB,Defender,KAZ,31,27.87,324,5,5.57
Achraf Dari,Brest,French Ligue 1,CB,Defender,MAR,24,24.23,121,4,6.06
Achraf Hakimi,Paris S-G,"French Ligue 1, UEFA Champions League",RB,Defender,MAR,25,255.4,2913,36,7.09
Adam Gnezda Čerin,Panathinaikos,UEFA Europa League,DM,Midfielder,SVN,24,39.27,358,6,6.54
Adam Hložek,Leverkusen,"German Bundesliga, UEFA Europa League",AM,Forward,CZE,21,200.44,904,32,6.26
Adam Karabec,Sparta Prague,UEFA Europa League,AM,Forward,CZE,20,38.05,207,6,6.34
Adam Lallana,Brighton,"English Premier League, UEFA Europa League",AM,Forward,ENG,36,175.44,919,27,6.5
Adam Marušić,Lazio,"Italian Serie A, UEFA Champions League",LB,Defender,MNE,31,287.96,3614,44,6.54
Adam Masina,"Torino, Udinese",Italian Serie A,CB,Defender,MAR,30,124.1,1088,20,6.2
Adam Obert,Cagliari,Italian Serie A,CB,Defender,SVK,21,104.89,941,17,6.17
Adam Ounas,Lille,"French Ligue 1, UEFA Europa Conference League",RW,Forward,ALG,27,125.18,571,20,6.26
Adam Smith,Bournemouth,English Premier League,RB,Defender,ENG,33,184.71,2150,28,6.6
Adam Sørensen,Bodø/Glimt,UEFA Europa Conference League,LB,Defender,DEN,23,16.96,76,3,5.65
Adam Vlkanova,Viktoria Plzeň,UEFA Europa Conference League,AM,Forward,CZE,29,23.51,149,4,5.88
Adam Webster,Brighton,"English Premier League, UEFA Europa League",CB,Defender,ENG,29,108.81,1150,16,6.8
Adam Wharton,Crystal Palace,English Premier League,CM,Midfielder,ENG,19,110.24,1297,16,6.89
Adama Bojang,Reims,French Ligue 1,AM,Forward,GAM,19,54.93,83,9,6.1
Adama Traoré,"Ferencváros, Fulham","English Premier League, UEFA Europa Conference League",LW,Forward,ESP,28,122.38,503,19,6.44
Adame Faiz,Lille,UEFA Europa Conference League,AM,Forward,FRA,18,5.66,8,1,5.66
Adamo Nagalo,Nordsjælland,UEFA Europa Conference League,CB,Defender,BFA,21,37.36,445,6,6.23
Adel Mahamoud,Nantes,French Ligue 1,AM,Forward,COM,20,6.15,10,1,6.15
Ademola Lookman,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,NGA,26,286.3,2611,42,6.82
Admir Bristrić,Olimpija,UEFA Europa Conference League,AM,Forward,BIH,20,30.48,312,5,6.1
Adnan Januzaj,Sevilla,Spanish La Liga,LB,Defender,BEL,29,50.21,193,8,6.28
Adnan Kovačević,Raków,UEFA Europa League,CB,Defender,BIH,30,32.47,417,5,6.49
Adri Bosch,Granada,Spanish La Liga,CB,Defender,ESP,22,6.38,26,1,6.38
Adri Embarba,Almería,Spanish La Liga,LW,Forward,ESP,32,240.54,2476,36,6.68
Adrian Beck,Heidenheim,German Bundesliga,AM,Forward,GER,26,141.4,974,23,6.15
Adrian Grbić,Lorient,French Ligue 1,AM,Forward,AUT,27,6.17,31,1,6.17
Adrian Zeljković,Spartak Trnava,UEFA Europa Conference League,CM,Midfielder,SVN,21,36.3,521,6,6.05
Adrien Lebeau,Brest,French Ligue 1,AM,Forward,FRA,24,41.73,54,7,5.96
Adrien Rabiot,Juventus,Italian Serie A,CM,Midfielder,FRA,29,202.95,2651,31,6.55
Adrien Tameze,Torino,Italian Serie A,CB,Defender,CMR,30,180.32,2146,29,6.22
Adrien Thomasson,Lens,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,30,225.81,1417,34,6.64
Adrien Truffert,Rennes,"French Ligue 1, UEFA Europa League",LB,Defender,FRA,22,244.94,2707,38,6.45
Adrià Altimira,Villarreal,"Spanish La Liga, UEFA Europa League",RB,Defender,ESP,22,100.37,1058,15,6.69
Adrià Pedrosa,Sevilla,"Spanish La Liga, UEFA Champions League",LB,Defender,ESP,26,232.49,2080,35,6.64
Adrián Marín,Braga,UEFA Champions League,LB,Defender,ESP,26,13.38,23,2,6.69
Adryelson,Lyon,French Ligue 1,CB,Defender,BRA,25,10.97,6,2,5.48
Adson,Nantes,French Ligue 1,AM,Forward,BRA,23,51.98,238,8,6.5
Adu Ares,Athletic Club,Spanish La Liga,RW,Forward,ESP,22,74.07,265,12,6.17
Agustín Doffo,Olimpija,UEFA Europa Conference League,CM,Midfielder,ARG,28,31.52,434,5,6.3
Agustín Martegani,Salernitana,Italian Serie A,CM,Midfielder,ARG,23,112.01,731,18,6.22
Ahmed Touba,Lecce,Italian Serie A,CB,Defender,ALG,25,36.45,277,6,6.08
Ahmet Muhamedbegovic,Olimpija,UEFA Europa Conference League,CB,Defender,AUT,25,37.21,540,6,6.2
Ahmetcan Kaplan,Ajax,UEFA Europa Conference League,CB,Defender,TUR,21,12.12,128,2,6.06
Aiham Ousou,"Cádiz, Häcken","Spanish La Liga, UEFA Europa League",CB,Defender,SYR,24,68.93,865,11,6.27
Aihen Muñoz,Real Sociedad,"Spanish La Liga, UEFA Champions League",LB,Defender,ESP,26,188.58,1601,27,6.98
Aimar Oroz,Osasuna,Spanish La Liga,CM,Midfielder,ESP,22,222.76,2339,33,6.75
Aingeru Olabarrieta,Athletic Club,Spanish La Liga,RW,Forward,ESP,18,6.28,9,1,6.28
Ainsley Maitland-Niles,Lyon,French Ligue 1,DM,Defender,ENG,26,151.23,1432,23,6.58
Aitor Cantalapiedra,Panathinaikos,UEFA Europa League,LW,Forward,ESP,27,32.16,230,5,6.43
Aitor Paredes,Athletic Club,Spanish La Liga,CB,Defender,ESP,24,218.03,2704,34,6.41
Aitor Ruibal,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RB,Defender,ESP,28,167.81,1540,25,6.71
Akim Zedadka,Lille,UEFA Europa Conference League,RB,Defender,ALG,28,6.68,90,1,6.68
Akor Adams,Montpellier,French Ligue 1,AM,Forward,NGA,24,201.67,2252,32,6.3
Alan Matturro,Genoa,Italian Serie A,AM,Defender,URU,19,33.37,106,6,5.56
Alan Varela,Porto,UEFA Champions League,CM,Midfielder,ARG,22,57.89,705,8,7.24
Alan Virginius,"Clermont Foot, Lille","French Ligue 1, UEFA Europa Conference League",AM,Forward,FRA,21,116.27,1090,19,6.12
Alassane Pléa,Gladbach,German Bundesliga,AM,Forward,FRA,31,181.63,1913,27,6.73
Albert Grønbaek,Bodø/Glimt,UEFA Europa Conference League,LM,Midfielder,DEN,22,50.65,668,8,6.33
Albert Guðmundsson,Genoa,Italian Serie A,AM,Forward,ISL,26,234.91,3016,35,6.71
Albert Sambi Lokonga,Luton Town,English Premier League,CM,Midfielder,BEL,24,115.33,1303,17,6.78
Alberto Cerri,Empoli,Italian Serie A,AM,Forward,ITA,28,72.02,545,12,6.0
Alberto Dadie,Real Sociedad,Spanish La Liga,RM,Midfielder,ESP,21,6.27,28,1,6.27
Alberto Dossena,Cagliari,Italian Serie A,CB,Defender,ITA,25,220.75,2977,35,6.31
Alberto Grassi,Empoli,Italian Serie A,CM,Midfielder,ITA,29,170.47,1807,27,6.31
Alberto Marí,Valencia,Spanish La Liga,AM,Forward,ESP,22,101.56,276,16,6.35
Alberto Moleiro,Las Palmas,Spanish La Liga,LW,Forward,ESP,20,189.6,1803,28,6.77
Alberto Moreno,Villarreal,"Spanish La Liga, UEFA Europa League",LB,Defender,ESP,31,200.38,1764,31,6.46
Alberto Perea,Granada,Spanish La Liga,AM,Forward,ESP,32,13.09,2,2,6.54
Alberto Risco,Getafe,Spanish La Liga,AM,Midfielder,ESP,18,25.26,137,4,6.32
Alberto Soro,Granada,Spanish La Liga,LM,Midfielder,ESP,24,5.89,8,1,5.89
Albian Hajdari,Lugano,UEFA Europa Conference League,LB,Defender,SUI,20,25.4,328,4,6.35
Albin Berisha,KF Ballkani Therandë,UEFA Europa Conference League,AM,Forward,KVX,22,34.9,400,6,5.82
Aldin Hrvanović,Zrinjski Mostar,UEFA Europa Conference League,LW,Forward,BIH,25,31.96,236,6,5.33
Aleix García,Girona,Spanish La Liga,DM,Midfielder,ESP,26,258.92,3199,37,7.0
Alejandro Artunduaga,Sheriff Tiraspol,UEFA Europa League,LB,Defender,COL,26,37.36,496,6,6.23
Alejandro Balde,Barcelona,"Spanish La Liga, UEFA Champions League",LB,Defender,ESP,20,160.43,1709,24,6.68
Alejandro Garnacho,Manchester Utd,"English Premier League, UEFA Champions League",LW,Forward,ARG,19,286.86,2866,42,6.83
Alejandro Jiménez,Milan,Italian Serie A,LB,Defender,ESP,18,18.36,68,3,6.12
Alejandro Pozo Pozo,Almería,Spanish La Liga,RB,Defender,ESP,25,137.76,976,21,6.56
Alejo Véliz,"Sevilla, Tottenham","English Premier League, Spanish La Liga",AM,Forward,ARG,20,84.89,85,14,6.06
Aleksa Amanović,Astana FK,UEFA Europa Conference League,CB,Defender,MKD,27,23.22,360,4,5.8
Aleksa Janković,Čukarički,UEFA Europa Conference League,RW,Forward,SRB,23,11.59,58,2,5.8
Aleksa Terzić,RB Salzburg,UEFA Champions League,LB,Defender,SRB,24,14.25,180,2,7.12
Aleksandar Borković,Sturm Graz,UEFA Europa League,CB,Defender,AUT,24,6.12,71,1,6.12
Aleksandar Dragović,Red Star,UEFA Champions League,CB,Defender,AUT,32,43.32,540,6,7.22
Aleksandar Katai,Red Star,UEFA Champions League,CM,Midfielder,SRB,32,32.26,79,5,6.45
Aleksandar Mitrović,Fulham,English Premier League,AM,Forward,SRB,28,6.96,33,1,6.96
Aleksandar Pavlovic,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,GER,20,147.69,1434,22,6.71
Aleksandar Pešić,Ferencváros,UEFA Europa Conference League,AM,Forward,SRB,31,42.85,334,7,6.12
Aleksandar Radovanović,Almería,Spanish La Liga,CB,Defender,SRB,30,56.59,569,9,6.29
Aleksandar Sedlar,Alavés,Spanish La Liga,CB,Defender,SRB,31,69.97,946,11,6.36
Aleksandar Ćirković,TSC,UEFA Europa League,AM,Forward,SRB,22,30.74,223,5,6.15
Aleksandar Čavrić,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,SRB,29,39.01,468,6,6.5
Aleksandr Golovin,Monaco,French Ligue 1,AM,Forward,RUS,27,170.94,2147,25,6.84
Aleksandr Kokorin,Aris Limassol FC,UEFA Europa League,AM,Forward,RUS,32,32.77,288,5,6.55
Aleksandr Marochkin,Astana FK,UEFA Europa Conference League,CB,Defender,KAZ,33,30.13,450,5,6.03
Aleksei Isayev,Qarabağ,UEFA Europa League,AM,Forward,AZE,28,11.68,6,2,5.84
Aleksei Miranchuk,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,RUS,28,244.68,1588,37,6.61
Aleksi Paananen,HJK,UEFA Europa Conference League,CM,Midfielder,FIN,30,11.99,26,2,6.0
Alessandro Bastoni,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,25,233.45,2768,35,6.67
Alessandro Buongiorno,Torino,Italian Serie A,CB,Defender,ITA,24,180.48,2527,29,6.22
Alessandro Deiola,Cagliari,Italian Serie A,CM,Midfielder,ITA,28,165.51,1608,27,6.13
Alessandro Dellavalle,Torino,Italian Serie A,CB,Defender,ITA,20,6.33,15,1,6.33
Alessandro Di Pardo,Cagliari,Italian Serie A,RB,Midfielder,ITA,24,89.89,359,15,5.99
Alessandro Florenzi,Milan,"Italian Serie A, UEFA Champions League, UEFA Europa League",LB,Defender,ITA,33,255.9,2114,39,6.56
Alessandro Vogliacco,Genoa,Italian Serie A,CB,Defender,ITA,25,121.97,1169,20,6.1
Alessandro Zanoli,"Napoli, Salernitana","Italian Serie A, UEFA Champions League",WB,Defender,ITA,23,135.11,977,22,6.14
Alessio Castro-Montes,Union SG,"UEFA Europa Conference League, UEFA Europa League",WB,Midfielder,BEL,26,64.64,825,10,6.46
Alessio Romagnoli,Lazio,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,29,229.25,2951,35,6.55
Alessio Zerbin,"Monza, Napoli",Italian Serie A,LW,Forward,ITA,25,125.44,834,20,6.27
Alex Baena,Villarreal,"Spanish La Liga, UEFA Europa League",LM,Midfielder,ESP,22,292.68,2991,42,6.97
Alex Iwobi,"Everton, Fulham",English Premier League,AM,Forward,NGA,28,220.84,2332,32,6.9
Alex Král,Union Berlin,"German Bundesliga, UEFA Champions League",CM,Midfielder,CZE,25,190.4,1621,30,6.35
Alex Matos,Chelsea,English Premier League,AM,Forward,ENG,18,5.84,1,1,5.84
Alex Moucketou,Aris Limassol FC,UEFA Europa League,CB,Defender,GAB,23,37.41,366,6,6.24
Alex Murphy,Newcastle Utd,English Premier League,LB,Defender,IRL,19,12.52,13,2,6.26
Alex Oxlade-Chamberlain,Beşiktaş,UEFA Europa Conference League,AM,Midfielder,ENG,30,36.31,386,6,6.05
Alex Sandro,Juventus,Italian Serie A,CB,Defender,BRA,33,99.49,721,16,6.22
Alex Scott,Bournemouth,English Premier League,AM,Midfielder,ENG,20,152.76,1014,23,6.64
Alex Sola,"Alavés, Real Sociedad",Spanish La Liga,RW,Forward,ESP,24,200.55,1292,31,6.47
Alexander Bah,Benfica,"UEFA Champions League, UEFA Europa League",RB,Defender,DEN,26,63.24,696,9,7.03
Alexander Djiku,Fenerbahçe,UEFA Europa Conference League,CB,Defender,GHA,29,45.5,585,7,6.5
Alexander Isak,Newcastle Utd,"English Premier League, UEFA Champions League",AM,Forward,SWE,24,242.53,2567,35,6.93
Alexander Prass,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",LM,Midfielder,AUT,22,58.33,723,9,6.48
Alexander Sigurðarson,Breiðablik,UEFA Europa Conference League,CM,Midfielder,ISL,27,24.74,235,4,6.18
Alexander Sørloth,Villarreal,"Spanish La Liga, UEFA Europa League",AM,Forward,NOR,28,266.31,2855,39,6.83
Alexandre Lacazette,Lyon,French Ligue 1,AM,Forward,FRA,32,190.29,2293,29,6.56
Alexandre Penetra,AZ Alkmaar,UEFA Europa Conference League,CB,Defender,POR,22,31.68,363,5,6.34
Alexis Antunes,Servette FC,"UEFA Europa Conference League, UEFA Europa League",AM,Midfielder,SUI,23,56.07,475,9,6.23
Alexis Blin,Lecce,Italian Serie A,CB,Midfielder,FRA,27,191.84,1642,31,6.19
Alexis Claude-Maurice,Nice,French Ligue 1,LM,Midfielder,FRA,25,111.22,504,18,6.18
Alexis Mac Allister,Liverpool,"English Premier League, UEFA Europa League",CM,Midfielder,ARG,25,276.57,3008,39,7.09
Alexis Saelemaekers,Bologna,Italian Serie A,LW,Forward,BEL,24,195.0,1887,30,6.5
Alexis Sánchez,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,CHI,35,208.18,1098,31,6.72
Alexsandro Ribeiro,Lille,"French Ligue 1, UEFA Europa Conference League",CB,Defender,BRA,24,241.42,2695,38,6.35
Alfie Doughty,Luton Town,English Premier League,WB,Midfielder,ENG,24,256.52,2925,37,6.93
Alfie Gilchrist,Chelsea,English Premier League,RB,Defender,ENG,20,69.02,207,11,6.27
Alfonso Espino,Rayo Vallecano,Spanish La Liga,LB,Defender,URU,32,210.64,2507,31,6.79
Alfonso Pedraza,Villarreal,"Spanish La Liga, UEFA Europa League",LB,Defender,ESP,28,150.07,1287,23,6.52
Alfred Duncan,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,GHA,31,227.46,2230,36,6.32
Alhassan Yusuf,Antwerp,UEFA Champions League,DM,Midfielder,NGA,23,43.02,380,6,7.17
Ali Mohamed,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,NIG,28,56.5,485,9,6.28
Ali Youssef,Häcken,UEFA Europa League,AM,Forward,TUN,23,18.58,93,3,6.19
Alidu Seidu,"Clermont Foot, Rennes","French Ligue 1, UEFA Europa League",CB,Defender,GHA,23,171.89,1782,27,6.37
Alieu Fadera,Genk,UEFA Europa Conference League,LW,Forward,GAM,22,24.47,142,4,6.12
Aliou Badara Baldé,Nice,French Ligue 1,RW,Forward,GUI,21,42.04,69,7,6.01
Alireza Jahanbakhsh,Feyenoord,"UEFA Champions League, UEFA Europa League",CM,Forward,IRN,30,34.73,75,5,6.95
Alistair Johnston,Celtic,UEFA Champions League,RB,Defender,CAN,25,45.87,540,6,7.64
Aljaž Krefl,Olimpija,UEFA Europa Conference League,LB,Defender,SVN,29,18.35,130,3,6.12
Aljoscha Kemlein,Union Berlin,"German Bundesliga, UEFA Champions League",CM,Midfielder,GER,19,18.29,37,3,6.1
Allan Arigoni,Lugano,UEFA Europa Conference League,LB,Defender,SUI,25,34.7,427,6,5.78
Almir Kryeziu,KF Ballkani Therandë,UEFA Europa Conference League,AM,Forward,KVX,25,25.37,267,4,6.34
Almoatasem Al Musrati,Braga,UEFA Champions League,DM,Midfielder,LBY,27,36.93,309,5,7.39
Alois Confais,Le Havre,French Ligue 1,AM,Forward,FRA,27,10.95,7,2,5.48
Alphadjo Cissè,Hellas Verona,Italian Serie A,LW,Forward,ITA,17,5.22,8,1,5.22
Alphonso Davies,Bayern Munich,"German Bundesliga, UEFA Champions League",LB,Defender,CAN,23,271.29,2771,39,6.96
Amad Diallo,Manchester Utd,English Premier League,RW,Forward,CIV,21,59.88,390,9,6.65
Amadou Dante,Sturm Graz,UEFA Europa League,LB,Defender,MLI,23,26.94,275,4,6.74
Amadou Diallo,Newcastle Utd,English Premier League,RM,Midfielder,ENG,20,5.95,1,1,5.95
Amadou Haidara,RB Leipzig,"German Bundesliga, UEFA Champions League",DM,Midfielder,MLI,26,172.17,1792,26,6.62
Amadou Koné,Reims,French Ligue 1,CM,Midfielder,MLI,19,98.75,475,16,6.17
Amadou Onana,Everton,English Premier League,CM,Midfielder,BEL,22,201.94,2091,30,6.73
Amady Camara,Sturm Graz,UEFA Europa Conference League,AM,Forward,MLI,18,24.95,87,4,6.24
Amahl Pellegrino,Bodø/Glimt,UEFA Europa Conference League,LW,Forward,NOR,33,37.9,514,6,6.32
Amankwah Forson,RB Salzburg,UEFA Champions League,LW,Forward,GHA,20,27.81,68,4,6.95
Amar Dedić,RB Salzburg,UEFA Champions League,RB,Defender,BIH,21,44.38,540,6,7.4
Amari'i Bell,Luton Town,English Premier League,CB,Defender,JAM,29,135.97,1720,21,6.47
Amath,Mallorca,Spanish La Liga,AM,Midfielder,SEN,27,95.9,394,15,6.39
Ameen Al-Dakhil,Burnley,English Premier League,CB,Defender,BEL,21,84.77,1056,13,6.52
Amin Sarr,"Lyon, Wolfsburg","French Ligue 1, German Bundesliga",AM,Forward,SWE,23,102.46,484,17,6.03
Amine Adli,Leverkusen,"German Bundesliga, UEFA Europa League",AM,Forward,MAR,24,239.25,1877,36,6.65
Amine Gouiri,Rennes,"French Ligue 1, UEFA Europa League",AM,Forward,ALG,24,250.51,2394,38,6.59
Amine Harit,Marseille,"French Ligue 1, UEFA Europa League",AM,Midfielder,MAR,26,279.2,2983,42,6.65
Amine Messoussa,Lille,UEFA Europa Conference League,AM,Forward,FRA,18,5.65,64,1,5.65
Amine Salama,Reims,French Ligue 1,AM,Forward,FRA,23,67.05,313,11,6.1
Amine Talal,Sheriff Tiraspol,UEFA Europa League,CM,Midfielder,MAR,27,38.65,539,6,6.44
Amir Hadžiahmetović,Beşiktaş,UEFA Europa Conference League,DM,Midfielder,BIH,26,37.91,477,6,6.32
Amir Richardson,Reims,French Ligue 1,CM,Midfielder,MAR,22,178.66,1352,28,6.38
Amir Rrahmani,Napoli,"Italian Serie A, UEFA Champions League",CB,Defender,KVX,30,246.8,3152,37,6.67
Amor Layouni,Häcken,UEFA Europa League,LW,Forward,TUN,31,32.0,421,5,6.4
Amos Pieper,Werder Bremen,German Bundesliga,CB,Defender,GER,26,45.17,590,7,6.45
Amourrichio Van Axel Dongen,Ajax,UEFA Europa League,RW,Forward,NED,19,5.7,7,1,5.7
Anan Khalaili,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",RW,Forward,ISR,19,55.8,545,9,6.2
Anass Salah-Eddine,Ajax,UEFA Europa League,AM,Forward,NED,21,5.63,1,1,5.63
Anass Zaroury,Burnley,English Premier League,AM,Forward,MAR,23,37.54,152,6,6.26
Anastasios Douvikas,Celta Vigo,Spanish La Liga,AM,Forward,GRE,24,204.68,905,32,6.4
Ander Barrenetxea,Real Sociedad,"Spanish La Liga, UEFA Champions League",LW,Forward,ESP,22,243.48,1824,36,6.76
Ander Guevara,Alavés,Spanish La Liga,DM,Midfielder,ESP,26,246.64,2932,37,6.67
Ander Herrera,Athletic Club,Spanish La Liga,DM,Midfielder,ESP,34,157.04,1030,23,6.83
Anders Hagelskjær,Molde,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,DEN,27,51.41,720,8,6.43
Anderson Esiti,Ferencváros,UEFA Europa Conference League,DM,Midfielder,NGA,29,11.35,91,2,5.68
Andi Zeqiri,Genk,UEFA Europa Conference League,AM,Forward,SUI,24,30.12,280,5,6.02
Andoni Gorosabel,Alavés,Spanish La Liga,RB,Defender,ESP,27,238.75,2854,36,6.63
Andraž Šporar,Panathinaikos,UEFA Europa League,AM,Forward,SVN,29,35.79,137,6,5.96
Andre Brooks,Sheffield Utd,English Premier League,AM,Forward,ENG,20,123.21,938,20,6.16
Andre-Frank Zambo Anguissa,Napoli,"Italian Serie A, UEFA Champions League",RM,Midfielder,CMR,28,282.35,3413,41,6.89
Andrea Belotti,"Fiorentina, Roma","Italian Serie A, UEFA Europa Conference League, UEFA Europa League",AM,Forward,ITA,30,264.42,2376,42,6.3
Andrea Cambiaso,Juventus,Italian Serie A,WB,Midfielder,ITA,24,215.51,2372,34,6.34
Andrea Carboni,Monza,Italian Serie A,CB,Defender,ITA,23,135.17,1487,21,6.44
Andrea Colpani,Monza,Italian Serie A,AM,Forward,ITA,25,249.49,2657,38,6.57
Andrea Ferraris,Monza,Italian Serie A,AM,Forward,ITA,21,6.06,10,1,6.06
Andrea Petagna,Cagliari,Italian Serie A,AM,Forward,ITA,28,112.94,995,18,6.27
Andrea Pinamonti,Sassuolo,Italian Serie A,AM,Forward,ITA,25,238.76,3076,38,6.28
Andrea Sodero,Empoli,Italian Serie A,LM,Midfielder,ITA,19,5.45,5,1,5.45
Andreas Christensen,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,DEN,28,248.86,2418,37,6.73
Andreas Cornelius,FC Copenhagen,UEFA Champions League,AM,Forward,DEN,30,19.94,82,3,6.65
Andreas Hanche-Olsen,Mainz 05,German Bundesliga,CB,Defender,NOR,27,89.54,992,15,5.97
Andreas Müller,Darmstadt 98,German Bundesliga,CM,Midfielder,GER,23,66.48,349,11,6.04
Andreas Ntoi,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,GRE,21,30.69,459,5,6.14
Andreas Pereira,Fulham,English Premier League,AM,Forward,BRA,28,251.13,2613,37,6.79
Andreas Schjelderup,Nordsjælland,UEFA Europa Conference League,LW,Forward,NOR,19,38.25,366,6,6.38
Andreas Skov Olsen,Club Brugge,UEFA Europa Conference League,CM,Forward,DEN,24,46.04,459,7,6.58
Andreas Ulmer,RB Salzburg,UEFA Champions League,LB,Defender,AUT,38,20.63,218,3,6.88
Andrei Ratiu,Rayo Vallecano,Spanish La Liga,RB,Defender,ROU,25,77.48,630,12,6.46
Andrej Ilic,Lille,French Ligue 1,AM,Forward,SRB,24,10.65,9,2,5.32
Andrej Kramarić,Hoffenheim,German Bundesliga,AM,Forward,CRO,32,201.59,2199,30,6.72
Andrej Đurić,Spartak Trnava,UEFA Europa Conference League,CB,Defender,MNE,20,22.42,260,4,5.6
Andres Dumitrescu,Slavia Prague,UEFA Europa League,WB,Midfielder,ROU,22,31.74,330,5,6.35
Andres Sfait,Salernitana,Italian Serie A,CM,Midfielder,ROU,19,12.13,23,2,6.06
Andrew Hjulsager,Gent,UEFA Europa Conference League,WB,Midfielder,DEN,28,25.67,130,4,6.42
Andrew Omobamidele,Nott'ham Forest,English Premier League,CB,Defender,IRL,21,67.61,783,11,6.15
Andrew Robertson,Liverpool,"English Premier League, UEFA Europa League",LB,Defender,SCO,30,189.04,1996,27,7.0
Andrey Santos,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1",CM,Midfielder,BRA,20,77.17,839,12,6.43
