Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Pablo Durán,ESP,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,24,721,1,75,41,35,29,58,49
Pablo Fornals,ESP,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,29,1129,1,81,80,79,70,49,68
Pablo Garcia,ESP,Betis,"Spanish La Liga, UEFA Europa League",RW,Forward,19,240,1,37,40,45,79,80,49
Pablo Ibáñez,ESP,Alavés,Spanish La Liga,CM,Midfielder,27,658,1,38,63,53,70,57,57
Pablo Maffeo,ESP,Mallorca,Spanish La Liga,RB,Defender,28,660,1,80,62,49,52,75,65
Pablo Martínez,ESP,Levante,Spanish La Liga,CM,Midfielder,27,525,1,44,77,41,36,47,47
Pablo Marí,ESP,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,32,801,1,36,43,40,37,57,46
Pablo Marín,ESP,Real Sociedad,Spanish La Liga,CM,Midfielder,22,542,1,38,53,25,50,27,36
Pablo Pagis,FRA,Lorient,French Ligue 1,AM,Forward,22,498,1,82,56,62,59,58,65
Pablo Rodríguez,ESP,Lech Poznań,UEFA Europa Conference League,AM,Forward,24,149,1,36,63,48,39,61,48
Pablo Rosario,DOM,"Nice, Porto","French Ligue 1, UEFA Europa League",CB,Defender,28,388,1,44,79,70,60,54,59
Pablo Torre,ESP,Mallorca,Spanish La Liga,AM,Forward,22,540,1,35,52,83,65,50,55
Paddy Barrett,IRL,Shelbourne FC,UEFA Europa Conference League,CB,Defender,32,360,1,35,24,24,17,29,26
Panagiotis Retsos,GRE,Olympiacos,UEFA Champions League,CB,Defender,27,355,1,46,45,47,38,58,49
Panayiotis Andreou,CYP,AC Omonia,UEFA Europa Conference League,DM,Midfielder,19,90,1,40,17,13,4,16,16
Panos Katseris,GRE,Lorient,French Ligue 1,RM,Midfielder,24,130,1,42,72,58,74,56,60
Pantelis Hatzidiakos,GRE,FC Copenhagen,UEFA Champions League,CB,Defender,28,322,1,44,25,26,17,30,28
Papa Daniel,NGA,NK Celje,UEFA Europa Conference League,CM,Midfielder,23,53,1,40,34,70,58,27,44
Pape Cabral,FRA,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,18,112,1,43,50,37,62,75,57
Pape Gueye,SEN,Villarreal,"Spanish La Liga, UEFA Champions League",CM,Midfielder,26,1018,1,84,73,69,71,60,69
Pape Matar Sarr,SEN,Tottenham,"English Premier League, UEFA Champions League",DM,Midfielder,23,830,1,80,56,46,48,55,55
Paris Brunner,GER,Monaco,French Ligue 1,AM,Forward,19,84,1,37,52,33,50,65,45
Pascal Groß,GER,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,34,532,1,36,83,82,86,39,62
Pascal Stenzel,GER,Stuttgart,German Bundesliga,WB,Midfielder,29,61,1,42,26,48,67,37,44
Pascal Struijk,NED,Leeds United,English Premier League,CB,Defender,26,729,1,38,38,62,47,31,42
Pathé Ciss,SEN,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",CB,Midfielder,31,1033,1,31,46,72,49,74,59
Pathé Mboup,SEN,Brest,French Ligue 1,LW,Forward,22,421,1,29,55,46,45,82,46
Patric,ESP,Lazio,Italian Serie A,DM,Midfielder,32,6,1,40,17,32,36,13,26
Patrice Čović,CRO,Werder Bremen,German Bundesliga,DM,Midfielder,18,204,1,29,42,57,68,52,52
Patrick Berg,NOR,Bodø/Glimt,UEFA Champions League,CM,Midfielder,27,360,1,48,53,78,67,55,61
Patrick Cutrone,ITA,Parma,Italian Serie A,AM,Forward,27,680,1,43,28,29,30,34,33
Patrick Dorgu,DEN,Manchester Utd,English Premier League,WB,Midfielder,21,627,1,33,68,33,64,73,57
Patrick Mainka,GER,Heidenheim,German Bundesliga,CB,Defender,31,900,1,39,48,34,22,54,41
Patrick Osterhage,GER,Freiburg,"German Bundesliga, UEFA Europa League",DM,Midfielder,25,547,1,74,38,32,34,48,44
Patrick Roberts,ENG,Sunderland,English Premier League,RM,Midfielder,28,28,1,52,72,56,89,10,49
Patrick Wimmer,AUT,Wolfsburg,German Bundesliga,LW,Forward,24,444,1,28,56,50,50,75,47
Patrik Hrošovský,SVK,Genk,UEFA Europa League,AM,Forward,33,308,1,29,54,71,38,45,46
Patrik Schick,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,29,673,1,75,40,30,16,42,44
Patrik Vydra,CZE,Sparta Prague,UEFA Europa Conference League,CM,Midfielder,22,77,1,27,24,40,59,44,41
Patrizio Masini,ITA,Genoa,Italian Serie A,DM,Midfielder,24,836,1,32,31,43,41,87,54
Patryk Makuch,POL,Raków,UEFA Europa Conference League,AM,Forward,26,120,1,42,35,29,25,39,34
Pau Cubarsí,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,18,939,1,36,50,73,74,58,61
Pau Navarro,ESP,Villarreal,Spanish La Liga,RB,Defender,20,237,1,60,37,54,47,63,56
Pau Torres,ESP,Aston Villa,"English Premier League, UEFA Europa League",CB,Defender,28,931,1,36,55,59,62,39,48
Pau Victor,ESP,Braga,UEFA Europa League,AM,Forward,23,129,1,42,74,48,58,58,56
Paul Nebel,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,23,866,1,42,61,69,68,61,58
Paul Wanner,GER,PSV Eindhoven,UEFA Champions League,AM,Midfielder,19,44,1,51,84,53,77,20,51
Paulius Golubickas,LTU,KuPS,UEFA Europa Conference League,RM,Forward,26,78,1,34,40,62,64,50,47
Paulo Bernardo,POR,Celtic,UEFA Europa League,DM,Midfielder,23,83,1,40,20,56,21,30,33
Paulo Dybala,ARG,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,31,539,1,53,88,83,75,39,72
Paulo Ricardo,BRA,KuPS,UEFA Europa Conference League,CB,Defender,31,99,1,44,30,49,61,37,45
Pavel Kadeřábek,CZE,Sparta Prague,UEFA Europa Conference League,RM,Midfielder,33,164,1,40,35,31,43,55,43
Pavel Šulc,CZE,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,24,710,1,55,60,54,43,59,54
Paweł Wszołek,POL,Legia Warsaw,UEFA Europa Conference League,RB,Defender,33,180,1,45,64,42,54,44,47
Pedri,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,22,1092,1,80,87,87,96,64,80
Pedrinho,BRA,"Ludogorets, Shakhtar","UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,27,324,1,31,56,70,66,62,59
Pedro,ESP,Lazio,Italian Serie A,RW,Forward,38,337,1,38,71,79,67,50,61
Pedro Bicalho,BRA,Qarabağ,UEFA Champions League,DM,Midfielder,24,325,1,41,20,36,24,59,40
Pedro Bigas,ESP,Elche,Spanish La Liga,CB,Defender,35,841,1,44,40,70,64,64,61
Pedro Bravo,COL,Midtjylland,UEFA Europa League,CM,Midfielder,20,249,1,40,36,33,30,84,51
Pedro Chirivella,ESP,Panathinaikos,UEFA Europa League,DM,Midfielder,28,194,1,42,47,62,38,65,54
Pedro Díaz,ESP,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",AM,Midfielder,27,864,1,47,61,57,55,36,49
Pedro Fernandez,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,17,106,1,34,59,75,46,35,51
Pedro Gonçalves,POR,Sporting CP,UEFA Champions League,LW,Forward,27,276,1,25,69,68,78,33,55
Pedro Henrique,BRA,Shakhtar,UEFA Europa Conference League,LB,Defender,23,90,1,99,46,52,83,70,71
Pedro Neto,POR,Chelsea,"English Premier League, UEFA Champions League",RW,Forward,25,987,1,62,75,61,79,44,68
Pedro Porro,ESP,Tottenham,"English Premier League, UEFA Champions League",RB,Defender,26,1224,1,41,85,74,78,47,60
Pedro Rodrigues,POR,Pafos FC,UEFA Champions League,CM,Midfielder,28,335,1,31,43,49,21,30,34
Peer Koopmeiners,NED,AZ Alkmaar,UEFA Europa Conference League,CB,Midfielder,25,259,1,36,42,57,37,75,54
Pelayo Fernandez,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,22,45,1,56,30,52,43,29,40
Pep Chavarría,ESP,Rayo Vallecano,Spanish La Liga,LB,Defender,27,1012,1,83,84,67,77,63,71
Pepê,BRA,Porto,UEFA Europa League,RW,Forward,28,218,1,41,69,82,71,56,63
Peque,ESP,Sevilla,Spanish La Liga,AM,Forward,23,267,1,67,59,72,74,40,65
Pere Milla,ESP,Espanyol,Spanish La Liga,AM,Forward,33,680,1,82,60,63,50,75,66
Pere Pons,ESP,AÉK Lárnaka,UEFA Europa Conference League,CM,Midfielder,32,233,1,27,31,43,39,36,36
Pervis Estupiñán,ECU,Milan,Italian Serie A,WB,Midfielder,27,440,1,46,59,56,50,41,49
Petar Mamić,CRO,Zrinjski Mostar,UEFA Europa Conference League,LB,Defender,29,180,1,67,51,60,51,49,54
Petar Ratkov,SRB,RB Salzburg,UEFA Europa League,AM,Forward,22,220,1,25,40,40,29,54,34
Petar Stanic,SRB,Ludogorets,UEFA Europa League,LM,Midfielder,24,332,1,87,64,50,48,35,51
Petar Stojanović,SVN,Legia Warsaw,UEFA Europa Conference League,LW,Forward,30,155,1,28,45,54,28,45,39
Petar Sucic,CRO,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,22,692,1,63,80,72,72,40,61
Peter Olayinka,NGA,Red Star,UEFA Europa League,LW,Forward,29,11,1,34,43,29,62,58,42
Petros Ioannou,CYP,AÉK Lárnaka,UEFA Europa Conference League,CB,Defender,26,1,1,44,21,53,48,5,29
Petros Mantalos,GRE,AEK Athens,UEFA Europa Conference League,AM,Midfielder,34,200,1,29,89,87,93,54,70
Petteri Pennanen,FIN,KuPS,UEFA Europa Conference League,LM,Midfielder,35,241,1,45,36,57,71,23,44
Phil Foden,ENG,Manchester City,"English Premier League, UEFA Champions League",CM,Midfielder,25,982,1,88,87,67,80,33,64
Philip Billing,DEN,Midtjylland,UEFA Europa League,CM,Midfielder,29,334,1,84,59,48,35,70,59
Philip Otele,NGA,Basel,UEFA Europa League,LW,Forward,26,193,1,77,67,73,72,34,70
Philipp Lienhart,AUT,Freiburg,"German Bundesliga, UEFA Europa League",CB,Defender,29,972,1,31,55,66,73,48,55
Philipp Sander,GER,Gladbach,German Bundesliga,CB,Midfielder,27,661,1,81,37,54,57,81,65
Philipp Treu,GER,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,24,640,1,37,57,39,39,54,46
Philippe Koffi,CIV,Ħamrun Spartans FC,UEFA Europa Conference League,AM,Forward,23,247,1,34,36,25,35,57,35
Phillip Tietz,GER,Augsburg,German Bundesliga,AM,Forward,28,176,1,82,39,56,50,30,56
Phillipp Mwene,AUT,Mainz 05,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,31,939,1,29,53,41,41,34,39
Pico,CPV,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CB,Defender,33,270,1,44,30,17,14,42,31
Piero Hincapié,ECU,"Arsenal, Leverkusen","English Premier League, German Bundesliga, UEFA Champions League",CB,Defender,23,191,1,42,42,59,71,56,57
Pierre Højbjerg,DEN,Marseille,"French Ligue 1, UEFA Champions League",DM,Midfielder,30,1241,1,57,64,79,74,49,63
Pierre Kalulu,FRA,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,25,1350,1,41,79,74,75,34,54
Pierre Lees-Melou,FRA,"Brest, Paris FC",French Ligue 1,CM,Midfielder,32,993,1,77,63,64,50,69,64
Pierre-Emerick Aubameyang,GAB,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,36,979,1,61,64,51,35,36,54
Pierre-Yves Hamel,FRA,Paris FC,French Ligue 1,AM,Forward,31,78,1,34,17,16,4,41,21
Pierrick Capelle,FRA,Angers,French Ligue 1,CM,Midfielder,38,54,1,40,71,48,45,53,51
Pietro Comuzzo,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,20,490,1,30,28,35,38,65,46
Piotr Parzyszek,POL,KuPS,UEFA Europa Conference League,AM,Forward,32,199,1,85,31,30,13,30,43
Piotr Zieliński,POL,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,31,467,1,81,69,75,68,31,59
Pol Lirola,ESP,Marseille,French Ligue 1,RM,Midfielder,28,34,1,40,47,50,63,54,52
Pol Lozano,ESP,Espanyol,Spanish La Liga,DM,Midfielder,26,907,1,70,44,55,28,34,43
Polat Yaldır,TUR,Samsunspor,UEFA Europa Conference League,LM,Midfielder,22,20,1,40,56,14,29,16,27
Pontus Almqvist,SWE,Parma,Italian Serie A,WB,Midfielder,26,350,1,31,64,31,46,55,46
Pontus Dahbo,SWE,Häcken,UEFA Europa Conference League,CM,Forward,20,152,1,34,25,48,33,72,36
Pontus Jansson,SWE,Malmö,UEFA Europa League,CB,Defender,34,285,1,38,44,35,50,54,47
Portu,ESP,Girona,Spanish La Liga,AM,Forward,33,475,1,32,29,30,22,39,29
Prince Adu Kwabena,GHA,Viktoria Plzeň,UEFA Europa League,AM,Forward,22,198,1,80,53,43,74,71,64
Promise David,CAN,Union SG,UEFA Champions League,AM,Forward,24,202,1,54,56,33,13,36,43
Prosper Peter,NGA,Angers,French Ligue 1,AM,Forward,18,550,1,73,43,37,19,41,46
Przemysław Frankowski,POL,Rennes,French Ligue 1,WB,Midfielder,30,523,1,50,65,59,64,56,59
Péter Baráth,HUN,Raków,UEFA Europa Conference League,CM,Midfielder,23,124,1,46,46,32,64,67,54
Quentin Merlin,FRA,Rennes,French Ligue 1,WB,Midfielder,23,893,1,36,71,61,73,45,56
Quentin Ndjantou Mbitcha,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,18,255,1,41,68,58,84,26,52
Quilindschy Hartman,NED,Burnley,English Premier League,LB,Defender,23,978,1,47,64,44,32,55,48
Quinten Timber,NED,Feyenoord,UEFA Europa League,DM,Midfielder,24,135,1,40,54,53,44,72,56
Rabby Nzingoula,FRA,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,19,58,1,39,51,61,71,75,54
Rachid Ghezzal,ALG,Lyon,"French Ligue 1, UEFA Europa League",RW,Forward,33,166,1,38,50,49,66,64,50
Raddy Ovouka,CGO,KF Drita,UEFA Europa Conference League,CB,Defender,25,270,1,48,60,43,65,67,59
Rade Krunić,BIH,Red Star,UEFA Europa League,DM,Midfielder,32,170,1,33,30,47,42,80,53
Radim Breite,CZE,Sigma Olomouc,UEFA Europa Conference League,DM,Midfielder,36,109,1,33,19,22,6,48,29
Radovan Pankov,SRB,Legia Warsaw,UEFA Europa Conference League,CB,Defender,30,180,1,35,43,75,68,60,60
Rafa Marín,ESP,Villarreal,"Spanish La Liga, UEFA Champions League",CB,Defender,23,900,1,81,34,52,46,58,56
Rafa Mir,ESP,Elche,Spanish La Liga,AM,Forward,28,857,1,79,37,46,41,39,52
Rafael Compri,BRA,Ħamrun Spartans FC,UEFA Europa Conference League,RB,Defender,29,250,1,44,62,41,50,59,52
Rafael Gonçalves,POR,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CM,Midfielder,20,451,1,38,46,66,57,57,55
Rafael Leão,POR,Milan,Italian Serie A,AM,Forward,26,452,1,81,77,56,68,38,71
Rafał Augustyniak,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,31,270,1,97,53,64,48,53,60
Rafik Belghali,ALG,Hellas Verona,Italian Serie A,WB,Midfielder,23,756,1,36,68,42,48,44,47
Rafik Messali,FRA,Toulouse,French Ligue 1,RM,Midfielder,22,28,1,40,17,14,17,79,40
Rafiu Durosinmi,NGA,Viktoria Plzeň,UEFA Europa League,AM,Forward,22,328,1,73,47,47,35,61,53
Ragnar Ache,GER,Köln,German Bundesliga,AM,Forward,27,344,1,42,49,41,24,52,41
Rahim Bonkano,NIG,Oviedo,Spanish La Liga,LB,Defender,23,760,1,44,63,45,58,58,54
Rahim Ibrahim,GHA,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,24,227,1,80,41,49,35,39,46
Ramon Hendriks,NED,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,24,630,1,45,59,72,70,48,58
Ramy Bensebaini,ALG,Dortmund,"German Bundesliga, UEFA Champions League",CB,Defender,30,1095,1,80,68,79,82,58,71
Ramón Martínez,ESP,Sevilla,Spanish La Liga,CB,Defender,22,101,1,44,21,39,42,19,31
Ramón Terrats,ESP,Espanyol,Spanish La Liga,AM,Midfielder,25,124,1,26,42,33,38,72,47
Randal Kolo Muani,FRA,Tottenham,"English Premier League, UEFA Champions League",AM,Forward,26,296,1,24,54,33,30,63,38
Randy Nteka,ANG,Rayo Vallecano,Spanish La Liga,AM,Forward,27,36,1,43,37,34,56,80,44
Rani Khedira,GER,Union Berlin,German Bundesliga,CM,Midfielder,31,882,1,71,29,27,15,67,44
Ransford Königsdörffer,GHA,Hamburger SV,German Bundesliga,AM,Forward,24,680,1,43,44,38,29,30,39
Raoul Bellanova,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,25,897,1,39,53,52,69,33,47
Raphael Le Guen,FRA,Brest,French Ligue 1,CB,Defender,18,5,1,44,21,20,32,5,20
Raphael Onyedika,NGA,Club Brugge,UEFA Champions League,DM,Midfielder,24,163,1,84,36,57,27,58,52
Raphaël Guerreiro,POR,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Defender,31,352,1,94,94,74,82,51,70
Raphinha,BRA,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,28,471,1,80,88,76,86,46,81
Rasmus Højlund,DEN,Napoli,"Italian Serie A, UEFA Champions League",AM,Forward,22,759,1,70,42,33,24,25,44
Rasmus Kristensen,DEN,Eint Frankfurt,"German Bundesliga, UEFA Champions League",RB,Defender,28,676,1,93,77,73,81,73,78
Rasmus Nicolaisen,DEN,Toulouse,French Ligue 1,CB,Defender,28,863,1,44,43,38,21,47,39
Rassoul Ndiaye,SEN,Le Havre,French Ligue 1,CM,Midfielder,23,747,1,89,42,36,36,45,47
Raul Florucz,AUT,Union SG,UEFA Champions League,AM,Forward,24,30,1,42,53,30,12,53,38
Rav van den Berg,NED,Köln,German Bundesliga,CB,Defender,21,160,1,44,24,32,20,26,28
Rayan Aït-Nouri,ALG,Manchester City,"English Premier League, UEFA Champions League",LB,Defender,24,208,1,53,67,58,73,76,68
Rayan Cherki,FRA,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,22,233,1,89,88,82,91,68,87
Rayan Fofana,FRA,Lens,French Ligue 1,AM,Forward,19,426,1,56,45,24,36,52,43
Rayan Philippe,FRA,Hamburger SV,German Bundesliga,RW,Forward,25,644,1,80,61,42,42,66,60
Rayan Raveloson,MAD,Young Boys,UEFA Europa League,CM,Midfielder,28,274,1,86,40,55,28,45,48
Rayane Bounida,BEL,Ajax,UEFA Champions League,LW,Forward,19,20,1,42,62,63,67,13,54
Raz Shlomo,ISR,Maccabi Tel Aviv,UEFA Europa League,CB,Defender,26,298,1,48,38,55,40,34,42
Raúl,ESP,Osasuna,Spanish La Liga,AM,Forward,25,451,1,47,51,38,44,68,47
Raúl Albiol,ESP,Pisa,Italian Serie A,CB,Defender,40,135,1,44,37,75,45,36,47
Raúl Asencio,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,22,601,1,43,44,68,46,33,45
Raúl Jiménez,MEX,Fulham,English Premier League,AM,Forward,34,454,1,51,51,39,23,62,45
Raúl Moro,ESP,Ajax,UEFA Champions League,LW,Forward,22,112,1,21,59,52,69,21,46
Reda Belahyane,MAR,Lazio,Italian Serie A,LM,Midfielder,21,154,1,40,83,54,38,69,58
Reda Khadra,GER,Le Havre,French Ligue 1,AM,Forward,24,160,1,46,65,44,74,57,57
Reece James,ENG,Chelsea,"English Premier League, UEFA Champions League",RB,Defender,25,876,1,90,84,82,79,66,76
Reggie Walsh,ENG,Chelsea,UEFA Champions League,DM,Midfielder,17,25,1,40,50,75,94,38,58
Reinildo Mandava,MOZ,Sunderland,English Premier League,LB,Defender,31,662,1,37,44,49,61,56,52
Reiss Nelson,ENG,Brentford,English Premier League,LW,Forward,25,17,1,42,50,71,97,65,61
Remo Freuler,SUI,Bologna,"Italian Serie A, UEFA Europa League",DM,Midfielder,33,954,1,41,40,63,46,66,55
Renato Sanches,POR,Panathinaikos,UEFA Europa League,DM,Midfielder,28,76,1,48,63,51,70,59,59
Renato Veiga,POR,Villarreal,"Spanish La Liga, UEFA Champions League",CB,Defender,22,1155,1,79,40,51,58,29,47
Reo Hatate,JPN,Celtic,UEFA Europa League,LM,Midfielder,27,203,1,65,55,74,83,36,59
Reshat Ramadani,MKD,Shkëndija 79,UEFA Europa Conference League,DM,Midfielder,22,270,1,40,36,49,58,72,56
Riad Bajić,BIH,AÉK Lárnaka,UEFA Europa Conference League,AM,Forward,31,221,1,92,34,31,13,49,48
Ricardinho,BRA,Qaırat Almaty,UEFA Champions League,AM,Forward,24,42,1,34,64,38,31,62,45
Ricardo Horta,POR,Braga,UEFA Europa League,AM,Forward,31,304,1,64,75,75,57,56,67
Ricardo Pepi,USA,PSV Eindhoven,UEFA Champions League,AM,Forward,22,113,1,96,51,45,23,22,57
Ricardo Rodríguez,SUI,Betis,"Spanish La Liga, UEFA Europa League",LB,Defender,33,663,1,39,53,49,65,34,45
Riccardo Calafiori,ITA,Arsenal,"English Premier League, UEFA Champions League",LB,Defender,23,946,1,55,69,47,61,52,54
Riccardo Orsolini,ITA,Bologna,"Italian Serie A, UEFA Europa League",RW,Forward,28,929,1,83,61,48,46,49,62
Riccardo Sottil,ITA,Lecce,Italian Serie A,LW,Forward,26,259,1,69,52,47,75,28,59
Richard Ríos,COL,Benfica,UEFA Champions League,DM,Midfielder,25,334,1,41,50,67,58,51,54
Richarlison,BRA,Tottenham,"English Premier League, UEFA Champions League",AM,Forward,28,889,1,65,43,31,18,55,44
Richonell Margaret,SUR,Go Ahead Eag,UEFA Europa League,LM,Forward,25,265,1,35,34,36,60,72,41
Rick van Drongelen,NED,Samsunspor,UEFA Europa Conference League,CB,Defender,26,270,1,33,42,43,35,54,44
Rico Henry,ENG,Brentford,English Premier League,LB,Defender,28,194,1,35,66,29,61,62,52
Rico Lewis,ENG,Manchester City,"English Premier League, UEFA Champions League",RB,Defender,20,257,1,30,91,77,67,33,52
Ridle Baku,GER,RB Leipzig,German Bundesliga,RB,Defender,27,884,1,43,85,77,83,70,71
Rio Cardines,TRI,Crystal Palace,UEFA Europa Conference League,RM,Midfielder,19,3,1,28,56,13,41,51,39
Rio Ngumoha,ENG,Liverpool,"English Premier League, UEFA Champions League",LW,Forward,17,49,1,89,72,51,81,41,73
Risto Radunović,MNE,FCSB,UEFA Europa League,LB,Defender,33,225,1,49,50,51,29,62,51
Ritsu Doan,JPN,Eint Frankfurt,"German Bundesliga, UEFA Champions League",RW,Forward,27,1029,1,64,74,62,62,61,66
Riyad Idrissi,ITA,Cagliari,Italian Serie A,LB,Defender,20,241,1,88,61,45,59,57,59
Ro-Zangelo Daal,NED,AZ Alkmaar,UEFA Europa Conference League,LM,Forward,21,43,1,58,50,81,49,72,59
Rob Schoofs,BEL,Union SG,UEFA Champions League,AM,Midfielder,31,69,1,28,21,32,9,20,21
Robbin Weijenberg,NED,Go Ahead Eag,UEFA Europa League,CB,Defender,20,9,1,44,36,53,70,72,62
Robert,BRA,FC Copenhagen,UEFA Champions League,LM,Midfielder,20,72,1,99,54,31,39,72,58
Robert Andrich,GER,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,31,718,1,42,35,52,56,61,52
Robert Glatzel,GER,Hamburger SV,German Bundesliga,AM,Forward,31,78,1,41,39,57,48,41,44
Robert Gumny,POL,Lech Poznań,UEFA Europa Conference League,LW,Defender,27,54,1,44,68,57,77,17,44
Robert Lewandowski,POL,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,37,575,1,89,42,28,24,30,49
Robert Ljubicic,AUT,AEK Athens,UEFA Europa Conference League,DM,Midfielder,26,23,1,40,59,62,44,60,54
Robert Skov,DEN,Union Berlin,German Bundesliga,LB,Defender,29,220,1,49,69,34,49,64,53
Roberto Férnandez,ESP,Espanyol,Spanish La Liga,AM,Forward,23,850,1,50,46,33,17,40,39
Roberto Gagliardini,ITA,Hellas Verona,Italian Serie A,CM,Midfielder,31,572,1,71,29,50,39,77,57
Roberto Navarro,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",LW,Forward,23,676,1,68,60,54,76,66,64
Roberto Pereyra,ARG,AEK Athens,UEFA Europa Conference League,LB,Defender,34,1,1,44,21,34,65,5,29
Roberto Piccoli,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,24,632,1,51,57,32,29,49,45
Robin Fellhauer,GER,Augsburg,German Bundesliga,CM,Midfielder,27,766,1,76,48,39,27,64,51
Robin Gosens,GER,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,31,782,1,43,44,34,31,43,39
Robin Hack,GER,Gladbach,German Bundesliga,LW,Forward,27,239,1,37,65,83,73,51,61
Robin Hranáč,CZE,Hoffenheim,German Bundesliga,CB,Defender,25,865,1,30,29,39,26,42,36
Robin Koch,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CB,Defender,29,1249,1,85,42,67,52,40,54
Robin Le Normand,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,28,1181,1,80,26,45,37,43,46
Robinio Vaz,FRA,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,18,323,1,87,63,37,38,60,61
Rocco Reitz,GER,Gladbach,German Bundesliga,CM,Midfielder,23,823,1,45,64,59,66,75,65
Rodinei,BRA,Olympiacos,UEFA Champions League,RB,Defender,33,150,1,44,75,75,72,27,51
Rodri,ESP,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,29,412,1,49,51,83,80,56,65
Rodrigo Bentancur,URU,Tottenham,"English Premier League, UEFA Champions League",DM,Midfielder,28,978,1,68,53,51,34,65,55
Rodrigo Gomes,POR,Wolves,English Premier League,LW,Midfielder,22,331,1,79,55,28,66,56,55
Rodrigo Huescas,MEX,FC Copenhagen,UEFA Champions League,RB,Defender,22,104,1,67,73,35,61,66,59
Rodrigo Mendoza,ESP,Elche,Spanish La Liga,CM,Midfielder,20,544,1,79,71,62,76,34,59
Rodrigo Mora,POR,Porto,UEFA Europa League,LM,Midfielder,18,122,1,60,73,38,46,62,55
Rodrigo Muniz,BRA,Fulham,English Premier League,AM,Forward,24,351,1,62,37,29,13,42,39
Rodrigo Riquelme,ESP,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,25,574,1,34,69,72,85,62,62
Rodrigo Zalazar,URU,Braga,UEFA Europa League,AM,Forward,26,239,1,87,68,76,83,75,78
Rodrigão,BRA,Red Star,UEFA Europa League,CB,Defender,30,90,1,44,21,39,48,71,53
Rodrygo,BRA,Real Madrid,"Spanish La Liga, UEFA Champions League",LW,Forward,24,365,1,45,94,78,97,69,76
Roland Sallai,HUN,Galatasaray,UEFA Champions League,RB,Defender,28,289,1,50,53,40,57,42,46
Rolando Mandragora,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CM,Midfielder,28,899,1,84,49,45,26,55,50
Romain Del Castillo,FRA,Brest,French Ligue 1,RW,Forward,29,928,1,57,75,67,71,76,68
Romain Esse,ENG,Crystal Palace,"English Premier League, UEFA Europa Conference League",CM,Forward,20,29,1,34,39,59,46,47,43
Romain Perraud,FRA,Lille,"French Ligue 1, UEFA Europa League",LB,Defender,28,820,1,95,77,79,81,53,71
Roman Yaremchuk,UKR,Olympiacos,UEFA Champions League,AM,Forward,29,13,1,34,16,21,18,13,22
