Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
John Mellberg,SWE,RB Salzburg,UEFA Champions League,LB,Defender,18,45,1,46,19,90,45
John O'Sullivan,IRL,Shamrock Rov,UEFA Europa Conference League,CM,Midfielder,19,4,1,27,29,36,12
John Souttar,SCO,Rangers,UEFA Europa League,CB,Defender,28,778,1,32,21,26,48
John Stones,ENG,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,30,821,1,90,71,61,31
John Tolkin,USA,Holstein Kiel,German Bundesliga,WB,Midfielder,22,737,1,40,63,28,56
John Yeboah,ECU,Venezia,Italian Serie A,AM,Forward,24,1191,1,46,60,74,46
Johnny Cardoso,USA,Betis,"Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,23,3023,1,63,41,42,69
Johnny Kenny,IRL,Shamrock Rov,UEFA Europa Conference League,AM,Forward,21,472,1,80,29,45,52
Jon Aramburu,VEN,Real Sociedad,"Spanish La Liga, UEFA Europa League",RB,Defender,22,2973,1,67,64,57,62
Jon Balda,ESP,Real Sociedad,UEFA Europa League,LB,Defender,22,23,1,31,24,29,49
Jon Gorenc Stanković,SVN,Sturm Graz,UEFA Champions League,DM,Midfielder,29,364,1,28,17,16,73
Jon Guridi,ESP,Alavés,Spanish La Liga,AM,Forward,30,2080,1,38,43,31,66
Jon Magunazelaia,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",LM,Midfielder,23,40,1,49,75,88,72
Jon Martin,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",CB,Defender,19,1129,1,33,48,21,69
Jon Moncayola,ESP,Osasuna,Spanish La Liga,CM,Midfielder,27,2099,1,44,69,42,55
Jon Pacheco,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",CB,Defender,24,1144,1,62,41,38,48
Jon Rowe,ENG,Marseille,French Ligue 1,AM,Forward,22,807,1,72,81,79,56
Jonah Kusi-Asare,SWE,Bayern Munich,German Bundesliga,AM,Forward,17,3,1,26,19,6,36
Jonas Auer,AUT,Rapid Wien,UEFA Europa Conference League,LB,Defender,24,658,1,57,84,94,66
Jonas Föhrenbach,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",LB,Defender,29,1974,1,48,71,65,36
Jonas Harder,ITA,Fiorentina,UEFA Europa Conference League,CM,Midfielder,19,15,1,27,13,6,12
Jonas Hofmann,GER,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,32,488,1,75,72,54,29
Jonas Lietaert,BEL,Cercle Brugge,UEFA Europa Conference League,CB,Defender,20,91,1,27,24,13,60
Jonas Martin,FRA,Brest,"French Ligue 1, UEFA Champions League",CM,Midfielder,35,577,1,64,50,46,56
Jonas Rouhi,SWE,Juventus,"Italian Serie A, UEFA Champions League",LB,Defender,21,211,1,32,28,57,14
Jonas Svensson,NOR,Beşiktaş,UEFA Europa League,RB,Defender,31,683,1,43,54,38,67
Jonas Wind,DEN,Wolfsburg,German Bundesliga,AM,Forward,26,1966,1,67,75,28,53
Jonathan Bamba,CIV,Celta Vigo,Spanish La Liga,LW,Forward,28,811,1,36,70,71,52
Jonathan Burkardt,GER,Mainz 05,German Bundesliga,AM,Forward,24,2109,1,78,50,43,31
Jonathan Clauss,FRA,Nice,"French Ligue 1, UEFA Europa League",WB,Midfielder,32,2673,1,76,87,74,66
Jonathan David,CAN,Lille,"French Ligue 1, UEFA Champions League",AM,Forward,25,3301,1,74,57,43,30
Jonathan Gradit,FRA,Lens,French Ligue 1,CB,Defender,32,2112,1,42,59,43,57
Jonathan Ikone,FRA,"Como, Fiorentina","Italian Serie A, UEFA Europa Conference League",RW,Forward,27,1329,1,74,54,86,51
Jonathan Silva,ARG,Pafos FC,UEFA Europa Conference League,LB,Defender,30,567,1,94,77,69,60
Jonathan Tah,GER,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,29,3870,1,71,55,41,54
Jonny Castro,ESP,PAOK,UEFA Europa League,RB,Defender,30,785,1,45,58,67,56
Jonny Evans,NIR,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,37,418,1,39,29,44,62
Joona Toivio,FIN,HJK,UEFA Europa Conference League,CB,Defender,36,259,1,23,34,14,60
Jordan Amavi,FRA,Brest,"French Ligue 1, UEFA Champions League",LB,Defender,30,873,1,55,58,79,62
Jordan Ayew,GHA,"Crystal Palace, Leicester City",English Premier League,AM,Forward,33,1510,1,50,39,49,56
Jordan Ferri,FRA,Montpellier,French Ligue 1,CM,Midfielder,33,1773,1,41,57,48,50
Jordan Henderson,ENG,Ajax,UEFA Europa League,CM,Midfielder,34,665,1,42,83,36,74
Jordan James,WAL,Rennes,French Ligue 1,CM,Midfielder,20,1178,1,44,72,52,62
Jordan Larsson,SWE,FC Copenhagen,UEFA Europa Conference League,AM,Forward,27,193,1,50,31,44,47
Jordan Lefort,FRA,Angers,French Ligue 1,CB,Defender,31,3060,1,37,51,29,49
Jordan Lotomba,SUI,"Feyenoord, Nice","French Ligue 1, UEFA Champions League",LM,Defender,26,315,1,46,28,73,36
Jordan Majchrzak,POL,Legia Warsaw,UEFA Europa Conference League,AM,Forward,20,6,1,23,13,51,38
Jordan Marshall,ENG,The New Saints,UEFA Europa Conference League,CB,Defender,28,60,1,18,17,9,57
Jordan McEneff,IRL,Larne FC,UEFA Europa Conference League,LM,Midfielder,23,304,1,31,30,36,46
Jordan Pefok,USA,"Reims, Union Berlin","French Ligue 1, German Bundesliga",AM,Forward,29,1288,1,33,35,20,61
Jordan Teze,NED,Monaco,"French Ligue 1, UEFA Champions League",RB,Defender,25,636,1,72,80,81,52
Jordan Torunarigha,GER,Gent,UEFA Europa Conference League,CB,Defender,27,464,1,38,56,55,70
Jordan Veretout,FRA,Lyon,"French Ligue 1, UEFA Europa League",DM,Midfielder,32,2046,1,64,56,62,47
Jordan Williams,ENG,The New Saints,UEFA Europa Conference League,LM,Midfielder,32,337,1,79,64,58,53
Jordan Zemura,ZIM,Udinese,Italian Serie A,WB,Midfielder,25,1370,1,60,55,63,36
Jordi Merlín,ECU,Olimpija,UEFA Europa Conference League,LB,Defender,25,25,1,38,27,89,40
Jordi Quintillà,ESP,St. Gallen,UEFA Europa Conference League,DM,Midfielder,31,285,1,49,43,31,42
Jordy Clasie,NED,AZ Alkmaar,UEFA Europa League,DM,Midfielder,33,783,1,70,60,48,58
Jordy Makengo,FRA,Freiburg,German Bundesliga,LB,Defender,23,745,1,43,51,62,40
Jorge Cuenca,ESP,Fulham,English Premier League,CB,Defender,25,351,1,33,21,28,57
Jorge Fernando Santos Silva,POR,Olimpija,UEFA Europa Conference League,RB,Defender,28,623,1,50,56,73,44
Jorge Filipe Oliveira Fernandes,POR,Vitória,UEFA Europa Conference League,CB,Defender,27,180,1,37,33,59,56
Jorge Grant,ENG,Hearts,UEFA Europa Conference League,AM,Midfielder,30,80,1,37,62,84,48
Jorge Herrando,ESP,Osasuna,Spanish La Liga,CB,Defender,24,1366,1,59,21,28,55
Jorge Sáenz,ESP,Leganés,Spanish La Liga,CB,Defender,28,1690,1,51,35,25,55
Jorge de Frutos,ESP,Rayo Vallecano,Spanish La Liga,RW,Forward,28,2495,1,48,49,62,61
Jorginho,ITA,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,33,965,1,51,60,42,33
Joris Chotard,FRA,Montpellier,French Ligue 1,CM,Midfielder,23,1802,1,42,42,36,68
Joris van Overeem,NED,Maccabi Tel Aviv,UEFA Europa League,DM,Midfielder,30,446,1,34,51,54,62
Jorrel Hato,NED,Ajax,UEFA Europa League,LB,Defender,19,881,1,26,56,61,46
Jorthy Mokio,BEL,Ajax,UEFA Europa League,RM,Midfielder,17,331,1,74,32,51,78
Joseph Aidoo,GHA,"Celta Vigo, Valladolid",Spanish La Liga,CB,Defender,29,585,1,32,27,22,41
Joseph Okoro,NGA,Dinamo Minsk,UEFA Europa Conference League,DM,Midfielder,23,69,1,31,18,16,86
Joseph Okumu,KEN,Reims,French Ligue 1,CB,Defender,27,1695,1,59,48,56,55
Josh Pask,ENG,The New Saints,UEFA Europa Conference League,CB,Defender,27,270,1,36,18,31,33
Josha Vagnoman,GER,Stuttgart,"German Bundesliga, UEFA Champions League",RB,Defender,24,2374,1,69,72,66,46
Joshua Acheampong,ENG,Chelsea,"English Premier League, UEFA Europa Conference League",RB,Defender,19,755,1,43,50,76,35
Joshua Daniels,NIR,The New Saints,UEFA Europa Conference League,RB,Defender,28,530,1,51,52,81,42
Joshua Honohan,IRL,Shamrock Rov,UEFA Europa Conference League,WB,Midfielder,23,710,1,59,46,49,58
Joshua Kimmich,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,30,4107,1,76,95,70,46
Joshua King,ENG,Fulham,English Premier League,AM,Forward,18,130,1,32,78,75,67
Joshua King,NOR,Toulouse,French Ligue 1,AM,Forward,33,1673,1,54,44,55,60
Joshua Seary,ENG,Larne FC,UEFA Europa Conference League,RB,Defender,20,90,1,32,17,9,32
Joshua Zirkzee,NED,Manchester Utd,"English Premier League, UEFA Europa League",AM,Forward,23,1754,1,50,49,32,46
Josip Juranović,CRO,Union Berlin,German Bundesliga,WB,Midfielder,29,1159,1,47,79,59,50
Josip Mišić,CRO,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,30,482,1,36,63,22,53
Josip Stanišić,CRO,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,25,1297,1,39,90,86,65
Josip Šutalo,CRO,Ajax,UEFA Europa League,CB,Defender,25,885,1,33,26,40,45
Jostein Gundersen,NOR,Bodø/Glimt,UEFA Europa League,CB,Defender,29,1222,1,38,63,55,50
Josué Casimir,FRA,Le Havre,French Ligue 1,RW,Forward,23,1997,1,51,54,64,49
José Arnaiz,ESP,Osasuna,Spanish La Liga,LW,Forward,30,133,1,53,65,74,64
José Bica,POR,Vitória,UEFA Europa Conference League,AM,Forward,21,44,1,50,46,64,39
José Campaña,ESP,Las Palmas,Spanish La Liga,CM,Midfielder,31,1189,1,50,70,44,64
José Carlos González,ESP,Las Palmas,Spanish La Liga,CB,Defender,19,11,1,31,22,35,3
José Gragera,ESP,Espanyol,Spanish La Liga,CM,Midfielder,23,569,1,30,17,12,73
José Luis García Vayá,ESP,Valencia,Spanish La Liga,CM,Midfielder,26,1742,1,65,71,42,56
José Luis Gayà,ESP,Valencia,Spanish La Liga,LB,Defender,29,1803,1,49,79,75,52
José Luis Palomino,ARG,Cagliari,Italian Serie A,CB,Defender,35,1081,1,64,37,23,54
José María Giménez,URU,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,30,2749,1,56,34,23,54
Jota,POR,"Celtic, Rennes","French Ligue 1, UEFA Champions League",LW,Forward,25,419,1,39,59,77,43
Jota Silva,POR,Nott'ham Forest,English Premier League,RW,Forward,25,817,1,68,61,52,78
Jovan Milošević,SRB,St. Gallen,UEFA Europa Conference League,AM,Forward,19,15,1,23,19,28,8
Joyskim Dawa,CMR,FCSB,UEFA Europa League,CB,Defender,28,826,1,69,17,12,58
Jozo Stanić,CRO,St. Gallen,UEFA Europa Conference League,CB,Defender,25,180,1,81,20,21,35
João Ferreira,POR,Braga,UEFA Europa League,CB,Defender,23,529,1,42,60,59,71
João Figueiredo,MAS,Başakşehir,UEFA Europa Conference League,LW,Forward,28,287,1,40,45,50,34
João Félix,POR,"Chelsea, Milan","English Premier League, Italian Serie A, UEFA Champions League, UEFA Europa Conference League",AM,Forward,25,1585,1,72,71,77,63
João Gomes,BRA,Wolves,English Premier League,CM,Midfielder,24,2488,1,63,52,65,52
João Marques,POR,Braga,UEFA Europa League,AM,Forward,22,4,1,23,13,6,38
João Mendes,POR,Vitória,UEFA Europa Conference League,LB,Defender,30,1069,1,94,86,81,53
João Moutinho,POR,Jagiellonia,UEFA Europa Conference League,LB,Defender,27,810,1,58,74,59,50
João Moutinho,POR,Braga,UEFA Europa League,CM,Midfielder,38,449,1,34,36,37,73
João Mário,POR,Beşiktaş,UEFA Europa League,DM,Forward,32,249,1,73,63,52,46
João Mário Lopes,POR,Porto,UEFA Europa League,RB,Defender,25,584,1,38,87,91,55
João Neves,POR,Paris S-G,"French Ligue 1, UEFA Champions League",RM,Midfielder,20,3275,1,65,82,71,61
João Palhinha,POR,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,29,846,1,33,40,31,69
João Pedro,BRA,Brighton,English Premier League,AM,Forward,23,1787,1,69,76,66,57
João Pedro Araújo Correia,CPV,Pafos FC,UEFA Europa Conference League,RW,Forward,28,583,1,74,69,81,67
João Rêgo,POR,Benfica,UEFA Champions League,RM,Forward,19,32,1,23,71,42,47
João Simões,POR,Sporting CP,UEFA Champions League,CM,Midfielder,18,234,1,49,56,73,58
Joël Schingtienne,BEL,Venezia,Italian Serie A,CB,Defender,22,1122,1,37,28,36,35
Joël Veltman,NED,Brighton,English Premier League,RB,Defender,33,1517,1,38,62,63,59
Joško Gvardiol,CRO,Manchester City,"English Premier League, UEFA Champions League",LB,Defender,23,3822,1,70,76,86,50
Juan Bernat,ESP,"Getafe, Villarreal",Spanish La Liga,LB,Defender,32,911,1,44,70,69,51
Juan Berrocal,ESP,Getafe,Spanish La Liga,CB,Defender,26,1063,1,27,26,15,48
Juan Cruz,ESP,Leganés,Spanish La Liga,RM,Forward,25,2257,1,52,64,58,59
Juan Cruz Armada,ESP,Osasuna,Spanish La Liga,LB,Defender,32,1492,1,33,39,40,33
Juan Cuadrado,COL,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,36,1152,1,52,91,94,56
Juan Córdoba,COL,Dinamo Zagreb,UEFA Champions League,LW,Forward,21,17,1,42,28,21,75
Juan David Cabal,COL,Juventus,"Italian Serie A, UEFA Champions League",LB,Defender,23,617,1,34,53,77,49
Juan Foyth,ARG,Villarreal,Spanish La Liga,CB,Defender,27,1517,1,57,58,47,53
Juan Herzog,ESP,Las Palmas,Spanish La Liga,CB,Defender,22,1315,1,31,19,13,66
Juan Jesus,BRA,Napoli,Italian Serie A,CB,Defender,33,1074,1,28,42,25,54
Juan Miranda,ESP,Bologna,"Italian Serie A, UEFA Champions League",LB,Defender,25,2492,1,54,93,67,46
Juanjo Nieto,ESP,NK Celje,UEFA Europa Conference League,RB,Defender,30,1049,1,89,73,64,53
Juanlu Sánchez,ESP,Sevilla,Spanish La Liga,RB,Forward,21,1722,1,50,60,44,74
Juanmi,ESP,"Betis, Getafe","Spanish La Liga, UEFA Europa Conference League",AM,Forward,32,1100,1,28,27,27,71
Juanmi Latasa,ESP,Valladolid,Spanish La Liga,AM,Forward,24,1398,1,42,27,17,57
Juanpe,ESP,Girona,"Spanish La Liga, UEFA Champions League",CB,Defender,34,1118,1,63,52,20,57
Jubal,BRA,Auxerre,French Ligue 1,CB,Defender,31,2640,1,73,37,20,65
Jude Bellingham,ENG,Real Madrid,"Spanish La Liga, UEFA Champions League",LM,Midfielder,21,3619,1,72,83,85,48
Juergen Elitim,COL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,25,250,1,33,26,23,38
Jules Koundé,FRA,Barcelona,"Spanish La Liga, UEFA Champions League",RB,Defender,26,3709,1,68,85,80,52
Julian Araujo,MEX,Bournemouth,English Premier League,RB,Defender,23,445,1,41,46,46,39
Julian Brandt,GER,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,29,3180,1,51,89,64,54
Julian Chabot,GER,Stuttgart,"German Bundesliga, UEFA Champions League",CB,Defender,27,2916,1,71,57,36,67
Julian Niehues,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,24,290,1,30,42,19,52
Julian Ryerson,NOR,Dortmund,"German Bundesliga, UEFA Champions League",RB,Defender,27,3214,1,81,83,85,44
Julian Weigl,GER,Gladbach,German Bundesliga,DM,Midfielder,29,2881,1,35,45,22,57
Julien Duranville,BEL,Dortmund,"German Bundesliga, UEFA Champions League",RW,Forward,19,584,1,41,57,86,48
Julien Le Cardinal,FRA,Brest,"French Ligue 1, UEFA Champions League",CB,Defender,27,1634,1,69,44,36,55
Julio Enciso,PAR,"Brighton, Ipswich Town",English Premier League,AM,Forward,21,1023,1,60,57,67,58
Julio Romão,BRA,"Ferencváros, Qarabağ",UEFA Europa League,CM,Midfielder,26,549,1,24,30,52,63
Julio Soler,ARG,Bournemouth,English Premier League,DM,Defender,20,11,1,31,17,45,44
Julián Carranza,ARG,Feyenoord,UEFA Champions League,AM,Forward,24,265,1,58,27,13,60
Julián Chicco,ARG,Leganés,Spanish La Liga,CM,Midfielder,27,302,1,31,58,61,45
Julián Malatini,ARG,Werder Bremen,German Bundesliga,CB,Defender,23,454,1,83,76,63,76
Julián Álvarez,ARG,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,25,3293,1,86,69,64,47
Juma Bah,SLE,"Lens, Valladolid","French Ligue 1, Spanish La Liga",CB,Defender,19,1550,1,38,28,27,61
Juninho,BRA,"Midtjylland, Qarabağ",UEFA Europa League,AM,Defender,29,574,1,70,47,72,33
Junior Adamu,AUT,Freiburg,German Bundesliga,AM,Forward,23,1545,1,32,45,21,54
Junior Ajayi,CIV,Hellas Verona,Italian Serie A,AM,Forward,20,13,1,23,24,9,8
Junior Dina Ebimbe,FRA,Eint Frankfurt,"German Bundesliga, UEFA Europa League",RM,Midfielder,24,479,1,83,54,85,69
Junior Messias,BRA,Genoa,Italian Serie A,AM,Midfielder,34,847,1,57,53,83,43
Junior Mwanga,FRA,"Le Havre, Strasbourg",French Ligue 1,CM,Midfielder,21,1248,1,51,54,41,56
Junior Ndiaye,FRA,Montpellier,French Ligue 1,AM,Forward,20,441,1,25,44,32,46
Junior Sambia,FRA,Empoli,Italian Serie A,WB,Midfielder,28,376,1,40,59,70,57
Junya Ito,JPN,Reims,French Ligue 1,RW,Forward,32,2690,1,50,84,76,64
Juraj Kucka,SVK,Slovan Bratislava,UEFA Champions League,CM,Midfielder,37,249,1,43,41,35,64
Jurgen Ekkelenkamp,NED,Udinese,Italian Serie A,CM,Midfielder,25,1864,1,68,44,59,57
Jurgen Çelhaka,ALB,"Legia Warsaw, Olimpija",UEFA Europa Conference League,CM,Midfielder,24,394,1,21,25,26,79
Juri Cisotti,ITA,FCSB,UEFA Europa League,LW,Forward,31,262,1,56,24,14,69
Jurich Carolina,CUW,Borac Banja Luka,UEFA Europa Conference League,CB,Defender,26,930,1,35,25,26,43
Jurij Medvedev,NAN,Slovan Bratislava,UEFA Champions League,LM,Midfielder,28,192,1,33,41,37,36
Jurriën Timber,NED,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,23,3265,1,77,77,78,38
Justas Lasickas,LTU,Olimpija,UEFA Europa Conference League,RB,Defender,27,193,1,52,71,77,71
Justin Bourgault,FRA,Brest,French Ligue 1,LB,Defender,19,122,1,94,63,65,13
Justin Devenny,NIR,Crystal Palace,English Premier League,CM,Midfielder,21,492,1,83,62,43,53
Justin Diehl,GER,Stuttgart,German Bundesliga,RW,Forward,20,104,1,72,65,89,18
Justin Kluivert,NED,Bournemouth,English Premier League,AM,Forward,26,1985,1,73,72,68,48
Justin Njinmah,GER,Werder Bremen,German Bundesliga,AM,Forward,24,952,1,58,59,70,39
Justin Smith,CAN,Espanyol,Spanish La Liga,CM,Midfielder,21,209,1,30,18,49,64
Justin-Noël Kalumba,FRA,Angers,French Ligue 1,CM,Forward,20,31,1,23,13,69,20
Jusuf Gazibegović,BIH,Sturm Graz,UEFA Champions League,LB,Defender,24,450,1,55,67,52,52
Jáder Durán,COL,Aston Villa,"English Premier League, UEFA Champions League",AM,Forward,21,853,1,83,30,36,68
Jérémy Jacquet,FRA,Rennes,French Ligue 1,CB,Defender,19,927,1,40,63,54,67
Jérémy Le Douaron,FRA,Brest,French Ligue 1,AM,Forward,26,102,1,27,14,25,49
Jérémy Sebas,MTQ,Strasbourg,French Ligue 1,AM,Forward,21,190,1,28,29,57,63
Jérôme Boateng,GER,LASK,UEFA Europa Conference League,CM,Defender,36,35,1,33,48,69,35
Jérôme Roussillon,FRA,Union Berlin,German Bundesliga,WB,Midfielder,32,136,1,21,39,70,56
Jón Guðni Fjóluson,ISL,KV,UEFA Europa Conference League,CB,Defender,35,317,1,36,49,32,66
Jørgen Strand Larsen,NOR,Wolves,English Premier League,AM,Forward,25,2155,1,68,34,17,59
Július Szöke,SVK,Slovan Bratislava,UEFA Champions League,CM,Midfielder,29,111,1,29,14,12,52
Jānis Ikaunieks,LVA,FK Rīgas FS,UEFA Europa League,AM,Forward,29,720,1,46,66,54,64
Kaan Ayhan,TUR,Galatasaray,UEFA Europa League,RB,Defender,30,551,1,57,77,54,52
Kaan Kairinen,FIN,Sparta Prague,UEFA Champions League,CM,Midfielder,26,712,1,71,45,24,52
Kacper Chodyna,POL,Legia Warsaw,UEFA Europa Conference League,RW,Forward,25,781,1,51,64,65,47
Kacper Koscierski,GER,Bochum,German Bundesliga,WB,Midfielder,17,7,1,27,13,6,5
Kacper Przybyłko,POL,Lugano,UEFA Europa Conference League,AM,Forward,31,186,1,33,33,30,45
Kacper Urbanski,POL,"Bologna, Monza","Italian Serie A, UEFA Champions League",CM,Midfielder,20,924,1,63,55,68,41
Kader Ouattara,BFA,Cercle Brugge,UEFA Europa Conference League,AM,Forward,19,58,1,36,72,40,38
Kady Borges,BRA,Ferencváros,UEFA Europa League,RW,Forward,28,408,1,73,72,55,47
Kaelan Casey,ENG,West Ham,English Premier League,CB,Defender,20,1,1,31,17,9,43
Kai Havertz,GER,Arsenal,"English Premier League, UEFA Champions League",AM,Forward,25,2346,1,70,56,42,59
Kai Meriluoto,FIN,HJK,UEFA Europa Conference League,AM,Forward,21,30,1,77,13,7,42
Kaio,BRA,Vitória,UEFA Europa Conference League,RW,Forward,20,428,1,50,92,88,53
Kaishu Sano,JPN,Mainz 05,German Bundesliga,CM,Midfielder,24,3043,1,34,45,59,63
Kalvin Phillips,ENG,Ipswich Town,English Premier League,DM,Midfielder,29,1048,1,32,36,18,57
Kamaldeen Sulemana,GHA,Southampton,English Premier League,AM,Forward,23,1325,1,39,41,74,51
Kamiel Van De Perre,BEL,Union SG,UEFA Europa League,CM,Midfielder,21,157,1,43,34,76,51
Kamil Piątkowski,POL,RB Salzburg,UEFA Champions League,CB,Defender,24,478,1,35,52,13,57
Kamory Doumbia,MLI,Brest,"French Ligue 1, UEFA Champions League",AM,Forward,22,1759,1,50,63,43,63
Kandet Diawara,GUI,Le Havre,French Ligue 1,RW,Forward,24,4,1,23,13,6,21
Kaoru Mitoma,JPN,Brighton,English Premier League,LW,Forward,28,2394,1,73,67,86,69
Karim Adeyemi,GER,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,23,2118,1,85,69,83,60
Karim Konaté,CIV,RB Salzburg,UEFA Champions League,AM,Forward,20,318,1,51,22,28,41
Karim Onisiwo,AUT,Mainz 05,German Bundesliga,AM,Forward,32,110,1,25,45,28,41
Karl Etta,CMR,Villarreal,Spanish La Liga,AM,Forward,21,37,1,83,13,6,69
Karl Friðleifur Gunnarsson,ISL,KV,UEFA Europa Conference League,LB,Defender,23,511,1,86,62,79,54
Karlo Bartolec,CRO,Astana FK,UEFA Europa Conference League,RB,Defender,29,360,1,63,63,74,59
Karol Fila,POL,Strasbourg,French Ligue 1,CM,Midfielder,26,5,1,27,13,6,5
Karol Linetty,POL,Torino,Italian Serie A,CM,Midfielder,30,1437,1,52,40,39,49
Karol Mets,EST,St. Pauli,German Bundesliga,CB,Defender,31,900,1,32,56,35,53
Karol Świderski,POL,Panathinaikos,UEFA Europa Conference League,AM,Forward,28,252,1,61,34,41,57
Kasey McAteer,IRL,Leicester City,English Premier League,RW,Forward,23,778,1,45,44,49,80
Kasper Dolberg,DEN,Anderlecht,UEFA Europa League,AM,Forward,27,297,1,42,32,24,61
Kasper Waarst Høgh,DEN,Bodø/Glimt,UEFA Europa League,AM,Forward,24,1022,1,63,29,24,49
Kassoum Ouattara,FRA,Monaco,"French Ligue 1, UEFA Champions League",LB,Defender,20,413,1,56,87,87,54
Kastriot Imeri,SUI,Young Boys,UEFA Champions League,AM,Forward,24,305,1,56,52,30,66
Kazeem Olaigbe,BEL,"Cercle Brugge, Rennes","French Ligue 1, UEFA Europa Conference League",AM,Forward,22,545,1,89,87,83,55
Keane Lewis-Potter,ENG,Brentford,English Premier League,LB,Defender,24,2616,1,63,75,87,33
Kees Smit,NED,AZ Alkmaar,UEFA Europa League,RW,Forward,19,221,1,57,91,78,64
Keinan Davis,ENG,Udinese,Italian Serie A,AM,Forward,27,976,1,44,42,54,45
Keisuke Goto,JPN,Anderlecht,UEFA Europa League,AM,Forward,19,26,1,80,53,29,38
Keita Baldé,SEN,Monza,Italian Serie A,AM,Forward,30,638,1,62,46,51,42
Keita Kosugi,JPN,Djurgården,UEFA Europa Conference League,LB,Defender,19,987,1,91,72,77,45
Keito Nakamura,JPN,Reims,French Ligue 1,LW,Forward,24,2649,1,69,54,63,50
Keke Maximilian Topp,GER,Werder Bremen,German Bundesliga,AM,Forward,21,252,1,91,87,73,47
Kelechi Iheanacho,NGA,Sevilla,Spanish La Liga,AM,Forward,28,400,1,23,30,28,33
Kelvin Amian,FRA,Nantes,French Ligue 1,RB,Defender,27,2165,1,68,63,67,35
Kembo Diliwidi,FRA,Lens,French Ligue 1,LB,Defender,18,4,1,34,48,38,3
Ken Sema,SWE,Pafos FC,UEFA Europa Conference League,LB,Defender,31,159,1,53,92,90,39
Kenan Bajrić,SVN,Slovan Bratislava,UEFA Champions League,CB,Defender,30,713,1,34,22,36,58
Kenan Yıldız,TUR,Juventus,"Italian Serie A, UEFA Champions League",LW,Forward,20,2982,1,66,76,84,46
Kenedy,BRA,Valladolid,Spanish La Liga,CM,Forward,28,9,1,26,13,58,14
Kenneth Taylor,NED,Ajax,UEFA Europa League,LM,Midfielder,22,729,1,92,70,58,41
Kenneth Vargas,CRC,Hearts,UEFA Europa Conference League,RM,Forward,22,284,1,33,50,54,44
Kenny Lala,MAD,Brest,"French Ligue 1, UEFA Champions League",RB,Defender,33,3406,1,76,86,77,38
Kenny Tete,NED,Fulham,English Premier League,RB,Defender,29,1612,1,40,60,69,54
Kerem Aktürkoğlu,TUR,Benfica,UEFA Champions League,LW,Forward,26,847,1,70,58,41,63
Kerem Demirbay,GER,Galatasaray,UEFA Europa League,AM,Midfielder,31,239,1,56,84,72,44
Keven Schlotterbeck,GER,Augsburg,German Bundesliga,CB,Defender,27,1297,1,88,60,34,66
Kevin,BRA,Shakhtar,UEFA Champions League,LM,Midfielder,22,459,1,88,43,89,41
Kevin Akpoguma,NGA,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,30,2770,1,45,47,46,58
Kevin Behrens,GER,Wolfsburg,German Bundesliga,AM,Forward,34,170,1,65,26,39,66
Kevin Bonifazi,ITA,Lecce,Italian Serie A,CB,Defender,28,65,1,31,20,32,57
Kevin Csoboth,HUN,St. Gallen,UEFA Europa Conference League,LM,Forward,24,353,1,72,42,43,75
Kevin Danso,AUT,"Lens, Tottenham","English Premier League, French Ligue 1, UEFA Europa League",CB,Defender,26,1940,1,45,49,48,57
Kevin De Bruyne,BEL,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,33,2009,1,57,93,70,44
Kevin Diks,IDN,FC Copenhagen,UEFA Europa Conference League,CB,Defender,28,828,1,82,82,65,45
Kevin Kampl,SVN,RB Leipzig,"German Bundesliga, UEFA Champions League",CM,Midfielder,34,1856,1,59,68,61,46
Kevin Mac Allister,ARG,Union SG,UEFA Europa League,CB,Defender,27,731,1,90,36,44,73
Kevin Martins,ITA,Monza,Italian Serie A,AM,Midfielder,20,183,1,33,62,70,72
Kevin Mbabu,SUI,Midtjylland,UEFA Europa League,RB,Defender,29,533,1,45,70,84,61
