Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Line Index,Passes Index
Bartłomiej Drągowski,POL,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,27,630,1,63,20
Ben Alexander Voll,GER,St. Pauli,German Bundesliga,GK,Goalkeeper,24,91,1,77,60
Benjamin Lecomte,FRA,Montpellier,French Ligue 1,GK,Goalkeeper,34,2610,1,35,67
Benjamin Siegrist,SUI,Genoa,Italian Serie A,GK,Goalkeeper,33,152,1,36,39
Bernd Leno,GER,Fulham,English Premier League,GK,Goalkeeper,33,3420,1,35,59
Brandon Austin,ENG,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,26,270,1,83,50
Brice Samba,FRA,"Lens, Rennes",French Ligue 1,GK,Goalkeeper,31,2879,1,71,62
Bruno Varela,CPV,Vitória,UEFA Europa Conference League,GK,Goalkeeper,30,720,1,42,30
Caoimhín Kelleher,IRL,Liverpool,"English Premier League, UEFA Champions League",GK,Goalkeeper,26,1260,1,62,37
Christian Walton,ENG,Ipswich Town,English Premier League,GK,Goalkeeper,29,630,1,40,68
Christos Mandas,GRE,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,23,1620,1,80,66
Colin Coosemans,BEL,Anderlecht,UEFA Europa League,GK,Goalkeeper,32,810,1,23,57
Connor Roberts,WAL,The New Saints,UEFA Europa Conference League,GK,Goalkeeper,32,540,1,85,53
Craig Gordon,SCO,Hearts,UEFA Europa Conference League,GK,Goalkeeper,41,540,1,47,29
Damjan Šiškovski,MKD,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,29,90,1,64,64
Dani Cárdenas,ESP,Rayo Vallecano,Spanish La Liga,GK,Goalkeeper,28,540,1,37,28
Daniel Bentley,ENG,Wolves,English Premier League,GK,Goalkeeper,31,180,1,48,34
Daniel Peretz,ISR,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,360,1,34,21
Daniel Schmidt,JPN,Gent,UEFA Europa Conference League,GK,Goalkeeper,32,90,1,28,58
Daniele Padelli,ITA,Udinese,Italian Serie A,GK,Goalkeeper,39,90,1,90,37
Daniele Sommariva,ITA,Genoa,Italian Serie A,GK,Goalkeeper,27,28,1,25,18
Daniil Khudiakov,RUS,Sturm Graz,UEFA Champions League,GK,Goalkeeper,20,180,1,34,42
Danijel Zagorac,CRO,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,37,270,1,70,48
Danny Ward,WAL,Leicester City,English Premier League,GK,Goalkeeper,31,135,1,6,85
David Raya,ESP,Arsenal,"English Premier League, UEFA Champions League",GK,Goalkeeper,29,4590,1,64,53
David Soria,ESP,Getafe,Spanish La Liga,GK,Goalkeeper,32,3420,1,60,54
David de Gea,ESP,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,3600,1,44,66
David von Ballmoos,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,29,360,1,9,54
Davy Roef,BEL,Gent,UEFA Europa Conference League,GK,Goalkeeper,31,630,1,30,46
Dean Henderson,ENG,Crystal Palace,English Premier League,GK,Goalkeeper,28,3420,1,57,28
Deniz Dilmen,NAN,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,19,180,1,40,32
Devis Vásquez,COL,Empoli,Italian Serie A,GK,Goalkeeper,27,2880,1,34,42
Diant Ramaj,GER,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,23,360,1,83,46
Diego Conde,ESP,Villarreal,Spanish La Liga,GK,Goalkeeper,26,1962,1,22,47
Dimitry Bertaud,COD,Montpellier,French Ligue 1,GK,Goalkeeper,26,360,1,23,63
Dinko Horkaš,CRO,Las Palmas,Spanish La Liga,GK,Goalkeeper,26,1085,1,61,76
Diogo Costa,POR,Porto,UEFA Europa League,GK,Goalkeeper,25,900,1,28,68
Dmytro Riznyk,UKR,Shakhtar,UEFA Champions League,GK,Goalkeeper,25,720,1,67,68
Dominik Greif,SVK,Mallorca,Spanish La Liga,GK,Goalkeeper,28,2790,1,44,69
Dominik Kotarski,CRO,PAOK,UEFA Europa League,GK,Goalkeeper,25,900,1,80,39
Dominik Livaković,CRO,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,29,540,1,52,68
Dominik Takáč,SVK,Slovan Bratislava,UEFA Champions League,GK,Goalkeeper,26,720,1,28,46
Donovan Léon,GUF,Auxerre,French Ligue 1,GK,Goalkeeper,32,2880,1,77,65
Dávid Gróf,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,35,180,1,24,36
Dénes Dibusz,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,34,572,1,69,59
Ed McGinty,IRL,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,25,180,1,31,50
Ederson,BRA,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,31,3040,1,64,53
Elia Caprile,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,23,1945,1,71,75
Elías Rafn Ólafsson,ISL,Midtjylland,UEFA Europa League,GK,Goalkeeper,24,520,1,48,44
Emil Audero,IDN,Como,Italian Serie A,GK,Goalkeeper,27,720,1,11,28
Emiliano Martínez,ARG,Aston Villa,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,4274,1,60,62
Enrico Del Prato,ITA,Parma,Italian Serie A,GK,Goalkeeper,24,13,1,6,33
Ersin Destanoğlu,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,23,270,1,38,28
Fabian Bredlow,GER,Stuttgart,UEFA Champions League,GK,Goalkeeper,29,90,1,11,46
Fabiano,BRA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,36,630,1,75,34
Fabijan Buntić,CRO,Qarabağ,UEFA Europa League,GK,Goalkeeper,27,180,1,35,6
Fabrice Ondoa,CMR,FK Rīgas FS,UEFA Europa League,GK,Goalkeeper,29,720,1,25,34
Federico Ravaglia,ITA,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,25,1146,1,33,55
Fernando Muslera,URU,Galatasaray,UEFA Europa League,GK,Goalkeeper,38,540,1,59,59
Filip Jørgensen,DEN,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,23,1620,1,76,32
Filip Manojlović,SRB,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,28,810,1,86,66
Filip Stankovic,SRB,Venezia,Italian Serie A,GK,Goalkeeper,22,1367,1,61,29
Finn Dahmen,GER,Augsburg,German Bundesliga,GK,Goalkeeper,27,1710,1,75,66
Florian Müller,GER,Freiburg,German Bundesliga,GK,Goalkeeper,27,753,1,20,55
Fran,ESP,Real Madrid,Spanish La Liga,GK,Goalkeeper,19,90,1,9,35
Fran Vieites,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",GK,Goalkeeper,26,1080,1,22,22
Francis Uzoho,NGA,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,26,90,1,85,67
Franco Israel,URU,Sporting CP,UEFA Champions League,GK,Goalkeeper,24,720,1,68,27
Frank Feller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,21,301,1,82,68
Fraser Forster,ENG,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,36,990,1,74,29
Frederik Rønnow,DEN,Union Berlin,German Bundesliga,GK,Goalkeeper,32,2520,1,63,60
Fyodor Lapoukhov,BLR,Dinamo Minsk,UEFA Europa Conference League,GK,Goalkeeper,21,540,1,31,84
Gabriel Kobylak,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,1,52,24
Gauthier Gallon,FRA,Rennes,French Ligue 1,GK,Goalkeeper,31,45,1,27,17
Gautier Larsonneur,FRA,Saint-Étienne,French Ligue 1,GK,Goalkeeper,28,2970,1,48,40
Gerónimo Rulli,ARG,Marseille,French Ligue 1,GK,Goalkeeper,32,3060,1,58,54
Gianluigi Donnarumma,ITA,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,3441,1,41,25
Giorgi Mamardashvili,GEO,Valencia,Spanish La Liga,GK,Goalkeeper,24,3060,1,50,38
Giuseppe Ciocci,ITA,Cagliari,Italian Serie A,GK,Goalkeeper,23,9,1,27,0
Gregor Kobel,SUI,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,27,4050,1,55,47
Grégoire Coudert,FRA,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,270,1,20,54
Guglielmo Vicario,ITA,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,28,2970,1,69,34
Guillaume Restes,FRA,Toulouse,French Ligue 1,GK,Goalkeeper,20,2543,1,23,19
Günay Güvenç,NAN,Galatasaray,UEFA Europa League,GK,Goalkeeper,33,360,1,81,61
Hendrik Bonmann,GER,Ludogorets,UEFA Europa League,GK,Goalkeeper,31,360,1,84,74
Heorhiy Bushchan,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,30,450,1,54,62
Hervé Koffi,BFA,Lens,French Ligue 1,GK,Goalkeeper,28,450,1,85,34
Hákon Rafn Valdimarsson,ISL,Brentford,English Premier League,GK,Goalkeeper,23,145,1,18,79
Ingvar Jónsson,ISL,KV,UEFA Europa Conference League,GK,Goalkeeper,35,720,1,82,60
Ionuț Radu,ROU,Venezia,Italian Serie A,GK,Goalkeeper,27,1350,1,55,41
Isak Pettersson,SWE,Elfsborg,UEFA Europa League,GK,Goalkeeper,27,720,1,58,36
Ivan Guteša,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,22,270,1,86,62
Ivan Nevistić,CRO,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,26,450,1,58,45
Ivan Provedel,ITA,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,31,2880,1,29,64
Ivica Ivušić,CRO,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,30,810,1,60,35
Iván Villar,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,27,360,1,52,8
Iñaki Peña,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,26,1846,1,41,31
Jack Butland,ENG,Rangers,UEFA Europa League,GK,Goalkeeper,32,900,1,42,61
Jacob Karlstrom,NOR,Molde,UEFA Europa Conference League,GK,Goalkeeper,28,360,1,83,39
Jacob Rinne,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,735,1,38,30
Jacopo Seghetti,ITA,Empoli,Italian Serie A,GK,Goalkeeper,19,90,1,9,36
Jakub Stolarczyk,POL,Leicester City,English Premier League,GK,Goalkeeper,24,900,1,50,50
Jan Oblak,SVN,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,32,4140,1,35,46
Janis Blaswich,GER,RB Salzburg,UEFA Champions League,GK,Goalkeeper,33,381,1,10,28
Jason Steele,ENG,Brighton,English Premier League,GK,Goalkeeper,34,180,1,25,60
Jasper Cillessen,NED,Las Palmas,Spanish La Liga,GK,Goalkeeper,35,2335,1,59,55
Jay Gorter,NED,Ajax,UEFA Europa League,GK,Goalkeeper,24,67,1,3,70
Jean Butez,FRA,Como,Italian Serie A,GK,Goalkeeper,29,1666,1,47,71
Jeroen Zoet,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,33,90,1,92,42
Jesse Joronen,FIN,Venezia,Italian Serie A,GK,Goalkeeper,31,703,1,36,36
Jesús Owono,EQG,Alavés,Spanish La Liga,GK,Goalkeeper,24,487,1,23,64
Joakim Persson,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,17,90,1,13,42
Joan García,ESP,Espanyol,Spanish La Liga,GK,Goalkeeper,24,3420,1,64,64
Joe Lumley,ENG,Southampton,English Premier League,GK,Goalkeeper,29,270,1,74,58
Joel Drommel,NED,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,27,90,1,71,85
Johan Dahlin,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,38,225,1,23,8
Jonas Lössl,DEN,Midtjylland,UEFA Europa League,GK,Goalkeeper,36,380,1,44,78
Jonas Omlin,SUI,Gladbach,German Bundesliga,GK,Goalkeeper,31,979,1,34,71
Jonas Urbig,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,21,1023,1,29,40
Jordan Pickford,ENG,Everton,English Premier League,GK,Goalkeeper,31,3420,1,60,77
Josep Martinez,ESP,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,26,540,1,49,69
Josip Condric,CRO,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,31,270,1,79,55
José Sá,POR,Wolves,English Premier League,GK,Goalkeeper,32,2609,1,40,28
Juan Musso,ARG,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,31,270,1,44,18
Juan Soriano,ESP,Leganés,Spanish La Liga,GK,Goalkeeper,27,540,1,83,41
Julen Agirrezabala,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,24,2376,1,66,39
Justin Bijlow,NED,Feyenoord,UEFA Champions League,GK,Goalkeeper,27,125,1,95,47
Jörg Siebenhandl,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,34,276,1,65,24
Kacper Tobiasz,POL,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,22,360,1,87,43
Kamil Grabara,POL,Wolfsburg,German Bundesliga,GK,Goalkeeper,26,2585,1,58,68
Karl Jakob Hein,EST,Valladolid,Spanish La Liga,GK,Goalkeeper,23,2790,1,35,64
Karl-Johan Johnsson,SWE,Strasbourg,French Ligue 1,GK,Goalkeeper,34,270,1,62,40
Kasper Schmeichel,DEN,Celtic,UEFA Champions League,GK,Goalkeeper,38,900,1,60,52
Kauã Santos,BRA,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,22,1215,1,63,52
Kepa Arrizabalaga,ESP,Bournemouth,English Premier League,GK,Goalkeeper,30,2790,1,56,50
Kevin Müller,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,34,3389,1,48,60
Kevin Trapp,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,2925,1,51,39
Kjell Scherpen,NED,Sturm Graz,UEFA Champions League,GK,Goalkeeper,25,540,1,77,38
Kjetil Haug,NOR,Toulouse,French Ligue 1,GK,Goalkeeper,26,498,1,57,14
Kostas Tzolakis,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,22,897,1,80,52
Krapyvtsov Vladyslav,UKR,Girona,Spanish La Liga,GK,Goalkeeper,19,180,1,33,80
Lars Unnerstall,GER,Twente,UEFA Europa League,GK,Goalkeeper,34,730,1,35,46
Lasse Rieß,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,23,180,1,54,56
Lawrence Ati-Zigi,GHA,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,28,540,1,31,72
Leandro Chichizola,ARG,Parma,Italian Serie A,GK,Goalkeeper,34,90,1,30,38
Leo Román,ESP,Mallorca,Spanish La Liga,GK,Goalkeeper,24,630,1,71,55
Liam Kelly,SCO,Rangers,UEFA Europa League,GK,Goalkeeper,29,180,1,83,43
Lorenzo Montipò,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,29,3240,1,21,37
Lorenzo Torriani,ITA,Milan,UEFA Champions League,GK,Goalkeeper,19,40,1,81,8
Lovro Štubljar,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,20,180,1,15,88
Luca Philipp,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,24,630,1,17,45
Lucas Chevalier,FRA,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,23,3960,1,72,51
Lucas Perri,BRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,27,3960,1,67,40
Luiz Lúcio Reis Júnior,BRA,Villarreal,Spanish La Liga,GK,Goalkeeper,24,1458,1,43,49
Lukas Jungwirth,AUT,LASK,UEFA Europa Conference League,GK,Goalkeeper,20,262,1,43,55
Lukáš Horníček,CZE,Braga,UEFA Europa League,GK,Goalkeeper,22,290,1,78,37
Lukáš Hrádecký,FIN,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,2970,1,47,53
Lukáš Zima,CZE,FCSB,UEFA Europa League,GK,Goalkeeper,31,90,1,7,32
Léon-Maurice Pöhls,GER,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,27,540,1,33,16
Maarten Vandevoordt,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,23,609,1,26,50
Mads Hermansen,DEN,Leicester City,English Premier League,GK,Goalkeeper,24,2385,1,56,48
Mads Kikkenborg,DEN,Anderlecht,UEFA Europa League,GK,Goalkeeper,25,90,1,15,62
Maduka Okoye,NGA,Udinese,Italian Serie A,GK,Goalkeeper,25,2250,1,48,61
Malkolm Nilsson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,31,165,1,58,23
Manolis Saliakas,GRE,St. Pauli,German Bundesliga,GK,Goalkeeper,28,1,1,24,17
Manuel Neuer,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,39,2802,1,43,73
Marc-André ter Stegen,GER,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,764,1,25,60
Marcin Bułka,POL,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,25,3600,1,47,57
Marco Bizot,NED,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,34,3690,1,40,74
Marco Carnesecchi,ITA,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,24,3870,1,50,43
Marco Silvestri,ITA,Empoli,Italian Serie A,GK,Goalkeeper,34,450,1,16,67
Marco Sportiello,ITA,Milan,Italian Serie A,GK,Goalkeeper,32,126,1,66,64
Marius Müller,GER,Wolfsburg,German Bundesliga,GK,Goalkeeper,31,475,1,87,81
Mark Flekken,NED,Brentford,English Premier League,GK,Goalkeeper,31,3275,1,38,71
Mark Travers,IRL,Bournemouth,English Premier League,GK,Goalkeeper,25,450,1,89,75
Marko Dmitrović,SRB,Leganés,Spanish La Liga,GK,Goalkeeper,33,2880,1,65,40
Marko Ilić,SRB,Red Star,UEFA Champions League,GK,Goalkeeper,26,180,1,28,35
Martin Dúbravka,SVK,Newcastle Utd,English Premier League,GK,Goalkeeper,36,900,1,61,26
Martin Jedlička,CZE,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,27,1080,1,80,50
Marvin Keller,SUI,Young Boys,UEFA Champions League,GK,Goalkeeper,22,360,1,33,38
Matej Kovar,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,24,990,1,34,55
Mateusz Kochalski,POL,Qarabağ,UEFA Europa League,GK,Goalkeeper,24,540,1,76,34
Matevž Vidovšek,SVN,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,25,720,1,87,58
Matheus,BRA,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,32,517,1,26,41
Mathew Ryan,AUS,Lens,French Ligue 1,GK,Goalkeeper,33,1260,1,67,45
Mathieu Gorgelin,FRA,Le Havre,French Ligue 1,GK,Goalkeeper,34,1440,1,69,67
Matjaž Rozman,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,37,360,1,28,58
Matouš Trmal,CZE,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,26,540,1,56,39
Mattia Perin,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,32,660,1,76,42
Matvei Safonov,RUS,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,26,1059,1,42,47
Matz Sels,BEL,Nott'ham Forest,English Premier League,GK,Goalkeeper,33,3420,1,54,48
Maxime Delanghe,BEL,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,23,599,1,63,43
Maxime Dupé,FRA,Nice,UEFA Europa League,GK,Goalkeeper,31,180,1,49,57
Melvin Zinga,FRA,Angers,French Ligue 1,GK,Goalkeeper,23,90,1,78,14
Mert Günok,TUR,Beşiktaş,UEFA Europa League,GK,Goalkeeper,35,450,1,83,40
Michael Zetterer,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,29,3060,1,50,63
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,27,3658,1,40,51
Mike Maignan,FRA,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,29,4154,1,33,57
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,25,4500,1,68,46
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,27,1639,1,77,82
Muhammed Şengezer,TUR,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,27,360,1,80,51
Mukhammedzhan Seysen,KAZ,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,25,180,1,71,34
Nathan Trott,ENG,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,26,450,1,28,25
Nediljko Labrović,CRO,Augsburg,German Bundesliga,GK,Goalkeeper,25,1350,1,23,65
Neofytos Michael,CYP,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,31,90,1,46,47
Neto,BRA,"Arsenal, Bournemouth","English Premier League, UEFA Champions League",GK,Goalkeeper,35,270,1,84,51
Nick Pope,ENG,Newcastle Utd,English Premier League,GK,Goalkeeper,33,2520,1,51,30
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,2610,1,65,57
Nikita Haikin,RUS,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,29,1440,1,74,66
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,900,1,58,34
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,29,2969,1,73,54
Noah Atubolu,GER,Freiburg,German Bundesliga,GK,Goalkeeper,22,2307,1,50,76
Ognjen Čančarević,ARM,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,35,270,1,34,57
Oliver Baumann,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,34,3150,1,52,64
Omri Glazer,ISR,Red Star,UEFA Champions League,GK,Goalkeeper,28,270,1,5,50
Oscar Jansson,SWE,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,33,180,1,9,34
Panagiotis Retsos,GRE,Olympiacos,UEFA Europa League,GK,Goalkeeper,26,1,1,24,83
Patrick Drewes,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1889,1,39,76
Patrik Carlgren,SWE,Nantes,French Ligue 1,GK,Goalkeeper,33,417,1,66,55
Pau López,ESP,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,30,135,1,15,62
Paulo Gazzaniga,ARG,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3825,1,41,30
Pepe Reina,ESP,Como,Italian Serie A,GK,Goalkeeper,42,1034,1,28,48
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Champions League,GK,Goalkeeper,26,720,1,23,52
Philipp Hofmann,GER,Bochum,German Bundesliga,GK,Goalkeeper,31,1,1,24,17
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,1890,1,30,25
Pierluigi Gollini,ITA,Genoa,Italian Serie A,GK,Goalkeeper,29,630,1,17,59
Pietro Terracciano,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,34,810,1,32,46
Przemysław Tytoń,POL,Twente,UEFA Europa League,GK,Goalkeeper,37,167,1,73,83
Péter Gulácsi,HUN,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,35,3171,1,54,42
Radosław Majecki,POL,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,25,2070,1,67,22
