Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Michele Di Gregorio,J1,Juventus,UEFA Champions League,ITA,GK,Goalkeeper,28,90,5.0,4.0,1.0,2.3,-1.7,0,3.0,5,25.0,0.0,697.5,0.0,0.0,5,0.0,0.0,0.0
Gregor Kobel,J1,Dortmund,UEFA Champions League,SUI,GK,Goalkeeper,27,90,7.0,4.0,3.0,2.8,-1.2,0,4.0,18,39.0,4.0,1552.2,5.0,166.0,16,1.0,2.0,40.6
Thibaut Courtois,J1,Real Madrid,UEFA Champions League,BEL,GK,Goalkeeper,33,90,5.0,1.0,4.0,0.5,-0.5,0,3.0,11,26.0,4.0,891.8,5.0,280.0,9,0.0,4.0,104.0
Gerónimo Rulli,J1,Marseille,UEFA Champions League,ARG,GK,Goalkeeper,33,90,15.0,2.0,13.0,3.5,1.5,0,4.0,10,40.0,11.0,1180.0,2.0,40.0,10,1.0,0.0,0.0
Jindřich Staněk,J1,Slavia Prague,UEFA Champions League,CZE,GK,Goalkeeper,29,90,9.0,2.0,6.0,2.6,0.6,0,6.0,13,21.0,4.0,879.9,3.0,150.9,12,0.0,0.0,0.0
Nikita Haikin,J1,Bodø/Glimt,UEFA Champions League,RUS,GK,Goalkeeper,30,90,10.0,2.0,8.0,4.2,2.2,0,5.0,18,30.0,4.0,1188.0,4.0,259.2,25,1.0,0.0,0.0
Alexandros Paschalakis,J1,Olympiacos,UEFA Champions League,GRE,GK,Goalkeeper,36,90,1.0,0.0,1.0,0.1,0.1,1,2.0,3,14.0,1.0,379.4,8.0,246.4,1,0.0,4.0,84.8
Neofytos Michael,J1,Pafos FC,UEFA Champions League,CYP,GK,Goalkeeper,31,90,3.0,0.0,3.0,0.3,0.3,1,4.0,24,24.0,3.0,1173.6,12.0,684.0,38,0.0,0.0,0.0
Alisson,J1,Liverpool,UEFA Champions League,BRA,GK,Goalkeeper,32,90,4.0,2.0,2.0,1.4,-0.6,0,1.0,6,33.0,5.0,983.4,3.0,81.9,17,2.0,4.0,94.4
Jan Oblak,J1,Atlético Madrid,UEFA Champions League,SVN,GK,Goalkeeper,32,90,6.0,3.0,3.0,1.9,-1.1,0,4.0,14,23.0,6.0,871.7,11.0,507.1,17,0.0,0.0,0.0
Vitezslav Jaros,J1,Ajax,UEFA Champions League,CZE,GK,Goalkeeper,24,90,4.0,2.0,2.0,1.7,-0.3,0,5.0,13,52.0,6.0,1487.2,4.0,103.2,7,1.0,0.0,0.0
Yann Sommer,J1,Inter,UEFA Champions League,SUI,GK,Goalkeeper,36,90,2.0,0.0,2.0,0.7,0.7,1,6.0,17,37.0,6.0,1184.0,4.0,262.0,16,2.0,0.0,0.0
Manuel Neuer,J1,Bayern Munich,UEFA Champions League,GER,GK,Goalkeeper,39,90,3.0,1.0,2.0,1.0,0.0,0,7.0,18,48.0,3.0,1536.0,5.0,153.0,9,1.0,3.0,51.0
Robert Sánchez,J1,Chelsea,UEFA Champions League,ESP,GK,Goalkeeper,27,90,5.0,3.0,3.0,2.5,-0.5,0,6.0,13,37.0,3.0,1306.1,4.0,175.2,9,2.0,0.0,0.0
Lucas Chevalier,J1,Paris S-G,UEFA Champions League,FRA,GK,Goalkeeper,23,90,2.0,0.0,2.0,0.3,0.3,1,1.0,4,29.0,0.0,780.1,2.0,28.0,5,0.0,0.0,0.0
Marco Carnesecchi,J1,Atalanta,UEFA Champions League,ITA,GK,Goalkeeper,25,90,13.0,4.0,8.0,4.2,0.2,0,5.0,16,33.0,4.0,1164.9,7.0,314.3,5,0.0,2.0,24.8
Simon Mignolet,J1,Club Brugge,UEFA Champions League,BEL,GK,Goalkeeper,37,18,1.0,0.0,0.0,0.7,0.0,0,3.0,5,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0
Nordin Jackers,J1,Club Brugge,UEFA Champions League,BEL,GK,Goalkeeper,28,72,4.0,1.0,3.0,0.4,-0.6,0,3.0,12,34.0,7.0,1152.6,0.0,0.0,9,0.0,1.0,22.5
Philipp Köhn,J1,Monaco,UEFA Champions League,SUI,GK,Goalkeeper,27,90,10.0,4.0,6.0,3.7,-0.3,0,2.0,5,20.0,4.0,582.0,6.0,181.8,11,0.0,1.0,12.3
Dominik Kotarski,J1,FC Copenhagen,UEFA Champions League,CRO,GK,Goalkeeper,25,90,4.0,2.0,3.0,1.4,-0.6,0,6.0,17,22.0,3.0,926.2,5.0,278.0,11,0.0,0.0,0.0
Mark Flekken,J1,Leverkusen,UEFA Champions League,NED,GK,Goalkeeper,32,90,7.0,2.0,5.0,3.0,1.0,0,1.0,7,28.0,2.0,728.0,3.0,114.0,9,1.0,0.0,0.0
Gianluigi Donnarumma,J1,Manchester City,UEFA Champions League,ITA,GK,Goalkeeper,26,90,1.0,0.0,1.0,0.7,0.7,1,0.0,3,23.0,4.0,540.5,0.0,0.0,4,1.0,1.0,14.8
Vanja Milinković-Savić,J1,Napoli,UEFA Champions League,SRB,GK,Goalkeeper,28,90,8.0,2.0,6.0,2.8,0.8,0,6.0,21,35.0,6.0,1270.5,11.0,687.5,16,3.0,0.0,0.0
João Virgínia,J1,Sporting CP,UEFA Champions League,POR,GK,Goalkeeper,25,90,4.0,1.0,3.0,0.5,-0.5,0,1.0,6,22.0,7.0,695.2,5.0,190.0,7,1.0,1.0,16.5
Sherhan Kalmurza,J1,Qaırat Almaty,UEFA Champions League,KAZ,GK,Goalkeeper,18,90,8.0,4.0,3.0,4.1,0.1,0,5.0,16,20.0,4.0,660.0,13.0,651.3,13,1.0,0.0,0.0
Nick Pope,J1,Newcastle Utd,UEFA Champions League,ENG,GK,Goalkeeper,33,90,5.0,2.0,3.0,1.6,-0.4,0,2.0,8,12.0,5.0,441.6,9.0,383.4,8,0.0,0.0,0.0
Joan García,J1,Barcelona,UEFA Champions League,ESP,GK,Goalkeeper,24,90,6.0,1.0,5.0,2.3,1.3,0,7.0,14,35.0,9.0,1253.0,3.0,143.1,13,2.0,1.0,15.8
Michael Zetterer,J1,Eint Frankfurt,UEFA Champions League,GER,GK,Goalkeeper,30,90,5.0,1.0,4.0,1.8,0.8,0,5.0,22,44.0,10.0,1566.4,2.0,127.0,10,0.0,2.0,29.6
Uğurcan Çakır,J1,Galatasaray,UEFA Champions League,TUR,GK,Goalkeeper,29,90,5.0,5.0,2.0,1.6,-3.4,0,4.0,16,40.0,6.0,1436.0,2.0,35.0,8,1.0,4.0,74.4
Franco Israel,J2,Torino,Italian Serie A,URU,GK,Goalkeeper,25,90,3.0,0.0,3.0,0.4,0.4,1,12.0,23,38.0,6.0,1634.0,2.0,139.0,8,0.0,2.0,56.0
David de Gea,J2,Fiorentina,Italian Serie A,ESP,GK,Goalkeeper,34,90,4.0,0.0,4.0,1.3,1.3,1,3.0,7,22.0,3.0,627.0,2.0,92.0,15,0.0,0.0,0.0
Yann Sommer,J2,Inter,Italian Serie A,SUI,GK,Goalkeeper,36,90,5.0,2.0,3.0,1.7,-0.3,0,2.0,6,32.0,6.0,777.6,8.0,172.0,6,0.0,3.0,92.1
Razvan Sava,J2,Udinese,Italian Serie A,ROU,GK,Goalkeeper,23,90,3.0,1.0,2.0,1.4,0.4,0,3.0,18,29.0,1.0,1128.1,4.0,262.0,23,0.0,0.0,0.0
Nicola Leali,J1,Genoa,Italian Serie A,ITA,GK,Goalkeeper,32,90,0.0,0.0,0.0,0.0,0.0,1,1.0,19,33.0,4.0,1148.4,4.0,272.0,19,1.0,2.0,28.0
Wladimiro Falcone,J1,Lecce,Italian Serie A,ITA,GK,Goalkeeper,30,90,2.0,0.0,2.0,0.7,0.7,1,6.0,18,22.0,1.0,981.2,4.0,233.2,9,1.0,0.0,0.0
Ivan Provedel,J2,Lazio,Italian Serie A,ITA,GK,Goalkeeper,31,90,4.0,0.0,4.0,0.8,0.8,1,0.0,0,24.0,6.0,602.4,2.0,52.0,5,1.0,0.0,0.0
Lorenzo Montipò,J2,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,29,90,6.0,4.0,2.0,3.6,-0.4,0,8.0,20,26.0,4.0,1003.6,8.0,468.0,17,0.0,3.0,69.0
Elia Caprile,J3,Cagliari,Italian Serie A,ITA,GK,Goalkeeper,24,90,5.0,0.0,5.0,1.0,1.0,1,8.0,25,36.0,6.0,1468.8,4.0,220.0,16,4.0,0.0,0.0
Zion Suzuki,J3,Parma,Italian Serie A,JPN,GK,Goalkeeper,23,90,5.0,2.0,3.0,1.4,-0.6,0,3.0,9,23.0,4.0,786.6,4.0,81.2,10,0.0,1.0,14.0
Michele Di Gregorio,J3,Juventus,Italian Serie A,ITA,GK,Goalkeeper,28,90,4.0,3.0,1.0,1.1,-1.9,0,0.0,5,24.0,6.0,722.4,4.0,122.0,30,1.0,0.0,0.0
Yann Sommer,J3,Inter,Italian Serie A,SUI,GK,Goalkeeper,36,90,4.0,4.0,0.0,1.2,-2.8,0,2.0,5,14.0,0.0,414.4,3.0,141.9,10,0.0,0.0,0.0
David de Gea,J3,Fiorentina,Italian Serie A,ESP,GK,Goalkeeper,34,90,8.0,3.0,5.0,3.2,0.2,0,5.0,13,36.0,3.0,1296.0,2.0,48.0,10,1.0,2.0,34.6
Vanja Milinković-Savić,J3,Napoli,Italian Serie A,SRB,GK,Goalkeeper,28,90,3.0,1.0,2.0,0.4,-0.6,0,4.0,19,29.0,4.0,1165.8,6.0,457.2,22,3.0,0.0,0.0
Mile Svilar,J3,Roma,Italian Serie A,SRB,GK,Goalkeeper,26,90,4.0,1.0,3.0,1.9,0.9,0,3.0,4,28.0,6.0,750.4,3.0,96.9,5,0.0,1.0,26.0
Franco Israel,J3,Torino,Italian Serie A,URU,GK,Goalkeeper,25,90,5.0,0.0,5.0,0.8,0.8,1,8.0,33,39.0,5.0,1930.5,5.0,346.0,24,0.0,1.0,26.0
Marco Carnesecchi,J3,Atalanta,Italian Serie A,ITA,GK,Goalkeeper,25,90,3.0,1.0,2.0,0.7,-0.3,0,3.0,7,23.0,3.0,699.2,2.0,85.0,9,0.0,0.0,0.0
Wladimiro Falcone,J3,Lecce,Italian Serie A,ITA,GK,Goalkeeper,30,90,8.0,4.0,4.0,2.1,-1.9,0,5.0,27,30.0,2.0,1527.0,4.0,235.2,18,0.0,6.0,120.0
Adrian Šemper,J3,Pisa,Italian Serie A,CRO,GK,Goalkeeper,27,90,3.0,1.0,2.0,0.9,-0.1,0,3.0,7,28.0,6.0,901.6,4.0,114.0,13,0.0,0.0,0.0
Razvan Sava,J3,Udinese,Italian Serie A,ROU,GK,Goalkeeper,23,90,2.0,0.0,2.0,0.1,0.1,1,5.0,21,30.0,3.0,1050.0,8.0,455.2,20,0.0,0.0,0.0
Arijanet Muric,J3,Sassuolo,Italian Serie A,KVX,GK,Goalkeeper,26,90,3.0,0.0,3.0,1.0,1.0,1,8.0,13,30.0,4.0,900.0,3.0,213.9,18,0.0,1.0,18.0
Ivan Provedel,J3,Lazio,Italian Serie A,ITA,GK,Goalkeeper,31,90,3.0,1.0,2.0,1.4,0.4,0,2.0,7,24.0,4.0,696.0,0.0,0.0,6,0.0,2.0,38.4
Mike Maignan,J3,Milan,Italian Serie A,FRA,GK,Goalkeeper,30,55,0.0,0.0,0.0,0.0,0.0,0,1.0,4,28.0,2.0,814.8,1.0,29.0,7,1.0,0.0,0.0
Pietro Terracciano,J3,Milan,Italian Serie A,ITA,GK,Goalkeeper,35,35,0.0,0.0,0.0,0.0,0.0,1,3.0,3,6.0,0.0,204.0,1.0,73.0,8,0.0,0.0,0.0
Łukasz Skorupski,J3,Bologna,Italian Serie A,POL,GK,Goalkeeper,34,90,3.0,1.0,2.0,0.9,-0.1,0,4.0,13,58.0,6.0,1641.4,6.0,235.8,12,1.0,0.0,0.0
Lorenzo Montipò,J3,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.3,0.3,1,2.0,9,17.0,5.0,586.5,5.0,270.0,5,1.0,0.0,0.0
Emil Audero,J3,Cremonese,Italian Serie A,IDN,GK,Goalkeeper,28,90,9.0,0.0,9.0,1.4,1.4,1,5.0,18,47.0,11.0,1649.7,5.0,200.0,20,1.0,0.0,0.0
Mike Maignan,J1,Milan,Italian Serie A,FRA,GK,Goalkeeper,30,90,3.0,2.0,1.0,1.2,-0.8,0,2.0,3,19.0,6.0,566.2,1.0,44.0,11,1.0,0.0,0.0
Emil Audero,J1,Cremonese,Italian Serie A,IDN,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.5,0.5,0,0.0,15,34.0,5.0,1149.2,9.0,350.1,18,3.0,0.0,0.0
Jean Butez,J3,Como,Italian Serie A,FRA,GK,Goalkeeper,30,90,4.0,1.0,3.0,1.3,0.3,0,10.0,14,47.0,3.0,1471.1,0.0,0.0,11,3.0,0.0,0.0
Nicola Leali,J3,Genoa,Italian Serie A,ITA,GK,Goalkeeper,32,90,4.0,1.0,3.0,1.0,0.0,0,5.0,9,23.0,2.0,715.3,3.0,141.0,6,0.0,0.0,0.0
Wladimiro Falcone,J4,Lecce,Italian Serie A,ITA,GK,Goalkeeper,30,90,6.0,2.0,4.0,2.7,0.7,0,7.0,12,28.0,6.0,1038.8,1.0,16.0,17,0.0,0.0,0.0
Elia Caprile,J4,Cagliari,Italian Serie A,ITA,GK,Goalkeeper,24,90,5.0,1.0,4.0,1.0,0.0,0,6.0,19,24.0,4.0,945.6,5.0,303.0,12,2.0,2.0,21.4
Łukasz Skorupski,J4,Bologna,Italian Serie A,POL,GK,Goalkeeper,34,90,4.0,1.0,3.0,1.0,0.0,0,7.0,15,47.0,5.0,1555.7,0.0,0.0,7,0.0,2.0,29.6
Nicola Leali,J4,Genoa,Italian Serie A,ITA,GK,Goalkeeper,32,90,6.0,2.0,4.0,2.5,0.5,0,6.0,26,36.0,1.0,1702.8,3.0,189.9,16,0.0,0.0,0.0
Lorenzo Montipò,J4,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,29,90,4.0,1.0,3.0,0.8,-0.2,0,6.0,20,16.0,2.0,820.8,7.0,452.9,14,0.0,0.0,0.0
Michele Di Gregorio,J4,Juventus,Italian Serie A,ITA,GK,Goalkeeper,28,90,4.0,1.0,3.0,1.6,0.6,0,6.0,7,26.0,6.0,751.4,4.0,152.0,11,1.0,0.0,0.0
Razvan Sava,J4,Udinese,Italian Serie A,ROU,GK,Goalkeeper,23,90,6.0,3.0,3.0,1.6,-1.4,0,0.0,0,11.0,2.0,203.5,7.0,154.0,11,1.0,3.0,67.8
Pietro Terracciano,J4,Milan,Italian Serie A,ITA,GK,Goalkeeper,35,90,4.0,0.0,4.0,0.2,0.2,1,4.0,6,24.0,5.0,715.2,5.0,187.0,11,1.0,0.0,0.0
Brice Samba,J1,Rennes,French Ligue 1,FRA,GK,Goalkeeper,31,90,2.0,0.0,2.0,0.8,0.8,1,5.0,16,34.0,3.0,1315.8,3.0,168.9,31,1.0,0.0,0.0
Gerónimo Rulli,J1,Marseille,French Ligue 1,ARG,GK,Goalkeeper,33,90,5.0,1.0,4.0,1.1,0.1,0,2.0,3,24.0,1.0,480.0,4.0,152.0,1,0.0,5.0,118.0
Robin Risser,J1,Lens,French Ligue 1,FRA,GK,Goalkeeper,20,90,3.0,1.0,2.0,1.6,0.6,0,3.0,5,32.0,1.0,950.4,0.0,0.0,13,0.0,2.0,41.2
Rémy Descamps,J1,Lyon,French Ligue 1,FRA,GK,Goalkeeper,29,90,4.0,0.0,4.0,1.6,1.6,1,3.0,13,35.0,3.0,1200.5,5.0,176.0,25,0.0,1.0,14.0
Lukáš Hrádecký,J1,Monaco,French Ligue 1,FIN,GK,Goalkeeper,35,90,4.0,1.0,3.0,1.3,0.3,0,1.0,5,30.0,2.0,729.0,2.0,35.0,11,0.0,2.0,66.0
Mory Diaw,J1,Le Havre,French Ligue 1,SEN,GK,Goalkeeper,32,90,3.0,3.0,1.0,1.7,-1.3,0,4.0,13,22.0,5.0,745.8,9.0,446.4,17,0.0,1.0,8.0
Yehvann Diouf,J1,Nice,French Ligue 1,SEN,GK,Goalkeeper,25,90,2.0,1.0,1.0,0.4,-0.6,0,1.0,3,24.0,4.0,482.4,4.0,150.0,11,1.0,0.0,0.0
Guillaume Restes,J1,Toulouse,French Ligue 1,FRA,GK,Goalkeeper,20,90,2.0,0.0,2.0,0.2,0.2,1,5.0,16,23.0,1.0,887.8,4.0,240.0,18,0.0,1.0,16.0
Radosław Majecki,J1,Brest,French Ligue 1,POL,GK,Goalkeeper,25,90,6.0,3.0,3.0,1.8,-1.2,0,3.0,16,31.0,6.0,1119.1,4.0,247.2,9,0.0,0.0,0.0
Berke Özer,J1,Lille,French Ligue 1,TUR,GK,Goalkeeper,25,90,5.0,3.0,2.0,3.1,0.1,0,2.0,8,28.0,5.0,786.8,8.0,230.4,12,0.0,2.0,29.6
Hervé Koffi,J1,Angers,French Ligue 1,BFA,GK,Goalkeeper,28,90,7.0,0.0,7.0,1.7,1.7,1,10.0,27,40.0,4.0,1740.0,5.0,319.0,21,4.0,0.0,0.0
Obed Nkambadio,J1,Paris FC,French Ligue 1,FRA,GK,Goalkeeper,22,90,2.0,1.0,1.0,0.4,-0.6,0,0.0,1,22.0,3.0,464.2,8.0,128.8,8,0.0,3.0,52.2
Donovan Léon,J1,Auxerre,French Ligue 1,GUF,GK,Goalkeeper,32,90,3.0,0.0,3.0,0.6,0.6,1,8.0,22,30.0,3.0,1299.0,3.0,224.1,8,0.0,0.0,0.0
Bingourou Kamara,J1,Lorient,French Ligue 1,SEN,GK,Goalkeeper,28,90,3.0,1.0,2.0,0.5,-0.5,0,3.0,7,29.0,2.0,788.8,2.0,51.0,8,0.0,5.0,111.0
Jonathan Fischer,J1,Metz,French Ligue 1,DEN,GK,Goalkeeper,23,90,3.0,1.0,2.0,0.9,-0.1,0,2.0,9,24.0,4.0,832.8,3.0,89.1,18,1.0,3.0,51.6
Mike Penders,J1,Strasbourg,French Ligue 1,BEL,GK,Goalkeeper,20,90,0.0,0.0,0.0,0.0,0.0,1,2.0,3,25.0,2.0,612.5,0.0,0.0,9,2.0,2.0,24.6
Anthony Lopes,J1,Nantes,French Ligue 1,POR,GK,Goalkeeper,34,90,4.0,1.0,3.0,0.2,-0.8,0,10.0,23,47.0,9.0,1687.3,10.0,224.0,12,2.0,0.0,0.0
Lucas Chevalier,J1,Paris S-G,French Ligue 1,FRA,GK,Goalkeeper,23,90,0.0,0.0,0.0,0.0,0.0,1,4.0,6,16.0,4.0,484.8,3.0,126.0,3,0.0,0.0,0.0
Lucas Chevalier,J2,Paris S-G,French Ligue 1,FRA,GK,Goalkeeper,23,90,0.0,0.0,0.0,0.0,0.0,1,0.0,0,12.0,2.0,220.8,3.0,66.9,3,0.0,3.0,61.5
Hervé Koffi,J2,Angers,French Ligue 1,BFA,GK,Goalkeeper,28,90,4.0,1.0,3.0,0.7,-0.3,0,6.0,15,18.0,2.0,808.2,6.0,169.8,21,0.0,0.0,0.0
Gerónimo Rulli,J2,Marseille,French Ligue 1,ARG,GK,Goalkeeper,33,90,4.0,2.0,2.0,1.3,-0.7,0,3.0,6,31.0,6.0,725.4,2.0,78.0,7,1.0,8.0,176.0
Obed Nkambadio,J2,Paris FC,French Ligue 1,FRA,GK,Goalkeeper,22,90,7.0,5.0,2.0,2.5,-2.5,0,0.0,5,33.0,6.0,957.0,3.0,78.0,8,0.0,0.0,0.0
Yehvann Diouf,J2,Nice,French Ligue 1,SEN,GK,Goalkeeper,25,90,8.0,1.0,7.0,2.0,1.0,0,2.0,5,21.0,2.0,497.7,1.0,16.0,11,2.0,0.0,0.0
Donovan Léon,J2,Auxerre,French Ligue 1,GUF,GK,Goalkeeper,32,44,1.0,2.0,0.0,0.9,-1.1,0,2.0,12,23.0,2.0,816.5,2.0,99.0,7,1.0,1.0,16.3
Théo De Percin,J2,Auxerre,French Ligue 1,MTQ,GK,Goalkeeper,24,46,5.0,1.0,4.0,1.1,0.1,0,3.0,16,17.0,0.0,790.5,4.0,264.0,10,3.0,1.0,9.6
Rémy Descamps,J2,Lyon,French Ligue 1,FRA,GK,Goalkeeper,29,90,2.0,0.0,2.0,1.0,1.0,1,0.0,1,29.0,4.0,574.2,2.0,30.0,12,0.0,0.0,0.0
Jonathan Fischer,J2,Metz,French Ligue 1,DEN,GK,Goalkeeper,23,90,8.0,3.0,5.0,2.9,-0.1,0,3.0,6,38.0,4.0,965.2,0.0,0.0,8,0.0,0.0,0.0
Bingourou Kamara,J2,Lorient,French Ligue 1,SEN,GK,Goalkeeper,28,90,1.0,0.0,1.0,0.0,0.0,1,2.0,3,9.0,1.0,288.0,3.0,59.1,5,1.0,0.0,0.0
Brice Samba,J2,Rennes,French Ligue 1,FRA,GK,Goalkeeper,31,90,7.0,4.0,3.0,3.4,-0.6,0,9.0,25,62.0,6.0,2219.6,8.0,152.8,19,3.0,0.0,0.0
Karl-Johan Johnsson,J2,Strasbourg,French Ligue 1,SWE,GK,Goalkeeper,35,90,2.0,0.0,2.0,0.3,0.3,1,3.0,10,32.0,2.0,947.2,2.0,91.0,13,1.0,3.0,56.7
Anthony Lopes,J2,Nantes,French Ligue 1,POR,GK,Goalkeeper,34,90,4.0,1.0,3.0,1.5,0.5,0,8.0,13,52.0,4.0,1565.2,3.0,60.9,19,0.0,3.0,73.8
Mory Diaw,J2,Le Havre,French Ligue 1,SEN,GK,Goalkeeper,32,90,3.0,2.0,1.0,1.5,-0.5,0,6.0,13,28.0,4.0,826.0,7.0,343.7,9,2.0,2.0,36.0
Robin Risser,J2,Lens,French Ligue 1,FRA,GK,Goalkeeper,20,90,6.0,1.0,5.0,0.9,-0.1,0,4.0,13,23.0,3.0,736.0,8.0,404.0,21,1.0,0.0,0.0
Guillaume Restes,J2,Toulouse,French Ligue 1,FRA,GK,Goalkeeper,20,90,2.0,0.0,2.0,0.1,0.1,1,3.0,8,22.0,4.0,673.2,9.0,237.6,18,2.0,1.0,12.6
Radosław Majecki,J2,Brest,French Ligue 1,POL,GK,Goalkeeper,25,90,3.0,2.0,1.0,1.3,-0.7,0,4.0,9,23.0,6.0,853.3,2.0,87.0,7,1.0,0.0,0.0
Berke Özer,J2,Lille,French Ligue 1,TUR,GK,Goalkeeper,25,90,1.0,0.0,1.0,0.7,0.7,1,5.0,9,28.0,1.0,854.0,2.0,20.0,9,0.0,1.0,17.5
Lukáš Hrádecký,J2,Monaco,French Ligue 1,FIN,GK,Goalkeeper,35,90,1.0,1.0,0.0,0.6,-0.4,0,4.0,17,33.0,2.0,1112.1,8.0,342.4,20,0.0,2.0,39.4
Robin Risser,J3,Lens,French Ligue 1,FRA,GK,Goalkeeper,20,90,2.0,1.0,1.0,1.1,0.1,0,1.0,6,31.0,2.0,837.0,5.0,142.0,7,0.0,0.0,0.0
Radosław Majecki,J3,Brest,French Ligue 1,POL,GK,Goalkeeper,25,54,3.0,0.0,3.0,1.3,0.0,0,9.0,14,16.0,2.0,676.8,6.0,421.8,13,2.0,1.0,14.8
Grégoire Coudert,J3,Brest,French Ligue 1,FRA,GK,Goalkeeper,26,32,7.0,3.0,4.0,3.3,0.3,0,4.0,12,11.0,3.0,565.4,4.0,276.0,17,1.0,0.0,0.0
Mile Svilar,J1,Roma,Italian Serie A,SRB,GK,Goalkeeper,25,90,2.0,0.0,2.0,0.6,0.6,1,5.0,16,31.0,5.0,1085.0,7.0,382.2,13,1.0,0.0,0.0
Łukasz Skorupski,J1,Bologna,Italian Serie A,POL,GK,Goalkeeper,34,90,4.0,1.0,3.0,1.2,0.2,0,13.0,24,69.0,8.0,2394.3,5.0,166.0,7,0.0,0.0,0.0
Bingourou Kamara,J3,Lorient,French Ligue 1,SEN,GK,Goalkeeper,28,90,11.0,7.0,4.0,4.3,-2.7,0,7.0,12,27.0,4.0,872.1,4.0,169.2,14,1.0,0.0,0.0
Berke Özer,J3,Lille,French Ligue 1,TUR,GK,Goalkeeper,25,90,2.0,1.0,0.0,1.0,0.0,0,3.0,9,29.0,2.0,928.0,2.0,56.0,13,1.0,0.0,0.0
Anthony Lopes,J3,Nantes,French Ligue 1,POR,GK,Goalkeeper,34,90,4.0,0.0,4.0,0.4,0.4,1,1.0,12,46.0,3.0,1380.0,3.0,180.0,23,1.0,2.0,24.0
Théo De Percin,J3,Auxerre,French Ligue 1,MTQ,GK,Goalkeeper,24,90,3.0,1.0,2.0,0.4,-0.6,0,3.0,13,36.0,5.0,1303.2,2.0,79.0,10,0.0,3.0,64.5
Guillaume Restes,J3,Toulouse,French Ligue 1,FRA,GK,Goalkeeper,20,90,8.0,6.0,2.0,4.6,-1.4,0,12.0,15,15.0,1.0,670.5,6.0,331.8,3,1.0,0.0,0.0
Lucas Chevalier,J3,Paris S-G,French Ligue 1,FRA,GK,Goalkeeper,23,90,6.0,3.0,2.0,2.6,-0.4,0,0.0,2,26.0,4.0,509.6,4.0,152.0,11,1.0,1.0,16.5
Hervé Koffi,J3,Angers,French Ligue 1,BFA,GK,Goalkeeper,28,90,7.0,1.0,6.0,1.7,0.7,0,1.0,4,25.0,12.0,695.0,5.0,148.0,19,4.0,0.0,0.0
Brice Samba,J3,Rennes,French Ligue 1,FRA,GK,Goalkeeper,31,90,7.0,1.0,6.0,1.3,0.3,0,2.0,8,69.0,8.0,1794.0,4.0,108.0,11,2.0,1.0,13.2
Kevin Trapp,J3,Paris FC,French Ligue 1,GER,GK,Goalkeeper,35,90,2.0,2.0,0.0,1.5,-0.5,0,1.0,8,28.0,4.0,904.4,7.0,160.3,13,1.0,3.0,66.0
Jonathan Fischer,J3,Metz,French Ligue 1,DEN,GK,Goalkeeper,23,90,9.0,3.0,6.0,3.8,0.8,0,2.0,6,42.0,6.0,1037.4,5.0,149.0,21,1.0,0.0,0.0
Mory Diaw,J3,Le Havre,French Ligue 1,SEN,GK,Goalkeeper,32,90,3.0,1.0,2.0,1.1,0.1,0,9.0,28,49.0,6.0,1832.6,7.0,350.7,19,4.0,0.0,0.0
Yehvann Diouf,J3,Nice,French Ligue 1,SEN,GK,Goalkeeper,25,90,8.0,3.0,5.0,3.3,0.3,0,2.0,3,34.0,9.0,795.6,2.0,31.0,23,1.0,1.0,18.0
Lukáš Hrádecký,J3,Monaco,French Ligue 1,FIN,GK,Goalkeeper,35,78,3.0,2.0,1.0,1.3,-0.7,0,5.0,12,29.0,3.0,977.3,3.0,90.9,11,2.0,0.0,0.0
Philipp Köhn,J3,Monaco,French Ligue 1,SUI,GK,Goalkeeper,27,12,1.0,0.0,1.0,0.4,0.4,1,1.0,3,5.0,1.0,203.0,2.0,77.0,2,0.0,0.0,0.0
Mike Penders,J3,Strasbourg,French Ligue 1,BEL,GK,Goalkeeper,20,90,4.0,3.0,1.0,2.4,-0.6,0,2.0,4,39.0,2.0,924.3,1.0,16.0,10,0.0,0.0,0.0
Rémy Descamps,J3,Lyon,French Ligue 1,FRA,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.5,0.5,1,0.0,3,22.0,5.0,594.0,1.0,31.0,10,2.0,1.0,9.2
Gerónimo Rulli,J3,Marseille,French Ligue 1,ARG,GK,Goalkeeper,33,90,4.0,1.0,4.0,0.5,-0.5,0,8.0,30,42.0,5.0,1772.4,7.0,469.7,30,5.0,0.0,0.0
Jeffrey De Lange,J4,Marseille,French Ligue 1,NED,GK,Goalkeeper,27,90,1.0,0.0,1.0,0.0,0.0,1,0.0,0,7.0,0.0,125.3,1.0,16.0,3,0.0,1.0,22.0
