Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Marcos Senesi,J2,CB,Defender,Bournemouth,English Premier League,90.0,6.82,28,ARG
Bafodé Diakité,J2,CB,Defender,Bournemouth,English Premier League,90.0,6.41,24,FRA
Adam Smith,J2,RB,Defender,Bournemouth,English Premier League,90.0,6.06,34,ENG
Santiago Bueno,J2,CB,Defender,Wolves,English Premier League,35.0,6.27,26,URU
Toti Gomes,J2,CB,Defender,Wolves,English Premier League,48.0,5.91,26,POR
Emmanuel Agbadou,J2,CB,Defender,Wolves,English Premier League,90.0,7.19,28,CIV
Matt Doherty,J2,CB,Defender,Wolves,English Premier League,90.0,6.53,33,IRL
Keane Lewis-Potter,J2,LB,Defender,Brentford,English Premier League,90.0,5.95,24,ENG
Sepp van den Berg,J2,CB,Defender,Brentford,English Premier League,90.0,5.97,23,NED
Nathan Collins,J2,CB,Defender,Brentford,English Premier League,90.0,6.27,24,IRL
Michael Kayode,J2,RB,Defender,Brentford,English Premier League,84.0,6.73,21,ITA
Lucas Digne,J2,LB,Defender,Aston Villa,English Premier League,63.0,6.42,32,FRA
Ian Maatsen,J2,LB,Defender,Aston Villa,English Premier League,27.0,7.26,23,NED
Pau Torres,J2,CB,Defender,Aston Villa,English Premier League,90.0,7.27,28,ESP
Tyrone Mings,J2,CB,Defender,Aston Villa,English Premier League,90.0,6.9,32,ENG
Matty Cash,J2,RB,Defender,Aston Villa,English Premier League,90.0,7.4,28,POL
Quilindschy Hartman,J2,LB,Defender,Burnley,English Premier League,90.0,7.03,23,NED
Maxime Estève,J2,CB,Defender,Burnley,English Premier League,82.0,7.05,23,FRA
Hjalmar Ekdal,J2,CB,Defender,Burnley,English Premier League,90.0,6.82,26,SWE
Kyle Walker,J2,RB,Defender,Burnley,English Premier League,90.0,7.2,35,ENG
Reinildo Mandava,J2,LB,Defender,Sunderland,English Premier League,90.0,7.47,31,MOZ
Omar Alderete,J2,CB,Defender,Sunderland,English Premier League,90.0,7.14,28,PAR
Jenson Seelt,J2,CB,Defender,Sunderland,English Premier League,82.0,7.2,22,NED
Trai Hume,J2,RB,Defender,Sunderland,English Premier League,90.0,6.84,23,NIR
Riccardo Calafiori,J2,LB,Defender,Arsenal,English Premier League,63.0,6.41,23,ITA
Myles Lewis-Skelly,J2,LB,Defender,Arsenal,English Premier League,27.0,6.85,18,ENG
Gabriel Magalhães,J2,CB,Defender,Arsenal,English Premier League,90.0,7.1,27,BRA
William Saliba,J2,CB,Defender,Arsenal,English Premier League,90.0,6.87,24,FRA
Jurriën Timber,J2,RB,Defender,Arsenal,English Premier League,63.0,7.33,24,NED
Cristhian Mosquera,J2,RB,Defender,Arsenal,English Premier League,27.0,6.17,21,ESP
Gabriel Gudmundsson,J2,LB,Defender,Leeds United,English Premier League,90.0,6.1,26,SWE
Pascal Struijk,J2,CB,Defender,Leeds United,English Premier League,90.0,6.36,26,NED
Joe Rodon,J2,CB,Defender,Leeds United,English Premier League,90.0,6.61,27,WAL
Jayden Bogle,J2,RB,Defender,Leeds United,English Premier League,82.0,6.14,25,ENG
Marc Guéhi,J2,CB,Defender,Crystal Palace,English Premier League,90.0,6.64,25,ENG
Maxence Lacroix,J2,CB,Defender,Crystal Palace,English Premier League,90.0,6.97,25,FRA
Chris Richards,J2,CB,Defender,Crystal Palace,English Premier League,90.0,6.62,25,USA
Neco Williams,J2,LB,Defender,Nott'ham Forest,English Premier League,90.0,6.86,24,WAL
Murillo,J2,CB,Defender,Nott'ham Forest,English Premier League,90.0,7.25,23,BRA
Nikola Milenković,J2,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.44,27,SRB
Ola Aina,J2,RB,Defender,Nott'ham Forest,English Premier League,90.0,7.04,28,NGA
James Garner,J2,LB,Defender,Everton,English Premier League,90.0,7.29,24,ENG
Michael Keane,J2,CB,Defender,Everton,English Premier League,90.0,6.03,32,ENG
James Tarkowski,J2,CB,Defender,Everton,English Premier League,90.0,6.01,32,ENG
Jake O'Brien,J2,RB,Defender,Everton,English Premier League,90.0,6.15,24,IRL
Maxim De Cuyper,J2,LB,Defender,Brighton,English Premier League,66.0,6.09,24,BEL
Ferdi Kadioglu,J2,LB,Defender,Brighton,English Premier League,24.0,6.31,25,TUR
Lewis Dunk,J2,CB,Defender,Brighton,English Premier League,90.0,7.23,33,ENG
Jan Paul van Hecke,J2,CB,Defender,Brighton,English Premier League,90.0,6.78,25,NED
Mats Wieffer,J2,RB,Defender,Brighton,English Premier League,84.0,7.19,25,NED
Ryan Sessegnon,J2,LB,Defender,Fulham,English Premier League,61.0,6.52,25,ENG
Antonee Robinson,J2,LB,Defender,Fulham,English Premier League,29.0,6.2,28,USA
Calvin Bassey,J2,CB,Defender,Fulham,English Premier League,90.0,5.91,25,NGA
Joachim Andersen,J2,CB,Defender,Fulham,English Premier League,90.0,7.12,29,DEN
Kenny Tete,J2,RB,Defender,Fulham,English Premier League,90.0,7.3,29,NED
Luke Shaw,J2,CB,Defender,Manchester Utd,English Premier League,86.0,6.46,30,ENG
Matthijs de Ligt,J2,CB,Defender,Manchester Utd,English Premier League,90.0,6.71,26,NED
Leny Yoro,J2,CB,Defender,Manchester Utd,English Premier League,86.0,6.48,19,FRA
Valentino Livramento,J2,LB,Defender,Newcastle Utd,English Premier League,90.0,6.32,22,ENG
Dan Burn,J2,CB,Defender,Newcastle Utd,English Premier League,90.0,6.29,33,ENG
Fabian Schär,J2,CB,Defender,Newcastle Utd,English Premier League,80.0,6.15,33,SUI
Kieran Trippier,J2,RB,Defender,Newcastle Utd,English Premier League,75.0,6.29,34,ENG
Milos Kerkez,J2,LB,Defender,Liverpool,English Premier League,90.0,7.1,21,HUN
Virgil van Dijk,J2,CB,Defender,Liverpool,English Premier League,90.0,6.76,34,NED
Ibrahima Konaté,J2,CB,Defender,Liverpool,English Premier League,90.0,6.34,26,FRA
Dominik Szoboszlai,J2,RB,Defender,Liverpool,English Premier League,90.0,6.68,24,HUN
Marc Cucurella,J3,LB,Defender,Chelsea,English Premier League,90.0,7.25,27,ESP
Tosin Adarabioyo,J3,CB,Defender,Chelsea,English Premier League,90.0,7.26,27,ENG
Trevoh Chalobah,J3,CB,Defender,Chelsea,English Premier League,90.0,6.68,26,ENG
Malo Gusto,J3,RB,Defender,Chelsea,English Premier League,90.0,6.92,22,FRA
Ryan Sessegnon,J3,LB,Defender,Fulham,English Premier League,66.0,6.71,25,ENG
Antonee Robinson,J3,LB,Defender,Fulham,English Premier League,24.0,6.79,28,USA
Calvin Bassey,J3,CB,Defender,Fulham,English Premier League,90.0,6.54,25,NGA
Joachim Andersen,J3,CB,Defender,Fulham,English Premier League,90.0,6.66,29,DEN
Kenny Tete,J3,RB,Defender,Fulham,English Premier League,90.0,7.06,29,NED
Reinildo Mandava,J3,LB,Defender,Sunderland,English Premier League,90.0,6.98,31,MOZ
Omar Alderete,J3,CB,Defender,Sunderland,English Premier League,90.0,6.91,28,PAR
Nordi Mukiele,J3,CB,Defender,Sunderland,English Premier League,90.0,6.54,27,FRA
Trai Hume,J3,RB,Defender,Sunderland,English Premier League,90.0,6.71,23,NIR
Keane Lewis-Potter,J3,LB,Defender,Brentford,English Premier League,71.0,6.26,24,ENG
Sepp van den Berg,J3,CB,Defender,Brentford,English Premier League,90.0,6.55,23,NED
Nathan Collins,J3,CB,Defender,Brentford,English Premier League,90.0,6.94,24,IRL
Michael Kayode,J3,RB,Defender,Brentford,English Premier League,90.0,6.63,21,ITA
Toti Gomes,J3,CB,Defender,Wolves,English Premier League,90.0,7.19,26,POR
Emmanuel Agbadou,J3,CB,Defender,Wolves,English Premier League,90.0,6.76,28,CIV
Santiago Bueno,J3,CB,Defender,Wolves,English Premier League,90.0,6.51,26,URU
Vitaliy Mykolenko,J3,LB,Defender,Everton,English Premier League,90.0,6.87,26,UKR
Michael Keane,J3,CB,Defender,Everton,English Premier League,90.0,6.34,32,ENG
James Tarkowski,J3,CB,Defender,Everton,English Premier League,90.0,6.47,32,ENG
Jake O'Brien,J3,RB,Defender,Everton,English Premier League,90.0,6.95,24,IRL
Djed Spence,J3,LB,Defender,Tottenham,English Premier League,90.0,6.67,25,ENG
Micky van de Ven,J3,CB,Defender,Tottenham,English Premier League,90.0,7.29,24,NED
Cristian Romero,J3,CB,Defender,Tottenham,English Premier League,90.0,6.91,27,ARG
Pedro Porro,J3,RB,Defender,Tottenham,English Premier League,70.0,6.69,25,ESP
Destiny Udogie,J3,LB,Defender,Tottenham,English Premier League,20.0,6.83,22,ITA
Adrien Truffert,J3,LB,Defender,Bournemouth,English Premier League,90.0,5.91,23,FRA
Marcos Senesi,J3,CB,Defender,Bournemouth,English Premier League,90.0,6.83,28,ARG
Bafodé Diakité,J3,CB,Defender,Bournemouth,English Premier League,90.0,5.81,24,FRA
Adam Smith,J3,RB,Defender,Bournemouth,English Premier League,25.0,4.89,34,ENG
James Hill,J3,RB,Defender,Bournemouth,English Premier League,65.0,6.62,23,ENG
Luke Shaw,J3,CB,Defender,Manchester Utd,English Premier League,90.0,6.65,30,ENG
Matthijs de Ligt,J3,CB,Defender,Manchester Utd,English Premier League,90.0,6.31,26,NED
Leny Yoro,J3,CB,Defender,Manchester Utd,English Premier League,84.0,5.91,19,FRA
Quilindschy Hartman,J3,LB,Defender,Burnley,English Premier League,90.0,6.44,23,NED
Maxime Estève,J3,CB,Defender,Burnley,English Premier League,90.0,5.91,23,FRA
Hjalmar Ekdal,J3,CB,Defender,Burnley,English Premier League,82.0,6.85,26,SWE
Kyle Walker,J3,RB,Defender,Burnley,English Premier League,90.0,7.12,35,ENG
Gabriel Gudmundsson,J3,LB,Defender,Leeds United,English Premier League,79.0,6.73,26,SWE
Pascal Struijk,J3,CB,Defender,Leeds United,English Premier League,90.0,6.17,26,NED
Joe Rodon,J3,CB,Defender,Leeds United,English Premier League,90.0,6.29,27,WAL
Jayden Bogle,J3,RB,Defender,Leeds United,English Premier League,90.0,6.87,25,ENG
Valentino Livramento,J3,LB,Defender,Newcastle Utd,English Premier League,90.0,6.23,22,ENG
Dan Burn,J3,CB,Defender,Newcastle Utd,English Premier League,90.0,6.04,33,ENG
Sven Botman,J3,CB,Defender,Newcastle Utd,English Premier League,67.0,6.95,25,NED
Fabian Schär,J3,CB,Defender,Newcastle Utd,English Premier League,90.0,6.89,33,SUI
Kieran Trippier,J3,RB,Defender,Newcastle Utd,English Premier League,60.0,6.78,34,ENG
Lewis Hall,J3,LB,Defender,Newcastle Utd,English Premier League,30.0,6.11,20,ENG
Maxim De Cuyper,J3,LB,Defender,Brighton,English Premier League,90.0,7.02,24,BEL
Lewis Dunk,J3,CB,Defender,Brighton,English Premier League,90.0,6.09,33,ENG
Jan Paul van Hecke,J3,CB,Defender,Brighton,English Premier League,90.0,6.09,25,NED
Joël Veltman,J3,RB,Defender,Brighton,English Premier League,90.0,6.19,33,NED
Rayan Aït-Nouri,J3,LB,Defender,Manchester City,English Premier League,90.0,7.11,24,ALG
Abdukodir Khusanov,J3,CB,Defender,Manchester City,English Premier League,84.0,6.83,21,UZB
John Stones,J3,CB,Defender,Manchester City,English Premier League,90.0,6.76,31,ENG
Matheus Nunes,J3,RB,Defender,Manchester City,English Premier League,84.0,7.08,27,POR
Neco Williams,J3,LB,Defender,Nott'ham Forest,English Premier League,90.0,7.06,24,WAL
Murillo,J3,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.57,23,BRA
Nikola Milenković,J3,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.07,27,SRB
Ola Aina,J3,RB,Defender,Nott'ham Forest,English Premier League,90.0,6.89,28,NGA
El Hadji Diouf,J3,LB,Defender,West Ham,English Premier League,90.0,6.83,20,SEN
Max Kilman,J3,CB,Defender,West Ham,English Premier League,90.0,6.95,28,ENG
Konstantinos Mavropanos,J3,CB,Defender,West Ham,English Premier League,90.0,6.25,27,GRE
Kyle Walker-Peters,J3,RB,Defender,West Ham,English Premier League,90.0,6.96,28,ENG
Milos Kerkez,J3,LB,Defender,Liverpool,English Premier League,90.0,7.06,21,HUN
Virgil van Dijk,J3,CB,Defender,Liverpool,English Premier League,90.0,6.83,34,NED
Ibrahima Konaté,J3,CB,Defender,Liverpool,English Premier League,78.0,6.32,26,FRA
Dominik Szoboszlai,J3,RB,Defender,Liverpool,English Premier League,90.0,7.49,24,HUN
Riccardo Calafiori,J3,LB,Defender,Arsenal,English Premier League,90.0,7.22,23,ITA
Gabriel Magalhães,J3,CB,Defender,Arsenal,English Premier League,90.0,6.04,27,BRA
Cristhian Mosquera,J3,CB,Defender,Arsenal,English Premier League,86.0,6.43,21,ESP
Jurriën Timber,J3,RB,Defender,Arsenal,English Premier League,90.0,6.46,24,NED
Ian Maatsen,J3,LB,Defender,Aston Villa,English Premier League,83.0,7.17,23,NED
Tyrone Mings,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.42,32,ENG
Ezri Konsa,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.65,27,ENG
Matty Cash,J3,RB,Defender,Aston Villa,English Premier League,73.0,6.68,28,POL
Marc Guéhi,J3,CB,Defender,Crystal Palace,English Premier League,90.0,7.02,25,ENG
Maxence Lacroix,J3,CB,Defender,Crystal Palace,English Premier League,90.0,6.41,25,FRA
Chris Richards,J3,CB,Defender,Crystal Palace,English Premier League,90.0,6.41,25,USA
Riccardo Calafiori,J4,LB,Defender,Arsenal,English Premier League,67.0,5.92,23,ITA
Myles Lewis-Skelly,J4,LB,Defender,Arsenal,English Premier League,23.0,5.95,18,ENG
Gabriel Magalhães,J4,CB,Defender,Arsenal,English Premier League,90.0,7.2,27,BRA
Cristhian Mosquera,J4,CB,Defender,Arsenal,English Premier League,90.0,7.08,21,ESP
Jurriën Timber,J4,RB,Defender,Arsenal,English Premier League,90.0,6.83,24,NED
Morato,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.42,24,BRA
Murillo,J4,CB,Defender,Nott'ham Forest,English Premier League,36.0,6.68,23,BRA
Nicolò Savona,J4,RB,Defender,Nott'ham Forest,English Premier League,54.0,6.36,22,ITA
Nikola Milenković,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.12,27,SRB
Neco Williams,J4,LB,Defender,Nott'ham Forest,English Premier League,90.0,6.97,24,WAL
Marc Guéhi,J4,CB,Defender,Crystal Palace,English Premier League,90.0,6.88,25,ENG
Maxence Lacroix,J4,CB,Defender,Crystal Palace,English Premier League,90.0,7.05,25,FRA
Chris Richards,J4,CB,Defender,Crystal Palace,English Premier League,90.0,6.66,25,USA
Reinildo Mandava,J4,LB,Defender,Sunderland,English Premier League,90.0,6.99,31,MOZ
Omar Alderete,J4,CB,Defender,Sunderland,English Premier League,90.0,6.96,28,PAR
Nordi Mukiele,J4,CB,Defender,Sunderland,English Premier League,90.0,6.48,27,FRA
Trai Hume,J4,RB,Defender,Sunderland,English Premier League,90.0,7.12,23,NIR
James Garner,J4,LB,Defender,Everton,English Premier League,90.0,7.22,24,ENG
Michael Keane,J4,CB,Defender,Everton,English Premier League,90.0,6.07,32,ENG
James Tarkowski,J4,CB,Defender,Everton,English Premier League,90.0,6.79,32,ENG
Jake O'Brien,J4,RB,Defender,Everton,English Premier League,90.0,6.92,24,IRL
Lucas Digne,J4,LB,Defender,Aston Villa,English Premier League,90.0,6.69,32,FRA
Tyrone Mings,J4,CB,Defender,Aston Villa,English Premier League,90.0,6.93,32,ENG
Ezri Konsa,J4,CB,Defender,Aston Villa,English Premier League,90.0,6.37,27,ENG
Matty Cash,J4,RB,Defender,Aston Villa,English Premier League,90.0,6.33,28,POL
Ryan Sessegnon,J4,LB,Defender,Fulham,English Premier League,90.0,7.13,25,ENG
Calvin Bassey,J4,CB,Defender,Fulham,English Premier League,90.0,7.3,25,NGA
Joachim Andersen,J4,CB,Defender,Fulham,English Premier League,90.0,7.34,29,DEN
Kenny Tete,J4,RB,Defender,Fulham,English Premier League,90.0,6.55,29,NED
Gabriel Gudmundsson,J4,LB,Defender,Leeds United,English Premier League,90.0,6.66,26,SWE
Pascal Struijk,J4,CB,Defender,Leeds United,English Premier League,90.0,6.37,26,NED
Joe Rodon,J4,CB,Defender,Leeds United,English Premier League,90.0,6.6,27,WAL
Jayden Bogle,J4,RB,Defender,Leeds United,English Premier League,90.0,6.84,25,ENG
Valentino Livramento,J4,LB,Defender,Newcastle Utd,English Premier League,90.0,7.06,22,ENG
Dan Burn,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,6.4,33,ENG
Fabian Schär,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,6.87,33,SUI
Kieran Trippier,J4,RB,Defender,Newcastle Utd,English Premier League,90.0,7.15,34,ENG
Toti Gomes,J4,CB,Defender,Wolves,English Premier League,90.0,6.61,26,POR
Yerson Mosquera,J4,CB,Defender,Wolves,English Premier League,65.0,5.98,24,COL
Emmanuel Agbadou,J4,CB,Defender,Wolves,English Premier League,90.0,6.92,28,CIV
Adrien Truffert,J4,LB,Defender,Bournemouth,English Premier League,90.0,6.41,23,FRA
Marcos Senesi,J4,CB,Defender,Bournemouth,English Premier League,90.0,7.16,28,ARG
Veljko Milosavljević,J4,CB,Defender,Bournemouth,English Premier League,90.0,6.67,18,SRB
James Hill,J4,RB,Defender,Bournemouth,English Premier League,86.0,6.21,23,ENG
Maxim De Cuyper,J4,LB,Defender,Brighton,English Premier League,23.0,6.3,24,BEL
Ferdi Kadioglu,J4,LB,Defender,Brighton,English Premier League,67.0,7.05,25,TUR
Lewis Dunk,J4,CB,Defender,Brighton,English Premier League,90.0,6.22,33,ENG
Jan Paul van Hecke,J4,CB,Defender,Brighton,English Premier League,90.0,6.69,25,NED
Joël Veltman,J4,RB,Defender,Brighton,English Premier League,90.0,7.34,33,NED
El Hadji Malick Diouf,J4,LB,Defender,West Ham,English Premier League,90.0,6.78,20,SEN
Max Kilman,J4,CB,Defender,West Ham,English Premier League,90.0,6.36,28,ENG
Konstantinos Mavropanos,J4,CB,Defender,West Ham,English Premier League,90.0,6.64,27,GRE
Kyle Walker-Peters,J4,RB,Defender,West Ham,English Premier League,90.0,6.88,28,ENG
Djed Spence,J4,LB,Defender,Tottenham,English Premier League,70.0,6.5,25,ENG
Destiny Udogie,J4,LB,Defender,Tottenham,English Premier League,20.0,6.55,22,ITA
Micky van de Ven,J4,CB,Defender,Tottenham,English Premier League,79.0,6.61,24,NED
Cristian Romero,J4,CB,Defender,Tottenham,English Premier League,90.0,6.96,27,ARG
Pedro Porro,J4,RB,Defender,Tottenham,English Premier League,90.0,7.04,26,ESP
Keane Lewis-Potter,J4,LB,Defender,Brentford,English Premier League,89.0,5.55,24,ENG
Ethan Pinnock,J4,CB,Defender,Brentford,English Premier League,82.0,6.09,32,JAM
Nathan Collins,J4,CB,Defender,Brentford,English Premier League,90.0,6.35,24,IRL
Sepp van den Berg,J4,CB,Defender,Brentford,English Premier League,90.0,5.77,23,NED
Michael Kayode,J4,RB,Defender,Brentford,English Premier League,82.0,6.57,21,ITA
Jorrel Hato,J4,LB,Defender,Chelsea,English Premier League,45.0,5.92,19,NED
Marc Cucurella,J4,LB,Defender,Chelsea,English Premier League,45.0,6.84,27,ESP
Trevoh Chalobah,J4,CB,Defender,Chelsea,English Premier League,90.0,7.32,26,ENG
Tosin Adarabioyo,J4,CB,Defender,Chelsea,English Premier League,90.0,6.99,27,ENG
Wesley Fofana,J4,RB,Defender,Chelsea,English Premier League,45.0,6.76,24,FRA
Reece James,J4,RB,Defender,Chelsea,English Premier League,45.0,6.76,25,ENG
Quilindschy Hartman,J4,LB,Defender,Burnley,English Premier League,90.0,6.43,23,NED
Maxime Estève,J4,CB,Defender,Burnley,English Premier League,90.0,5.77,23,FRA
Hjalmar Ekdal,J4,CB,Defender,Burnley,English Premier League,90.0,6.01,26,SWE
Josh Laurent,J4,CB,Defender,Burnley,English Premier League,90.0,5.06,30,ENG
Kyle Walker,J4,RB,Defender,Burnley,English Premier League,90.0,6.22,35,ENG
Conor Bradley,J4,RB,Defender,Liverpool,English Premier League,45.0,6.99,22,NIR
Milos Kerkez,J4,LB,Defender,Liverpool,English Premier League,37.0,6.1,21,HUN
Andrew Robertson,J4,LB,Defender,Liverpool,English Premier League,53.0,6.41,31,SCO
Virgil van Dijk,J4,CB,Defender,Liverpool,English Premier League,90.0,6.85,34,NED
Ibrahima Konaté,J4,CB,Defender,Liverpool,English Premier League,86.0,6.84,26,FRA
Dominik Szoboszlai,J4,RB,Defender,Liverpool,English Premier League,90.0,6.95,24,HUN
Nico O’Reilly,J4,LB,Defender,Manchester City,English Premier League,90.0,7.16,20,ENG
Joško Gvardiol,J4,CB,Defender,Manchester City,English Premier League,90.0,5.83,23,CRO
Rúben Dias,J4,CB,Defender,Manchester City,English Premier League,90.0,6.24,28,POR
Abdukodir Khusanov,J4,RB,Defender,Manchester City,English Premier League,90.0,7.11,21,UZB
Luke Shaw,J4,CB,Defender,Manchester Utd,English Premier League,90.0,6.44,30,ENG
Matthijs de Ligt,J4,CB,Defender,Manchester Utd,English Premier League,90.0,6.08,26,NED
Leny Yoro,J4,CB,Defender,Manchester Utd,English Premier League,61.0,5.91,19,FRA
Harry Maguire,J4,CB,Defender,Manchester Utd,English Premier League,29.0,6.31,32,ENG
Milos Kerkez,J5,LB,Defender,Liverpool,English Premier League,90.0,7.0,21,HUN
Virgil van Dijk,J5,CB,Defender,Liverpool,English Premier League,90.0,6.85,34,NED
Ibrahima Konaté,J5,CB,Defender,Liverpool,English Premier League,90.0,6.72,26,FRA
Conor Bradley,J5,RB,Defender,Liverpool,English Premier League,90.0,6.5,22,NIR
Vitaliy Mykolenko,J5,LB,Defender,Everton,English Premier League,85.0,6.41,26,UKR
Michael Keane,J5,CB,Defender,Everton,English Premier League,90.0,6.45,32,ENG
James Tarkowski,J5,CB,Defender,Everton,English Premier League,90.0,6.88,32,ENG
Jake O'Brien,J5,RB,Defender,Everton,English Premier League,90.0,5.94,24,IRL
El Hadji Malick Diouf,J5,LB,Defender,West Ham,English Premier League,90.0,7.26,20,SEN
Max Kilman,J5,CB,Defender,West Ham,English Premier League,90.0,6.91,28,ENG
Konstantinos Mavropanos,J5,CB,Defender,West Ham,English Premier League,90.0,7.22,27,GRE
Kyle Walker-Peters,J5,RB,Defender,West Ham,English Premier League,90.0,6.74,28,ENG
Marc Guéhi,J5,CB,Defender,Crystal Palace,English Premier League,90.0,6.62,25,ENG
Maxence Lacroix,J5,CB,Defender,Crystal Palace,English Premier League,90.0,6.2,25,FRA
