Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Atalanta,27.7,48,2.04,1.86,14.77,5.04,0.12,0.21,26.56,3.58,460.15,552.65,211.19,234.19,200.96,227.88,38.06,64.1,11.73,35.71,11.06,3.29,48.77,24.48,48.4,14.6,8.83,6.12,6.35,2.12,7.17,13.73,6.56,9.33,7.67,17.21,0.48,656.48,52.42,177.54,292.29,192.73,29.1,656.27,17.83,7.73,411.92,18.98,6.85,14.71,9.31,457.1,1.79,0.04,0.02,11.21,10.04,1.65,0.17,0.06,0.04,45.85,14.77,12.31,1.0,3.62,2.67,0.42,0.06,0.06,0.0,0.0,1.03,3.73,11.19,25.38,4.6,6.15,8.98,0.48,1.48,27.08,24.02,121.65,30.15,50.31,16.0,0.0,54.88,0.1,54.54,83.26,90.18,88.19,59.38,56.48,43.35,0.03,73.76,33.33,5.35
Athletic Club,26.9,52,1.44,1.41,12.88,3.94,0.08,0.15,23.0,2.52,371.54,469.38,151.31,173.6,177.31,204.63,37.37,71.17,9.83,34.92,7.42,2.58,42.81,18.6,42.4,15.63,9.4,6.31,7.17,2.15,7.81,15.31,7.5,9.15,8.94,23.13,0.56,585.02,47.21,160.87,281.37,148.38,21.1,584.87,20.6,8.79,308.56,12.83,4.96,15.73,10.44,367.98,1.88,0.1,0.04,13.21,10.12,1.52,0.12,0.15,0.02,46.5,13.38,13.98,0.88,3.04,2.13,0.4,0.15,0.12,0.04,0.0,0.94,4.71,13.21,23.52,3.79,5.48,10.87,0.92,1.23,27.37,26.17,103.81,25.52,36.06,17.21,0.04,49.53,0.02,48.89,79.16,87.16,86.65,52.51,55.62,42.67,0.06,70.07,35.65,8.46
Atlético Madrid,28.5,48,1.88,1.65,12.21,4.62,0.12,0.15,21.83,3.38,471.25,564.75,233.19,258.12,185.17,210.9,38.15,64.75,9.33,32.73,9.71,2.54,41.21,20.21,41.08,16.96,10.35,8.52,6.29,2.15,8.83,17.06,8.23,9.6,7.44,20.88,0.71,668.62,60.04,208.6,303.08,162.19,22.79,668.48,16.52,7.15,422.73,15.67,4.62,13.98,7.25,468.1,1.94,0.08,0.0,10.71,10.9,1.75,0.08,0.21,0.04,42.02,10.81,10.65,0.92,3.38,2.5,0.4,0.21,0.19,0.0,0.02,0.84,2.85,7.54,17.75,5.06,7.9,12.9,0.92,0.69,21.46,21.23,102.5,25.21,39.67,19.19,0.02,51.52,0.14,50.37,83.44,90.34,87.8,58.92,56.38,43.28,-0.1,73.96,37.8,7.13
Augsburg,26.8,34,1.03,1.02,11.68,3.35,0.03,0.06,20.71,1.85,340.5,439.29,144.12,168.06,152.56,177.44,37.26,69.91,8.71,26.62,7.29,2.26,34.18,13.24,33.79,13.65,8.82,5.82,5.94,1.88,6.85,12.65,5.79,12.26,10.03,28.56,0.47,559.88,65.15,180.18,247.18,138.26,20.03,559.82,16.32,6.71,299.0,10.47,2.85,17.26,8.74,337.59,2.29,0.15,0.06,10.32,10.97,1.74,0.06,0.15,0.06,42.38,15.56,14.44,1.5,4.59,3.15,0.32,0.15,0.15,0.0,0.0,1.48,6.24,16.5,28.41,3.62,8.68,16.29,0.62,1.29,30.0,26.0,81.21,22.56,32.44,15.68,0.0,44.3,0.01,51.87,77.51,85.76,85.98,53.3,59.58,41.12,-0.01,68.63,37.82,3.81
Auxerre,25.9,34,1.38,1.21,11.03,4.24,0.12,0.15,20.24,2.56,323.59,416.53,141.53,162.26,134.59,157.32,38.26,73.47,8.71,23.65,6.24,2.0,31.88,14.24,31.71,19.32,11.85,9.71,6.82,2.79,9.29,17.82,8.53,11.59,10.29,27.76,0.5,534.94,66.62,198.35,228.03,114.03,18.06,534.79,18.29,7.59,297.09,10.29,4.03,13.29,10.18,321.38,2.0,0.12,0.03,11.88,10.65,1.41,0.12,0.24,0.09,43.88,12.12,12.41,1.5,5.09,3.62,0.29,0.24,0.18,0.06,0.0,1.74,6.5,20.0,27.76,5.24,7.18,16.35,0.91,1.24,24.53,23.47,77.82,22.79,30.32,21.15,0.06,42.5,0.14,49.41,77.69,87.22,85.55,52.08,56.92,41.5,0.14,71.12,32.5,5.57
Barcelona,25.1,52,2.67,2.38,17.13,6.4,0.19,0.21,30.69,4.58,576.27,664.88,268.83,291.92,250.15,275.9,41.4,63.92,12.71,51.27,11.85,1.87,56.85,22.12,56.52,14.75,9.21,5.12,6.69,2.94,7.13,14.23,7.1,9.58,6.02,16.35,0.42,772.58,51.85,174.83,387.56,215.92,30.77,772.37,23.6,11.62,461.1,17.27,6.4,14.38,8.52,572.73,1.48,0.1,0.02,9.48,12.04,1.52,0.21,0.15,0.02,43.56,9.85,9.38,1.21,3.21,2.02,0.33,0.15,0.15,0.0,0.0,1.13,1.69,5.38,30.63,4.69,5.13,9.75,0.56,4.1,19.23,22.9,135.48,35.27,50.88,16.35,0.0,66.42,0.12,51.22,86.67,92.09,90.67,64.77,56.38,49.24,-0.07,62.93,31.41,5.74
Bayern Munich,27.7,48,2.65,2.4,19.12,7.42,0.29,0.31,34.92,4.46,649.31,738.19,326.67,350.77,264.5,288.65,44.67,68.27,15.15,61.31,14.54,2.15,63.12,25.15,62.79,15.35,9.12,5.1,6.83,3.42,7.67,14.31,6.65,9.96,7.38,14.48,0.79,847.98,47.58,173.69,419.31,260.65,37.42,847.67,22.44,10.69,527.0,20.6,8.06,14.12,8.23,645.17,1.46,0.02,0.0,8.96,9.75,1.6,0.21,0.06,0.0,48.38,12.31,10.1,1.04,2.5,1.46,0.42,0.06,0.04,0.0,0.02,0.9,3.96,9.35,35.31,3.67,4.19,7.54,0.27,2.21,22.42,22.35,151.06,39.38,62.17,16.79,0.02,66.97,0.1,54.91,87.96,93.13,91.63,65.43,56.61,47.64,-0.16,58.4,42.35,3.58
Başakşehir,28.4,6,1.5,1.57,13.17,4.5,0.17,0.17,22.5,2.0,384.33,487.17,157.67,184.83,167.67,191.17,43.33,76.67,9.83,24.83,8.17,2.5,33.83,16.17,32.67,16.83,9.67,7.83,6.33,2.67,6.5,12.5,6.0,12.17,10.67,25.5,0.33,611.17,63.5,192.83,293.0,133.17,23.67,611.0,17.83,7.5,339.83,12.67,4.67,16.17,8.67,379.0,3.0,0.0,0.0,11.33,13.5,1.5,0.0,0.0,0.0,45.5,15.5,14.83,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.22,4.83,16.17,30.67,2.83,6.83,12.5,1.0,1.83,30.33,24.83,82.67,24.5,39.0,16.17,0.0,53.5,-0.04,51.1,78.89,85.31,87.71,56.51,55.13,42.06,0.1,66.67,29.87,8.0
Benfica,25.8,12,1.67,1.97,13.92,5.33,0.33,0.33,25.0,2.92,357.5,452.17,157.08,180.58,151.42,175.83,40.08,69.92,10.25,27.33,8.58,2.17,32.5,17.25,32.25,21.58,12.0,11.5,7.83,2.25,10.75,21.92,11.17,12.33,11.33,23.75,0.58,572.42,66.92,207.67,242.92,126.5,24.42,572.08,15.67,6.5,346.75,11.67,4.83,14.67,9.67,354.17,2.33,0.08,0.0,10.83,8.58,3.08,0.33,0.17,0.0,45.58,14.58,12.0,1.58,5.0,3.42,0.33,0.17,0.17,0.0,0.0,1.17,1.75,7.83,20.75,5.58,7.25,14.42,0.67,0.67,26.58,24.33,82.0,27.92,40.0,22.75,0.0,44.7,-0.15,54.85,79.06,86.99,86.12,57.32,52.3,41.48,-0.35,68.4,22.35,4.65
Betis,27.4,53,1.47,1.51,14.47,4.98,0.13,0.19,26.02,2.62,423.04,513.25,201.49,222.79,171.06,195.64,36.34,65.15,11.36,31.32,8.96,2.04,39.92,18.25,39.38,17.06,10.43,7.23,7.19,2.64,9.06,16.68,7.62,10.55,9.53,24.08,0.43,633.19,57.98,192.85,282.43,164.15,24.89,633.0,19.21,8.77,375.68,14.58,6.15,16.75,9.77,419.32,1.98,0.11,0.0,11.96,13.47,1.38,0.17,0.09,0.02,44.43,12.3,12.58,1.25,3.42,2.19,0.23,0.09,0.09,0.0,0.0,1.19,3.02,10.06,26.45,4.17,6.06,12.66,0.77,1.19,24.89,26.53,97.55,28.64,42.04,19.49,0.0,52.29,-0.03,49.42,82.42,90.44,87.44,55.78,57.77,45.65,-0.05,64.04,30.02,6.08
Beşiktaş,27.9,8,1.25,1.58,12.5,4.38,0.12,0.38,23.25,2.38,420.38,513.75,190.12,211.5,185.38,211.0,37.88,69.12,9.38,31.12,6.38,0.62,33.88,18.0,33.75,19.62,11.38,10.25,6.38,3.0,9.5,16.88,7.38,13.12,11.25,22.88,0.62,629.12,76.62,221.25,278.75,136.12,19.38,628.75,18.38,10.0,356.75,15.12,4.25,15.75,10.62,417.88,3.25,0.0,0.0,10.62,9.88,1.25,0.12,0.12,0.0,47.5,11.12,10.5,1.88,6.12,4.25,0.12,0.12,0.12,0.0,0.0,2.24,3.12,12.0,25.75,5.88,8.12,13.62,0.88,0.25,21.62,26.38,85.62,25.62,30.62,20.88,0.0,51.3,-0.21,51.43,81.83,89.89,87.86,54.8,57.21,54.41,0.16,69.44,26.0,6.46
Bochum,28.0,34,0.94,1.23,12.74,3.91,0.03,0.09,21.74,1.56,302.38,418.53,114.38,138.12,140.03,172.12,42.15,83.56,9.06,25.44,6.91,2.24,32.06,11.12,31.68,17.65,10.59,9.35,6.09,2.21,9.0,16.82,7.82,13.97,8.65,26.65,0.68,538.56,65.88,184.03,235.91,123.47,20.09,538.47,12.38,4.91,266.21,8.59,2.62,15.41,6.91,298.94,2.09,0.06,0.03,13.68,8.62,1.85,0.09,0.18,0.0,42.56,21.88,19.56,2.0,4.5,2.44,0.15,0.18,0.09,0.06,0.03,1.79,10.21,24.0,31.21,2.76,8.79,13.74,0.53,1.5,41.44,22.32,74.85,23.29,31.85,19.59,0.09,45.5,-0.24,52.8,72.25,82.81,81.36,50.44,56.83,39.66,-0.12,54.22,42.54,3.86
Bodø/Glimt,25.9,16,1.56,1.48,11.25,4.25,0.12,0.12,20.06,2.81,467.19,555.94,210.56,233.19,201.94,224.62,36.88,63.56,8.75,25.06,9.25,0.88,39.88,20.75,39.62,20.38,12.62,11.0,6.94,2.44,9.44,18.25,8.81,12.94,8.81,30.81,0.38,683.62,86.06,247.31,299.25,143.12,27.0,683.5,22.06,10.44,438.56,14.94,6.19,14.75,10.19,463.5,1.69,0.12,0.12,9.06,9.81,1.81,0.06,0.19,0.06,46.19,10.75,10.88,1.56,5.44,3.88,0.19,0.19,0.12,0.06,0.0,1.82,4.94,14.0,36.31,4.75,8.94,18.38,0.88,1.44,21.62,24.94,100.25,22.88,43.31,22.06,0.06,52.4,0.05,49.72,84.04,90.3,89.9,58.02,57.11,47.33,0.14,71.32,35.29,4.79
Bologna,26.0,46,1.3,1.25,13.02,4.2,0.13,0.15,23.37,2.37,402.43,498.54,156.87,177.5,192.87,219.93,45.96,79.15,9.74,33.46,7.43,2.74,37.76,16.74,37.46,16.43,9.72,6.37,7.3,2.76,7.85,14.98,7.13,10.59,7.07,17.87,0.5,604.78,55.61,180.74,281.93,147.46,21.61,604.63,14.59,6.0,355.48,10.8,4.48,15.63,9.43,398.26,1.93,0.09,0.02,14.17,15.39,1.91,0.13,0.11,0.04,40.76,14.76,15.67,1.22,3.04,1.83,0.3,0.11,0.07,0.04,0.0,1.14,4.2,11.72,35.54,4.33,4.89,8.43,0.78,0.91,30.43,25.07,91.96,25.74,36.26,17.57,0.04,56.57,0.04,48.5,80.72,88.38,87.7,58.07,55.94,41.12,-0.07,60.2,35.84,9.25
Borac Banja Luka,28.0,10,0.7,0.81,10.4,3.5,0.1,0.2,19.1,1.3,336.1,441.7,135.6,161.7,154.1,186.3,36.3,65.9,6.5,26.2,5.3,2.4,32.3,16.0,31.6,18.5,12.1,7.7,9.0,1.8,9.5,17.6,8.1,13.4,9.1,28.1,0.3,563.3,63.8,188.1,246.4,135.9,16.0,563.1,15.1,6.3,303.9,10.0,3.1,18.0,11.1,334.2,2.7,0.0,0.0,11.8,14.1,1.6,0.1,0.1,0.0,41.0,13.5,15.0,1.0,4.1,3.0,0.4,0.1,0.0,0.1,0.0,1.46,4.5,10.0,19.1,5.9,8.5,14.4,0.9,0.8,28.5,29.1,79.9,20.4,26.8,21.6,0.1,46.1,-0.14,47.37,76.09,83.86,82.72,55.08,59.83,41.72,0.32,73.17,45.0,6.25
Bournemouth,25.1,38,1.5,1.68,15.11,5.05,0.16,0.18,26.63,2.45,341.5,444.74,148.63,171.42,148.92,175.53,35.92,74.18,11.5,32.68,8.92,2.79,39.18,19.84,38.79,18.18,10.5,7.63,7.87,2.68,7.92,16.5,8.58,12.08,9.24,26.66,0.58,568.89,58.34,169.58,245.11,161.26,26.45,568.71,17.68,7.74,308.76,14.05,6.0,15.71,9.21,338.29,2.55,0.08,0.0,13.82,10.53,1.84,0.18,0.11,0.0,47.92,15.08,15.95,1.21,4.53,3.32,0.24,0.11,0.11,0.0,0.0,1.44,4.58,12.24,25.26,4.16,7.0,12.11,0.66,1.63,31.03,24.92,97.82,29.08,44.16,18.42,0.0,48.5,-0.11,48.6,76.79,86.71,84.84,48.42,53.11,43.78,0.16,73.29,37.42,5.45
Braga,25.9,8,1.0,1.55,13.0,4.75,0.12,0.12,22.38,1.12,424.75,531.88,173.75,199.88,194.88,226.75,44.88,78.5,9.88,31.5,8.0,1.12,39.62,16.62,39.12,21.0,11.75,9.5,8.38,3.12,9.75,18.75,9.0,11.38,10.12,24.5,0.5,649.75,65.38,224.25,296.12,136.5,22.12,649.62,19.75,9.62,388.62,11.88,4.75,14.38,9.5,421.88,2.25,0.5,0.25,11.5,11.88,0.88,0.0,0.12,0.0,46.0,13.38,14.25,1.5,4.88,3.38,0.25,0.12,0.12,0.0,0.0,1.32,3.25,10.25,32.0,3.62,6.0,15.38,0.75,2.75,27.62,23.88,95.38,23.5,36.0,21.5,0.0,51.4,-0.35,48.44,79.86,86.93,85.94,57.17,54.09,48.71,-0.14,69.26,31.71,4.88
Brentford,25.8,38,1.71,1.55,11.42,4.55,0.13,0.16,20.53,2.97,351.53,450.0,153.92,177.34,153.32,180.92,38.13,72.13,8.68,29.05,8.55,2.39,35.68,15.74,35.24,16.66,10.0,7.61,5.87,3.18,8.26,15.68,7.42,12.63,7.5,27.37,0.74,565.55,86.37,219.16,211.97,139.74,25.97,565.39,16.5,6.97,300.32,10.0,5.61,14.45,7.89,346.13,1.63,0.03,0.0,8.42,8.92,1.66,0.16,0.03,0.08,43.26,16.42,14.92,1.5,5.45,4.03,0.21,0.03,0.03,0.0,0.0,1.4,6.95,18.34,38.24,3.39,8.61,15.71,1.26,0.89,31.34,22.34,86.66,23.5,42.53,18.26,0.0,47.9,0.1,52.39,78.12,86.79,84.74,52.86,56.46,42.24,-0.07,73.94,37.9,8.02
Brest,28.0,44,1.39,1.29,12.27,4.3,0.16,0.2,21.73,2.3,361.14,459.07,150.93,173.64,158.23,184.57,44.5,80.05,9.0,27.2,5.8,2.0,31.05,13.75,30.68,19.2,12.2,8.45,7.39,3.36,9.16,18.0,8.84,10.73,9.64,24.82,0.55,572.64,65.45,195.59,257.16,124.98,18.41,572.43,15.05,6.55,295.16,9.8,3.27,14.34,7.59,358.36,2.02,0.07,0.02,12.34,12.02,1.27,0.11,0.3,0.07,43.89,15.41,14.52,1.82,4.39,2.61,0.27,0.3,0.25,0.02,0.02,1.55,7.07,16.73,27.32,4.16,6.61,13.82,1.07,1.68,29.93,21.93,75.48,24.02,29.48,21.36,0.05,46.9,0.08,51.49,78.67,86.92,85.73,55.59,57.42,43.52,-0.17,59.45,42.26,7.74
