Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Koni De Winter,J1,CB,Defender,Genoa,Italian Serie A,90.0,5.96,22,BEL
Mattia Bani,J1,CB,Defender,Genoa,Italian Serie A,90.0,5.21,30,ITA
Alessandro Vogliacco,J1,CB,Defender,Genoa,Italian Serie A,59.0,5.77,25,ITA
Johan Vásquez,J1,CB,Defender,Genoa,Italian Serie A,31.0,4.85,25,MEX
Alessandro Bastoni,J1,CB,Defender,Inter,Italian Serie A,90.0,6.48,25,ITA
Francesco Acerbi,J1,CB,Defender,Inter,Italian Serie A,90.0,6.59,36,ITA
Yann Aurel Bisseck,J1,CB,Defender,Inter,Italian Serie A,90.0,6.19,23,GER
Nicolò Savona,J1,RB,Defender,Juventus,Italian Serie A,45.0,6.23,21,ITA
Juan David Cabal,J1,LB,Defender,Juventus,Italian Serie A,90.0,6.31,23,COL
Gleison Bremer,J1,CB,Defender,Juventus,Italian Serie A,90.0,6.62,27,BRA
Federico Gatti,J1,CB,Defender,Juventus,Italian Serie A,90.0,6.0,26,ITA
Marco Sala,J1,LB,Defender,Como,Italian Serie A,90.0,6.44,25,ITA
Federico Barba,J1,CB,Defender,Como,Italian Serie A,90.0,6.49,30,ITA
Edoardo Goldaniga,J1,CB,Defender,Como,Italian Serie A,90.0,5.52,30,ITA
Alberto Moreno,J1,RB,Defender,Como,Italian Serie A,90.0,5.63,32,ESP
Marc Cucurella,J1,LB,Defender,Chelsea,English Premier League,79.0,7.18,26,ESP
Levi Colwill,J1,CB,Defender,Chelsea,English Premier League,90.0,6.47,21,ENG
Wesley Fofana,J1,CB,Defender,Chelsea,English Premier League,90.0,6.43,23,FRA
Malo Gusto,J1,RB,Defender,Chelsea,English Premier League,90.0,6.31,21,FRA
Joško Gvardiol,J1,LB,Defender,Manchester City,English Premier League,90.0,7.32,22,CRO
Rúben Dias,J1,CB,Defender,Manchester City,English Premier League,90.0,6.65,27,POR
Manuel Akanji,J1,RB,Defender,Manchester City,English Premier League,90.0,7.05,29,SUI
Victor Bernth Kristiansen,J1,LB,Defender,Leicester City,English Premier League,90.0,6.78,21,DEN
Wout Faes,J1,CB,Defender,Leicester City,English Premier League,90.0,5.97,26,BEL
Jannik Vestergaard,J1,CB,Defender,Leicester City,English Premier League,90.0,5.99,32,DEN
James Justin,J1,RB,Defender,Leicester City,English Premier League,90.0,6.78,26,ENG
Destiny Udogie,J1,LB,Defender,Tottenham,English Premier League,90.0,7.01,21,ITA
Micky van de Ven,J1,CB,Defender,Tottenham,English Premier League,90.0,6.85,23,NED
Cristian Romero,J1,CB,Defender,Tottenham,English Premier League,90.0,6.99,26,ARG
Pedro Porro,J1,RB,Defender,Tottenham,English Premier League,89.0,6.47,24,ESP
Jack Hinshelwood,J2,LB,Defender,Brighton,English Premier League,90.0,5.93,19,ENG
Lewis Dunk,J2,CB,Defender,Brighton,English Premier League,90.0,6.97,32,ENG
Jan Paul van Hecke,J2,CB,Defender,Brighton,English Premier League,90.0,7.29,24,NED
Joël Veltman,J2,RB,Defender,Brighton,English Premier League,90.0,7.16,32,NED
Diogo Dalot,J2,LB,Defender,Manchester Utd,English Premier League,90.0,7.48,25,POR
Lisandro Martínez,J2,CB,Defender,Manchester Utd,English Premier League,90.0,6.9,26,ARG
Harry Maguire,J2,CB,Defender,Manchester Utd,English Premier League,78.0,6.75,31,ENG
Noussair Mazraoui,J2,RB,Defender,Manchester Utd,English Premier League,90.0,6.8,26,MAR
Joško Gvardiol,J2,LB,Defender,Manchester City,English Premier League,90.0,6.89,22,CRO
Rúben Dias,J2,CB,Defender,Manchester City,English Premier League,90.0,6.67,27,POR
Manuel Akanji,J2,RB,Defender,Manchester City,English Premier League,90.0,7.2,29,SUI
Leif Davis,J2,LB,Defender,Ipswich Town,English Premier League,90.0,6.66,24,ENG
Jacob Greaves,J2,CB,Defender,Ipswich Town,English Premier League,90.0,5.89,23,ENG
Luke Woolfenden,J2,CB,Defender,Ipswich Town,English Premier League,90.0,6.1,25,ENG
Axel Tuanzebe,J2,CB,Defender,Ipswich Town,English Premier League,88.0,6.01,26,COD
Ben Johnson,J2,RB,Defender,Ipswich Town,English Premier League,90.0,6.66,24,ENG
Jack Stephens,J2,CB,Defender,Southampton,English Premier League,90.0,6.7,30,ENG
Jan Bednarek,J2,CB,Defender,Southampton,English Premier League,90.0,7.17,28,POL
Taylor Harwood-Bellis,J2,CB,Defender,Southampton,English Premier League,75.0,6.38,22,ENG
Ola Aina,J2,LB,Defender,Nott'ham Forest,English Premier League,90.0,7.14,27,NGA
Murillo,J2,CB,Defender,Nott'ham Forest,English Premier League,90.0,5.7,22,BRA
Nikola Milenković,J2,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.24,26,SRB
Neco Williams,J2,RB,Defender,Nott'ham Forest,English Premier League,90.0,6.97,23,WAL
Destiny Udogie,J2,LB,Defender,Tottenham,English Premier League,72.0,6.79,21,ITA
Micky van de Ven,J2,CB,Defender,Tottenham,English Premier League,90.0,6.85,23,NED
Cristian Romero,J2,CB,Defender,Tottenham,English Premier League,90.0,7.58,26,ARG
Pedro Porro,J2,RB,Defender,Tottenham,English Premier League,90.0,7.34,24,ESP
Vitaliy Mykolenko,J2,LB,Defender,Everton,English Premier League,90.0,6.9,25,UKR
Michael Keane,J2,CB,Defender,Everton,English Premier League,90.0,6.66,31,ENG
James Tarkowski,J2,CB,Defender,Everton,English Premier League,90.0,6.34,31,ENG
Roman Dixon,J2,RB,Defender,Everton,English Premier League,90.0,6.59,19,ENG
Antonee Robinson,J2,LB,Defender,Fulham,English Premier League,90.0,7.22,27,USA
Calvin Bassey,J2,CB,Defender,Fulham,English Premier League,90.0,6.52,24,NGA
Issa Diop,J2,CB,Defender,Fulham,English Premier League,90.0,5.99,27,FRA
Kenny Tete,J2,RB,Defender,Fulham,English Premier League,90.0,6.96,28,NED
Victor Bernth Kristiansen,J2,LB,Defender,Leicester City,English Premier League,84.0,7.08,21,DEN
Wout Faes,J2,CB,Defender,Leicester City,English Premier League,90.0,7.21,26,BEL
Jannik Vestergaard,J2,CB,Defender,Leicester City,English Premier League,90.0,6.72,32,DEN
James Justin,J2,RB,Defender,Leicester City,English Premier League,90.0,6.79,26,ENG
Chadi Riad,J2,CB,Defender,Crystal Palace,English Premier League,90.0,7.12,21,MAR
Marc Guéhi,J2,CB,Defender,Crystal Palace,English Premier League,90.0,7.19,24,ENG
Chris Richards,J2,CB,Defender,Crystal Palace,English Premier League,81.0,6.08,24,USA
Aaron Wan-Bissaka,J2,RB,Defender,West Ham,English Premier League,29.0,6.19,26,ENG
Emerson Palmieri,J2,LB,Defender,West Ham,English Premier League,88.0,6.67,30,ITA
Max Kilman,J2,CB,Defender,West Ham,English Premier League,90.0,7.35,27,ENG
Konstantinos Mavropanos,J2,CB,Defender,West Ham,English Premier League,90.0,7.06,26,GRE
Vladimír Coufal,J2,RB,Defender,West Ham,English Premier League,62.0,6.26,32,CZE
Lucas Digne,J2,LB,Defender,Aston Villa,English Premier League,75.0,6.8,31,FRA
Pau Torres,J2,CB,Defender,Aston Villa,English Premier League,90.0,6.08,27,ESP
Ezri Konsa,J2,CB,Defender,Aston Villa,English Premier League,90.0,6.28,26,ENG
Kosta Nedeljković,J2,RB,Defender,Aston Villa,English Premier League,75.0,5.88,18,SRB
Jurriën Timber,J2,LB,Defender,Arsenal,English Premier League,78.0,6.11,23,NED
Gabriel Magalhães,J2,CB,Defender,Arsenal,English Premier League,90.0,6.97,26,BRA
William Saliba,J2,CB,Defender,Arsenal,English Premier League,90.0,6.84,23,FRA
Ben White,J2,RB,Defender,Arsenal,English Premier League,90.0,6.36,26,ENG
Rayan Aït-Nouri,J2,LB,Defender,Wolves,English Premier League,66.0,6.05,23,ALG
Craig Dawson,J2,CB,Defender,Wolves,English Premier League,24.0,5.81,34,ENG
Toti Gomes,J2,CB,Defender,Wolves,English Premier League,90.0,6.43,25,POR
Yerson Mosquera,J2,CB,Defender,Wolves,English Premier League,90.0,6.86,23,COL
Matt Doherty,J2,RB,Defender,Wolves,English Premier League,90.0,7.28,32,IRL
Marc Cucurella,J2,LB,Defender,Chelsea,English Premier League,82.0,6.97,26,ESP
Levi Colwill,J2,CB,Defender,Chelsea,English Premier League,90.0,6.97,21,ENG
Wesley Fofana,J2,CB,Defender,Chelsea,English Premier League,90.0,5.78,23,FRA
Malo Gusto,J2,RB,Defender,Chelsea,English Premier League,90.0,7.07,21,FRA
Lautaro Gianetti,J11,CB,Defender,Udinese,Italian Serie A,90.0,5.61,30,ARG
Jaka Bijol,J11,CB,Defender,Udinese,Italian Serie A,90.0,5.35,25,SVN
Christian Kabasele,J11,CB,Defender,Udinese,Italian Serie A,45.0,5.13,33,BEL
Enzo Ebosse,J11,CB,Defender,Udinese,Italian Serie A,45.0,5.99,25,CMR
Andrea Cambiaso,J11,LB,Defender,Juventus,Italian Serie A,80.0,6.47,24,ITA
Pierre Kalulu,J11,CB,Defender,Juventus,Italian Serie A,90.0,6.14,24,FRA
Federico Gatti,J11,CB,Defender,Juventus,Italian Serie A,90.0,6.89,26,ITA
Nicolò Savona,J11,RB,Defender,Juventus,Italian Serie A,79.0,7.08,21,ITA
Milos Kerkez,J2,LB,Defender,Bournemouth,English Premier League,90.0,6.37,20,HUN
Marcos Senesi,J2,CB,Defender,Bournemouth,English Premier League,90.0,6.72,27,ARG
Illia Zabarnyi,J2,CB,Defender,Bournemouth,English Premier League,90.0,6.64,21,UKR
Julian Araujo,J2,RB,Defender,Bournemouth,English Premier League,85.0,6.19,23,MEX
Lloyd Kelly,J2,LB,Defender,Newcastle Utd,English Premier League,68.0,6.68,25,ENG
Lewis Hall,J2,LB,Defender,Newcastle Utd,English Premier League,22.0,7.15,19,ENG
Dan Burn,J2,CB,Defender,Newcastle Utd,English Premier League,90.0,7.14,32,ENG
Emil Krafth,J2,CB,Defender,Newcastle Utd,English Premier League,90.0,6.3,30,SWE
Valentino Livramento,J2,RB,Defender,Newcastle Utd,English Premier League,57.0,7.02,21,ENG
Kieran Trippier,J2,RB,Defender,Newcastle Utd,English Premier League,33.0,7.11,33,ENG
Andrew Robertson,J2,LB,Defender,Liverpool,English Premier League,90.0,6.73,30,SCO
Virgil van Dijk,J2,CB,Defender,Liverpool,English Premier League,90.0,6.75,33,NED
Ibrahima Konaté,J2,CB,Defender,Liverpool,English Premier League,90.0,7.14,25,FRA
Trent Alexander-Arnold,J2,RB,Defender,Liverpool,English Premier League,71.0,6.96,25,ENG
Kristoffer Ajer,J2,LB,Defender,Brentford,English Premier League,90.0,6.78,26,NOR
Ethan Pinnock,J2,CB,Defender,Brentford,English Premier League,90.0,6.37,31,JAM
Nathan Collins,J2,CB,Defender,Brentford,English Premier League,90.0,6.65,23,IRL
Mads Roerslev,J2,RB,Defender,Brentford,English Premier League,90.0,6.6,25,DEN
Riccardo Calafiori,J3,LB,Defender,Arsenal,English Premier League,32.0,5.46,22,ITA
Jurriën Timber,J3,LB,Defender,Arsenal,English Premier League,79.0,6.21,23,NED
Gabriel Magalhães,J3,CB,Defender,Arsenal,English Premier League,90.0,6.04,26,BRA
William Saliba,J3,CB,Defender,Arsenal,English Premier League,90.0,6.59,23,FRA
Ben White,J3,RB,Defender,Arsenal,English Premier League,90.0,6.98,26,ENG
Jack Hinshelwood,J3,LB,Defender,Brighton,English Premier League,90.0,6.99,19,ENG
Lewis Dunk,J3,CB,Defender,Brighton,English Premier League,90.0,7.27,32,ENG
Jan Paul van Hecke,J3,CB,Defender,Brighton,English Premier League,90.0,7.07,24,NED
Joël Veltman,J3,RB,Defender,Brighton,English Premier League,71.0,6.43,32,NED
Leif Davis,J3,LB,Defender,Ipswich Town,English Premier League,90.0,6.98,24,ENG
Jacob Greaves,J3,CB,Defender,Ipswich Town,English Premier League,90.0,6.45,23,ENG
Luke Woolfenden,J3,CB,Defender,Ipswich Town,English Premier League,90.0,6.8,25,ENG
Axel Tuanzebe,J3,RB,Defender,Ipswich Town,English Premier League,90.0,6.98,26,COD
Antonee Robinson,J3,LB,Defender,Fulham,English Premier League,90.0,6.55,27,USA
Calvin Bassey,J3,CB,Defender,Fulham,English Premier League,90.0,6.52,24,NGA
Issa Diop,J3,CB,Defender,Fulham,English Premier League,90.0,6.28,27,FRA
Kenny Tete,J3,RB,Defender,Fulham,English Premier League,90.0,6.77,28,NED
Ola Aina,J3,LB,Defender,Nott'ham Forest,English Premier League,90.0,6.88,27,NGA
Murillo,J3,CB,Defender,Nott'ham Forest,English Premier League,90.0,7.08,22,BRA
Nikola Milenković,J3,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.08,26,SRB
Neco Williams,J3,RB,Defender,Nott'ham Forest,English Premier League,90.0,6.32,23,WAL
Toti Gomes,J3,LB,Defender,Wolves,English Premier League,90.0,6.67,25,POR
Craig Dawson,J3,CB,Defender,Wolves,English Premier League,90.0,6.8,34,ENG
Yerson Mosquera,J3,CB,Defender,Wolves,English Premier League,90.0,6.09,23,COL
Nélson Semedo,J3,RB,Defender,Wolves,English Premier League,74.0,6.8,30,POR
Vitaly Janelt,J3,LB,Defender,Brentford,English Premier League,74.0,6.46,26,GER
Ethan Pinnock,J3,CB,Defender,Brentford,English Premier League,90.0,6.53,31,JAM
Nathan Collins,J3,CB,Defender,Brentford,English Premier League,90.0,7.07,23,IRL
Kristoffer Ajer,J3,RB,Defender,Brentford,English Premier League,38.0,6.19,26,NOR
Mads Roerslev,J3,RB,Defender,Brentford,English Premier League,52.0,6.6,25,DEN
Jack Stephens,J3,CB,Defender,Southampton,English Premier League,90.0,6.08,30,ENG
Jan Bednarek,J3,CB,Defender,Southampton,English Premier League,90.0,6.73,28,POL
Taylor Harwood-Bellis,J3,CB,Defender,Southampton,English Premier League,55.0,6.89,22,ENG
Victor Bernth Kristiansen,J3,LB,Defender,Leicester City,English Premier League,90.0,6.59,21,DEN
Caleb Okoli,J3,CB,Defender,Leicester City,English Premier League,89.0,6.85,23,ITA
Wout Faes,J3,CB,Defender,Leicester City,English Premier League,90.0,6.88,26,BEL
James Justin,J3,RB,Defender,Leicester City,English Premier League,90.0,6.62,26,ENG
Lucas Digne,J3,LB,Defender,Aston Villa,English Premier League,90.0,6.7,31,FRA
Pau Torres,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.14,27,ESP
Ezri Konsa,J3,CB,Defender,Aston Villa,English Premier League,90.0,6.21,26,ENG
Lamare Bogarde,J3,RB,Defender,Aston Villa,English Premier League,78.0,6.42,20,NED
Vitaliy Mykolenko,J3,LB,Defender,Everton,English Premier League,90.0,6.38,25,UKR
Michael Keane,J3,CB,Defender,Everton,English Premier League,90.0,6.28,31,ENG
James Tarkowski,J3,CB,Defender,Everton,English Premier League,90.0,6.44,31,ENG
Séamus Coleman,J3,RB,Defender,Everton,English Premier League,90.0,6.61,35,IRL
Milos Kerkez,J3,LB,Defender,Bournemouth,English Premier League,65.0,6.64,20,HUN
Dango Ouattara,J3,LB,Defender,Bournemouth,English Premier League,25.0,6.89,22,BFA
Marcos Senesi,J3,CB,Defender,Bournemouth,English Premier League,76.0,7.03,27,ARG
Illia Zabarnyi,J3,CB,Defender,Bournemouth,English Premier League,90.0,7.2,21,UKR
Julian Araujo,J3,RB,Defender,Bournemouth,English Premier League,76.0,6.06,23,MEX
Emerson Palmieri,J3,LB,Defender,West Ham,English Premier League,70.0,6.25,30,ITA
Vladimír Coufal,J3,RB,Defender,West Ham,English Premier League,20.0,5.53,32,CZE
Max Kilman,J3,CB,Defender,West Ham,English Premier League,90.0,5.91,27,ENG
Konstantinos Mavropanos,J3,CB,Defender,West Ham,English Premier League,90.0,5.84,26,GRE
Aaron Wan-Bissaka,J3,RB,Defender,West Ham,English Premier League,90.0,6.76,26,ENG
Joško Gvardiol,J3,LB,Defender,Manchester City,English Premier League,87.0,7.45,22,CRO
Rúben Dias,J3,CB,Defender,Manchester City,English Premier League,90.0,7.08,27,POR
Manuel Akanji,J3,RB,Defender,Manchester City,English Premier League,90.0,7.04,29,SUI
Marc Cucurella,J3,LB,Defender,Chelsea,English Premier League,90.0,6.9,26,ESP
Levi Colwill,J3,CB,Defender,Chelsea,English Premier League,90.0,7.2,21,ENG
Wesley Fofana,J3,CB,Defender,Chelsea,English Premier League,90.0,6.82,23,FRA
Malo Gusto,J3,RB,Defender,Chelsea,English Premier League,73.0,6.36,21,FRA
Chris Richards,J3,CB,Defender,Crystal Palace,English Premier League,90.0,5.89,24,USA
Marc Guéhi,J3,CB,Defender,Crystal Palace,English Premier League,90.0,6.15,24,ENG
Nathaniel Clyne,J3,CB,Defender,Crystal Palace,English Premier League,90.0,5.86,33,ENG
Diogo Dalot,J3,LB,Defender,Manchester Utd,English Premier League,90.0,7.18,25,POR
Lisandro Martínez,J3,CB,Defender,Manchester Utd,English Premier League,90.0,6.74,26,ARG
Matthijs de Ligt,J3,CB,Defender,Manchester Utd,English Premier League,68.0,6.6,25,NED
Harry Maguire,J3,CB,Defender,Manchester Utd,English Premier League,22.0,6.6,31,ENG
Noussair Mazraoui,J3,RB,Defender,Manchester Utd,English Premier League,90.0,7.27,26,MAR
Andrew Robertson,J3,LB,Defender,Liverpool,English Premier League,82.0,6.52,30,SCO
Virgil van Dijk,J3,CB,Defender,Liverpool,English Premier League,90.0,7.36,33,NED
Ibrahima Konaté,J3,CB,Defender,Liverpool,English Premier League,90.0,7.11,25,FRA
Trent Alexander-Arnold,J3,RB,Defender,Liverpool,English Premier League,75.0,6.82,25,ENG
Kyle Walker-Peters,J4,LB,Defender,Southampton,English Premier League,90.0,6.78,27,ENG
Jan Bednarek,J4,CB,Defender,Southampton,English Premier League,90.0,7.11,28,POL
Jack Stephens,J4,CB,Defender,Southampton,English Premier League,78.0,6.55,30,ENG
Yukinari Sugawara,J4,RB,Defender,Southampton,English Premier League,90.0,6.93,24,JPN
Diogo Dalot,J4,LB,Defender,Manchester Utd,English Premier League,90.0,7.14,25,POR
Lisandro Martínez,J4,CB,Defender,Manchester Utd,English Premier League,76.0,7.0,26,ARG
Matthijs de Ligt,J4,CB,Defender,Manchester Utd,English Premier League,86.0,7.21,25,NED
Noussair Mazraoui,J4,RB,Defender,Manchester Utd,English Premier League,73.0,6.81,26,MAR
Rico Lewis,J4,LB,Defender,Manchester City,English Premier League,45.0,6.67,19,ENG
Joško Gvardiol,J4,LB,Defender,Manchester City,English Premier League,45.0,6.67,22,CRO
Manuel Akanji,J4,CB,Defender,Manchester City,English Premier League,90.0,6.48,29,SUI
John Stones,J4,CB,Defender,Manchester City,English Premier League,83.0,5.57,30,ENG
Kyle Walker,J4,RB,Defender,Manchester City,English Premier League,90.0,6.72,34,ENG
Keane Lewis-Potter,J4,LB,Defender,Brentford,English Premier League,90.0,5.89,23,ENG
Nathan Collins,J4,CB,Defender,Brentford,English Premier League,90.0,6.28,23,IRL
Ethan Pinnock,J4,CB,Defender,Brentford,English Premier League,90.0,7.08,31,JAM
Sepp van den Berg,J4,CB,Defender,Brentford,English Premier League,90.0,6.81,22,NED
Kristoffer Ajer,J4,RB,Defender,Brentford,English Premier League,71.0,6.78,26,NOR
Conor Bradley,J4,CB,Defender,Liverpool,English Premier League,31.0,6.22,21,NIR
Andrew Robertson,J4,LB,Defender,Liverpool,English Premier League,74.0,6.24,30,SCO
Virgil van Dijk,J4,CB,Defender,Liverpool,English Premier League,90.0,7.14,33,NED
Ibrahima Konaté,J4,CB,Defender,Liverpool,English Premier League,74.0,6.72,25,FRA
Trent Alexander-Arnold,J4,RB,Defender,Liverpool,English Premier League,90.0,6.87,25,ENG
Álex Moreno,J4,LB,Defender,Nott'ham Forest,English Premier League,79.0,6.32,31,ESP
Murillo,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,6.03,22,BRA
Nikola Milenković,J4,CB,Defender,Nott'ham Forest,English Premier League,90.0,5.85,26,SRB
Ola Aina,J4,RB,Defender,Nott'ham Forest,English Premier League,90.0,6.59,27,NGA
Maxence Lacroix,J4,CB,Defender,Crystal Palace,English Premier League,90.0,6.7,24,FRA
Marc Guéhi,J4,CB,Defender,Crystal Palace,English Premier League,90.0,7.17,24,ENG
Nathaniel Clyne,J4,CB,Defender,Crystal Palace,English Premier League,63.0,6.56,33,ENG
Victor Bernth Kristiansen,J4,LB,Defender,Leicester City,English Premier League,90.0,6.62,21,DEN
Caleb Okoli,J4,CB,Defender,Leicester City,English Premier League,90.0,6.54,23,ITA
Wout Faes,J4,CB,Defender,Leicester City,English Premier League,90.0,6.12,26,BEL
James Justin,J4,RB,Defender,Leicester City,English Premier League,90.0,6.57,26,ENG
Antonee Robinson,J4,LB,Defender,Fulham,English Premier League,90.0,7.29,27,USA
Calvin Bassey,J4,CB,Defender,Fulham,English Premier League,90.0,6.87,24,NGA
Joachim Andersen,J4,CB,Defender,Fulham,English Premier League,90.0,7.42,28,DEN
Kenny Tete,J4,RB,Defender,Fulham,English Premier League,90.0,6.75,28,NED
Emerson Palmieri,J4,LB,Defender,West Ham,English Premier League,56.0,5.73,30,ITA
Vladimír Coufal,J4,RB,Defender,West Ham,English Premier League,34.0,6.01,32,CZE
Max Kilman,J4,CB,Defender,West Ham,English Premier League,90.0,6.34,27,ENG
Konstantinos Mavropanos,J4,CB,Defender,West Ham,English Premier League,90.0,7.03,26,GRE
Aaron Wan-Bissaka,J4,RB,Defender,West Ham,English Premier League,90.0,6.58,26,ENG
Lucas Digne,J4,LB,Defender,Aston Villa,English Premier League,68.0,6.74,31,FRA
Ian Maatsen,J4,LB,Defender,Aston Villa,English Premier League,22.0,6.99,22,NED
Pau Torres,J4,CB,Defender,Aston Villa,English Premier League,90.0,6.9,27,ESP
Ezri Konsa,J4,CB,Defender,Aston Villa,English Premier League,90.0,6.41,26,ENG
Lamare Bogarde,J4,RB,Defender,Aston Villa,English Premier League,90.0,6.99,20,NED
Jake O'Brien,J4,CB,Defender,Everton,English Premier League,27.0,6.16,23,IRL
Vitaliy Mykolenko,J4,LB,Defender,Everton,English Premier League,25.0,6.0,25,UKR
James Garner,J4,RB,Defender,Everton,English Premier League,65.0,6.32,23,ENG
Michael Keane,J4,CB,Defender,Everton,English Premier League,90.0,6.32,31,ENG
James Tarkowski,J4,CB,Defender,Everton,English Premier League,90.0,6.33,31,ENG
Ashley Young,J4,LB,Defender,Everton,English Premier League,90.0,6.47,39,ENG
Milos Kerkez,J4,LB,Defender,Bournemouth,English Premier League,90.0,6.3,20,HUN
Marcos Senesi,J4,CB,Defender,Bournemouth,English Premier League,90.0,6.18,27,ARG
Illia Zabarnyi,J4,CB,Defender,Bournemouth,English Premier League,90.0,5.98,22,UKR
Adam Smith,J4,RB,Defender,Bournemouth,English Premier League,74.0,6.22,33,ENG
Marc Cucurella,J4,LB,Defender,Chelsea,English Premier League,90.0,6.5,26,ESP
Levi Colwill,J4,CB,Defender,Chelsea,English Premier League,90.0,6.75,21,ENG
Wesley Fofana,J4,CB,Defender,Chelsea,English Premier League,90.0,7.07,23,FRA
Axel Disasi,J4,RB,Defender,Chelsea,English Premier League,60.0,6.88,26,FRA
Tosin Adarabioyo,J4,RB,Defender,Chelsea,English Premier League,30.0,7.38,26,ENG
Mathías Olivera,J11,LB,Defender,Napoli,Italian Serie A,75.0,7.22,27,URU
Alessandro Buongiorno,J11,CB,Defender,Napoli,Italian Serie A,90.0,6.42,25,ITA
Amir Rrahmani,J11,CB,Defender,Napoli,Italian Serie A,90.0,6.66,30,KVX
Giovanni Di Lorenzo,J11,RB,Defender,Napoli,Italian Serie A,90.0,6.8,31,ITA
Sead Kolašinac,J11,CB,Defender,Atalanta,Italian Serie A,70.0,6.08,31,BIH
Odilon Kossounou,J11,CB,Defender,Atalanta,Italian Serie A,20.0,5.75,23,CIV
Isak Hien,J11,CB,Defender,Atalanta,Italian Serie A,90.0,6.03,25,SWE
Berat Djimsiti,J11,CB,Defender,Atalanta,Italian Serie A,90.0,6.78,31,ALB
Destiny Udogie,J4,LB,Defender,Tottenham,English Premier League,90.0,7.1,21,ITA
Micky van de Ven,J4,CB,Defender,Tottenham,English Premier League,90.0,6.99,23,NED
Cristian Romero,J4,CB,Defender,Tottenham,English Premier League,90.0,7.09,26,ARG
Pedro Porro,J4,RB,Defender,Tottenham,English Premier League,90.0,7.49,25,ESP
Jurriën Timber,J4,LB,Defender,Arsenal,English Premier League,90.0,6.92,23,NED
Gabriel Magalhães,J4,CB,Defender,Arsenal,English Premier League,90.0,6.51,26,BRA
William Saliba,J4,CB,Defender,Arsenal,English Premier League,90.0,6.25,23,FRA
Ben White,J4,RB,Defender,Arsenal,English Premier League,90.0,6.37,26,ENG
Rayan Aït-Nouri,J4,LB,Defender,Wolves,English Premier League,85.0,6.91,23,ALG
Craig Dawson,J4,CB,Defender,Wolves,English Premier League,90.0,6.35,34,ENG
Yerson Mosquera,J4,CB,Defender,Wolves,English Premier League,90.0,7.19,23,COL
Nélson Semedo,J4,RB,Defender,Wolves,English Premier League,76.0,6.19,30,POR
Lewis Hall,J4,LB,Defender,Newcastle Utd,English Premier League,90.0,7.42,20,ENG
Dan Burn,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,6.96,32,ENG
Fabian Schär,J4,CB,Defender,Newcastle Utd,English Premier League,90.0,6.75,32,SUI
Valentino Livramento,J4,RB,Defender,Newcastle Utd,English Premier League,63.0,6.05,21,ENG
Kieran Trippier,J4,RB,Defender,Newcastle Utd,English Premier League,27.0,6.39,33,ENG
Max Kilman,J5,CB,Defender,West Ham,English Premier League,90.0,6.72,27,ENG
Edson Álvarez,J5,CB,Defender,West Ham,English Premier League,53.0,6.3,26,MEX
Konstantinos Mavropanos,J5,CB,Defender,West Ham,English Premier League,90.0,7.16,26,GRE
Marc Cucurella,J5,LB,Defender,Chelsea,English Premier League,90.0,7.03,26,ESP
Levi Colwill,J5,CB,Defender,Chelsea,English Premier League,90.0,6.94,21,ENG
Tosin Adarabioyo,J5,CB,Defender,Chelsea,English Premier League,90.0,6.54,26,ENG
Wesley Fofana,J5,RB,Defender,Chelsea,English Premier League,56.0,6.52,23,FRA
Axel Disasi,J5,RB,Defender,Chelsea,English Premier League,34.0,6.87,26,FRA
Ian Maatsen,J5,LB,Defender,Aston Villa,English Premier League,45.0,6.44,22,NED
Lucas Digne,J5,LB,Defender,Aston Villa,English Premier League,45.0,6.31,31,FRA
Pau Torres,J5,CB,Defender,Aston Villa,English Premier League,90.0,5.96,27,ESP
Diego Carlos,J5,CB,Defender,Aston Villa,English Premier League,90.0,6.53,31,BRA
Ezri Konsa,J5,RB,Defender,Aston Villa,English Premier League,90.0,7.05,26,ENG
Rayan Aït-Nouri,J5,LB,Defender,Wolves,English Premier League,90.0,6.48,23,ALG
Craig Dawson,J5,CB,Defender,Wolves,English Premier League,90.0,6.64,34,ENG
Yerson Mosquera,J5,CB,Defender,Wolves,English Premier League,81.0,6.72,23,COL
Nélson Semedo,J5,RB,Defender,Wolves,English Premier League,90.0,6.77,30,POR
Antonee Robinson,J5,LB,Defender,Fulham,English Premier League,90.0,6.23,27,USA
Calvin Bassey,J5,CB,Defender,Fulham,English Premier League,90.0,6.09,24,NGA
Joachim Andersen,J5,CB,Defender,Fulham,English Premier League,90.0,6.69,28,DEN
Kenny Tete,J5,RB,Defender,Fulham,English Premier League,90.0,6.31,28,NED
Lloyd Kelly,J5,LB,Defender,Newcastle Utd,English Premier League,45.0,7.01,25,ENG
Lewis Hall,J5,LB,Defender,Newcastle Utd,English Premier League,45.0,7.16,20,ENG
Dan Burn,J5,CB,Defender,Newcastle Utd,English Premier League,90.0,7.16,32,ENG
Fabian Schär,J5,CB,Defender,Newcastle Utd,English Premier League,90.0,7.05,32,SUI
Kieran Trippier,J5,RB,Defender,Newcastle Utd,English Premier League,73.0,6.83,34,ENG
