Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Robert Lewandowski,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,POL,36,325.75,3642,47,6.93
Robert Skov,Union Berlin,German Bundesliga,WB,Midfielder,DEN,28,94.57,852,15,6.3
Robert Wagner,St. Pauli,German Bundesliga,CM,Midfielder,GER,21,70.46,407,12,5.87
Robert Žulj,LASK,UEFA Europa Conference League,CM,Midfielder,AUT,32,36.59,499,6,6.1
Roberto Férnandez,"Braga, Espanyol","Spanish La Liga, UEFA Europa League",AM,Forward,ESP,22,160.57,1809,25,6.42
Roberto Gagliardini,Monza,Italian Serie A,CM,Midfielder,ITA,31,47.91,180,8,5.99
Roberto López,Leganés,Spanish La Liga,AM,Forward,ESP,25,82.17,396,13,6.32
Roberto Navarro,Mallorca,Spanish La Liga,RM,Midfielder,ESP,22,153.59,1278,23,6.68
Roberto Piccoli,Cagliari,Italian Serie A,AM,Forward,ITA,24,233.82,3127,37,6.32
Roberts Savaļnieks,FK Rīgas FS,UEFA Europa League,RB,Defender,LVA,31,50.66,623,8,6.33
Robin Gosens,"Fiorentina, Union Berlin","German Bundesliga, Italian Serie A, UEFA Europa Conference League",LB,Defender,GER,30,260.96,3031,41,6.36
Robin Hack,Gladbach,German Bundesliga,LW,Forward,GER,26,211.67,2172,33,6.41
Robin Hranáč,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,CZE,25,30.14,309,5,6.03
Robin Koch,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CB,Defender,GER,28,262.28,3486,40,6.56
Robin Le Normand,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,28,205.5,2382,32,6.42
Robin Pröpper,Rangers,UEFA Europa League,CB,Defender,NED,31,62.79,692,10,6.28
Robinio Vaz,Marseille,French Ligue 1,AM,Forward,FRA,17,12.63,75,2,6.32
Robson Bambu,Braga,UEFA Europa League,CB,Defender,BRA,27,18.93,151,3,6.31
Rocco Reitz,Gladbach,German Bundesliga,DM,Midfielder,GER,22,171.87,1830,27,6.37
Rodinei,Olympiacos,UEFA Europa League,RB,Defender,BRA,33,66.5,804,10,6.65
Rodri,Betis,Spanish La Liga,RW,Forward,ESP,24,20.41,118,3,6.8
Rodri,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,ESP,28,27.28,163,4,6.82
Rodrigo Abajas,Valencia,Spanish La Liga,LB,Defender,ESP,21,6.37,65,1,6.37
Rodrigo Becão,Fenerbahçe,UEFA Europa League,CB,Defender,BRA,28,24.7,287,4,6.18
Rodrigo Bentancur,Tottenham,"English Premier League, UEFA Europa League",CM,Midfielder,URU,27,262.25,2612,39,6.72
Rodrigo De Paul,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ARG,31,312.25,2849,44,7.1
Rodrigo Gomes,Wolves,English Premier League,WB,Midfielder,POR,21,159.2,810,25,6.37
Rodrigo Huescas,FC Copenhagen,UEFA Europa Conference League,RB,Defender,MEX,21,49.91,435,8,6.24
Rodrigo Mora,Porto,UEFA Europa League,AM,Forward,POR,17,30.26,183,5,6.05
Rodrigo Muniz,Fulham,English Premier League,AM,Forward,BRA,23,200.67,964,31,6.47
Rodrigo Riquelme,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LM,Midfielder,ESP,25,140.3,663,21,6.68
Rodrigo Zalazar,Braga,UEFA Europa League,DM,Midfielder,URU,25,19.13,102,3,6.38
Rodrygo,Real Madrid,"Spanish La Liga, UEFA Champions League",RM,Forward,BRA,24,299.96,2803,42,7.14
Roger Fernandes,Braga,UEFA Europa League,LB,Forward,POR,19,54.31,521,8,6.79
Roger Hinojo,Espanyol,Spanish La Liga,LB,Defender,ESP,20,6.71,9,1,6.71
Roland Sallai,"Freiburg, Galatasaray","German Bundesliga, UEFA Europa League",LW,Forward,HUN,27,25.76,226,4,6.44
Rolando Mandragora,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,ITA,27,253.77,2967,41,6.19
Romain Del Castillo,Brest,"French Ligue 1, UEFA Champions League",RW,Forward,FRA,29,218.52,1577,33,6.62
Romain Esse,Crystal Palace,English Premier League,AM,Forward,ENG,20,45.42,138,7,6.49
Romain Faivre,Brest,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,26,184.15,1207,28,6.58
Romain Perraud,Betis,"Spanish La Liga, UEFA Europa Conference League",LB,Defender,FRA,27,238.88,2581,36,6.64
Roman Begunov,Dinamo Minsk,UEFA Europa Conference League,CB,Defender,BLR,31,11.22,179,2,5.61
Roman Dixon,Everton,English Premier League,RB,Defender,ENG,19,6.61,90,1,6.61
Roman Kerschbaum,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,30,5.16,1,1,5.16
Roman Salenko,Dynamo Kyiv,UEFA Europa League,LM,Midfielder,UKR,19,11.35,8,2,5.68
Roman Yaremchuk,Olympiacos,UEFA Europa League,AM,Forward,UKR,29,44.39,193,7,6.34
Romano Schmid,Werder Bremen,German Bundesliga,AM,Midfielder,AUT,25,217.94,2834,32,6.81
Romelu Lukaku,Napoli,Italian Serie A,AM,Forward,BEL,32,231.78,2843,36,6.44
Romeo Amane,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,CIV,22,12.46,173,2,6.23
Romeo Vermant,Club Brugge,UEFA Champions League,AM,Forward,BEL,21,32.03,56,5,6.41
Roméo Lavia,Chelsea,English Premier League,DM,Midfielder,BEL,21,102.68,797,16,6.42
Ronald Araújo,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,URU,26,136.2,1277,20,6.81
Ronaël Pierre-Gabriel,Dinamo Zagreb,UEFA Champions League,LB,Defender,FRA,26,57.04,534,8,7.13
Roni Hudd,HJK,UEFA Europa Conference League,LM,Midfielder,FIN,19,6.11,7,1,6.11
Ronnie Edwards,Southampton,English Premier League,CB,Defender,ENG,21,5.91,12,1,5.91
Rory Holden,The New Saints,UEFA Europa Conference League,AM,Forward,NIR,27,36.87,431,6,6.14
Ross Barkley,Aston Villa,"English Premier League, UEFA Champions League",DM,Midfielder,ENG,31,174.58,684,26,6.71
Ross McCausland,Rangers,UEFA Europa League,LW,Forward,NIR,21,41.35,190,7,5.91
Ross Stewart,Southampton,English Premier League,AM,Forward,SCO,28,74.35,389,12,6.2
Ross Sykes,Union SG,UEFA Europa League,CB,Defender,ENG,25,48.74,466,8,6.09
Rostand Ndjiki,FK Rīgas FS,UEFA Europa League,AM,Forward,CMR,21,24.39,146,4,6.1
Roy Revivo,Maccabi Tel Aviv,UEFA Europa League,LB,Defender,ISR,21,19.72,270,3,6.57
Ruben Aguilar,Lens,French Ligue 1,RB,Defender,FRA,32,107.69,1124,16,6.73
Ruben Loftus-Cheek,Milan,"Italian Serie A, UEFA Champions League",AM,Forward,ENG,29,162.66,1318,25,6.51
Ruben Vargas,"Augsburg, Sevilla","German Bundesliga, Spanish La Liga",AM,Forward,SUI,26,124.86,976,19,6.57
Ruben van Bommel,AZ Alkmaar,UEFA Europa League,LW,Forward,NED,20,32.68,313,5,6.54
Rubén García,Osasuna,Spanish La Liga,RW,Forward,ESP,31,241.61,2413,36,6.71
Rubén Peña,Osasuna,Spanish La Liga,RW,Forward,ESP,33,156.25,775,25,6.25
Rudy Matondo,Auxerre,French Ligue 1,CM,Midfielder,FRA,17,28.55,66,5,5.71
Rui Filipe Cunha Correia,Jagiellonia,UEFA Europa Conference League,DM,Midfielder,POR,29,28.72,237,5,5.74
Rui Modesto,Udinese,Italian Serie A,WB,Midfielder,ANG,25,122.07,608,20,6.1
Runar Espejord,Bodø/Glimt,UEFA Europa League,AM,Forward,NOR,28,17.2,19,3,5.73
Ruslan Malinovskyi,Genoa,Italian Serie A,AM,Midfielder,UKR,31,57.39,383,9,6.38
Rwan,Ludogorets,UEFA Europa League,AM,Forward,BRA,23,51.01,521,8,6.38
Ryan Brobbel,The New Saints,UEFA Europa Conference League,LM,Midfielder,NIR,31,30.28,306,5,6.06
Ryan Christie,Bournemouth,English Premier League,DM,Midfielder,SCO,30,199.23,2117,29,6.87
Ryan Flamingo,PSV Eindhoven,UEFA Champions League,CB,Defender,NED,22,80.51,858,11,7.32
Ryan Fraser,Southampton,English Premier League,LW,Forward,SCO,30,48.87,306,8,6.11
Ryan Gravenberch,Liverpool,"English Premier League, UEFA Champions League",DM,Midfielder,NED,23,320.61,3943,46,6.97
Ryan Manning,Southampton,English Premier League,LB,Defender,IRL,28,157.09,1462,24,6.55
Ryan Sessegnon,Fulham,English Premier League,LB,Defender,ENG,25,104.38,580,16,6.52
Ryan Trevitt,Brentford,English Premier League,CM,Midfielder,ENG,21,6.67,4,1,6.67
Ryan Yates,Nott'ham Forest,English Premier League,DM,Midfielder,ENG,27,223.66,1915,35,6.39
Ryoya Morishita,Legia Warsaw,UEFA Europa Conference League,AM,Forward,JPN,28,55.23,801,9,6.14
Rémy Cabella,Lille,"French Ligue 1, UEFA Champions League",AM,Forward,FRA,35,202.54,1394,30,6.75
Rémy Labeau Lascary,Lens,French Ligue 1,AM,Forward,GLP,21,89.0,637,14,6.36
Róbert Mak,Slovan Bratislava,UEFA Champions League,LW,Forward,SVK,33,44.42,201,7,6.35
Rúben Dias,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,POR,28,229.44,2724,34,6.75
Rúben Vinagre,Legia Warsaw,UEFA Europa Conference League,LB,Defender,POR,26,49.33,686,8,6.17
Răzvan Marin,Cagliari,Italian Serie A,CM,Midfielder,ROU,29,207.81,1406,33,6.3
Rıdvan Yılmaz,Rangers,UEFA Europa League,LW,Forward,TUR,23,43.32,418,7,6.19
Saad El Haddad,Venezia,Italian Serie A,AM,Forward,MAR,19,18.17,30,3,6.06
Saba Goglichidze,Empoli,Italian Serie A,CB,Defender,GEO,20,194.2,2539,33,5.88
Saba Sazonov,Torino,Italian Serie A,WB,Midfielder,GEO,22,5.32,3,1,5.32
Sacha Boey,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,FRA,24,104.46,697,16,6.53
Sael Kumbedi,Lyon,"French Ligue 1, UEFA Europa League",RB,Defender,FRA,20,113.09,1102,18,6.28
Sagiv Yehezkel,Maccabi Tel Aviv,UEFA Europa League,LB,Defender,ISR,29,23.92,172,4,5.98
Saidou Alioum,AC Omonia,UEFA Europa Conference League,AM,Forward,CMR,21,47.14,177,8,5.89
Saidou Sow,"Nantes, Strasbourg",French Ligue 1,CB,Defender,GUI,22,131.86,1817,21,6.28
Saldanha,Ferencváros,UEFA Europa League,AM,Forward,BRA,25,62.36,444,10,6.24
Salih Uçan,Beşiktaş,UEFA Europa League,CM,Midfielder,TUR,31,44.41,135,7,6.34
Salih Özcan,"Dortmund, Wolfsburg","German Bundesliga, UEFA Champions League",CM,Midfielder,TUR,27,157.63,774,25,6.31
Sam Beukema,Bologna,"Italian Serie A, UEFA Champions League",CB,Defender,NED,26,278.6,3658,43,6.48
Sam Lammers,Twente,UEFA Europa League,AM,Forward,NED,27,44.47,442,7,6.35
Sam Morsy,Ipswich Town,English Premier League,DM,Midfielder,EGY,33,220.41,2751,33,6.68
Sam Todd,Larne FC,UEFA Europa Conference League,CB,Defender,IRL,26,29.59,382,5,5.92
Samet Akaydın,Fenerbahçe,UEFA Europa League,CB,Defender,TUR,30,12.76,135,2,6.38
Sammie Szmodics,Ipswich Town,English Premier League,LW,Forward,IRL,29,125.95,992,20,6.3
Sampson Dweh Jr.,Viktoria Plzeň,UEFA Europa League,CB,Defender,LBR,23,71.91,969,11,6.54
Samson Baidoo,RB Salzburg,UEFA Champions League,CB,Defender,AUT,20,50.73,616,7,7.25
Samu,Vitória,UEFA Europa Conference League,AM,Forward,POR,28,35.83,185,6,5.97
Samu Costa,Mallorca,Spanish La Liga,CM,Midfielder,POR,24,215.48,2649,32,6.73
Samu Omorodion,Porto,UEFA Europa League,AM,Forward,ESP,20,58.07,764,9,6.45
Samuel Amo-Ameyaw,"Southampton, Strasbourg","English Premier League, French Ligue 1",AM,Forward,ENG,18,68.94,348,11,6.27
Samuel Bamba,Bochum,German Bundesliga,AM,Forward,GER,21,31.03,27,5,6.21
Samuel Chukwueze,Milan,"Italian Serie A, UEFA Champions League",RW,Forward,NGA,26,217.83,1205,33,6.6
Samuel Dahl,"Benfica, Roma","Italian Serie A, UEFA Champions League",DM,Defender,SWE,25,33.92,200,5,6.78
Samuel Edozie,"Anderlecht, Southampton","English Premier League, UEFA Europa League",LW,Forward,ENG,22,45.87,283,7,6.55
Samuel Essende,Augsburg,German Bundesliga,AM,Forward,COD,27,189.68,1636,30,6.32
Samuel Gigot,Lazio,"Italian Serie A, UEFA Europa League",CB,Defender,FRA,31,124.11,1184,21,5.91
Samuel Grandsir,Le Havre,French Ligue 1,RW,Forward,FRA,28,36.42,84,6,6.07
Samuel Iling-Junior,Bologna,"Italian Serie A, UEFA Champions League",LW,Forward,ENG,21,97.36,467,15,6.49
Samuel Lino,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LM,Midfielder,BRA,25,287.02,1964,41,7.0
Samuel Mbangula,Juventus,"Italian Serie A, UEFA Champions League",LW,Forward,BEL,21,187.13,935,30,6.24
Samuel Rak-Sakyi,Chelsea,UEFA Europa Conference League,DM,Midfielder,ENG,19,24.25,107,4,6.06
Samuele Birindelli,Monza,Italian Serie A,WB,Midfielder,ITA,25,130.44,1468,21,6.21
Samuele Ricci,Torino,Italian Serie A,CM,Midfielder,ITA,23,212.92,2825,34,6.26
Samuele Vignato,Monza,Italian Serie A,AM,Forward,ITA,21,102.81,470,17,6.05
Samy Mmaee,Dinamo Zagreb,UEFA Champions League,CB,Defender,MAR,28,20.82,270,3,6.94
Sander Berge,Fulham,English Premier League,DM,Midfielder,NOR,27,207.19,2224,31,6.68
Sandi Lovrić,Udinese,Italian Serie A,CM,Midfielder,SVN,27,227.76,2308,36,6.33
Sandi Ogrinec,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,SVN,26,59.22,896,10,5.92
Sandro Kulenović,Dinamo Zagreb,UEFA Champions League,AM,Forward,CRO,25,47.45,496,7,6.78
Sandro Lauper,Young Boys,UEFA Champions League,CB,Defender,SUI,28,49.11,518,7,7.02
Sandro Ramírez,Las Palmas,Spanish La Liga,RW,Forward,ESP,29,206.47,2034,31,6.66
Sandro Tonali,Newcastle Utd,English Premier League,CM,Midfielder,ITA,25,246.27,2630,36,6.84
Santeri Haarala,Djurgården,UEFA Europa Conference League,AM,Forward,FIN,25,56.44,361,10,5.64
Santeri Hostikka,HJK,UEFA Europa Conference League,LM,Midfielder,FIN,27,36.62,441,6,6.1
Santi Comesaña,Villarreal,Spanish La Liga,CM,Midfielder,ESP,28,240.25,2560,35,6.86
Santiago Bueno,Wolves,English Premier League,CB,Defender,URU,26,180.94,1687,29,6.24
Santiago Castro,Bologna,"Italian Serie A, UEFA Champions League",AM,Forward,ARG,20,276.83,2630,43,6.44
Santiago Giménez,"Feyenoord, Milan","Italian Serie A, UEFA Champions League",AM,Forward,MEX,24,139.72,1115,21,6.65
Santiago Hezze,Olympiacos,UEFA Europa League,CM,Midfielder,ARG,23,59.69,703,9,6.63
Santiago Mouriño,Alavés,Spanish La Liga,CB,Defender,URU,23,158.47,1849,25,6.34
Santiago Pierotti,Lecce,Italian Serie A,RW,Forward,ARG,24,219.34,1937,36,6.09
Sascha Horvath,LASK,UEFA Europa Conference League,LM,Midfielder,AUT,28,31.58,339,5,6.32
Saud Abdulhamid,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,KSA,25,50.8,380,8,6.35
Sayfallah Ltaief,Twente,UEFA Europa League,LW,Forward,TUN,24,64.44,480,10,6.44
Saïd Benrahma,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,ALG,29,131.93,1038,20,6.6
Saïmon Bouabré,Monaco,French Ligue 1,CM,Midfielder,FRA,18,18.31,97,3,6.1
Saúl Coco,Torino,Italian Serie A,CB,Defender,EQG,26,198.19,2845,32,6.19
Saúl Ñíguez,Sevilla,Spanish La Liga,AM,Midfielder,ESP,30,161.19,1553,24,6.72
Saša Jovanović,TSC,UEFA Europa Conference League,AM,Forward,SRB,32,6.22,30,1,6.22
Saša Lukić,Fulham,English Premier League,DM,Midfielder,SRB,28,200.55,2344,30,6.68
Scott Banks,St. Pauli,German Bundesliga,RW,Forward,SCO,23,69.26,116,12,5.77
Scott McKenna,Las Palmas,Spanish La Liga,CB,Defender,SCO,28,189.81,2466,29,6.55
Scott McTominay,"Manchester Utd, Napoli","English Premier League, Italian Serie A",LM,Midfielder,SCO,28,234.87,2957,36,6.52
Sead Kolašinac,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,BIH,31,206.09,2536,32,6.44
Sean Graham,Larne FC,UEFA Europa Conference League,CM,Defender,NIR,24,29.62,365,5,5.92
Sean Longstaff,Newcastle Utd,English Premier League,RM,Midfielder,ENG,27,160.77,798,25,6.43
Sebastiaan Bornauw,Wolfsburg,German Bundesliga,CB,Defender,BEL,26,89.17,788,15,5.94
Sebastian Herrera Cardona,Borac Banja Luka,UEFA Europa Conference League,LB,Defender,COL,30,58.78,840,9,6.53
Sebastian Holmén,Elfsborg,UEFA Europa League,CB,Defender,SWE,32,43.62,625,7,6.23
Sebastian Jørgensen,Malmö,UEFA Europa League,DM,Midfielder,DEN,24,5.65,7,1,5.65
Sebastian Nanasi,Strasbourg,French Ligue 1,AM,Forward,SWE,23,202.71,2107,31,6.54
Sebastian Otoa,Genoa,Italian Serie A,CB,Defender,DEN,21,17.33,179,3,5.78
Sebastian Szymański,Fenerbahçe,UEFA Europa League,AM,Midfielder,POL,25,79.12,961,12,6.59
Sebastian Walukiewicz,"Empoli, Torino",Italian Serie A,CB,Defender,POL,25,188.46,1841,31,6.08
Sebastiano Esposito,Empoli,Italian Serie A,AM,Forward,ITA,22,214.68,2331,33,6.51
Sebastiano Luperto,Cagliari,Italian Serie A,CB,Defender,ITA,28,222.81,3240,36,6.19
Sebbe Gheerardyns,Cercle Brugge,UEFA Europa Conference League,LB,Defender,BEL,19,6.19,9,1,6.19
Seedy Jatta,Sturm Graz,UEFA Champions League,AM,Forward,NOR,21,52.86,381,8,6.61
Seiya Maikuma,AZ Alkmaar,UEFA Europa League,RB,Defender,JPN,27,78.87,964,12,6.57
Seko Fofana,Rennes,French Ligue 1,CM,Midfielder,CIV,30,103.02,844,16,6.44
Sekou Mara,Strasbourg,French Ligue 1,AM,Forward,FRA,22,152.14,768,25,6.09
Selim Amallah,Valladolid,Spanish La Liga,AM,Midfielder,MAR,28,159.66,1376,24,6.65
Sem Steijn,Twente,UEFA Europa League,AM,Forward,NED,23,57.04,728,9,6.34
Sem van Duijn,AZ Alkmaar,UEFA Europa League,AM,Forward,NED,20,11.13,11,2,5.56
Semih Kılıçsoy,Beşiktaş,UEFA Europa League,AM,Forward,TUR,19,50.64,416,8,6.33
Senna Miangue,Cercle Brugge,UEFA Europa Conference League,CB,Defender,BEL,27,29.49,450,5,5.9
Senne Lynen,Werder Bremen,German Bundesliga,CM,Midfielder,BEL,26,205.63,2733,32,6.43
Senny Mayulu,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,FRA,19,157.8,858,24,6.58
Senou Coulibaly,AC Omonia,UEFA Europa Conference League,CB,Defender,MLI,30,43.15,630,7,6.16
Seol Young-woo,Red Star,UEFA Champions League,LB,Defender,KOR,26,57.85,700,8,7.23
Sepp van den Berg,Brentford,English Premier League,CB,Defender,NED,23,207.49,2586,31,6.69
Serdar Gürler,Başakşehir,UEFA Europa Conference League,LW,Forward,TUR,33,11.64,80,2,5.82
Serge Gnabry,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,GER,29,264.94,1794,39,6.79
Serge Raux Yao,Rapid Wien,UEFA Europa Conference League,CB,Defender,FRA,25,59.28,949,10,5.93
Sergei Muradyan,FC Noah,UEFA Europa Conference League,CB,Defender,ARM,20,36.06,540,6,6.01
Sergi,Leganés,Spanish La Liga,CB,Defender,ESP,33,229.23,2957,36,6.37
Sergi Altimira,Betis,"Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,ESP,23,304.77,2744,47,6.48
Sergi Canós,Valencia,Spanish La Liga,LM,Forward,ESP,28,106.13,370,17,6.24
Sergi Cardona,Villarreal,Spanish La Liga,LB,Defender,ESP,25,238.89,2945,35,6.83
Sergi Darder,Mallorca,Spanish La Liga,CM,Midfielder,ESP,31,256.97,2744,38,6.76
Sergi Dominguez,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,19,33.04,207,5,6.61
Sergi Guardiola,Rayo Vallecano,Spanish La Liga,AM,Forward,ESP,33,101.19,362,16,6.32
Sergi Gómez,Espanyol,Spanish La Liga,CB,Defender,ESP,33,74.66,664,12,6.22
Sergi Roberto,Como,Italian Serie A,DM,Midfielder,ESP,33,83.22,696,13,6.4
Sergio Akieme,Reims,French Ligue 1,LB,Defender,ESP,27,187.98,2523,30,6.27
Sergio Arribas,Betis,Spanish La Liga,LB,Defender,ESP,21,7.22,90,1,7.22
Sergio Camello,Rayo Vallecano,Spanish La Liga,AM,Forward,ESP,23,150.96,1134,23,6.56
Sergio Carreira,Celta Vigo,Spanish La Liga,RM,Midfielder,ESP,24,156.42,1656,23,6.8
Sergio Gómez,Real Sociedad,"Spanish La Liga, UEFA Europa League",AM,Forward,ESP,24,286.22,3013,43,6.66
Sergio Peña,Malmö,UEFA Europa League,CM,Midfielder,PER,29,40.73,425,6,6.79
Sergio Reguilón,Tottenham,English Premier League,LB,Defender,ESP,28,28.0,196,4,7.0
Sergio Tejera,APOEL,UEFA Europa Conference League,CM,Midfielder,ESP,34,48.93,696,8,6.12
Sergio Viera,Las Palmas,Spanish La Liga,AM,Forward,ESP,20,12.62,96,2,6.31
Sergiu Perciun,Torino,Italian Serie A,RW,Forward,MDA,19,31.38,152,5,6.28
Sergiu Plătică,Petrocub,UEFA Europa Conference League,AM,Defender,MDA,33,36.89,527,6,6.15
Serhou Guirassy,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,GUI,29,301.73,3681,44,6.86
Seydouba Cissé,Leganés,Spanish La Liga,CM,Midfielder,GUI,24,226.61,2435,34,6.66
Shaun Want,Larne FC,UEFA Europa Conference League,CB,Defender,SCO,27,33.83,450,6,5.64
Shavy Babicka,Toulouse,French Ligue 1,AM,Forward,GAB,24,190.21,1186,30,6.34
Sheraldo Becker,Real Sociedad,"Spanish La Liga, UEFA Europa League",RM,Forward,SUR,30,206.04,1511,32,6.44
Shiō Fukuda,Gladbach,German Bundesliga,AM,Forward,JPN,21,34.48,60,6,5.75
Shkelqim Vladi,Lugano,UEFA Europa Conference League,AM,Forward,KVX,24,12.32,152,2,6.16
Shola Shoretire,PAOK,UEFA Europa League,RW,Forward,ENG,20,36.99,68,6,6.16
Shumaira Mheuka,Chelsea,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,17,28.39,120,5,5.68
Shuto Machino,Holstein Kiel,German Bundesliga,AM,Forward,JPN,25,205.23,1953,32,6.41
Sidiki Cherif,Angers,French Ligue 1,AM,Forward,FRA,18,42.82,324,7,6.12
Siebe Van Der Heyden,"Mallorca, St. Pauli","German Bundesliga, Spanish La Liga",CB,Defender,BEL,26,93.98,969,15,6.27
Siemen Voet,Slovan Bratislava,UEFA Champions League,CB,Defender,BEL,24,21.04,255,3,7.01
Sikou Niakaté,Braga,UEFA Europa League,CB,Defender,MLI,25,37.41,436,6,6.24
Silas Katompa,Red Star,UEFA Champions League,RW,Forward,COD,26,54.88,618,8,6.86
Silvan Widmer,Mainz 05,German Bundesliga,WB,Midfielder,SUI,32,158.48,504,27,5.87
Silvi Clúa,Girona,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,19,33.33,241,5,6.67
Silvère Ganvoula M'Boussy,"Monza, Young Boys","Italian Serie A, UEFA Champions League",AM,Forward,CGO,28,98.43,812,15,6.56
Simion Michez,Slavia Prague,UEFA Europa League,RW,Forward,BEL,22,44.57,368,7,6.37
Simon Adingra,Brighton,English Premier League,LW,Forward,CIV,23,188.75,1097,29,6.51
Simon Cara,Montpellier,French Ligue 1,AM,Forward,FRA,19,11.98,9,2,5.99
Simon Hedlund,Elfsborg,UEFA Europa League,RM,Midfielder,SWE,31,51.9,720,8,6.49
Simon Sohm,Parma,Italian Serie A,CM,Midfielder,SUI,24,234.88,2989,37,6.35
Simone Pafundi,Udinese,Italian Serie A,CM,Midfielder,ITA,19,53.87,116,9,5.99
Simone Verdi,Como,Italian Serie A,LW,Forward,ITA,32,54.32,115,9,6.04
Sinaly Diomande,Auxerre,French Ligue 1,CB,Defender,CIV,24,144.72,1945,23,6.29
Sion Bradley,The New Saints,UEFA Europa Conference League,CM,Midfielder,WAL,26,22.0,79,4,5.5
Sirlord Conteh,Heidenheim,"German Bundesliga, UEFA Europa Conference League",RW,Forward,GER,28,210.53,1274,35,6.02
Siyabonga Ngezana,FCSB,UEFA Europa League,CB,Defender,RSA,27,55.07,704,9,6.12
Skelly Alvero,Werder Bremen,German Bundesliga,CM,Midfielder,FRA,22,71.12,236,12,5.93
Sofiane Boufal,Union SG,UEFA Europa League,AM,Forward,MAR,31,33.04,234,5,6.61
Sofiane Diop,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,24,230.08,1471,35,6.57
Sofyan Amrabat,"Fenerbahçe, Fiorentina","Italian Serie A, UEFA Europa League",CM,Midfielder,MAR,28,77.09,1110,12,6.42
Solly March,Brighton,English Premier League,RW,Forward,ENG,30,50.32,168,8,6.29
Solomon John,Mladá Boleslav,UEFA Europa Conference League,LW,Forward,NGA,23,12.82,169,2,6.41
Son,Ludogorets,UEFA Europa League,LB,Defender,ESP,30,45.61,614,7,6.52
Son Heung-min,Tottenham,"English Premier League, UEFA Europa League",LW,Forward,KOR,32,275.87,2778,40,6.9
Sondre Auklend,Bodø/Glimt,UEFA Europa League,LM,Midfielder,NOR,21,48.84,105,8,6.1
Sondre Brunstad Fet,Bodø/Glimt,UEFA Europa League,LM,Midfielder,NOR,28,88.09,508,14,6.29
Sondre Granaas,Molde,UEFA Europa Conference League,CM,Midfielder,NOR,18,31.22,135,5,6.24
Sondre Sørli,Bodø/Glimt,UEFA Europa League,RW,Forward,NOR,29,47.09,195,8,5.89
Sorba Thomas,Nantes,French Ligue 1,RW,Forward,WAL,25,156.51,1321,25,6.26
Soualiho Meïté,PAOK,UEFA Europa League,DM,Midfielder,FRA,30,12.57,122,2,6.28
Souleymane Touré,Udinese,Italian Serie A,CB,Defender,FRA,21,72.26,733,12,6.02
Soumaïla Coulibaly,Brest,"French Ligue 1, UEFA Champions League",CB,Defender,FRA,21,99.61,1074,15,6.64
Soungoutou Magassa,Monaco,"French Ligue 1, UEFA Champions League",CM,Midfielder,FRA,21,185.71,1312,28,6.63
Srđan Grahovac,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,BIH,32,35.29,414,6,5.88
Stanis Idumbo,Sevilla,Spanish La Liga,LW,Forward,BEL,19,87.75,284,14,6.27
Stanislav Basmanov,Astana FK,UEFA Europa Conference League,RB,Defender,KAZ,23,12.67,158,2,6.34
Stanislav Lobotka,Napoli,Italian Serie A,CM,Midfielder,SVK,30,206.92,2636,32,6.47
Stanko Jurić,Valladolid,Spanish La Liga,CM,Midfielder,CRO,28,166.73,1729,26,6.41
Stanley N'Soki,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,FRA,26,169.56,1740,27,6.28
Stav Lemkin,Maccabi Tel Aviv,UEFA Europa League,RB,Defender,ISR,21,32.46,375,5,6.49
Stefan Bajcetic,"Las Palmas, RB Salzburg","Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,20,134.88,1174,20,6.74
