Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Dani García,Olympiacos,UEFA Europa League,DM,Midfielder,ESP,34,37.42,403,6,6.24
Dani Gómez,Valencia,Spanish La Liga,AM,Forward,ESP,26,88.41,532,14,6.32
Dani Olmo,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,27,240.17,1647,34,7.06
Dani Raba,Leganés,Spanish La Liga,AM,Forward,ESP,29,199.72,1879,29,6.89
Dani Rodríguez,Mallorca,Spanish La Liga,AM,Forward,ESP,36,245.08,2162,37,6.62
Dani de Wit,Bochum,German Bundesliga,AM,Forward,NED,27,170.03,1153,28,6.07
Daniel Bandeira,"Hellas Verona, Midtjylland","Italian Serie A, UEFA Europa League",CM,Midfielder,POR,24,80.6,520,13,6.2
Daniel Birligea,FCSB,UEFA Europa League,AM,Forward,ROU,24,58.42,680,9,6.49
Daniel Bragança,Sporting CP,UEFA Champions League,CM,Midfielder,POR,25,56.85,318,8,7.11
Daniel Cleary,Shamrock Rov,UEFA Europa Conference League,CB,Defender,IRL,28,41.05,630,7,5.86
Daniel Correia,Lugano,UEFA Europa Conference League,AM,Forward,SUI,22,39.93,154,7,5.7
Daniel Cummings,Celtic,UEFA Champions League,AM,Forward,SCO,18,6.11,12,1,6.11
Daniel Daga,Molde,UEFA Europa Conference League,DM,Forward,NGA,18,10.99,56,2,5.5
Daniel Davies,The New Saints,UEFA Europa Conference League,CB,Defender,WAL,29,36.6,540,6,6.1
Daniel Djuric,KV,UEFA Europa Conference League,AM,Forward,ISL,22,44.23,477,7,6.32
Daniel Díaz,Real Sociedad,Spanish La Liga,RM,Midfielder,ESP,18,6.1,10,1,6.1
Daniel Fila,"Slavia Prague, Venezia","Italian Serie A, UEFA Europa League",AM,Forward,CZE,22,85.17,608,14,6.08
Daniel Guerrero,Betis,UEFA Europa Conference League,CM,Midfielder,ESP,19,10.56,44,2,5.28
Daniel Jebbison,Bournemouth,English Premier League,AM,Forward,CAN,21,100.12,119,16,6.26
Daniel Langhamer,Mladá Boleslav,UEFA Europa Conference League,CM,Midfielder,CZE,21,17.01,107,3,5.67
Daniel Luna,Mallorca,Spanish La Liga,RM,Midfielder,COL,21,13.11,20,2,6.56
Daniel Maldini,"Atalanta, Monza",Italian Serie A,AM,Forward,ITA,23,194.46,1564,30,6.48
Daniel Mancini,Panathinaikos,UEFA Europa Conference League,LW,Forward,ARG,28,41.35,185,7,5.91
Daniel Mandroiu,Shamrock Rov,UEFA Europa Conference League,AM,Forward,IRL,26,30.22,261,5,6.04
Daniel Mareček,Mladá Boleslav,UEFA Europa Conference League,WB,Midfielder,CZE,26,28.54,226,5,5.71
Daniel Mosquera,Hellas Verona,Italian Serie A,AM,Forward,COL,25,221.74,1375,35,6.34
Daniel Muñoz,Crystal Palace,English Premier League,WB,Midfielder,COL,28,255.53,3228,37,6.91
Daniel O'Shaughnessy,HJK,UEFA Europa Conference League,CB,Defender,FIN,30,38.03,528,6,6.34
Daniel Oyegoke,"Hearts, Hellas Verona","Italian Serie A, UEFA Europa Conference League",RB,Defender,ENG,22,60.31,350,10,6.03
Daniel Parejo,Villarreal,Spanish La Liga,CM,Midfielder,ESP,36,246.02,2273,36,6.83
Daniel Podence,Wolves,English Premier League,AM,Forward,POR,28,12.46,48,2,6.23
Daniel Popa,FCSB,UEFA Europa League,AM,Forward,ROU,30,30.89,89,5,6.18
Daniel Redmond,The New Saints,UEFA Europa Conference League,LB,Defender,ENG,33,37.96,506,6,6.33
Daniel Requena,Villarreal,Spanish La Liga,CM,Midfielder,ESP,21,5.8,10,1,5.8
Daniel Rodriguez,Barcelona,Spanish La Liga,RW,Forward,ESP,19,6.74,37,1,6.74
Daniel Stensson,Djurgården,UEFA Europa Conference League,DM,Midfielder,SWE,28,64.01,824,10,6.4
Daniel Svensson,Dortmund,"German Bundesliga, UEFA Champions League",LB,Defender,SWE,23,106.43,1132,16,6.65
Daniel Vašulín,Viktoria Plzeň,UEFA Europa League,AM,Forward,NAN,26,43.74,169,7,6.25
Daniel Vivian,Athletic Club,"Spanish La Liga, UEFA Europa League",CB,Defender,ESP,25,284.3,3418,43,6.61
Daniel Yáñez,Real Madrid,Spanish La Liga,RW,Forward,ESP,17,5.52,2,1,5.52
Daniele Baselli,Como,Italian Serie A,CM,Midfielder,ITA,32,12.07,22,2,6.04
Daniele Ghilardi,Hellas Verona,Italian Serie A,CB,Defender,ITA,22,145.05,2029,24,6.04
Daniele Rugani,Ajax,UEFA Europa League,CB,Defender,ITA,30,50.61,445,8,6.33
Daniels Balodis,FK Rīgas FS,UEFA Europa League,CB,Defender,LVA,26,24.02,289,4,6.0
Daniil Kulikov,Dinamo Minsk,UEFA Europa Conference League,CM,Midfielder,RUS,26,29.98,300,5,6.0
Danilho Doekhi,Union Berlin,German Bundesliga,CB,Defender,NED,26,204.77,3060,34,6.02
Danilo,Nott'ham Forest,English Premier League,CM,Midfielder,BRA,24,50.69,275,8,6.34
Danilo,Rangers,UEFA Europa League,RM,Midfielder,BRA,26,5.6,7,1,5.6
Danilo,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,BRA,33,107.03,813,16,6.69
Danilo Cataldi,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,ITA,30,206.36,2052,33,6.25
Danilo D'Ambrosio,Monza,Italian Serie A,CB,Defender,ITA,36,122.95,1095,20,6.15
Danilo Veiga,Lecce,Italian Serie A,RB,Defender,POR,22,77.98,374,13,6.0
Danny Grant,Shamrock Rov,UEFA Europa Conference League,LB,Defender,IRL,25,12.06,210,2,6.03
Danny Ings,West Ham,English Premier League,AM,Forward,ENG,32,97.26,284,15,6.48
Danny Loader,Porto,UEFA Europa League,AM,Forward,CMR,24,48.54,254,8,6.07
Danny Welbeck,Brighton,English Premier League,AM,Forward,ENG,34,202.05,2115,30,6.74
Danny da Costa,Mainz 05,German Bundesliga,CB,Defender,GER,31,154.64,2006,25,6.19
Dante,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,BRA,41,180.38,2208,28,6.44
Dante Vanzeir,Gent,UEFA Europa Conference League,AM,Forward,BEL,26,12.18,100,2,6.09
Dany Mota,Monza,Italian Serie A,AM,Forward,POR,27,199.54,2104,31,6.44
Danylo Ihnatenko,Slovan Bratislava,UEFA Champions League,DM,Midfielder,UKR,27,34.0,329,5,6.8
Danylo Sikan,Shakhtar,UEFA Champions League,AM,Forward,UKR,23,33.56,219,5,6.71
Daníel Gudjohnsen,Malmö,UEFA Europa League,AM,Forward,ISL,18,5.85,4,1,5.85
Daníel Hafsteinsson,KV,UEFA Europa Conference League,CM,Midfielder,ISL,25,12.04,170,2,6.02
Daouda Guindo,RB Salzburg,UEFA Champions League,LB,Defender,MLI,22,27.77,154,4,6.94
Dara O'Shea,Ipswich Town,English Premier League,CB,Defender,IRL,26,235.35,3122,35,6.72
Darian Males,Young Boys,UEFA Champions League,AM,Forward,SUI,23,48.82,283,7,6.97
Dario Essugo,Las Palmas,Spanish La Liga,CM,Midfielder,POR,20,177.68,1938,27,6.58
Dario Špikić,Dinamo Zagreb,UEFA Champions League,RM,Forward,CRO,25,33.85,186,5,6.77
Darius Olaru,FCSB,UEFA Europa League,AM,Forward,ROU,26,27.2,316,4,6.8
Darko Brašanac,Leganés,Spanish La Liga,CM,Midfielder,SRB,33,187.01,1617,30,6.23
Darko Churlinov,Jagiellonia,UEFA Europa Conference League,LW,Forward,MKD,24,72.29,768,12,6.02
Darko Lazović,Hellas Verona,Italian Serie A,LM,Midfielder,SRB,34,164.71,1459,27,6.1
Darko Lemajić,FK Rīgas FS,UEFA Europa League,AM,Forward,SRB,31,24.83,91,4,6.21
Darragh Burns,Shamrock Rov,UEFA Europa Conference League,WB,Midfielder,NIR,22,30.39,408,5,6.08
Darragh Nugent,Shamrock Rov,UEFA Europa Conference League,CM,Midfielder,IRL,23,29.37,142,5,5.87
Darryl Bakola,Marseille,French Ligue 1,CB,Defender,FRA,17,11.44,14,2,5.72
Darwin Machís,Valladolid,Spanish La Liga,LM,Forward,VEN,32,116.3,639,18,6.46
Darwin Núñez,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,URU,25,261.44,1599,39,6.7
Darío Fuentes,Sevilla,Spanish La Liga,RB,Defender,ESP,21,5.26,5,1,5.26
Darío Osorio,Midtjylland,UEFA Europa League,RM,Forward,CHI,21,53.06,638,8,6.63
Dave Kwakman,AZ Alkmaar,UEFA Europa League,CM,Midfielder,NED,20,19.23,142,3,6.41
David Abagna,APOEL,UEFA Europa Conference League,CM,Midfielder,GHA,26,50.05,560,8,6.26
David Akpan Ankeye,Genoa,Italian Serie A,AM,Forward,NGA,22,22.63,45,4,5.66
David Alaba,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,AUT,32,78.34,492,12,6.53
David Argüelles,Getafe,Spanish La Liga,LM,Midfielder,ESP,22,6.23,7,1,6.23
David Brooks,Bournemouth,English Premier League,RW,Forward,WAL,27,188.12,960,29,6.49
David Carmo,Olympiacos,UEFA Europa League,CB,Defender,ANG,25,48.15,621,8,6.02
David Costa,Lens,French Ligue 1,AM,Forward,POR,24,70.0,352,11,6.36
David Doudera,Slavia Prague,UEFA Europa League,RB,Midfielder,CZE,26,33.31,397,5,6.66
David Goldar,Pafos FC,UEFA Europa Conference League,CB,Defender,ESP,30,53.99,782,9,6.0
David Jurásek,Hoffenheim,"German Bundesliga, UEFA Europa League",LB,Defender,CZE,24,120.71,975,19,6.35
David López,Mallorca,Spanish La Liga,CB,Defender,ESP,22,12.28,169,2,6.14
David López,Girona,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,35,231.08,2797,34,6.8
David Miculescu,FCSB,UEFA Europa League,RW,Forward,ROU,23,72.68,823,12,6.06
David Mokwa,Hoffenheim,"German Bundesliga, UEFA Europa League",AM,Forward,FRA,20,23.87,123,4,5.97
David Møller Wolfe,AZ Alkmaar,UEFA Europa League,LB,Defender,NOR,22,63.47,890,10,6.35
David Nemeth,St. Pauli,German Bundesliga,CB,Defender,AUT,24,148.91,2137,24,6.2
David Neres,Napoli,Italian Serie A,LW,Forward,BRA,28,180.77,1283,28,6.46
David Odogu,Wolfsburg,German Bundesliga,CB,Defender,GER,18,19.37,195,3,6.46
David Otorbi,Valencia,Spanish La Liga,LM,Midfielder,ESP,16,5.96,14,1,5.96
David Pavelka,Sparta Prague,UEFA Champions League,CM,Midfielder,CZE,33,7.27,12,1,7.27
David Preu,Union Berlin,German Bundesliga,CM,Midfielder,GER,20,29.0,121,5,5.8
David Raum,RB Leipzig,"German Bundesliga, UEFA Champions League",LB,Defender,GER,27,174.97,2049,26,6.73
David Sualehe,Olimpija,UEFA Europa Conference League,LB,Defender,POR,27,51.6,615,8,6.45
David Torres,Valladolid,Spanish La Liga,CB,Defender,ESP,22,114.54,1387,18,6.36
David Vuković,Borac Banja Luka,UEFA Europa Conference League,LW,Forward,BIH,21,25.42,320,4,6.36
David Zec,"Holstein Kiel, NK Celje","German Bundesliga, UEFA Europa Conference League",CB,Defender,SVN,25,152.6,2081,24,6.36
David Zima,Slavia Prague,UEFA Europa League,CB,Defender,CZE,24,38.09,537,6,6.35
David Čavić,Borac Banja Luka,UEFA Europa Conference League,AM,Forward,BIH,22,46.53,218,8,5.82
Davide Bartesaghi,Milan,"Italian Serie A, UEFA Champions League",LB,Defender,ITA,19,31.44,146,5,6.29
Davide Calabria,"Bologna, Milan","Italian Serie A, UEFA Champions League",RB,Defender,ITA,28,148.81,1261,23,6.47
Davide Faraoni,Hellas Verona,Italian Serie A,RB,Defender,ITA,33,48.05,260,8,6.01
Davide Frattesi,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,25,260.15,1788,42,6.19
Davide Zappacosta,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,32,262.49,2764,39,6.73
Davidson da Luz Pereira,Başakşehir,UEFA Europa Conference League,LW,Forward,BRA,33,37.08,279,6,6.18
Davinson Sánchez,Galatasaray,UEFA Europa League,CB,Defender,COL,28,61.15,704,9,6.79
Davy Klaassen,Ajax,UEFA Europa League,AM,Forward,NED,32,18.77,204,3,6.26
Davíð Atlason,KV,UEFA Europa Conference League,RB,Defender,ISL,30,48.2,535,8,6.02
Dayot Upamecano,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,26,213.85,2749,31,6.9
Daði Berg Jónsson,KV,UEFA Europa Conference League,CM,Midfielder,ISL,18,11.77,18,2,5.88
Dean Huijsen,Bournemouth,English Premier League,CB,Defender,ESP,20,218.35,2427,32,6.82
Declan McManus,The New Saints,UEFA Europa Conference League,AM,Forward,SCO,30,36.1,387,6,6.02
Declan Rice,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,ENG,26,344.9,3827,48,7.19
Dehmaine Assoumani,Nantes,French Ligue 1,AM,Forward,FRA,20,71.58,98,12,5.96
Deiver Machado,Lens,French Ligue 1,LB,Defender,COL,31,171.05,1805,27,6.34
Dejan Kulusevski,Tottenham,"English Premier League, UEFA Europa League",AM,Forward,SWE,25,296.07,2955,43,6.89
Dele Alli,Como,Italian Serie A,DM,Midfielder,ENG,28,5.23,9,1,5.23
Denil Castillo,Midtjylland,UEFA Europa League,RM,Midfielder,ECU,20,48.6,568,8,6.08
Denis Donat,Mladá Boleslav,UEFA Europa Conference League,CB,Defender,CZE,23,10.79,75,2,5.4
Denis Genreau,Toulouse,French Ligue 1,AM,Forward,AUS,25,51.56,222,8,6.44
Denis Suárez,Villarreal,Spanish La Liga,LM,Midfielder,ESP,31,138.81,608,21,6.61
Denis Thomalla,Heidenheim,German Bundesliga,AM,Forward,GER,32,5.46,4,1,5.46
Denis Vavro,Wolfsburg,German Bundesliga,CB,Defender,SVK,29,186.92,2461,29,6.45
Denis Zakaria,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,SUI,28,219.86,2757,33,6.66
Deniz Gül,Porto,UEFA Europa League,AM,Forward,TUR,20,36.38,91,6,6.06
Deniz Hummet,Djurgården,UEFA Europa Conference League,AM,Forward,TUR,28,36.18,426,6,6.03
Deniz Turuc,Başakşehir,UEFA Europa Conference League,RW,Forward,TUR,31,37.62,359,6,6.27
Deniz Undav,Stuttgart,"German Bundesliga, UEFA Champions League",AM,Forward,GER,28,222.54,2146,33,6.74
Dennis Appiah,Saint-Étienne,French Ligue 1,RB,Defender,FRA,32,192.58,2128,29,6.64
Dennis Geiger,Hoffenheim,"German Bundesliga, UEFA Europa League",CM,Midfielder,GER,26,144.01,865,23,6.26
Dennis Kaygin,Rapid Wien,UEFA Europa Conference League,AM,Forward,GER,20,25.04,87,4,6.26
Dennis Man,Parma,Italian Serie A,RW,Forward,ROU,26,213.29,1995,33,6.46
Denny Gropper,Ludogorets,UEFA Europa League,LB,Defender,ISR,25,36.38,212,6,6.06
Denso Kasius,AZ Alkmaar,UEFA Europa League,RB,Defender,NED,22,56.06,296,9,6.23
Denys Popov,Dynamo Kyiv,UEFA Europa League,CB,Defender,UKR,25,30.99,371,5,6.2
Denzel Dumfries,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,NED,29,271.29,2926,41,6.62
Derek Cornelius,Marseille,French Ligue 1,CB,Defender,CAN,27,134.0,1420,21,6.38
Deroy Duarte,Ludogorets,UEFA Europa League,DM,Midfielder,CPV,25,43.13,299,7,6.16
Derrick Köhn,Werder Bremen,German Bundesliga,WB,Midfielder,GER,26,167.48,1343,27,6.2
Derrick Luckassen,Pafos FC,UEFA Europa Conference League,CB,Defender,NED,29,54.96,810,9,6.11
Destiny Udogie,Tottenham,"English Premier League, UEFA Europa League",LB,Defender,ITA,22,231.72,2691,34,6.82
Devyne Rensch,"Ajax, Roma","Italian Serie A, UEFA Europa League",RB,Defender,NED,22,135.12,1052,22,6.14
Diadie Samassékou,Hoffenheim,"German Bundesliga, UEFA Europa League",CM,Midfielder,MLI,29,55.5,380,9,6.17
Diego,Leganés,Spanish La Liga,AM,Forward,ESP,25,176.44,1195,28,6.3
Diego Carlos,Aston Villa,"English Premier League, UEFA Champions League",CB,Defender,BRA,31,106.73,1314,16,6.67
Diego Coppola,Hellas Verona,Italian Serie A,CB,Defender,ITA,21,208.05,2927,34,6.12
Diego Gómez,Brighton,English Premier League,DM,Midfielder,PAR,22,105.38,516,16,6.59
Diego Iturralde,Sevilla,Spanish La Liga,LW,Forward,ESP,22,5.93,37,1,5.93
Diego Llorente,Betis,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,ESP,31,250.39,3073,38,6.59
Diego López,Valencia,Spanish La Liga,LM,Midfielder,ESP,23,252.92,2737,38,6.66
Diego Martín,Las Palmas,Spanish La Liga,LW,Forward,ESP,21,12.52,40,2,6.26
Diego Moreira,Strasbourg,French Ligue 1,LB,Midfielder,POR,20,211.11,2568,32,6.6
Diego Pugno,Juventus,Italian Serie A,AM,Forward,ITA,18,6.16,7,1,6.16
Diego Rico,Getafe,Spanish La Liga,LB,Defender,ESP,32,222.27,2819,33,6.74
Dies Janse,Ajax,UEFA Europa League,CB,Defender,NED,19,5.9,77,1,5.9
Dieu-Merci Michel,Vitória,UEFA Europa Conference League,AM,Forward,CAN,21,5.65,3,1,5.65
Dieumerci Ndongala,APOEL,UEFA Europa Conference League,RW,Forward,COD,33,29.76,331,5,5.95
Dilane Bakwa,Strasbourg,French Ligue 1,RM,Midfielder,FRA,22,200.72,2497,30,6.69
Dimitri Foulquier,Valencia,Spanish La Liga,RB,Defender,FRA,32,210.88,2299,32,6.59
Dimitri Lavalée,Sturm Graz,UEFA Champions League,LB,Defender,BEL,28,51.19,626,7,7.31
Dimitris Giannoulis,Augsburg,German Bundesliga,LB,Defender,GRE,29,204.05,2650,31,6.58
Dimitris Pelkas,"Başakşehir, PAOK","UEFA Europa Conference League, UEFA Europa League",AM,Forward,GRE,31,42.7,309,7,6.1
Dinis Almeida,Ludogorets,UEFA Europa League,CB,Defender,POR,29,50.72,706,8,6.34
Dino Kojic,Olimpija,UEFA Europa Conference League,RM,Midfielder,SVN,19,34.4,272,6,5.73
Dino Skorup,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,CRO,25,27.95,283,5,5.59
Diogo Dalot,Manchester Utd,"English Premier League, UEFA Europa League",WB,Midfielder,POR,26,314.43,3849,46,6.84
Diogo Jota,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,POR,28,204.03,1431,30,6.8
Diogo Leite,Union Berlin,German Bundesliga,CB,Defender,POR,26,193.64,2546,30,6.45
Diogo Pinto,Olimpija,UEFA Europa Conference League,CM,Midfielder,POR,25,22.66,241,4,5.66
Dion Drena Beljo,Rapid Wien,UEFA Europa Conference League,AM,Forward,CRO,23,64.65,844,10,6.47
Divin Mubama,Manchester City,English Premier League,AM,Forward,ENG,20,6.22,28,1,6.22
Djaoui Cissé,Rennes,French Ligue 1,CM,Midfielder,FRA,21,93.62,1121,14,6.69
Djed Spence,Tottenham,"English Premier League, UEFA Europa League",LB,Defender,ENG,24,198.73,1985,29,6.85
Djené,Getafe,Spanish La Liga,CB,Defender,TOG,33,192.11,2548,31,6.2
Djibril Sidibé,Toulouse,French Ligue 1,CB,Defender,FRA,32,173.03,2101,28,6.18
Djibril Sow,Sevilla,Spanish La Liga,DM,Midfielder,SUI,28,197.73,2062,30,6.59
Djylian N'Guessan,Saint-Étienne,French Ligue 1,LW,Forward,FRA,16,48.1,181,8,6.01
Dmitrijs Zelenkovs,FK Rīgas FS,UEFA Europa League,CM,Midfielder,LVA,24,50.85,682,8,6.36
Dmytro Kryskiv,Shakhtar,UEFA Champions League,CM,Midfielder,UKR,24,55.65,672,8,6.96
Dodi Lukebakio,Sevilla,Spanish La Liga,RW,Forward,BEL,27,261.21,3092,38,6.87
Dodô,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RB,Defender,BRA,26,276.08,3630,43,6.42
Domagoj Bradarić,Hellas Verona,Italian Serie A,LB,Defender,CRO,25,172.86,1933,28,6.17
Domen Črnigoj,Venezia,Italian Serie A,CM,Midfielder,SVN,29,48.35,136,8,6.04
Domingos André Ribeiro Almeida,Valencia,Spanish La Liga,AM,Forward,POR,24,230.91,1977,34,6.79
Domingos Duarte,Getafe,Spanish La Liga,CB,Defender,POR,30,134.81,1859,22,6.13
Domingos Quina,Pafos FC,UEFA Europa Conference League,AM,Forward,POR,25,40.74,182,7,5.82
Dominic Calvert-Lewin,Everton,English Premier League,AM,Forward,ENG,28,169.76,1609,26,6.53
Dominic Solanke,Tottenham,"English Premier League, UEFA Europa League",AM,Forward,ENG,27,265.88,3006,40,6.65
Dominik Javorček,Holstein Kiel,German Bundesliga,LB,Defender,SVK,22,78.59,386,13,6.05
Dominik Kohr,Mainz 05,German Bundesliga,CB,Defender,GER,31,180.55,2295,28,6.45
Dominik Kostka,Mladá Boleslav,UEFA Europa Conference League,WB,Midfielder,NAN,28,23.86,360,4,5.96
Dominik Pech,Slavia Prague,UEFA Europa League,DM,Midfielder,CZE,18,24.63,187,4,6.16
Dominik Szoboszlai,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,HUN,24,313.52,3126,45,6.97
Don-Angelo Konadu,Ajax,UEFA Europa League,AM,Forward,NED,18,11.84,81,2,5.92
Donalio Douanla,Petrocub,UEFA Europa Conference League,CM,Midfielder,CMR,27,34.33,482,6,5.72
Donny van de Beek,Girona,"Spanish La Liga, UEFA Champions League",AM,Forward,NED,28,217.58,1869,33,6.59
Donyell Malen,"Aston Villa, Dortmund","English Premier League, German Bundesliga, UEFA Champions League",RW,Forward,NED,26,212.49,1156,33,6.44
Dor Peretz,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,29,51.2,607,8,6.4
Dor Turgeman,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,21,43.94,494,7,6.28
Douglas,Nantes,French Ligue 1,CM,Midfielder,BRA,28,182.05,2307,28,6.5
Douglas Luiz,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,BRA,27,164.21,836,25,6.57
Dragoljub Savić,TSC,UEFA Europa Conference League,RW,Forward,SRB,23,6.0,32,1,6.0
Dries Mertens,Galatasaray,UEFA Europa League,AM,Forward,BEL,37,67.89,727,10,6.79
Drissa Camara,Parma,Italian Serie A,AM,Forward,CIV,23,129.61,447,21,6.17
Duje Ćaleta-Car,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,CRO,28,178.18,2198,28,6.36
Dujon Sterling,Rangers,UEFA Europa League,RB,Defender,ENG,25,48.08,323,8,6.01
Duk,Leganés,Spanish La Liga,AM,Forward,CPV,25,63.86,179,10,6.39
Dumitru Demian,Petrocub,UEFA Europa Conference League,LM,Midfielder,MDA,25,35.59,395,6,5.93
Duván Zapata,Torino,Italian Serie A,AM,Forward,COL,33,45.87,587,7,6.55
Dušan Stevanović,TSC,UEFA Europa Conference League,CB,Defender,SRB,28,37.24,509,6,6.21
Dušan Stojinovič,Jagiellonia,UEFA Europa Conference League,CB,Defender,SVN,24,61.59,710,10,6.16
Dušan Tadić,Fenerbahçe,UEFA Europa League,AM,Forward,SRB,36,78.9,903,12,6.58
Dušan Vlahović,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,SRB,25,250.28,2332,38,6.59
Dwight McNeil,Everton,English Premier League,AM,Forward,ENG,25,141.86,1371,21,6.76
Dylan Batubinsika,Saint-Étienne,French Ligue 1,CB,Defender,COD,29,157.59,2016,25,6.3
Dylan Sloan,Larne FC,UEFA Europa Conference League,RM,Midfielder,NIR,20,35.39,332,6,5.9
Dylan Watts,Shamrock Rov,UEFA Europa Conference League,CM,Midfielder,IRL,27,43.69,404,7,6.24
Dzyanis Palyakow,Dinamo Minsk,UEFA Europa Conference League,CB,Defender,BLR,33,11.67,180,2,5.84
Dálcio,Red Star,UEFA Champions League,CM,Midfielder,GNB,28,34.65,183,5,6.93
Dávid Hancko,Feyenoord,UEFA Champions League,CB,Defender,SVK,27,85.69,1080,12,7.14
Dávid Strelec,Slovan Bratislava,UEFA Champions League,AM,Forward,SVK,23,55.02,669,8,6.88
Désiré Doué,Paris S-G,"French Ligue 1, UEFA Champions League",RW,Forward,FRA,19,334.34,2470,47,7.11
Dźmitryj Padstrełaŭ,Dinamo Minsk,UEFA Europa Conference League,RM,Midfielder,BLR,26,29.15,363,5,5.83
Eba Bekir Is,Eint Frankfurt,UEFA Europa League,RM,Midfielder,GER,16,6.0,7,1,6.0
Eberechi Eze,Crystal Palace,English Premier League,AM,Forward,ENG,26,237.58,2588,34,6.99
Ebrima Colley,Young Boys,UEFA Champions League,LW,Forward,GAM,24,47.85,306,7,6.84
Eddie Nketiah,Crystal Palace,English Premier League,AM,Forward,ENG,25,190.33,1034,29,6.56
Edgaras Utkus,Cercle Brugge,UEFA Europa Conference League,CB,Defender,LTU,24,34.83,381,6,5.8
Edhy Zuliani,Toulouse,French Ligue 1,WB,Midfielder,FRA,20,5.52,9,1,5.52
Edimilson Fernandes,Brest,"French Ligue 1, UEFA Champions League",CB,Defender,SUI,29,186.78,1752,29,6.44
Edimilson Filho,NK Celje,UEFA Europa Conference League,AM,Forward,BRA,27,70.46,191,12,5.87
Edin Džeko,Fenerbahçe,UEFA Europa League,AM,Forward,BIH,38,78.41,655,12,6.53
Edmond Tapsoba,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,BFA,26,247.32,3178,38,6.51
Edmond-Paris Maghoma,Brentford,English Premier League,DM,Midfielder,ENG,23,51.23,119,8,6.4
Edoardo Bove,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Forward,ITA,22,96.03,968,15,6.4
Edoardo Goldaniga,Como,Italian Serie A,CB,Defender,ITA,31,198.66,2532,32,6.21
Edon Zhegrova,Lille,"French Ligue 1, UEFA Champions League",RW,Forward,KVX,25,116.51,1341,17,6.85
Edson Álvarez,West Ham,English Premier League,DM,Midfielder,MEX,27,186.69,1772,28,6.67
Edu Expósito,Espanyol,Spanish La Liga,AM,Forward,ESP,28,127.11,1045,19,6.69
Eduard Sobol,Strasbourg,French Ligue 1,LB,Defender,UKR,29,58.65,95,10,5.86
Eduardo Camavinga,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,FRA,22,200.45,1598,28,7.16
Eduardo Guerrero,Dynamo Kyiv,UEFA Europa League,AM,Forward,PAN,24,41.43,220,7,5.92
Eduardo Quaresma,Sporting CP,UEFA Champions League,CB,Defender,POR,22,36.39,217,5,7.28
Edvin Kurtulus,Ludogorets,UEFA Europa League,CB,Defender,SWE,24,24.77,193,4,6.19
Edward Chilufya,Midtjylland,UEFA Europa League,AM,Forward,ZAM,25,31.22,254,5,6.24
Efe Akman,Galatasaray,UEFA Europa League,AM,Forward,TUR,18,17.75,7,3,5.92
Eggert Aron Guðmundsson,Elfsborg,UEFA Europa League,LM,Midfielder,ISL,20,5.48,5,1,5.48
Egor Prutsev,Red Star,UEFA Champions League,RW,Forward,RUS,21,6.17,8,1,6.17
Eguinaldo,Shakhtar,UEFA Champions League,AM,Forward,BRA,20,48.33,406,7,6.9
Eiran Cashin,Brighton,English Premier League,CB,Defender,IRL,23,13.32,20,2,6.66
Eirik Haugan,Molde,UEFA Europa Conference League,CB,Defender,NOR,27,18.73,257,3,6.24
Eirik Hestad,Molde,UEFA Europa Conference League,AM,Forward,NOR,29,37.21,220,6,6.2
El Bilal Touré,Stuttgart,"German Bundesliga, UEFA Champions League",AM,Forward,MLI,23,104.27,495,16,6.52
El Chadaille Bitshiabu,RB Leipzig,"German Bundesliga, UEFA Champions League",CB,Defender,FRA,20,166.73,1398,25,6.67
El Hadji Diouf,Slavia Prague,UEFA Europa League,LM,Midfielder,SEN,20,55.01,598,8,6.88
