Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Dean Henderson,Crystal Palace,English Premier League,GK,Goalkeeper,ENG,28,249.3,3420,38,6.56
Deniz Dilmen,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,NAN,19,11.9,180,2,5.95
Devis Vásquez,Empoli,Italian Serie A,GK,Goalkeeper,COL,27,203.97,2880,32,6.37
Diant Ramaj,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,GER,23,25.12,360,4,6.28
Diego Conde,Villarreal,Spanish La Liga,GK,Goalkeeper,ESP,26,139.47,1962,22,6.34
Dimitry Bertaud,Montpellier,French Ligue 1,GK,Goalkeeper,COD,26,24.01,360,4,6.0
Dinko Horkaš,Las Palmas,Spanish La Liga,GK,Goalkeeper,CRO,26,85.17,1085,13,6.55
Diogo Costa,Porto,UEFA Europa League,GK,Goalkeeper,POR,25,63.72,900,10,6.37
Dmytro Riznyk,Shakhtar,UEFA Champions League,GK,Goalkeeper,UKR,25,55.58,720,8,6.95
Dominik Greif,Mallorca,Spanish La Liga,GK,Goalkeeper,SVK,28,204.27,2790,31,6.59
Dominik Kotarski,PAOK,UEFA Europa League,GK,Goalkeeper,CRO,25,65.37,900,10,6.54
Dominik Livaković,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,CRO,29,39.04,540,6,6.51
Dominik Takáč,Slovan Bratislava,UEFA Champions League,GK,Goalkeeper,SVK,26,50.74,720,8,6.34
Donovan Léon,Auxerre,French Ligue 1,GK,Goalkeeper,GUF,32,212.41,2880,32,6.64
Dávid Gróf,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,35,12.85,180,2,6.43
Dénes Dibusz,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,34,45.5,572,7,6.5
Ed McGinty,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,IRL,25,12.76,180,2,6.38
Ederson,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,BRA,31,223.21,3040,34,6.56
Elia Caprile,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,ITA,23,144.29,1945,22,6.56
Elías Rafn Ólafsson,Midtjylland,UEFA Europa League,GK,Goalkeeper,ISL,24,39.53,520,6,6.59
Emil Audero,Como,Italian Serie A,GK,Goalkeeper,IDN,27,47.31,720,8,5.91
Emiliano Martínez,Aston Villa,"English Premier League, UEFA Champions League",GK,Goalkeeper,ARG,32,329.93,4274,49,6.73
Ersin Destanoğlu,Beşiktaş,UEFA Europa League,GK,Goalkeeper,TUR,23,18.62,270,3,6.21
Fabian Bredlow,Stuttgart,UEFA Champions League,GK,Goalkeeper,GER,29,6.15,90,1,6.15
Fabiano,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,BRA,36,44.03,630,7,6.29
Fabijan Buntić,Qarabağ,UEFA Europa League,GK,Goalkeeper,CRO,27,11.95,180,2,5.98
Fabrice Ondoa,FK Rīgas FS,UEFA Europa League,GK,Goalkeeper,CMR,29,50.98,720,8,6.37
Federico Ravaglia,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,25,82.24,1146,13,6.33
Fernando Muslera,Galatasaray,UEFA Europa League,GK,Goalkeeper,URU,38,37.34,540,6,6.22
Filip Jørgensen,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,DEN,23,115.53,1620,18,6.42
Filip Manojlović,Borac Banja Luka,UEFA Europa Conference League,GK,Goalkeeper,SRB,28,58.82,810,9,6.54
Filip Stankovic,Venezia,Italian Serie A,GK,Goalkeeper,SRB,22,96.27,1350,15,6.42
Finn Dahmen,Augsburg,German Bundesliga,GK,Goalkeeper,GER,27,127.96,1710,19,6.73
Florian Müller,Freiburg,German Bundesliga,GK,Goalkeeper,GER,27,55.99,753,9,6.22
Fran,Real Madrid,Spanish La Liga,GK,Goalkeeper,ESP,19,5.6,90,1,5.6
Fran Vieites,Betis,"Spanish La Liga, UEFA Europa Conference League",GK,Goalkeeper,ESP,26,74.11,1080,12,6.18
Francis Uzoho,AC Omonia,UEFA Europa Conference League,GK,Goalkeeper,NGA,26,6.62,90,1,6.62
Franco Israel,Sporting CP,UEFA Champions League,GK,Goalkeeper,URU,24,54.48,720,8,6.81
Frank Feller,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,21,26.61,301,4,6.65
Fraser Forster,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,ENG,36,72.06,990,11,6.55
Frederik Rønnow,Union Berlin,German Bundesliga,GK,Goalkeeper,DEN,32,182.35,2520,28,6.51
Fyodor Lapoukhov,Dinamo Minsk,UEFA Europa Conference League,GK,Goalkeeper,BLR,21,37.62,540,6,6.27
Gabriel Kobylak,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,22,25.31,360,4,6.33
Gauthier Gallon,Rennes,French Ligue 1,GK,Goalkeeper,FRA,31,6.42,45,1,6.42
Gautier Larsonneur,Saint-Étienne,French Ligue 1,GK,Goalkeeper,FRA,28,209.69,2970,33,6.35
Gerónimo Rulli,Marseille,French Ligue 1,GK,Goalkeeper,ARG,32,215.53,3060,34,6.34
Gianluigi Donnarumma,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,ITA,26,247.12,3420,38,6.5
Giorgi Mamardashvili,Valencia,Spanish La Liga,GK,Goalkeeper,GEO,24,221.82,3060,34,6.52
Gregor Kobel,Dortmund,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,SUI,27,291.88,4050,45,6.49
Grégoire Coudert,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,FRA,26,18.32,270,3,6.11
Guglielmo Vicario,Tottenham,"English Premier League, UEFA Europa League",GK,Goalkeeper,ITA,28,214.41,2970,33,6.5
Guillaume Restes,Toulouse,French Ligue 1,GK,Goalkeeper,FRA,20,180.53,2543,29,6.23
Günay Güvenç,Galatasaray,UEFA Europa League,GK,Goalkeeper,NAN,33,25.68,360,4,6.42
Hendrik Bonmann,Ludogorets,UEFA Europa League,GK,Goalkeeper,GER,31,27.91,360,4,6.98
Heorhiy Bushchan,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,UKR,30,32.09,450,5,6.42
Hervé Koffi,Lens,French Ligue 1,GK,Goalkeeper,BFA,28,32.58,450,5,6.52
Hákon Rafn Valdimarsson,Brentford,English Premier League,GK,Goalkeeper,ISL,23,13.06,145,2,6.53
Ingvar Jónsson,KV,UEFA Europa Conference League,GK,Goalkeeper,ISL,35,52.06,720,8,6.51
Ionuț Radu,Venezia,Italian Serie A,GK,Goalkeeper,ROU,27,96.68,1350,15,6.45
Isak Pettersson,Elfsborg,UEFA Europa League,GK,Goalkeeper,SWE,27,52.16,720,8,6.52
Ivan Guteša,Red Star,UEFA Champions League,GK,Goalkeeper,SRB,22,22.08,270,3,7.36
Ivan Nevistić,Dinamo Zagreb,UEFA Champions League,GK,Goalkeeper,CRO,26,33.84,450,5,6.77
Ivan Provedel,Lazio,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,ITA,31,202.24,2880,32,6.32
Ivica Ivušić,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,CRO,30,55.92,810,9,6.21
Iván Villar,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,27,24.51,360,4,6.13
Iñaki Peña,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,26,135.87,1846,21,6.47
Jack Butland,Rangers,UEFA Europa League,GK,Goalkeeper,ENG,32,63.76,900,10,6.38
Jacob Karlstrom,Molde,UEFA Europa Conference League,GK,Goalkeeper,NOR,28,25.64,360,4,6.41
Jacob Rinne,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,31,49.17,720,8,6.15
Jacopo Seghetti,Empoli,Italian Serie A,GK,Goalkeeper,ITA,19,5.77,90,1,5.77
Jakub Stolarczyk,Leicester City,English Premier League,GK,Goalkeeper,POL,24,65.42,900,10,6.54
Jan Oblak,Atlético Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,SVN,32,302.89,4140,46,6.58
Janis Blaswich,RB Salzburg,UEFA Champions League,GK,Goalkeeper,GER,33,24.23,360,4,6.06
Jason Steele,Brighton,English Premier League,GK,Goalkeeper,ENG,34,13.02,180,2,6.51
Jasper Cillessen,Las Palmas,Spanish La Liga,GK,Goalkeeper,NED,35,169.69,2309,26,6.53
Jay Gorter,Ajax,UEFA Europa League,GK,Goalkeeper,NED,24,5.42,67,1,5.42
Jean Butez,Como,Italian Serie A,GK,Goalkeeper,FRA,29,123.75,1666,19,6.51
Jeroen Zoet,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,NED,33,6.95,90,1,6.95
Jesse Joronen,Venezia,Italian Serie A,GK,Goalkeeper,FIN,31,49.29,703,8,6.16
Jesús Owono,Alavés,Spanish La Liga,GK,Goalkeeper,EQG,24,38.21,487,6,6.37
Joakim Persson,Malmö,UEFA Europa League,GK,Goalkeeper,SWE,17,6.04,90,1,6.04
Joan García,Espanyol,Spanish La Liga,GK,Goalkeeper,ESP,24,255.14,3420,38,6.71
Joe Lumley,Southampton,English Premier League,GK,Goalkeeper,ENG,29,20.14,270,3,6.71
Joel Drommel,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,NED,27,6.83,90,1,6.83
Johan Dahlin,Malmö,UEFA Europa League,GK,Goalkeeper,SWE,38,17.89,225,3,5.96
Jonas Lössl,Midtjylland,UEFA Europa League,GK,Goalkeeper,DEN,36,25.77,360,4,6.44
Jonas Omlin,Gladbach,German Bundesliga,GK,Goalkeeper,SUI,31,69.26,952,11,6.3
Jonas Urbig,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,21,77.89,1023,12,6.49
Jordan Pickford,Everton,English Premier League,GK,Goalkeeper,ENG,31,257.5,3420,38,6.78
Josep Martinez,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ESP,26,40.77,540,6,6.79
Josip Condric,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,CRO,31,19.93,270,3,6.64
José Sá,Wolves,English Premier League,GK,Goalkeeper,POR,32,187.97,2609,29,6.48
Juan Musso,"Atalanta, Atlético Madrid","Italian Serie A, Spanish La Liga",GK,Goalkeeper,ARG,31,20.32,270,3,6.77
Juan Soriano,Leganés,Spanish La Liga,GK,Goalkeeper,ESP,27,40.6,540,6,6.77
Julen Agirrezabala,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,24,177.89,2376,27,6.59
Justin Bijlow,Feyenoord,UEFA Champions League,GK,Goalkeeper,NED,27,14.25,125,2,7.12
Jörg Siebenhandl,LASK,UEFA Europa Conference League,GK,Goalkeeper,AUT,34,18.68,270,3,6.23
Kacper Tobiasz,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,POL,22,27.06,360,4,6.76
Kamil Grabara,Wolfsburg,German Bundesliga,GK,Goalkeeper,POL,26,186.2,2585,29,6.42
Karl Jakob Hein,Valladolid,Spanish La Liga,GK,Goalkeeper,EST,23,200.21,2790,31,6.46
Karl-Johan Johnsson,Strasbourg,French Ligue 1,GK,Goalkeeper,SWE,34,19.28,270,3,6.43
Kasper Schmeichel,Celtic,UEFA Champions League,GK,Goalkeeper,DEN,38,67.92,900,10,6.79
Kauã Santos,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,BRA,22,90.99,1215,14,6.5
Kepa Arrizabalaga,Bournemouth,English Premier League,GK,Goalkeeper,ESP,30,205.59,2790,31,6.63
Kevin Müller,Heidenheim,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,GER,34,242.01,3389,38,6.37
Kevin Trapp,Eint Frankfurt,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,34,212.52,2925,33,6.44
Kjell Scherpen,Sturm Graz,UEFA Champions League,GK,Goalkeeper,NED,25,42.29,540,6,7.05
Kjetil Haug,Toulouse,French Ligue 1,GK,Goalkeeper,NOR,26,37.82,498,6,6.3
Kostas Tzolakis,Olympiacos,UEFA Europa League,GK,Goalkeeper,GRE,22,67.76,897,10,6.78
Krapyvtsov Vladyslav,Girona,Spanish La Liga,GK,Goalkeeper,UKR,19,12.61,180,2,6.3
Lars Unnerstall,Twente,UEFA Europa League,GK,Goalkeeper,GER,34,51.59,720,8,6.45
Lasse Rieß,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,23,13.23,180,2,6.62
Lawrence Ati-Zigi,St. Gallen,UEFA Europa Conference League,GK,Goalkeeper,GHA,28,36.59,540,6,6.1
Leandro Chichizola,Parma,Italian Serie A,GK,Goalkeeper,ARG,34,6.11,90,1,6.11
Leo Román,Mallorca,Spanish La Liga,GK,Goalkeeper,ESP,24,48.49,630,7,6.93
Liam Kelly,Rangers,UEFA Europa League,GK,Goalkeeper,SCO,29,13.38,180,2,6.69
Lorenzo Montipò,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,29,227.17,3240,36,6.31
Lorenzo Torriani,Milan,UEFA Champions League,GK,Goalkeeper,ITA,19,6.84,40,1,6.84
Lovro Štubljar,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,SVN,20,12.11,180,2,6.06
Luca Philipp,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,24,42.99,630,7,6.14
Lucas Chevalier,Lille,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,FRA,23,289.98,3960,44,6.59
Lucas Perri,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,BRA,27,286.13,3960,44,6.5
Luiz Lúcio Reis Júnior,Villarreal,Spanish La Liga,GK,Goalkeeper,BRA,24,105.6,1440,16,6.6
Lukas Jungwirth,LASK,UEFA Europa Conference League,GK,Goalkeeper,AUT,20,17.82,262,3,5.94
Lukáš Horníček,Braga,UEFA Europa League,GK,Goalkeeper,CZE,22,19.57,270,3,6.52
Lukáš Hrádecký,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,FIN,35,213.23,2970,33,6.46
Lukáš Zima,FCSB,UEFA Europa League,GK,Goalkeeper,CZE,31,5.49,90,1,5.49
Léon-Maurice Pöhls,Shamrock Rov,UEFA Europa Conference League,GK,Goalkeeper,GER,27,36.85,540,6,6.14
Maarten Vandevoordt,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,BEL,23,44.9,585,7,6.41
Mads Hermansen,Leicester City,English Premier League,GK,Goalkeeper,DEN,24,174.03,2385,27,6.45
Mads Kikkenborg,Anderlecht,UEFA Europa League,GK,Goalkeeper,DEN,25,5.67,90,1,5.67
Maduka Okoye,Udinese,Italian Serie A,GK,Goalkeeper,NGA,25,158.38,2250,25,6.34
Malkolm Nilsson,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,31,12.78,165,2,6.39
Manuel Neuer,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,39,208.56,2802,32,6.52
Marc-André ter Stegen,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,GER,33,57.15,764,9,6.35
Marcin Bułka,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,POL,25,256.98,3600,40,6.42
Marco Bizot,Brest,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,NED,34,265.17,3690,41,6.47
Marco Carnesecchi,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,24,281.83,3870,43,6.55
Marco Silvestri,Empoli,Italian Serie A,GK,Goalkeeper,ITA,34,31.09,450,5,6.22
Marco Sportiello,Milan,Italian Serie A,GK,Goalkeeper,ITA,32,13.11,126,2,6.56
Marius Müller,Wolfsburg,German Bundesliga,GK,Goalkeeper,GER,31,33.84,450,5,6.77
Mark Flekken,Brentford,English Premier League,GK,Goalkeeper,NED,31,246.23,3275,37,6.65
Mark Travers,Bournemouth,English Premier League,GK,Goalkeeper,IRL,25,34.62,450,5,6.92
Marko Dmitrović,Leganés,Spanish La Liga,GK,Goalkeeper,SRB,33,215.09,2880,32,6.72
Marko Ilić,Red Star,UEFA Champions League,GK,Goalkeeper,SRB,26,12.64,180,2,6.32
Martin Dúbravka,Newcastle Utd,English Premier League,GK,Goalkeeper,SVK,36,65.92,900,10,6.59
Martin Jedlička,Viktoria Plzeň,UEFA Europa League,GK,Goalkeeper,CZE,27,80.29,1080,12,6.69
Marvin Keller,Young Boys,UEFA Champions League,GK,Goalkeeper,SUI,22,26.46,360,4,6.62
Matej Kovar,Leverkusen,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,CZE,24,72.34,990,11,6.58
Mateusz Kochalski,Qarabağ,UEFA Europa League,GK,Goalkeeper,POL,24,38.57,540,6,6.43
Matevž Vidovšek,Olimpija,UEFA Europa Conference League,GK,Goalkeeper,SVN,25,53.09,720,8,6.64
Matheus,"Ajax, Braga",UEFA Europa League,GK,Goalkeeper,BRA,32,37.77,517,6,6.29
Mathew Ryan,Lens,French Ligue 1,GK,Goalkeeper,AUS,33,91.67,1260,14,6.55
Mathieu Gorgelin,Le Havre,French Ligue 1,GK,Goalkeeper,FRA,34,101.63,1440,16,6.35
Matjaž Rozman,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,SVN,37,23.61,360,4,5.9
Matouš Trmal,Mladá Boleslav,UEFA Europa Conference League,GK,Goalkeeper,CZE,26,38.26,540,6,6.38
Mattia Perin,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,32,54.62,660,8,6.83
Matvei Safonov,Paris S-G,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,RUS,26,78.28,1059,12,6.52
Matz Sels,Nott'ham Forest,English Premier League,GK,Goalkeeper,BEL,33,253.85,3420,38,6.68
Maxime Delanghe,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,BEL,23,44.52,599,7,6.36
Maxime Dupé,Nice,UEFA Europa League,GK,Goalkeeper,FRA,31,12.67,180,2,6.34
Melvin Zinga,Angers,French Ligue 1,GK,Goalkeeper,FRA,23,6.47,90,1,6.47
Mert Günok,Beşiktaş,UEFA Europa League,GK,Goalkeeper,TUR,35,32.57,450,5,6.51
Michael Zetterer,Werder Bremen,German Bundesliga,GK,Goalkeeper,GER,29,216.13,3060,34,6.36
Michele Di Gregorio,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,ITA,27,267.6,3658,41,6.53
Mike Maignan,Milan,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,FRA,29,303.91,4154,47,6.47
Mile Svilar,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,SRB,25,325.93,4500,50,6.52
Moritz Nicolas,Gladbach,German Bundesliga,GK,Goalkeeper,GER,27,117.14,1620,18,6.51
Muhammed Şengezer,Başakşehir,UEFA Europa Conference League,GK,Goalkeeper,TUR,27,26.24,360,4,6.56
Mukhammedzhan Seysen,Astana FK,UEFA Europa Conference League,GK,Goalkeeper,KAZ,25,12.96,180,2,6.48
Nathan Trott,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,ENG,26,30.34,450,5,6.07
Nediljko Labrović,Augsburg,German Bundesliga,GK,Goalkeeper,CRO,25,93.19,1350,15,6.21
Neofytos Michael,Pafos FC,UEFA Europa Conference League,GK,Goalkeeper,CYP,31,5.97,90,1,5.97
Neto,"Arsenal, Bournemouth","English Premier League, UEFA Champions League",GK,Goalkeeper,BRA,35,20.63,270,3,6.88
Nick Pope,Newcastle Utd,English Premier League,GK,Goalkeeper,ENG,33,185.55,2520,28,6.63
Nicola Leali,Genoa,Italian Serie A,GK,Goalkeeper,ITA,32,188.99,2610,29,6.52
Nikita Haikin,Bodø/Glimt,UEFA Europa League,GK,Goalkeeper,RUS,29,105.26,1440,16,6.58
Niklas Hedl,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,AUT,24,64.17,900,10,6.42
Nikola Vasilj,St. Pauli,German Bundesliga,GK,Goalkeeper,BIH,29,216.02,2969,33,6.55
Noah Atubolu,Freiburg,German Bundesliga,GK,Goalkeeper,GER,22,170.87,2307,26,6.57
Ognjen Čančarević,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,ARM,35,19.17,270,3,6.39
Oliver Baumann,Hoffenheim,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,GER,34,224.38,3150,35,6.41
Omri Glazer,Red Star,UEFA Champions League,GK,Goalkeeper,ISR,28,17.78,270,3,5.93
Oscar Jansson,Djurgården,UEFA Europa Conference League,GK,Goalkeeper,SWE,33,11.44,180,2,5.72
